event_name,event_period,event_year,study_focus,iso_country_code,cb_region,event_type,classification,summary_statement,publication_year,citation,source,rapid_study,link
"Drought that lead to Australia’s ""Tinderbox"" drought",2020,2017-2019,Event,AUS,Australia and New Zealand,Drought,More severe or more likely to occur,"""Anthropogenic forcing intensified the rainfall deficits of the Tinderbox Drought by around 18%""",2024,"Devanand A. et al., 2024: Australia’s Tinderbox Drought: An extreme natural event likely worsened by human-caused climate change, Science Advances, doi:10.1126/sciadv.adj3460",Science Advances,No,https://doi.org/10.1126/sciadv.adj3460
Western-central Europe soil drought,summer 2020,2020,Event,NA,Europe,Drought,More severe or more likely to occur,"A ""soil moisture drought such as in 2022 is expected to occur once in 20 years in the present climate but would have occurred only about once per century during pre-industrial times"".",2024,"Schumacher D.L. et al., 2024: Detecting the human fingerprint in the summer 2022 western-central European soil drought, Earth System Dynamics, doi:10.5194/esd-15-131-2024",Earth System Dynamics,No,https://doi.org/10.5194/esd-15-131-2024
Iran consecutive dry days,1967-2010,NA,Trend,IRN,Central and southern Asia,Drought,More severe or more likely to occur,"""[A]nthropogenic forcing caused an increase in the return period of a 20-year event by 1.9 years for CDD.",2024,"Shirazi M. et al., 2024: Detection and Attribution of Precipitation Extremes to Human Influence in Iran, Journal of the Earth and Space Physics, doi:10.22059/jesphys.2024.364541.1007559",Journal of the Earth and Space Physics,No,https://doi.org/10.22059/jesphys.2024.364541.1007559
Drought characteristics in China over 1960 to 2019,NA,NA,Trend,CHN,Eastern and south-eastern Asia,Drought,More severe or more likely to occur,"""Anthropogenic climate change is highlighted as the primary factor influencing the observed drought characteristics changes in China, with contribution rates of 84.67%, 75.25%, 190.32%, and 133.99% for changes in the increased drought frequency, intensity, duration, and affected area, respectively""",2024,"Dai R. et al., 2024: Impacts of anthropogenic climate change on meteorological drought in China, Frontiers in Earth Science, doi:10.3389/feart.2024.1369523",Frontiers in Earth Science,No,https://doi.org/10.3389/feart.2024.1369523
Eastern China drought,2022,2022,Event,CHN,Eastern and south-eastern Asia,Drought,More severe or more likely to occur,"""Anthropogenic forcing increases the occurrence probability of a 2022Drought-like event by 56%""",2024,"Zhang Y. et al., 2024: Anthropogenic influence on the extreme drought in eastern China in 2022 and its future risk, Atmospheric and Oceanic Science Letters, doi:10.1016/j.aosl.2023.100390",Atmospheric and Oceanic Science Letters,No,https://doi.org/10.1016/j.aosl.2023.100390
Amazon river basin drought,2023,2023,Event,NA,Latin America and the Caribbean,Drought,More severe or more likely to occur,"""The likelihood of the meteorological drought occurring has increased by a factor of 10, while the agricultural drought has become about 30 times more likely.""",2024,"Clarke, B. et al. 2024: Climate change, not El Niño, main driver of exceptional drought in highly vulnerable Amazon River Basin, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/climate-change-not-el-nino-main-driver-of-exceptional-drought-in-highly-vulnerable-amazon-river-basin/
Sicily & Sardinia drought,2024,2024,Event,"ITA,FRA",Europe,Drought,More severe or more likely to occur,"""This increase in drought severity is primarily driven by the very strong increase in extreme temperatures due to human-induced climate change.""",2024,"Zachariah, M. et al., 2024: Climate change key driver of extreme drought in water scarce Sicily and Sardinia, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/climate-change-key-driver-of-extreme-drought-in-water-scarce-sicily-and-sardinia/
Drought behind Panama Canal’s shipping disruption,2023,2023,Event,PAN,Latin America and the Caribbean,Drought,No discernible human influence,"""With neither climate model data nor a strong physical argument to support the hypothesis, we therefore cannot conclude that the observed drying is attributable to human-caused climate change.""",2024,"Barnes, C. et al., 2024: Low water levels in Panama Canal due to increasing demand exacerbated by El Niño event, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/low-water-levels-in-panama-canal-due-to-increasing-demand-exacerbated-by-el-nino-event/
Southern African drought,2024,2024,Event,"ZWE,ZMB,MWI,AGO,MOZ,BWA",Sub-Saharan Africa,Drought,No discernible human influence,"""The models that passed the model evaluation do not show a significant relationship between rainfall and global warming levels with increasing global temperatures.""",2024,"Kimutai, J. et al., 2024: El Niño key driver of drought in highly vulnerable Southern African countries, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/el-nino-key-driver-of-drought-in-highly-vulnerable-southern-african-countries/
Central South America drought,2022,2022,Event,NA,Latin America and the Caribbean,Drought,No discernible human influence,"""We cannot attribute the low rainfall to climate change""",2024,"Arias P.A. et al., 2024: Interplay between climate change and climate variability: the 2022 drought in Central South America, Climatic Change, doi:10.1007/s10584-023-03664-4",Climatic Change,No,https://doi.org/10.1007/s10584-023-03664-4
Yangtze River basin summer extreme flooding,2020,2020,Event,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""The [geeenhouse gas] and [aerosol] forcings contribute positively and negatively to the probability of flooding in the Yangtze River Basin, respectively.""",2024,"Li X. et al., 2024: Anthropogenic forcing decreases the probability of the 2020 Yangtze River extreme flood and future risk, Atmospheric Research, doi:10.1016/j.atmosres.2024.107662",Atmospheric Research,No,https://doi.org/10.1016/j.atmosres.2024.107662
Pakistan record-shattering rainfall,2022,2022,Event,PAK,Central and southern Asia,Rain & flooding,More severe or more likely to occur,"""[M]odel-based analysis confirms that [the trend in cross-equatorial moisture transport] is consistent with the fingerprint of anthropogenic climate warming.""",2024,"You Y. et al., 2024: Climate warming contributes to the record-shattering 2022 Pakistan rainfall, npj Climate and Atmospheric Science, doi:10.1038/s41612-024-00630-4",npj Climate and Atmospheric Science,No,https://doi.org/10.1038/s41612-024-00630-4
Yangtze River extreme cumulative rainfall,2020,2020,Event,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""Our results show that anthropogenic climate change…has led to a decrease in the number of light to heavy precipitation days, while concurrently increasing the number of extreme precipitation days in the [middle and lower reaches of the Yangtze River].""",2024,"Luo F. et al., 2024: Differing Contributions of Anthropogenic Aerosols and Greenhouse Gases on Precipitation Intensity Percentiles Over the Middle and Lower Reaches of the Yangtze River, Journal of Geophysical Research: Atmospheres, doi:10.1029/2023JD040202",Journal of Geophysical Research: Atmospheres,No,https://doi.org/10.1029/2023JD040202
UK winter rainfall extremes,"2015, 2020","2015, 2020",Event,GBR,Europe,Rain & flooding,More severe or more likely to occur,"""[F]or all five events we found a significant climate signal in the extreme regional rainfall totals immediately preceding the flooding.""",2024,"Cotterill D.F. et al., 2024: Using UNSEEN approach to attribute regional UK winter rainfall extremes, International Journal of Climatology, doi:10.1002/joc.8460",International Journal of Climatology,No,https://doi.org/10.1002/joc.8460
Central Asia extreme rainfall events,1901-2019,NA,Trend,NA,Central and southern Asia,Rain & flooding,More severe or more likely to occur,"""[W]e observed that heavy precipitation events…have become more frequent in the observed climate, indicating that global warming is already modifying the hydrological cycle in Central Asia.""",2024,"Fallah B. et al., 2024: Exploring the impact of the recent global warming on extreme weather events in Central Asia using the counterfactual climate data ATTRICI v1.1, Climatic Change, doi:10.1007/s10584-024-03743-0",Climatic Change,No,https://doi.org/10.1007/s10584-024-03743-0
"Zhengzhou ""extraordinary rainstorm""",July 2021,2021,Event,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""The attribution analysis shows that climate change due to anthropogenic forcings such as greenhouse gas emissions increased the risk of such a rainstorm event by 12%.""",2024,"Wang W. et al., 2024: Climate change and La Niña increase the likelihood of the ‘7·20’ extraordinary typhoon-rainstorm in Zhengzhou, China, International Journal of Climatology, doi:10.1002/joc.8386",International Journal of Climatology,No,https://doi.org/10.1002/joc.8386
Heavy rainfall leading to record-breaking levels in Lake Victoria,2020,2020,Event,"KEN,UGA,TZA",Sub-Saharan Africa,Rain & flooding,More severe or more likely to occur,"""The best estimate is that the event has become more likely by a factor of 1.8 in the current climate compared to a pre-industrial climate and that in the absence of anthropogenic climate change an event with the same return period would have led lake levels to rise by 7 cm less than observed""",2024,"Pietroiusti R. et al., 2024: Possible role of anthropogenic climate change in the record-breaking 2020 Lake Victoria levels and floods, Earth System Dynamics, doi:10.5194/esd-15-225-2024",Earth System Dynamics,No,https://doi.org/10.5194/esd-15-225-2024
China shift from light to heavy precipitation,1961-2014,NA,Trend,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""Attribution results suggest that the observed shift from light to heavy precipitation is predominantly a result of the combined influence of [greenhouse gas] and [aerosol] forcing.""",2024,"Bai J. et al., 2024: Detectable anthropogenic influence on the changes in structure of precipitation over China using CMIP6 models, Climate Dynamics, doi:10.1007/s00382-024-07368-y",Climate Dynamics,No,https://doi.org/10.1007/s00382-024-07368-y
Ireland extreme rainfall,October 2023,2023,Event,IRL,Europe,Rain & flooding,More severe or more likely to occur,"""2-day October rainfall at least as high as occurred on 17-18th October 2023 has more than doubled in likelihood and increased in intensity by around 13% due to global warming since pre-industrial levels.""",2024,"Clarke, B. et al, 2024: Climate change made the extreme rainfall associated with flooding in Midleton, Ireland more likely and more intense, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/climate-change-made-the-extreme-rainfall-associated-with-flooding-in-midleton-ireland-more-likely-and-more-intense/
