subcategory,rank,year,name,affiliation,title
"Magazine Writing on Diet, Nutrition & Health",Nominee,1998,Wayne Kalyn,Cooking Light,Eating Smart: The Magic Bean
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1998,Barbara Durbin,The Oregonian,Can It With Care
Magazine Restaurant Review or Critique,Nominee,1997,Caroline Bates,Gourmet,NA
"Magazine Writing on Spirits, Wine & Beer",Nominee,1997,William A. Marsano,Hemispheres,A Glass of Dessert
Magazine Feature with Recipes,Nominee,1997,Colette Rossant,Saveur,Cooking from a Lost Egypt
"Magazine Writing on Spirits, Wine & Beer",Nominee,1997,Richard Nalley,Departures,Social Drinking
Magazine Restaurant Review or Critique,Nominee,1997,Corby Kummer,New York,NA
Magazine Feature with Recipes,Nominee,1997,Caroline Bates,Gourmet,Italy's Piedmont: Wine Roads and White Truffles
"Newspaper Writing on Spirits, Wine & Beer",Nominee,1997,Tom Finkel,Miami New Times,Uncorked
"Newspaper Writing on Spirits, Wine & Beer",Nominee,1997,Matt Schudel,Ft. Lauderdale Sun Sentinel,Mixed Blessings
Newspaper News Reporting,Nominee,1997,Janet Fletcher,San Francisco Chronicle,Welcome to Permit Hell
M.F.K. Fisher Distinguished Writing Award,Nominee,1997,Michelle Huneven,Los Angeles Times,Slave of the Great Fava
M.F.K. Fisher Distinguished Writing Award,Nominee,1997,Matthew Jaffe,Sunset Magazine,Empire of the Orange
Newspaper Restaurant Review or Critique,Winner,1997,Sherry Irene Virbila,Los Angeles Times,NA
Magazine Series,Winner,1997,Jane Stern,Gourmet,Two for the Road
Newspaper Feature Writing with Recipes,Nominee,1997,Carole Sugarman,The Washington Post,The Crazy Tales of Washington's Cookie Kooks
Magazine Restaurant Review or Critique,Winner,1997,Alan Richman,GQ,NA
Newspaper Series,Nominee,1997,Lessie Scurry,Atlanta Journal-Constitution,200 Years of the American Cookbook
"Newspaper Writing on Spirits, Wine & Beer",Winner,1997,David Shaw,Los Angeles Times Magazine,"99 Bottles of Wine on the Block. 99 Bottles of Wine-- Take One Down, Sell it Around, 98 Bottles of Wine on the Block"
"Newspaper Writing on Diet, Nutrition & Health",Winner,1997,Barbara Durbin,The Oregonian,To Wash or Not to Wash
Magazine Series,Nominee,1997,Luise Light,Vegetarian Times Magazine,"Meat, Green and Deadly Microbes,; Who's Going To Clean Up the Mess"
Newspaper News Reporting,Winner,1997,Russ Parsons,Los Angeles Times,Toward a More Eatable Nectarine
Newspaper Series,Nominee,1997,Jim Auchmutey,Atlanta Journal-Constitution,200 Years of the American Cookbook
"Magazine Writing on Diet, Nutrition & Health",Winner,1997,Peter Jaret,Eating Well,Hyper Links
"Magazine Writing on Diet, Nutrition & Health",Nominee,1997,Elizabeth Hiser,Eating Well Magazine,The Silent Epidemic
Magazine Series,Winner,1997,Michael Stern,Gourmet,Two for the Road
"Magazine Writing on Diet, Nutrition & Health",Nominee,1997,Michelle Stacey,Elle,The Science of Skinniness
M.F.K. Fisher Distinguished Writing Award,Winner,1997,Alan Richman,GQ,"As Long as There's a Moishe's, There'll Always Be a Montreal"
"Magazine Writing on Spirits, Wine & Beer",Winner,1997,Gerald Asher,Gourmet,Wine Journal: Beyond the Wine List
Magazine Feature without Recipes,Nominee,1997,David Shaw,Conde Nast Traveler,Star-Grazing
Magazine Feature without Recipes,Nominee,1997,Alison Arnett,The Boston Globe Magazine,Shared Tastes: Al Forno is on Every Food Lover's List of Favorite Casual Restaurants
Magazine Series,Nominee,1997,Anne Mendelson,Gourmet Magazine,The Cookbook Shelf
Newspaper Series,Winner,1997,Laurie Ochoa,Los Angeles Times,"Taking Her Revolution Beyond the Kitchen,; Scenes from the Revolution,; The Chez Panisse Years"
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1997,Cheri Swoboda,The Oregonian,"On Your Mark, Get Set, Eat: Olympians Need the Right Fuel and Plenty of Fluid to Take the Gold"
Newspaper Feature Writing without Recipes,Winner,1997,Robert Andrew Powell,Miami New Times,"Eat Early, Eat Cheap"
Newspaper Restaurant Review or Critique,Nominee,1997,Phyllis Richman,The Washington Post,NA
Newspaper Series,Nominee,1997,Kristin Eddy,Atlanta Journal-Constitution,200 Years of the American Cookbook
Newspaper Feature Writing with Recipes,Nominee,1997,Russ Parsons,Los Angeles Times,The Gold Beneath Our Feet
Newspaper Restaurant Review or Critique,Nominee,1997,Ruth Reichl,The New York Times,NA
Newspaper Series,Nominee,1997,Steven Raichlen,The Washington Times,"Argentina's Meaty Cuisine,; Thai-Style Barbecue Heaven,; Sizzling Meats Moroccan Style"
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1997,Steven Pratt,Chicago Tribune,Folate Fix
Newspaper Feature Writing without Recipes,Nominee,1997,Sam Gugino,The New York Times,Beat the Clock: Inspired Meals in 10 Minutes
Newspaper Feature Writing without Recipes,Nominee,1997,Candy Sagon,The Washington Post,The Sweet Life? You Gotta Be a Little Nuts To Be a Pastry Chef
Magazine Feature with Recipes,Winner,1997,Margo True,Gourmet,Inside the CIA
Newspaper Feature Writing with Recipes,Winner,1997,Jim Auchmutey,The Atlanta Journal-Constitution,Cast in Memory
Newspaper News Reporting,Nominee,1997,Paul Blustein,The Washington Post,Italy Loses the Pasta Wars
Magazine Feature without Recipes,Winner,1997,Michele Anna Jordon,San Francisco Focus,Serving Werner Herzog's Shoe
"Magazine Writing on Diet, Nutrition & Health",Nominee,1996,Mary Hegarty Nowlan,Eating Well,Remember When?
Newspaper Series,Winner,1996,Steven Pratt,Chicago Tribune,On America's Plate
Magazine Feature without Recipes,Nominee,1996,Robb Walsh,American Way,War of the Cheeses
Magazine Feature without Recipes,Winner,1996,Leslie Brenner,Avenue,Eureka! He Turns Oil Into Gold
"Magazine Writing on Spirits, Wine & Beer",Winner,1996,Michael Bonadies,Wine & Spirits,Cote de Beaune
Magazine Restaurant Review or Critique,Nominee,1996,Jonathan Gold,Los Angeles Magazine,NA
Magazine Series,Winner,1996,Elizabeth Schneider,Food Arts,Purveyor
M.F.K. Fisher Distinguished Writing Award,Nominee,1996,Lynda Barry,Los Angeles Times,Pork Memories
M.F.K. Fisher Distinguished Writing Award,Nominee,1996,Alan Richman,GQ,The Saucier's Apprentice
M.F.K. Fisher Distinguished Writing Award,Winner,1996,Paula Wolfert,Saveur,My Old Moroccan Home
Newspaper Feature Writing with Recipes,Nominee,1996,Michelle Huneven,Los Angeles Times,Going with the Flaw
Newspaper Feature Writing with Recipes,Winner,1996,Kristin Eddy,The Atlanta-Journal / The Atlanta-Constitution,Tea-A Brand New Bag
Newspaper Feature Writing with Recipes,Nominee,1996,Steven Pratt,Chicago Tribune,Big Blue
Magazine Feature with Recipes,Nominee,1996,Gene Bourg,Saveur,Don't Call it 'Cajun'
Newspaper Feature Writing without Recipes,Nominee,1996,Jim Auchmutey,The Atlanta-Journal / The Atlanta-Constitution,State of the Peach
Newspaper Feature Writing without Recipes,Nominee,1996,Alex Witchel,The New York Times,Need a Rain-Forest Recipe? He's the Man to Call
Magazine Feature without Recipes,Nominee,1996,Susan Stuck,Eating Well,In Search of the Healthy Irish Chef
"Newspaper Writing on Spirits, Wine & Beer",Nominee,1996,Christina Waters,The Sonoma County Independent,Waiting for Merlot
"Newspaper Writing on Spirits, Wine & Beer",Nominee,1996,Gordon Young,"Metro, San Jose, CA",Tequila's Rise
"Magazine Writing on Spirits, Wine & Beer",Nominee,1996,Ben Giliberti,Wine & Spirits,The Rhone
"Magazine Writing on Spirits, Wine & Beer",Nominee,1996,Rod Smith,Wine & Spirits,"Power, Finesse and the Well Made Chardonnay"
Newspaper News Reporting,Winner,1996,Daniel P. Puzo,Los Angeles Times,What Happened to California's Seafood?
"Newspaper Writing on Spirits, Wine & Beer",Winner,1996,Benjamin M. Myers,The Washington Post,It Must Be Spring--Bock Is Back
Magazine Feature with Recipes,Winner,1996,Robb Walsh,American Way,Hot-Sauce Safari
Magazine Feature with Recipes,Nominee,1996,Jeffrey Steingarten,Vogue,Pie's the Limit
"Newspaper Writing on Diet, Nutrition & Health",Winner,1996,Jane Snow,"The Beacon Journal, Akron, OH",Food
Newspaper Feature Writing without Recipes,Winner,1996,Bryan Miller,The New York Times,Inside Peek at a 3-Star Kitchen
Magazine Restaurant Review or Critique,Nominee,1996,Paul Levy,Travel & Leisure,NA
Newspaper Restaurant Review or Critique,Nominee,1996,Sherry Irene Virbila,Los Angeles Times,NA
Magazine Series,Nominee,1996,Kellye Hunter,Chile Pepper Magazine,The Healing Powers of Peppers
Magazine Series,Nominee,1996,Melissa T. Stock,Chile Pepper Magazine,The Healing Powers of Peppers
Magazine Series,Nominee,1996,Jean Carper,USA Weekend,"Healthier Barbecue,; Tomatoes' Secret Strength,; Eat to Fend Off Breast Cancer"
Magazine Restaurant Review or Critique,Winner,1996,Alan Richman,GQ,NA
Newspaper Series,Nominee,1996,Laura Yee,"The Plain Dealer, Cleveland, OH",Family Nutrition Series
"Magazine Writing on Diet, Nutrition & Health",Nominee,1996,Kellye Hunter,Chile Pepper Magazine,"The Healing Powers of Peppers, Part 2"
"Magazine Writing on Diet, Nutrition & Health",Nominee,1996,Melissa T. Stock,Chile Pepper Magazine,"The Healing Powers of Peppers, Part 2"
"Magazine Writing on Diet, Nutrition & Health",Winner,1996,Ed Blonz,Vegetarian Times,Scientific Studies: How to Handle the Hype
"Magazine Writing on Diet, Nutrition & Health",Nominee,1996,Marsha Hudnall,Eating Well,Remember When?
"Magazine Writing on Diet, Nutrition & Health",Nominee,1996,Elizabeth Hiser,Eating Well,Remember When?
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1996,Daniel P. Puzo,Los Angeles Times,A Food Safety Primer
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1996,Deborah S. Hartz,"Sen-Sentinel, Fort Lauderdale, FL",Good Nutrition Helps Patients Fight AIDS
Newspaper News Reporting,Nominee,1996,Ami Chen Mills,"Metro, San Jose, CA",Truth or Dairy?
Newspaper Restaurant Review or Critique,Nominee,1996,Phyllis Richman,The Washington Post,NA
Newspaper Restaurant Review or Critique,Winner,1996,Ruth Reichl,The New York Times,NA
Newspaper Series,Nominee,1996,Russ Parsons,Los Angeles Times,In the Kitchen
Newspaper News Reporting,Nominee,1996,Russ Parsons,Los Angeles Times,Artichokes: Spanning the Globe
Newspaper Feature Writing with Recipes,Nominee,1995,Kathie Jenkins,Los Angeles Times,The Trouble with Cookbooks
Magazine Feature with Recipes,Winner,1995,Sally Schneider,Saveur,Truffles in Black and White
Newspaper Feature Writing without Recipes,Nominee,1995,Sheryl Julian,The Boston Globe,Molding a Tradition
Magazine Feature without Recipes,Winner,1995,Amanda Mayer Stinchecum,Saveur,Making Tea
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1995,Steven Pratt,Chicago Tribune,New-Age Aging
Newspaper News Reporting,Nominee,1995,Robin Mather,The Detroit News,Clear and Present Danger
Newspaper Series,Nominee,1995,Arthur Schwartz,Daily News,The Schwartz That Ate N.Y.
Newspaper News Reporting,Winner,1995,Daniel P. Puzo,Los Angeles Times,Unsafe at Any Meal?
Newspaper Feature Writing without Recipes,Winner,1995,Steven Pratt,Chicago Tribune,Feeding Frenzy
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1995,Daniel P. Puzo,Los Angeles Times,Unsafe at any Meal?
Magazine Feature with Recipes,Nominee,1995,Sidney Fry,Saveur,The 'Old Stoves' of North Beach
Magazine Restaurant Review or Critique,Nominee,1995,Paul Levy,Travel & Leisure,NA
M.F.K. Fisher Distinguished Writing Award,Nominee,1995,Amanda Mayer Stinchecum,Saveur,Making Tea
M.F.K. Fisher Distinguished Writing Award,Nominee,1995,Sally Schneider,Saveur,Truffles in Black and White
Newspaper Feature Writing with Recipes,Winner,1995,Michelle Huneven,Los Angeles Times,Cooking in the Slow Lane
Newspaper Feature Writing with Recipes,Nominee,1995,Benjamin M. Myers,The Washington Post,A Winning Season for the Beers of Summer
"Newspaper Writing on Diet, Nutrition & Health",Winner,1995,Carole Sugarman,The Washington Post,Can a Chef Scale Back? The Diet Diary of Roberto Donna
Newspaper Feature Writing without Recipes,Nominee,1995,Caroline E. Mayer,The Washington Post,Women and Wine
Magazine Feature without Recipes,Nominee,1995,Mark Bittman,Eating Well,"Lunchtime, Main Street, U.S.A."
Magazine Feature without Recipes,Nominee,1995,David Rosengarten,Wine Spectator,Caviar Lover's Shopping Companion
M.F.K. Fisher Distinguished Writing Award,Winner,1995,Alison A. Cook,Houston Press,Church of the Immaculate Barbecue/Tempting Tapas
Magazine Series,Winner,1995,Elizabeth Schneider,Eating Well,Vegetable Wise
Newspaper Series,Nominee,1995,Steven Raichlen,Los Angeles Times Syndicate,NA
"Magazine Writing on Diet, Nutrition & Health",Nominee,1995,Jeffrey Steingarten,Vogue,Tipping the Scales
Newspaper Restaurant Review or Critique,Winner,1995,Alison A. Cook,Houston Press,NA
"Magazine Writing on Diet, Nutrition & Health",Winner,1995,Laura Shapiro,Newsweek,The Skinny on Fat
Magazine Restaurant Review or Critique,Winner,1995,Alan Richman,GQ,NA
Magazine Feature with Recipes,Nominee,1995,John Doc Willoughby,Eating Well,CITRUS
Newspaper Series,Winner,1995,Elaine Louie,The New York Times,Ethnic Eating in New York
Magazine Restaurant Review or Critique,Nominee,1995,Jeffrey Steingarten,Vogue,NA
Magazine Series,Nominee,1995,Jeffrey Steingarten,Vogue,Food
Newspaper Restaurant Review or Critique,Nominee,1995,Moira Hodgson,The New York Observer,NA
Magazine Series,Nominee,1995,Jane Stern,Gourmet,Two for the Road
Newspaper Restaurant Review or Critique,Nominee,1995,Patricia Wells,International Herald Tribune,NA
Magazine Series,Nominee,1995,John F. Mariani,Diversion,John Mariani on Food
Magazine Series,Nominee,1995,Jane Stern,Gourmet,Two for the Road
Magazine Feature Reporting,Nominee,1994,Margo True,Houston Metropolitan,Global Groceries
M.F.K. Fisher Distinguished Writing Award,Nominee,1994,Robert Clark,Eating Well,A Restaurant Takes Root
M.F.K. Fisher Distinguished Writing Award,Nominee,1994,Richard Sterling,Chile Pepper,Return to the Land of the Ascending Dragon
Magazine Series,Nominee,1994,Ronni Lundy,Louisville,NA
Newspaper Series,Winner,1994,Eleanor Ostman,St. Paul Pioneer Press,NA
Magazine Restaurant Review or Critique,Winner,1994,Alan Richman,GQ,NA
Newspaper Restaurant Review or Critique,Winner,1994,Penelope Corcoran,The Arizona Republic,NA
Magazine Series,Nominee,1994,Michael Batterberry,Food Arts,NA
Magazine Series,Winner,1994,Jeffrey Steingarten,Vogue,NA
Magazine Restaurant Review or Critique,Nominee,1994,Gael Greene,New York,NA
Newspaper News Reporting,Nominee,1994,Catherine S. Manegold,The New York Times,"Once the Toast, Now a Target, 'Silver Palate'"
Newspaper News Reporting,Nominee,1994,Daniel P. Puzo,Los Angeles Times,Undercooked Hot Dogs
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1994,Deborah S. Hartz,Ft. Lauderdale Sun-Sentinel,Veggies in Vogue
"Newspaper Writing on Diet, Nutrition & Health",Nominee,1994,Carole Sugarman,The Washington Post,Dean Omish Diet Detour
"Magazine Writing on Diet, Nutrition & Health",Nominee,1994,Constance Kurz,USA WEEKEND Magazine,Eat Better Now
"Magazine Writing on Diet, Nutrition & Health",Nominee,1994,Susan Male Smith,Family Circle,Food Make Over
Newspaper Series,Winner,1994,Ellen Carlson,St. Paul Pioneer Press,NA
Newspaper Series,Nominee,1994,Joyce A. Venezia,"The Star-Ledger (Newark, NJ)",NA
Newspaper Restaurant Review or Critique,Nominee,1994,Jane Rayburn,The Detroit News,NA
Magazine Restaurant Review or Critique,Nominee,1994,Andy Birsh,Gourmet,NA
Newspaper News Reporting,Winner,1994,Merle Alexander,The Oregonian,Test Tube Food
Newspaper Feature Reporting,Nominee,1994,Jim Auchmutey,Atlanta-Journal Constitution,Glorious Grits
Newspaper Feature Reporting,Nominee,1994,Jeffry Scott,Atlanta-Journal Constitution,Putting the Jiggle Back in Jell-O
Magazine Feature Reporting,Nominee,1994,Sara Schneider,Bay Food,Genetic Engineering
"Magazine Writing on Diet, Nutrition & Health",Winner,1994,Maureen Callahan,Cooking Light,Diets Don't Work
"Newspaper Writing on Diet, Nutrition & Health",Winner,1994,Karin A. Welzel,The Columbus Dispatch,Salt Shakes Loose
Newspaper Restaurant Review or Critique,Nominee,1994,Phyllis Richman,The Washington Post,NA
Magazine Feature Reporting,Winner,1994,Linda Beaulieu,The National Culinary Review,Native American
M.F.K. Fisher Distinguished Writing Award,Winner,1994,Margo True,Houston Metropolitan,Backstage at Cafe Annie
Newspaper Feature Reporting,Winner,1994,Ruth Reichl,Los Angeles Times,Seafood Seminar: A Day at the Markets
Newspaper Series,Nominee,1994,Steven Raichlen,"The Sunday Record (Bergen Co., NJ)",NA
Magazine Series,Nominee,1994,Ariane Batterberry,Food Arts,NA
Restaurant Review or Critique,Nominee,1993,Gael Greene,New York Magazine,NA
Restaurant Review or Critique,Nominee,1993,Mimi Sheraton,Conde Nast Traveler,NA
"Literary Writing About Food, Wine & Spirits",Winner,1993,Jeffrey Steingarten,Vogue,'Simply Red (three part series)
Restaurant Review or Critique,Winner,1993,Alan Richman,GQ,NA
Features/Consumer Information,Winner,1993,Ginger Munsch Crichton,Dallas Morning News,Eating and Aging
"Literary Writing About Food, Wine & Spirits",Nominee,1993,Rene Becker,Boston Magazine,"Julia, A Love Story"
Features/Consumer Information,Nominee,1993,David Rosengarten,Private Clubs,Perfect Match
Features/Consumer Information,Winner,1993,Leslie Barker,Dallas Morning News,Eating and Aging
Features/Consumer Information,Winner,1993,Rita Rubin,Dallas Morning News,Eating and Aging
News/Investigative Reporting,Nominee,1993,Nancy Mayer,The Oregonian,Flunking Lunch (three part series)
Features/Consumer Information,Nominee,1993,Sheryl Julian,The Boston Globe,"Julia at 80, The Queen of Cuisine Still Wins Our Affections"
News/Investigative Reporting,Nominee,1993,Nancy Kaufman Price,The Oregonian,Flunking Lunch
