year,title,series,anthology,format,number,novelization,setting,stardate_start,stardate_end,detailed_date,section,primary_entry_year,footnote
2376,Alice,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Future Begins,SCE,NA,book,62,FALSE,primary,NA,NA,NA,Damage Control,NA,437
2376,Riddles,VOY,NA,episode,NA,FALSE,primary,53263.2,NA,NA,NA,NA,NA
2376,Belly of the Beast,SCE,NA,book,1,FALSE,primary,NA,NA,NA,NA,NA,438
2376,Fatal Error,SCE,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Hard Crash,SCE,NA,book,3,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,One Small Step,VOY,NA,episode,NA,FALSE,primary,53292.7,NA,NA,NA,NA,NA
2376,Choices,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Voyager Conspiracy,VOY,NA,episode,NA,FALSE,primary,53329,NA,NA,NA,NA,NA
2376,"New Worlds, New Civilizations",ST,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,439
2376,A Stitch in Time,DS9,NA,book,27,FALSE,primary,NA,NA,NA,"Prologue Part One: Ch 1, 3, 7, 22. Part Two: Ch 5, 9, 13, 17. Part Three: Ch 2, 4, 6. Epilogue; 2349-[Part One: Ch 2, 4, 6, 8, 10, 12-13, 15-16, 18-19]; 2352-[Part One: Ch 21, 23. Part Two: Ch 2, 4, 6, 8]; 2356-[Part Two: Ch 10, 12, 14]; 2360-[Part Two: Ch 16]; 2364-[Part Two: Ch 18]; 2368-[Part Two: Ch 20. Part Three: Ch 1]; 2369-[Part Three: Ch 3, 5]; late 2374-[Part One: Ch 5, 9, 11, 14, 17, 20]; early 2375-[Part Two: Ch 1, 3, 7]; mid 2375-[Part Two: Ch 11, 15]; late 2375-[Part Two: Ch 19]",NA,NA
2376,Pathfinder,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Uninvited Admirals,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,2316-[first flashback]; 2329-[second flashback]; 2358-[third flashback]; 2371-[fourth flashback]; 2374-[fifth flashback],NA,NA
2376,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,April 4,twentieth entry,2353,440
2376,Interphase,SCE,NA,book,5,FALSE,primary,NA,NA,NA,NA,NA,441
2376,Wildfire Book 2,SCE,NA,book,24,FALSE,primary,NA,NA,NA,"Ch 8 Section 7 ""Fair Haven""",NA,442
2376,Living On the Edge of Existence,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Avatar Book 1 and 2,DS9,NA,book,NA,FALSE,primary,NA,NA,April,NA,NA,443
2376,Gumbo,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,53267.5,NA,NA,"Ch 1-7, 8 Section 1; early May-[Ch 8 Section 2]; mid June-[Ch 8 Section 3-4]; late June-[Ch 8 Section 5]; early July-[Ch 9]; late July-[Ch 10]; early August-[Ch 11-14]; mid August-[Ch 15]; late August-[Ch 16-20, Epilogue]",NA,444
2376,Cold Fusion,SCE,NA,book,6,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,{STARDATE 53270.2 to 53291.5},NA,NA,book,NA,FALSE,primary,53270.2,53291.5,NA,NA,NA,NA
2376,Invincible,SCE,NA,book,8,FALSE,primary,NA,NA,NA,NA,NA,445
2376,Tsunkatse,VOY,NA,episode,NA,FALSE,primary,53447.2,NA,NA,NA,NA,NA
2376,Blink of an Eye,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Eighteen Minutes,VOY,DS,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,I Have Broken the Prime Directive,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Urgent Matter,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Section 31: Abyss,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,446
2376,Virtuoso,VOY,NA,episode,NA,FALSE,primary,53556.4,NA,NA,NA,NA,NA
2376,Or the Tiger,VOY,DS,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Spirit Folk,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Riddled Post,SCE,NA,book,9,FALSE,primary,NA,NA,NA,NA,NA,447
2376,Memorial,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Road to Edos,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,A Little Getaway,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Collective,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Early May,Ch 8 Section 2,NA,NA
2376,Gateways 3: Doors Into Chaos,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Gateways 4: Demons of Air Anddarkness,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Gateways 5: No Man's Land,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Gateways 6: Cold Wars,NF,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,448
2376,Horn and Ivory,DS9,WLB,story,NA,FALSE,primary,NA,NA,NA,"Ch 10-12; c. 27, 600 BC-[Ch 1-9]",NA,NA
2376,Into the Queue,VOY,WLB,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Death After Life,NF,WLB,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Other Side,TNG,WLB,story,NA,FALSE,primary,NA,NA,NA,NA,NA,449
2376,Gateways Epilogue: Here There Be Monsters,SCE,NA,book,10,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Future Begins,SCE,NA,book,62,FALSE,primary,NA,NA,NA,"Prologue, Interlude, Epilogue; 2375-[""Situational Engineering""]; early 2376-[""Damage Control""]",NA,NA
2376,Ambush,SCE,NA,book,11,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Ashes to Ashes,VOY,NA,episode,NA,FALSE,primary,53679.4,NA,NA,NA,NA,NA
2376,Some Assembly Required,SCE,NA,book,12,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Twilight,NA,NA,book,1,FALSE,primary,NA,NA,Late May,"Part One; three weeks later-[Part Two]; six days after Part Two-[Parts Three, Four]",NA,NA
2376,Divided We Fall,NA,NA,book,NA,FALSE,primary,53181.9,NA,NA,NA,NA,NA
2376,No Surrender,SCE,NA,book,13,FALSE,primary,NA,NA,NA,NA,NA,450
2376,The Final Artifact,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Caveat Emptor,SCE,NA,book,14,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 8 Section 3-4,NA,NA
2376,Twilight,NA,NA,book,1,FALSE,primary,NA,NA,Mid-June,Part Two,NA,NA
2376,A Good Day,NA,NA,book,1,FALSE,primary,NA,NA,NA,TO DIE (GORKON 1); Ch 1-4; nine weeks later-[Ch 5-13],NA,NA
2376,Twilight,NA,NA,book,1,FALSE,primary,NA,NA,NA,Parts Three-Four,NA,NA
2376,Past Life,SCE,NA,book,15,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Genesis Wave: Book 1,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 1,NA,NA
2376,Child's Play,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Oaths,SCE,NA,book,16,FALSE,primary,53661.9,53670.1,NA,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Late June,Ch 8 Section 5,NA,NA
2376,This Gray Spirit,NA,NA,book,2,FALSE,primary,53471.3,NA,NA,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Early July,Ch 9,NA,NA
2376,Foundations,SCE,NA,book,19,FALSE,primary,NA,NA,NA,"Book 1: Ch 1, 8. Book 2: Ch 1, 9. Book 3: Ch 1, 8; 2264-[Book 1: Ch 2-7]; 2267-[Book 2: Ch 2-8]; 2280-[Book 3: Ch 2-7]",NA,451
2376,Enigma Ship,SCE,NA,book,20,FALSE,primary,NA,NA,NA,NA,NA,452
2376,Wildfire Book 2,SCE,NA,book,24,FALSE,primary,NA,NA,NA,Ch 8 Section 5,NA,NA
2376,War Stories,SCE,NA,book,22,FALSE,primary,53675.1,53678.9,NA,"Duology: Book 21, 22; 2374-[Book 1: ""USS Lexington""]; 2374-[Book 2: ""USS Da Vinci""]; 2375-[Book 1: ""Starbase 92""]; 2375-[Book 1: ""USS Sentinel""]",NA,453
2376,Fury,VOY,NA,episode,NA,FALSE,primary,53753.2,NA,NA,NA,NA,NA
2376,Wildfire Book 1,SCE,NA,book,24,FALSE,primary,NA,NA,NA,2339-[Ch 8 Section 2]; 2348-[Ch 8 Section 3]; 2341-[Ch 8 Section 4]; 2376-[Ch 8 Section 5]; 2351-[Ch 8 Section 6]; 2376-[Ch 8 Section 7]; 2366-[Ch 8 Section 9]; 2675-[Ch 8 Section 10]; 2368-[Ch 8 Section 11],NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Late July,Ch 10,NA,NA
2376,Being Human,NF,NA,book,12,FALSE,primary,NA,NA,NA,"""Now...""; 2348-[""Then...""]",NA,NA
2376,Gods Above,NF,NA,book,13,FALSE,primary,NA,NA,NA,NA,NA,454
2376,Cathedral,NA,NA,book,3,FALSE,primary,53574.3,53581,NA,NA,NA,455
2376,A Good Day,NA,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,To Die,NA,NA,book,1,FALSE,primary,NA,NA,NA,Ch 5-13,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Early August,Ch 11-14,NA,NA
2376,Home Fires,SCE,NA,book,25,FALSE,primary,NA,NA,NA,"Ch 1-3, 10; 2355-[Ch 4-9]",NA,456
2376,Age of Unreason,SCE,NA,book,26,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Balance of Nature,SCE,NA,book,27,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Breakdowns,SCE,NA,book,28,FALSE,primary,NA,NA,NA,NA,NA,457
2376,Live Fast and Prosper,VOY,NA,episode,NA,FALSE,primary,53849.2,NA,NA,NA,NA,NA
2376,Stone,NF,NA,book,14,FALSE,primary,NA,NA,NA,"AND ANVIL (NF 14); ""Now"": Ch 1-21; 2354-[""Then"": Ch 1-13]; 2358-[""Then"": Ch 14-20]",NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 15,NA,NA
2376,Honor Bound,NA,NA,book,2,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Aftermath,SCE,NA,book,29,FALSE,primary,NA,NA,NA,NA,NA,1
2376,Lesser Evil,NA,NA,book,4,FALSE,primary,NA,NA,Mid -August,NA,NA,NA
2376,Rising Son,DS9,NA,book,NA,FALSE,primary,NA,NA,Late August,"Ch 16-20, Epilogue",NA,NA
2376,Ishtar Rising,SCE,NA,book,31,FALSE,primary,53798.2,NA,NA,NA,NA,NA
2376,Buying Time,SCE,NA,book,32,FALSE,primary,NA,NA,NA,"2366-[Ch 4 Section 1, 5, 6 Section 3]; 2369-[Ch 6 Section 3, 7 Section 2]",NA,NA
2376,Unity,DS9,NA,book,NA,FALSE,primary,NA,NA,September,NA,NA,459
2376,Always a Price,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,460
2376,Collective Hindsight,SCE,NA,book,34,FALSE,primary,53851.3,NA,NA,NA,NA,NA
2376,Elite Force,VOY,NA,book,NA,FALSE,primary,53854.7,NA,NA,NA,NA,NA
2376,The Demon,SCE,NA,book,36,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Ring Around the Sky,SCE,NA,book,37,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Orphans,SCE,NA,book,38,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Enemy Territory,NA,NA,book,3,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Shadowed Allies,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Bajor: Fragments and Omens,NA,CT,book,NA,FALSE,primary,NA,NA,NA,"Ch 1-2, 5, 7, 10-12, 15, 18, 21; 2352-[first story]; 2364-[second story]; 2352-2376-[third story]",NA,461
2376,Grand Designs,SCE,NA,book,39,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Trill: Unjoined,NA,NA,book,NA,FALSE,primary,53757.6,53785.4,NA,NA,NA,NA
2376,The Officers' Club,NA,CT,book,NA,FALSE,primary,NA,NA,NA,2367-[Kira's story],NA,NA
2376,Bajor: Fragments and Omens,NA,NA,book,NA,FALSE,primary,NA,NA,October 24-25,"Ch 3-4, 6, 8-9, 13-14, 16-17, 19-20, Epilogue; early October-[1-2, 5, 7, 10-12, 15, 18, 21]",NA,NA
2376,Failsafe,SCE,NA,book,40,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Black Hats,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Life Line,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Bitter Medicine,SCE,NA,book,41,FALSE,primary,54101.9,NA,NA,NA,NA,NA
2376,Sargasso Sector,SCE,NA,book,42,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Avalon Rising,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Paradise Interrupted,SCE,NA,book,43,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Dominion: Olympus Descending,NA,NA,book,NA,FALSE,primary,NA,NA,NA,Preamble,NA,NA
2376,Andor: Paradigm,NA,NA,book,NA,FALSE,primary,NA,NA,November 1-10,NA,NA,NA
2376,Where Time Stands Still,SCE,NA,book,44,FALSE,primary,54200.9,NA,NA,2270-[Delta Triangle backstory],NA,NA
2376,The Art of the Deal,SCE,NA,book,45,FALSE,primary,54153.6,NA,NA,NA,NA,NA
2376,Spin,SCE,NA,book,46,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Ferenginar: Satisfaction is Not Guaranteed,NA,NA,book,NA,FALSE,primary,NA,NA,November 17-22,NA,NA,NA
2376,Muse,VOY,NA,episode,NA,FALSE,primary,53896,53918,NA,NA,NA,NA
2376,Dark Matters: Cloak and Dagger,VOY,NA,book,19,FALSE,primary,NA,NA,NA,"Ch 1-2, 3 Section 2-4, 4 Section 1, 5-14, 15 Section 1, 3, 5, 16; 2351-[Ch 3 Section 1, 4 Section 2, 15 Section 2, 4, Epilogue]",NA,NA
2376,Dark Matters: Ghost Dance,VOY,NA,book,20,FALSE,primary,NA,NA,NA,"Ch 1-2, 4-5, 7-8, 10-12, 14-15, 17-19; 2351-[Ch 3, 6, 9, 13, 16, Epilogue]",NA,NA
2376,Dark Matters: Shadow of Heaven,VOY,NA,book,21,FALSE,primary,NA,NA,NA,"Ch 1-2, 4-5, 7-8, 10-11, 13-18, 19 Section 2-5, Epilogue, Coda; 2351-[Ch 3, 6, 9, 12, 19 Section 1]",NA,NA
2376,Creative Couplings,SCE,NA,book,48,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Small World,SCE,NA,book,49,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Genesis Wave: Book 1,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 2-27; six months earlier-[Ch 1],NA,NA
2376,Malefictorum,SCE,NA,book,50,FALSE,primary,NA,NA,NA,2376-[Epilogue],NA,NA
2376,Lost Time,SCE,NA,book,51,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Malefictorum,SCE,NA,book,50,FALSE,primary,NA,NA,NA,Epilogue,NA,NA
2376,Cardassia: The Lotus Flower,NA,NA,book,NA,FALSE,primary,NA,NA,Early December,NA,NA,NA
2376,Genesis Force,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Part One; about a week later-[Part Two]; 2377-[Part Three],NA,NA
2376,Identity Crisis,SCE,NA,book,52,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Security,SCE,NA,book,54,FALSE,primary,NA,NA,NA,Ch 1-2,NA,NA
2376,Fables of the Prime Directive,SCE,NA,book,53,FALSE,primary,NA,NA,NA,NA,NA,462
2376,Security,SCE,NA,book,54,FALSE,primary,NA,NA,NA,"Ch 3-6, 9, 11-13; 2376-[Ch 1-2]; 2366-[Ch 7-8, 10]",NA,NA
2376,Wounds,SCE,NA,book,56,FALSE,primary,NA,NA,NA,NA,NA,463
2376,Out of the Cocoon,SCE,NA,book,57,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Dominion: Olympus Descending,NA,NA,book,NA,FALSE,primary,NA,NA,December 16-31,"Ch 1, 3, 5, 7, Terminus; October 2376-[Preamble]; 2374-[Ch 2, 4, 6]",NA,464
2376,The Haunting of Deck Twelve,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,The Genesis Wave: Book 2,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Redemption,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Genesis Force,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Part Two,NA,NA
2376,Unimatrix Zero Part,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2376,Warpath,DS9,NA,book,NA,FALSE,primary,NA,NA,December 31 to January 2,NA,NA,NA
2377,Unimatrix Zero Part,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,The Genesis Wave: Book 3,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,465
2377,Exercise in Futility,VOY,NA,book,NA,FALSE,primary,54002.5,NA,NA,NA,NA,NA
2377,Honor,SCE,NA,book,58,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Genesis Force,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Part Three,2376,NA
2377,Millennium Book 3: Inferno,DS9,NA,book,NA,FALSE,secondary,NA,NA,NA,Epilogue,2374,NA
2377,Vulcan's Soul 1: Exodus,ST,NA,book,NA,FALSE,primary,NA,NA,January,"Ch 3, 5, 8, 11 Section 1, 3, 14, 17, 20, 22, 24, 26; late 2364-[Ch 1]; c. AD 380-[Ch 2 Section 1]; c. AD 280-[Ch 2 Section 2, 4, 6-7, 9-10, 12-13, 15-16, 18]; late 2373-[Ch 11 Section 2]; c. AD 281-[Ch 19]; c. AD 300-[Ch 21, 23, 25]",NA,NA
2377,Imperfection,VOY,NA,episode,NA,FALSE,primary,54129.4,NA,NA,NA,NA,NA
2377,Blackout,SCE,NA,book,59,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,The Cleanup,SCE,NA,book,60,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Drive,VOY,NA,episode,NA,FALSE,primary,54058.6,NA,NA,NA,NA,NA
2377,You May Kiss the Bride,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Critical Care,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Pain Management,NA,CT,story,NA,FALSE,primary,NA,NA,NA,backstory w/Soleta,NA,NA
2377,Repression,VOY,NA,episode,NA,FALSE,primary,54090.4,54101,NA,NA,NA,NA
2377,Echoes of Coventry,SCE,NA,book,63,FALSE,primary,NA,NA,NA,"Ch 1, Epilogue; early 2375-[Ch 2-10]",NA,NA
2377,Redux,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Inside Man,VOY,NA,episode,NA,FALSE,primary,54208.3,NA,NA,NA,NA,NA
2377,Vulcan's Soul 2: Exiles,ST,NA,book,NA,FALSE,primary,NA,NA,NA,"""Earth"", ""USS Alliance"";""Waraii Homeworld""; 326-753-[""Memory""]",NA,466
2377,Body and Soul,VOY,NA,episode,NA,FALSE,primary,54238.3,NA,NA,NA,NA,NA
2377,Welcome Home,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,After the Fall,NF,NA,book,15,FALSE,secondary,NA,NA,NA,Before...,2379,NA
2377,Nightingale,VOY,NA,episode,NA,FALSE,primary,54274.7,54282.5,NA,NA,NA,NA
2377,Restoration,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Flesh and Blood,VOY,NA,episode,NA,FALSE,primary,54337.5,NA,NA,NA,NA,NA
2377,Progress,SCE,NA,book,61,FALSE,primary,NA,NA,NA,"Prologue, Epilogue; 2369-[Main story]",NA,NA
2377,A Hard Rain,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Shattered,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Transfiguration,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Star Trek: Borg,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,2367-[Wolf 359 backstory]; Limbo-[Q and Furlong's discussion],NA,467
2377,Lineage,VOY,NA,episode,NA,FALSE,primary,54452.6,NA,NA,NA,NA,NA
2377,Return,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Repentance,VOY,NA,episode,NA,FALSE,primary,54474.6,NA,NA,NA,NA,NA
2377,Pain Management,NA,CT,story,NA,FALSE,primary,NA,NA,NA,a few months earlier-[backstory w/Soleta],NA,NA
2377,Prophecy,VOY,NA,episode,NA,FALSE,primary,54518.2,54529.8,NA,NA,NA,NA
2377,The Void,VOY,NA,episode,NA,FALSE,primary,54553.4,NA,NA,NA,NA,NA
2377,Workforce,VOY,NA,episode,NA,FALSE,primary,54584.3,54608.6,NA,NA,NA,NA
2377,Workforce Part 2,VOY,NA,episode,NA,FALSE,primary,54622.4,NA,NA,NA,NA,NA
2377,The Last Tree on Ferenginar,DS9,SNW,story,NA,FALSE,secondary,NA,NA,NA,backstory,3377,468
2377,"Shadows, in the Dark",VOY,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,The Nanotech War,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Human Error,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Q2,VOY,NA,episode,NA,FALSE,primary,54704.5,NA,NA,NA,NA,NA
2377,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,September 29-30,Twenty-first to twenty-second entries,2353,469
2377,"Author, Author",VOY,NA,episode,NA,FALSE,primary,54732.3,54748.6,NA,NA,NA,NA
2377,Hidden,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Friendship One,VOY,NA,episode,NA,FALSE,primary,54775.4,NA,NA,NA,NA,NA
2377,Iridium-7-Tetrahydroxate Crystals Are a Girl's Best Friend,VOY,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Natural Law,VOY,NA,episode,NA,FALSE,primary,54814.5,54827.7,NA,NA,NA,NA
2377,Seven and Seven,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,470
2377,Homestead,VOY,NA,episode,NA,FALSE,primary,54868.6,NA,NA,NA,NA,NA
2377,Bottomless,VOY,DS,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2377,Renaissance Man,VOY,NA,episode,NA,FALSE,primary,54890.7,54912.4,NA,NA,NA,NA
2377,Endgame,VOY,NA,book,NA,TRUE,primary,NA,NA,NA,Ch 8-18; 2403-[Ch 1-7],NA,NA
2377,Da Capo Al Fine Part 1 and 2,VOY,DS,book,NA,FALSE,primary,NA,NA,NA,NA,NA,471
2378,Homecoming,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 1-3; February 2378-[Ch 4-20],NA,NA
2378,Widow's Walk,VOY,SNW,book,NA,FALSE,primary,NA,NA,January,first entry; March 2378-[second-fourth entries],NA,472
2378,Fragment,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,Homemade,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,February 17,final entry,2353,473
2378,Homecoming,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 4-20,NA,NA
2378,The Farther Shore,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,Widow's Walk,VOY,SNW,book,NA,FALSE,primary,NA,NA,March,second-fourth entries,NA,474
2378,Coffee With a Friend,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,Seduced,NA,CT,story,NA,FALSE,primary,NA,NA,NA,2344-[ Section 1-11],NA,NA
2378,Spirit Walk 1: Old Wounds,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,2375-[Prologue],NA,NA
2378,Spirit Walk 2: Enemy of My Enemy,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,Captain's Peril,ST,NA,book,NA,FALSE,primary,55595.4,55600.7,NA,"Ch 1-3, 6, 8, 10-12, 14, 16-18, 20, 23, 25, 27-31, 33, Epilogue; 2348-[Prologue]; 2265-[Ch 4-5, 7, 9, 13, 15, 19, 21-22, 24, 26, 32]",NA,NA
2378,A Time to Be Born,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,475
2378,A Time to Die,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2378,A Time to Sow,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 3-31; June 2151-[Ch 1]; July 2151-[Ch 2],NA,476
2379,A Time to Harvest,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2379,A Time to Love,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2379,A Time to Hate,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2379,A Time to Kill,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2379,A Time to Heal,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2379,After the Fall,NF,NA,book,NA,FALSE,primary,NA,NA,NA,"""After...""; 2377-[""Before...""]",NA,NA
2379,"A Time For War, a Time for Peace",TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Ch 1-15; about two weeks later-[Epilogue Section 1-6]; about seven weeks later-[Epilogue Section 7],NA,NA
2379,Missing in Action,NF,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,477
2379,Taking Wing,TTN,NA,book,1,FALSE,primary,56828.8,NA,NA,Ch 1,NA,NA
2379,Star Trek: Nemesis,TNG,NA,book,NA,TRUE,primary,56844.9,NA,NA,"Prologue, Ch 1-10, 11 Section 1-4; about five weeks later-[Ch 11 Section 5-8]",NA,NA
2379,Final Flight,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,"Section 1, 3, 5, 8",NA,478
2379,"A Time For War, a Time for Peace",TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Epilogue Section 1-6,NA,NA
2379,Death in Winter,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1-17; 2348-[""San Francisco""]; 2339-[""Arvada 3""]",NA,NA
2379,Improvisations On the Opal Sea: A Tale of Dubious Credibility,NA,CT,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
