category,meta_cat,group_num,year,gross_inv
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1992,25645
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1993,26295
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1994,30442
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1995,32921
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1996,37915
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1997,42403
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1998,45119
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1999,53279
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2000,73704
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2001,64427
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2002,42864
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2003,39889
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2004,43303
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2005,44685
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2006,54795
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2007,62045
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2008,60034
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2009,52566
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2010,63014
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2011,64671
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2012,66531
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2013,69451
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2014,71590
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2015,73701
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2016,75904
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2017,82734
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1947,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1948,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1949,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1950,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1951,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1952,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1953,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1954,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1955,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1956,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1957,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1958,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1959,1
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1960,5
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1961,4
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1962,5.999999999999999
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1963,23
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1964,15
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1965,18
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1966,24
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1967,25
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1968,27
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1969,40
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1970,52
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1971,56
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1972,70
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1973,87
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1974,89
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1975,97
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1976,109
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1977,134
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1978,175
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1979,186
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1980,227
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1981,288
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1982,374
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1983,547
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1984,677
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1985,830
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1986,1130
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1987,1343
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1988,1633
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1989,2054
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1990,2246
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1991,2479
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1992,2268
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1993,3359
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1994,3845
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1995,4535
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1996,5915
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1997,8440
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1998,12479
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1999,17473
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2000,25340
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2001,25344
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2002,20105
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2003,17886
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2004,18758
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2005,18223
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2006,21645
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2007,22119
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2008,19949.000000000004
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2009,19871
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2010,25385
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2011,26108
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2012,27099
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2013,33967
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2014,38950
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2015,41130
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2016,51789
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2017,61084.00000000001
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1947,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1948,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1949,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1950,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1951,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1952,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1953,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1954,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1955,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1956,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1957,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1958,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1959,1
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1960,8
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1961,7
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1962,10
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1963,37
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1964,24
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1965,30
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1966,38.00000000000001
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1967,37.00000000000001
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1968,38
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1969,53
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1970,58
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1971,62
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1972,84
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1973,88
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1974,83
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1975,68.99999999999999
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1976,86
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1977,130
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1978,192
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1979,210
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1980,265
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1981,384
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1982,433
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1983,679
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1984,912
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1985,1056
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1986,1321
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1987,1529.9999999999998
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1988,1724
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1989,2020
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1990,1767
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1991,1760
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1992,1981
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1993,2225
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1994,2333.9999999999995
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1995,2951
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1996,3348
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1997,3759
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1998,4227
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1999,8790
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2000,11716
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2001,9410.000000000002
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2002,5575
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2003,5232
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2004,5617
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2005,5629
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2006,6838
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2007,7303
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2008,7264
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2009,7704
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2010,12832
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2011,13251
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2012,15002
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2013,18426
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2014,19704
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2015,20223
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2016,23600
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,2017,28716
