category,meta_cat,group_num,year,gross_inv_chain
Private communications structures,Digital,22,1987,20497
Private communications structures,Digital,22,1988,21093
Private communications structures,Digital,22,1989,19485
Private communications structures,Digital,22,1990,19341
Private communications structures,Digital,22,1991,17527
Private communications structures,Digital,22,1992,17586
Private communications structures,Digital,22,1993,18505
Private communications structures,Digital,22,1994,19142
Private communications structures,Digital,22,1995,19737
Private communications structures,Digital,22,1996,20132
Private communications structures,Digital,22,1997,20705
Private communications structures,Digital,22,1998,20808
Private communications structures,Digital,22,1999,31118
Private communications structures,Digital,22,2000,31161
Private communications structures,Digital,22,2001,31539
Private communications structures,Digital,22,2002,29129
Private communications structures,Digital,22,2003,22326
Private communications structures,Digital,22,2004,22648
Private communications structures,Digital,22,2005,26094
Private communications structures,Digital,22,2006,26808
Private communications structures,Digital,22,2007,31892
Private communications structures,Digital,22,2008,30121
Private communications structures,Digital,22,2009,22972
Private communications structures,Digital,22,2010,19231
Private communications structures,Digital,22,2011,17622
Private communications structures,Digital,22,2012,15953
Private communications structures,Digital,22,2013,17619
Private communications structures,Digital,22,2014,17085
Private communications structures,Digital,22,2015,21362
Private communications structures,Digital,22,2016,21907
Private communications structures,Digital,22,2017,24635
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1947,426
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1948,432
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1949,384
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1950,385
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1951,381
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1952,573
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1953,605
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1954,528
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1955,558
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1956,770
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1957,836
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1958,735
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1959,816
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1960,1162
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1961,1371
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1962,1592
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1963,1610
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1964,1598
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1965,1934
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1966,2192
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1967,2293
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1968,2456
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1969,2771
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1970,3071
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1971,3011
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1972,2873
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1973,3456
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1974,3518
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1975,3319
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1976,3602
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1977,4844
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1978,4966
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1979,5301
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1980,5642
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1981,5686
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1982,5582
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1983,5235
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1984,5031
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1985,5049
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1986,5640
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1987,5704
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1988,6232
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1989,6023
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1990,6148
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1991,6026
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1992,7405
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1993,7675
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1994,9032
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1995,10074
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1996,11819
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1997,13319
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1998,15036
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,1999,19001
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2000,27265
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2001,25211
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2002,17845
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2003,19457
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2004,23354
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2005,25323
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2006,33171
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2007,40106
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2008,43651
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2009,42036
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2010,55565
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2011,59856
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2012,66531
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2013,73833
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2014,84263
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2015,96881
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2016,111345
"Private communications equipment in NAICS 515, 517, 518, and 519",Digital,22,2017,128184
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1947,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1948,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1949,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1950,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1951,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1952,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1953,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1954,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1955,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1956,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1957,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1958,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1959,0
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1960,2
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1961,2
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1962,3
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1963,12
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1964,8
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1965,11
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1966,13
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1967,14
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1968,16
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1969,25
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1970,31
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1971,33
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1972,43
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1973,51
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1974,50
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1975,52
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1976,59
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1977,73
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1978,98
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1979,102
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1980,121
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1981,148
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1982,192
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1983,282
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1984,356
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1985,442
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1986,621
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1987,741
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1988,902
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1989,1182
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1990,1331
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1991,1464
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1992,1465
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1993,2183
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1994,2599
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1995,3109
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1996,4170
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1997,6253
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1998,9790
"Private software in NAICS 515, 517, 518, and 519",Digital,22,1999,13853
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2000,19721
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2001,20004
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2002,16642
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2003,15609
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2004,17029
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2005,16816
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2006,19989
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2007,20649
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2008,18468
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2009,18767
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2010,24902
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2011,25711
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2012,27099
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2013,34273
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2014,39684
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2015,42409
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2016,53582
"Private software in NAICS 515, 517, 518, and 519",Digital,22,2017,63439
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1947,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1948,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1949,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1950,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1951,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1952,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1953,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1954,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1955,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1956,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1957,0
"Private computers in NAICS 515, 517, 518, and 519",Digital,22,1958,0
