fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,HONDURAS,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,INDIA,Title 8,Inadmissibles,130
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,MEXICO,Title 8,Inadmissibles,25
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,OTHER,Title 8,Inadmissibles,204
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,PHILIPPINES,Title 8,Inadmissibles,17
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,ROMANIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,RUSSIA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,UKRAINE,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,Single Adults,VENEZUELA,Title 8,Inadmissibles,15
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,UC / Single Minors,CANADA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Detroit Field Office,Detroit,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Portland Field Office,Portland,FMUA,OTHER,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Portland Field Office,Portland,Single Adults,INDIA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Portland Field Office,Portland,Single Adults,OTHER,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Portland Field Office,Portland,Single Adults,PHILIPPINES,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Portland Field Office,Portland,Single Adults,UKRAINE,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,BRAZIL,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,COLOMBIA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,INDIA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,MEXICO,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Accompanied Minors,OTHER,Title 8,Inadmissibles,18
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,BRAZIL,Title 8,Inadmissibles,8
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,CANADA,Title 8,Inadmissibles,6
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,192
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,COLOMBIA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,HAITI,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,INDIA,Title 8,Inadmissibles,234
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,MEXICO,Title 8,Inadmissibles,57
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,OTHER,Title 8,Inadmissibles,465
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,PERU,Title 8,Inadmissibles,10
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,PHILIPPINES,Title 8,Inadmissibles,59
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,ROMANIA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,RUSSIA,Title 8,Inadmissibles,15
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,UKRAINE,Title 8,Inadmissibles,34
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,FMUA,VENEZUELA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,BRAZIL,Title 8,Inadmissibles,23
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,CANADA,Title 8,Inadmissibles,583
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,381
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,COLOMBIA,Title 8,Inadmissibles,12
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,CUBA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,GUATEMALA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,HONDURAS,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,INDIA,Title 8,Inadmissibles,1114
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,MEXICO,Title 8,Inadmissibles,134
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,OTHER,Title 8,Inadmissibles,1003
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,PERU,Title 8,Inadmissibles,8
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,PHILIPPINES,Title 8,Inadmissibles,231
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,ROMANIA,Title 8,Inadmissibles,12
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,RUSSIA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,TURKEY,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,UKRAINE,Title 8,Inadmissibles,31
2024,FYTD,JAN,Office of Field Operations,Northern Land Border,Seattle Field Office,Seattle,Single Adults,VENEZUELA,Title 8,Inadmissibles,8
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Accompanied Minors,HAITI,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,EL SALVADOR,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,HAITI,Title 8,Inadmissibles,13
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,HONDURAS,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,MEXICO,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,NICARAGUA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,RUSSIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,UKRAINE,Title 8,Inadmissibles,68
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,FMUA,VENEZUELA,Title 8,Inadmissibles,47
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,BRAZIL,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,CANADA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,25
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,COLOMBIA,Title 8,Inadmissibles,8
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,CUBA,Title 8,Inadmissibles,16
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,EL SALVADOR,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,GUATEMALA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,HAITI,Title 8,Inadmissibles,63
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,HONDURAS,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,INDIA,Title 8,Inadmissibles,104
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,MEXICO,Title 8,Inadmissibles,27
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,33
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,NICARAGUA,Title 8,Inadmissibles,7
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,OTHER,Title 8,Inadmissibles,187
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,PERU,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,PHILIPPINES,Title 8,Inadmissibles,144
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,ROMANIA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,RUSSIA,Title 8,Inadmissibles,60
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,TURKEY,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,UKRAINE,Title 8,Inadmissibles,120
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,Single Adults,VENEZUELA,Title 8,Inadmissibles,110
2024,FYTD,JAN,Office of Field Operations,Other,Atlanta Field Office,Atlanta,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,BRAZIL,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,EL SALVADOR,Title 8,Inadmissibles,24
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,GUATEMALA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,NICARAGUA,Title 8,Inadmissibles,53
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,OTHER,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,UKRAINE,Title 8,Inadmissibles,47
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,FMUA,VENEZUELA,Title 8,Inadmissibles,12
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,BRAZIL,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,CANADA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,181
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,COLOMBIA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,CUBA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,EL SALVADOR,Title 8,Inadmissibles,17
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,GUATEMALA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,HAITI,Title 8,Inadmissibles,7
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,HONDURAS,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,INDIA,Title 8,Inadmissibles,126
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,MEXICO,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,NICARAGUA,Title 8,Inadmissibles,103
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,OTHER,Title 8,Inadmissibles,157
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,PHILIPPINES,Title 8,Inadmissibles,484
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,ROMANIA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,RUSSIA,Title 8,Inadmissibles,147
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,TURKEY,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,UKRAINE,Title 8,Inadmissibles,153
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,Single Adults,VENEZUELA,Title 8,Inadmissibles,16
2024,FYTD,JAN,Office of Field Operations,Other,Baltimore Field Office,Baltimore,UC / Single Minors,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,FMUA,COLOMBIA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,FMUA,HAITI,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,FMUA,OTHER,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,FMUA,UKRAINE,Title 8,Inadmissibles,47
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,BRAZIL,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,CANADA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,12
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,COLOMBIA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,EL SALVADOR,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,GUATEMALA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,HAITI,Title 8,Inadmissibles,21
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,INDIA,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,NICARAGUA,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,OTHER,Title 8,Inadmissibles,58
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,PHILIPPINES,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,UKRAINE,Title 8,Inadmissibles,36
2024,FYTD,JAN,Office of Field Operations,Other,Boston Field Office,Boston,Single Adults,VENEZUELA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Buffalo Field Office,Buffalo,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,20
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Accompanied Minors,UKRAINE,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Accompanied Minors,VENEZUELA,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,CANADA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,GUATEMALA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,HAITI,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,MEXICO,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,NICARAGUA,Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,OTHER,Title 8,Inadmissibles,5
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,UKRAINE,Title 8,Inadmissibles,313
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,FMUA,VENEZUELA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,BRAZIL,Title 8,Inadmissibles,13
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,CANADA,Title 8,Inadmissibles,9
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Inadmissibles,4
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,COLOMBIA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,ECUADOR,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,GUATEMALA,Title 8,Inadmissibles,3
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,HAITI,Title 8,Inadmissibles,7
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,INDIA,Title 8,Inadmissibles,98
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,MEXICO,Title 8,Inadmissibles,76
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,MYANMAR (BURMA),Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,NICARAGUA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,OTHER,Title 8,Inadmissibles,119
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,PHILIPPINES,Title 8,Inadmissibles,1
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,ROMANIA,Title 8,Inadmissibles,2
2024,FYTD,JAN,Office of Field Operations,Other,Chicago Field Office,Chicago,Single Adults,RUSSIA,Title 8,Inadmissibles,2
