id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
12947,"Sander, Gunther",NA,1907– 1986,1907,1986,NA,NA,http://www.tate.org.uk/art/artists/gunther-sander-12947
1894,"Sander, Ludwig",Male,1906–1975,1906,1975,Staten Island,"New York, United States",http://www.tate.org.uk/art/artists/ludwig-sander-1894
2539,"Sanders, Ann",Female,active 1778,1778,1778,NA,NA,http://www.tate.org.uk/art/artists/ann-sanders-2539
1895,"Sandle, Michael",Male,born 1936,1936,NA,"Weymouth, United Kingdom",NA,http://www.tate.org.uk/art/artists/michael-sandle-1895
1896,"Sands, Ethel",Female,1873–1962,1873,1962,"Newport, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/ethel-sands-1896
1897,"Sandys, Edwina",Female,born 1938,1938,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/edwina-sandys-1897
473,"Sandys, Frederick",Male,1829–1904,1829,1904,"Norwich, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-sandys-473
474,"Sant, James",Male,1820–1916,1820,1916,"Croydon, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-sant-474
1898,"Sargant, Francis W.",Male,1870–1960,1870,1960,"London, United Kingdom","Cambridge, United Kingdom",http://www.tate.org.uk/art/artists/francis-w-sargant-1898
475,"Sargent, John Singer",Male,1856–1925,1856,1925,"Firenze, Italia","London, United Kingdom",http://www.tate.org.uk/art/artists/john-singer-sargent-475
14843,"Sarkissian, Hrair",Male,born 1973,1973,NA,"Dimashq, Suriyah",NA,http://www.tate.org.uk/art/artists/hrair-sarkissian-14843
11137,"Sarmento, Julião",Male,born 1948,1948,NA,"Lisboa, Portugal",NA,http://www.tate.org.uk/art/artists/juliao-sarmento-11137
476,"Sartorius, Francis",Male,1734–1804,1734,1804,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/francis-sartorius-476
477,"Sartorius, John Nost",Male,1759–1828,1759,1828,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-nost-sartorius-477
7553,"Sasnal, Wilhelm",Male,born 1972,1972,NA,"Tarnów, Polska",NA,http://www.tate.org.uk/art/artists/wilhelm-sasnal-7553
10700,"Saunders, David",Male,born 1936,1936,NA,"Southend-on-Sea, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-saunders-10700
1899,"Saunders, Helen",Female,1885–1963,1885,1963,"London, United Kingdom",Holborn,http://www.tate.org.uk/art/artists/helen-saunders-1899
1900,"Saura, Antonio",Male,1930–1998,1930,1998,"Huesca, España",NA,http://www.tate.org.uk/art/artists/antonio-saura-1900
12580,"Savage, Jon",Male,born 1953,1953,NA,United Kingdom,NA,http://www.tate.org.uk/art/artists/jon-savage-12580
11824,"Scanlan, Joe",Male,born 1961,1961,NA,NA,NA,http://www.tate.org.uk/art/artists/joe-scanlan-11824
1901,"Scarfe, Gerald, CBE",Male,born 1936,1936,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/gerald-scarfe-cbe-1901
1902,"Scarfe, Laurence",Male,1914–2000,1914,2000,NA,NA,http://www.tate.org.uk/art/artists/laurence-scarfe-1902
2331,"Schad, Christian",Male,1894–1982,1894,1982,"Miesbach, Deutschland","Stuttgart, Deutschland",http://www.tate.org.uk/art/artists/christian-schad-2331
10538,"Scheibitz, Thomas",Male,born 1968,1968,NA,"Radeberg, Deutschland",NA,http://www.tate.org.uk/art/artists/thomas-scheibitz-10538
9636,"Schendel, Mira",Female,1919–1988,1919,1988,"Zürich, Schweiz","São Paulo, Brasil",http://www.tate.org.uk/art/artists/mira-schendel-9636
478,"Schetky, John Christian",Male,1778–1874,1778,1874,"Edinburg, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/john-christian-schetky-478
7734,"Schinwald, Markus",Male,born 1973,1973,NA,"Salzburg, Österreich",NA,http://www.tate.org.uk/art/artists/markus-schinwald-7734
1903,"Schmidt, Peter",Male,1931–1980,1931,1980,"Berlin, Deutschland",NA,http://www.tate.org.uk/art/artists/peter-schmidt-1903
1904,"Schmidt-Rottluff, Karl",Male,1884–1976,1884,1976,"Chemnitz, Deutschland","Berlin, Deutschland",http://www.tate.org.uk/art/artists/karl-schmidt-rottluff-1904
1905,"Schnabel, Julian",Male,born 1951,1951,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/julian-schnabel-1905
5446,"Schneemann, Carolee",Female,born 1939,1939,NA,"Fox Chase, United States",NA,http://www.tate.org.uk/art/artists/carolee-schneemann-5446
1906,"Schneider, Gerard",Male,1896–1986,1896,1986,NA,NA,http://www.tate.org.uk/art/artists/gerard-schneider-1906
1907,"Schoonhoven, Jan",Male,1914–1994,1914,1994,"Delft, Nederland",NA,http://www.tate.org.uk/art/artists/jan-schoonhoven-1907
1908,"Schorr, Raoh",Male,1901–1991,1901,1991,NA,NA,http://www.tate.org.uk/art/artists/raoh-schorr-1908
1909,"Schuffenecker, Emile",Male,1851–1934,1851,1934,"Haute-Garonne, France","Paris, France",http://www.tate.org.uk/art/artists/emile-schuffenecker-1909
2277,"Schultze, Bernard",Male,1915–2005,1915,2005,"Pila, Polska","Köln, Deutschland",http://www.tate.org.uk/art/artists/bernard-schultze-2277
16115,"Schulz-Dornburg, Ursula",Female,born 1938,1938,NA,"Berlin, Deutschland",NA,http://www.tate.org.uk/art/artists/ursula-schulz-dornburg-16115
1910,"Schumacher, Emil",Male,1912–1999,1912,1999,"Hagen, Deutschland","Ibiza, España",http://www.tate.org.uk/art/artists/emil-schumacher-1910
16341,"Schurmann, Herbert",Male,1908–1982,1908,1982,"Velbert, Deutschland","Velbert, Deutschland",http://www.tate.org.uk/art/artists/herbert-schurmann-16341
2374,"Schütte, Thomas",Male,born 1954,1954,NA,"Oldenburg, Deutschland",NA,http://www.tate.org.uk/art/artists/thomas-schutte-2374
1911,"Schwabe, Randolph",Male,1885–1948,1885,1948,"Manchester, United Kingdom","Helensburgh, United Kingdom",http://www.tate.org.uk/art/artists/randolph-schwabe-1911
4823,"Schwarzkogler, Rudolf",Male,1940–1969,1940,1969,"Wien, Österreich",NA,http://www.tate.org.uk/art/artists/rudolf-schwarzkogler-4823
1912,"Schwitters, Kurt",Male,1887–1948,1887,1948,"Hannover, Deutschland","Kendal, United Kingdom",http://www.tate.org.uk/art/artists/kurt-schwitters-1912
1913,"Scott, Campbell",Male,born 1930,1930,NA,NA,NA,http://www.tate.org.uk/art/artists/campbell-scott-1913
479,"Scott, David",Male,1806–1849,1806,1849,NA,NA,http://www.tate.org.uk/art/artists/david-scott-479
2573,"Scott, Frances",Female,1750–1817,1750,1817,NA,NA,http://www.tate.org.uk/art/artists/frances-scott-lady-douglas-2573
1914,"Scott, Robert",Male,born 1926,1926,NA,NA,NA,http://www.tate.org.uk/art/artists/robert-scott-1914
480,"Scott, Samuel",Male,c.1702–1772,1702,1772,"London, United Kingdom","Bath, United Kingdom",http://www.tate.org.uk/art/artists/samuel-scott-480
1915,"Scott, Tim",Male,born 1937,1937,NA,"Surrey, United Kingdom",NA,http://www.tate.org.uk/art/artists/tim-scott-1915
1916,"Scott, William",Male,1913–1989,1913,1989,"Greenock, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/william-scott-1916
481,"Scott, William Bell",Male,1811–1890,1811,1890,Edinburgh,"Scotland, United Kingdom",http://www.tate.org.uk/art/artists/william-bell-scott-481
1917,"Scully, Sean",Male,born 1945,1945,NA,"Dublin, Éire",NA,http://www.tate.org.uk/art/artists/sean-scully-1917
1918,"Seabrooke, Elliott",Male,1886–1950,1886,1950,"Essex, United Kingdom","Nice, France",http://www.tate.org.uk/art/artists/elliott-seabrooke-1918
9835,"Seawright, Paul",Male,born 1965,1965,NA,"Belfast, United Kingdom",NA,http://www.tate.org.uk/art/artists/paul-seawright-9835
2626,"Seba, Albertus",Male,NA,NA,NA,"Amsterdam, Nederland",NA,http://www.tate.org.uk/art/artists/albertus-seba-2626
482,"Seddon, John Pollard",Male,1827–1906,1827,1906,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-pollard-seddon-482
483,"Seddon, Thomas",Male,1821–1856,1821,1856,"London, United Kingdom","Al-Qahirah, Misr",http://www.tate.org.uk/art/artists/thomas-seddon-483
1919,"Sedgley, Peter",Male,born 1930,1930,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/peter-sedgley-1919
4956,"Sedira, Zineb",Female,born 1963,1963,NA,"Paris, France",NA,http://www.tate.org.uk/art/artists/zineb-sedira-4956
12601,"Seers, Lindsay",Female,born 1966,1966,NA,"Mauritius, Mauritius",NA,http://www.tate.org.uk/art/artists/lindsay-seers-12601
1920,"Sefran, Gorazd",Male,born 1945,1945,NA,"Ljubljana, Slovenija",NA,http://www.tate.org.uk/art/artists/gorazd-sefran-1920
1921,"Segal, Arthur",Male,1875–1944,1875,1944,"Iasi, România","London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-segal-1921
484,"Segar, Sir William",Male,active 1580 or 5–1633,1580,1633,NA,"Surrey, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-segar-484
8300,"Sehgal, Tino",Male,born 1976,1976,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/tino-sehgal-8300
1922,"Self, Colin",Male,born 1941,1941,NA,"Norwich, United Kingdom",NA,http://www.tate.org.uk/art/artists/colin-self-1922
18266,"Sen, Mithu",NA,born 1971,1971,NA,NA,NA,http://www.tate.org.uk/art/artists/mithu-sen-18266
1923,"Serra, Richard",Male,born 1939,1939,NA,"San Francisco, United States",NA,http://www.tate.org.uk/art/artists/richard-serra-1923
10157,"Serralongue, Bruno",Male,born 1968,1968,NA,France,NA,http://www.tate.org.uk/art/artists/bruno-serralongue-10157
485,"Serres, Dominic",Male,1722–1793,1722,1793,"Auch, France","London, United Kingdom",http://www.tate.org.uk/art/artists/dominic-serres-485
486,"Serres, John Thomas",Male,1759–1825,1759,1825,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-thomas-serres-486
1924,"Serusier, Paul",Male,1863–1927,1863,1927,"Paris, France","Morlaix, France",http://www.tate.org.uk/art/artists/paul-serusier-1924
1925,"Setch, Terry",Male,born 1936,1936,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/terry-setch-1925
1926,"Seurat, Georges",Male,1859–1891,1859,1891,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/georges-seurat-1926
1927,"Severini, Gino",Male,1883–1966,1883,1966,"Cortona, Italia","Paris, France",http://www.tate.org.uk/art/artists/gino-severini-1927
487,"Severn, Joseph",Male,1793–1879,1793,1879,"London, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/joseph-severn-487
488,"Seymour, James",Male,?1702–1752,1702,1752,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-seymour-488
1928,"Shackleton, William",Male,1872–1933,1872,1933,"Bradford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-shackleton-1928
1929,"Shadbolt, Jack",Male,1909–1998,1909,1998,"Shoeburyness, United Kingdom",NA,http://www.tate.org.uk/art/artists/jack-shadbolt-1929
9857,"Shahbazi, Shirana",Female,born 1974,1974,NA,Îran,NA,http://www.tate.org.uk/art/artists/shirana-shahbazi-9857
1930,"Shahn, Ben",Male,1898–1969,1898,1969,Lietuva,"New York, United States",http://www.tate.org.uk/art/artists/ben-shahn-1930
16467,"Shahroudy Farmanfarmaian, Monir",Female,born 1924,1924,NA,"Qazvin, Îran",NA,http://www.tate.org.uk/art/artists/monir-shahroudy-farmanfarmaian-16467
1931,"Shannon, Charles",Male,1863–1937,1863,1937,"Lincolnshire, United Kingdom","Kew, United Kingdom",http://www.tate.org.uk/art/artists/charles-shannon-1931
1932,"Shannon, Sir James Jebusa",Male,1862–1923,1862,1923,"Auburn, United States","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-james-jebusa-shannon-1932
1933,"Shapinsky, Harold",Male,1925–2004,1925,2004,"Brooklyn, United States","Rockville, United States",http://www.tate.org.uk/art/artists/harold-shapinsky-1933
1934,"Shapiro, Joel",Male,born 1941,1941,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/joel-shapiro-1934
1935,"Shapiro, Shmuel",Male,born 1924,1924,NA,"New Britain, United States",NA,http://www.tate.org.uk/art/artists/shmuel-shapiro-1935
2455,"Sharpe, Charles Kirkpatrick",Male,1781–1851,1781,1851,"Dumfries, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/charles-kirkpatrick-sharpe-2455
5253,"Shaw, George",Male,born 1966,1966,NA,"Coventry, United Kingdom",NA,http://www.tate.org.uk/art/artists/george-shaw-5253
9784,"Shaw, Raqib",Male,born 1974,1974,NA,"Calcutta, Bharat",NA,http://www.tate.org.uk/art/artists/raqib-shaw-9784
13675,"Shawky, Wael",Male,born 1971,1971,NA,Misr,NA,http://www.tate.org.uk/art/artists/wael-shawky-13675
489,"Shayer, William, Senior",Male,1787–1879,1787,1879,"Southampton, United Kingdom","Southampton, United Kingdom",http://www.tate.org.uk/art/artists/william-shayer-senior-489
490,"Shee, Sir Martin Archer",Male,1769–1850,1769,1850,"Dublin, Éire","Brighton, United Kingdom",http://www.tate.org.uk/art/artists/sir-martin-archer-shee-490
491,"Sheffield, George",Male,1839–1892,1839,1892,"Wigton, United Kingdom","Manchester, United Kingdom",http://www.tate.org.uk/art/artists/george-sheffield-491
1936,"Shelley, John",Male,born 1938,1938,NA,NA,NA,http://www.tate.org.uk/art/artists/john-shelley-1936
2456,"Shelley, Samuel",Male,1750–?1808,1750,1808,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/samuel-shelley-2456
14097,"Shemza, Anwar Jalal",Male,1928–1985,1928,1985,Bharat,"Stafford, United Kingdom",http://www.tate.org.uk/art/artists/anwar-jalal-shemza-14097
1782,"Shepperson, Claude",Male,1867–1921,1867,1921,"Beckenham, United Kingdom",NA,http://www.tate.org.uk/art/artists/claude-shepperson-1782
1937,"Sheringham, George",Male,1884–1937,1884,1937,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-sheringham-1937
2530,"Sherlock, William P.",Male,c.1780–c.1821,1780,1821,NA,NA,http://www.tate.org.uk/art/artists/william-p-sherlock-2530
1938,"Sherman, Cindy",Female,born 1954,1954,NA,"Glen Ridge, United States",NA,http://www.tate.org.uk/art/artists/cindy-sherman-1938
12923,"Sherwin, Guy",Male,born 1948,1948,NA,NA,NA,http://www.tate.org.uk/art/artists/guy-sherwin-12923
14419,"Shibuya, Ryukichi",Male,1904–1995,1904,1995,NA,NA,http://www.tate.org.uk/art/artists/ryukichi-shibuya-14419
6670,"Shields, Alan",Male,1944–2005,1944,2005,"Herington, United States","Shelter Island, United States",http://www.tate.org.uk/art/artists/alan-shields-6670
4753,"Shimamoto, Shozo",Male,born 1928,1928,NA,"Osaka, Nihon",NA,http://www.tate.org.uk/art/artists/shozo-shimamoto-4753
3081,"Shonibare, Yinka",Male,born 1962,1962,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/yinka-shonibare-mbe-3081
5337,"Shore, Stephen",Male,born 1947,1947,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/stephen-shore-5337
492,"Short, Sir Frank",Male,1857–1945,1857,1945,"Stourbridge, United Kingdom","Ditchling, United Kingdom",http://www.tate.org.uk/art/artists/sir-frank-short-492
10208,"Shrigley, David",Male,born 1968,1968,NA,"Macclesfield, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-shrigley-10208
493,"Siberechts, Jan",Male,1627–c.1700,1627,1700,"Antwerpen, België","London, United Kingdom",http://www.tate.org.uk/art/artists/jan-siberechts-493
1939,"Sichel, Ernest Leopold",Male,1862–1941,1862,1941,"Bradford, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/ernest-leopold-sichel-1939
1940,"Sickert, Bernard",Male,1862 or 63–1932,1862,1932,"München, Deutschland","Jordans, United Kingdom",http://www.tate.org.uk/art/artists/bernard-sickert-1940
1941,"Sickert, Walter Richard",Male,1860–1942,1860,1942,"München, Deutschland","Bath and Northeast Somerset, United Kingdom",http://www.tate.org.uk/art/artists/walter-richard-sickert-1941
494,"Siddal, Elizabeth Eleanor",Female,1829–1862,1829,1862,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/elizabeth-eleanor-siddal-494
6878,"Sierra, Santiago",Male,born 1966,1966,NA,"Madrid, España",NA,http://www.tate.org.uk/art/artists/santiago-sierra-6878
6005,"Sietsema, Paul",Male,born 1968,1968,NA,"Los Angeles, United States",NA,http://www.tate.org.uk/art/artists/paul-sietsema-6005
16982,"Sillman, Amy",Female,born 1966,1966,NA,"Detroit, United States",NA,http://www.tate.org.uk/art/artists/amy-sillman-16982
1942,"Simmonds, William G.",Male,1876–1968,1876,1968,"Galata, Türkiye",NA,http://www.tate.org.uk/art/artists/william-g-simmonds-1942
6376,"Simmons, Laurie",Female,born 1949,1949,NA,"Long Island, United States",NA,http://www.tate.org.uk/art/artists/laurie-simmons-6376
2322,"Simmons, Rosemary",Female,born 1932,1932,NA,NA,NA,http://www.tate.org.uk/art/artists/rosemary-simmons-rosura-jones-2322
11458,"Simon, Taryn",Female,born 1975,1975,NA,"New York, United States",NA,http://www.tate.org.uk/art/artists/taryn-simon-11458
2775,"Simpson, Jane",Female,born 1965,1965,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/jane-simpson-2775
495,"Simpson, John",Male,1782–1847,1782,1847,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-simpson-495
12577,"Simpson, Lorna",Female,born 1960,1960,NA,"Brooklyn, United States",NA,http://www.tate.org.uk/art/artists/lorna-simpson-12577
1944,"Sims, Charles",Male,1873–1928,1873,1928,"Islington, United Kingdom",NA,http://www.tate.org.uk/art/artists/charles-sims-1944
5261,"Singh, Raghubir",Male,1942–1999,1942,1999,"Jaipur, Bharat","Manhattan Island, United States",http://www.tate.org.uk/art/artists/raghubir-singh-5261
1945,"Singier, Gustave",Male,1909–1984,1909,1984,"Warneton, België",NA,http://www.tate.org.uk/art/artists/gustave-singier-1945
496,"Singleton, Henry",Male,1766–1839,1766,1839,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/henry-singleton-496
1946,"Sintenis, Renée",Female,1888–1965,1888,1965,Schlesien,"Berlin, Deutschland",http://www.tate.org.uk/art/artists/renee-sintenis-1946
5257,"Siqueiros, David Alfaro",Male,1896–1974,1896,1974,"Chihuahua, México",NA,http://www.tate.org.uk/art/artists/david-alfaro-siqueiros-5257
1947,"Sironi, Mario",Male,1885–1961,1885,1961,"Sassari, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-sironi-1947
14489,"Siskind, Aaron",Male,1903–1991,1903,1991,"New York, United States","Providence, United States",http://www.tate.org.uk/art/artists/aaron-siskind-14489
1948,"Sisley, Alfred",Male,1839–1899,1839,1899,"Paris, France","Moret-sur-Loing, France",http://www.tate.org.uk/art/artists/alfred-sisley-1948
13391,"Skaer, Lucy",Female,born 1977,1977,NA,"Cambridge, United Kingdom",NA,http://www.tate.org.uk/art/artists/lucy-skaer-13391
2457,"Skeaf, D.",NA,active 1803–1819,1803,1819,NA,NA,http://www.tate.org.uk/art/artists/d-skeaf-2457
1949,"Skeaping, John",Male,1901–1980,1901,1980,"Greater London, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-skeaping-1949
497,"Skelton, Jonathan",Male,c.1735–1759,1735,1759,NA,NA,http://www.tate.org.uk/art/artists/jonathan-skelton-497
