year_ended_june,measure,value,value_unit,value_label
2018,Total Lambs Marked and/or Tailed,24707163,number,Number of sheep
2018,Total Ram and Wether Hoggets,2952060,number,Number of sheep
2018,Lambs marked/tailed from ewe hoggets,1319938,number,Number of sheep
2018,Lambs marked/tailed from ewes,23387225,number,Number of sheep
2018,Total male deer,297967,number,Number of deer
2018,Total female deer,553460,number,Number of deer
2018,Total Deer,851424,number,Number of deer
2018,Wheat (area harvested),41411,number,Hectares
2018,Wheat (yield),371027,number,Tonnes
2018,Oats (yield),24286,number,Tonnes
2018,Barley (yield),379704,number,Tonnes
2018,Maize (yield),191993,number,Tonnes
2018,Barley (area harvested),56271,number,Hectares
2018,Hectares effluent sprayed over,485501,number,Hectares
2018,Lime,1123785,number,Tonnes
2018,Urea,599373,number,Tonnes
2018,Ammonia Sulphate,89665,number,Tonnes
2018,Diammonium Phosphate (DAP),211794,number,Tonnes
2018,Total All Fertilisers,2133933,number,Tonnes
2018,Fawns born (during the year ended 30 June),320281,number,Number of deer
2018,Velvet harvested (green weight),486046,number,Kilograms
2018,Male deer (2 yrs and over),110140,number,Number of deer
2018,Male deer (under 2 yrs),187827,number,Number of deer
2018,Female deer mated since 30 June last year,400778,number,Number of deer
2018,Other female deer,152682,number,Number of deer
2018,Eggs from hens,92149443,number,Dozens
2018,Chickens for meat production/broilers,18615327,number,Number of chickens
2018,All other poultry,1852695,number,Number of poultry
2018,Total poultry,24161847,number,Number of poultry
2018,Mean average number of broilers on the farm,12401794,number,Number of chickens
2018,Horses,40525,number,Number of horses
2018,Other livestock,3620,number,Number of livestock
2018,Alpacas and Llamas,8619,number,Number of alpacas and llamas
2018,Hens for Egg Production,3693825,number,Number of chickens
2019,Grassland,7448083,number,Hectares
2019,Number of Farm Holdings,49532,number,Number of farm holdings
2019,Tussock or Danthonia,2277024,number,Hectares
2019,"Crops, Grain, Nursery, Vegetables and Fruit",620480,number,Hectares
2019,Land used for horticulture,132717,number,Hectares
2019,Plantations of Exotic Trees,1597957,number,Hectares
2019,Total Area of Farms,13561175,number,Hectares
2019,Dairy Cows and Heifers - not in Milk or Calf,333450,number,Number of cattle
2019,Rising 1 Year Old Dairy Heifers and Calves,982713,number,Number of cattle
2019,"Dairy Cows and Heifers, in Milk or Calf",4876113,number,Number of cattle
2019,Total Dairy Cattle (including Bobby Calves),6260895,number,Number of cattle
2019,Rising 1 Year Old Dairy Heifers and Heifer Calves,943725,number,Number of cattle
2019,Dairy Bulls intended for Breeding,68619,number,Number of cattle
2019,Calves Born Alive to Dairy Heifers/Cows,4505773,number,Number of cattle
2019,Beef non-breeding bulls (under 1 year),290513,number,Number of cattle
2019,"Beef Cows and Heifers, Bred from",1104701,number,Number of cattle
2019,"Beef Heifer Calves, under 1 Year Old",504842,number,Number of cattle
2019,Calves Born Alive to Beef Heifers/Cows,898237,number,Number of cattle
2019,Total Beef Cattle,3889996,number,Number of cattle
2019,Beef Breeding Bulls,87849,number,Number of cattle
2019,"Steers, 2 years old and over",208696,number,Number of cattle
2019,"Steers, 1-2 years old",423420,number,Number of cattle
2019,"Steer Calves, under 1 year",471870,number,Number of cattle
2019,Beef cows and heifers (in calf) 2yrs and over,902256,number,Number of cattle
2019,Beef cows and heifers (in calf) 1-2yrs old,202444,number,Number of cattle
2019,Beef cows and heifers (not in calf) 2yrs and over,126112,number,Number of cattle
2019,Beef cows and heifers (not in calf) 1-2yrs old,318316,number,Number of cattle
2019,Beef non-breeding bulls 2yrs and over,95839,number,Number of cattle
2019,Beef non-breeding bulls 1-2yrs old,257838,number,Number of cattle
2019,"Breeding Sows, over 1 Year Old",26028,number,Number of pigs
2019,Other Pigs,224970,number,Number of pigs
2019,Total Pigs,255934,number,Number of pigs
2019,Mated Gilts,4936,number,Number of pigs
2019,Piglets weaned on the farm during the year,643750,number,Number of pigs
2019,Breeding Ewes 2 Tooth and Over put to Ram,16845367,number,Number of sheep
2019,Breeding Ewes 2 Tooth and Over not put to Ram,338699,number,Number of sheep
2019,Rams 2 Tooth and Over,273225,number,Number of sheep
2019,Ewe Hoggets put to Ram,2073458,number,Number of sheep
2019,Ewe Hoggets not put to Ram,4224674,number,Number of sheep
2019,Wethers 2 Tooth and Over,228574,number,Number of sheep
2019,Total Sheep,26821846,number,Number of sheep
2019,Total Lambs Marked and/or Tailed,23806092,number,Number of sheep
2019,Total Ram and Wether Hoggets,2837850,number,Number of sheep
2019,Lambs marked/tailed from ewe hoggets,1167582,number,Number of sheep
2019,Lambs marked/tailed from ewes,22638510,number,Number of sheep
2019,Total goats,93606,number,Number of goats
2019,Total male deer,286834,number,Number of deer
2019,Total female deer,523608,number,Number of deer
2019,Total Deer,810443,number,Number of deer
2019,Wheat (area harvested),44971,number,Hectares
2019,Wheat (yield),398092,number,Tonnes
2019,Oats (yield),26824,number,Tonnes
2019,Barley (yield),383651,number,Tonnes
2019,Maize (yield),195955,number,Tonnes
2019,Barley (area harvested),55457,number,Hectares
2019,Walnuts,368,number,Hectares
2019,Chestnuts,45,number,Hectares
2019,Macadamias,124,number,Hectares
2019,Hectares effluent sprayed over,496498,number,Hectares
2019,Lime,1239342,number,Tonnes
2019,Urea,606951,number,Tonnes
2019,Ammonia Sulphate,93789,number,Tonnes
2019,Diammonium Phosphate (DAP),210447,number,Tonnes
2019,Total All Fertilisers,2200301,number,Tonnes
2019,Potatoes,10317,number,Hectares
2019,Fawns born (during the year ended 30 June),304621,number,Number of deer
2019,Velvet harvested (green weight),456516,number,Kilograms
2019,Male deer (2 yrs and over),116591,number,Number of deer
2019,Male deer (under 2 yrs),170243,number,Number of deer
2019,Female deer mated since 30 June last year,378592,number,Number of deer
2019,Other female deer,145016,number,Number of deer
2019,Eggs from hens,93388242,number,Dozens
2019,Chickens for meat production/broilers,18672860,number,Number of chickens
2019,All other poultry,2105856,number,Number of poultry
2019,Total poultry,24720628,number,Number of poultry
2019,Mean average number of broilers on the farm,12708114,number,Number of chickens
2019,Horses,38445,number,Number of horses
2019,Other livestock,2972,number,Number of livestock
2019,Alpacas and Llamas,10185,number,Number of alpacas and llamas
2019,Hens for Egg Production,3941913,number,Number of chickens
2019,Sweetcorn,3760,number,Hectares
2019,"Tomatoes, outdoor",477,number,Hectares
2019,Asparagus,611,number,Hectares
2019,"Beans, Green",648,number,Hectares
2019,Broccoli,2387,number,Hectares
2019,Cabbage,1066,number,Hectares
2019,Cauliflower,926,number,Hectares
2019,Lettuce,1505,number,Hectares
2019,Onions,5920,number,Hectares
2019,Peas,4201,number,Hectares
2019,Squash,6783,number,Hectares
2019,"Tomatoes, indoor",852520,number,Square metres
2019,Cucumbers,228502,number,Square metres
2019,Capsicum/Peppers,571427,number,Square metres
2019,Mushrooms,79867,number,Square metres
2019,Olives (net area planted),889,number,Hectares
2019,Boysenberries,195,number,Hectares
2019,Blueberries,755,number,Hectares
2019,Wine grapes,35970,number,Hectares
2019,Apples,9761,number,Hectares
2019,Pears (excluding Asian Pears),340,number,Hectares
2019,Peaches,322,number,Hectares
2019,Apricots,385,number,Hectares
2019,Plums,331,number,Hectares
2019,Nectarines,338,number,Hectares
2019,Cherries,907,number,Hectares
2019,Kiwifruit,14922,number,Hectares
2019,Avocados,4520,number,Hectares
2019,Feijoas,201,number,Hectares
2019,Tamarillos,87,number,Hectares
2019,Passionfruit,43,number,Hectares
2019,Persimmons,134,number,Hectares
2019,Oranges,637,number,Hectares
2019,Grapefruit/Goldfruit,30,number,Hectares
2019,Lemons,345,number,Hectares
2019,Mandarins,750,number,Hectares
2019,Tangelos,35,number,Hectares
2019,Strawberries,212,number,Hectares
2019,Raspberries,77,number,Hectares
2020,Grassland,7379820,number,Hectares
2020,Number of Farm Holdings,49288,number,Number of farm holdings
2020,Tussock or Danthonia,2173048,number,Hectares
2020,"Crops, Grain, Nursery, Vegetables and Fruit",601369,number,Hectares
2020,Land used for horticulture,129966,number,Hectares
2020,Plantations of Exotic Trees,1582787,number,Hectares
2020,Total Area of Farms,13343806,number,Hectares
2020,Dairy Cows and Heifers - not in Milk or Calf,359786,number,Number of cattle
2020,Rising 1 Year Old Dairy Heifers and Calves,926751,number,Number of cattle
2020,"Dairy Cows and Heifers, in Milk or Calf",4836726,number,Number of cattle
2020,Total Dairy Cattle (including Bobby Calves),6200222,number,Number of cattle
2020,Rising 1 Year Old Dairy Heifers and Heifer Calves,873168,number,Number of cattle
2020,Dairy Bulls intended for Breeding,76958,number,Number of cattle
2020,Calves Born Alive to Dairy Heifers/Cows,4512742,number,Number of cattle
2020,Beef non-breeding bulls (under 1 year),273550,number,Number of cattle
2020,"Beef Cows and Heifers, Bred from",1067003,number,Number of cattle
2020,"Beef Heifer Calves, under 1 Year Old",521786,number,Number of cattle
2020,Calves Born Alive to Beef Heifers/Cows,955747,number,Number of cattle
2020,Total Beef Cattle,3882566,number,Number of cattle
2020,Beef Breeding Bulls,79355,number,Number of cattle
2020,"Steers, 2 years old and over",240784,number,Number of cattle
2020,"Steers, 1-2 years old",438789,number,Number of cattle
2020,"Steer Calves, under 1 year",446216,number,Number of cattle
2020,Beef cows and heifers (in calf) 2yrs and over,894165,number,Number of cattle
2020,Beef cows and heifers (in calf) 1-2yrs old,172838,number,Number of cattle
2020,Beef cows and heifers (not in calf) 2yrs and over,143275,number,Number of cattle
2020,Beef cows and heifers (not in calf) 1-2yrs old,328393,number,Number of cattle
2020,Beef non-breeding bulls 2yrs and over,86671,number,Number of cattle
2020,Beef non-breeding bulls 1-2yrs old,256746,number,Number of cattle
2020,"Breeding Sows, over 1 Year Old",23343,number,Number of pigs
2020,Other Pigs,204949,number,Number of pigs
2020,Total Pigs,234533,number,Number of pigs
2020,Mated Gilts,6240,number,Number of pigs
2020,Piglets weaned on the farm during the year,605064,number,Number of pigs
2020,Breeding Ewes 2 Tooth and Over put to Ram,16569832,number,Number of sheep
2020,Breeding Ewes 2 Tooth and Over not put to Ram,299684,number,Number of sheep
2020,Rams 2 Tooth and Over,251067,number,Number of sheep
2020,Ewe Hoggets put to Ram,1860128,number,Number of sheep
2020,Ewe Hoggets not put to Ram,4133510,number,Number of sheep
2020,Wethers 2 Tooth and Over,240042,number,Number of sheep
2020,Total Sheep,26028935,number,Number of sheep
2020,Total Lambs Marked and/or Tailed,23172282,number,Number of sheep
2020,Total Ram and Wether Hoggets,2674671,number,Number of sheep
2020,Lambs marked/tailed from ewe hoggets,1397478,number,Number of sheep
2020,Lambs marked/tailed from ewes,21774804,number,Number of sheep
2020,Total male deer,299127,number,Number of deer
2020,Total female deer,534130,number,Number of deer
2020,Total Deer,833258,number,Number of deer
2020,Wheat (area harvested),45680,number,Hectares
2020,Wheat (yield),453749,number,Tonnes
2020,Oats (yield),23264,number,Tonnes
2020,Barley (yield),337666,number,Tonnes
2020,Maize (yield),190098,number,Tonnes
2020,Barley (area harvested),45145,number,Hectares
2020,Walnuts,370,number,Hectares
2020,Chestnuts,104,number,Hectares
2020,Hectares effluent sprayed over,506620,number,Hectares
2020,Lime,1126878,number,Tonnes
2020,Urea,611695,number,Tonnes
2020,Ammonia Sulphate,105789,number,Tonnes
2020,Diammonium Phosphate (DAP),228997,number,Tonnes
2020,Total All Fertilisers,2130317,number,Tonnes
2020,Potatoes,10901,number,Hectares
2020,Fawns born (during the year ended 30 June),313649,number,Number of deer
2020,Velvet harvested (green weight),490200,number,Kilograms
2020,Male deer (2 yrs and over),118726,number,Number of deer
2020,Male deer (under 2 yrs),180401,number,Number of deer
2020,Female deer mated since 30 June last year,374070,number,Number of deer
2020,Other female deer,160061,number,Number of deer
2020,Eggs from hens,101435185,number,Dozens
2020,Chickens for meat production/broilers,18612974,number,Number of chickens
2020,All other poultry,2090989,number,Number of poultry
2020,Total poultry,24848961,number,Number of poultry
2020,Mean average number of broilers on the farm,12585708,number,Number of chickens
2020,Horses,38647,number,Number of horses
2020,Hens for Egg Production,4144998,number,Number of chickens
2020,Sweetcorn,3323,number,Hectares
2020,"Tomatoes, outdoor",360,number,Hectares
2020,Asparagus,496,number,Hectares
2020,"Beans, Green",712,number,Hectares
2020,Broccoli,2206,number,Hectares
2020,Cabbage,938,number,Hectares
2020,Cauliflower,723,number,Hectares
2020,Lettuce,1582,number,Hectares
2020,Onions,5588,number,Hectares
2020,Peas,3757,number,Hectares
2020,Squash,7070,number,Hectares
2020,"Tomatoes, indoor",1005716,number,Square metres
2020,Cucumbers,228956,number,Square metres
2020,Capsicum/Peppers,475785,number,Square metres
2020,Mushrooms,103253,number,Square metres
2020,Olives (net area planted),858,number,Hectares
2020,Boysenberries,166,number,Hectares
2020,Blackcurrants,586,number,Hectares
2020,Blueberries,760,number,Hectares
2020,Wine grapes,35576,number,Hectares
2020,Apples,9789,number,Hectares
2020,Pears (excluding Asian Pears),312,number,Hectares
2020,Peaches,318,number,Hectares
2020,Apricots,376,number,Hectares
2020,Plums,375,number,Hectares
2020,Nectarines,334,number,Hectares
2020,Cherries,1026,number,Hectares
2020,Kiwifruit,15523,number,Hectares
2020,Avocados,4869,number,Hectares
2020,Feijoas,178,number,Hectares
2020,Tamarillos,58,number,Hectares
2020,Passionfruit,33,number,Hectares
2020,Persimmons,115,number,Hectares
2020,Oranges,651,number,Hectares
2020,Grapefruit/Goldfruit,39,number,Hectares
2020,Lemons,325,number,Hectares
2020,Mandarins,685,number,Hectares
2020,Tangelos,32,number,Hectares
2020,Strawberries,190,number,Hectares
2021,Grassland,7351941,number,Hectares
2021,Number of Farm Holdings,49782,number,Number of farm holdings
2021,Tussock or Danthonia,2132945,number,Hectares
2021,"Crops, Grain, Nursery, Vegetables and Fruit",613837,number,Hectares
2021,Land used for horticulture,129165,number,Hectares
2021,Plantations of Exotic Trees,1566818,number,Hectares
2021,Total Area of Farms,13316404,number,Hectares
2021,Dairy Cows and Heifers - not in Milk or Calf,371628,number,Number of cattle
2021,Rising 1 Year Old Dairy Heifers and Calves,924623,number,Number of cattle
2021,"Dairy Cows and Heifers, in Milk or Calf",4804582,number,Number of cattle
2021,Total Dairy Cattle (including Bobby Calves),6185435,number,Number of cattle
2021,Rising 1 Year Old Dairy Heifers and Heifer Calves,851988,number,Number of cattle
2021,Dairy Bulls intended for Breeding,84603,number,Number of cattle
2021,Calves Born Alive to Dairy Heifers/Cows,4501249,number,Number of cattle
2021,Beef non-breeding bulls (under 1 year),261143,number,Number of cattle
