call_sign,frequency,city,licensee,format,state
KKCN,103.1 FM,Ballinger,"Townsquare License, LLC",Country,Texas
KKDA,730 AM,Grand Prairie,"SKR Partners, LLC",Korean,Texas
KKDA-FM,104.5 FM,Dallas,"Service Broadcasting Group, LLC",Urban contemporary,Texas
KKDL,93.7 FM,Dilley,Isaac Tellez Evangelistic Ministries Inc,Spanish religious,Texas
KKEE,101.3 FM,Centerville,Bryan Broadcasting Licensee Corporation,Contemporary Christian,Texas
KKER,88.7 FM,Kerrville,"Houston Christian Broadcasters, Inc.",Christian (KHCB-FM),Texas
KKGM,1630 AM,Ft. Worth,"iHM Licenses, LLC",Black-oriented news,Texas
KKHA,92.5 FM,Markham,GlobeCom Media LLC,Classic hits,Texas
KKHH,95.7 FM,Houston,"Audacy License, LLC",Adult hits,Texas
KKHR,106.3 FM,Abilene,"Canfin Enterprises, Inc.",Tejano,Texas
KKHT-FM,100.7 FM,Lumberton,"Salem Media of Illinois, LLC",Christian,Texas
KKLF,1700 AM,Richardson,"Claro Communications, Ltd.",Tejano,Texas
KKLU,90.9 FM,Lubbock,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KKLY,89.5 FM,El Paso,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KKMJ-FM,95.5 FM,Austin,"Audacy License, LLC",Adult contemporary,Texas
KKMY,104.5 FM,Orange,"iHM Licenses, LLC",Rhythmic contemporary,Texas
KKNM,96.5 FM,Bovina,"HPRN Networks, LLP",Silent,Texas
KKPN,102.3 FM,Rockport,"ICA Radio, Ltd.",Top 40 (CHR),Texas
KKPS,99.5 FM,Brownsville,"Entravision Holdings, LLC",Bilingual CHR,Texas
KKSA,1260 AM,San Angelo,"Foster Communications Company, Inc.",News/Talk,Texas
KKTK,1400 AM,Texarkana,Freed AM Corp.,Sports,Texas
KKTX,1360 AM,Corpus Christi,"iHM Licenses, LLC",News/Talk,Texas
KKTX-FM,96.1 FM,Kilgore,"Townsquare License, LLC",Classic rock,Texas
KKUB,1300 AM,Brownfield,La Promesa Foundation,Spanish religious,Texas
KKUS,104.1 FM,Tyler,Alpha Media Licensee LLC,Classic country,Texas
KKVI-LP,98.3 FM,Greenville,Gospel American Network,Urban gospel/Jazz,Texas
KKVR,106.1 FM,Kerrville,"Radio Ranch, LLC",Oldies,Texas
KKWV,88.1 FM,Aransas Pass,American Family Association,Inspirational (AFR),Texas
KKXI-LP,92.3 FM,Mount Pleasant,"Alpha Broadcasting Network, Inc.",Spanish religious,Texas
KKXT,91.7 FM,Dallas,"North Texas Public Broadcasting, Inc.",Adult album alternative,Texas
KKYN-FM,106.9 FM,Plainview,"High Plains Radio Network, LLC",Country,Texas
KKYR-FM,102.5 FM,Texarkana,"Townsquare License, LLC",Country,Texas
KKYS,104.7 FM,Bryan,"iHM Licenses, LLC",Hot adult contemporary,Texas
KKYX,680 AM,San Antonio,"CMG NY/Texas Radio, LLC",Classic country,Texas
KLAK,97.5 FM,Tom Bean,Alpha Media Licensee LLC,Adult contemporary,Texas
KLAQ,95.5 FM,El Paso,"Townsquare Media of El Paso, Inc.",Mainstream rock,Texas
KLAR,1300 AM,Laredo,"Faith and Power Communications, Inc.",Spanish Christian,Texas
KLAT,1010 AM,Houston,Tichenor License Corporation,Spanish sports,Texas
KLBB-FM,93.7 FM,Lubbock,"Ramar Communications, Inc.",Classic hits,Texas
KLBD,88.1 FM,Premont,The Worship Center of Kingsville,Spanish Christian,Texas
KLBJ,590 AM,Austin,"Waterloo Media Group, L.P.",News/Talk,Texas
KLBJ-FM,93.7 FM,Austin,"Waterloo Media Group, L.P.",Album-oriented rock,Texas
KLBT,88.1 FM,Beaumont,"The King's Musician Educational Foundation, Inc.",Contemporary Christian,Texas
KLCT-LP,99.1 FM,Lubbock,Lubbock Christian University,Variety,Texas
KLDE,104.9 FM,Eldorado,Tenn-Vol Corp.,Oldies,Texas
KLDN,88.9 FM,Lufkin,BD Supervisors,Public radio,Texas
KLDS,1260 AM,Falfurrias,Sportsradiocc LLC,Religious,Texas
KLDU-LP,106.5 FM,Laredo,North Laredo Hispanic Education Family Fundation,NA,Texas
KLEJ-LP,104.1 FM,Fort Worth,"Templo de Dios, Inc. 4",Spanish religious,Texas
KLEY-FM,95.7 FM,Jourdanton,"Alpha Media Licensee, LLC",Tejano,Texas
KLFX,107.3 FM,Nolanville,"iHM Licenses, LLC",Active rock,Texas
KLFZ,102.3 FM,Jacksonville,"Educational Radio Foundation of East Texas, Inc.",Spanish Christian,Texas
KLGD,106.9 FM,Stamford,"Vance Communications, LLC",Tejano,Texas
KLGS,89.9 FM,College Station,American Family Association,Religious talk (AFR),Texas
KLHB,105.5 FM,Portland,Starlite Broadcasting,Rhythmic contemporary,Texas
KLHG-LP,99.7 FM,Galveston,Iglesia la Hermosa,Spanish religious,Texas
KLIF,570 AM,Dallas,"KLIF Lico, Inc.",News/Talk,Texas
KLIF-FM,93.3 FM,Haltom City,Radio License Holding SRC LLC,Top 40 (CHR),Texas
KLIT,93.3 FM,Ranchitos Las Lomas,La Nueva Cadena Radio Luz,Spanish Christian,Texas
KLJA,107.7 FM,Georgetown,"Univision Radio Illinois, Inc.",Spanish AC,Texas
KLJJ-LP,101.5 FM,Spring,The Lion of the Tribe of Judah Ministries,Contemporary Christian,Texas
KLKV,99.9 FM,Hunt,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KLLL-FM,96.3 FM,Lubbock,Alpha Media Licensee LLC,Country,Texas
KLLR,91.9 FM,Dripping Springs,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KLMO-FM,98.9 FM,Dilley,Humberto Lopez dba Dilley Broadcasters,Tejano,Texas
KLNA-LP,100.5 FM,Pittsburg,Ministerios Tocando Corazones,Spanish religious,Texas
KLNO,94.1 FM,Fort Worth,"Univision Radio Illinois, Inc.",Regional Mexican,Texas
KLNT,1490 AM,Laredo,MBM Radio Laredo LLC,Regional Mexican,Texas
KLOL,101.1 FM,Houston,"Audacy License, LLC",Latin pop,Texas
KLOT-LP,107.7 FM,Cat Spring,Austin County Community Communications,Variety,Texas
KLOW,98.9 FM,Reno,"Vision Media Group, Inc.",Contemporary Christian,Texas
KLPF,1180 AM,Midland,La Promesa Foundation,Catholic,Texas
KLQB,104.3 FM,Taylor,"Univision Radio Illinois, Inc.",Regional Mexican,Texas
KLRW,88.5 FM,San Angelo,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KLSR-FM,105.3 FM,Memphis,"Davis Broadcast Co., Inc.",Country,Texas
KLTB,89.7 FM,Brownfield,"Christian Ministries of the Valley, Inc.",Spanish religious,Texas
KLTD,101.7 FM,Temple,"Townsquare Media Bloomington License, LLC",Spanish adult hits,Texas
KLTG,96.5 FM,Corpus Christi,Starlite Broadcasting,Adult top 40,Texas
KLTN,102.9 FM,Houston,"Univision Radio Illinois, Inc.",Regional Mexican,Texas
KLTO,99.1 FM,Moody,"Waco Entertainment Group, LLC",Spanish CHR,Texas
KLTP,90.9 FM,San Angelo,Christian Broadcasting Company Inc.,Contemporary Christian,Texas
KLTR,94.1 FM,Brenham,Roy E. Henderson,Adult contemporary,Texas
KLTY,94.9 FM,Arlington,"Inspiration Media of Texas, LLC",Contemporary Christian,Texas
KLUB,106.9 FM,Bloomington,"Townsquare License, LLC",Tejano,Texas
KLUP,930 AM,Terrell Hills,Salem Communications Holding Corporation,News/Talk,Texas
KLUR,99.9 FM,Wichita Falls,Cumulus Licensing LLC,Country,Texas
KLUV,98.7 FM,Dallas,"Audacy License, LLC",Classic hits,Texas
KLUX,89.5 FM,Robstown,Diocesan Telecommunications Corp.,Catholic,Texas
KLVI,560 AM,Beaumont,"iHM Licenses, LLC",News/Talk,Texas
KLVL,1480 AM,Pasadena,Siga Broadcasting Corporation,Spanish Christian,Texas
KLVQ,1410 AM,Athens,"HPRN Radio Network, LLC",Adult contemporary,Texas
KLVT,1230 AM,Levelland,Cute Boots Broadcasting LLC,News/Talk,Texas
KLVW,90.5 FM,Odessa,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KLXK,93.5 FM,Breckenridge,"For the Love of the Game Broadcasting, LLC",Country,Texas
KLYD,98.9 FM,Snyder,Delbert Foree,Alternative rock,Texas
KLZK-FM,107.7 FM,Idalou,Ramar Communications Inc.,Hot adult contemporary,Texas
KLZT,107.1 FM,Bastrop,"Waterloo Media Group, L.P.",Regional Mexican,Texas
KMAD-FM,102.5 FM,Whitesboro,Alpha Media Licensee LLC,Mainstream rock,Texas
KMAT,105.1 FM,Seadrift,"Cordell Communications, Inc.",Religious,Texas
KMAZ-LP,102.5 FM,Houston,"Bread of Life, Inc.",Urban gospel/R&B,Texas
KMBL,1450 AM,Junction,Tenn-Vol Corp.,Country,Texas
KMCM,96.9 FM,Odessa,"Brazos Communications West, LLC",Oldies,Texas
KMCU,88.7 FM,Wichita Falls,Cameron University,Public radio,Texas
KMDX,106.1 FM,San Angelo,"Four R Broadcasting, Inc.",Urban contemporary,Texas
KMEO,91.9 FM,Mertzon,American Family Association,Religious Teaching (AFR),Texas
KMFA,89.5 FM,Austin,"Capitol Broadcasting Association, Inc",Classical,Texas
KMFR,1280 AM,Pearsall,"Rufus Resources, LLC",Spanish variety,Texas
KMHT,1450 AM,Marshall,"Hanszen Broadcast Group, Inc.",Sports,Texas
KMHT-FM,103.9 FM,Marshall,"Hanszen Broadcast Group, Inc.",Classic country,Texas
KMIC,1590 AM,Houston,"DAIJ Media, LLC",Spanish religious,Texas
KMIL,105.1 FM,Cameron,"Centex Broadcasting, LLC",Country,Texas
KMIQ,104.9 FM,Robstown,Cotton Broadcasting,Tejano,Texas
KMJQ,102.1 FM,Houston,"Radio One Licenses, LLC",Urban adult contemporary,Texas
KMKB-LP,98.9 FM,Marfa,Casa Vida Corporation,Christian/Variety,Texas
KMKT,93.1 FM,Bells,Alpha Media Licensee LLC,Country,Texas
KMLR,106.3 FM,Gonzales,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KMLS,95.5 FM,Miles,"Miriam Media, Inc.",Classic country,Texas
KMMX,100.3 FM,Tahoka,Alpha Media Licensee LLC,Top 40 (CHR),Texas
KMMZ,101.3 FM,Crane,"Permian Basin Broadcasting, LLC",Spanish Norteno,Texas
KMND,1510 AM,Midland,"Townsquare License, LLC",Sports,Texas
KMNY,1360 AM,Hurst,"Multicultural Radio Broadcasting Licensee, LLC",Spanish,Texas
KMOC,89.5 FM,Wichita Falls,"Christian Service Foundation, Inc.",Contemporary Christian,Texas
KMOO-FM,99.9 FM,Mineola,"Hightower Radio, Inc.",Country,Texas
KMPI,90.5 FM,McCoy,Maranatha Church of Laredo Incorporated,Spanish religious,Texas
KMPN,95.9 FM,Burnet,"Houston Christian Broadcasters, Inc.",Religious,Texas
KMQX,88.5 FM,Weatherford,CSSI Non-Profit Educational Broadcasting Corporation,Adult hits,Texas
KMRA,91.1 FM,Monahans,Templo Piedra Angular,NA,Texas
KMRK-FM,96.1 FM,Odessa,"ICA Radio, Ltd.",Country,Texas
KMSN,104.1 FM,Mason,"Township Media, LLC",Americana,Texas
KMUL-FM,103.1 FM,Muleshoe,"Tallgrass Broadcasting, LLC",Country,Texas
KMVK,107.5 FM,Fort Worth,"Audacy License, LLC",Regional Mexican,Texas
KMVL,1220 AM,Madisonville,Leon Hunt,Adult standards,Texas
KMVL-FM,100.5 FM,Madisonville,Leon Hunt,Classic country,Texas
KMWX,92.5 FM,Abilene,"Townsquare License, LLC",Hot adult contemporary,Texas
KMXJ-FM,94.1 FM,Amarillo,"Townsquare License, LLC",Adult contemporary,Texas
KMXO,1500 AM,Merkel,Zacarias Serrato,Spanish,Texas
KMXR,93.9 FM,Corpus Christi,"iHM Licenses, LLC",Classic hits,Texas
KMYB-LP,95.1 FM,Killeen,Killeen Independent School District,Variety,Texas
KMYO,95.1 FM,Comfort,"Univision Radio Illinois, Inc.",Spanish AC,Texas
KMZZ,106.9 FM,Bishop,"Claro Communications, Ltd.",Regional Mexican,Texas
KNAF,910 AM,Fredericksburg,"Hill Country Broadcasting, LLC",Country,Texas
KNAF-FM,105.7 FM,Fredericksburg,"Hill Country Broadcasting, LLC",Country,Texas
KNAL,93.3 FM,Port Lavaca,"Victoria Radioworks, LLC",Country,Texas
KNAR,89.3 FM,San Angelo,Educational Media Foundation,Contemporary worship (Air1),Texas
KNBT,92.1 FM,New Braunfels,"New Braunfels Communications, Inc.",Americana,Texas
KNCH,90.1 FM,San Angelo,Texas Tech University,Public radio,Texas
KNCN,101.3 FM,Sinton,"iHM Licenses, LLC",Active rock,Texas
KNCT-FM,91.3 FM,Killeen,Central Texas College,Easy listening,Texas
KNDA,102.9 FM,Alice,Encarnacion A. Guerra,Urban contemporary,Texas
KNDE,95.1 FM,College Station,Bryan Broadcasting License Corporation,Top 40 (CHR),Texas
KNEL,1490 AM,Brady,"Farris Broadcasting, Inc.",Oldies,Texas
KNEL-FM,95.3 FM,Brady,"Farris Broadcasting, Inc.",Country,Texas
KNES,99.1 FM,Fairfield,"J & J Communications, Inc.",Country,Texas
KNET,1450 AM,Palestine,"Zula Com, LLC",Classic hits,Texas
KNEX,106.1 FM,Laredo,Leading Media Group Corp.,Top 40 (CHR),Texas
KNFM,92.3 FM,Midland,"Townsquare License, LLC",Country,Texas
KNFX-FM,99.5 FM,Bryan,"iHM Licenses, LLC",Classic rock,Texas
KNGO,1480 AM,Dallas,"Hammond Broadcasting Group, LLC",Asian/Hindi,Texas
KNHP-LP,100.9 FM,Corpus Christi,New Harvest Transformation Center,Silent,Texas
KNIN-FM,92.9 FM,Wichita Falls,"Townsquare License, LLC",Top 40 (CHR),Texas
KNJC-LP,99.9 FM,Houston,Nueva Jerusalen Church,Spanish religious,Texas
KNLE-FM,88.1 FM,Round Rock,"Ixoye Productions, Inc.","Religious, Contemporary Christian",Texas
KNLY,91.1 FM,New Waverly,Northwood Hispanic Communication Center,Regional Mexican,Texas
KNNK,100.5 FM,Dimmitt,"High Plains Radio Network, Inc.",Southern gospel,Texas
KNON,89.3 FM,Dallas,"Agape Broadcasting Foundation, Inc.","Community, Variety",Texas
KNOR,93.7 FM,Krum,Estrella Radio License of Dallas LLC,Regional Mexican,Texas
KNPI-LP,100.5 FM,Padre Island,Texas Pelican Media,Variety,Texas
KNRB,100.1 FM,Atlanta,"Family Worship Center Church, Inc.",Contemporary Christian,Texas
KNRG,92.3 FM,New Ulm,Roy E. Henderson TR/AS New Ulm Broadcasting Co.,Americana,Texas
KNRX,96.5 FM,Sterling City,"Townsquare License, LLC",Mainstream rock,Texas
KNTE,101.7 FM,Bay City,Estrella Radio License of Houston LLC,Regional Mexican,Texas
KNTH,1070 AM,Houston,Salem Communications Holding Corporation,News/Talk,Texas
KNTU,88.1 FM,Denton/McKinney,University of North Texas,Alternative rock,Texas
KNTX,1410 AM,Bowie,"Henderson Broadcasting Company, L.P.",Oldies/Community,Texas
KNUE,101.5 FM,Tyler,"Townsquare License, LLC",Country,Texas
KNUZ,106.1 FM,San Saba,"S Content Marketing, LLC",Country,Texas
KNVO-FM,101.1 FM,Port Isabel,"Entravision Holdings, LLC",Spanish adult hits,Texas
KOAU-LP,94.1 FM,Round Rock,Dios Abla Hoy,NA,Texas
KOCQ-LP,102.5 FM,Denton,Organizacion Cristiana La Hermosa Internacional Inc.,Spanish religious,Texas
KODA,99.1 FM,Houston,"iHM Licenses, LLC",Adult contemporary,Texas
KODM,97.9 FM,Odessa,"Townsquare License, LLC",Hot adult contemporary,Texas
KOER-LP,101.5 FM,Cypress,Rhema Gospel Radio,Urban gospel,Texas
KOFX,92.3 FM,El Paso,"Entravision Holdings, LLC",Classic hits,Texas
KOGT,1600 AM,Orange,"G-Cap Communications, Inc.",Country,Texas
KOGW,90.5 FM,Hartley,Top O' Texas Ed B/casting Foundation,Religious,Texas
KOHV-LP,99.5 FM,Houston,Centro Cristiano Mundial Fe y Amor Inc.,NA,Texas
KOIR,88.5 FM,Edinburg,"Rio Grande Bible Institute, Inc.",Religious,Texas
KOJP,95.3 FM,Presidio,Marfa Public Radio,Public radio,Texas
KOKE,1600 AM,Pflugerville,"Encino Broadcasting, LLC",Regional Mexican,Texas
KOKE-FM,99.3 FM,Thorndale,"Genuine Austin Radio, LP",Country,Texas
KOLE,1340 AM,Port Arthur,Birach Broadcasting Corporation,Brokered,Texas
KOLF-LP,100.7 FM,Plainview,Sacred Heart Educational Association,Catholic,Texas
KOLI,94.9 FM,Electra,Cumulus Licensing LLC,Country,Texas
KOLJ,1150 AM,Quanah,"James G. Boles, Jr.",Classic country,Texas
KOME-FM,95.5 FM,Tolar,Chisholm Trail Communications LLC,Classic hits,Texas
KOMX,100.3 FM,Pampa,"Pampa Broadcasters, Inc.",Country,Texas
KONE,101.1 FM,Lubbock,Alpha Media Licensee LLC,Classic rock,Texas
KONO,860 AM,San Antonio,"CMG NY/Texas Radio, LLC",Oldies,Texas
KONO-FM,101.1 FM,Helotes,"CMG NY/Texas Radio, LLC",Classic hits,Texas
KOOC,106.3 FM,Belton,"Townsquare Media Bloomington License, LLC",Rhythmic contemporary,Texas
KOOI,106.5 FM,Jacksonville,Alpha Media Licensee LLC,Adult hits (Jack FM),Texas
KOOP,91.7 FM,Hornsby,"Texas Educational Broadcasting Co-operative, Inc.",Community radio,Texas
KOOV,106.9 FM,Kempner,Armor of God Catholic Radio Apostolate,Country,Texas
KOPE,88.9 FM,Eldorado,The Center for Education Nonprofit Corp.,Jazz,Texas
KOPY,1070 AM,Alice,"Claro Communications, Ltd.",Spanish Christian,Texas
KOPY-FM,92.1 FM,Alice,"Claro Communications, Ltd.",Tejano,Texas
KORA-FM,98.3 FM,Bryan,"Brazos Valley Communications, Ltd.",Country,Texas
KORG-LP,95.3 FM,Cleveland,"Operation Refuge, Inc.",Oldies,Texas
KORQ,96.1 FM,Winters,Community Broadcast Partners LLC,Farm/Classic country,Texas
KOTX,98.7 FM,Hebbronville,"Xavier Entertainment, LLC",Regional Mexican,Texas
KOUL,107.7 FM,Agua Dulce,Minerva R. Lopez,Tejano,Texas
KOVE-FM,106.5 FM,Galveston,"Univision Radio Illinois, Inc.",Spanish adult hits,Texas
KOWF-LP,102.9 FM,Wichita Falls,Wichita Falls Hispanic American Family Foundation,NA,Texas
KOWJ-LP,101.1 FM,Lufkin,V.E. Leach Ministries,Silent,Texas
KOWO-LP,104.1 FM,Wimberley,Wimberley Texan Radio,Variety,Texas
KOXE,101.3 FM,Brownwood,Brown County Broadcasting Co.,Country,Texas
KOYE,96.7 FM,Frankston,Alpha Media Licensee LLC,Regional Mexican,Texas
KOYM-LP,99.7 FM,Houston,4ABN,Spanish religious,Texas
KOYN,93.9 FM,Paris,"East Texas Broadcasting, Inc.",Country,Texas
KPAC,88.3 FM,San Antonio,Texas Public Radio,Classical,Texas
KPAL,91.3 FM,Palacios,Centro Cristiano de Vida Eterna,Spanish religious,Texas
KPAN,860 AM,Hereford,KPAN Broadcasters,Country,Texas
KPAN-FM,106.3 FM,Hereford,KPAN Broadcasters,Country,Texas
KPAS,103.1 FM,Fabens,Algie A. Felder,Christian,Texas
KPBC-LP,93.1 FM,Childress,Parkview Baptist Church,Baptist,Texas
KPCO-FM,89.9 FM,Cooper,Iglesia Cristiana Ebenezer,Spanish religious,Texas
KPDE,91.5 FM,Eden,La Promesa Foundation,Catholic,Texas
KPDR,90.3 FM,Wheeler,Top O' Texas Educational Broadcasting Foundation,Religious,Texas
KPDW-LP,100.7 FM,Pharr,Iglesia Poder de Dios,Spanish religious,Texas
KPEP,106.5 FM,Eldorado,Tenn-Vol Corp.,Classic country,Texas
KPET,690 AM,Lamesa,DCB License Sub LLC,Country/News/Talk,Texas
KPEZ,102.3 FM,Austin,"iHM Licenses, LLC",Rhythmic contemporary,Texas
KPFC,91.9 FM,Callisburg,Camp Sweeney,Variety,Texas
KPFE-LP,97.1 FM,Corpus Christi,El Evangelio de Jesus,Religious,Texas
KPFG-LP,94.9 FM,Pasadena,Centro Cristiano Nuevo Amanecer A.D.,Spanish religious,Texas
KPFT,90.1 FM,Houston,"Pacifica Foundation, Inc.",Public radio,Texas
KPGA,91.9 FM,Morton,Educational Media Foundation,Contemporary worship (Air1),Texas
KPIA-LP,102.5 FM,Huntsville,St. Thomas Educational Association,Catholic,Texas
KPIR,1420 AM,Granbury,"KPIR Granbury, LLC",Talk,Texas
KPIT,91.7 FM,Pittsburg,"Holdsworth Educational Media, Inc.",News/Talk/Variety,Texas
KPJU-LP,88.9 FM,El Paso,South El Paso Hispanic Education Family Fundation,NA,Texas
KPKO,91.3 FM,Pecos,American Family Association,Inspirational (AFR),Texas
KPLT,1490 AM,Paris,"East Texas Broadcasting, Inc.",News/Talk,Texas
KPLT-FM,107.7 FM,Paris,"East Texas Broadcasting, Inc.",Top 40 (CHR),Texas
KPLU (FM),100.7 FM,Palacios,Centro Cristiano de Vida Eterna,NA,Texas
KPLV,88.7 FM,Corpus Christi,Educational Media Foundation,Contemporary Christian (K-Love),Texas
KPLX,99.5 FM,Fort Worth,"KPLX Lico, Inc.",Country,Texas
KPMA-FM,91.9 FM,Archer City,"Templo de Dios, Inc. 1",Spanish religious,Texas
KPMB,88.5 FM,Plainview,Centro Cristiano de Vida Eterna,Spanish religious,Texas
KPPA-LP,107.9 FM,Mexia,"Iglesia Jesucristo es mi Refugio de Mexia TX, Inc.",Spanish religious,Texas
KPPC-LP,96.9 FM,San Antonio,Alamo Methodist,Classic hits,Texas
KPQG,104.3 FM,Goliad,Hispanic Target Media Inc.,Regional Mexican,Texas
KPQP,106.1 FM,Panhandle,Hispanic Target Media Inc.,Regional Mexican,Texas
KPRC,950 AM,Houston,"iHM Licenses, LLC",Talk,Texas
KPRF,98.7 FM,Amarillo,"Townsquare License, LLC",Classic hits,Texas
KPRR,102.1 FM,El Paso,"iHM Licenses, LLC",Rhythmic contemporary,Texas
KPSM,99.3 FM,Brownwood,"BLM of Brownwood, Inc.",Contemporary Christian,Texas
KPSO-FM,106.3 FM,Falfurrias,Brooks Broadcasting Corporation,Country,Texas
KPTJ,104.5 FM,Grape Creek,La Unica Broadcasting Co.,Latin Mix,Texas
KPTX,98.3 FM,Pecos,"Parday, Inc.",Adult contemporary,Texas
KPUR,1440 AM,Amarillo,Cumulus Licensing LLC,Sports,Texas
KPUR-FM,95.7 FM,Claude,Cumulus Licensing LLC,Country,Texas
KPUS,104.5 FM,Gregory,"ICA Radio, Ltd.",Classic rock,Texas
KPUY,97.3 FM,Garwood,Centro Cristiano de Vida Eterna,NA,Texas
KPVC-LP,92.1 FM,Dallas,Iglesia Evangelica Vida y Esperanza,Spanish religious,Texas
KPVU,91.3 FM,Prairie View,Prairie View A&M University,College radio/Variety/Urban,Texas
KPWD,91.7 FM,Lefors,Solid Rock Foundation,Top 40 (CHR)/Adult album alternative,Texas
KPWJ,107.7 FM,Kurten,Bryan Broadcasting License Corporation,Contemporary Christian,Texas
KPWW,95.9 FM,Hooks,"Townsquare License, LLC",Top 40 (CHR),Texas
KPYK,1570 AM,Terrell,"Mohnkern Electronics, Inc.",Adult standards,Texas
KPYM,106.1 FM,Matagorda,Elohim Group Corporation,Silent,Texas
KPYN,900 AM,Atlanta,Freed AM Corp.,News/Talk,Texas
KPZX,94.7 FM,Paudcah,Luis E Giraldo,NA,Texas
KQAT-LP,104.9 FM,Hallsville,Hallsville Independent School District,Variety,Texas
KQBB,100.5 FM,Center,"Center Broadcasting Company, Inc.",Country,Texas
KQBI,91.7 FM,Encinal,Centro Cristiano de Vida Eterna,Spanish religious,Texas
KQBO,107.5 FM,Rio Grande City,"Sound Investments Unlimited, Inc.",Spanish,Texas
KQBQ,100.1 FM,Meyersville,"Rufus Resources, LLC",Classic country,Texas
KQBR,99.5 FM,Lubbock,"Townsquare License, LLC",Country,Texas
KQBT,93.7 FM,Houston,"iHM Licenses, LLC",Urban contemporary,Texas
KQBU,920 AM,El Paso,"97.5 Licensee TX, LLC",Silent,Texas
KQBU-FM,93.3 FM,Port Arthur,Tichenor License Corporation,Spanish sports,Texas
KQBZ,96.9 FM,Brownwood,Tackett-Boazman Broadcasting LP,Hot adult contemporary,Texas
KQCI,91.5 FM,Freer,Centro Cristiano de Vida Eterna,Spanish religious,Texas
KQDR,107.3 FM,Savoy,Prophecy Radio Group,Top 40 (CHR),Texas
KQEU-LP,101.7 FM,Houston,NTD Public Media,Ethnic/Chinese,Texas
KQFX,104.3 FM,Borger,"Viva Media, LLC",Regional Mexican,Texas
KQFZ-FM,89.1 FM,Valley View,"Templo de Dios, Inc. 1",Spanish religious,Texas
KQHM,102.7 FM,Zapata,"Hispanic Target Media, Inc.",Regional Mexican,Texas
KQHN,97.3 FM,Waskom,Cumulus Licensing LLC,Hot adult contemporary,Texas
KQIZ-FM,93.1 FM,Amarillo,Cumulus Licensing LLC,Rhythmic contemporary,Texas
KQLC,90.7 FM,Sealy,"L.C. Orrick Outreach, Inc.",Religious,Texas
KQLM,107.9 FM,Odessa,"Stellar Media, Inc.",Spanish,Texas
KQMD,88.1 FM,Quemado,Multimedeos Radio Ola,Spanish Contemporary Christian,Texas
KQMJ,104.7 FM,Blanket,Tracy McCutchen,Regional Mexican,Texas
KQOA,91.1 FM,Morton,La Promesa Foundation,Catholic,Texas
KQOS,91.7 FM,Albany,La Promesa Foundation,Catholic,Texas
KQPA-FM,91.9 FM,Paris,Iglesia Cristiana Ebenezer,Spanish religious,Texas
KQQB,1520 AM,Stockdale,The Raftt Corporation,Brokered programming,Texas
KQQK,107.9 FM,Beaumont,Estrella Radio License of Houston LLC,Regional Mexican,Texas
KQRP-LP,92.9 FM,Malakoff,Cedar Creek Educational Broadcasting Corporation,Classic country,Texas
KQRX,95.1 FM,Midland,"Brazos Communications West, LLC",Active rock,Texas
KQSA,97.9 FM,Batesville,Carlos Lopez,Conjunto,Texas
