number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore
3088,CoreOptimizer,"Oct 16, 2018",9.99,"0 .. 20,000",Nincent,Nincent,0,0,NA
3089,TRIP,"Oct 9, 2018",1.99,"0 .. 20,000",Pal Diaray,Pal Diaray,0,0,NA
3090,aMAZE Classic: Inverted,"Jun 18, 2018",0.99,"0 .. 20,000",Blender Games,Blender Games,0,0,NA
3091,Puzzle Monarch: Nile River,"Sep 23, 2018",0.49,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0,0,NA
3092,"Orb Labs, Inc.","Jun 11, 2018",8.99,"0 .. 20,000",Next Friday Interactive,Next Friday Interactive,0,0,NA
3093,PhotoVidShow,"Aug 29, 2018",24.99,"0 .. 20,000",Squidgy soft,Squidgy soft,0,0,NA
3094,i wanna be the Creator,"Nov 15, 2018",5.99,"0 .. 20,000",Aikesi,Aikesi,0,0,NA
3095,Travel Riddles: Mahjong,"Aug 31, 2018",9.99,"0 .. 20,000",Notus Games Ltd,Notus Games Ltd,0,0,NA
3096,Internet Simulator,"Mar 15, 2018",2.99,"0 .. 20,000",Kavkaz Sila Game,Kavkaz Sila Game,0,0,NA
3097,Fractal Chicken,"Jul 25, 2018",14.99,"0 .. 20,000",FireSine LLC,FireSine LLC,0,0,NA
3098,NoReload Heroes,"Apr 27, 2018",17.99,"0 .. 20,000",Stupid Stupid Games,Stupid Stupid Games,0,0,NA
3099,SOUND FORGE Pro 12 Steam Edition,"Jun 6, 2018",NA,"0 .. 20,000",MAGIX Software GmbH,MAGIX Software GmbH,0,0,NA
3100,Paint It Black,"Mar 20, 2018",2.99,"0 .. 20,000",Decabry,Decabry,0,0,NA
3101,AngeliaLost,"May 23, 2018",7.99,"0 .. 20,000",CangGu,CangGu,0,0,NA
3102,Pichon,"Mar 15, 2018",2.99,"0 .. 20,000","Lisandro Lorea, Crimson Ghost Games",Crimson Ghost Games,0,0,NA
3103,Maze Madness,"May 9, 2018",3.99,"0 .. 20,000",James Schilz,Syngaming Studios,0,0,NA
3104,Miss Fisher and the Deathly Maze,"Feb 12, 2018",7.99,"0 .. 20,000",Tin Man Games,Tin Man Games,0,0,NA
3105,Kamboja,"Mar 15, 2018",2.09,"0 .. 20,000","Rotciv Ocnarb, João ""Humming"" Luiz",Rotciv Ocnarb,0,0,NA
3106,Squeakers,"Feb 28, 2018",1.99,"0 .. 20,000",Marcin Skierski,Marcin Skierski,0,0,NA
3107,Orbits,"Mar 21, 2018",4.99,"0 .. 20,000","Avi Rosenblum, Bryant Jay",Avi Rosenblum,0,0,NA
3108,Zombie Flick | 僵尸快打,"Sep 28, 2018",3.99,"0 .. 20,000",Yiming,Yiming,0,0,NA
3109,European Mystery: Flowers of Death Collector's Edition,"Mar 5, 2018",9.99,"0 .. 20,000",Blam! Games,Big Fish Games,0,0,NA
3110,Evolution,"Apr 30, 2018",3.99,"0 .. 20,000",D1ONE,D1ONE,0,0,NA
3111,Monktastic,"Jan 30, 2018",0.99,"0 .. 20,000",Ryan Bissonnette,Ryan Bissonnette,0,0,NA
3112,BlubBlub: Quest of the Blob,"Feb 5, 2018",NA,"0 .. 20,000","Girls Make Games, Team Blub Blub","Girls Make Games, LearnDistrict, Inc.",0,0,NA
3113,Banshee Force,"Jan 31, 2018",9.99,"0 .. 20,000",Sapphire Software Inc,Sapphire Software Inc,0,0,NA
3114,Don't Notice Me,"Nov 7, 2018",7.99,"0 .. 20,000",Lana Lux,Lana Lux,0,0,NA
3115,Battlemage Training,"Jan 17, 2018",3.99,"0 .. 20,000",Mikael Mattsson,Mikael Mattsson,0,0,NA
3116,NeverBound,"Mar 26, 2018",19.99,"0 .. 20,000",Enthusiast Games,Enthusiast Games,0,0,NA
3117,Paradise City VR,"Dec 15, 2018",14.99,"0 .. 20,000",AlinoVR,AlinoVR,0,0,NA
3118,Idle Kingdom Builder,"Nov 5, 2018",NA,"0 .. 20,000",NeoBird,upjers,0,0,NA
3119,Zombie Rampage,"May 30, 2018",5.99,"0 .. 20,000",MellowStudios,MellowStudios,0,0,NA
3120,Trivia Vault Olympics Trivia,"Feb 28, 2018",0.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0,0,NA
3121,Light Cube,"Apr 30, 2018",0.99,"0 .. 20,000",Nekyau Games,Nekyau,0,0,NA
3122,Dragon World,"Dec 6, 2018",1.99,"0 .. 20,000",FreezeNova,FreezeNova,0,0,NA
3123,Terror for Two,"Oct 10, 2018",14.99,"0 .. 20,000",Koala Squad,Koala Squad,0,0,NA
3124,Sanguine Sanctum,"Sep 7, 2018",4.99,"0 .. 20,000",Modus Interactive Games,Modus Interactive Games,0,0,NA
3125,Talos VR,"Jan 1, 2018",2.99,"0 .. 20,000","GUANGZHOU HUANTEK CO.,LTD","GUANGZHOU HUANTEK CO.,LTD",0,0,NA
3126,Can You find it?,"Oct 6, 2018",0.99,"0 .. 20,000",Animal Mouth,Animal Mouth,0,0,NA
3127,Cube Zone,"May 15, 2018",4.99,"0 .. 20,000",Blazewing,Blazewing,0,0,NA
3128,Teeny Heist,"Feb 11, 2018",0.99,"0 .. 20,000",The Burning Red Design,The Burning Red Design,0,0,NA
3129,MRS SNAKE,"Mar 19, 2018",1.99,"0 .. 20,000",Create Our Freedom,Create Our Freedom,0,0,NA
3130,The Monk and the Warrior. The Heart of the King.,"Mar 2, 2018",3.99,"0 .. 20,000",Paper Pirates,Paper Pirates,0,0,NA
3131,Zero spring episode 1 Japanese version,"Oct 24, 2018",NA,"0 .. 20,000",Sonic-Alpha,NS,0,0,NA
3132,Thunder Kid,"Oct 22, 2018",3.99,"0 .. 20,000",Renegade Sector Games,Renegade Sector Games,0,0,NA
3133,Dungeon Girl,"Jul 30, 2018",11.99,"0 .. 20,000",Inu to Neko,Fruitbat Factory,0,0,NA
3134,Mars Troopers - 生化奇兵2019,"Jul 21, 2018",1.19,"0 .. 20,000",Beyond Games,Beyond Games,0,0,NA
3135,Warrecs,"Jul 31, 2018",NA,"0 .. 20,000",Michael Amzovski,Michael Amzovski,0,0,NA
3137,Future City Coaster,"Mar 29, 2018",1.99,"0 .. 20,000",Builder7,Zloy Krot Studio,0,0,NA
3138,The Haunting of Billy,Feb 2018,7.99,"0 .. 20,000",Targon Studios,Aaron Legault,0,0,NA
3139,Non-Linear Text Quests,"Jul 24, 2018",NA,"0 .. 20,000",NLB project,NLB project,0,0,NA
3140,Ultimate Legends,"Dec 24, 2018",1.99,"0 .. 20,000",TheoNeo Games,TheoNeo Games,0,0,NA
3141,Solas and the White Winter,"Apr 13, 2018",9.99,"0 .. 20,000",Savepoint Studios,Savepoint Studios,0,0,NA
3142,Legion's Crawl,"Jul 31, 2018",4.99,"0 .. 20,000",Turnspender,Turnspender,0,0,NA
3143,Koboomballs,"Nov 30, 2018",4.99,"0 .. 20,000",Yargybot,Yargybot,0,0,NA
3144,Melancholy Republic,"Apr 11, 2018",9.99,"0 .. 20,000",Cloud Runner Studios,None,0,0,NA
3145,Dizzy Dungeon,"May 7, 2018",4.99,"0 .. 20,000",DigiFeather,DigiFeather,0,0,NA
3146,Survival,"Oct 1, 2018",14.99,"0 .. 20,000",重庆第五维科技有限公司,重庆第五维科技有限公司,0,0,NA
3147,Patent9 - Goddess of Trust,"Mar 11, 2018",NA,"0 .. 20,000",Killer Bees Games,Killer Bees Games,0,0,NA
3148,Blood City,"Aug 30, 2018",2.99,"0 .. 20,000",WJLEGAME,WJLEGAME,0,0,NA
3149,Home Architect - Design your floor plans in 3D - Ultimate Edition,"Sep 13, 2018",199.99,"0 .. 20,000",Vicabo,Anuman Interactive,0,0,NA
3150,Defend the Highlands: World Tour,"Jan 26, 2018",9.99,"0 .. 20,000",Kilted Camel,KISS ltd,0,0,NA
3151,Fitzzle Mighty Bears,"Feb 19, 2018",4.99,"0 .. 20,000",Red Dolphin Games,VT Publishing,0,0,NA
3152,Slay The Dragon,"Aug 22, 2018",2.99,"0 .. 20,000",ByteErrsLots Games,ByteErrsLots Games,0,0,NA
3153,Sakura Sakura,"Nov 19, 2018",34.99,"0 .. 20,000",Hiqosoft,Sol Press,0,0,NA
3154,阿达三国志2019 竖版 Three Kingdoms 2019,"Nov 29, 2018",NA,"0 .. 20,000",阿达游戏,阿达游戏,0,0,NA
3155,"Zap, Blast, Loot","Nov 1, 2018",9.99,"0 .. 20,000",David Williamson,David Williamson,0,0,NA
3156,MazeBot,"May 3, 2018",NA,"0 .. 20,000",Dynamite Whale,Dynamite Whale,0,0,NA
3157,Trivia Vault: Celebrity Trivia,"May 2, 2018",0.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0,0,NA
3158,SlipDrive,"Aug 17, 2018",4.99,"0 .. 20,000",Kinsei Games,Kinsei Games,0,0,NA
3159,Jack and Sara: Educational game,"May 2, 2018",1.99,"0 .. 20,000",Reew Games,Reew Games,0,0,NA
3160,Element,"Jul 26, 2018",11.99,"0 .. 20,000",Flightless,Flightless,0,0,NA
3161,Rounders (Arena),"Sep 27, 2018",0.99,"0 .. 20,000","Machinus Studio, Leonardo Couto",Machinus Studio,0,0,NA
3162,SHARK,"May 10, 2018",0.99,"0 .. 20,000",Trinity gaming,Freshtrax,0,0,NA
3163,oOo: Ascension,"Sep 26, 2018",9.99,"0 .. 20,000",Kenny Creanor,Extra Mile Studios,0,0,NA
3164,BurningBridges VR,"Apr 26, 2018",4.99,"0 .. 20,000","Cécile Amstad, James Lennon, Lindsay Orsini, Himanshu Chaudhary, Hunter Kyle",Amstad Digital,0,0,NA
3165,Simon the Sorcerer: 25th Anniversary Edition,"Apr 3, 2018",8.99,"0 .. 20,000","MojoTouch, Adventure Soft",MojoTouch,0,0,NA
3166,Oneness,"Mar 29, 2018",0.99,"0 .. 20,000",Aya Game Studio,Aya Game Studio,0,0,NA
3167,Mad Zombie,"Feb 24, 2018",9.99,"0 .. 20,000",OranCG,OranCG,0,0,NA
3168,Fantasy World,"Jan 16, 2018",3.99,"0 .. 20,000",LaserStone,Dagestan Technology,0,0,NA
3169,Unity of Four Elements,"Feb 10, 2018",0.99,"0 .. 20,000",alexeibelih,alexeibelih,0,0,NA
3170,Anime Girl Slide Puzzle,"Dec 31, 2018",1.99,"0 .. 20,000",Top Hat House,Top Hat House,0,0,NA
3171,Animals Memory: Insect,"Jan 26, 2018",0.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Studio,0,0,NA
3172,Charlotte,"Apr 9, 2018",NA,"0 .. 20,000",Extinct Angel,MAGIC Spell Studios,0,0,NA
3173,Powerless,"Dec 18, 2018",4.99,"0 .. 20,000",Narratio,Narratio,0,0,NA
3174,Squirrel Sphere,"Jun 29, 2018",6.99,"0 .. 20,000",Sean Davy,Sean Davy,0,0,NA
3175,Smart Cube,"Jul 31, 2018",0.99,"0 .. 20,000",Georgian Opariuc,Georgian Opariuc,0,0,NA
3176,Icky,"Feb 6, 2018",0.99,"0 .. 20,000",Steedie,Steedie,0,0,NA
3177,Hyper Simon X,"Aug 8, 2018",0.99,"0 .. 20,000",NukGames,NukGames,0,0,NA
3178,UNIDENTIFIED,"Nov 29, 2018",15.99,"0 .. 20,000",DARKSIDEMOON,DARKSIDEMOON,0,0,NA
3179,Dark Grim Mariupolis,"Mar 20, 2018",4.99,"0 .. 20,000",Team Mariupolis,Xitilon,0,0,NA
3180,JumpoPitec,"Dec 2, 2018",NA,"0 .. 20,000",S-studio,azimut team,0,0,NA
3181,cityglitch,"Feb 23, 2018",2.99,"0 .. 20,000",mindfungus,mindfungus,0,0,NA
3182,Croquet Pro,"Nov 15, 2018",0.99,"0 .. 20,000",Falling Ninja Productions,Top Secret Studios LLC,0,0,NA
3183,Strange Night ll,"Feb 4, 2018",10.99,"0 .. 20,000",LB,LB,0,0,NA
3184,Dark Dimensions: Homecoming Collector's Edition,"Nov 9, 2018",9.99,"0 .. 20,000",Daily Magic Productions,Big Fish Games,0,0,NA
3185,March to Glory,"Apr 13, 2018",19.99,"0 .. 20,000",Shenandoah Studio,Slitherine Ltd.,0,0,NA
3186,Hunt and Snare,"Dec 17, 2018",29.99,"0 .. 20,000","Ruffleneck, Hareress, Drathek, Nullbunny",Ruffleneck,0,0,NA
3187,Thunderbolt,"Feb 26, 2018",0.49,"0 .. 20,000",LillyWelland Inc.,Bitlock Studio,0,0,NA
3188,The Hour Has Come,"Dec 25, 2018",4.99,"0 .. 20,000",Obadiah D Luna,Obadiah D Luna,0,0,NA
3189,Nibû,"Jan 18, 2018",14.99,"0 .. 20,000",Enki,Enki,0,0,NA
3190,Tadpole Swimmer,"Oct 21, 2018",2.99,"0 .. 20,000","Linke Yu, Jimmy Yang",Biscuit Cat Studio,0,0,NA
3191,Bomb Hunter MT,"Apr 3, 2018",1.99,"0 .. 20,000",BlockGames,BlockGames,0,0,NA
3192,Symphonic Mayhem,"Oct 22, 2018",4.99,"0 .. 20,000",Little Robot Games,Little Robot Games,0,0,NA
3193,Pushover,"Apr 13, 2018",4.99,"0 .. 20,000",Ocean Software,Classics Digital,0,0,NA
3194,Sable Maze: Twelve Fears Collector's Edition,"Oct 26, 2018",9.99,"0 .. 20,000",Daily Magic Productions,Big Fish Games,0,0,NA
3195,Gift of Life: Key of Solomon,"Mar 7, 2018",1.99,"0 .. 20,000",BGIXED,Atriagames,0,0,NA
3196,Hard Work,"Sep 14, 2018",17.99,"0 .. 20,000",Matchasoft,Denpasoft,0,0,NA
3197,Adventures Of Pipi 2 Save Hype,"May 24, 2018",0.99,"0 .. 20,000","Nikita ""Ghost_RUS""",Ghost_RUS Games,0,0,NA
3198,Hentai Defense,"Sep 25, 2018",0.99,"0 .. 20,000",Hentai.US,Hentai.US,0,0,NA
3199,The Midnight Sanctuary,"Oct 3, 2018",9.99,"0 .. 20,000",CAVYHOUSE,Sony Music Entertainment (Japan) Inc. / UNTIES,0,0,NA
3200,Bombjour,"Sep 14, 2018",4.99,"0 .. 20,000",Ashley Coleman,Ashley Coleman,0,0,NA
3202,Oh Ship Arena,"Sep 5, 2018",0.99,"0 .. 20,000",Steve Reynolds,Steve Reynolds,0,0,NA
3203,Experiment Gone Rogue,"Dec 20, 2018",24.99,"0 .. 20,000",Repulse,SZH,0,0,NA
3204,ActionpaintVR,"Sep 10, 2018",5.99,"0 .. 20,000",DNV,DNV,0,0,NA
3205,Jump Jumpz,"Dec 4, 2018",NA,"0 .. 20,000",Gronzragüer Games,Gronzragüer Games,0,0,NA
3206,Space Break,"Aug 12, 2018",1.99,"0 .. 20,000",Dhause,Dhause,0,0,NA
3207,DESPOILER,"Mar 29, 2018",9.99,"0 .. 20,000",Parallax Labs,Parallax Labs,0,0,NA
3208,Merlin Soccer,"Aug 3, 2018",1.99,"0 .. 20,000",Educational Games,Educational Games,0,0,NA
3209,No Way Out - A Dead Realm Tale,"Oct 26, 2018",19.99,"0 .. 20,000",Game Mechanic Studios,3BLACKDOT,0,0,NA
3210,Shadow Blood VR,"Aug 7, 2018",7.99,"0 .. 20,000",UTPlus Interactive Inc.,UTPlus Interactive Inc.,0,0,NA
3211,Mech League Boxing,"Jan 10, 2018",8.99,"0 .. 20,000",VRGEN,VRGEN,0,0,NA
3212,Magical girl's labyrinth,"Aug 11, 2018",15.99,"0 .. 20,000",SQUARE PHOENIX,SQUARE PHOENIX,0,0,NA
3213,Animals Memory: Dogs,"Jan 16, 2018",0.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Studio,0,0,NA
3214,Labyrinths of Umbra,"Jun 27, 2018",0.99,"0 .. 20,000",Jonrador,Jonrador,0,0,NA
3215,Defender Faith,"Jun 1, 2018",0.99,"0 .. 20,000",Oblom studio,Enjoy Games,0,0,NA
3216,Hollow Bliss,"Oct 31, 2018",NA,"0 .. 20,000",Yai Gameworks,Yai Gameworks,0,0,NA
3217,安全教育,"Jun 3, 2018",199.99,"0 .. 20,000",Colyu,Colyu,0,0,NA
3218,Castle: Jigsaw Puzzles,"May 23, 2018",1.99,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0,0,NA
3219,Conjury of Nature,"May 18, 2018",4.99,"0 .. 20,000",SDC Ventures,SDC Ventures,0,0,NA
3220,Melordandek,"Dec 22, 2018",11.99,"0 .. 20,000",Hanged Bunny Studio,Hanged Bunny Studio,0,0,NA
3221,Syko Swinger,"Apr 23, 2018",0.99,"0 .. 20,000",Siddharth Bhavsar,Siddharth Bhavsar,0,0,NA
3222,Lost Borderline,"May 3, 2018",NA,"0 .. 20,000",PigeonCube Studios,PigeonCube Studios,0,0,NA
3223,Colosso Crystal Skulls,"May 1, 2018",10.99,"0 .. 20,000",Thomas Campana,Campana Productions,0,0,NA
3224,PRO FISHING SIMULATOR,"Nov 29, 2018",39.99,"0 .. 20,000",Sanuk Games,Bigben Interactive,0,0,NA
3225,Spadyssey,"Mar 28, 2018",1.99,"0 .. 20,000",MOGO,MOGO,0,0,NA
3226,Kingdom Clicker,"Mar 30, 2018",0.99,"0 .. 20,000",Maximilian Ritters,Maximilian Ritters,0,0,NA
3227,BRIKS 2,"Mar 13, 2018",9.99,"0 .. 20,000",Smobile,Smobile,0,0,NA
3228,Seek Love,"Nov 21, 2018",NA,"0 .. 20,000",SUNYU Software,SUNYU Software,0,0,NA
3229,Cobalt Dedicated Server,"Feb 13, 2018",NA,"0 .. 20,000",NA,NA,0,0,NA
3230,Mysteries of Neverville: The Runestone of Light,"Dec 21, 2018",2.49,"0 .. 20,000",Urchin Games,HH-Games,0,0,NA
3231,Martha Madison: Energy,"Feb 8, 2018",1.99,"0 .. 20,000",Second Avenue Learning,Second Avenue Learning,0,0,NA
3232,New World: The Tupis,"Mar 20, 2018",2.99,"0 .. 20,000",Novo Mundo,Novo Mundo,0,0,NA
3233,Math Tile,"Feb 8, 2018",1.99,"0 .. 20,000",Luchun,Luchun,0,0,NA
3234,Frequent Flyer: A Long Distance Love Story,"Mar 12, 2018",4.99,"0 .. 20,000",NewWestGames,NewWestGames,0,0,NA
3235,Biotix: Phage Genesis,"Apr 16, 2018",NA,"0 .. 20,000",Ten Percent Red,Ten Percent Red,0,0,NA
3236,Brotherhood United,"Jun 15, 2018",5.19,"0 .. 20,000",Greedy Hollow,Myoubouh Corp,0,0,NA
3237,Gambol,"Mar 27, 2018",9.99,"0 .. 20,000",Mike Pickering,Mike Pickering,0,0,NA
3238,AstroViking,"Aug 10, 2018",2.99,"0 .. 20,000",Artii Games LLC,Artii Games LLC,0,0,NA
3239,After Life VR,"Jan 3, 2018",4.99,"0 .. 20,000",Pablo Rueda Feraud,Pablo Rueda Feraud,0,0,NA
3240,DAISENRYAKU PERFECT 4.0/大戦略パーフェクト4.0,"Oct 1, 2018",59.99,"0 .. 20,000",SystemSoft Alpha Corporation,SystemSoft Alpha Corporation,0,0,NA
3241,The Castle Disaster 2,"Jul 13, 2018",0.99,"0 .. 20,000",ImperiumGame,ImperiumGame,0,0,NA
3242,Origin of Decay,"Nov 26, 2018",6.99,"0 .. 20,000",SimppleGames,SimppleGames,0,0,NA
3243,Alice in Wonderland - Hidden Objects,"Mar 6, 2018",1.99,"0 .. 20,000",Mzonestudio,Microïds Indie,0,0,NA
3244,Trainiac,"May 28, 2018",2.99,"0 .. 20,000",Max Grindebäck,Max Grindebäck,0,0,NA
3245,Shopkeeper Simulator VR,"Sep 19, 2018",2.24,"0 .. 20,000",Glock Software,Glock Software,0,0,NA
3246,Cute Girls 可爱的女孩,"Oct 21, 2018",3.99,"0 .. 20,000",Dance studio mix,Dance studio mix,0,0,NA
3247,Oops!!! I Slept With Your Mom,"Sep 21, 2018",1.99,"0 .. 20,000",Hidoi Games,Hidoi Games,0,0,NA
3248,Koropokkur in Love ~A Little Fairy’s Tale~,"Sep 27, 2018",14.99,"0 .. 20,000",MangaGamer,MangaGamer,0,0,NA
3249,Glaive: Brick Breaker,"Apr 26, 2018",5.99,"0 .. 20,000",Blue Sunset Games,Blue Sunset Games,0,0,NA
3250,Kingdoms Of Marazia,"Aug 6, 2018",4.99,"0 .. 20,000",Fire Dragon Studios,Fire Dragon Studios,0,0,NA
3251,Boxing Apocalypse,"Apr 20, 2018",19.99,"0 .. 20,000","Gotham City Films, LLC","Gotham City Films, LLC",0,0,NA
3252,Tribloos 3,"Apr 12, 2018",5.99,"0 .. 20,000",BumpkinBrothers,BumpkinBrothers,0,0,NA
3253,AstroBlast VR,"Dec 12, 2018",2.99,"0 .. 20,000",Lucid Pixel,Lucid Pixel,0,0,NA
3254,Sacrament,"Mar 8, 2018",1.99,"0 .. 20,000",MagicHouse,Paradise Project,0,0,NA
3255,Air Raid Over Britain,"Mar 22, 2018",NA,"0 .. 20,000",Bad Rhino Games LLC,Bad Rhino Games LLC,0,0,NA
3256,Infinity Escape,"Jan 24, 2018",0.99,"0 .. 20,000",XiNFiNiTY Games,OtakuMaker SARL,0,0,NA
3257,Feelin,"Aug 22, 2018",4.99,"0 .. 20,000",Feelin Games,Feelin Games,0,0,NA
3258,Ancient Rush 2,"May 4, 2018",2.99,"0 .. 20,000",Heideland GameWorks,Heideland GameWorks,0,0,NA
3259,Atoms,"Feb 7, 2018",29.99,"0 .. 20,000",视趣互动,视趣互动,0,0,NA
3260,MIAZMA or the Devil's Stone,"May 2, 2018",9.99,"0 .. 20,000",Private Moon Studios,Microïds Indie,0,0,NA
3261,Romancing Monarchy,"Jul 24, 2018",2.99,"0 .. 20,000",Rouhana,Rouhana,0,0,NA
3263,VR Dunhuang,"Jan 9, 2018",9.99,"0 .. 20,000","Beijing Gravitational Waves VR technology co.,LTD","Beijing Gravitational Waves VR technology co.,LTD",0,0,NA
3264,Long Road,"Sep 10, 2018",9.99,"0 .. 20,000",AhmetBehram,Nexcore Studios,0,0,NA
3266,Wolf Balls,"May 17, 2018",4.99,"0 .. 20,000",N.R. Burnette,N.R. Burnette,0,0,NA
3268,Float,"Nov 21, 2018",5.99,"0 .. 20,000",Gravity Game Studio,Gravity Game Studio,0,0,NA
3269,Space2D,"Jun 10, 2018",19.99,"0 .. 20,000",Brainchild,Brainchild,0,0,NA
3272,While I Sleep I am Debug,"Feb 27, 2018",6.99,"0 .. 20,000",Joyjoymoto,Joyjoymoto,0,0,NA
3274,Circle UP,"May 17, 2018",3.99,"0 .. 20,000",CybeRoar,CybeRoar,0,0,NA
3275,Apocalypse: The Game,"Oct 18, 2018",5.24,"0 .. 20,000",Harley Game Studios,Harley GW Dolton,0,0,NA
3276,Aeioth RPG,"Aug 30, 2018",24.99,"0 .. 20,000",Ahndong Studio,Ahndong Studio,0,0,NA
3277,Cruz Brothers,"Mar 19, 2018",9.99,"0 .. 20,000",DCF Studios,DCF Studios,0,0,NA
3278,Slime Age: Parody MMORPG Clicker,"Aug 22, 2018",0.99,"0 .. 20,000",Andrew Chuprina,Andrew Chuprina,0,0,NA
3279,Great Old One - Arrival,"Dec 3, 2018",8.99,"0 .. 20,000",Mahjong Knight,Mahjong Knight,0,0,NA
3280,Chase,"Aug 16, 2018",NA,"0 .. 20,000",Acrylec Studios,Acrylec Studios,0,0,NA
3281,Crayola Scoot,"Oct 16, 2018",19.99,"0 .. 20,000",Climax Studios,Outright Games,0,0,NA
3282,Questery,"Apr 20, 2018",0.99,"0 .. 20,000",Stequer,Stequer,0,0,NA
3284,Thrust & Shoot : Flight School,"Feb 14, 2018",9.99,"0 .. 20,000",Hellride Games,Hellride Games,0,0,NA
3285,Gates of Horn and Ivory,"Sep 7, 2018",14.99,"0 .. 20,000",Please Be Patient,Please Be Patient,0,0,NA
3286,Félix VR,"Apr 15, 2018",NA,"0 .. 20,000",Future Lighthouse,MOVISTAR+,0,0,NA
3288,Simson Tuningwerkstatt 3D,"Jan 1, 2018",29.99,"0 .. 20,000","Silvio Mölter, Marcel Mölter",Thinking-Twins GbR,0,0,NA
3290,Puzzles By Axis Hyper,"Sep 16, 2018",1.99,"0 .. 20,000",Cubic Bit,Cubic Bit,0,0,NA
3292,The Adventurous Four,"Mar 22, 2018",3.99,"0 .. 20,000",NLB project,NLB project,0,0,NA
3294,Tropical Escape,"Feb 15, 2018",1.99,"0 .. 20,000","Stefan Stankovic, Nikola Lackovic","Stefan Stankovic, Nikola Lackovic",0,0,NA
3296,Invasion Zero,"Dec 18, 2018",NA,"0 .. 20,000",NeatVibez,NeatVibez,0,0,NA
3298,Elections Simulator 2018,"Mar 17, 2018",0.99,"0 .. 20,000",Malaca Games,MoyBatya,0,0,NA
3299,Moonfall Ultimate,"Sep 4, 2018",12.99,"0 .. 20,000",Fishcow Studio,Wales Interactive,0,0,NA
3301,Hat Hunters,"Jun 30, 2018",NA,"0 .. 20,000",Nicholas Ingulfsen,Beastereggs,0,0,NA
3303,Fruit couple,"Jul 13, 2018",0.99,"0 .. 20,000",Sly,SlyGames,0,0,NA
3304,The Far Kingdoms: Age of Solitaire,"Dec 29, 2018",3.74,"0 .. 20,000",Lazy Turtle Games,HH-Games,0,0,NA
3305,Round Ways,"Jun 4, 2018",3.99,"0 .. 20,000",Karton Robot,Göksan Güner,0,0,NA
3307,Dog Theatre,"Jan 29, 2018",2.99,"0 .. 20,000",Kyon Games,Kyon Games,0,0,NA
3309,Dungeons of Tal'Doria,"Jul 12, 2018",19.99,"0 .. 20,000",SuneX Games,SuneX Games,0,0,NA
3310,Raptor: Cretaceous Island,"Nov 23, 2018",7.99,"0 .. 20,000",AVB VR Games,AVB VR Games,0,0,NA
3311,The Witch's House MV,"Oct 30, 2018",14.99,"0 .. 20,000",Fummy,DANGEN Entertainment,0,0,NA
3312,Seacurity Breach,"Dec 17, 2018",9.99,"0 .. 20,000",Soaphog,Soaphog,0,0,NA
3313,Castle Agony,"Mar 26, 2018",6.99,"0 .. 20,000",The Pompous Pixel,The Pompous Pixel,0,0,NA
3314,Kynseed,"Nov 8, 2018",9.99,"0 .. 20,000",PixelCount Studios,PixelCount Studios,0,0,NA
3316,His Chuunibyou Cannot Be Cured!,"Mar 22, 2018",14.99,"0 .. 20,000",Tamaya Kagiya,MangaGamer,0,0,NA
3317,月夜下的紅茶杯 ~ Blacktea With Moon,"May 8, 2018",0.99,"0 .. 20,000",凝冰剑斩,凝冰剑斩,0,0,NA
3319,Marvelous Designer 8 for Steam,"Nov 6, 2018",320,"0 .. 20,000",CLO Virtual Fashion,CLO Virtual Fashion,0,0,NA
3322,YAPP2: Yet Another Pushing Puzzler,"Jul 20, 2018",1.99,"0 .. 20,000",Artless Games,Artless Games,0,0,NA
3323,MewnBase,"Dec 7, 2018",5.99,"0 .. 20,000",Cairn4,Cairn4,0,0,NA
3324,Volatile Triangle,"Mar 2, 2018",1.99,"0 .. 20,000",TraxxGames,TraxxGames,0,0,NA
3328,Paladin Duty - Knights and Blades,"Mar 7, 2018",0.59,"0 .. 20,000",Fabio Cunha,Fabio Cunha,0,0,NA
3331,Ambition,"Sep 6, 2018",NA,"0 .. 20,000","Henry Dang, Leander Jeyasing, Ethan Johnson, Kevin Cheng",Henry Dang PRG,0,0,NA
3332,Accounting+,"Oct 18, 2018",11.99,"0 .. 20,000","Crows Crows Crows, Squanch Games",Crows Crows Crows,0,0,NA
3334,War of Criminals,"Mar 16, 2018",3.99,"0 .. 20,000",Art Of Adventures,Art Of Adventures,0,0,NA
3335,Broken Reality,"Nov 29, 2018",14.99,"0 .. 20,000",Dynamic Media Triad,Digital Tribe,0,0,NA
3336,Garage Master 2018,"Jul 12, 2018",3.99,"0 .. 20,000",Fury Games Production,Fury Games Production,0,0,NA
3337,ASH OF WAR,"Nov 2, 2018",1.49,"0 .. 20,000",Two-Way Ltd.,Two-Way Ltd.,0,0,NA
3338,Raptainment,"Apr 18, 2018",12.99,"0 .. 20,000",IzmirRecht,IzmirRecht,0,0,NA
3339,Citrouille,"Nov 4, 2018",9.99,"0 .. 20,000",Lumen Section,Plug In Digital,0,0,NA
