subcategory,rank,year,name,title,publisher
Cookbook Hall of Fame,Winner,1991,Waverly Root,The Food of France and The Food of Italy,NA
Cookbook of the Year,Winner,1991,Alice Medrich,Cocolat: Extraordinary Chocolate Desserts,(Warner Books)
Baking & Desserts,Nominee,1991,The Editors of Better Homes & Gardens,Old Fashioned Home Baking,(Meredith Corporation)
"Fruits, Vegetables & Grains",Nominee,1991,The Moosewood Collective,Sundays at Moosewood Restaurant,(Fireside/Simon & Schuster)
Health and Diet,Nominee,1991,The Editors of Sunset Magazine,Light & Healthy Cook Book,(Sunset Publishing Corporation)
Techniques,Nominee,1991,Jean Anderson,Microways,(Doubleday)
Baking & Desserts,Winner,1991,Rose Levy Beranbaum,Rose's Christmas Cookies,(William Morrow & Co.)
Techniques,Nominee,1991,Elaine Hanna,Microways,(Doubleday)
Best Food Photography,Nominee,1991,Romano Vada,The Heritage of Italian Cooking,(Random House)
Best Food Photography,Nominee,1991,John Sims,The Heritage of Italian Cooking,(Random House)
Best Food Photography,Winner,1991,Patricia Brabant,Cocolat: Extraordinary Chocolate Desserts,(Warner Books)
Best Food Photography,Nominee,1991,Alan Rosenberg,America the Beautiful Cookbook: Authentic Recipes from the United States of America,(Collins Publishers)
Single Subject,Nominee,1991,Elizabeth Wheeler,The Yachting Cookbook,(Crown Publishers)
Single Subject,Nominee,1991,Jennifer Trainer Thompson,The Yachting Cookbook,(Crown Publishers)
Single Subject,Nominee,1991,John Bear,Morning Food,(Ten Speed Press)
Single Subject,Nominee,1991,Margaret Fox,Morning Food,(Ten Speed Press)
Writing on Food,Nominee,1991,Jean Tibbets,The Well-Tooled Kitchen,(William Morrow)
Writing on Food,Nominee,1991,Fred Bridge,The Well-Tooled Kitchen,(William Morrow)
Writing on Food,Nominee,1991,A. Zee,"Swallowing Clouds: A Playful Journey Through Chinese Culture, Language & Cuisine",(Simon & Schuster)
Wine & Spirits,Nominee,1991,Miles Lambert-Gocs,The Wines of Greece,(Faber & Faber)
Wine & Spirits,Nominee,1991,Matt Kramer,Making Sense of Burgundy,(William Morrow)
Techniques,Nominee,1991,Julie Sahni,Moghul Microwave: Cooking Indian Food the Modern Way,(William Morrow)
Special Occasions,Nominee,1991,Jane Brody,Jane Brody's Good Food Gourmet,(W.W. Norton & Co.)
Special Occasions,Nominee,1991,Susan Branch,Christmas from the Heart of the Home,"(Little, Brown & Co.)"
International,Nominee,1991,Valentina Harris,Recipes from an Italian Farmhouse,(Simon & Schuster)
International,Nominee,1991,John Welchman,Please to the Table: The Russia Cookbook,(Workman Publishing)
Health and Diet,Nominee,1991,Terry Joyce Blonder,For Goodness' Sake: An Eating Well Guide to Creative Low-Fat Cooking,(Camden House Publishing)
"Fruits, Vegetables & Grains",Nominee,1991,Veronika Muller,Salads,(Van Nostrand Reinhold)
Every Day Cooking,Nominee,1991,Helen Witty,Mrs. Witty's Home-Style Menu Cookbook,(Workman Publishing)
Every Day Cooking,Nominee,1991,Melanie Barnard,Let's Eat In,(Prentice Hall Press)
Every Day Cooking,Nominee,1991,Brooke Dojny,Let's Eat In,(Prentice Hall Press)
American Regional,Nominee,1991,John B. Shields,The Chesapeake Bay Cookbook,(Aris Books/Addison-Wesley)
Techniques,Winner,1991,John Doc Willoughby,"The Thrill of the Grill: Techniques, Recipes & Down-Home Barbecue",(William Morrow & Co.)
Techniques,Winner,1991,Christopher Schlesinger,"The Thrill of the Grill: Techniques, Recipes & Down-Home Barbecue","(William Morrow & Company, Inc.)"
American Regional,Nominee,1991,Betty Groff,Betty Groff's Pennsylvania Dutch Cookbook,(Macmillan Publishing Co.)
Americana,Nominee,1991,Nancy Verde Barr,We Called It Macaroni: An American Heritage of Southern Italian Cooking,(Alfred A. Knopf)
Americana,Nominee,1991,Betsy Balsley,Best Recipes from the Los Angeles Times,"(Harry N. Abrams, Inc.)"
Health and Diet,Winner,1991,Sally Schneider,The Art of Low-Calorie Cooking,"(Stewart, Tabori & Chang)"
International,Winner,1991,Anya Von Bremzen,Please to the Table: The Russia Cookbook,(Workman)
International,Nominee,1991,Carol Field,"Celebrating Italy: Feasts, Festivals and Foods","(William Morrow & Company, Inc.)"
Americana,Winner,1991,Phillip Stephen Schulz,America the Beautiful Cookbook,(HarperCollins)
Every Day Cooking,Winner,1991,Jacques Pépin,The Short-Cut Cook,(William Morrow & Co.)
Single Subject,Winner,1991,Susan Costner,Susan Costner's Great Sandwiches,(Crown)
Special Diet,Winner,1990,Scott Grundy MD,"American Heart Association Low Fat, Low Cholesterol Cookbook",()
Single Subject,Winner,1990,Emelie Tolley,Cooking with Herbs,()
Entertaining,Winner,1990,Crabtree & Evelyn Ltd.,Crabtree & Evelyn Cookbook,()
Light & Healthy,Winner,1990,Ellen Brown,Gourmet Gazelle Cookbook,()
Single Subject,Winner,1990,Alan Davidson,Seafood,()
Baking & Desserts,Winner,1990,Maurice Bernachon,A Passion for Chocolate,()
General,Winner,1990,Anne Willan,La Varenne Pratique,()
European,Winner,1990,Patricia Wells,Bistro Cooking,()
American Regional,Winner,1990,Marcia Adams,"Cooking from Quilt Country,COOKING FROM QUILTY COUNTRY",()
Wine & Spirits,Winner,1990,Hugh Johnson,Vintage: The Story of Wine,()
Cookbook Hall of Fame,Winner,1990,M.F.K. Fisher,The Art of Eating,NA
American Regional,Winner,1990,Colman Andrews,(),NA
Writing on Food,Winner,1990,Charles Delmar,Essential Cook: Everything You Really Need to Know About Foods and Cooking,()
Special Methods,Winner,1990,Barbara Kafka,Microwave Gourmet Health Style Cookbook,()
American Regional,Winner,1990,Bill LeBlond,COOKING FROM QUILTY COUNTRY,()
Cookbook of the Year,Winner,1990,Nicole Routhier,The Foods of Vietnam,()
International,Winner,1990,Nicole Routhier,The Foods of Vietnam,()
"Fruits, Vegetables & Grains",Winner,1989,Bert Greene,The Grains Cookbook,()
Single Subject,Winner,1989,Abby Mandel,More Taste Than Time,()
Lifestyles/Entertaining,Winner,1989,Sylvia Thompson,Feasts and Friends,()
Cookbook of the Year,Winner,1989,Rose Levy Beranbaum,The Cake Bible,()
European/International,Winner,1989,Giuliano Bugialli,Bugialli on Pasta,()
Baking & Desserts,Winner,1989,Rose Levy Beranbaum,The Cake Bible,()
Seafood/Meat/Poultry,Winner,1989,Elizabeth Andoh,An Ocean of Flavor: The Japanese Way with Fish and Seafood,()
Asian,Winner,1989,Hugh Carpenter,Pacific Flavors,()
Writing on Beverages,Winner,1989,Serena Sutcliffe,Champagne,()
Writing on Food,Winner,1989,Laurie Colwin,Home Cooking,()
Chefs/Restaurants/Cooking Schools,Winner,1989,Jacques Pépin,"Jacques Pepin's The Art of Cooking, Volume 2",(Knopf)
Special Methods,Winner,1989,Joe Famularo,The Joy of Grilling,()
Basic/General,Winner,1989,The California Culinary Academy,Cooking A to Z,()
Health and Diet,Winner,1989,Janice Krahn,Cooking Light Cookbook,()
American,Winner,1989,Fred Black,Tastes of the Pacific Northwest,()
Community Cookbooks,Winner,1989,The Junior League of Chicago,One Magnificent Cookbook,()
Special Methods,Winner,1988,Barbara Kafka,Microwave Gourmet,()
International,Winner,1988,Carlo Middione,The Food of Southern Italy,()
Cookbook Hall of Fame,Winner,1988,Time-Life Books,Foods of the World (18 volumes 1969-1972),NA
Single Subject,Winner,1988,Elizabeth Romary,Italian Pizza & Hearth Breads,()
American Regional,Winner,1988,Craig Claiborne,Craig Claiborne's Southern Cooking,()
Community Cookbooks,Winner,1988,The Junior League of Milwaukee,Gatherings,()
Basic/General,Winner,1988,The Editors of Good Housekeeping,Good Housekeeping All-American Cookbook,()
Baking & Desserts,Winner,1988,Jim Dodge,The American Baker,()
Writing on Food,Winner,1988,Barbara Kafka,SOUTHERN FOOD,()
Asian,Winner,1988,Yamuna Devi,The Art of Indian Vegetarian Cooking,()
Writing on Wines and Spirits,Winner,1988,Robert M. Parker,The Wines of the Rhone Valley and Provence,()
General/Basic,Winner,1988,Jacques Pépin,Jacques Pepin's The Art of Cooking,(Alfred A. Knopf)
Healthy/Light/Diet,Winner,1988,Christophe Buey,Cuisine Sante,()
Writing on Food,Winner,1988,John Egerton,Southern Food,()
Vegetarian/Healthy Focus,Winner,1988,Judith Benn Hurley,Rodale's Garden-Fresh Cooking,()
Cookbook of the Year,Winner,1988,Yamuna Devi,The Art of Indian Vegetarian Cooking,()
Writing on Food and Drink,Winner,1987,Jancis Robinson,"Vines, Grapes and Wine",()
Fruits & Vegetables,Winner,1987,Judy Gorman,Judy Gorman's Vegetable Cookbook,()
Single Subject,Winner,1987,Edward Edelman,The Ideal Cheese Book,()
Entertaining,Winner,1987,Roger Verge,Roger Verge's Entertaining in the French Style,()
Healthy/Light/Diet,Winner,1987,Maureen Powers,Better Homes & Gardens Diet Recipes,()
Cookbook Hall of Fame,Winner,1987,Julia Child,Mastering the Art of French Cooking,NA
Baking & Desserts,Winner,1987,Faye Levy,Faye Levy's Chocolate Sensations,()
Special Methods,Winner,1987,Joan E. Denman,Cook Quick,()
International,Winner,1987,Jean Anderson,The Food of Portugal,()
Asian,Winner,1987,Florence Lin,"Florence Lin's Complete Book of Chinese Noodles, Dumplings and Bread",()
General,Winner,1987,Kelly McCune,Grill Book,()
American Regional,Winner,1987,Jeremiah Tower,Jeremiah Tower's New American Classics,()
General/Basic,Winner,1987,Susan Lammers,Classic Cooking Techniques,()
Baking,Winner,1986,Carol Field,The Italian Baker,()
Entertaining,Winner,1986,Julee Rosso,The Silver Palate Good Times Cookbook,()
European,Winner,1986,Paul Frumkin,The Norman Table,()
Desserts,Winner,1986,Marlene Sorosky Gray,The Dessert Lover's Cookbook,()
American Regional,Winner,1986,Peggy Katalinich,The Foods of Long Island,()
Entertaining,Winner,1986,Sheila Lukins,The Silver Palate Good Times Cookbook,()
General,Winner,1986,Christopher Idone,Glorious American Food,()
Single Subject,Winner,1986,Bev Bennett,Two's Company,()
Asian,Winner,1986,Eileen Yin-Fei Lo,The Chinese Banquet Cookbook,()
Special Diet,Winner,1986,Greer Underwood,Gourmet Light,()
Soft Cover: Single Subject,Winner,1986,Jeanne M. Voltz,Barbecued Ribs and Other Great Feeds,()
Entertaining,Winner,1986,Sarah Leah Chase,The Silver Palate Good Times Cookbook,()
Health/Special Diet,Winner,1985,Linda Foley,Better Homes & Gardens Dieting for One,()
General,Winner,1985,Bert Greene,Greene on Greens,()
Cookbook Hall of Fame,Winner,1985,Georges Auguste Escoffier,Georges Auguste Escoffier Cookbook Collection,NA
International,Winner,1985,Giuliano Bugialli,Giuliano Bugialli's Foods of Italy,()
Basic,Winner,1985,Robert Fizdale,The Gold and Fizdale Cookbook,()
American Regional,Winner,1985,Paul Prudhomme,Chef Paul Prudhomme's Louisiana Kitchen,()
Reference,Winner,1985,Olivia Wu,Grand Wok Cookbook,()
Single Subject,Winner,1985,Olwen Woodler,The Apple Cookbook,()
Entertaining/Gift Giving,Winner,1985,Barbara Kafka,Food for Friends,()
American Recipe Collection,Winner,1985,Joan Nathan,An American Folklife Cookbook,()
General/Basic,Winner,1985,Robert Fizdale,The Gold and Fizdale Cookbook,()
Baking,Winner,1985,Marion Cunningham,The Fannie Farmer Baking Book,()
General/Basic,Winner,1985,Arthur Gold,The Gold and Fizdale Cookbook,()
Basic,Winner,1985,Arthur Gold,The Gold and Fizdale Cookbook,()
Special Audience,Winner,1985,Olivia Wu,GRAND WOK COOKBOOK,()
Basic/General,Winner,1984,Lee Bailey,Country Weekends,()
American,Winner,1984,Anne Lindsay Greer,The Cuisine of the American Southwest,()
Cookbook Hall of Fame,Winner,1984,James Beard,The James Beard Cookbook,NA
Single Subject,Winner,1984,Sybil Grafin Schoenfeldt,The Great Dessert Book: Classic Light Desserts of the World,()
International,Winner,1984,Paula Wolfert,The Cooking of South-West France,()
Natural Foods/Special Diet,Winner,1984,Jean Rogers,Cooking with Healthful Herbs,()
Soft Cover: Specialty/Single Subject,Winner,1984,Helen Witty,Mrs. Witty's Monster Cookies,()
Single Subject,Winner,1984,Christian Teubner,THE GREAT DESSERT BOOK: CLASSIC LIGHT DESSERTS OF THE WORLD,()
General,Winner,1984,Efrem Funghi Calingaert,Pasta and Rice Italian Style,()
Original Softcover: International,Winner,1984,Diane Yanney,Better Homes & Gardens Cooking Chinese,()
Soft Cover: Basic/General,Winner,1984,Daphne Metaxas Hartwig,More Make Your Own Groceries,()
Soft Cover: American,Winner,1984,Mable Hoffman,California Cooking,()
Soft Cover: Specialty,Winner,1983,Lou Seibert Pappas,Vegetable Cookery,(HP Books)
General,Winner,1983,John Clancy,John Clancy'sChristmas Cookbook,(Hearst)
International,Winner,1983,Giuliano Bugialli,Giuliano Bugialli's Classic Techniques of Italian Cooking,(Simon & Schuster)
Health/Special Diet,Winner,1983,Joyce Trollope,Better Homes & Gardens Dieter's Cookbook,(Meredith)
Single Subject,Winner,1983,Evan Jones,The Book of Bread,(Alfred A. Knopf)
Single Subject,Winner,1983,Judith A. Jones,The Book of Bread,(Alfred A. Knopf)
Original Softcover: International,Winner,1983,Rose Dosti,Middle Eastern Cooking,(HP Books)
Soft Cover: Basic/General,Winner,1983,Janeth Nix,Easy Basics for Good Cooking,(Lane)
Cookbook Hall of Fame,Winner,1983,Betty Crocker,The Betty Crocker Cookbook,NA
Basic/General,Winner,1983,Anne Willan,La Varenne Cooking Course,(William Morrow & Co.)
American,Winner,1983,Melina M. Vance,Connecticut a la Carte,()
Soft Cover: Meat/Fish/Eggs,Winner,1983,Yvonne Young Tarr,The Great East Coast Seafood Cookbook,(Random House)
American,Winner,1982,Bert Greene,Honest American Fare,(Contemporary)
General,Winner,1982,Judith Olney,Judith Olney's Entertainments,(Barron's)
Single Subject,Winner,1982,Bernard Clayton Jr.,The Complete Book of Pastry: Sweet and Savory,(Simon & Schuster)
Cookbook Hall of Fame,Winner,1982,Craig Claiborne,The New York Times Cookbook,NA
Original Soft Cover: American/International,Winner,1982,Barbara Kafka,American Food and California Wine,(Chalmers)
Basic/General,Winner,1982,James Beard,The New James Beard,(Knopf)
Soft Cover: Single Subject,Winner,1982,Mable Hoffman,Appetizers,(HP Books)
Time Conscious,Winner,1982,Pierre Franey,The New York Times More 60-Minute Gourmet,(New York Times)
Natural Foods/Special Diet,Winner,1982,Madhur Jaffrey,Madhur Jaffrey's World of the East Vegetarian Cooking,(Alfred A. Knopf)
Soft Cover: Specialty,Winner,1982,Lorna Sass,Christmas Feasts from History,(Chalmers)
International,Winner,1982,Anne Willan,French Regional Cooking,(William Morrow & Co.)
Basic/General,Winner,1981,Paul Kovi,THE FOUR SEASONS,(Simon & Schuster)
Soft Cover: Single Subject,Winner,1981,Walter Hall,The Wild Palate,(Rodale)
Seafood/Meat/Poultry,Winner,1981,Sheryl London,The Fish-Lover's Cookbook,(Rodale)
American Regional,Winner,1981,Nika Hazelton,American Home Cooking,(Viking)
General,Winner,1981,Pierre Franey,Craig Claiborne's Gourmet Diet,"(Harper & Row,New York Times)"
Basic/General,Winner,1981,Tom Margittai,The Four Seasons,(Simon & Schuster)
Original Soft Cover: American Regional/International,Winner,1981,Anne Willan,La Varennne Basic French Cookery,(HP Books)
Single Subject,Winner,1981,Maida Heatter,Maida Heatter's Book of Great Chocolate Desserts,(Knopf)
General,Winner,1981,Jean Anderson,Half a Can of Tomato Paste & Other Culinary Dilemmas,(Harper & Row)
Cookbook Hall of Fame,Winner,1981,Dione Lucas,The Cordon Bleu Cookbook,NA
General,Winner,1981,Craig Claiborne,Craig Claiborne's Gourmet Diet,"(New York Times,Harper & Row)"
Soft Cover: Specialty,Winner,1981,Colin Tudge,Future Food,(Harmony)
General,Winner,1981,Ruth Buchan,Half a Can of Tomato Paste & Other Culinary Dilemmas,(Harper & Row)
Basic/General,Winner,1980,Jacques Pépin,La Methode,(Time)
Europe and the Americas,Winner,1980,Elizabeth Lambert Ortiz,The Book of Latin American Cooking,(Knopf)
Soft Cover,Winner,1980,James Beard,James Beard's Fowl & Game Bird Cookery,(Harcourt Brace)
Oriental,Winner,1980,Jean Yueh,The Great Tastes of Chinese Cooking,(Times)
Cookbook Hall of Fame,Winner,1980,Maida Heatter,The Fannie Farmer Cookbook,NA
Single Subject,Winner,1980,Gaston LeNotre,LeNotre's Ice Cream and Candies,(Barron's)
General,Winner,1980,Helen Witty,Better Than Store Bought,(Harper & Row)
Natural Foods/Special Diet,Winner,1980,Helen Corbitt,Helen Corbitt's Greenhouse Cookbook,(Houghton Mifflin)
General,Winner,1980,Elizabeth Schneider,Better Than Store Bought,(Harper & Row)
International,Winner,1980,Walter Slezak,My Stomach Goes Traveling,(Doubleday)
Cookbook Hall of Fame,Winner,1980,Marion Cunningham,The Fannie Farmer Cookbook,NA
General/Basic,Winner,1979,Anne Seranne,The Joy of Giving Homemade Food,(David McKay)
Basic,Winner,1979,Julia Child,Julia Child & Company,(Knopf)
Natural Foods,Winner,1979,Marian Burros,Pure and Simple: Delicious Recipes for Additive-Free Cooking,(William Morrow & Co.)
Cookbook Hall of Fame,Winner,1979,Irma Rombauer,The Joy of Cooking,NA
American Regional,Winner,1979,Editors of Time-Life Books,The American Regional Cookbook,(Time-Life)
Foreign,Winner,1979,Marcella Hazan,More Classic Italian Cooking,(Knopf)
Single Subject,Winner,1979,Craig Claiborne,Veal Cookery,(Harper & Row)
Single Subject,Winner,1979,Pierre Franey,Veal Cookery,(Harper & Row)
Special Diet,Winner,1979,Barbara Gibbons,International Slim Gourmet Cookbook,(Harper & Row)
Soft Cover,Winner,1979,Editors of Time-Life Books,Cooking for Two...Or Just For You,(Time-Life)
Cookbook Hall of Fame,Winner,1978,Lillian Kander,The Settlement Cookbook,NA
American Regional,Winner,1978,Jeanne M. Voltz,Flavor of the South,(Alfred A. Knopf)
Basic,Winner,1978,Maida Heatter,Maida Heatter's Book of Great Cookies,(Alfred A. Knopf)
First Cookbook,Winner,1978,Irene Kuo,The Key to Chinese Cooking,(Alfred A. Knopf)
European,Winner,1978,Anne Willan,Great Cooks and Their Recipes: From Taillevent to Escoffier,(McGraw-Hill)
Basic,Winner,1978,James Beard,James Beard's Theory and Practice of Good Cooking,(Alfred A. Knopf)
Soft Cover,Winner,1978,Sonia Uvezian,The Book of Salads,(101 Productions)
Natural Foods/Special Diet,Winner,1978,Robert Ackart,A Celebration of Vegetables,(Atheneum)
Health/Nutrition,Winner,1977,Barbara Gibbons,Slim Gourmet,(Harper & Row)
Entertaining,Winner,1977,Diana Von Welanetz Wentworth,The Pleasure of Your Company,(Atheneum)
Foreign/Regional,Winner,1977,Michel Guerard,Michel Guerard's Cuisine Minceur,(William Morrow & Co.)
General,Winner,1977,Nika Hazelton,The Unabridged Vegetable Cookbook,(Evans)
Soft Cover,Winner,1977,Mable Hoffman,Crepe Cookery,(HP Books)
Basic,Winner,1977,Carol R. Cutler,The Six-Minute Souffle and Other Culinary Delights,(Clarkson Potter)
