name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
University of Idaho,Idaho,ID,Public,4 Year,8880,7864,16744,25500,34380
University of Illinois at Chicago,Illinois,IL,Public,4 Year,12074,13764,25838,26980,39054
University of Illinois at Urbana-Champaign,Illinois,IL,Public,4 Year,11308,15094,26402,31664,42972
University of Illinois: Springfield,Illinois,IL,Public,4 Year,11660,11813,23473,21338,32998
University of Indianapolis,Indiana,IN,Private,4 Year,10288,29688,39976,29688,39976
University of Iowa,Iowa,IA,Public,4 Year,11172,9267,20439,31233,42405
University of Jamestown,North Dakota,ND,Private,4 Year,7570,21976,29546,21976,29546
University of Kansas,Kansas,KS,Public,4 Year,10350,11148,21498,27358,37708
University of Kansas Medical Center,Kansas,KS,Public,4 Year,NA,11108,11108,27578,27578
University of Kentucky,Kentucky,KY,Public,4 Year,12982,12245,25227,29099,42081
University of La Verne,California,CA,Private,4 Year,12850,43050,55900,43050,55900
University of Louisiana at Lafayette,Louisiana,LA,Public,4 Year,8516,10616,19132,24344,32860
University of Louisiana at Monroe,Louisiana,LA,Public,4 Year,7850,8734,16584,20834,28684
University of Louisville,Kentucky,KY,Public,4 Year,9226,11656,20882,27278,36504
University of Lynchburg,Virginia,VA,Private,4 Year,10800,39530,50330,39530,50330
University of Maine,Maine,ME,Public,4 Year,10418,11170,21588,30970,41388
University of Maine at Augusta,Maine,ME,Public,4 Year,NA,7988,7988,17918,17918
University of Maine at Farmington,Maine,ME,Public,4 Year,9726,9666,19392,19778,29504
University of Maine at Fort Kent,Maine,ME,Public,4 Year,8220,8115,16335,12315,20535
University of Maine at Machias,Maine,ME,Public,4 Year,8486,7840,16326,15100,23586
University of Maine at Presque Isle,Maine,ME,Public,4 Year,8406,8035,16441,12235,20641
University of Management and Technology,Virginia,VA,For Profit,4 Year,NA,9450,9450,9450,9450
University of Mary,North Dakota,ND,Private,4 Year,6890,18720,25610,18720,25610
University of Mary Hardin-Baylor,Texas,TX,Private,4 Year,8446,28750,37196,28750,37196
University of Mary Washington,Virginia,VA,Public,4 Year,11118,12188,23306,27434,38552
University of Maryland: Baltimore,Maryland,MD,Public,4 Year,NA,11033,11033,39267,39267
University of Maryland: Baltimore County,Maryland,MD,Public,4 Year,11696,11778,23474,26872,38568
University of Maryland: College Park,Maryland,MD,Public,4 Year,12429,10595,23024,35216,47645
University of Maryland: Eastern Shore,Maryland,MD,Public,4 Year,9864,8302,18166,18508,28372
University of Maryland: University College,Maryland,MD,Public,4 Year,NA,7416,7416,12336,12336
University of Massachusetts Amherst,Massachusetts,MA,Public,4 Year,13202,16072,29274,34755,47957
University of Massachusetts Boston,Massachusetts,MA,Public,4 Year,16290,14167,30457,33966,50256
University of Massachusetts Dartmouth,Massachusetts,MA,Public,4 Year,13582,13921,27503,29141,42723
University of Massachusetts Lowell,Massachusetts,MA,Public,4 Year,12748,15180,27928,32827,45575
University of Memphis,Tennessee,TN,Public,4 Year,9975,9701,19676,21413,31388
University of Miami,Florida,FL,Private,4 Year,14108,50226,64334,50226,64334
University of Michigan,Michigan,MI,Public,4 Year,11534,15262,26796,49350,60884
University of Michigan: Dearborn,Michigan,MI,Public,4 Year,NA,12930,12930,25158,25158
University of Michigan: Flint,Michigan,MI,Public,4 Year,8769,11820,20589,22578,31347
University of Minnesota: Crookston,Minnesota,MN,Public,4 Year,7658,11921,19579,11921,19579
University of Minnesota: Duluth,Minnesota,MN,Public,4 Year,7760,13367,21127,18485,26245
University of Minnesota: Morris,Minnesota,MN,Public,4 Year,8342,13314,21656,15342,23684
University of Minnesota: Rochester,Minnesota,MN,Public,4 Year,9710,13352,23062,13352,23062
University of Minnesota: Twin Cities,Minnesota,MN,Public,4 Year,10312,14693,25005,30371,40683
University of Mississippi,Mississippi,MS,Public,4 Year,10696,8660,19356,24614,35310
University of Mississippi Medical Center,Mississippi,MS,Public,4 Year,NA,8433,8433,24731,24731
University of Missouri: Columbia,Missouri,MO,Public,4 Year,10786,12055,22841,29025,39811
University of Missouri: Kansas City,Missouri,MO,Public,4 Year,10334,9884,20218,25010,35344
University of Missouri: St. Louis,Missouri,MO,Public,4 Year,9450,10491,19941,27900,37350
University of Mobile,Alabama,AL,Private,4 Year,9600,22820,32420,22820,32420
University of Montana,Montana,MT,Public,4 Year,9544,7244,16788,24959,34503
University of Montana: Western,Montana,MT,Public,4 Year,7950,5717,13667,17179,25129
University of Montevallo,Alabama,AL,Public,4 Year,9330,12760,22090,25780,35110
University of Mount Olive,North Carolina,NC,Private,4 Year,8550,20600,29150,20600,29150
University of Mount Union,Ohio,OH,Private,4 Year,10200,31260,41460,31260,41460
University of Nebraska - Kearney,Nebraska,NE,Public,4 Year,9878,7513,17391,14503,24381
University of Nebraska - Lincoln,Nebraska,NE,Public,4 Year,11430,9154,20584,24949,36379
University of Nebraska - Omaha,Nebraska,NE,Public,4 Year,9950,8417,18367,22689,32639
University of Nebraska Medical Center,Nebraska,NE,Public,4 Year,NA,11558,11558,28898,28898
University of Nevada: Las Vegas,Nevada,NV,Public,4 Year,10504,7985,18489,22457,32961
University of Nevada: Reno,Nevada,NV,Public,4 Year,10868,7925,18793,22397,33265
University of New England,Maine,ME,Private,4 Year,13990,37620,51610,37620,51610
University of New Hampshire,New Hampshire,NH,Public,4 Year,11580,18499,30079,33879,45459
University of New Hampshire at Manchester,New Hampshire,NH,Public,4 Year,NA,15265,15265,30635,30635
University of New Haven,Connecticut,CT,Private,4 Year,15900,39270,55170,39270,55170
University of New Mexico,New Mexico,NM,Public,4 Year,9864,5445,15309,26845,36709
University of New Orleans,Louisiana,LA,Public,4 Year,10575,9054,19629,13890,24465
University of North Alabama,Alabama,AL,Public,4 Year,9200,10370,19570,18680,27880
University of North Carolina at Asheville,North Carolina,NC,Public,4 Year,9106,7145,16251,23868,32974
University of North Carolina at Chapel Hill,North Carolina,NC,Public,4 Year,11190,8987,20177,35170,46360
University of North Carolina at Charlotte,North Carolina,NC,Public,4 Year,11100,7044,18144,20478,31578
University of North Carolina at Greensboro,North Carolina,NC,Public,4 Year,9038,7319,16357,22478,31516
University of North Carolina at Pembroke,North Carolina,NC,Public,4 Year,8924,3418,12342,7418,16342
University of North Carolina at Wilmington,North Carolina,NC,Public,4 Year,10686,7000,17686,21065,31751
University of North Carolina School of the Arts,North Carolina,NC,Public,4 Year,9021,9358,18379,25501,34522
University of North Dakota,North Dakota,ND,Public,4 Year,8974,8695,17669,20759,29733
University of North Florida,Florida,FL,Public,4 Year,9976,6394,16370,20112,30088
University of North Georgia,Georgia,GA,Public,4 Year,7876,7336,15212,21148,29024
University of North Texas,Texas,TX,Public,4 Year,9727,11250,20977,23700,33427
University of North Texas at DallasSystem,Texas,TX,Other,Other,NA,8448,8448,14640,14640
University of Northern Colorado,Colorado,CO,Public,4 Year,11204,9786,20990,21474,32678
University of Northern Iowa,Iowa,IA,Public,4 Year,8948,8938,17886,19480,28428
University of Northwestern - St. Paul,Minnesota,MN,Private,4 Year,9460,31540,41000,31540,41000
University of Northwestern Ohio,Ohio,OH,Private,4 Year,2850,10650,13500,10650,13500
University of Notre Dame,Indiana,IN,Private,4 Year,15410,53391,68801,53391,68801
University of Oklahoma,Oklahoma,OK,Public,4 Year,10994,11763,22757,27144,38138
University of Oregon,Oregon,OR,Public,4 Year,12963,11898,24861,35478,48441
University of Pennsylvania,Pennsylvania,PA,Private,4 Year,15616,55584,71200,55584,71200
University of Pikeville,Kentucky,KY,Private,4 Year,7800,20950,28750,20950,28750
University of Pittsburgh,Pennsylvania,PA,Public,4 Year,11050,19080,30130,32052,43102
University of Pittsburgh at Bradford,Pennsylvania,PA,Public,4 Year,9332,13900,23232,25144,34476
University of Pittsburgh at Greensburg,Pennsylvania,PA,Public,4 Year,NA,13890,13890,25134,25134
University of Pittsburgh at Johnstown,Pennsylvania,PA,Public,4 Year,9980,13878,23858,25122,35102
University of Pittsburgh at Titusville,Pennsylvania,PA,Public,2 Year,10996,11788,22784,21532,32528
University of Portland,Oregon,OR,Private,4 Year,13450,45904,59354,45904,59354
University of Puerto Rico: Aguadilla,NA,PR,Public,4 Year,NA,3594,3594,3594,3594
University of Puerto Rico: Arecibo,NA,PR,Public,4 Year,NA,1769,1769,1987,1987
University of Puerto Rico: Bayamon University College,NA,PR,Public,4 Year,NA,2022,2022,2022,2022
University of Puerto Rico: Carolina Regional College,NA,PR,Public,4 Year,NA,6116,6116,6116,6116
University of Puerto Rico: Humacao,NA,PR,Public,4 Year,NA,1794,1794,1794,1794
University of Puerto Rico: Mayaguez,NA,PR,Public,4 Year,NA,2083,2083,4105,4105
University of Puerto Rico: Medical Sciences,NA,PR,Public,4 Year,NA,2196,2196,2196,2196
University of Puerto Rico: Ponce,NA,PR,Public,4 Year,NA,2261,2261,2261,2261
University of Puerto Rico: Rio Piedras,NA,PR,Public,4 Year,8751,3624,12375,5349,14100
University of Puerto Rico: Utuado,NA,PR,Public,4 Year,NA,2266,2266,4287,4287
University of Puget Sound,Washington,WA,Private,4 Year,12540,49776,62316,49776,62316
University of Redlands,California,CA,Private,4 Year,14278,49504,63782,49504,63782
University of Rhode Island,Rhode Island,RI,Public,4 Year,12950,14138,27088,30862,43812
University of Richmond,Virginia,VA,Private,4 Year,12250,52610,64860,52610,64860
University of Rio Grande,Ohio,OH,Private,4 Year,11166,27470,38636,27470,38636
University of Rochester,New York,NY,Private,4 Year,15938,53926,69864,53926,69864
University of Saint Francis,Indiana,IN,Private,4 Year,9840,30615,40455,30615,40455
University of Saint Joseph,Connecticut,CT,Private,4 Year,11428,39173,50601,39173,50601
University of San Diego,California,CA,Private,4 Year,12980,49358,62338,49358,62338
University of San Francisco,California,CA,Private,4 Year,14830,48066,62896,48066,62896
University of Science and Arts of Oklahoma,Oklahoma,OK,Public,4 Year,6350,7215,13565,17565,23915
University of Scranton,Pennsylvania,PA,Private,4 Year,15182,44532,59714,44532,59714
University of Sioux Falls,South Dakota,SD,Private,4 Year,7350,18280,25630,18280,25630
University of South Alabama,Alabama,AL,Public,4 Year,7620,9870,17490,19740,27360
University of South Carolina: Aiken,South Carolina,SC,Public,4 Year,7766,10760,18526,21218,28984
University of South Carolina: Beaufort,South Carolina,SC,Public,4 Year,NA,10680,10680,21726,21726
University of South Carolina: Columbia,South Carolina,SC,Public,4 Year,NA,12616,12616,33298,33298
University of South Carolina: Lancaster,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238
University of South Carolina: Salkehatchie,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238
University of South Carolina: Sumter,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238
University of South Carolina: Union,South Carolina,SC,Public,2 Year,NA,7558,7558,18238,18238
University of South Carolina: Upstate,South Carolina,SC,Public,4 Year,9480,11763,21243,23265,32745
University of South Dakota,South Dakota,SD,Public,4 Year,8216,9061,17277,12425,20641
University of South Florida,Florida,FL,Public,4 Year,11610,6410,18020,17324,28934
University of South Florida: Saint Petersburg,Florida,FL,Public,4 Year,11610,5821,17431,16735,28345
University of South Florida: Sarasota-Manatee,Florida,FL,Public,4 Year,NA,5587,5587,16502,16502
University of Southern California,California,CA,Private,4 Year,15395,56225,71620,56225,71620
University of Southern Indiana,Indiana,IN,Public,4 Year,8838,7970,16808,18626,27464
University of Southern Maine,Maine,ME,Public,4 Year,9450,9520,18970,22780,32230
University of Southern Mississippi,Mississippi,MS,Public,4 Year,9857,8734,18591,10734,20591
University of St. Francis,Illinois,IL,Private,4 Year,9544,32320,41864,32320,41864
University of St. Mary,Kansas,KS,Private,4 Year,8140,28810,36950,28810,36950
University of St. Thomas,Texas,TX,Private,4 Year,9070,33580,42650,33580,42650
University of St. Thomas,Minnesota,MN,Private,4 Year,10412,42736,53148,42736,53148
University of Tampa,Florida,FL,Private,4 Year,10810,29208,40018,29208,40018
University of Tennessee: Chattanooga,Tennessee,TN,Public,4 Year,9050,8664,17714,24782,33832
University of Tennessee: Knoxville,Tennessee,TN,Public,4 Year,11240,13006,24246,31196,42436
University of Tennessee: Martin,Tennessee,TN,Public,4 Year,6164,9512,15676,15552,21716
University of Texas at Arlington,Texas,TX,Public,4 Year,10302,10250,20552,25134,35436
University of Texas at Austin,Texas,TX,Public,4 Year,10804,10606,21410,37480,48284
University of Texas at Dallas,Texas,TX,Public,4 Year,11532,13034,24566,36876,48408
University of Texas at El Paso,Texas,TX,Public,4 Year,5040,7998,13038,22529,27569
University of Texas at San Antonio,Texas,TX,Public,4 Year,11578,9900,21478,24262,35840
University of Texas at Tyler,Texas,TX,Public,4 Year,9502,8292,17794,21522,31024
University of Texas Health Science Center at Houston,Texas,TX,Public,4 Year,NA,6380,6380,27710,27710
University of Texas Medical Branch at Galveston,Texas,TX,Public,4 Year,NA,7721,7721,20258,20258
University of Texas of the Permian Basin,Texas,TX,Public,4 Year,9846,7124,16970,19574,29420
University Of Texas Rio Grande Valley,Texas,TX,Public,4 Year,8124,7813,15937,20263,28387
University of the Arts,Pennsylvania,PA,Private,4 Year,16322,44780,61102,44780,61102
University of the Cumberlands,Kentucky,KY,Private,4 Year,9000,23000,32000,23000,32000
University of the District of Columbia,NA,DC,Public,4 Year,16425,8252,24677,16388,32813
University of the Incarnate Word,Texas,TX,Private,4 Year,12716,31484,44200,31484,44200
University of the Ozarks,Arkansas,AR,Private,4 Year,7400,24230,31630,24230,31630
University of the Pacific,California,CA,Private,4 Year,13650,48040,61690,48040,61690
University of the Sciences,Pennsylvania,PA,Private,4 Year,15938,25000,40938,25000,40938
University of the Southwest,New Mexico,NM,Private,4 Year,8220,16000,24220,16000,24220
University of the Virgin Islands,NA,VI,Public,4 Year,9900,5235,15135,14496,24396
University of the West,California,CA,Private,4 Year,7764,15440,23204,15440,23204
University of Toledo,Ohio,OH,Public,4 Year,11434,9795,21229,19133,30567
University of Tulsa,Oklahoma,OK,Private,4 Year,11116,41509,52625,41509,52625
University of Utah,Utah,UT,Public,4 Year,10262,9222,19484,29215,39477
University of Valley Forge,Pennsylvania,PA,Private,4 Year,9886,21238,31124,21238,31124
University of Vermont,Vermont,VT,Public,4 Year,12462,18276,30738,42516,54978
University of Virginia,Virginia,VA,Public,4 Year,11590,17564,29154,48465,60055
University of Virginia's College at Wise,Virginia,VA,Public,4 Year,10438,10119,20557,27176,37614
University of Washington,Washington,WA,Public,4 Year,12798,11517,24315,36898,49696
University of Washington Bothell,Washington,WA,Public,4 Year,11877,11138,23015,36519,48396
University of Washington Tacoma,Washington,WA,Public,4 Year,11028,11361,22389,36742,47770
University of West Alabama,Alabama,AL,Public,4 Year,8116,10040,18156,18490,26606
University of West Florida,Florida,FL,Public,4 Year,9942,6360,16302,18628,28570
University of West Georgia,Georgia,GA,Public,4 Year,10918,7292,18210,20774,31692
University of Wisconsin-Baraboo/Sauk County,Wisconsin,WI,Public,2 Year,NA,5237,5237,12808,12808
University of Wisconsin-Barron County,Wisconsin,WI,Public,2 Year,NA,5222,5222,12793,12793
University of Wisconsin-Eau Claire,Wisconsin,WI,Public,4 Year,7813,8820,16633,17096,24909
University of Wisconsin-Fond du Lac,Wisconsin,WI,Public,2 Year,NA,5234,5234,12805,12805
University of Wisconsin-Green Bay,Wisconsin,WI,Public,4 Year,6609,7878,14487,15728,22337
University of Wisconsin-La Crosse,Wisconsin,WI,Public,4 Year,6331,9106,15437,17924,24255
University of Wisconsin-Madison,Wisconsin,WI,Public,4 Year,11114,10555,21669,36805,47919
University of Wisconsin-Marathon County,Wisconsin,WI,Public,2 Year,5236,5174,10410,12746,17982
University of Wisconsin-Marinette,Wisconsin,WI,Public,2 Year,4743,5145,9888,12717,17460
University of Wisconsin-Marshfield/Wood County,Wisconsin,WI,Public,2 Year,NA,5136,5136,12708,12708
University of Wisconsin-Milwaukee,Wisconsin,WI,Public,4 Year,10728,11084,21812,22364,33092
University of Wisconsin-Oshkosh,Wisconsin,WI,Public,4 Year,7448,8820,16268,16393,23841
University of Wisconsin-Parkside,Wisconsin,WI,Public,4 Year,8026,7529,15555,15518,23544
University of Wisconsin-Platteville,Wisconsin,WI,Public,4 Year,7580,7571,15151,15421,23001
University of Wisconsin-River Falls,Wisconsin,WI,Public,4 Year,6513,7862,14375,15435,21948
University of Wisconsin-Stevens Point,Wisconsin,WI,Public,4 Year,7522,8088,15610,16355,23877
University of Wisconsin-Stout,Wisconsin,WI,Public,4 Year,6924,9457,16381,17423,24347
University of Wisconsin-Superior,Wisconsin,WI,Public,4 Year,6792,8126,14918,15699,22491
University of Wisconsin-Washington County,Wisconsin,WI,Public,2 Year,NA,5118,5118,12690,12690
