season,season_episode,series_episode,episode_name,episode_notes,air_date,judge1,judge2,judge3,appetizer,entree,dessert,contestant1,contestant1_info,contestant2,contestant2_info,contestant3,contestant3_info,contestant4,contestant4_info
42,5,527,"""B.L.D: Breakfast, Lunch, and Dinner!""","In this special episode, the three rounds (appetizer, entrée, and dessert) were replaced by breakfast, lunch, and dinner. This originally aired as a second new episode immediately following the '$50,000 Champs Challenge: Part 2' episode above. The fish in the second round was a whole bass. The frozen dinner in the third round was chicken fried rice.","January 28, 2020",Scott Conant,Chris Santos,Maneet Chauhan," sausage links, heirloom tomatoes, grape jelly, pork roll ice cream "," salt-baked fish, Meyer lemons, sandwich bread, (canned) beef ravioli "," rack of lamb, beet carpaccio, sea beans, frozen dinner",Rory Lee, Chef de Cuisine from Cambridge  MA , Dawn Tyson, Executive Chef from Newark  NJ , Eustace Wehner, Executive Chef from Boston  MA , Samantha Gordon, Chef and Owner from San Francisco  CA 
42,6,526,"""Smokin' Skills""","The theme of this episode was smoke. The chefs were told to smoke something in every dish and they were provided stovetop smokers, smoking guns, and various flavored wood chips. This originally aired as a second new episode immediately following the '$50,000 Champs Challenge: Part 3' episode above.","February 4, 2020",Marc Murphy,Alex Guarnaschelli,Geoffrey Zakarian," sablefish, Chioggia beets, smoked baba ghanoush, marshmallow bouquet "," elk ribeye, ancho chili liqueur, marrow bones, fava beans "," creme brûlée ice cream, pineapple, shredded coconut, smoked salmon candy",Alex Garfinkel, Chef and Owner from Philadelphia  PA , Juan Rivera, Executive Chef from Washington D.C , Lance McWhorter, Chef from Dallas  TX , Denise Shavandy, Executive Chef from Fort Worth  TX 
42,7,527,"""Clambake Stakes""","This originally aired as a second new episode immediately following the '$50,000 Champs Challenge: Grand Finale' episode above. The theme of this episode was ""clambakes"" with associated clambake and summery, beach ingredients in every basket.","February 18, 2020",Marc Murphy,Alex Guarnaschelli,Geoffrey Zakarian," blood clams, baby corn on the cob, avocado cocktail, smoked alligator sausage "," razor clams, watermelon gazpacho, freeze-dried potatoes, lobster "," chocolate seashells, blackberries, kelp pickles, pearl sugar",Alex MacDonald, Sous Chef and Owner from Boston  MA , Nancy Longo, Chef and Owner from Baltimore  MD , Derrick Marquiss, Chef de Cuisine from Newport  RI , Erik Kwan, Executive Chef from New York  NY 
42,8,528,"""Poke Power""","Chef Ethan cut himself in the first round, forcing him to restart his dish.","June 2, 2020",Amanda Freitag,Tiffani Faison,Scott Conant," poke pizza, tomatillos, cuttlefish, roasted red peppers "," doubles, purple spinach, pork melts, sweet & sour gummies "," black pepper syrup, strawberries, cottage cheese, honey butter potato chips",Sarah Ravitz, Chef from Washington D.C , Phil DeMaiolo, Executive Chef from New York  NY , Cristina Espinosa, Chef from Belmont  CA , Ethan Speizer, Estate Chef from Napa  CA 
43,1,529,"""Grills On! Game On!""","This was a grilling episode where the ovens and the fryer could not be used. While Chopped normally obscures brand names, the worcestershire sauce in the entrée basket was Lea & Perrins, a longtime Chopped sponsor.","July 9, 2019",Maneet Chauhan,Amanda Freitag,Moe Cason," flame beets, oysters, grilled apple crisp, yak ribeye "," country-style ribs, okra, frozen pizza, Worcestershire sauce "," giant s'more, double-smoked bacon, grapes, BBQ cocktail",Andrew Mercado, Chef & Owner from New York  NY , Laine Myers, Executive Chef from Richmond  VA , Corey Cash, Chef & Owner from New York  NY , Ed Randolph, Owner & Pitmaster from Newburgh  NY 
43,2,530,"""Beef Cake Mistake""","The beef cake in round 1 was cooked steak, skewered onto a cake prop, and covered in edible flowers.","July 30, 2019",Geoffrey Zakarian,Amanda Freitag,Chris Santo," chanterelle mushrooms, cascara soda, red pistachio nuts, beef cake "," fluke, chicken Parmesan tacos, escarole, flying saucer candies "," marshmallow cereal treats, dragon fruit, yucca chips, yuzu mayonnaise",Maylin Chavez, Chef & Owner from Portland  OR , Carlo Lamagna, Chef & Owner from Portland  OR , Michael Touranjoe, Sous Chef from West Hartford  CT , Claudio Cristofoli, Executive Chef from New York  NY 
43,3,531,"""Epic Burgers!""","This episode focused on ""epic burgers"" with a pantry full of burger toppings and every basket containing a burger or burger ingredient.","August 6, 2019",Maneet Chauhan,Marc Murphy,Angie Mar," cheeseburger tower, bananas, peanut butter & jelly in a jar, ground emu "," crab legs, Brussels sprouts, chuck roast, yellow snack cakes "," pineapple, cherry ketchup, edible brownie batter, pretzel buns",Heather Fuller, Chef & Owner from Brooklyn  NY , Nick Pasco, Executive Chef from Baltimore  MD , Colten Lemmer, Executive Chef from San Diego  CA , Kevin Templeton, Executive Chef from San Diego  CA 
43,4,532,"""Hot Dog Hot Shots""",,"August 20, 2019",Maneet Chauhan,Alex Guarnaschelli,Scott Conant," cold hot dog pie, daikon radish, coriander chutney, mini bread loaves "," Denver steaks, potato mille-feuille, kale sprouts, spray cheese "," preserved rice juice, red Anjou pears, cookie butter, honey cake",Dave Mallari, Chef and Owner from Portland  ME , Matt Harker, Private Chef from Boston  MA , Bryce Sorem, Executive Chef from New York  NY , Kristol Bryant, Chef and Owner from Philadelphia  PA 
43,5,533,"""A Very Brady Chopped""",This is 1 of 2 special 'Brady Bunch' themed episodes with basket ingredients inspired by Brady Bunch episodes and the 1970s. Home cooks competed and were judged by 3 of the original 6 kids from 'The Brady Bunch' (the other three judged next week's episode).,"August 27, 2019",Maureen McCormick,Christopher Knight,Susan Olsen," pork chops, apple sauce, frozen mixed vegetables, cheese ball "," deflated cheese soufflé, ground round, rutabaga, bacon-wrapped water chestnuts "," burnt toast, marshmallow spread, cocktail nuts, melon salad",Emily Brungo, Writer from Baltimore  MD , Katrina Dudley, Stay-At-Home Mom from Ridgewood  NJ , Kelly Dias, Health Care Service Coordinator from Beaver Meadows  PA , Luke Marschark, Copywriter from Buffalo  NY 
43,6,534,"""Brady Bunch Bash""","This is the 2nd special Brady Bunch episode. This time, the basket ingredients were inspired by the Brady Bunch Hawaiian episodes. Home cooks competed and were judged by 3 of the original 6 kids from 'The Brady Bunch' (the other three having already judged the previous week's episode). The burnt beans in round 3 were French-style candy covered peanuts.","September 3, 2019",Barry Williams,Eve Plumb,Mike Lookinlan," edible tiki necklace, Hawaiian sweet crab, hearts of palm, pineapple teriyaki chicken "," tarantula, Hawaiian bigeye ahi belly, bok choy, canned spiced ham "," popcorn, Mai Tai, rambutan, burnt beans",Emily Trotochaud, Online Marketer from Boston  MA , Joey Camasta, Hair and Makeup Artist from New York  NY , Stephanie Clinton, Blogger and Youtuber from Norman  OK , Sang Park, Thermal Systems Engineer from Swampscott  MA 
43,7,535,"""Ooey, Gooey Cheese!""","The chefs were required to make melty, ""ooey, gooey"" cheese dishes, and there was cheese in every basket.","September 10, 2019",Marc Murphy,Maneet Chauhan,Geoffrey Zakarian," cheese fry tower, Swiss chard, sliced rib-eye steak, corn & cheese ice cream "," lobster, fondue, roasted spaghetti squash, deep-fried grilled cheese "," rainbow mozzarella sticks, spray cheese, honeycrisp apples, biscotti","Alan J. ""AJ"" Cohen", Chef and Owner from New Rochelle  NY , Althea Grey Potter, Chef from Portland  OR , Greg Smith, Executive Chef from Portland  OR , Shachi Mehra, Chef and Owner from Orange County  NY 
43,8,536,"""Sweets Showdown: Chocolate!""","This is part 1 of a 5-part sweet focused tournament with a different dessert in every episode of the tournament. The winner of each preliminary round advanced to the finale, whey they competed for a grand prize of $50,000. This episode centered around chocolate and the pantry was filled with various different chocolates and sweet ingredients. They had 30 minutes for all three dessert rounds; the first round had to feature spicy chocolate desserts, the second round had salty chocolate desserts, and the third round had sweet chocolate desserts.","October 1, 2019",Chris Santos,Amanda Freitag,Valerie Bertinelli," bonbon book, Japanese pink strawberries, poblano chile liqueur, stone-ground Mexican chocolate "," giant hot chocolate, banana vinegar, sea grapes, blue cheese "," chocolate high heel, canned ham, dulce leaves, passion fruit",Sandra Hakim, Chocolatier and Owner from New York  NY , Aurora Wold, Pastry Chef and Owner from Philadelphia  PA , Robert Gonzalez, Executive Pastry Chef from Concord  MA , Ivan Marquez, Pastry Chef from Los Angeles  CA 
43,9,537,"""Sweets Showdown: Doughnuts!""","This is part 2 of a 5-part sweet focused tournament. This episode centered around doughnuts and the pantry was filled with various decorative toppings. They had 30 minutes for all three dessert rounds; the first round had to feature sweet doughnuts, the second round had to feature savory doughnuts, and the third round had to feature filled doughnuts. The toe jam jelly in round 3 was made of tangerine, orange, and elderberries.","October 8, 2019",Maneet Chauhan,Scott Conant,Zac Youn," doughnut tower, cipollini onions, rhubarb, chocolate ghee "," lobster, pink variegated lemons, glazed doughnuts, roasted marrow bones "," doughnut cheesecake, grasshoppers, plums, toe jam jelly",Jewel Johnson, Consulting Pastry Chef from New York  NY , Stephanie Thornton, Pastry Chef from Portland  OR , Caroline Schiff, Chef and Owner from New York  NY , Tarran Hatton, Pastry Chef and Owner from New York  NY 
43,10,538,"""Sweets Showdown: Cake!""","This is part 3 of a 5-part sweet focused tournament. This episode centered around cake and the pantry was filled with various edible decorations. They had 30 minutes for the first round, 45 minutes for the second round, and 1 hour for the third round. The first round had cupcakes, the second round had bundt cakes, and the third round had layer cakes.","October 15, 2019",Alex Guarnaschelli,Chris Santos,Sylvia Weinstock," naked cake, squid ink, raspberries, honeycomb tripe "," drip cake, figs, tomato soup, Swiss chard "," mirror glazed cake, crunchy cheese curls, blueberries, duck fat",Brigitte Oger, Pastry Chef and Owner from Charlotte  NC , Asha-Le Davis, Head Baker from Boston  MA , Ryan Butler, Pastry Chef and Co-Owner from New York  NY , Rachel Klemek, Pastry Chef and Owner from San Diego  CA 
43,11,539,"""Sweets Showdown: Ice Cream!""","This is part 4 of a 5-part sweet focused tournament. This episode centered around ice cream and the pantry was filled with various sweet toppings as well as an extra ice cream machine. For all three dessert rounds; the first round had to feature milkshakes, the second round had to feature ice cream sandwiches, and the third round had to feature ice cream sundaes. Chef Daniela forgot 2 basket ingredients in the first round but her flavors impressed enough to move on.","October 22, 2019",Marc Murphy,Maneet Chauhan,Florian Bellanger," oversized milkshake, salt & pepper, sea buckthorn berries, haggis "," classic ice cream sandwiches, mayonnaise, pomegranates, Cerignola olives "," deluxe banana split, black garlic, port wine, emu egg",James DiStefano, Executive Pastry Chef from Woodside  NY , Emma Taylor, Chef and Owner from Jersey City  NJ , Emily Drucker, Pastry Sous Chef and Co-Owner from New York  NY , Daniela Martinez, Pastry Chef and Owner from San Diego  CA 
43,12,540,"""Sweets Showdown: Grand Finale!""","This is the final part of a 5-part sweet focused tournament and all three rounds were 30 minutes. The pantry had several types of baked goods and sweet toppings, as well as extra ice cream machines and a cotton candy machine. The first round had to feature a whipped element. The second round had to feature an icy element. The third round had to feature a flambé element; and the third round's final basket ingredient was a lit ""candelabra"" made of white chocolate candles filled with vanilla pudding.","October 29, 2019",Marc Murphy,Alex Guarnaschelli,Martha Stewart," whipped cream, frozen stuffed shells, Buddha's hand, hibiscus flowers in syrup "," giant frozen margarita, corn nuts, marshmallow snowballs, beets "," lemon verbena, elderberries, pâte à choux dough, 'candelabra'",Tarran Hatton, Pastry Chef and Owner from New York  NY , Ivan Marquez, Pastry Chef from Los Angeles  CA , Rachel Klemek, Pastry Chef and Owner from San Diego  CA , Daniela Martinez, Pastry Chef and Owner from San Diego  CA 
43,13,541,"""Give it a Nest!""","The bird's nests in the first round were chocolate ""nests"" with candy ""eggs"" inside.","February 25, 2020",Chris Santos,Geoffrey Zakarian,Eduardo Garcia," venison tri-tip, lacy cauliflower, sweet potato, bird's nests "," oyster mushrooms, blueberry vodka, bison tenderloin, stinging nettles "," beer flour, jalapeño peppers, camel milk, crunchy fruit candy",Rachael Collins, Executive Sous Chef from Boston  MA , Glenroy Brown, Executive Chef from New York  NY , Khalil Aman, Sous Chef from Boston  MA , Marla Thurman, Chef de Cuisine from Durham  NC 
44,1,542,"""Horror Flick Halloween""","This was a Halloween themed episode. The ingredients in every basket were inspired by horror films. The pea soup in round 1 was meant to evoke 'The Exorcist'. The ""maggots"" on the round 1 cupcakes were made of fondant. The liver, fava beans and the chianti in round 2 was a reference to 'The Silence of the Lambs'. The ""severed fingers"" in round 2 were shortbread cookies shaped and colored to look like fingers. The ""eyeball dip"" in round 3 was a scoop of sweetened cream cheese with a kiwi and blueberry iris and pupil in a pool of raspberry coulis.","September 24, 2019",Marc Murphy,Amanda Freitag,Rose McGowan," blood sausage, beets, split pea soup, 'maggot' cupcakes "," calf liver, fava beans, Chianti, 'severed fingers' "," witches' brew, chocolate skull, Anjou pears, 'eyeball' dip",Jae Lee, Chef and Owner from New York  NY , Luis Escorcia, Executive Chef from Portland  OR , Matt Hummel, Chef de Cuisine from Boston  MA , Cara Hermanson, Pastry Chef from New York  NY 
44,2,543,"""No Meat? No Problem!""","This was a vegetarian and vegan-themed episode where the chefs had to make meatless dishes. The tomato macarons in round 3 were actually strawberry flavored, made to look like tomatoes with green icing vines.","November 5, 2019",Chris Santos,Alex Guarnaschelli,Kimbal Musk," buffalo cauliflower, portobello mushrooms, basil, meatless burger patties "," spinach lasagna, eggplant, kale chips, beet liqueur "," rhubarb, yogurt, dates, tomato macarons",Joya Carlton, Private Chef and Consultant from New York  NY , Ian Knauer, Chef and Owner from Titusville  NJ , Jonathan Dearden, Executive Chef from Washington  DC , Jeffrey Salazar, Executive Chef from Cambridge  MA 
