tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt3791536,tt1807165,2,1,Merry Christmas Colonel,Merry Christmas Colonel,2015,25,"Action,Adventure,Comedy",merry christmas colonel,6.9,96,tvSeries,Danger 5,Danger 5,2011,2015,24,"Action,Adventure,Comedy",danger 5,8.3,4894,TRUE,FALSE,FALSE,FALSE
tt3810432,tt3205802,1,11,Best Christmas Ever,Best Christmas Ever,2015,43,"Crime,Drama,Mystery",best christmas ever,8,2183,tvSeries,How to Get Away with Murder,How to Get Away with Murder,2014,2020,43,"Crime,Drama,Mystery",how to get away with murder,8.1,163171,TRUE,FALSE,FALSE,FALSE
tt3855708,tt1411598,6,2,"O, Christmas Tre","O, Christmas Tre",2014,43,Reality-TV,o christmas tre,7.1,10,tvSeries,The Real Housewives of New Jersey,The Real Housewives of New Jersey,2009,NA,44,Reality-TV,the real housewives of new jersey,4.3,3946,TRUE,FALSE,FALSE,FALSE
tt3864074,tt3324124,1,7,Holiday on Delay,Holiday on Delay,2013,NA,Documentary,holiday on delay,7,11,tvSeries,Ultimate Airport Dubai,Ultimate Airport Dubai,2013,2015,NA,Documentary,ultimate airport dubai,7.4,361,FALSE,FALSE,FALSE,TRUE
tt3877130,tt2262532,2,11,Christmas Past,Christmas Past,2014,60,"Drama,Romance",christmas past,7.8,243,tvSeries,The Fosters,The Fosters,2013,2018,60,"Drama,Romance",the fosters,8,30000,TRUE,FALSE,FALSE,FALSE
tt3954732,tt0103369,4,19,Holiday in Juuban! A Carefree Princess,Holiday in Juuban! A Carefree Princess,1995,24,"Action,Adventure,Animation",holiday in juuban a carefree princess,8.7,79,tvSeries,Sailor Moon,Bishôjo senshi Sêrâ Mûn,1992,1997,30,"Action,Adventure,Animation",sailor moon,7.7,7243,FALSE,FALSE,FALSE,TRUE
tt3962976,tt1606375,5,9,A Moorland Holiday,A Moorland Holiday,2014,93,"Drama,Romance",a moorland holiday,9,2015,tvSeries,Downton Abbey,Downton Abbey,2010,2015,3110,"Drama,Romance",downton abbey,8.7,219356,FALSE,FALSE,FALSE,TRUE
tt3973198,tt2085059,2,4,White Christmas,White Christmas,2014,73,"Drama,Mystery,Sci-Fi",white christmas,9.1,66843,tvSeries,Black Mirror,Black Mirror,2011,NA,60,"Drama,Mystery,Sci-Fi",black mirror,8.7,620664,TRUE,FALSE,FALSE,FALSE
tt3981672,tt1578873,5,13,How the 'A' Stole Christmas,How the 'A' Stole Christmas,2014,44,"Drama,Mystery,Romance",how the a stole christmas,7.9,787,tvSeries,Pretty Little Liars,Pretty Little Liars,2010,2017,44,"Drama,Mystery,Romance",pretty little liars,7.4,175845,TRUE,FALSE,FALSE,FALSE
tt4017030,tt0185103,4,50,"Merry Christmas, Everybody!","Merry Christmas, Everybody!",1996,47,"Action,Sport",merry christmas everybody,6,30,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,TRUE,FALSE,FALSE,FALSE
tt4025540,tt1830617,4,7,The Grimm Who Stole Christmas,The Grimm Who Stole Christmas,2014,44,"Crime,Drama,Fantasy",the grimm who stole christmas,8,980,tvSeries,Grimm,Grimm,2011,2017,45,"Crime,Drama,Fantasy",grimm,7.9,128221,TRUE,FALSE,FALSE,FALSE
tt4034034,tt0086815,18,18,Last Train for Christmas,Last Train for Christmas,2014,30,"Adventure,Animation,Comedy",last train for christmas,8.8,64,tvSeries,Thomas & Friends,Thomas the Tank Engine & Friends,1984,2021,11,"Adventure,Animation,Comedy",thomas  friends,6.5,6122,TRUE,FALSE,FALSE,FALSE
tt4045740,tt3787912,1,14,"Elves, Santa Claus, and Christmas Vacation 2","Elves, Santa Claus, and Christmas Vacation 2",2013,54,"Comedy,Talk-Show",elves santa claus and christmas vacation 2,8.6,82,tvSeries,Best of the Worst,Best of the Worst,2013,NA,NA,"Comedy,Talk-Show",best of the worst,9.4,3659,TRUE,FALSE,FALSE,FALSE
tt4050552,tt0436992,9,0,Last Christmas,Last Christmas,2014,61,"Adventure,Drama,Sci-Fi",last christmas,8.2,6065,tvSeries,Doctor Who,Doctor Who,2005,NA,45,"Adventure,Drama,Sci-Fi",doctor who,8.6,239270,TRUE,FALSE,FALSE,FALSE
tt4063282,tt2817246,1,11,Rule #46: Keep the Holidays Low Key,Rule #46: Keep the Holidays Low Key,2015,43,"Comedy,Drama",rule 46 keep the holidays low key,7.1,60,tvSeries,Girlfriends' Guide to Divorce,Girlfriends' Guide to Divorce,2014,2018,60,"Comedy,Drama",girlfriends guide to divorce,6.9,4794,FALSE,FALSE,FALSE,TRUE
tt4077404,tt0185103,3,48,Holiday Spirit?,Holiday Spirit?,1995,47,"Action,Sport",holiday spirit,5.3,24,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,FALSE,FALSE,FALSE,TRUE
tt4078070,tt1942683,2,15,Christmas,Christmas,2013,11,"Adventure,Animation,Comedy",christmas,7.5,374,tvSeries,The Amazing World of Gumball,The Amazing World of Gumball,2011,2019,11,"Adventure,Animation,Comedy",the amazing world of gumball,8.3,39227,TRUE,FALSE,FALSE,FALSE
tt4083010,tt2666270,2,8,About a Christmas Card,About a Christmas Card,2014,22,"Comedy,Drama,Romance",about a christmas card,7.7,87,tvSeries,About a Boy,About a Boy,2014,2015,22,"Comedy,Drama,Romance",about a boy,7.4,8746,TRUE,FALSE,FALSE,FALSE
tt4083800,tt3104072,1,6,Days in Nest: Holiday,Days in Nest: Holiday,2013,24,"Action,Animation,Comedy",days in nest holiday,7.4,12,tvSeries,Tokyo Ravens,Tokyo Ravens,2013,2014,NA,"Action,Animation,Comedy",tokyo ravens,7.3,1362,FALSE,FALSE,FALSE,TRUE
tt4116608,tt1845307,4,7,And a Loan for Christmas,And a Loan for Christmas,2014,22,Comedy,and a loan for christmas,7.2,683,tvSeries,2 Broke Girls,2 Broke Girls,2011,2017,22,Comedy,2 broke girls,6.6,103290,TRUE,FALSE,FALSE,FALSE
tt4123074,tt1583607,6,7,Cold in Cleveland: The Christmas Episode,Cold in Cleveland: The Christmas Episode,2014,22,Comedy,cold in cleveland the christmas episode,8,115,tvSeries,Hot in Cleveland,Hot in Cleveland,2010,2015,30,Comedy,hot in cleveland,7.4,15688,TRUE,FALSE,FALSE,FALSE
tt4130168,tt0096697,26,9,I Won't Be Home for Christmas,I Won't Be Home for Christmas,2014,22,"Animation,Comedy",i wont be home for christmas,6.8,1139,tvSeries,The Simpsons,The Simpsons,1989,NA,22,"Animation,Comedy",the simpsons,8.7,428858,TRUE,FALSE,FALSE,FALSE
tt4132636,tt0397306,10,6,Dreaming of a White Porsche Christmas,Dreaming of a White Porsche Christmas,2014,22,"Animation,Comedy",dreaming of a white porsche christmas,7.3,576,tvSeries,American Dad!,American Dad!,2005,NA,22,"Animation,Comedy",american dad,7.4,134220,TRUE,FALSE,FALSE,FALSE
tt4139376,tt1442464,6,9,The Christmas Wall,The Christmas Wall,2014,22,"Comedy,Family",the christmas wall,7.6,264,tvSeries,The Middle,The Middle,2009,2018,22,"Comedy,Family",the middle,7.7,52448,TRUE,FALSE,FALSE,FALSE
tt4141188,tt2176287,3,20,The Lonely Island Wear Holiday Sweaters & White Pants,The Lonely Island Wear Holiday Sweaters & White Pants,2014,23,"Comedy,Talk-Show",the lonely island wear holiday sweaters  white pants,8.2,45,tvSeries,Comedy Bang! Bang!,Comedy Bang! Bang!,2012,2016,30,"Comedy,Talk-Show",comedy bang bang,7.6,4538,FALSE,FALSE,FALSE,TRUE
tt4167118,tt1635327,7,48,Overlooked Christmas Specials,Overlooked Christmas Specials,2014,11,Comedy,overlooked christmas specials,7.4,59,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt4167122,tt1635327,7,49,A Christmas Story 2,A Christmas Story 2,2014,36,Comedy,a christmas story 2,7.8,98,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt4167124,tt1635327,7,50,What You Never Knew About Christmas Vacation,What You Never Knew About Christmas Vacation,2014,7,Comedy,what you never knew about christmas vacation,7.1,53,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt4168506,tt1983079,5,0,Christmas Special,Christmas Special,2015,74,"Drama,History",christmas special,8.6,422,tvSeries,Call the Midwife,Call the Midwife,2012,NA,60,"Drama,History",call the midwife,8.6,29994,TRUE,FALSE,FALSE,FALSE
tt4170022,tt0185103,7,51,A Very Raw Christmas,A Very Raw Christmas,1999,96,"Action,Sport",a very raw christmas,6.8,24,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,TRUE,FALSE,FALSE,FALSE
tt4175028,tt3598030,1,26,'Twas the Fight Before Christmas,'Twas the Fight Before Christmas,2015,22,"Action,Comedy,Drama",twas the fight before christmas,8,49,tvSeries,K.C. Undercover,K.C. Undercover,2015,2018,30,"Action,Comedy,Drama",kc undercover,6.4,5846,TRUE,FALSE,FALSE,FALSE
tt4194946,tt2155025,3,10,Christmas Trifle,Christmas Trifle,2015,25,"Comedy,Drama,Romance",christmas trifle,8.7,298,tvSeries,Please Like Me,Please Like Me,2013,2016,29,"Comedy,Drama,Romance",please like me,8.5,19465,TRUE,FALSE,FALSE,FALSE
tt4194952,tt9319744,NA,NA,Christmas in Rockefeller Center,Christmas in Rockefeller Center 2014,2014,NA,NA,christmas in rockefeller center,5,41,tvSeries,Christmas in Rockefeller Center,Christmas in Rockefeller Center,1990,NA,NA,NA,christmas in rockefeller center,5.6,10,TRUE,FALSE,FALSE,FALSE
tt4195084,tt1405406,6,10,Christmas Through Your Eyes,Christmas Through Your Eyes,2014,41,"Drama,Fantasy,Horror",christmas through your eyes,7.9,1175,tvSeries,The Vampire Diaries,The Vampire Diaries,2009,2017,43,"Drama,Fantasy,Horror",the vampire diaries,7.7,342482,TRUE,FALSE,FALSE,FALSE
tt4203402,tt3067206,4,70,Kirk Cameron's Saving Christmas,Kirk Cameron's Saving Christmas,2014,41,"Comedy,Talk-Show",kirk camerons saving christmas,5.1,65,tvSeries,Midnight Screenings,Midnight Screenings,2011,NA,NA,"Comedy,Talk-Show",midnight screenings,8.1,414,TRUE,FALSE,FALSE,FALSE
tt4212246,tt2229907,7,4,A Home for the Holidays,A Home for the Holidays,2014,22,"Comedy,Reality-TV",a home for the holidays,6,29,tvSeries,Duck Dynasty,Duck Dynasty,2012,2017,60,"Comedy,Reality-TV",duck dynasty,6.2,11110,FALSE,FALSE,FALSE,TRUE
tt4214004,tt2177877,3,2,Christmas Terror,Christmas Terror,2015,44,"Crime,Documentary",christmas terror,8.6,11,tvSeries,Ice Cold Killers,Alaska: Ice Cold Killers,2012,NA,NA,"Crime,Documentary",ice cold killers,7.3,218,TRUE,FALSE,FALSE,FALSE
tt4218322,tt3067206,4,72,The Hunger Games: Mockingjay: Part 1/Jake and Irving's Saving Christmas,The Hunger Games: Mockingjay: Part 1/Jake and Irving's Saving Christmas,2014,77,"Comedy,Talk-Show",the hunger games mockingjay part 1jake and irvings saving christmas,9,11,tvSeries,Midnight Screenings,Midnight Screenings,2011,NA,NA,"Comedy,Talk-Show",midnight screenings,8.1,414,TRUE,FALSE,FALSE,FALSE
tt4219668,tt1710308,6,10,Merry Christmas Mordecai,Merry Christmas Mordecai,2014,11,"Action,Adventure,Animation",merry christmas mordecai,8.8,3117,tvSeries,Regular Show,Regular Show,2010,2017,23,"Action,Adventure,Animation",regular show,8.5,54579,TRUE,FALSE,FALSE,FALSE
tt4220082,tt3597470,1,9,All I Want for Christmas Is You,All I Want for Christmas Is You,2015,42,"Comedy,Drama",all i want for christmas is you,8.6,62,tvSeries,Hindsight,Hindsight,2015,2015,30,"Comedy,Drama",hindsight,7.5,2961,TRUE,FALSE,FALSE,FALSE
tt4221620,tt2187576,2,46,Thanksgiving: Homeless for the Holidays,Thanksgiving: Homeless for the Holidays,2014,NA,"Action,Comedy,Crime",thanksgiving homeless for the holidays,8.7,13,tvSeries,Proper Manors,Proper Manors,2012,2017,22,"Action,Comedy,Crime",proper manors,6.4,84,FALSE,FALSE,FALSE,TRUE
tt4230912,tt2211129,3,11,Christmas,Christmas,2014,22,Comedy,christmas,7.7,215,tvSeries,The Mindy Project,The Mindy Project,2012,2017,30,Comedy,the mindy project,7.5,34501,TRUE,FALSE,FALSE,FALSE
tt4231574,tt4226226,1,1,Holiday Cookie Madness,Holiday Cookie Madness,2014,43,"Family,Game-Show,Reality-TV",holiday cookie madness,7.4,18,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4231578,tt4226226,1,2,Classic Holiday Flavors,Classic Holiday Flavors,2014,43,"Family,Game-Show,Reality-TV",classic holiday flavors,6.8,18,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4231584,tt4226226,1,3,It's Not the Holidays Without Pie,It's Not the Holidays Without Pie,2014,43,"Family,Game-Show,Reality-TV",its not the holidays without pie,7.6,14,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4231586,tt4226226,1,4,The Great Holiday Cake-Over,The Great Holiday Cake-Over,2014,43,"Family,Game-Show,Reality-TV",the great holiday cakeover,7.4,15,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4232492,tt1826940,4,11,LAXmas,LAXmas,2014,22,"Comedy,Romance",laxmas,7.5,979,tvSeries,New Girl,New Girl,2011,2018,22,"Comedy,Romance",new girl,7.8,240691,TRUE,FALSE,FALSE,FALSE
tt4237616,tt4226226,1,5,Great Holiday Traditions,Great Holiday Traditions,2014,43,"Family,Game-Show,Reality-TV",great holiday traditions,7.4,14,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4248308,tt1353281,22,10,The Holiday Kitchen,The Holiday Kitchen,2014,43,"Game-Show,Reality-TV",the holiday kitchen,7.7,13,tvSeries,Chopped,Chopped,2007,NA,60,"Game-Show,Reality-TV",chopped,7.5,4268,FALSE,FALSE,FALSE,TRUE
tt4251026,tt3042608,1,41,Christmas Special: Part 1,Christmas Special: Part 1,2014,22,"Animation,Comedy,Family",christmas special part 1,6.7,49,tvSeries,Uncle Grandpa,Uncle Grandpa,2010,2017,15,"Animation,Comedy,Family",uncle grandpa,4.4,6976,TRUE,FALSE,FALSE,FALSE
tt4253990,tt1785123,6,8,A Very Miraculous Storage Wars Christmas,A Very Miraculous Storage Wars Christmas,2014,43,Reality-TV,a very miraculous storage wars christmas,7.6,29,tvSeries,Storage Wars,Storage Wars,2010,NA,22,Reality-TV,storage wars,6.3,10251,TRUE,FALSE,FALSE,FALSE
tt4261864,tt4148744,1,12,Gekko Saves Christmas/Gekko's Nice Ice Plan,Gekko Saves Christmas/Gekko's Nice Ice Plan,2016,24,"Action,Adventure,Animation",gekko saves christmasgekkos nice ice plan,6.6,19,tvSeries,PJ Masks,PJ Masks,2015,2023,24,"Action,Adventure,Animation",pj masks,5.4,1501,TRUE,FALSE,FALSE,FALSE
tt4263026,tt0437745,7,20,The Robot Chicken Lots of Holidays (But Don't Worry Christmas Is Still in There So Pull the Stick Out of Your Ass Fox News) Special,The Robot Chicken Lots of Holidays (But Don't Worry Christmas Is Still in There So Pull the Stick Out of Your Ass Fox News) Special,2014,11,"Adventure,Animation,Comedy",the robot chicken lots of holidays but dont worry christmas is still in there so pull the stick out of your ass fox news special,7.5,106,tvSeries,Robot Chicken,Robot Chicken,2001,NA,11,"Adventure,Animation,Comedy",robot chicken,7.7,45600,TRUE,FALSE,FALSE,TRUE
tt4266978,tt2334302,3,7,A Khan Family Christmas,A Khan Family Christmas,2014,28,Comedy,a khan family christmas,7.1,26,tvSeries,Citizen Khan,Citizen Khan,2012,2016,30,Comedy,citizen khan,6.3,3334,TRUE,FALSE,FALSE,FALSE
tt4280114,tt4226226,2,1,We're Nuts for the Holidays,We're Nuts for the Holidays,2015,42,"Family,Game-Show,Reality-TV",were nuts for the holidays,7.4,17,tvSeries,Holiday Baking Championship,Holiday Baking Championship,2014,NA,60,"Family,Game-Show,Reality-TV",holiday baking championship,7.6,430,FALSE,FALSE,FALSE,TRUE
tt4280642,tt2341339,2,10,"Happy Hanukkah, Howard Weinerman!/Snow-Klahoma!","Happy Hanukkah, Howard Weinerman!/Snow-Klahoma!",2014,23,"Action,Adventure,Animation",happy hanukkah howard weinermansnowklahoma,8,17,tvSeries,Randy Cunningham: 9th Grade Ninja,Randy Cunningham: 9th Grade Ninja,2012,2015,15,"Action,Adventure,Animation",randy cunningham 9th grade ninja,6.7,1541,FALSE,TRUE,FALSE,FALSE
tt4282992,tt0090405,1,15,Bugs Bunny's Christmas Carol/Gift Wrapped/Portrait of the Artist as a Young Bunny,Bugs Bunny's Christmas Carol/Gift Wrapped/Portrait of the Artist as a Young Bunny,1986,NA,"Animation,Comedy,Family",bugs bunnys christmas carolgift wrappedportrait of the artist as a young bunny,7.2,18,tvSeries,The Bugs Bunny and Tweety Show,The Bugs Bunny and Tweety Show,1986,2000,NA,"Animation,Comedy,Family",the bugs bunny and tweety show,7.8,3436,TRUE,FALSE,FALSE,FALSE
tt4286466,tt3498954,2,98,Everything Wrong with How the Grinch Stole Christmas - With Nostalgia Critic,Everything Wrong with How the Grinch Stole Christmas - With Nostalgia Critic,2014,18,Comedy,everything wrong with how the grinch stole christmas  with nostalgia critic,5.9,33,tvSeries,Everything Wrong with...,Everything Wrong with...,2012,NA,25,Comedy,everything wrong with,6.7,2954,TRUE,FALSE,FALSE,FALSE
tt4288982,tt2616280,2,7,Christmas Special,Christmas Special,2014,47,"Comedy,Drama",christmas special,8,476,tvSeries,Derek,Derek,2012,2014,23,"Comedy,Drama",derek,8.1,34840,TRUE,FALSE,FALSE,FALSE
tt4289350,tt2152721,3,13,Merry Cheapskate Christmas,Merry Cheapskate Christmas,2014,42,Reality-TV,merry cheapskate christmas,6.1,35,tvSeries,Extreme Cheapskates,Extreme Cheapskates,2011,2014,NA,Reality-TV,extreme cheapskates,5.7,725,TRUE,FALSE,FALSE,FALSE
tt4292516,tt2390276,4,4,Holidays Thru Hell,Holidays Thru Hell,2015,NA,Documentary,holidays thru hell,7.8,13,tvSeries,Highway Thru Hell,Highway Thru Hell,2012,NA,46,Documentary,highway thru hell,8,1273,FALSE,FALSE,FALSE,TRUE
tt4294938,tt3398228,2,0,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,2014,25,"Animation,Comedy,Drama",bojack horseman christmas special sabrinas christmas wish,7.1,2956,tvSeries,BoJack Horseman,BoJack Horseman,2014,2020,1982,"Animation,Comedy,Drama",bojack horseman,8.8,180711,TRUE,FALSE,FALSE,FALSE
tt4299416,tt3147316,2,12,The Ghost of Christmas Presents,The Ghost of Christmas Presents,2015,23,"Comedy,Fantasy",the ghost of christmas presents,7.4,69,tvSeries,Deadbeat,Deadbeat,2014,2016,22,"Comedy,Fantasy",deadbeat,7.3,5327,TRUE,FALSE,FALSE,FALSE
tt4300952,tt2963600,2,53,Super Mario X-mas ReKringled & Toyshop Trouble,Super Mario X-mas ReKringled & Toyshop Trouble,2014,NA,"Comedy,Talk-Show",super mario xmas rekringled  toyshop trouble,7.1,21,tvSeries,James & Mike Mondays,James & Mike Mondays,2012,2020,NA,"Comedy,Talk-Show",james  mike mondays,7.4,1552,TRUE,FALSE,FALSE,FALSE
tt4302722,tt0185103,23,16,Raw Christmas,Raw Christmas,2014,135,"Action,Sport",raw christmas,7.8,28,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,TRUE,FALSE,FALSE,FALSE
tt4303804,tt3787912,2,13,The Star Wars Holiday Special,The Star Wars Holiday Special,2014,43,"Comedy,Talk-Show",the star wars holiday special,9,117,tvSeries,Best of the Worst,Best of the Worst,2013,NA,NA,"Comedy,Talk-Show",best of the worst,9.4,3659,FALSE,FALSE,FALSE,TRUE
tt4305768,tt2222352,2,7,Christmas Special,Christmas Special,2014,31,Comedy,christmas special,7.6,176,tvSeries,Cuckoo,Cuckoo,2012,NA,30,Comedy,cuckoo,7.2,10526,TRUE,FALSE,FALSE,FALSE
tt4306238,tt3498954,2,100,Everything Wrong with the Nightmare Before Christmas,Everything Wrong with the Nightmare Before Christmas,2014,11,Comedy,everything wrong with the nightmare before christmas,5.7,27,tvSeries,Everything Wrong with...,Everything Wrong with...,2012,NA,25,Comedy,everything wrong with,6.7,2954,TRUE,FALSE,FALSE,FALSE
tt4307838,tt3787912,2,14,The Star Wars Holiday Special (FOR REAL),The Star Wars Holiday Special (FOR REAL),2014,44,"Comedy,Talk-Show",the star wars holiday special for real,8.6,94,tvSeries,Best of the Worst,Best of the Worst,2013,NA,NA,"Comedy,Talk-Show",best of the worst,9.4,3659,FALSE,FALSE,FALSE,TRUE
tt4309910,tt3286728,2,9,X-mas Balla-Balla,X-mas Balla-Balla,2014,NA,"Comedy,News",xmas ballaballa,7.5,19,tvSeries,Neo Magazin,Neo Magazin,2013,2019,45,"Comedy,News",neo magazin,7.8,1414,TRUE,FALSE,FALSE,FALSE
tt4310586,tt3846342,3,79,Doctor Who 2014 Christmas Special: The Last Christmas - Review,Doctor Who 2014 Christmas Special: The Last Christmas - Review,2014,NA,"Comedy,Talk-Show",doctor who 2014 christmas special the last christmas  review,8.5,18,tvSeries,Council of Geeks,Council of Geeks,2012,NA,NA,"Comedy,Talk-Show",council of geeks,8,31,TRUE,FALSE,FALSE,FALSE
tt4314216,tt4008500,1,7,Kaito Kuroba's Busy Holiday,Kaito Kuroba's Busy Holiday,2014,23,"Adventure,Animation,Comedy",kaito kurobas busy holiday,7.4,17,tvSeries,Magic Kaito 1412,Majikku Kaito 1412,2014,2015,25,"Adventure,Animation,Comedy",magic kaito 1412,7.3,517,FALSE,FALSE,FALSE,TRUE
tt4314238,tt4008500,1,12,Christmas Eve - Two Kaitou Kids,Christmas Eve - Two Kaitou Kids,2014,23,"Adventure,Animation,Comedy",christmas eve  two kaitou kids,7,17,tvSeries,Magic Kaito 1412,Majikku Kaito 1412,2014,2015,25,"Adventure,Animation,Comedy",magic kaito 1412,7.3,517,TRUE,FALSE,FALSE,FALSE
tt4317808,tt4127260,1,37,The Christmas Special,The Christmas Special,2014,NA,"Comedy,Fantasy,Short",the christmas special,9,55,tvSeries,Carmilla,Carmilla,2014,2016,4,"Comedy,Fantasy,Short",carmilla,8.2,3517,TRUE,FALSE,FALSE,FALSE
tt4319848,tt1535002,1,18,Happy Holiday's Edition,Happy Holiday's Edition,2013,NA,"Comedy,Short,Talk-Show",happy holidays edition,7.1,122,tvSeries,Between Two Ferns with Zach Galifianakis,Between Two Ferns with Zach Galifianakis,2008,NA,4,"Comedy,Short,Talk-Show",between two ferns with zach galifianakis,8.4,9402,FALSE,FALSE,FALSE,TRUE
tt4327604,tt3597660,1,5,Christmas in July,Christmas in July,2015,22,Comedy,christmas in july,6.7,27,tvSeries,Your Family or Mine,Your Family or Mine,2015,2015,30,Comedy,your family or mine,5.9,801,TRUE,FALSE,FALSE,FALSE
