timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
4/29/2021 5:50:36,35-44,Recruitment or HR,In house executive recruiter,I place senior executives into a blue chip consulting firm,52000,1000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 5:51:15,35-44,"Accounting, Banking & Finance",Change Manager,NA,148000,0,USD,NA,NA,USA,District of Columbia,Washington,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 5:51:26,25-34,"Accounting, Banking & Finance",Software Engineer,NA,80000,40000,EUR,NA,NA,Netherlands,NA,Amsterdam,5-7 years,5-7 years,Master's degree,Man,White
4/29/2021 5:52:41,35-44,Computing or Tech,Chief Technology Officer,NA,285000,50000,USD,NA,NA,United States,New York,New York City,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 5:53:11,35-44,Education (Higher Education),Research Development Manager,NA,51034,0,GBP,NA,NA,United Kingdom,NA,Glasgow,11 - 20 years,5-7 years,PhD,Woman,White
4/29/2021 5:53:55,25-34,Computing or Tech,Engineering Manager,NA,86900,8690,GBP,NA,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,College degree,Man,White
4/29/2021 5:54:48,35-44,Education (Higher Education),Postdoc,NA,38000,NA,GBP,NA,NA,United Kingdom,NA,Edinburgh,8 - 10 years,2 - 4 years,PhD,Woman,White
4/29/2021 5:54:58,35-44,Computing or Tech,Software engineer,NA,110000,NA,USD,NA,NA,Usa,North Carolina,Raleigh,11 - 20 years,11 - 20 years,Master's degree,Woman,Asian or Asian American
4/29/2021 5:57:38,35-44,Art & Design,Lead Product Designer,NA,205000,20500,USD,NA,NA,United States,California,San Francisco,11 - 20 years,8 - 10 years,College degree,Woman,White
4/29/2021 5:57:46,35-44,Automotive,Client implementation manager,NA,75000,7500,USD,NA,NA,United States,Texas,Fort Worth,5-7 years,5-7 years,High School,Man,"Hispanic, Latino, or Spanish origin"
4/29/2021 5:58:31,25-34,Recruitment or HR,Assistant Pensions Manager,NA,47500,10000,GBP,NA,NA,UK,NA,London,2 - 4 years,2 - 4 years,College degree,Woman,White
4/29/2021 5:58:48,35-44,Media & Digital,Account Director,Agency Sales,70000,24000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,8 - 10 years,College degree,NA,White
4/29/2021 5:59:16,35-44,Education (Primary/Secondary),Human Resources,NA,54000,1000,USD,NA,NA,United States,North Carolina,Asheboro,21 - 30 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 5:59:28,35-44,Education (Higher Education),Head of School,Head of an academic school within a faculty at a private university,67000,0,GBP,NA,NA,England,NA,WFH,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 5:59:40,45-54,Education (Higher Education),Project officer,Medical education,101000,NA,AUD/NZD,NA,16k additional tax free as nfp,Australia,NA,Sydney,21 - 30 years,8 - 10 years,PhD,Woman,Another option not listed here or prefer not to answer
4/29/2021 6:02:54,25-34,Digital,Product owner,Think project management for a tech product such as a APP,42860,2000,GBP,NA,Also a lot of benefits,united kingdom,NA,Brighton,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 6:04:42,25-34,Engineering or Manufacturing,Software Engineer,Aerospace,103000,5500,USD,NA,NA,USA,Connecticut,Stratford,5-7 years,5-7 years,College degree,Man,"Hispanic, Latino, or Spanish origin"
4/29/2021 6:06:45,35-44,Health care,Director of HR,NA,88000,5000,USD,NA,NA,US,Maryland,Lanham,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 6:06:50,45-54,Government and Public Administration,Office Director (senior executive service),NA,180000,8000,USD,NA,NA,USA,District of Columbia,Washington DC,21 - 30 years,21 - 30 years,PhD,Woman,White
4/29/2021 6:07:23,25-34,Business or Consulting,Consultant,NA,70199,1500,USD,NA,NA,United States,Virginia,Tysons Corner,2 - 4 years,2 - 4 years,College degree,Man,Black or African American
4/29/2021 6:07:39,35-44,Computing or Tech,Software Engineer,NA,240000,230000,USD,NA,Additional compensation is partially cash bonus and partially company stock.,Israel,NA,Tel Aviv,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 6:07:41,25-34,Government and Public Administration,Admin,NA,34800,NA,EUR,NA,NA,Finland,NA,-,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 6:08:31,45-54,Fintech,He Director,NA,110000,11000,USD,NA,NA,US,Michigan,Novi,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 6:15:05,35-44,Business or Consulting,HR Manager,NA,115000,20000,USD,NA,NA,United States,Georgia,Atlanta,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 6:15:56,25-34,Health care,Digital Product Manager,NA,107000,0,USD,NA,NA,USA,Oregon,Portland,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 6:16:59,35-44,Recruitment or HR,HR Business Partner,NA,56700,2000,USD,NA,NA,United States,Massachusetts,Boston,21 - 30 years,5-7 years,Some college,Woman,White
4/29/2021 6:17:56,25-34,Computing or Tech,Customer Support Representative,Tier 1 and Tier 2 Technical Support for a SaaS company,50000,5000,USD,NA,NA,United States of America,North Carolina,Durham,8 - 10 years,1 year or less,Master's degree,Man,White
4/29/2021 6:18:49,18-24,Hospitality & Events,Assistant Manager,Small Family-Owned Restaurant Chain,34500,5000,USD,NA,NA,United States,Pennsylvania,Kittanning,2 - 4 years,2 - 4 years,Some college,Non-binary,White
4/29/2021 6:19:15,25-34,"Accounting, Banking & Finance",Senior Tax Accountant,NA,75000,NA,AUD/NZD,NA,NA,Australia,NA,Gold Coast,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
4/29/2021 6:19:32,25-34,Education (Higher Education),Researcher,Junior researcher,180000000,NA,Other,IDR,NA,Indonesia,NA,Bandung,5-7 years,2 - 4 years,PhD,Man,Asian or Asian American
4/29/2021 6:20:04,25-34,Engineering or Manufacturing,Project Manager,(I run projects for pharmaceutical manufacturing),109000,12000,AUD/NZD,NA,NA,Australia,NA,Melbourne,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 6:20:29,55-64,Utilities & Telecommunications,Office Manager,NA,65000,5000,USD,NA,NA,USA,Michigan,Wyandotte,21 - 30 years,21 - 30 years,College degree,Woman,White
4/29/2021 6:22:03,25-34,Engineering or Manufacturing,Infrastructure engineer,Sometimes platform engineer or DevOps engineer,89000,8900,GBP,NA,I also get some equity in my company that is an early stage start up (pre series B),United Kingdom,NA,London,8 - 10 years,5-7 years,Some college,Man,White
4/29/2021 6:22:28,45-54,Nonprofits,Finance Coordinator,NA,50000,0,USD,NA,NA,United Stated,Massachusetts,Boston,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 6:23:36,25-34,Transport or Logistics,Senior Bulk Trailer tech,NA,54000,NA,USD,NA,NA,United States,Texas,Houston,11 - 20 years,5-7 years,Some college,Man,Black or African American
4/29/2021 6:23:37,25-34,"Marketing, Advertising & PR",Data Analyst,NA,34500,0,GBP,NA,NA,United Kingdom,NA,Brighton & Hove,2 - 4 years,5-7 years,Master's degree,Man,Another option not listed here or prefer not to answer
4/29/2021 6:25:20,35-44,Nonprofits,Finance Manager,NA,38000,NA,GBP,NA,NA,UK,NA,London,8 - 10 years,5-7 years,College degree,Man,White
4/29/2021 6:26:08,55-64,Engineering or Manufacturing,Global HR Business Partner,NA,122000,36600,USD,NA,NA,United States,Illinois,Schaumburg,31 - 40 years,21 - 30 years,Master's degree,Woman,Black or African American
4/29/2021 6:26:57,35-44,Computing or Tech,Senior Sitecore software developer,Sitecore CMS specialist,126000,18900,CAD,NA,15% bonus. Working remote for a global company.,Canada,NA,Quebec City,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 6:30:40,45-54,Education (Higher Education),Sr. Systems Engineer,NA,93500,0,USD,NA,NA,United States,North Carolina,Durham,21 - 30 years,21 - 30 years,Some college,Man,White
4/29/2021 6:32:58,55-64,Manufacturing,Senior manager,NA,125000,18000,USD,NA,NA,US,New Jersey,Lakewood,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/29/2021 6:35:20,25-34,Entertainment,Editor,NA,60000,0,EUR,NA,NA,Netherlands,NA,Amsterdam,11 - 20 years,8 - 10 years,Master's degree,Man,Another option not listed here or prefer not to answer
4/29/2021 6:36:32,35-44,Transport or Logistics,Environmental Strategy Manager,NA,68000,6000,GBP,NA,35 hours per week,UK,NA,Milton Keynes,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 6:36:36,35-44,Recruitment or HR,HR Manager,NA,80000,NA,USD,NA,NA,USA,New Jersey,Parsippany,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 6:36:50,25-34,Computing or Tech,Marketing Manager,NA,47500,NA,GBP,NA,NA,United Kingdom,NA,Brighton,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 6:37:48,35-44,Computing or Tech,Director Product Design,NA,175000,0,USD,NA,NA,U.S.,Massachusetts,Boston,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 6:38:37,25-34,Computing or Tech,Principal Product Designer,NA,85000,0,GBP,NA,NA,Romania,NA,"Remote, from a small city in Romania",11 - 20 years,11 - 20 years,High School,Man,White
4/29/2021 6:38:52,25-34,Media & Digital,Editorial Director,NA,33000,2000,GBP,NA,NA,United Kingdom,NA,-,5-7 years,2 - 4 years,College degree,Man,White
4/29/2021 6:39:25,35-44,Health care,Nurse practitioner,NA,105000,NA,USD,NA,NA,USA,Maryland,Havre de Grace,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 6:39:35,35-44,Education (Primary/Secondary),Educational psychologist,Civil service role in Department of Education,56788,NA,EUR,NA,NA,Ireland,NA,Letterkenny,11 - 20 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Non-binary,White
4/29/2021 6:41:12,25-34,Engineering or Manufacturing,Petroleum Engineer,NA,84000,NA,USD,NA,NA,Ecuador,NA,Quito,2 - 4 years,2 - 4 years,College degree,Man,Asian or Asian American
4/29/2021 6:41:21,35-44,"Accounting, Banking & Finance",Senior Accountant,NA,60000,NA,USD,NA,NA,United States,Washington,Tacoma,8 - 10 years,5-7 years,College degree,Woman,White
4/29/2021 6:43:28,35-44,Recruitment or HR,In house executive recruiter,I place senior executives into a blue chip consulting firm,52000,1000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 6:43:57,18-24,"Accounting, Banking & Finance",Escrow specialist,NA,43264,NA,USD,NA,NA,United States,Kentucky,Louisville,5-7 years,2 - 4 years,Some college,Man,White
4/29/2021 6:44:12,35-44,Government and Public Administration,Program analyst,This is a generic title of many people in the fed govt. My more descriptive titles are: Evaluator; Team Lead.,131000,1000,USD,NA,NA,USA,District of Columbia,Washington DC,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/29/2021 6:44:27,45-54,Health care,Welding Manager,I run the micro-laser welding dept in a high volume orthodontic laboratory,69000,8000,USD,NA,NA,US,Massachusetts,Andover,21 - 30 years,11 - 20 years,College degree,Man,White
4/29/2021 6:44:34,35-44,Hospitality & Events,Office Administrator,First level HR and marketing for campus dining.,37440,0,USD,NA,NA,United States,Pennsylvania,erie,8 - 10 years,5-7 years,Master's degree,Woman,White
4/29/2021 6:44:36,25-34,Health care,JR QA Analyst,Software quality assurance,72000,2000,USD,NA,NA,United States,Pennsylvania,Pittsburgh,8 - 10 years,2 - 4 years,College degree,Man,White
4/29/2021 6:44:49,25-34,Entertainment,Localization Director,NA,4600000,700000,JPY,NA,NA,Japan,NA,Osaka,5-7 years,2 - 4 years,College degree,Man,White
4/29/2021 6:44:49,35-44,Computing or Tech,Director of Engineering,Head of Engineering at a startup,150000,12000,USD,NA,NA,United States,Pennsylvania,Conshohocken,11 - 20 years,11 - 20 years,College degree,Man,White
4/29/2021 6:46:08,35-44,Computing or Tech,Executive Assistant,NA,48000,0,USD,NA,NA,United States,Indiana,Goshen,8 - 10 years,8 - 10 years,High School,Woman,White
4/29/2021 6:46:15,25-34,"Marketing, Advertising & PR",Consumer insight director,Mix of client management and insight delivery,52000,2000,GBP,NA,NA,UK,NA,Leeds,11 - 20 years,8 - 10 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
4/29/2021 6:46:22,25-34,"Accounting, Banking & Finance",Compliance manager,NA,100000,10000,USD,NA,NA,US,North Carolina,Charlotte,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 6:46:46,35-44,Computing or Tech,Lead UX Researcher,NA,129000,14000,USD,NA,NA,US,Georgia,Atlanta,21 - 30 years,11 - 20 years,PhD,Woman,White
4/29/2021 6:47:19,35-44,Journalism,Editor,NA,50000,NA,USD,NA,NA,United States,Texas,Houston,11 - 20 years,5-7 years,College degree,Man,White
4/29/2021 6:47:45,35-44,Computing or Tech,Staff Software Engineer,Test Automation and Tooling,199000,65000,USD,NA,NA,USA,Washington,Bellingham (remote),21 - 30 years,21 - 30 years,College degree,Man,White
4/29/2021 6:48:05,55-64,Recruitment or HR,Learning Management System Administrator,NA,56000,5000,USD,NA,NA,United States,Pennsylvania,Conshohocken,21 - 30 years,5-7 years,College degree,Woman,White
4/29/2021 6:48:42,25-34,Computing or Tech,Product Manager,NA,130000,0,USD,NA,NA,US,Illinois,Chicago,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/29/2021 6:49:28,55-64,Computing or Tech,Manager of employer experience department,I manage implementation team and a call center team for third party admin operations,105000,0,USD,NA,NA,United states,Florida,Orlando,21 - 30 years,11 - 20 years,College degree,NA,White
4/29/2021 6:50:29,35-44,Computing or Tech,Software Engineer,NA,140000,30000,USD,NA,NA,United States,Texas,Austin,11 - 20 years,5-7 years,PhD,Man,White
4/29/2021 6:50:48,35-44,Entertainment,Senior Software Engineer,NA,388000,NA,USD,NA,NA,United States,California,Los Gatos,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 6:51:08,25-34,Nonprofits,Communications Specialist,NA,59000,NA,USD,NA,NA,US,District of Columbia,Washington,5-7 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
4/29/2021 6:51:37,35-44,Nonprofits,HR Generalist,Employee Engagement,48886,0,USD,NA,NA,USA,North Carolina,Burlington,11 - 20 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/29/2021 6:51:43,35-44,Health care,Clinical Psychologist,NA,45753,NA,GBP,NA,NA,UK,NA,Lancaster UK,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/29/2021 6:52:13,25-34,Computing or Tech,Development Team Lead,NA,55000,3100,GBP,NA,NA,United Kingdom,NA,Leeds,8 - 10 years,8 - 10 years,College degree,Man,White
4/29/2021 6:52:43,35-44,Insurance,Data Scientist,NA,135000,13000,USD,NA,NA,United States,Illinois,Chicago,8 - 10 years,5-7 years,PhD,Man,White
4/29/2021 6:53:25,35-44,Education (Higher Education),IT Support Technician,NA,25000,NA,GBP,NA,NA,UK,NA,London,11 - 20 years,11 - 20 years,Some college,Man,Black or African American
4/29/2021 6:55:24,35-44,Computing or Tech,Development Manager,Vice President,90000,10800,GBP,NA,NA,United Kingdom,NA,Glasgow,21 - 30 years,11 - 20 years,College degree,Man,White
4/29/2021 6:55:59,35-44,Consumer Products design,Controller,"HR, Accounting, Benefits, Payroll",69000,4500,USD,NA,NA,US,Illinois,Chicago,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 6:57:12,25-34,"Accounting, Banking & Finance",Human Resources Generalist,NA,65000,5000,USD,NA,NA,USA,Minnesota,Rochester,5-7 years,5-7 years,Master's degree,Man,White
4/29/2021 6:57:13,25-34,Social Work,Clinician,Providing behaviour therapy and counselling to adults with intellectual disabilities,50000,0,CAD,NA,NA,Canada,NA,North Bay,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 6:57:29,25-34,Computing or Tech,Executive Assistant,NA,95000,15000,USD,NA,NA,US,New York,New York,8 - 10 years,8 - 10 years,College degree,Woman,White
4/29/2021 6:57:44,35-44,"Accounting, Banking & Finance",Loan Operations Manager,NA,71000,NA,USD,NA,NA,United States,North Carolina,Raleigh,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 6:58:14,45-54,"Leisure, Sport & Tourism",Implementation Manager,NA,90000,0,USD,NA,NA,Australia,NA,"Sydney, Australia",21 - 30 years,2 - 4 years,College degree,Woman,White
4/29/2021 6:59:20,35-44,FMCG development,Compliance Officer,Ensuring regulatory compliance in a laboratory environment.,32524,2500,GBP,NA,NA,UK,NA,Hull,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/29/2021 6:59:21,25-34,Nonprofits,Head of Fundraising,NA,55000,0,GBP,NA,NA,United Kingdom,NA,London,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/29/2021 6:59:52,35-44,Health care,Physician,Internal Medicine - Hospitalist (assistant professor) at large academic center,321250,50000,USD,NA,"I work as a an academic teaching physician 2 weeks per month, and pick up additional shifts (moonlighting) at smaller hospitals in our system for supplemental income. Usually 4-5 shifts per month",USA,Minnesota,Rochester,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
4/29/2021 6:59:53,35-44,Computing or Tech,Head of People,NA,120000,15000,USD,NA,NA,United States,California,San Francisco,8 - 10 years,5-7 years,College degree,Woman,"Middle Eastern or Northern African, White"
4/29/2021 6:59:59,25-34,Recruitment or HR,HR Generalist,NA,51000,0,USD,NA,NA,USA,Virginia,Richmond,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 7:00:42,35-44,Insurance,Executive Assistant,NA,51200,1500,USD,NA,NA,United States,Michigan,Southfield,11 - 20 years,2 - 4 years,Some college,Woman,White
4/29/2021 7:01:29,25-34,Law,Lawyer,NA,75000,NA,CAD,NA,NA,Canada,NA,Barrie,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
4/29/2021 7:01:40,45-54,Computing or Tech,"Director, Compensation & Benefits",NA,175000,25000,USD,NA,NA,Us,Virginia,Reston,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/29/2021 7:02:27,25-34,"Marketing, Advertising & PR",Senior Marketing Manager,NA,40000,NA,GBP,NA,NA,UK,NA,Oxford,5-7 years,5-7 years,Master's degree,Woman,White
4/29/2021 7:03:18,25-34,Recruitment or HR,HR Generalist,NA,65000,0,USD,NA,NA,US,Virginia,Richmond,11 - 20 years,5-7 years,College degree,Woman,White
4/29/2021 7:04:24,25-34,Nonprofits,Generalist,NA,58500,NA,USD,NA,NA,United States,Illinois,Chicago,5-7 years,2 - 4 years,Master's degree,Woman,White
4/29/2021 7:04:58,45-54,Health care,Operations Support Manager,NA,73000,0,USD,NA,NA,United States,Maryland,Towson,31 - 40 years,31 - 40 years,College degree,Woman,White
4/29/2021 7:05:08,25-34,Sales,Account Executive,Selling cloud consulting services,125000,125000,CAD,NA,Bonus is a target and depends on performance,Canada,NA,Toronto,8 - 10 years,2 - 4 years,Master's degree,Man,Middle Eastern or Northern African
4/29/2021 7:06:06,35-44,"Leisure, Sport & Tourism",Director of Human Resources,NA,80000,3000,USD,NA,NA,U.S.,Florida,Palm Beach,11 - 20 years,11 - 20 years,College degree,Woman,White
4/29/2021 7:06:45,45-54,NA,Director of HR,NA,87509,30000,USD,NA,NA,U.S.,Tennessee,Murfreesboro,11 - 20 years,8 - 10 years,High School,Woman,"Hispanic, Latino, or Spanish origin"
4/29/2021 7:07:27,45-54,Computing or Tech,CEO,NA,120000,0,GBP,NA,NA,UK,NA,London,31 - 40 years,31 - 40 years,College degree,Man,White
4/29/2021 7:07:38,35-44,Government and Public Administration,Career Manager,Talent management,123000,5000,USD,NA,NA,United States,Virginia,Alexandria,11 - 20 years,8 - 10 years,PhD,NA,Black or African American
