town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E35001210,High Wycombe BUASD,120256,Large Towns,South East,Non-coastal,Large non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,1300,74.30555555555556,66.15384615384615,86.29715165511932,56.27405696689761,47.69230769230769,14.153846153846153,7.307692307692308,43.30769230769231,19.76923076923077,3.5384615384615383,1.5,20.2,40.6,37.7,3.8638461538461537,2.101644111
E35001211,Bradford BUASD,349561,City,Yorkshire and The Humber,Non-coastal,Cities,E30000018,Bradford,Majority conurbation,Mixed,Cities,University,Low,4273,65.14223194748358,50.62017318043529,77.14285714285715,37.91569086651054,33.699976597238475,23.07512286449801,9.337701848818162,32.22560262110929,13.737421015679852,11.958811139714488,2.8,30.6,41,25.6,3.3800608471799674,-3.503505917
E35001213,East Grinstead BUASD,29084,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,293,73.421926910299,66.55290102389078,86.68941979522185,56.996587030716725,35.83617747440273,15.358361774744028,9.556313993174061,45.39249146757679,25.938566552901023,3.4129692832764507,NA,23,47.8,27.5,3.532423208191126,1.179483614
E35001214,Brownhills BUASD,20373,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,229,82.5531914893617,65.06550218340611,84.71615720524017,40.174672489082965,26.200873362445414,25.76419213973799,17.903930131004365,52.40174672489083,27.947598253275107,8.73362445414847,NA,36.1,41,22,3.3013100436681224,-0.044013779
E35001215,Atherstone BUASD,10573,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000195,Coventry,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,116,66.95652173913044,56.03448275862068,68.96551724137932,31.896551724137932,25.862068965517242,18.103448275862068,13.793103448275861,56.896551724137936,37.06896551724138,NA,NA,36.4,41.5,21.2,3.103448275862069,-4.063383026
E35001216,Burton upon Trent BUASD,72299,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,821,70.13142174432497,58.7088915956151,80.38976857490864,42.38733252131547,31.059683313032888,23.26431181485993,14.859926918392205,50.42630937880633,24.116930572472594,7.551766138855055,2.2,30.5,41.6,25.6,3.387332521315469,-1.695798977
E35001217,Bamber Bridge BUASD,67497,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,731,81.17489986648864,66.75786593707251,87.96169630642954,61.83310533515732,40.355677154582764,21.61422708618331,15.321477428180575,52.94117647058824,23.52941176470588,6.019151846785226,NA,18.3,46,34.8,3.846785225718194,3.419350142
E35001218,Wilmslow BUASD,35945,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Working,Lower deprivation towns,No university,High,311,84.4574780058651,68.48874598070739,89.06752411575563,65.91639871382637,51.446945337620576,10.289389067524116,5.466237942122187,44.37299035369775,17.041800643086816,4.823151125401929,NA,18.8,39.3,39.9,3.897106109324759,4.482291861
E35001219,Gloucester BUASD,136362,Large Towns,South West,Non-coastal,Large non-coastal town,E30000209,Gloucester,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1582,72.85180572851806,54.80404551201011,77.81289506953225,43.8685208596713,28.128950695322374,21.491782553729458,14.791403286978507,58.15423514538559,30.973451327433626,7.206068268015171,2.2,33.1,41.4,23.4,3.2876106194690267,-1.907327933
E35001220,Otley BUASD,14215,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,165,78.48101265822784,54.54545454545454,89.0909090909091,58.18181818181818,33.33333333333333,20.606060606060606,15.151515151515152,53.333333333333336,26.666666666666668,NA,NA,28.9,39.8,30.1,3.56969696969697,0.795862772
E35001221,Bushey BUASD,25328,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,272,85.82089552238806,71.69117647058823,93.38235294117648,64.70588235294117,53.30882352941176,7.352941176470589,NA,46.69117647058824,20.588235294117645,NA,NA,14.7,37,47.6,4.261029411764706,5.864021688
E35001222,Gateshead BUASD,120046,Large Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Working,Higher deprivation towns,No university,Low,1206,73.73899119295436,60.86235489220564,85.40630182421228,40.46434494195688,29.850746268656714,26.285240464344945,14.842454394693199,49.4195688225539,22.968490878938642,13.018242122719734,1.6,31.3,43.5,23.6,3.3913764510779436,-1.21953945
E35001223,Newport Pagnell BUASD,15118,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,163,85.46511627906976,70.5521472392638,94.47852760736197,51.533742331288344,30.67484662576687,17.177914110429448,14.11042944785276,60.122699386503065,36.19631901840491,NA,NA,32.1,37.6,30.3,3.5705521472392636,2.607961881
E35001224,Ilkeston BUASD,38640,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Working,Higher deprivation towns,No university,Low,418,69.90521327014217,53.110047846889955,75.11961722488039,32.535885167464116,21.5311004784689,23.205741626794257,18.181818181818183,56.2200956937799,29.1866028708134,14.354066985645932,2.6,40.5,37.9,19,3.014354066985646,-4.196862089
E35001225,Newton-le-Willows BUASD,22114,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,231,71.54471544715447,51.515151515151516,80.51948051948052,46.320346320346324,32.467532467532465,23.376623376623375,13.852813852813853,52.38095238095239,21.21212121212121,9.523809523809524,NA,29.7,38.9,28.4,3.463203463203463,-1.678143653
E35001227,Tilbury BUASD,12450,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,174,58.42105263157895,47.12643678160919,61.49425287356321,29.88505747126437,17.24137931034483,11.494252873563218,5.747126436781609,45.40229885057471,22.988505747126435,13.218390804597702,NA,45.9,37.2,NA,2.7528735632183907,-7.104299744
E35001228,Droitwich BUASD,23504,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000289,Worcester and Kidderminster,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Medium,252,64.33823529411765,51.19047619047619,75.79365079365078,42.857142857142854,33.730158730158735,21.825396825396826,13.492063492063492,43.25396825396825,20.634920634920633,9.920634920634921,NA,34.1,31.3,31.7,3.4642857142857144,-2.864618092
E35001229,Mountsorrel BUASD,12120,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,110,77.8688524590164,46.36363636363636,81.81818181818183,34.54545454545455,27.27272727272727,26.36363636363636,16.363636363636363,51.81818181818182,38.18181818181819,NA,NA,28.7,50,NA,3.2454545454545456,-3.105063727
E35001230,Chesterfield BUASD,88483,Large Towns,East Midlands,Non-coastal,Large non-coastal town,E30000190,Chesterfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,944,77.30569948186529,57.94491525423729,81.12407211028632,47.1898197242842,33.36864406779661,21.927966101694913,12.817796610169491,47.98728813559322,20.97457627118644,9.110169491525424,1.7,26.5,43.7,28.1,3.5254237288135593,-0.113529264
E35001232,Billericay BUASD,34274,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,415,84.19753086419753,78.07228915662651,93.25301204819277,64.57831325301204,43.373493975903614,16.867469879518072,12.771084337349398,48.674698795180724,24.096385542168676,2.6506024096385543,NA,12.2,48.4,38.4,3.9903614457831327,5.539858751
E35001234,Bideford BUASD,18029,Small Towns,South West,Coastal,Smaller other coastal town,E30000167,Bideford,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,223,63.84976525821596,42.600896860986545,75.7847533632287,30.04484304932735,20.179372197309416,26.45739910313901,14.349775784753364,57.399103139013455,29.596412556053814,10.762331838565023,NA,40.6,36.6,20.1,3.062780269058296,-6.037043767
E35001235,Wendover BUASD,7131,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,84,92.6829268292683,78.57142857142857,90.47619047619048,77.38095238095238,59.523809523809526,NA,NA,38.095238095238095,NA,NA,NA,NA,34.9,52.3,4.333333333333333,8.687991592
E35001236,Jarrow BUASD,43431,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,534,75.98499061913697,58.239700374531836,82.39700374531836,44.19475655430712,29.026217228464418,28.46441947565543,18.91385767790262,46.06741573033708,21.161048689138575,14.232209737827715,NA,27.1,47.9,23.4,3.4176029962546814,-0.807955472
E35001237,Southampton BUASD,253651,City,South East,Coastal,Cities,E30000267,Southampton,Majority town and city (Large Towns),Working,Cities,University,Low,2363,65.54054054054053,58.73889123994922,76.68218366483283,41.26110876005079,26.872619551417685,17.096910706728735,10.537452391028355,49.25941599661448,25.05289885738468,10.241218789674143,3,29.6,46.8,20.5,3.1950909860347014,-2.868483853
E35001238,Tamworth BUASD,73924,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000169,Birmingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,950,69.03292181069959,51.473684210526315,85.68421052631578,44.8421052631579,29.47368421052631,18.10526315789474,11.263157894736842,56.736842105263165,27.789473684210524,7.578947368421053,2.1,29.4,44.2,24.3,3.3726315789473684,-2.362019947
E35001239,Newbury BUASD,38762,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000244,Newbury,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,413,69.34673366834171,59.32203389830508,79.41888619854721,53.99515738498789,36.31961259079903,14.769975786924938,9.443099273607748,48.91041162227603,27.602905569007262,5.811138014527845,NA,28.3,39.5,30.3,3.513317191283293,-0.337151444
E35001240,Hale (Trafford) BUASD,16624,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Lower deprivation towns,No university,High,148,87.96992481203007,85.8108108108108,93.24324324324324,77.02702702702703,64.1891891891892,10.135135135135135,NA,32.432432432432435,8.783783783783784,NA,NA,6.8,36.7,54.4,4.506756756756757,9.301347301
E35001241,Weymouth BUASD,54539,Medium Towns,South West,Coastal,Large seaside town,E30000046,Dorchester and Weymouth,Majority town and city (small),Mixed,Higher deprivation towns,No university,Medium,575,70.81174438687393,53.91304347826087,82.6086956521739,48.52173913043478,30.434782608695656,22.434782608695652,12.695652173913045,50.60869565217392,23.652173913043477,6.782608695652175,2.6,22,50.3,25.1,3.4382608695652173,-1.399291373
E35001242,Bracknell BUASD,77256,Large Towns,South East,Non-coastal,Large non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,785,71.7005076142132,57.961783439490446,80.89171974522293,46.62420382165605,31.210191082802545,14.64968152866242,8.025477707006369,51.46496815286624,29.044585987261147,5.095541401273886,1.7,31.9,39.7,26.7,3.4012738853503186,-1.167026008
E35001244,Cinderford BUASD,10508,Small Towns,South West,Non-coastal,Smaller non-coastal town,K01000005,Cinderford and Ross-on-Wye,Majority rural,Mixed,Higher deprivation towns,No university,Low,131,62.4,46.56488549618321,62.59541984732825,35.87786259541985,22.900763358778626,20.610687022900763,11.450381679389313,55.72519083969466,34.35114503816794,9.923664122137405,NA,33.6,42,19.1,3.0229007633587788,-5.403816227
E35001245,Cookham BUASD,5108,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,49,71.66666666666667,79.59183673469387,91.83673469387756,65.3061224489796,51.02040816326531,NA,NA,38.775510204081634,22.448979591836736,NA,NA,21.6,37.3,NA,3.816326530612245,3.797861349
E35001246,Ferndown BUASD,26559,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000175,Bournemouth,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,214,72.64150943396226,58.87850467289719,78.40375586854461,52.58215962441315,30.373831775700932,23.83177570093458,17.289719626168225,50,28.971962616822427,5.607476635514018,NA,25.4,41.8,30.5,3.5514018691588785,-0.014243504
E35001248,Cannock BUASD,67768,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,864,73.53951890034365,57.986111111111114,79.39814814814815,39.699074074074076,27.77777777777778,21.064814814814813,13.310185185185187,55.208333333333336,27.77777777777778,8.101851851851851,NA,32.1,40.9,26,3.4074074074074074,-1.551539762
E35001249,Royal Tunbridge Wells BUASD,57772,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,High,520,74.19354838709677,75.57692307692308,86.15384615384616,62.88461538461539,50,10.192307692307692,5.5769230769230775,40.96153846153846,17.692307692307693,4.038461538461538,3.1,20.2,36.3,40.4,3.898076923076923,3.708287406
E35001250,Preston BUASD,97886,Large Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,1080,69.00432900432901,52.59259259259259,79.07407407407408,46.85185185185185,31.48148148148148,19.537037037037035,12.592592592592592,44.44444444444444,22.12962962962963,10.648148148148149,3.8,28.8,42,25.4,3.335185185185185,-2.178895241
E35001251,Oldham BUASD,96555,Large Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1386,62.36702127659575,48.84559884559885,77.12842712842712,41.41414141414141,29.58152958152958,23.809523809523807,10.966810966810966,32.900432900432904,12.265512265512266,13.275613275613276,2.9,29.1,46.4,21.6,3.2510822510822512,-4.05106543
E35001252,Mildenhall BUASD,13388,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Residential,Mid deprivation towns,No university,Low,117,66.14173228346458,47.863247863247864,83.76068376068376,34.18803418803419,17.094017094017094,17.094017094017094,11.11111111111111,58.97435897435898,32.47863247863248,NA,NA,35.6,46.6,NA,3.076923076923077,-4.836415788
E35001253,Stoke-on-Trent BUASD,270726,City,West Midlands,Non-coastal,Cities,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Working,Cities,University,Low,3108,68.01357186921653,51.38352638352638,77.49517063747585,41.98325820991629,28.635778635778635,22.36164736164736,13.835263835263836,48.80952380952381,22.90862290862291,9.523809523809524,3,31.5,41.8,23.7,3.2796010296010296,-3.005746412
