cheese,url,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
Seator's Orkney,https://www.cheese.com/seators-orkney/,cow,"Great Britain, Scotland, United Kingdom",Orkney Islands,NA,"hard, artisan",NA,NA,crumbly,NA,cream,acidic,lactic,NA,NA,NA,NA,Grimbister Farm
Selles sur Cher,https://www.cheese.com/selles-sur-cher/,goat,France,NA,NA,soft,NA,NA,firm,ash coated,NA,tangy,"lactic, nutty",NA,NA,NA,NA,NA
Selva,https://www.cheese.com/selva/,cow,Spain,"Fornells de la Selva, Gironès",NA,"soft, artisan",45%,NA,"smooth, supple",natural,pale yellow,"bitter, buttery, salty",pleasant,FALSE,FALSE,NA,Queso De La Selva,NA
Serat,https://www.cheese.com/serat/,sheep,Afghanistan,NA,NA,hard,NA,NA,,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA
Seriously Strong Cheddar,https://www.cheese.com/seriously-strong-cheddar/,cow,"England, Scotland, United Kingdom",Stranraer,Cheddar,hard,34.4%,740 mg/100g,"crumbly, dense, firm, flaky",natural,yellow,"full-flavored, savory, smokey , spicy, tangy","rich, smokey, strong",FALSE,FALSE,NA,"Seriously Strong Spreadable, Seriously Strong Vintage Cheddar, Seriously Strong Grated Cheddar",Lactalis McLelland Ltd
Serra da Estrela DOP,https://www.cheese.com/serra-da-estrela-dop/,sheep,Portugal,Serra da Estrela,NA,semi-soft,NA,NA,,NA,ivory,NA,pungent,FALSE,FALSE,"Serra da Estrela, Queijo Serra da Estrela",NA,NA
Sgt. Pepper,https://www.cheese.com/sgt-pepper/,goat,United States,California,NA,fresh soft,NA,NA,"creamy, smooth, spreadable",rindless,white,"full-flavored, spicy","fresh, spicy",TRUE,FALSE,NA,NA,Cypress Grove Chevre
Shaker Blue,https://www.cheese.com/shaker-blue/,sheep,United States,New York,Blue,"semi-firm, blue-veined",NA,NA,creamy,rindless,ivory,"acidic, creamy, full-flavored, sweet","rich, sweet",TRUE,FALSE,Shaker Blue,NA,Old Chatham Sheepherding Company
Shamembert,https://www.cheese.com/vegan-shamembert/,plant-based,United Kingdom,NA,NA,soft,NA,NA,"soft, soft-ripened",mold ripened,white,"earthy, full-flavored, mushroomy, savory, strong",earthy,TRUE,TRUE,NA,NA,Honestly Tasty
Shanklish,https://www.cheese.com/shanklish/,"cow, sheep","Egypt, Lebanon, Syria",NA,Feta,"fresh firm, hard, artisan",NA,NA,"creamy, crumbly, firm",mold ripened,white,"sharp, spicy, strong","pungent, strong",FALSE,FALSE,NA,NA,Grandpa's dairy
Sharon Hollow Garlic and Chive,https://www.cheese.com/sharon-hollow-garlic-and-chive/,cow,United States,"Ann Arbor, Michigan",NA,"fresh soft, artisan",NA,NA,flaky,rindless,ivory,"garlicky, milky","fresh, garlicky",TRUE,FALSE,Sharon Hollow Garlic and Pepper,NA,Zingerman's Creamery
Sharp Cheddar,https://www.cheese.com/sharp-cheddar/,cow,United States,NA,Cheddar,"semi-hard, artisan",NA,NA,creamy,natural,NA,"sharp, strong, tangy",NA,NA,NA,NA,NA,NA
Sharpham,https://www.cheese.com/sharpham/,cow,"England, United Kingdom",Devon,Brie,"soft, artisan",45%,NA,"creamy, smooth",mold ripened,white,buttery,fresh,TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
Sharpham Elmhirst,https://www.cheese.com/sharpham-elmhirst/,cow,"England, Great Britain, United Kingdom",Devon,NA,"soft, artisan, soft-ripened",NA,NA,"creamy, smooth, soft, soft-ripened, spreadable",bloomy,white,"creamy, full-flavored, milky, smooth","fresh, mild, milky, rich",TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
Sharpham Rustic,https://www.cheese.com/sharpham-rustic/,cow,"England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,creamy,natural,white,"lemony, nutty",fresh,TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
Sharpham Rustic Chive & Garlic,https://www.cheese.com/sharpham-rustic-chive-garlic/,cow,"England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,creamy,natural,white,"creamy, garlicky, savory","garlicky, nutty, strong",TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
Sharpham Savour,https://www.cheese.com/sharpham-savour/,"cow, goat","England, Great Britain, United Kingdom",Devon,NA,"semi-hard, artisan",NA,NA,"close, creamy, supple",natural,cream,"smooth, sweet",fresh,TRUE,FALSE,NA,NA,Sharpham Wine & Cheese
Sheep Gouda,https://www.cheese.com/sheep-gouda/,sheep,United States,Maine,Gouda,"semi-hard, artisan",NA,NA,"compact, crumbly, dense",natural,pale yellow,"caramel, nutty",NA,NA,NA,NA,NA,Fuzzy Udder Creamery
Shelburne Cheddar,https://www.cheese.com/shelburne-cheddar/,cow,United States,Shelburne Farms,Cheddar,"hard, artisan",51%,NA,firm,rindless,pale yellow,strong,rich,TRUE,FALSE,NA,NA,Shelburne Farms
Shepherd's Crook,https://www.cheese.com/shepherds-crook/,sheep,England,Somerset,NA,"soft, artisan",48%,NA,"creamy, smooth, springy",mold ripened,white,"mild, sweet","rich, sweet",TRUE,FALSE,NA,NA,Wootton Organic Dairy
Shepherd's Hope,https://www.cheese.com/shepherds-hope/,sheep,United States,Minnesota,NA,"fresh soft, artisan",NA,NA,"creamy, firm, soft",rindless,white,"citrusy, garlicky, herbaceous, mild, milky","aromatic, fresh, herbal",TRUE,FALSE,NA,NA,Shepherd's Way Farms
Shepherdista Crush,https://www.cheese.com/shepherdista-crush/,sheep,United States,California,NA,"firm, artisan",NA,NA,compact,natural,ivory,tangy,"grassy, woody",NA,NA,Shepherdista,NA,Bleating Heart Cheese
Shepsog,https://www.cheese.com/shepsog/,"cow, sheep",United States,Vermont,NA,semi-firm,NA,NA,buttery,natural,yellow,"nutty, sweet","earthy, nutty, rich, sweet",NA,NA,NA,NA,Grafton Village Cheese Company
Ships Wheel Brie,https://www.cheese.com/ships-wheel-brie/,cow,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,NA,NA,creamy,NA,NA,"mild, nutty","mild, nutty",TRUE,FALSE,NA,NA,BoatShed Cheese
Shoreditch Smoked,https://www.cheese.com/vegan-shoreditch-smoked-cheese/,plant-based,United Kingdom,NA,NA,semi-firm,NA,NA,"creamy, semi firm, soft, spreadable",rindless,pale yellow,"nutty, smokey , umami, yeasty","mild, nutty, smokey, yeasty",TRUE,TRUE,NA,NA,La Fauxmagerie
Shorrock's Lancashire Bomb,https://www.cheese.com/shorrocks-lancashire-bomb/,cow,United Kingdom,NA,NA,semi-hard,NA,NA,"creamy, crumbly",NA,yellow,NA,NA,TRUE,FALSE,NA,NA,NA
Shredded Bliss,https://www.cheese.com/shredded-bliss/,,"Canada, United States",NA,Mozzarella,semi-soft,NA,NA,"elastic, smooth, springy, stringy",plastic,pale yellow,"mild, milky","fresh, mild",TRUE,FALSE,"Lactose Free Mozzarella Shreds, Dairy Free Mozzarella Shreds, Lactose & Soy Free Mozzarella Shreds",NA,NA
Shropshire Blue,https://www.cheese.com/shropshire-blue/,cow,United Kingdom,NA,Blue,semi-hard,NA,NA,"creamy, smooth",natural,orange,creamy,rich,TRUE,FALSE,"Blue Shropshire, Blue Stuart, Inverness-shire Blue",NA,NA
Shtayburne Farm Cheddar,https://www.cheese.com/shtayburne-farm-cheddar/,cow,United States,NY,Cheddar,"hard, artisan",NA,NA,"creamy, smooth",natural,yellow,"creamy, garlicky, sharp, smokey , smooth, spicy",NA,NA,NA,NA,NA,Shtayburne Farm
Shtayburne Farm Monterey Jack,https://www.cheese.com/shtayburne-farm-monterey-jack/,cow,United States,NY,Monterey Jack,"semi-hard, artisan",NA,NA,"compact, creamy, soft, supple",natural,pale yellow,"creamy, garlicky, herbaceous, smooth, spicy, sweet, tangy",NA,NA,NA,NA,NA,Shtayburne Farm
Sicilian Blend,https://www.cheese.com/sicilian-blend/,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"crumbly, dry, firm",natural,pale yellow,"piquant, savory, sharp, spicy",NA,TRUE,FALSE,NA,NA,Sartori
Siltcoos,https://www.cheese.com/siltcoos/,goat,United States,Coast of Oregon,NA,"soft, artisan",NA,NA,soft,ash coated,ivory,"spicy, strong","clean, fresh",NA,NA,NA,NA,Rivers Edge Chèvre
Sinodun Hill,https://www.cheese.com/sinodun-hill/,goat,England,NA,NA,soft,NA,NA,fluffy,natural,pale yellow,creamy,clean,TRUE,FALSE,NA,NA,Norton & Yarrow Cheese
Sirene,https://www.cheese.com/sirene/,"cow, goat, sheep","Albania, Bulgaria, Croatia, Greece, Israel, Macedonia, Romania, Serbia",Trakia,Feta,"fresh soft, brined",NA,NA,"crumbly, grainy, smooth",natural,white,"lemony, salty, sharp, tangy",strong,FALSE,FALSE,Sirenje,NA,NA
Sleightlett,https://www.cheese.com/sleightlett/,goat,"England, Great Britain, United Kingdom","Timsbury, Somerset",NA,"fresh soft, artisan",NA,NA,"creamy, fluffy, smooth",mold ripened,white,"citrusy, lemony, nutty","goaty, lactic",FALSE,FALSE,NA,NA,NA
Slices Of Bliss,https://www.cheese.com/slices-of-bliss/,,"Canada, United States",NA,Cheddar,soft,NA,NA,creamy,plastic,yellow,"creamy, savory, sharp, spicy",NA,TRUE,FALSE,"Lactose Free Slices, Dairy Free Slices, Lactose & Soy Free Slices",NA,GO Veggie!
Smoked Fior Di Latte,https://www.cheese.com/smoked-fior-di-latte/,cow,Italy,NA,Mozzarella,semi-soft,NA,NA,"elastic, smooth",NA,brownish yellow,"smokey , tangy",smokey,NA,NA,NA,NA,NA
Smoked Gouda,https://www.cheese.com/smoked-gouda/,"cow, goat, sheep",Netherlands,NA,Gouda,hard,NA,NA,"buttery, crumbly",waxed,brownish yellow,NA,smokey,NA,NA,NA,NA,NA
Smoked Lincolnshire Poacher,https://www.cheese.com/smoked-lincolnshire-poacher/,cow,United Kingdom,NA,NA,hard,NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,NA,NA,NA
Smoked Sulguni,https://www.cheese.com/smoked-sulguni/,"buffalo, cow",Georgia,"Svaneti, Samegrelo",NA,semi-firm,NA,NA,"dense, elastic",NA,yellow,"salty, smokey , sour",smokey,NA,NA,"smoked suluguni, Georgian smoked suluguni",Shebolili Megruli Sulguni,NA
Smokey Jalapeño,https://www.cheese.com/smokey-jalapeno/,,Canada,Ontario,NA,"semi-firm, artisan",NA,NA,"creamy, firm",NA,golden orange,"creamy, mild, spicy",NA,TRUE,FALSE,NA,NA,Zengarry Vegetarian Cuisine
Smokey Mountain Round,https://www.cheese.com/smokey-mountain-round/,goat,United States,North Carolina,NA,"semi-soft, artisan",NA,NA,compact,natural,white,"savory, woody","aromatic, lactic",TRUE,FALSE,NA,NA,Goat Lady Dairy
Smokey Oregon Blue,https://www.cheese.com/smokey-oregon-blue/,cow,United States,Oregon,Blue,"semi-hard, blue-veined",NA,NA,"dense, firm",natural,pale yellow,"caramel, earthy, savory, sharp, sweet","milky, nutty, smokey",TRUE,FALSE,NA,NA,Rogue Creamery
Smokey Touvelle,https://www.cheese.com/smokey-touvelle/,cow,United States,Oregon,Cheddar,"semi-hard, artisan",NA,NA,"crumbly, firm",natural,pale yellow,"nutty, sweet, tangy","mild, smokey",TRUE,FALSE,NA,NA,Rogue Creamery
Snow Camp,https://www.cheese.com/snow-camp/,"cow, goat",United States,North Carolina,NA,semi-firm,NA,NA,soft,bloomy,ivory,"buttery, creamy",buttery,TRUE,FALSE,NA,NA,Goat Lady Dairy
Sofia,https://www.cheese.com/sofia/,goat,United States,Indiana,NA,"soft, artisan, soft-ripened",NA,NA,"close, creamy, dense, soft, soft-ripened",mold ripened,cream,"citrusy, creamy, sweet, tangy",NA,FALSE,FALSE,NA,NA,Capriole Goat Cheese
Somerset Brie,https://www.cheese.com/somerset-brie/,cow,"England, United Kingdom",Somerset,Brie,"soft, artisan",NA,NA,"creamy, smooth",natural,white,mild,"fresh, grassy, mushroom",TRUE,FALSE,NA,NA,NA
Somerset Organic Cheddar,https://www.cheese.com/somerset-organic-cheddar/,cow,United Kingdom,NA,NA,"hard, organic",NA,NA,"creamy, crumbly",NA,pale yellow,NA,NA,NA,NA,Somerset Cheddar,NA,NA
Sonnet,https://www.cheese.com/sonnet/,"goat, sheep",United States,"Tieton, Washington",NA,"soft, artisan",NA,NA,"smooth, spreadable",bloomy,NA,"lemony, smooth",rich,NA,NA,NA,NA,Tieton Farm & Creamery
Sonoma Jack,https://www.cheese.com/sonoma-jack/,cow,United States,"Sonoma, California",Monterey Jack,semi-hard,NA,NA,"brittle, creamy, crumbly, firm, open, supple",natural,pale white,"buttery, herbaceous, mild, mushroomy, nutty, sharp, spicy","aromatic, earthy, herbal, mild",TRUE,FALSE,NA,NA,Vella Cheese Company
Sosha,https://www.cheese.com/sosha/,"goat, yak","China, Nepal, Tibet",Tibet,NA,"soft, artisan",NA,NA,creamy,natural,white,"pungent, strong","pungent, strong",NA,NA,Churul,NA,NA
Sottocenere® al Tartufo,https://www.cheese.com/sottocenere-al-tartufo/,cow,Italy,Veneto,NA,"semi-soft, artisan",NA,NA,"firm, smooth",natural,pale yellow,"creamy, salty, savory","aromatic, spicy",FALSE,FALSE,Italian Truffle Cheese,NA,NA
Soumaintrain,https://www.cheese.com/soumaintrain/,cow,France,NA,NA,"soft, artisan",NA,NA,"creamy, smooth",washed,NA,creamy,rich,NA,NA,Soumaintrain AOC,NA,NA
Sourire Lozerien,https://www.cheese.com/sourire-lozerien/,cow,France,Cevenes,NA,"semi-soft, artisan",25%,NA,"creamy, smooth",natural,white,"mild, sweet",musty,FALSE,FALSE,NA,NA,SARL LAITERIE RISSOAN
Sparkenhoe Red Leicester,https://www.cheese.com/sparkenhoe-red-leicester/,cow,United Kingdom,NA,NA,hard,NA,NA,"brittle, close, creamy, crumbly, flaky",NA,orange,nutty,NA,NA,NA,NA,NA,NA
Spenwood,https://www.cheese.com/spenwood/,sheep,England,NA,Parmesan,hard,NA,NA,firm,natural,pale yellow,nutty,NA,TRUE,FALSE,NA,NA,NA
Speziato,https://www.cheese.com/speziato/,cow,Italy,Veneto,NA,soft,NA,NA,compact,natural,ivory,"earthy, spicy",aromatic,FALSE,FALSE,NA,Tartufino Speziato,La Casearia Carpenedo S.r.l.
Squaquerone di Bufala,https://www.cheese.com/squaquerone-di-bufala/,water buffalo,Italy,Lombardy,NA,"fresh soft, artisan",NA,NA,"creamy, soft, spreadable",rindless,white,"acidic, piquant, subtle, sweet","pleasant, subtle",FALSE,FALSE,NA,NA,Azienda Agricola Gritti Bruno E Alfio S.s. Societa Agricola
St Andrews Farmhouse Cheddar,https://www.cheese.com/st-andrews-farmhouse-cheddar/,cow,Scotland,NA,NA,hard,NA,NA,"compact, crumbly, dry",waxed,pale yellow,"fruity, grassy, nutty, tangy","buttery, grassy, subtle",FALSE,FALSE,NA,St. Andrews Farmhouse Cheddar,St. Andrews Farmhouse Cheese
St Cera,https://www.cheese.com/st-cera/,cow,England,NA,NA,soft,NA,NA,"buttery, creamy",washed,yellow,"full-flavored, pronounced",pungent,FALSE,FALSE,St. Cera,NA,Julie Cheyney
St Fidèle Swiss,https://www.cheese.com/st-fidele-swiss/,cow,Canada,Quebec,Swiss Cheese,semi-hard,17%,NA,"elastic, firm, open",rindless,ivory,"nutty, sweet","aromatic, sweet",NA,NA,La Belle Brune,"St-Fidele Swiss, Suisse St-Fidèle, Saint Fidele Swiss",Fromagerie St-Fidèle
St Gall,https://www.cheese.com/st-gall/,cow,Ireland,Co. Cork,Swiss Cheese,"hard, brined",NA,NA,"creamy, smooth, soft, springy",natural,yellow,"fruity, mild, milky, nutty, smooth, yeasty","fruity, mild, milky, nutty, rich, yeasty",FALSE,FALSE,NA,NA,CAIS Cheesemakers Association Ltd
St James,https://www.cheese.com/st-james/,sheep,England,NA,NA,semi-soft,NA,NA,close,washed,pink and white,meaty,barnyardy,FALSE,FALSE,NA,St. James,Martin Gott
St Jude,https://www.cheese.com/st-jude/,cow,"England, Great Britain, United Kingdom",NA,NA,"soft, artisan",NA,NA,"creamy, fluffy",mold ripened,cream,NA,"buttery, rich",FALSE,FALSE,NA,"St. Jude, Saint Jude",NA
St Killian,https://www.cheese.com/st-killian/,cow,Ireland,"Adamstown, Co Wexford",Brie,"semi-soft, artisan",NA,NA,creamy,bloomy,pale yellow,"mushroomy, salty","aromatic, mushroom",TRUE,FALSE,NA,"St. Killian, Saint Killian","Carrigbyrne House, Adamstown, Co. Wexford"
St Mang Original Allgäuer Limburger,https://www.cheese.com/st-mang-original-allgauer-limburger/,cow,Germany,Allgäu,NA,"soft, artisan",NA,NA,creamy,natural,pale yellow,spicy,"mild, spicy",TRUE,FALSE,"St. Mang original Allgaeuer Romadur, St. Mang Masterpiec",NA,Käserei Champignon
St Pat,https://www.cheese.com/st-pat/,cow,United States,California,NA,"semi-soft, artisan",NA,NA,"creamy, soft",bloomy,pale yellow,"full-flavored, mellow","rich, smokey",TRUE,FALSE,NA,NA,Cowgirl Creamery
St Tola Ash Log,https://www.cheese.com/st-tola-ash-log/,goat,Ireland,NA,NA,"soft, artisan",NA,NA,smooth,ash coated,NA,full-flavored,NA,FALSE,FALSE,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Cranberry,https://www.cheese.com/st-tola-cranberry/,goat,Ireland,"Inagh, Co Clare",NA,"fresh soft, artisan",18.2 g/100g,NA,"compact, creamy, smooth, soft",mold ripened,white,"creamy, fruity, full-flavored, sweet","fresh, fruity",FALSE,FALSE,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Crottin,https://www.cheese.com/st-tola-crottin/,goat,Ireland,NA,NA,soft,NA,NA,smooth,NA,white,"lemony, sweet","clean, floral",NA,NA,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Divine,https://www.cheese.com/st-tola-divine/,goat,,"Inagh, Co Clare",NA,"fresh soft, artisan",14 g/100g,NA,"creamy, soft, spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",FALSE,FALSE,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Greek Style,https://www.cheese.com/st-tola-greek-style/,goat,Ireland,Co Clare,Feta,"firm, brined",NA,NA,smooth,rindless,white,"creamy, salty",goaty,NA,NA,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Hard Cheese,https://www.cheese.com/st-tola-hard-cheese/,goat,Ireland,"Inagh, Co Clare",Gouda,"hard, artisan",36 g/100g,NA,"compact, crumbly, dense, smooth",waxed,cream,"nutty, sweet, tangy",NA,FALSE,FALSE,NA,NA,Inagh Farmhouse Cheese Ltd
St Tola Log,https://www.cheese.com/st-tola-log/,goat,Ireland,NA,NA,soft,NA,NA,creamy,natural,NA,citrusy,NA,FALSE,FALSE,St Tola,NA,Inagh Farmhouse Cheese Ltd
Staffordshire Organic,https://www.cheese.com/staffordshire-organic/,cow,"England, Great Britain, United Kingdom",Staffordshire,NA,"hard, artisan",48%,NA,"creamy, smooth",NA,yellow,NA,NA,TRUE,FALSE,NA,Staffordshire Organic Cheese,Staffordshire Dairy
Stawley,https://www.cheese.com/stawley/,goat,"England, Great Britain, United Kingdom","Stawley, near Wellington, Somerset",NA,soft,NA,NA,"dense, firm, smooth",mold ripened,pale yellow,"caramel, floral, milky, sweet","mushroom, nutty",FALSE,FALSE,NA,NA,NA
Stella Asiago,https://www.cheese.com/stella-asiago/,cow,Italy,Asiago,NA,"semi-hard, artisan",NA,NA,"buttery, creamy, crumbly",natural,cream,"nutty, sharp, smooth, sweet","fresh, mild, rich",TRUE,FALSE,NA,NA,Stella
Stella Black Pepper Romano,https://www.cheese.com/stella-black-pepper-romano/,cow,United States,Wisconsin,NA,"hard, artisan",NA,NA,"compact, crumbly, flaky",natural,pale yellow,"piquant, salty, sharp","pleasant, spicy",TRUE,FALSE,NA,NA,Stella
Stella Blue,https://www.cheese.com/stella-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,crumbly,natural,white,tangy,rich,TRUE,FALSE,Stella Blue Cheese crumbles,NA,Stella
Stella Feta,https://www.cheese.com/stella-feta/,cow,United States,NA,Feta,"firm, artisan",NA,NA,"crumbly, firm",NA,white,tangy,fresh,TRUE,FALSE,NA,NA,NA
Stella Fontina,https://www.cheese.com/stella-fontina/,cow,United States,Wisconsin,NA,"semi-soft, artisan",NA,NA,"creamy, open",natural,pale yellow,"buttery, sweet","earthy, mild",TRUE,FALSE,NA,NA,Stella
Stella Fontinella,https://www.cheese.com/stella-fontinella/,cow,United States,NA,NA,"semi-hard, artisan",NA,NA,crumbly,natural,pale yellow,"creamy, sharp, smooth, sweet",NA,TRUE,FALSE,NA,NA,Stella
Stella Goat,https://www.cheese.com/stella-goat/,goat,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,crumbly,natural,cream,tangy,"mild, pleasant",TRUE,FALSE,NA,NA,Stella
Stella Gorgonzola,https://www.cheese.com/stella-gorgonzola/,cow,United States,NA,Gorgonzola,"semi-soft, blue-veined",NA,NA,creamy,natural,cream,"earthy, mellow, tangy",pleasant,TRUE,FALSE,NA,NA,Stella
Stella Italian Sharp,https://www.cheese.com/stella-italian-sharp/,cow,United States,NA,NA,"semi-soft, artisan",NA,NA,creamy,natural,pale yellow,"creamy, full-flavored, sharp",strong,FALSE,FALSE,NA,NA,Stella
Stella Kasseri,https://www.cheese.com/stella-kasseri/,cow,United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,firm,natural,pale yellow,"salty, sharp, tangy",strong,TRUE,FALSE,NA,NA,Saputo Inc.
Stella Mediterranean Parmesan,https://www.cheese.com/stella-mediterranean-parmesan/,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"buttery, crumbly, flaky",natural,NA,"buttery, earthy, garlicky, savory, spicy",nutty,TRUE,FALSE,NA,NA,Stella
Stella Parmesan,https://www.cheese.com/stella-parmesan/,cow,United States,NA,Parmesan,"hard, artisan",NA,NA,"crumbly, dense, grainy",natural,pale yellow,"nutty, subtle",NA,TRUE,FALSE,NA,NA,Stella
Stella Parmesan & Romano Blend,https://www.cheese.com/stella-parmesan-romano-blend/,cow,United States,Wisconsin,Parmesan,"hard, artisan",NA,NA,"crumbly, flaky",natural,cream,"salty, sharp",nutty,TRUE,FALSE,NA,NA,Stella
Stella Reduced Fat Blue,https://www.cheese.com/stella-reduced-fat-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,crumbly,natural,white,full-flavored,pleasant,TRUE,FALSE,NA,NA,Stella
Stella Smoked Blue,https://www.cheese.com/stella-smoked-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan",NA,NA,"creamy, crumbly",natural,white,"creamy, subtle","pleasant, smokey",TRUE,FALSE,NA,NA,Stella
Stella Swiss,https://www.cheese.com/stella-swiss/,cow,United States,Wisconsin,Swiss Cheese,"semi-soft, artisan",NA,NA,"creamy, open, smooth",natural,cream,"nutty, tangy","mild, pleasant",TRUE,FALSE,Natural Baby Swiss Cheese,NA,Stella
Sternschnuppe,https://www.cheese.com/sternschnuppe/,cow,Germany,"Allagau, Bavarian Alps",NA,"firm, artisan",NA,NA,"buttery, firm",washed,golden yellow,"buttery, fruity","caramel, herbal, nutty, rich",FALSE,FALSE,Shooting star,NA,Käsküche Isny
