ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
971,Tejas,U.S.A.,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",70%,"3- B,S,C","honey, pepper, charcoal",3.5
1323,Terroir,U.S.A.,2014,Ecuador,"Ecuador, batch 6-5-15",77%,"2- B,S","intense, mild coffee and rum",3.25
1323,Terroir,U.S.A.,2014,Madagascar,"Madagascar, batch 6-5-15",67%,"2- B,S","sweet, rich, tannic, fruity",3.75
1323,Terroir,U.S.A.,2014,Uganda,"Uganda, batch 6-3-15",73%,"2- B,S","creamy, almond, butter",3.75
1478,Terroir,U.S.A.,2015,Peru,Peru,70%,"2- B,S","spicy, black pepper, intense",2.75
1482,Terroir,U.S.A.,2015,Ecuador,Ecuador,70%,"2- B,S","floral, earthy, bourbon",3.25
1554,Terroir,U.S.A.,2015,Dominican Republic,Oko Caribe,70%,"3- B,S,C","spicy, black pepper, bold",3.5
1478,Terroir,U.S.A.,2015,Belize,Belize,70%,"2- B,S","nutty, raspberry, metallic",3.75
1478,Terroir,U.S.A.,2015,Madagascar,Madagascar,70%,"2- B,S","bright fruit, mild sour",3.75
1558,Terroir,U.S.A.,2015,Guatemala,Guatemala,70%,"3- B,S,C","walnuts, cocoa, easy melt",3.75
2374,Terroir,U.S.A.,2019,Haiti,Haiti,72%,"3- B,S,C","harsh, tobacco",2.75
2358,Terroir,U.S.A.,2019,Belize,Maya Mountain,77%,"3- B,S,C","berries, licorice, cocoa,bitter",3
2370,Terroir,U.S.A.,2019,Bolivia,Alto Beni,77%,"3- B,S,C","muted, roasted banana",3.25
1614,The Barn,Sweden,2015,Peru,Peru,70%,"3- B,S,C","sandy, sweet, raisins",3
188,Theo,U.S.A.,2007,Venezuela,"Venezuela; Barinos, Merida, Tachron",91%,"2- B,S","dry, very bland, mild bitter",2
184,Theo,U.S.A.,2007,Ivory Coast,Ivory Coast,75%,"4- B,S,C,V","dry, gritty, hint of fruit, sour",2.5
184,Theo,U.S.A.,2007,Ghana,"Ghana, Kumasi",84%,"4- B,S,C,V","dry, slightly tart, bitter",3
188,Theo,U.S.A.,2007,Blend,"Ghana, Panama, Ecuador",75%,"3- B,S,C","sandy, sweet, fruity",3
162,Theo,U.S.A.,2007,Madagascar,Madagascar,65%,"3- B,S,C","sandy, sweet, blueberry",3.5
903,Theo,U.S.A.,2012,Congo,Congo w/ nibs,65%,"4- B,S,C,V","sweet, vanilla, cocoa",3.25
1684,Theobroma,Japan,2015,Peru,"Piura Select, Cacao Blanc",70%,"2- B,S","peanut butter, sour milk",3.25
2414,Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,"Costa Esmeraldas, 2017 h., batch 28",70%,"2- B,S","pure, bold, floral",3.5
2182,Tibito,Colombia,2018,Colombia,"Meta, lot 052",70%,"3- B,S,L","floral, vegetal",3
2182,Tibito,Colombia,2018,Colombia,"Putumayo, lot 021",70%,"3- B,S,L","spicy, marshmallow",3.25
1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast",72%,"3- B,S,C","bright fruit, cashew",3.75
2358,Tiny House,U.S.A.,2019,Tanzania,Kokoa Kamili,71%,"2- B,S","bland, mild honey, sour",2.75
2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",75%,"3- B,S,C","strong floral, oily, bold, grassy",3.25
1418,To'ak (Ecuatoriana),Ecuador,2014,Ecuador,Manabi,81%,"2- B,S","waxy, mild fruit, floral",3.25
895,Tobago Estate (Pralus),France,2012,Tobago,"Roxborough, Tobago",70%,,"smooth, wild berries",4
789,Tocoti,U.S.A.,2011,Venezuela,Venezuela,72%,"3- B,S,C","peanut butter, soapy",2.75
789,Tocoti,U.S.A.,2011,Dominican Republic,Dominican Republic,74%,"3- B,S,C","pronounced fruit, sour",3
927,Tocoti,U.S.A.,2012,Bolivia,"Wild Bolivian, Jungle Love",77%,"3- B,S,C","sandy, sweet",3
2064,Tosier,U.K.,2018,Haiti,Acul du Nard,70%,"3- B,S,C","metallic, astringent",2.75
2060,Tosier,U.K.,2018,Bolivia,"Alto Beni, 2016",70%,"3- B,S,C","spicy, cocoa, sweet",3
2060,Tosier,U.K.,2018,Belize,Maya Mtn.,70%,"3- B,S,C","honey, caramel",3.5
2270,Tosier,U.K.,2019,Colombia,Tumaco,70%,"3- B,S,C","dull, chewy, sweet",2.75
2314,Tree to Bar,South Korea,2019,Ecuador,Ecuador,70%,"2- B,S","nutty, floral",3.5
1239,Treehouse,U.S.A.,2014,Dominican Republic,Conacado,72%,"2- B,S","baked, roasty, coffee",3
907,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,"Conacado, Manifesto",70%,"3- B,S*,C","sandy, strawberry, coconut",2.75
821,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,La Red,70%,"3- B,S*,C","heavy roast, black licorice",3.25
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,70%,"2- B,S","high acidity, toffee, spicy",3.25
2526,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,70%,"2- B,S","dominating roast, deep cocoa",3.25
2530,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,70%,"2- B,S","bright fruit, heavy roast, smooth",3.75
2664,Triangle Roasters,U.S.A.,2021,Philippines,Malah Na Bulong,70%,"2- B,S","sticky, butterscotch, sl. Hammy",3.25
2210,Tribar,Peru,2018,Peru,Ucayali,73%,"3- B,S,C","powdery, complex, rubber",3
2218,Tribar,Peru,2018,Peru,"Piura, Gran Chilique",70%,"3- B,S,C","sweet, pungent grape, acidic",3.5
2490,Tribe,Canada,2020,Vietnam,"Dak Lak, batch 0A08",70%,"2- B,S","tart, sweet, sour, savory",2.75
2490,Tribe,Canada,2020,Honduras,"Copan, batch 0A03",70%,"2- B,S","woody, sweet, unrefined",2.75
2470,Tribe,Canada,2020,Peru,Ucayali,70%,"2- B,S","very sandy, spicey, sweet",3
753,Tsara (Cinagra),Madagascar,2011,Madagascar,"Ambanja, Tsara Valley",72%,,"cocoa, mild fruit",3.5
753,twenty-four blackbirds,U.S.A.,2011,Dominican Republic,Dominican Republic,73%,"2- B,S","roasty, woody, rubber off",2.75
1026,twenty-four blackbirds,U.S.A.,2013,Bolivia,"Palos Blancos, batch 97",75%,"2- B,S","roasty, bitter, caramel, dairy",2.5
1022,twenty-four blackbirds,U.S.A.,2013,Dominican Republic,"Dominican Republic, batch 85",68%,"2- B,S","roasty, sligt burnt, red fruit",3.25
1235,twenty-four blackbirds,U.S.A.,2014,Madagascar,"Madagascar, lot 137",75%,"2- B,S","intense, red berry",3.5
1700,twenty-four blackbirds,U.S.A.,2015,Dominican Republic,Oko Caribe,75%,"2- B,S","spicy, sour, off note",2.75
1700,twenty-four blackbirds,U.S.A.,2015,Ecuador,"Cedeno, lot 271",75%,"2- B,S","intense, floral",3.5
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,Kokoa Kamili,75%,"2- B,S","dry, floral, woody",3.25
1740,Two Ravens,U.S.A.,2016,Peru,Peru,60%,"3- B,S,C","coarse, sweet, lemon",3
709,Un Dimanche A Paris,France,2011,Dominican Republic,Dominican Republic,63%,,spicy and rich,3.75
2000,Uncouth,Canada,2017,Dominican Republic,Dominican Republic,75%,"2- B,S","dry, coarse, hay, off",2.75
2004,Uncouth,Canada,2017,Tanzania,Tanzania,75%,"2- B,S","dry, coarse, sweet, earthy",3
2004,Uncouth,Canada,2017,Guatemala,Guatemala,75%,"2- B,S","dry, coarse, sour",3.25
1438,Undone,U.S.A.,2014,Nicaragua,Matagalpa,74%,"2- B,S","creamy, woody,green, rubber",2.75
1438,Undone,U.S.A.,2014,Dominican Republic,"San Francisco de Macoris, Nourish",70%,"2- B,S","tart, tangy, mild cocoa",3
1752,Upchurch,U.S.A.,2016,Madagascar,"Madagascar, Sassy Bar",72%,"2- B,S","sweet, acidic, tart",3
1752,Upchurch,U.S.A.,2016,Tanzania,"Tanzania, Party Bar",72%,"2- B,S","sandy, sweet, peach",3.25
1327,Urzi,Italy,2014,Venezuela,"Sur del Lago, Merida",65%,"4- B,S,C,V","intense, nutty, mild rubber",3.25
1968,Utopick,Spain,2017,Colombia,"Sierra Nevada, Tutu Iku",70%,"3- B,S,C","spice, melon, nutty",3.75
2210,Utopick,Spain,2018,Nicaragua,Nugo,70%,"3- B,S,C",roasty cocoa,3.75
2478,Vaka,Canada,2020,Belize,"Maya Mountain, Toledo, batch 91",74%,"3- B,S,C","roasted strawberry, bold",3.5
75,Valrhona,France,2006,Trinidad,Gran Couva 2005 P.,64%,"5- B,S,C,V,L","nutty, vegetal, sweet",2.5
63,Valrhona,France,2006,Blend,"Carribean, Caraibe",66%,"5- B,S,C,V,L","slight bitter, woody",3
75,Valrhona,France,2006,Venezuela,"Porcelana, Maracaibo, Palmira P. 2005",64%,"5- B,S,C,V,L","modest, creamy, cocoa",3
75,Valrhona,France,2006,Madagascar,"Sambirano, Ampamakia 2005, Millot P.",64%,"5- B,S,C,V,L","red berry, rich cocoa",3.5
63,Valrhona,France,2006,Blend,"Guanaja, South America",70%,"5- B,S,C,V,L","subtle, smooth, earthy, long",3.75
147,Valrhona,France,2007,Blend,Le Noir Extra Amer,85%,"5- B,S,C,V,L","creamy, fatty, very bitter",1.5
153,Valrhona,France,2007,Blend,"Abinao, West Africa",85%,"5- B,S,C,V,L","berries, tart, bitter",2.5
157,Valrhona,France,2007,Blend,"Le Noir Amer, West Africa",71%,"5- B,S,C,V,L",nutty and bitter dominate,2.75
117,Valrhona,France,2007,Blend,"Araguani, Venezuela, Carribean",72%,"5- B,S,C,V,L","creamy, rich, licorice",3
162,Valrhona,France,2007,Venezuela,"Porcelana, Maracaibo, Palmira P. 2006",64%,"5- B,S,C,V,L","creamy, cherry",3.25
129,Valrhona,France,2007,Venezuela,Chuao 2002 P.,65%,"5- B,S,C,V,L","sandy, vegetal, cocoa",3.75
129,Valrhona,France,2007,Madagascar,Manjari,64%,"5- B,S,C,V,L","creamy, blueberry, raspberry",4
395,Valrhona,France,2009,Ghana,Nyangbo,68%,"5- B,S,C,V,L","creamy, cocoa, bread",3.5
327,Valrhona,France,2009,Dominican Republic,Tainori,64%,"5- B,S,C,V,L","cocoa dominates, woodsy",3.75
370,Valrhona,France,2009,Ecuador,Alpaco,66%,"5- B,S,C,V,L","rich cocoa, hot spice",3.75
709,Valrhona,France,2011,Blend,Caraque,56%,"5- B,S,C,V,L","intense sweet, nut, orange",3.25
757,Valrhona,France,2011,Venezuela,"Porcelana, Pedegral",64%,"5- B,S,C,V,L","creamy, honey,peanut butter",4
931,Valrhona,France,2012,Venezuela,"Otucan, Grand Cru",69%,"5- B,S,C,V,L","green,unripened fruit,banana",4
1145,Valrhona,France,2013,Blend,"Andoa, Grand Cru blend",70%,"5- B,S,C,V,L","yogurt, lemon, licorice",3.5
1153,Valrhona,France,2013,Dominican Republic,"Loma Sotavento, 2013",64%,"5- B,S,C,V,L","complex, herbs, fruit, dairy",3.5
1510,Valrhona,France,2015,Peru,"Piura, Illanka, Quemazon",63%,"5- B,S,C,V,L","intense, dark berry, grapes",4
1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep",60%,"3- B,S,C","intense, rich, sweet",3.25
963,Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,Manhattan,72%,,"sour vanila, heavy roast",2.5
963,Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,Napa,65%,,"oily, caramel ""rolo"", sweet",2.75
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,72%,"3- B,S,C","fatty, bland, very astringent",2.75
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,76%,"4- B,S,C,V","fatty, sour, spoiled",2.75
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,80%,"4- B,S,C,V","fatty, bitter, sour",2.75
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,70%,,"oily, fatty, citrus",3
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar w/ nibs,68%,,"oily, nutty, fatty",3
404,Vao Vao (Chocolaterie Robert),Madagascar,2009,Madagascar,Madagascar,64%,,"sandy, mild citrus, sweet",3.25
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos,70%,"2- B,S","peanut butter, coffee, mint",3.25
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos + nibs,70%,"2- B,S","complex, nibs too soft",3.25
2186,Vicuna,U.S.A.,2018,Bolivia,Palos Blancos,70%,"2- B,S","smokey, earthy, nutty",2.75
2186,Vicuna,U.S.A.,2018,Guatemala,Alta Verapaz,70%,"2- B,S","earthy, sour, intense",3
2190,Vicuna,U.S.A.,2018,Dominican Republic,San Francisco de Macoris,70%,"2- B,S","dark berry, roasty",3.25
991,Videri,U.S.A.,2012,Blend,"Classic, Central and S. America",70%,"3- B,S,C","sweet, fruity, heavy roast",3.25
1117,Videri,U.S.A.,2013,Blend,"Dark, Central and S. America",90%,"3- B,S,C","mellow fruit, tart, mild bitter",3.75
1211,Videri,U.S.A.,2014,Dominican Republic,Dominican Republic,90%,"3- B,S,C","intense, cocoa, spicy, fruit",3.25
1211,Videri,U.S.A.,2014,Trinidad,Trinidad,75%,"3- B,S,C","spicy, roasty, acidic, dairy",3.5
1227,Videri,U.S.A.,2014,Ecuador,Mindo,75%,"3- B,S,C","spicy, nutmeg, brownie",3.5
2578,Videri,U.S.A.,2021,Guatemala,Chimelb,75%,"2- B,S","earthy, harsh, acidic",2.75
2578,Videri,U.S.A.,2021,Dominican Republic,Zorzal,75%,"2- B,S","roasty, berry notes",3
2578,Videri,U.S.A.,2021,Blend,"""Classic Dark"", Ecuador-Guatemala-Dom. Rep.",70%,"3- B,S,C","nutty, grassy, cocoa",3.5
2578,Videri,U.S.A.,2021,Ecuador,Costas Esmeraldas,75%,"2- B,S",floral & fruit,3.5
951,Vietcacao (A. Morin),France,2012,Vietnam,"Ben Tre, Mekong Delta, MoCay",70%,"4- B,S,C,L","spicy, dairy",3.5
1205,Vintage Plantations,U.S.A.,2014,Peru,San Martin,75%,"3- B,S,C","sandy, sweet, nutty",3
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007",100%,,"bland, mild fruit, strong bitter",2
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007",90%,,"some fruit, strong bitter",2
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2004/2007",75%,,"cocoa,earthy,very astringent",3
153,Vintage Plantations (Tulicorp),U.S.A.,2007,Ecuador,"Los Rios, Rancho Grande 2007",65%,"3- B,S,C","sticky, cocoa, earthy",3
1458,Violet Sky,U.S.A.,2015,Madagascar,Sambirano Valley,77%,"2- B,S","intense, tart, sour, raisin",2.75
1502,Violet Sky,U.S.A.,2015,Guatemala,Cahabon,77%,"2- B,S","creamy, cocoa, pungent",2.75
1458,Violet Sky,U.S.A.,2015,Belize,Moho River Valley,77%,"2- B,S","mild metallic, brownie, earth",3
1458,Violet Sky,U.S.A.,2015,Venezuela,Cuyagua,77%,"2- B,S","intense, mild bitter, roasty",3
1458,Violet Sky,U.S.A.,2015,Peru,Peru,77%,"2- B,S","chalky, peach, bland",3.25
1720,Vivra,U.S.A.,2016,Peru,Peru,70%,"5- B,S,C,V,L","pungent, metallic",2.5
1720,Vivra,U.S.A.,2016,Venezuela,Ocumare,70%,"5- B,S,C,V,L","nutty, off notes",2.5
1724,Vivra,U.S.A.,2016,Dominican Republic,Dominican Republic,70%,"5- B,S,C,V,L","sweet, simple, cocoa",3
2178,Vivra,U.S.A.,2018,Bolivia,Alto Beni,70%,"5- B,S,C,V,L","earthy, vanilla",2.5
2182,Vivra,U.S.A.,2018,Haiti,"Pisa, Adul de Nord",70%,"5- B,S,C,V,L","vanilla, late cocoa notes",2.5
1756,Wellington Chocolate Factory,New Zealand,2016,Dominican Republic,Conacado,70%,"2- B,S*","dry, rich, roasty",3.5
1756,Wellington Chocolate Factory,New Zealand,2016,Peru,"Piura Blanco, Norandino",70%,"2- B,S*","grapes, pungent",3.5
2012,Wellington Chocolate Factory,New Zealand,2017,Samoa,Samoa,77%,"2- B,S","earthy, roasty",3
2092,White Label aka Mutari,U.S.A.,2018,Tanzania,Kokoa Kamili,68%,"3- B,S,C","nuts, fruit, poor aftertaste",3
2096,White Label aka Mutari,U.S.A.,2018,Bolivia,Alto Beni,72%,"3- B,S,C","creamy, fruit, poor aftertaste",3
2626,White Label aka Mutari,U.S.A.,2021,Philippines,"Kablon Farms, b. KP7417211821",74%,"3- B,S,C","nutty, roasted cherry, coffee",3.5
2626,White Label aka Mutari,U.S.A.,2021,Uganda,"Semuliki, 2017-18 h., batch SU72conche22212621",72%,"3- B,S,C","nutty, cocoa, yogurt",3.5
2622,White Label aka Mutari,U.S.A.,2021,Honduras,"La Masica, 2015 harvest, b. LH74HORZConcheV2",74%,"2- B,S","brownie, nutty, roasty",3.75
2622,White Label aka Mutari,U.S.A.,2021,Trinidad,"Garcia Estate, 2019 harvest, b. GT722162021820",72%,"3- B,S,C","complex, mild tobacco, nut, fruit",3.75
733,Whittakers,New Zealand,2011,Ghana,Ghana,72%,,"sticky, dry, vanilla dominates",2.5
1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,75%,"3- B,S,C","light color, grit, metallic",2.5
1169,Wilkie's Organic,Ireland,2013,Peru,Amazonas,89%,"3- B,S,C","slow develop, bitter, metallic",2.75
1173,Wilkie's Organic,Ireland,2013,Peru,Amazonas w/ nibs,75%,"3- B,S,C","mild, metallic",2.75
1169,Wilkie's Organic,Ireland,2013,Peru,Tumbes,75%,"3- B,S,C","sandy, sweet, coffee",3.25
457,Willie's Cacao,U.K.,2009,Peru,San Martin,70%,"3- B,S,C","sandy, rich, earthy",3
457,Willie's Cacao,U.K.,2009,Venezuela,Rio Caribe,72%,"3- B,S,C","creamy, earthy, nutty",3.25
593,Willie's Cacao,U.K.,2010,Madagascar,Sambirano,71%,"3- B,S,C","dry, mild fruit",3
593,Willie's Cacao,U.K.,2010,Venezuela,Hacienda Las Trincheras,72%,"3- B,S,C","dry, nutty, cocoa",3.5
593,Willie's Cacao,U.K.,2010,Indonesia,Java,69%,"3- B,S,C","smokey, fruity, sour",3.75
1109,Willie's Cacao,U.K.,2013,Indonesia,"Java, Indonesian Black",100%,,"fruit, strong smoke, bitter",2.25
1227,Willie's Cacao,U.K.,2014,Colombia,Los Llanos,88%,"3- B,S,C","mild nutty and fruit, savory",3
1848,Willie's Cacao,U.K.,2016,Colombia,Los Llanos,70%,"3- B,S,C","rich cocoa, spicy, cinamon",4
1912,Wm,U.S.A.,2016,Venezuela,"Guasare, Zulia Prov., 2015, batch 124",74%,"3- B,S,C","nutty, rubber",3
1912,Wm,U.S.A.,2016,Bolivia,"Wild Beniano, 2016, batch 128, Heirloom",76%,"3- B,S,C","nutty, fig, short length",3.5
1916,Wm,U.S.A.,2016,Ghana,"Ghana, 2013, batch 129",75%,"3- B,S,C","strong malt, choco pudding",3.75
2406,Wm,U.S.A.,2019,Belize,"Maya Mountain, 2017, batch 255",68%,"3- B,S,C","flat, molasses, creamy",3.25
2346,Wm,U.S.A.,2019,Venezuela,Porcelana,70%,"3- B,S,C","intense, creamy, nutty",3.5
2652,Wm,U.S.A.,2021,Dominican Republic,Dominican Republic,70%,"3- B,S,C","dairy, caramel, brownie, nutty",3.5
769,Woodblock,U.S.A.,2011,Dominican Republic,La Red,70%,"2- B,S","brownie, fruit, fudge",3.5
741,Woodblock,U.S.A.,2011,Venezuela,Ocumare,70%,"2- B,S","nutty, tart, coffee",4
825,Woodblock,U.S.A.,2012,Ecuador,Ecuador,70%,"2- B,S","mild fruit, chemical off",2.5
825,Woodblock,U.S.A.,2012,Costa Rica,Costa Rica,70%,"2- B,S","roasty, metallic, coffee",3
951,Woodblock,U.S.A.,2012,Madagascar,"Sambirano, batch 1",70%,"3- B,S,C",melon,3.25
1042,Woodblock,U.S.A.,2013,Ecuador,"Camino Verde P., Balao, Guayas, batch 1",70%,"2- B,S","intense, bourbon",3.25
1042,Woodblock,U.S.A.,2013,Trinidad,"Gran Couva, batch 1",70%,"2- B,S","creamy, woody, mild metallic",3.5
1243,Woodblock,U.S.A.,2014,Peru,"Maranon, Cajamarca",70%,"2- B,S","sandy, intense, mild nutty",3
2656,Woodblock,U.S.A.,2021,Tanzania,"Kokoa Kamili, batch 23",70%,"2- B,S","short, tart, fruit, sweet edge",3
1057,Xocolat,Dominican Republic,2013,Dominican Republic,Hispaniola,66%,"5- B,S,C,L,Sa","salt noticeable, vanilla",3
2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,65%,"4- B,S,C,L","overly sweet, dirty",2.75
2378,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,75%,"4- B,S,C,L","coarse, sweet, candy, licorice",3
2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,70%,"4- B,S,C,L","nutty, basic cocoa",3.25
2522,Xocolatl,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1",73%,"2- B,S","sandy, earthy, hint of tang",3.25
2518,Xocolatl,U.S.A.,2020,Peru,"San Martin de Pangoa, batch 46",70%,"2- B,S","burnt caramel, grapes",3.5
2522,Xocolatl,U.S.A.,2020,Nicaragua,"Matagalpa, batch 57",72%,"2- B,S","sandy, roasty, fig, late spiciness",3.5
1948,Xocolla,U.S.A.,2017,Dominican Republic,"Hispaniola, batch 170104",70%,"2- B,S","spciy, cardamom, off flavor",2.5
1948,Xocolla,U.S.A.,2017,Madagascar,"Sambirano, batch 170102",70%,"2- B,S","sour milk, molasses, sweet",2.75
2618,Zac Squared,U.S.A.,2021,Trinidad,Rio Claro,70%,"3- B,S,C","nutty, fruity, sweet",3.25
2618,Zac Squared,U.S.A.,2021,Vietnam,Ben Tre,70%,"3- B,S,C","tart, cherry, cocoa, mild sour",3.5
2618,Zac Squared,U.S.A.,2021,Dominican Republic,Zorzal,70%,"3- B,S,C","sweet, rich, cocoa, fruity",3.5
2700,Zacharias,U.S.A.,2021,Bolivia,"Tranquilidad, wild Bolivia",70%,"3- B,S,C","sweet, tart, sour",3
1574,Zak's,U.S.A.,2015,Papua New Guinea,"Papua New Guinea, Batch 2",70%,"3- B,S,C","heavy smoke, fruit, ham",3
1582,Zak's,U.S.A.,2015,Blend,"House Blend, Batch 2",60%,"3- B,S,C","very sweet, heavy roast, nuts",3
1578,Zak's,U.S.A.,2015,Dominican Republic,"Dominican Republic, Batch D2",70%,"3- B,S,C","nutty, earthy, hammy",3.25
1578,Zak's,U.S.A.,2015,Madagascar,"Madagascar, Batch 2",70%,"3- B,S,C","sandy, mild sour, mild fruit",3.25
1578,Zak's,U.S.A.,2015,Peru,"Peru, Batch 1",70%,"3- B,S,C","sandy, nutty, mocha",3.25
1578,Zak's,U.S.A.,2015,Belize,"Belize, Batch 2",70%,"3- B,S,C","rich base cocoa, sweet",3.5
1824,Zart Pralinen,Austria,2016,Ecuador,UNOCACE,70%,"3- B,S,C","sticky, off notes of rubber",2.75
1824,Zart Pralinen,Austria,2016,Trinidad,San Juan Estate,85%,"3- B,S,C","sticky, strong bitter, spice",2.75
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",85%,"3- B,S,C","melon, mild tart, bitter, fatty",3
1820,Zart Pralinen,Austria,2016,Madagascar,"Millot P., Ambanja",70%,"3- B,S,C","sticky, mellow choco, dairy",3.5
1824,Zart Pralinen,Austria,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70%,"3- B,S,C","smoke, tart, burnt cocoa",3.5
1880,Zart Pralinen,Austria,2016,Trinidad,"San Juan Estate, Gran Couva",78%,"2- B,S","tobacco, over roasted",3.5
697,Zokoko,Australia,2011,Bolivia,Alto Beni,68%,"4- B,S,C,L","oily, honey, light rum",3.5
701,Zokoko,Australia,2011,Papua New Guinea,Tokiala,66%,"4- B,S,C,L","toffee, caramel, butterscotch",3.5
701,Zokoko,Australia,2011,Bolivia,"Tranquilidad, Baures",72%,"4- B,S,C,L",intense prune and berry,3.75
1780,Zokoko,Australia,2016,Blend,Goddess Blend,65%,"5- B,S,C,V,L","oily, sweet, choco, nutty",3.25
1716,Zokoko,Australia,2016,Solomon Islands,Guadalcanal,78%,"4- B,S,C,L","smokey, dried fruit, balanced",3.75
2044,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"Jeru Antiguo, batch jan705, 2 turns",72%,"3- B,S,C",intense earthy,3
2230,Zoto (Chocolatoa),Belgium,2018,DR Congo,"Kilimamwenza, Ituri Province",68%,"3- B,S*,C","fatty, herbal, earthy",3
2064,Zoto (Chocolatoa),Belgium,2018,Nicaragua,Rugoso,75%,"3- B,S,C","sandy, basic cocoa",3.25
2048,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"El Castillero, batch ca1705, 3 turns",70%,"3- B,S,C","large grits, sweet, dried fruit",3.75
486,Zotter,Austria,2010,Brazil,"Brazil, Mitzi Blue",65%,"4- B,S*,C,Sa","woody, butterscotch",3
749,Zotter,Austria,2011,Congo,Congo,65%,"4- B,S*,C,Sa","dairy, salt, caramel",3
781,Zotter,Austria,2011,India,Kerala State,62%,"4- B,S*,C,Sa","oily, subdued, caramel, salt",3.25
749,Zotter,Austria,2011,India,Kerala State,65%,"4- B,S*,C,Sa","creamy, masculine, earthy",3.5
647,Zotter,Austria,2011,Peru,Peru,70%,"4- B,S*,C,Sa","creamy, fatty, mild nutty",3.75
875,Zotter,Austria,2012,Peru,"Satipo Pangoa region, 16hr conche",70%,"4- B,S*,C,Sa","woody, toast, pepper",3
879,Zotter,Austria,2012,Ecuador,El Oro,75%,"4- B,S*,C,Sa","creamy, nutty, bready",3
879,Zotter,Austria,2012,Papua New Guinea,Huiwani Coop,75%,"4- B,S*,C,Sa","hint of smoke, fruit",3
879,Zotter,Austria,2012,Bolivia,El Ceibo Coop,90%,"4- B,S*,C,Sa","smooth, intense blueberry",3.25
883,Zotter,Austria,2012,Congo,"Kongo, Highlands",68%,"4- B,S*,C,Sa","creamy, caramel, salt, sweet",3.25
801,Zotter,Austria,2012,Panama,"Bocas del Toro, Cocabo Co-op",72%,"4- B,S*,C,Sa","oily, earthy, caramel, salty",3.5
801,Zotter,Austria,2012,Blend,Amazonas Frucht,65%,"4- B,S*,C,Sa","dairy, burnt caramel, coffee",3.5
875,Zotter,Austria,2012,Peru,"Satipo Pangoa region, 20hr conche",70%,"4- B,S*,C,Sa","butterscotch, pepper",3.5
883,Zotter,Austria,2012,Blend,"Indianer, Raw",58%,"4- B,S*,C,Sa","smooth, spicy, floral",3.5
875,Zotter,Austria,2012,Dominican Republic,"Loma Los Pinos, Yacao region, D.R.",62%,"4- B,S*,C,Sa","spice, caramel, toffee, salty",3.75
879,Zotter,Austria,2012,Dominican Republic,Santo Domingo,70%,"4- B,S*,C,Sa","strawberry, Cadbury egg",3.75
1205,Zotter,Austria,2014,Blend,Raw,80%,"4- B,S*,C,Sa","waxy, cloying, vegetal",2.75
1996,Zotter,Austria,2017,Colombia,"APROCAFA, Acandi",75%,"3- B,S,C","strong nutty, marshmallow",3.75
2036,Zotter,Austria,2018,Blend,"Dry Aged, 30 yr Anniversary bar",75%,"3- B,S,C","fatty, earthy, cocoa",3
