voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
41451,Francisca,Cadiz,"West Central Africa and St. Helena, port unspecified",Caracas,1678,NA,"Sebastian, Pedro Luis"
41454,NS de la Soledad,Cadiz,"West Central Africa and St. Helena, port unspecified",New Spain,1659,NA,"Padura, Francisco de"
41455,Santa Ana Maria,Cadiz,"Senegambia and offshore Atlantic, port unspecified",Portobelo,1677,NA,"Castro, Josef de"
41456,Jesus Maria y Jose,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1656,NA,"Arosemena, Martin de"
41457,NS de la Popa,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1656,NA,"Yrigoyen, Martin"
41458,NS de Regla,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1656,NA,"Verongo, Miguel Geronimo"
41459,Santo Cristo,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1654,NA,"Lascobrano, Pedro de"
41460,NS del Buen Suceso,Cadiz,"Senegambia and offshore Atlantic, port unspecified","Spanish Circum-Caribbean,unspecified",1654,NA,"Velazco, Pedro de"
41461,San Francisco de Asis,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1654,NA,"Chavez, Geronimo de"
41463,NS de Guadalupe,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1654,NA,"Pluma, Juan Bautista"
41464,NS de la Victoria,Seville,"Africa., port unspecified",Cartagena,1652,NA,"Calderon, Juan Rodrigo"
41465,NS de la Misericordia,Cadiz,Cape Verde Islands,Cartagena,1679,NA,"Barroso del Pozo, Juan"
41466,San Juan Bautista,Cadiz,Congo River,Caracas,1679,NA,"Garnica, Antonio"
41467,Santo Domingo,Cadiz,Congo River,"Spanish Circum-Caribbean,unspecified",1681,NA,"Hernadez, Pedro"
41468,San Joseph,Cadiz,Cape Verde Islands,Caracas,1680,NA,"Barroso del Pozo, Juan"
41469,NS de Consolacion,Cadiz,"Africa., port unspecified",Portobelo,1681,NA,"Castano, Melchor"
41470,Santísima Trinidad e S Pedro,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1681,NA,"Frias, Joseph de"
41471,NS del Rosario,Cadiz,"West Central Africa and St. Helena, port unspecified","Spanish Circum-Caribbean,unspecified",1681,NA,"Ximenez Lobaton, Diego"
41472,Jesus Maria Jose,Cadiz,"Africa., port unspecified","Spanish Circum-Caribbean,unspecified",1690,NA,"Lopez, Luis"
41473,Royal Caroline,London,"Africa., port unspecified",Veracruz,1733,NA,"Mead, Samuel"
41475,Drake,NA,Congo River,Campeche,1735,150,"Oliver, Leonard"
41480,NA,NA,"Africa., port unspecified",Cartagena,1698,216,"Nolan, Richard"
41483,Segunda Rosália,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1826,NA,NA
41485,S Catarina,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1667,NA,"Magalhães, Gonçalo"
41486,S Cristobal e Sta Isabel,NA,Luanda,"Hispaniola, unspecified",1633,NA,"Fonseca, Miguel Fernandes da<br/> Tome de Nogueira"
41487,Lucero,NA,"Bight of Benin, port unspecified",Cartagena,1699,194,"Charles, William"
41488,Mary Gally,London,"West Central Africa and St. Helena, port unspecified",Cartagena,1700,NA,"Holland, Richard"
41496,Opie Galley,NA,"Africa., port unspecified",Buenos Aires,1717,188,NA
41511,Nueva Ana,NA,"Africa., port unspecified",Havana,1814,188,"Gurrinaga, Francisco"
41512,Dolores,Havana,"Africa., port unspecified",Havana,1814,138,"Barrera, Victor<br/> Sora, Onofre"
41514,Little London,London,"Africa., port unspecified",Buenos Aires,1712,151,"Plumb, Abraham"
41522,NA,Vlissingen,"West Central Africa and St. Helena, port unspecified",Cartagena,1704,NA,"Costa, Francisco da"
41543,NA,NA,"Africa., port unspecified","Puerto Rico, port unspecified",1792,NA,"Noel, Francisco"
41545,Svea,NA,Saint-Louis,"Puerto Rico, port unspecified",1801,98,"Wallender, Peter"
41546,Belona,NA,"Africa., port unspecified",Havana,1825,NA,NA
41547,Asdruval,Havana,"Africa., port unspecified",NA,1825,NA,NA
41548,Buenaventura,Havana,"Africa., port unspecified",NA,1825,NA,NA
41549,Amelia,"Cuba, port unspecified","Africa., port unspecified","Cuba, port unspecified",1826,NA,"Preados, M."
41550,Gerges,NA,"Africa., port unspecified","Cuba, port unspecified",1826,NA,NA
41551,Hortensia,"Cuba, port unspecified",NA,NA,1826,NA,"Gomez, V"
41552,Verde,NA,"Africa., port unspecified","Cuba, port unspecified",1826,NA,NA
41553,Flechas,NA,Bonny,"Cuba, port unspecified",1827,NA,NA
41554,Ismenia (a) Ninfa,NA,Bonny,"Cuba, port unspecified",1827,NA,NA
41555,Jerjes,NA,"Africa., port unspecified",Havana,1827,NA,"Ravell, Felipe"
41556,Nueva Amable,NA,"Africa., port unspecified",Havana,1827,NA,"Bory, Martin"
41557,Nueva Doloritas (a) Buenaventura,Havana,Sao Tome,Havana,1827,NA,NA
41558,Tres Manuelas,NA,"Africa., port unspecified",Havana,1827,NA,NA
41559,Xerxes,NA,Calabar,Havana,1827,NA,NA
41560,Firme,NA,"Africa., port unspecified",Havana,1829,NA,"Arriaga, Juan Bautista"
41561,Coruñez,Havana,"Africa., port unspecified",Havana,1830,NA,"Pequeño, Jose Maria"
41562,Esperanza,Havana,"Africa., port unspecified",Havana,1829,270,NA
41563,Rapido (Mohawk),Cadiz,"Africa., port unspecified",Havana,1829,NA,NA
41564,Vizcaina,Havana,"Africa., port unspecified",Havana,1829,NA,"Balandra, José"
41565,Bella Juliana,Havana,"Africa., port unspecified",Havana,1830,NA,"Escardo, Jose"
41566,Manuelita,Havana,"Africa., port unspecified",Havana,1830,NA,"Rodriguez, Marcelino"
41567,Primera Gallega,Havana,"Africa., port unspecified",Havana,1830,NA,"Musar, Antonio"
41568,Elena (a) Paz,Cadiz,Sao Tome,Havana,1831,NA,"Ballesteros, Vicente"
41569,Dos de Mayo,NA,"Africa., port unspecified",Havana,1831,NA,"Madrazo, Juan"
41570,Maria Josefa,NA,"Africa., port unspecified",Havana,1831,NA,"Madrazo, Juan"
41571,Josefa Segunda,Havana,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",New Orleans,1818,250,"Moran, Marcelino"
41573,Anabel,NA,"Africa., port unspecified","Cuba, port unspecified",1815,NA,Francisco
41574,Habanera,Havana,"Africa., port unspecified",Freetown,1811,98,"Olivera, Cayetano"
41575,Tartaro,Havana,Sao Tome,Montevideo,1803,NA,"Melo, Manoel Correa de"
41576,Diligencia,Havana,"Africa., port unspecified",Havana,1811,NA,"Santiesteban, Ignacio"
41577,Consejero,Havana,"Africa., port unspecified",Havana,1812,NA,"Lanz, Juan Martín"
41578,Empresa,Havana,"Africa., port unspecified",Havana,1811,NA,"Biamonte, Agustín"
41579,Junta Central,Havana,"Africa., port unspecified",Havana,1811,NA,"Ruedas, Antonio"
41580,Rafaela,Havana,"Africa., port unspecified",Havana,1811,NA,"Sanchez, Vicente"
41581,Rafaela,Havana,"Africa., port unspecified",Havana,1811,NA,"Ponce de Leon, Ciriaco"
41582,Ripe,Havana,"Africa., port unspecified",Havana,1811,NA,NA
41583,San Antonio,Havana,"Africa., port unspecified",Havana,1811,NA,"Durberry, Jorge"
41584,Salvador,Havana,"Africa., port unspecified",Havana,1811,NA,"Sanchez, Andres"
41586,NS da Conceição Estrela do Mar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1672,NA,NA
41587,S Anginho,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1723,NA,NA
41588,NS da Guia e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1724,NA,NA
41589,NS de Oliveira,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1724,NA,NA
41590,NS do Espírito Santo e S Antônio,"Bahia, port unspecified",Benin,"Bahia, port unspecified",1724,NA,NA
41591,NA,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1727,NA,NA
41592,Union,London,"Africa., port unspecified",NA,1701,NA,"Carr, Robert"
41593,Prosperous,London,"Africa., port unspecified",NA,1701,NA,"Snelgrave, William"
41595,NS da Conceição,NA,Cape Verde Islands,Cartagena,1610,NA,"Preto, André"
41596,NS do Rosario,NA,Cape Verde Islands,Cartagena,1610,NA,"Godinho, Baltasar"
41597,Santana (a) S Cruz (a) Vera Cruz,NA,Cape Verde Islands,Cartagena,1610,NA,"Fernandes, Manoel<br/> Pinheiro, Vicente de"
41599,Madre Teresa de Jesus,NA,Cape Verde Islands,Cartagena,1611,NA,"Álvares, Roque<br/> Gudina, Baltasar"
41600,Madalena,NA,Cacheu,Cartagena,1612,NA,"Pacheco, Antônio"
41601,S Antônio,NA,Cape Verde Islands,Seville,1612,NA,"Preto, André"
41602,NA,NA,Portuguese Guinea,West Indies (colony unspecified),1615,NA,"Feijo, Sebastião Rodrigues"
41603,NA,NA,Portuguese Guinea,"Jamaica, port unspecified",1616,108,"Soares, Diogo"
41604,NA,"Bahia, port unspecified",Cacheu,"Bahia, port unspecified",1641,NA,NA
41605,NA,NA,Cacheu,NA,1647,NA,NA
41606,NA,NA,Gambia,NA,1652,NA,NA
41607,NA,NA,Cape Verde Islands,NA,1661,NA,NA
41608,Triunfo,Lisbon,Princes Island,Santos,1744,NA,"Silva, Manoel da"
41609,NA,Seville,Cape Verde Islands,NA,1544,NA,"Marin, Alonso"
41610,Galdame (a) Santa Catalina,Seville,Cape Verde Islands,"Americas, port unspecified",1545,NA,"Diaz, Antonio"
41611,Santa Maria de la Concepcion,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1545,NA,"Gonçalves, Sebastian"
41612,San Juan,Seville,Cape Verde Islands,San Domingo (a) Santo Domingo,1545,NA,"Estevan, Gaspar"
41613,Santa Maria de la Encarnacion,Seville,Cape Verde Islands,New Spain,1545,NA,"Lopez, Diego"
41614,Buenaventura,Seville,Cape Verde Islands,New Spain,1545,NA,"Garcia, Francisco"
41615,NA,Seville,Cape Verde Islands,NA,1545,NA,"Seva, Juan de"
41616,Sta Maria de Garcia,Cadiz,Cape Verde Islands,New Spain,1545,NA,"Marin, Francisco de"
41617,San Nicolas,Seville,Cape Verde Islands,NA,1545,NA,"Martin, Diego"
41618,Santa Cruz,Seville,Cape Verde Islands,"Puerto Rico, port unspecified",1545,NA,"Gonçalves, Amador"
41619,Anunciada,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1545,NA,"Abrego, Agustin de<br/> Martin Lopez"
41620,Santa Cruz,Seville,Cape Verde Islands,"Spanish Americas, port unspecified",1545,NA,"Hernandez, Antonio"
41621,NA,Seville,Albreda,NA,1545,NA,"Martim, Alonso<br/> Vicente Martin"
41622,Santo Espirito,Seville,Cape Verde Islands,"Puerto Rico, port unspecified",1545,NA,"Fernandez, Matias"
41623,Concepcion,Seville,Cape Verde Islands,NA,1545,NA,"Pavon, Francisco"
41624,S Anton,Seville,Cape Verde Islands,Veracruz,1546,NA,"Savago, Juan (Gaspar)<br/> Alfaro, Pedro"
41625,Fideles de Dios,Seville,Cape Verde Islands,"Spanish Americas, port unspecified",1546,NA,"Afonso, Manuel"
41626,Santa Maria de Guadalupe,Seville,Cape Verde Islands,New Spain,1546,NA,"Garcia, Juan<br/> Juan de Alemansa"
41627,Santa Maria de la Misericordia,Seville,Cape Verde Islands,New Spain,1546,NA,"Perez, Sebastian"
41628,San Josef,Seville,Cape Verde Islands,NA,1546,NA,"Vaz, Alonso"
41629,San Juan,Seville,Albreda,NA,1546,NA,"Estevan, Gaspar"
41630,San Anton,Seville,Cape Verde Islands,"Spanish Americas, port unspecified",1546,NA,"Salvao, Juan"
41631,Concepcion,Seville,Cape Verde Islands,NA,1547,NA,"Diaz, Vicente"
41632,Concepcion,Seville,Cape Verde Islands,NA,1547,NA,"Alonso, Domingo"
41633,Vitoria,Seville,Cape Verde Islands,New Spain,1547,NA,"Enriquez, Juan"
41634,NA,Seville,Cape Verde Islands,NA,1547,NA,NA
41635,NA,Seville,Cape Verde Islands,NA,1547,NA,NA
41636,Concepcion,Seville,Cape Verde Islands,NA,1547,NA,"Alemansa, Juan de"
41637,NA,Seville,Cape Verde Islands,NA,1547,NA,NA
41638,Santa Barbola,Seville,Cape Verde Islands,New Spain,1547,NA,"Alonso, Blas"
41639,San Juan,Seville,Cape Verde Islands,NA,1547,NA,"Area, Estevan de"
41640,San Juan,Seville,Cape Verde Islands,New Spain,1548,NA,"Sanchez, Francisco"
41641,NA,Seville,Cape Verde Islands,NA,1548,NA,NA
41642,NA,Seville,Cape Verde Islands,NA,1548,NA,"Perez, Alonso"
41643,Spiritu Santo,Seville,Cape Verde Islands,New Spain,1548,NA,"Gomez, Manuel"
41644,NA,Seville,Cape Verde Islands,NA,1548,NA,NA
41645,Santa Cruz,Seville,Cape Verde Islands,San Domingo (a) Santo Domingo,1548,NA,"Carrion, Gines<br/> Carrion, Blas"
41646,NA,Seville,Cape Verde Islands,NA,1548,NA,"Enriquez, Juan"
41647,Dios la dio,Seville,Cape Verde Islands,New Spain,1548,NA,"Rodrigues, Cristobal"
41648,Concepcion,Seville,Cape Verde Islands,New Spain,1549,NA,"Alonso, Domingo"
41649,San Juan,Seville,Cape Verde Islands,New Spain,1549,NA,"Quesada, Diego"
41650,Santa Maria de Guia,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1549,NA,"Martin, Manuel"
41651,Santa Maria de Guia,Seville,Cape Verde Islands,San Domingo (a) Santo Domingo,1549,NA,"Vaz, Gonçalo"
41652,Concepcion,Seville,Cape Verde Islands,New Spain,1549,NA,"Palma, Juan de"
41653,Trinidad,Seville,Cape Verde Islands,"Honduras, port unspecified",1549,NA,"Andonalgui, Pedro de"
41654,Santa Maria de Nazaren,Seville,Cape Verde Islands,San Domingo (a) Santo Domingo,1549,NA,"Ramos, Sebastiam"
41655,Santa Barbola,Seville,Cape Verde Islands,New Spain,1549,NA,"Almansa, Francisco de"
41656,Santiago,Seville,Cape Verde Islands,New Spain,1549,NA,"Campos, Alonso"
41657,Santi Spiritus,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1549,NA,"Marçotegui, Martim Perez de"
41658,Concepcion y Espiritu Santo,Seville,Cape Verde Islands,New Spain,1549,NA,"Maldonado, Alonso Perez<br/> Baez, Lorenzo"
41659,Piedad,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1549,NA,"Carrasco, Pedro<br/> Flamenco, Cristobal"
41660,San Juan,Seville,Cape Verde Islands,New Spain,1549,NA,"Azevedo, Gaspar de"
41661,Santa Maria de Begona,Seville,Cape Verde Islands,New Spain,1549,NA,"Guadalupe, Cristobal de"
41662,Santa Catalina,Seville,Cape Verde Islands,NA,1549,NA,"Herrada, Bartolomeo de"
41663,NA,Seville,Cape Verde Islands,NA,1549,NA,"Gonçalves, Juan"
41664,San Nicolas,Seville,Cape Verde Islands,New Spain,1549,NA,"Mena, Francisco de"
41665,San Anton,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1550,NA,"Ruiz, Francisco"
41666,San Juan,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1550,NA,"Quesada, Diego"
41667,Trinidad,Seville,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1550,NA,"Colondres, Alvaro de"
41668,Santa Maria de Guadalupe,Seville,Cape Verde Islands,New Spain,1549,NA,"Gallegos, Juan Batista"
41669,Spiritu Santo,Seville,Cape Verde Islands,New Spain,1549,NA,"Angulo, Cristobal de"
41670,NA,Seville,Cape Verde Islands,NA,1550,NA,"Alonso, Domingo"
41671,Santus Spiritus,Seville,Cape Verde Islands,New Spain,1550,NA,"Gallego, Alonso Perez"
41672,Concepcion y Espiritu Santo,Seville,Cape Verde Islands,New Spain,1550,NA,"Perez Granillo, Alonso"
41673,Santa Cruz,Cadiz,Cape Verde Islands,New Spain,1550,NA,"Salvado, Gaspar"
41674,San Salvador,Seville,Cape Verde Islands,Veracruz,1550,NA,"Dominguez, Jacome<br/> Mecina, Nufio de"
41675,San Juan Bautista,Seville,Cape Verde Islands,New Spain,1550,NA,"Luna, Diego de"
41676,Santiago,NA,Cape Verde Islands,New Spain,1550,NA,"Oquendo, Miguel de"
41677,NA,Cadiz,Cape Verde Islands,NA,1550,NA,"Garrucho, Martin"
41678,NA,Cadiz,Cape Verde Islands,NA,1550,NA,"Gomez, Antonio"
41679,San Bartolome,Seville,"Senegambia and offshore Atlantic, port unspecified","Hispaniola, unspecified",1550,NA,"Garcia, Toribio<br/> Esteban, Gaspar"
41680,Salvador,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,200,"Lopes, João"
41681,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,240,"Sequeira, Luís de"
41682,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,400,"Martins, Francisco"
41683,NS da Conceição,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,220,"Correa, Diogo"
41684,Santo António pataxo Santa Catarina,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,80,"Moreira, Simão"
41685,Santa Catarina,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,120,"Lamba, Domingos Fernandes"
41686,São João,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,300,"Fernandes, Manuel"
41687,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,300,"Alvares, Simão"
41688,NS da Ajuda,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,260,"Gayo, João Martins"
41689,Espírito Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,213,"Fernandes, Pero"
41690,S Lourenço,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,68,"Gomes, Francisco"
41691,S António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,180,"Rodovalho, Gaspar Fernandes"
41692,NA,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,250,"Rocha, Francisco da"
41693,Espírito Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,80,"Botelho, Belchior Gonçalves"
41694,São João,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,300,NA
41695,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,80,"Martins, Manuel"
41696,Espírito Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,250,"Mateus, Pero"
41697,NA,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,100,NA
41698,Salvador,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,NA,"Alvares, Pero"
41699,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,100,"Tomé, Gaspar"
41700,NS do Paço,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,165,"Gonçalves, António"
41701,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,100,"Gomes, Francisco"
41702,NA,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,220,"Pires, Gonçalo"
41703,Espírito Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,220,"Fernandes, Pero"
41704,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,80,"Moutinho, André"
41705,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,167,NA
41706,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,100,"Alvares, Gonçalo"
41707,Corpo Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,130,"Fernandes, PantaliãoFernandes, Martim"
41708,NS da Vitoria,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,120,NA
41709,NS da Guia,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,130,"Pires, Belchior"
41710,São Pedro,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,100,"Maio, Francisco"
41711,NS da Piedade,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,150,"Guarda, Diogo da"
41712,NS do Cabo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,160,"Preto, Gomes"
41713,São Paulo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,50,"Rodrigues, Francisco"
41714,São Tiago,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1579,133,"Martins, Gonçalo"
41715,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1580,110,"Vaz, Fernão"
41716,Nossa Senhora da Conceição,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1580,120,"Gonçalves, Francisco"
41717,Nossa Senhora da Ajuda,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1580,160,"Tomas, Manuel"
41718,NS da Esperança,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,120,"Alvares, João"
41719,Santo António,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,140,"Pinto, Adrião"
41720,S João,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,80,"Sequeira, Diogo Pires ( ?)"
41721,São Bento,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,180,"Afonso, Belchior"
41722,Espírito Santo,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,120,"Fernandes, Bastião"
41723,S João,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,150,"Fernandes, Manuel"
41724,Marya ( ?),NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,100,"Domingues, Jorge"
41725,S Lourenço,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,100,"Rocha, António da"
41726,NS do Loreto,NA,"Africa., port unspecified","Spanish Americas, port unspecified",1581,100,"Vicente, António"
