city,state,city_size,mode,n,percent,moe,state_abb,state_region
Taylor city,Michigan,Small,Walk,354,1.5,0.5,MI,North Central
Taylorsville city,Utah,Small,Walk,327,1.1,0.5,UT,West
Temple City city,California,Small,Walk,128,0.8,0.4,CA,West
Temple city,Texas,Small,Walk,437,1.4,0.5,TX,South
Temple Terrace city,Florida,Small,Walk,176,1.4,0.8,FL,South
Terre Haute city,Indiana,Small,Walk,1486,6.2,1.1,IN,North Central
Texarkana city,Arkansas,Small,Walk,104,0.8,0.4,AR,South
Texarkana city,Texas,Small,Walk,161,1.1,0.8,TX,South
Texas City city,Texas,Small,Walk,452,2.4,0.9,TX,South
The Colony city,Texas,Small,Walk,94,0.5,0.4,TX,South
Thomasville city,North Carolina,Small,Walk,197,1.8,0.9,NC,South
Tigard city,Oregon,Small,Walk,629,2.5,0.7,OR,West
Tinley Park village,Illinois,Small,Walk,334,1.2,0.7,IL,North Central
Titusville city,Florida,Small,Walk,166,1,0.6,FL,South
Tooele city,Utah,Small,Walk,241,1.8,0.9,UT,West
Torrington city,Connecticut,Small,Walk,449,2.6,1.1,CT,Northeast
Tracy city,California,Small,Walk,412,1.2,0.5,CA,West
Trenton city,New Jersey,Small,Walk,1880,5.7,1.2,NJ,Northeast
Trotwood city,Ohio,Small,Walk,140,1.5,0.9,OH,North Central
Troy city,Michigan,Small,Walk,326,0.9,0.3,MI,North Central
Troy city,New York,Small,Walk,2739,12.2,1.7,NY,Northeast
Troy city,Ohio,Small,Walk,215,1.8,0.7,OH,North Central
Trussville city,Alabama,Small,Walk,38,0.4,0.5,AL,South
Tualatin city,Oregon,Small,Walk,312,2.4,1,OR,West
Tulare city,California,Small,Walk,387,1.7,0.7,CA,West
Tupelo city,Mississippi,Small,Walk,139,0.9,0.7,MS,South
Turlock city,California,Small,Walk,552,2,0.7,CA,West
Tuscaloosa city,Alabama,Small,Walk,972,2.6,0.6,AL,South
Tustin city,California,Small,Walk,693,1.8,0.5,CA,West
Twentynine Palms city,California,Small,Walk,1951,15,3,CA,West
Twin Falls city,Idaho,Small,Walk,342,1.8,0.7,ID,West
Tyler city,Texas,Small,Walk,788,1.8,0.7,TX,South
Union City city,California,Small,Walk,361,1.2,0.5,CA,West
Union City city,Georgia,Small,Walk,74,0.9,1.1,GA,South
Union City city,New Jersey,Small,Walk,3936,12.7,1.3,NJ,Northeast
University City city,Missouri,Small,Walk,750,4.4,1.3,MO,North Central
University Park city,Texas,Small,Walk,685,7.4,1.5,TX,South
University Place city,Washington,Small,Walk,243,1.7,0.8,WA,West
Upland city,California,Small,Walk,353,1.1,0.5,CA,West
Upper Arlington city,Ohio,Small,Walk,219,1.3,0.5,OH,North Central
Urbana city,Illinois,Small,Walk,3220,16.6,2.3,IL,North Central
Urbandale city,Iowa,Small,Walk,116,0.5,0.4,IA,North Central
Utica city,New York,Small,Walk,1694,7.2,1,NY,Northeast
Vacaville city,California,Small,Walk,678,1.7,0.8,CA,West
Valdosta city,Georgia,Small,Walk,529,2.3,0.7,GA,South
Valley Stream village,New York,Small,Walk,501,2.8,1,NY,Northeast
Valparaiso city,Indiana,Small,Walk,394,2.8,1,IN,North Central
Van Buren city,Arkansas,Small,Walk,295,2.9,1.9,AR,South
Venice city,Florida,Small,Walk,67,1.2,0.8,FL,South
Vernon Hills village,Illinois,Small,Walk,40,0.3,0.2,IL,North Central
Vestavia Hills city,Alabama,Small,Walk,188,1.2,0.7,AL,South
Vicksburg city,Mississippi,Small,Walk,194,2.1,1.1,MS,South
Victoria city,Texas,Small,Walk,433,1.5,0.6,TX,South
Villa Park village,Illinois,Small,Walk,125,1.1,0.5,IL,North Central
Vineland city,New Jersey,Small,Walk,303,1.2,0.6,NJ,Northeast
Vista city,California,Small,Walk,707,1.7,0.6,CA,West
Wadsworth city,Ohio,Small,Walk,117,1.2,0.8,OH,North Central
Wake Forest town,North Carolina,Small,Walk,54,0.4,0.3,NC,South
Walker city,Michigan,Small,Walk,118,1,0.5,MI,North Central
Walla Walla city,Washington,Small,Walk,1113,8.7,2.2,WA,West
Walnut city,California,Small,Walk,94,0.7,0.4,CA,West
Walnut Creek city,California,Small,Walk,847,2.8,0.8,CA,West
Waltham city,Massachusetts,Small,Walk,2654,7.8,1.2,MA,Northeast
Warner Robins city,Georgia,Small,Walk,356,1.2,0.6,GA,South
Warren city,Ohio,Small,Walk,192,1.4,0.7,OH,North Central
Warwick city,Rhode Island,Small,Walk,377,0.9,0.3,RI,Northeast
Wasco city,California,Small,Walk,94,1.4,0.8,CA,West
Washington city,Utah,Small,Walk,47,0.6,0.8,UT,West
Watauga city,Texas,Small,Walk,30,0.3,0.2,TX,South
Waterloo city,Iowa,Small,Walk,590,1.9,0.4,IA,North Central
Watertown city,New York,Small,Walk,511,4.2,1.2,NY,Northeast
Watertown city,South Dakota,Small,Walk,75,0.7,0.6,SD,North Central
Watertown city,Wisconsin,Small,Walk,406,3.5,1,WI,North Central
Watertown Town city,Massachusetts,Small,Walk,465,2.5,0.8,MA,Northeast
Watsonville city,California,Small,Walk,801,3.8,1,CA,West
Waukegan city,Illinois,Small,Walk,548,1.4,0.6,IL,North Central
Waukesha city,Wisconsin,Small,Walk,1311,3.4,0.5,WI,North Central
Wausau city,Wisconsin,Small,Walk,618,3.3,0.8,WI,North Central
Wauwatosa city,Wisconsin,Small,Walk,574,2.3,0.6,WI,North Central
Waxahachie city,Texas,Small,Walk,222,1.6,0.7,TX,South
Waynesboro city,Virginia,Small,Walk,153,1.7,0.9,VA,South
Weatherford city,Texas,Small,Walk,136,1.2,0.8,TX,South
Webster Groves city,Missouri,Small,Walk,371,3.2,1.3,MO,North Central
Wellington village,Florida,Small,Walk,176,0.7,0.4,FL,South
Wenatchee city,Washington,Small,Walk,502,3.6,1.3,WA,West
Wentzville city,Missouri,Small,Walk,78,0.5,0.4,MO,North Central
Weslaco city,Texas,Small,Walk,143,1.2,0.6,TX,South
West Allis city,Wisconsin,Small,Walk,459,1.5,0.4,WI,North Central
West Bend city,Wisconsin,Small,Walk,324,2.1,0.8,WI,North Central
West Chicago city,Illinois,Small,Walk,215,1.6,0.9,IL,North Central
West Des Moines city,Iowa,Small,Walk,300,0.9,0.4,IA,North Central
West Fargo city,North Dakota,Small,Walk,189,1.2,0.5,ND,North Central
West Haven city,Connecticut,Small,Walk,895,3.3,0.7,CT,Northeast
West Hollywood city,California,Small,Walk,1428,6.3,1.8,CA,West
West Lafayette city,Indiana,Small,Walk,2001,15.6,2,IN,North Central
West Linn city,Oregon,Small,Walk,205,1.7,0.9,OR,West
West Memphis city,Arkansas,Small,Walk,141,1.4,0.8,AR,South
West Mifflin borough,Pennsylvania,Small,Walk,171,1.8,0.8,PA,Northeast
West New York town,New Jersey,Small,Walk,3417,13.9,1.9,NJ,Northeast
West Sacramento city,California,Small,Walk,259,1.3,0.6,CA,West
West Springfield Town city,Massachusetts,Small,Walk,286,2.1,1.2,MA,Northeast
Westerville city,Ohio,Small,Walk,573,3.1,0.9,OH,North Central
Westfield city,Indiana,Small,Walk,150,1,0.6,IN,North Central
Westfield city,Massachusetts,Small,Walk,554,2.9,0.9,MA,Northeast
Westfield town,New Jersey,Small,Walk,294,2.2,0.8,NJ,Northeast
Westlake city,Ohio,Small,Walk,208,1.3,0.6,OH,North Central
Westland city,Michigan,Small,Walk,678,1.8,0.6,MI,North Central
Westminster city,California,Small,Walk,579,1.5,0.5,CA,West
Westmont village,Illinois,Small,Walk,295,2.3,1,IL,North Central
Weston city,Florida,Small,Walk,309,1,0.6,FL,South
Weymouth Town city,Massachusetts,Small,Walk,591,2.1,0.7,MA,Northeast
Wheat Ridge city,Colorado,Small,Walk,294,2,0.8,CO,West
Wheaton city,Illinois,Small,Walk,1277,4.8,1.2,IL,North Central
Wheeling city,West Virginia,Small,Walk,753,5.9,1.3,WV,South
Wheeling village,Illinois,Small,Walk,196,1,0.5,IL,North Central
White Bear Lake city,Minnesota,Small,Walk,135,1.2,0.7,MN,North Central
White Plains city,New York,Small,Walk,3038,10.2,1.4,NY,Northeast
Whittier city,California,Small,Walk,874,2.3,0.5,CA,West
Wildomar city,California,Small,Walk,30,0.2,0.3,CA,West
Wildwood city,Missouri,Small,Walk,131,0.8,0.4,MO,North Central
Wilkes-Barre city,Pennsylvania,Small,Walk,1495,8.7,2.3,PA,Northeast
Williamsport city,Pennsylvania,Small,Walk,1155,9,1.6,PA,Northeast
Willoughby city,Ohio,Small,Walk,106,0.9,0.5,OH,North Central
Wilmette village,Illinois,Small,Walk,393,3.4,1.2,IL,North Central
Wilmington city,Delaware,Small,Walk,2118,7,1.1,DE,South
Wilson city,North Carolina,Small,Walk,232,1.2,0.6,NC,South
Wilsonville city,Oregon,Small,Walk,465,5.3,2.7,OR,West
Winchester city,Virginia,Small,Walk,747,6,1.9,VA,South
Windsor town,California,Small,Walk,133,1.1,0.7,CA,West
Winona city,Minnesota,Small,Walk,1440,9.7,1.9,MN,North Central
Winter Garden city,Florida,Small,Walk,88,0.5,0.5,FL,South
Winter Haven city,Florida,Small,Walk,353,2.8,1.1,FL,South
Winter Park city,Florida,Small,Walk,312,2.5,1.1,FL,South
Winter Springs city,Florida,Small,Walk,82,0.5,0.4,FL,South
Woburn city,Massachusetts,Small,Walk,329,1.6,0.6,MA,Northeast
Woodburn city,Oregon,Small,Walk,236,2.5,1.1,OR,West
Woodbury city,Minnesota,Small,Walk,194,0.6,0.3,MN,North Central
Woodland city,California,Small,Walk,606,2.5,0.8,CA,West
Woodridge village,Illinois,Small,Walk,414,2.3,1.6,IL,North Central
Woodstock city,Georgia,Small,Walk,82,0.7,0.6,GA,South
Woodstock city,Illinois,Small,Walk,228,1.9,0.8,IL,North Central
Woonsocket city,Rhode Island,Small,Walk,497,2.9,0.9,RI,Northeast
Wooster city,Ohio,Small,Walk,1351,11,1.7,OH,North Central
Wyandotte city,Michigan,Small,Walk,413,3.5,1.5,MI,North Central
Wylie city,Texas,Small,Walk,109,0.5,0.4,TX,South
Wyoming city,Michigan,Small,Walk,451,1.3,0.5,MI,North Central
Xenia city,Ohio,Small,Walk,226,2.2,1.1,OH,North Central
Yakima city,Washington,Small,Walk,852,2.3,0.7,WA,West
Yorba Linda city,California,Small,Walk,298,0.9,0.3,CA,West
York city,Pennsylvania,Small,Walk,930,6,1.3,PA,Northeast
Youngstown city,Ohio,Small,Walk,765,3.6,1.1,OH,North Central
Yuba City city,California,Small,Walk,419,1.6,0.8,CA,West
Yucaipa city,California,Small,Walk,167,0.8,0.3,CA,West
Yucca Valley town,California,Small,Walk,200,2.7,1.5,CA,West
Yukon city,Oklahoma,Small,Walk,188,1.7,0.9,OK,South
Yuma city,Arizona,Small,Walk,1529,4,1.1,AZ,West
Zanesville city,Ohio,Small,Walk,278,3.1,1.4,OH,North Central
Zion city,Illinois,Small,Walk,80,0.8,0.7,IL,North Central
Zionsville town,Indiana,Small,Walk,45,0.4,0.3,IN,North Central
Abilene city,Texas,Medium,Walk,1686,3.2,0.6,TX,South
Akron city,Ohio,Medium,Walk,2313,2.8,0.4,OH,North Central
Alexandria city,Virginia,Medium,Walk,3324,3.8,0.6,VA,South
Allentown city,Pennsylvania,Medium,Walk,2383,5.1,0.8,PA,Northeast
Amarillo city,Texas,Medium,Walk,1283,1.4,0.4,TX,South
Ann Arbor city,Michigan,Medium,Walk,8699,15.6,1.3,MI,North Central
Antioch city,California,Medium,Walk,436,1,0.4,CA,West
Arvada city,Colorado,Medium,Walk,404,0.7,0.3,CO,West
Aurora city,Illinois,Medium,Walk,1046,1.1,0.3,IL,North Central
Beaumont city,Texas,Medium,Walk,1036,2.1,0.5,TX,South
Bellevue city,Washington,Medium,Walk,2900,4.6,0.7,WA,West
Berkeley city,California,Medium,Walk,9059,17,1.1,CA,West
Billings city,Montana,Medium,Walk,1958,3.6,0.7,MT,West
Boulder city,Colorado,Medium,Walk,4813,9.2,0.8,CO,West
Bridgeport city,Connecticut,Medium,Walk,2558,4.2,0.7,CT,Northeast
Broken Arrow city,Oklahoma,Medium,Walk,268,0.5,0.2,OK,South
Brownsville city,Texas,Medium,Walk,1413,2.2,0.4,TX,South
Burbank city,California,Medium,Walk,1217,2.4,0.6,CA,West
Cambridge city,Massachusetts,Medium,Walk,13993,24,1.2,MA,Northeast
Cape Coral city,Florida,Medium,Walk,497,0.8,0.3,FL,South
Carlsbad city,California,Medium,Walk,619,1.3,0.4,CA,West
Carrollton city,Texas,Medium,Walk,753,1.1,0.4,TX,South
Cary town,North Carolina,Medium,Walk,837,1.2,0.4,NC,South
Cedar Rapids city,Iowa,Medium,Walk,1945,3,0.5,IA,North Central
Centennial city,Colorado,Medium,Walk,667,1.3,0.4,CO,West
Charleston city,South Carolina,Medium,Walk,3163,5.2,0.5,SC,South
Chattanooga city,Tennessee,Medium,Walk,2184,3,0.5,TN,South
Clarksville city,Tennessee,Medium,Walk,1098,1.8,0.4,TN,South
Clearwater city,Florida,Medium,Walk,1177,2.4,0.7,FL,South
Columbia city,Missouri,Medium,Walk,3783,6.7,0.8,MO,North Central
Columbia city,South Carolina,Medium,Walk,7095,11.3,1.3,SC,South
Columbus city,Georgia,Medium,Walk,908,1.1,0.3,GA,South
Concord city,California,Medium,Walk,1205,2,0.5,CA,West
Coral Springs city,Florida,Medium,Walk,721,1.2,0.4,FL,South
Corona city,California,Medium,Walk,1020,1.5,0.6,CA,West
Costa Mesa city,California,Medium,Walk,1737,3,0.7,CA,West
Daly City city,California,Medium,Walk,1091,2.1,0.5,CA,West
Davenport city,Iowa,Medium,Walk,1154,2.4,0.5,IA,North Central
Dayton city,Ohio,Medium,Walk,4314,7.9,0.8,OH,North Central
Denton city,Texas,Medium,Walk,2342,4.2,0.7,TX,South
Downey city,California,Medium,Walk,857,1.8,0.4,CA,West
El Cajon city,California,Medium,Walk,1161,2.9,0.8,CA,West
El Monte city,California,Medium,Walk,1396,3,0.6,CA,West
Elgin city,Illinois,Medium,Walk,1080,2.1,0.6,IL,North Central
Elizabeth city,New Jersey,Medium,Walk,3809,6.8,1,NJ,Northeast
Elk Grove city,California,Medium,Walk,578,0.8,0.3,CA,West
Erie city,Pennsylvania,Medium,Walk,2110,4.9,0.7,PA,Northeast
Escondido city,California,Medium,Walk,1120,1.8,0.3,CA,West
Eugene city,Oregon,Medium,Walk,4736,6.8,0.8,OR,West
Evansville city,Indiana,Medium,Walk,1622,2.9,0.5,IN,North Central
Everett city,Washington,Medium,Walk,2042,4.1,0.7,WA,West
Fairfield city,California,Medium,Walk,2261,4.7,0.9,CA,West
Fargo city,North Dakota,Medium,Walk,2756,4.4,0.6,ND,North Central
Flint city,Michigan,Medium,Walk,741,2.6,0.5,MI,North Central
Fort Collins city,Colorado,Medium,Walk,2707,3.6,0.4,CO,West
Fort Lauderdale city,Florida,Medium,Walk,2095,2.6,0.5,FL,South
Frisco city,Texas,Medium,Walk,320,0.5,0.3,TX,South
Fullerton city,California,Medium,Walk,2138,3.4,0.6,CA,West
Gainesville city,Florida,Medium,Walk,2892,5.2,0.7,FL,South
Garden Grove city,California,Medium,Walk,1086,1.5,0.2,CA,West
Glendale city,California,Medium,Walk,3304,3.8,0.6,CA,West
Grand Prairie city,Texas,Medium,Walk,323,0.4,0.2,TX,South
Grand Rapids city,Michigan,Medium,Walk,2649,3.2,0.4,MI,North Central
Green Bay city,Wisconsin,Medium,Walk,1493,3,0.6,WI,North Central
Gresham city,Oregon,Medium,Walk,1079,2.3,0.5,OR,West
Hampton city,Virginia,Medium,Walk,1517,2.4,0.6,VA,South
Hartford city,Connecticut,Medium,Walk,3767,8.2,0.8,CT,Northeast
Hayward city,California,Medium,Walk,1248,1.9,0.4,CA,West
High Point city,North Carolina,Medium,Walk,823,1.8,0.8,NC,South
Hollywood city,Florida,Medium,Walk,2049,3.1,0.6,FL,South
Huntington Beach city,California,Medium,Walk,1486,1.5,0.4,CA,West
Huntsville city,Alabama,Medium,Walk,1012,1.2,0.3,AL,South
Independence city,Missouri,Medium,Walk,372,0.7,0.3,MO,North Central
Inglewood city,California,Medium,Walk,928,2,0.4,CA,West
Jackson city,Mississippi,Medium,Walk,1054,1.5,0.3,MS,South
Joliet city,Illinois,Medium,Walk,906,1.4,0.4,IL,North Central
Kansas City city,Kansas,Medium,Walk,1004,1.6,0.4,KS,North Central
Kenosha city,Wisconsin,Medium,Walk,857,1.9,0.4,WI,North Central
Kent city,Washington,Medium,Walk,893,1.8,0.4,WA,West
Killeen city,Texas,Medium,Walk,874,1.5,0.4,TX,South
Knoxville city,Tennessee,Medium,Walk,1935,2.3,0.4,TN,South
Lafayette city,Louisiana,Medium,Walk,1366,2.3,0.6,LA,South
Lakewood city,Colorado,Medium,Walk,1359,1.9,0.3,CO,West
Lancaster city,California,Medium,Walk,538,1,0.3,CA,West
Lansing city,Michigan,Medium,Walk,1312,2.6,0.5,MI,North Central
Las Cruces city,New Mexico,Medium,Walk,1064,2.5,0.6,NM,West
Little Rock city,Arkansas,Medium,Walk,1268,1.4,0.3,AR,South
Lowell city,Massachusetts,Medium,Walk,2355,4.6,0.8,MA,Northeast
Manchester city,New Hampshire,Medium,Walk,1503,2.7,0.5,NH,Northeast
McAllen city,Texas,Medium,Walk,966,1.8,0.4,TX,South
McKinney city,Texas,Medium,Walk,619,1,0.3,TX,South
Mesquite city,Texas,Medium,Walk,425,0.6,0.2,TX,South
Miami Gardens city,Florida,Medium,Walk,367,0.9,0.4,FL,South
Midland city,Texas,Medium,Walk,472,0.9,0.4,TX,South
Miramar city,Florida,Medium,Walk,304,0.5,0.3,FL,South
Mobile city,Alabama,Medium,Walk,1028,1.3,0.3,AL,South
Moreno Valley city,California,Medium,Walk,962,1.3,0.4,CA,West
Murfreesboro city,Tennessee,Medium,Walk,836,1.6,0.5,TN,South
Murrieta city,California,Medium,Walk,504,1.2,0.4,CA,West
Naperville city,Illinois,Medium,Walk,916,1.3,0.3,IL,North Central
New Haven city,Connecticut,Medium,Walk,7090,12.4,1,CT,Northeast
Newport News city,Virginia,Medium,Walk,3736,4.2,0.7,VA,South
Norman city,Oklahoma,Medium,Walk,2045,3.7,0.6,OK,South
North Charleston city,South Carolina,Medium,Walk,921,2.1,0.5,SC,South
Norwalk city,California,Medium,Walk,914,2.1,0.5,CA,West
Oceanside city,California,Medium,Walk,1184,1.5,0.3,CA,West
Odessa city,Texas,Medium,Walk,455,1,0.4,TX,South
Olathe city,Kansas,Medium,Walk,744,1.1,0.3,KS,North Central
Ontario city,California,Medium,Walk,1198,1.7,0.5,CA,West
Orange city,California,Medium,Walk,1432,2.2,0.4,CA,West
Overland Park city,Kansas,Medium,Walk,785,0.8,0.2,KS,North Central
Palm Bay city,Florida,Medium,Walk,384,0.9,0.5,FL,South
Palmdale city,California,Medium,Walk,430,0.8,0.3,CA,West
Pasadena city,California,Medium,Walk,3537,5.3,0.6,CA,West
Pasadena city,Texas,Medium,Walk,935,1.5,0.4,TX,South
Paterson city,New Jersey,Medium,Walk,2512,4.6,0.7,NJ,Northeast
Pembroke Pines city,Florida,Medium,Walk,456,0.6,0.2,FL,South
Peoria city,Arizona,Medium,Walk,640,0.9,0.3,AZ,West
Peoria city,Illinois,Medium,Walk,1404,2.7,0.5,IL,North Central
Pomona city,California,Medium,Walk,1346,2.3,0.4,CA,West
Pompano Beach city,Florida,Medium,Walk,554,1.3,0.5,FL,South
Port St. Lucie city,Florida,Medium,Walk,345,0.5,0.2,FL,South
Providence city,Rhode Island,Medium,Walk,8007,10.6,0.8,RI,Northeast
Provo city,Utah,Medium,Walk,8080,14.5,1.2,UT,West
Pueblo city,Colorado,Medium,Walk,1324,3.2,0.8,CO,West
Rancho Cucamonga city,California,Medium,Walk,1159,1.5,0.4,CA,West
Rialto city,California,Medium,Walk,310,0.8,0.3,CA,West
Richardson city,Texas,Medium,Walk,1113,2.2,0.6,TX,South
Richmond city,California,Medium,Walk,941,2.1,0.5,CA,West
Rochester city,Minnesota,Medium,Walk,2155,3.8,0.5,MN,North Central
Rockford city,Illinois,Medium,Walk,985,1.6,0.4,IL,North Central
Roseville city,California,Medium,Walk,907,1.6,0.4,CA,West
Round Rock city,Texas,Medium,Walk,346,0.7,0.4,TX,South
Salem city,Oregon,Medium,Walk,2671,4.2,0.5,OR,West
Salinas city,California,Medium,Walk,888,1.4,0.4,CA,West
Salt Lake City city,Utah,Medium,Walk,5098,5.3,0.6,UT,West
San Buenaventura (Ventura) city,California,Medium,Walk,1113,2.2,0.4,CA,West
Santa Clara city,California,Medium,Walk,1679,3,0.7,CA,West
Santa Clarita city,California,Medium,Walk,1391,1.7,0.4,CA,West
Santa Maria city,California,Medium,Walk,636,1.6,0.5,CA,West
Santa Rosa city,California,Medium,Walk,2494,3.3,0.6,CA,West
Savannah city,Georgia,Medium,Walk,2181,3.8,0.5,GA,South
Simi Valley city,California,Medium,Walk,642,1,0.3,CA,West
Sioux Falls city,South Dakota,Medium,Walk,1849,2.2,0.4,SD,North Central
South Bend city,Indiana,Medium,Walk,1217,2.9,0.6,IN,North Central
Springfield city,Illinois,Medium,Walk,1455,2.6,0.5,IL,North Central
Springfield city,Massachusetts,Medium,Walk,1703,3.1,0.5,MA,Northeast
Springfield city,Missouri,Medium,Walk,2945,3.9,0.6,MO,North Central
Stamford city,Connecticut,Medium,Walk,3552,5.7,0.7,CT,Northeast
Sterling Heights city,Michigan,Medium,Walk,306,0.5,0.2,MI,North Central
Sunnyvale city,California,Medium,Walk,878,1.2,0.3,CA,West
Surprise city,Arizona,Medium,Walk,345,0.8,0.4,AZ,West
Syracuse city,New York,Medium,Walk,5870,10.4,0.9,NY,Northeast
Tallahassee city,Florida,Medium,Walk,2912,3.3,0.5,FL,South
Temecula city,California,Medium,Walk,565,1.3,0.5,CA,West
Tempe city,Arizona,Medium,Walk,3206,3.7,0.7,AZ,West
Thornton city,Colorado,Medium,Walk,601,1,0.4,CO,West
Thousand Oaks city,California,Medium,Walk,1379,2.3,0.4,CA,West
Topeka city,Kansas,Medium,Walk,1188,2,0.4,KS,North Central
Torrance city,California,Medium,Walk,992,1.4,0.4,CA,West
Vallejo city,California,Medium,Walk,998,2,0.6,CA,West
Vancouver city,Washington,Medium,Walk,1499,2.1,0.4,WA,West
Victorville city,California,Medium,Walk,360,1,0.4,CA,West
Visalia city,California,Medium,Walk,644,1.3,0.5,CA,West
Waco city,Texas,Medium,Walk,2251,4.4,0.8,TX,South
Warren city,Michigan,Medium,Walk,557,1,0.3,MI,North Central
Waterbury city,Connecticut,Medium,Walk,1088,2.4,0.5,CT,Northeast
West Covina city,California,Medium,Walk,377,0.8,0.3,CA,West
West Jordan city,Utah,Medium,Walk,696,1.4,0.4,UT,West
West Palm Beach city,Florida,Medium,Walk,1488,3.2,0.7,FL,South
West Valley City city,Utah,Medium,Walk,587,1,0.3,UT,West
Westminster city,Colorado,Medium,Walk,534,1,0.3,CO,West
Wichita Falls city,Texas,Medium,Walk,3069,6.3,1.3,TX,South
Wilmington city,North Carolina,Medium,Walk,1487,2.9,0.5,NC,South
Worcester city,Massachusetts,Medium,Walk,5146,6.3,0.7,MA,Northeast
Yonkers city,New York,Medium,Walk,4651,5.2,0.5,NY,Northeast
Albuquerque city,New Mexico,Large,Walk,5198,2,0.2,NM,West
Anaheim city,California,Large,Walk,2748,1.8,0.3,CA,West
Anchorage municipality,Alaska,Large,Walk,4074,2.7,0.4,AK,West
Arlington city,Texas,Large,Walk,3150,1.8,0.3,TX,South
Atlanta city,Georgia,Large,Walk,9288,4.7,0.4,GA,South
Aurora city,Colorado,Large,Walk,2379,1.5,0.2,CO,West
Austin city,Texas,Large,Walk,10737,2.5,0.2,TX,South
Bakersfield city,California,Large,Walk,2025,1.5,0.3,CA,West
Baltimore city,Maryland,Large,Walk,17168,6.5,0.4,MD,South
Baton Rouge city,Louisiana,Large,Walk,3759,3.6,0.5,LA,South
Birmingham city,Alabama,Large,Walk,2029,2.4,0.4,AL,South
Boise City city,Idaho,Large,Walk,2933,2.8,0.3,ID,West
Boston city,Massachusetts,Large,Walk,47880,15.1,0.5,MA,Northeast
Buffalo city,New York,Large,Walk,6498,6.2,0.4,NY,Northeast
Chandler city,Arizona,Large,Walk,1163,1,0.2,AZ,West
Charlotte city,North Carolina,Large,Walk,7705,2.1,0.2,NC,South
Chesapeake city,Virginia,Large,Walk,1364,1.2,0.3,VA,South
Chicago city,Illinois,Large,Walk,77753,6.4,0.2,IL,North Central
Chula Vista city,California,Large,Walk,1536,1.5,0.4,CA,West
Cincinnati city,Ohio,Large,Walk,7105,5.4,0.5,OH,North Central
