prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1/2,818,Organization,Intergovernmental Panel on Climate Change (IPCC),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Peace,The Nobel Peace Prize 2007,"""for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change""",1/2,819,Individual,Albert Arnold (Al) Gore Jr.,1948-03-31,"Washington, DC",United States of America,Male,NA,NA,NA,NA,NA,NA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,814,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,NA,NA,NA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,814,Individual,Albert Fert,1938-03-07,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,NA,NA,NA
2007,Physics,The Nobel Prize in Physics 2007,"""for the discovery of Giant Magnetoresistance""",1/2,815,Individual,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,829,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,829,Individual,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Boston University Medical School,"Massachusetts, MA",United States of America,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,830,Individual,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,NA,NA,NA
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,831,Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,2016-08-24,"Eugene, OR",United States of America
2008,Chemistry,The Nobel Prize in Chemistry 2008,"""for the discovery and development of the green fluorescent protein, GFP""",1/3,831,Individual,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,NA,NA,2016-08-24,"Eugene, OR",United States of America
2008,Economics,The Sveriges Riksbank Prize in Economic Sciences 2008,"""for his analysis of trade patterns and location of economic activity""",1/1,834,Individual,Paul Krugman,1953-02-28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,NA,NA,NA
2008,Literature,The Nobel Prize in Literature 2008,"""author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization""",1/1,832,Individual,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,Male,NA,NA,NA,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for his discovery of human papilloma viruses causing cervical cancer""",1/2,823,Individual,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,824,Individual,Françoise Barré-Sinoussi,1947-07-30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,NA,NA,NA
2008,Medicine,The Nobel Prize in Physiology or Medicine 2008,"""for their discovery of human immunodeficiency virus""",1/4,825,Individual,Luc Montagnier,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,NA,NA,NA
2008,Peace,The Nobel Peace Prize 2008,"""for his important efforts, on several continents and over more than three decades, to resolve international conflicts""",1/1,833,Individual,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Male,NA,NA,NA,NA,NA,NA
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",1/2,826,Individual,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015-07-05,Osaka,Japan
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,827,Individual,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,NA,NA,NA
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,828,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,NA,NA,NA
2008,Physics,The Nobel Prize in Physics 2008,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",1/4,828,Individual,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,841,Individual,Venkatraman Ramakrishnan,NA,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,842,Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,842,Individual,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA
2009,Chemistry,The Nobel Prize in Chemistry 2009,"""for studies of the structure and function of the ribosome""",1/3,843,Individual,Ada E. Yonath,1939-06-22,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,NA,NA,NA
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1/2,846,Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,2012-06-12,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for her analysis of economic governance, especially the commons""",1/2,846,Individual,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Arizona State University,"Tempe, AZ",United States of America,2012-06-12,"Bloomington, IN",United States of America
2009,Economics,The Sveriges Riksbank Prize in Economic Sciences 2009,"""for his analysis of economic governance, especially the boundaries of the firm""",1/2,847,Individual,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,NA,NA,NA
2009,Literature,The Nobel Prize in Literature 2009,"""who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed""",1/1,844,Individual,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Female,NA,NA,NA,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,835,Individual,Elizabeth H. Blackburn,1948-11-26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,836,Individual,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Massachusetts General Hospital,"Boston, MA",United States of America,NA,NA,NA
2009,Medicine,The Nobel Prize in Physiology or Medicine 2009,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1/3,837,Individual,Jack W. Szostak,1952-11-09,London,United Kingdom,Male,Howard Hughes Medical Institute,NA,NA,NA,NA,NA
2009,Peace,The Nobel Peace Prize 2009,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",1/1,845,Individual,Barack H. Obama,1961-08-04,"Honolulu, HI",United States of America,Male,NA,NA,NA,NA,NA,NA
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",1/2,838,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Standard Telecommunication Laboratories,Harlow,United Kingdom,NA,NA,NA
2009,Physics,The Nobel Prize in Physics 2009,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",1/2,838,Individual,Charles Kuen Kao,1933-11-04,Shanghai,China,Male,Chinese University of Hong Kong,Hong Kong,China,NA,NA,NA
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1/4,839,Individual,Willard S. Boyle,1924-08-19,"Amherst, NS",Canada,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,2011-05-07,"Truro, NS",Canada
2009,Physics,The Nobel Prize in Physics 2009,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1/4,840,Individual,George E. Smith,1930-05-10,"White Plains, NY",United States of America,Male,Bell Laboratories,"Murray Hill, NJ",United States of America,NA,NA,NA
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,851,Individual,Richard F. Heck,1931-08-15,"Springfield, MA",United States of America,Male,University of Delaware,NA,United States of America,2015-10-09,Manila,Philippines
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,852,Individual,Ei-ichi Negishi,1935-07-14,Changchun,China,Male,Purdue University,"West Lafayette, IN",United States of America,NA,NA,NA
2010,Chemistry,The Nobel Prize in Chemistry 2010,"""for palladium-catalyzed cross couplings in organic synthesis""",1/3,853,Individual,Akira Suzuki,1930-09-12,Mukawa,Japan,Male,Hokkaido University,Sapporo,Japan,NA,NA,NA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,856,Individual,Peter A. Diamond,1940-04-29,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,NA,NA,NA
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,857,Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Northwestern University,"Evanston, IL",United States of America,2014-01-09,"Wilmette, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,857,Individual,Dale T. Mortensen,1939-02-02,"Enterprise, OR",United States of America,Male,Aarhus University,Aarhus,Denmark,2014-01-09,"Wilmette, IL",United States of America
2010,Economics,The Sveriges Riksbank Prize in Economic Sciences 2010,"""for their analysis of markets with search frictions""",1/3,858,Individual,Christopher A. Pissarides,1948-02-20,Nicosia,Cyprus,Male,London School of Economics and Political Science,London,United Kingdom,NA,NA,NA
2010,Literature,The Nobel Prize in Literature 2010,"""for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat""",1/1,854,Individual,Mario Vargas Llosa,1936-03-28,Arequipa,Peru,Male,NA,NA,NA,NA,NA,NA
2010,Medicine,The Nobel Prize in Physiology or Medicine 2010,"""for the development of in vitro fertilization""",1/1,848,Individual,Robert G. Edwards,1925-09-27,Batley,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-04-10,Cambridge,United Kingdom
