license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
April 13 2018,214976,Candy,Cat,Domestic Shorthair,NA,98107
September 21 2018,729306,Hank,Dog,"Retriever, Labrador","Terrier, American Pit Bull",98118
October 13 2018,833351,Shonie,Dog,"Chihuahua, Short Coat",Mix,98106
October 17 2018,727546,Edison,Dog,"Poodle, Miniature",Bichon Frise,98105
June 11 2017,444674,Saxxen,Dog,"Bulldog, American",NA,98118
January 26 2018,S109740,Ruby,Cat,American Shorthair,NA,98122
February 08 2017,S124321,Isaac,Cat,Siberian,NA,98103
January 17 2017,S126710,Georgie,Dog,"Dachshund, Standard Smooth Haired",Beagle,98146
August 02 2017,S106928,Link,Cat,Domestic Shorthair,NA,98116
June 12 2018,S144634,Rocket,Dog,"Pointer, German Shorthaired",NA,98115
July 07 2018,434427,Pumpkin,Cat,Domestic Shorthair,NA,98115
August 30 2018,729704,Sparky,Dog,Terrier,NA,98199
September 26 2018,8001313,Rhubarb,Cat,Domestic Shorthair,NA,98115
February 17 2017,82395,Rockey,Dog,German Shepherd,NA,98144
July 30 2017,S132655,Ralphy,Dog,Terrier,Mix,98199
June 14 2017,S130698,Olive,Dog,"Terrier, Jack Russell",Mix,98199
August 31 2017,584290,Maygan,Dog,Shih Tzu,NA,98118
October 08 2018,834747,Remi,Dog,Bernese Mountain Dog,NA,98199
October 22 2016,81935,Scout,Dog,Xoloitzcuintli,NA,98109
August 31 2018,727073,Scout,Dog,Coton de Tulear,NA,98112
August 01 2017,436986,Jasmine,Dog,Havanese,NA,98199
July 12 2017,731612,Odysseus,Dog,German Shepherd,Mix,98115
March 16 2017,133679,Bug,Cat,Domestic Shorthair,NA,98144
May 17 2018,S116012,Arrow,Dog,"Retriever, Labrador",NA,98103
March 06 2017,141502,Trixie,Dog,Portuguese Water Dog,NA,98112
May 08 2018,26357,Chester,Dog,"Spaniel, English Cocker","Poodle, Miniature",98103
September 06 2016,585989,Davida,Dog,"Retriever, Labrador","Poodle, Standard",98107
June 09 2018,S122435,Rocky,Dog,"Retriever, Labrador",NA,98122
September 06 2017,S135251,Gerald,Dog,"Schnauzer, Miniature",Terrier,98107
September 02 2018,S103262,Abby Slater-Thurston,Cat,Domestic Shorthair,NA,98103
December 29 2017,S108575,Juno,Cat,Domestic Shorthair,NA,98103
July 18 2018,445337,Cami,Dog,Havanese,Maltese,98199
July 06 2018,350999,Asha,Cat,Domestic Shorthair,NA,98117
October 16 2017,S105245,Daisy,Dog,Australian Shepherd,NA,98115
August 15 2017,S134143,Snoopy,Dog,Bichon Frise,NA,98103
June 13 2018,S116400,Wrigley,Dog,Australian Shepherd,NA,98102
March 31 2017,132986,Luna,Dog,Brittany,NA,98107
August 03 2018,S147632,Sandy,Dog,Hound,"Retriever, Labrador",98103
February 16 2017,73915,Charley,Cat,Domestic Shorthair,NA,98119
June 27 2018,S142995,Baby,Dog,Retriever,Mix,98108
October 06 2018,S149115,Callie,Cat,Domestic Longhair,Mix,98122
February 26 2018,S109475,Mac,Dog,"Terrier, Jack Russell",Mix,98106
June 26 2018,430837,Robby,Cat,Domestic Shorthair,NA,98118
June 12 2018,S130479,Rafe,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98118
July 02 2017,S126376,Shine,Cat,Domestic Longhair,NA,98115
September 16 2018,S120581,Max,Dog,Australian Shepherd,"Retriever, Labrador",98133
October 13 2018,821822,Howie,Dog,Beagle,NA,98117
June 21 2018,S115647,Izzi,Dog,Schipperke,NA,98103
September 17 2018,S133261,Shyner,Dog,Boxer,"Bulldog, American",98102
January 12 2017,S125798,Sadie,Dog,"Retriever, Labrador",Mix,98101
August 01 2017,354246,Pride,Dog,Miniature Pinscher,NA,98146
October 14 2018,733498,Sophie,Dog,Australian Cattle Dog,"Retriever, Flat-Coated",98117
March 08 2017,S137047,Brother Maurice,Dog,"Retriever, Labrador","Poodle, Standard",98108
May 04 2017,132837,Buddy,Dog,"Dachshund, Standard Long Haired",NA,98126
April 23 2018,78877,Zeus,Dog,German Shepherd,NA,98118
October 31 2017,831954,Luna,Dog,"Retriever, Golden",NA,98103
August 21 2017,S134756,Bugsy,Dog,"Terrier, American Pit Bull",NA,98118
July 19 2018,S128558,Luna,Cat,Domestic Medium Hair,Mix,98102
June 14 2018,S133212,Bodhi,Dog,"Welsh Corgi, Pembroke","Chihuahua, Short Coat",98108
May 27 2017,284697,Izzy,Dog,"Poodle, Standard",NA,98116
August 15 2017,583988,Otter,Dog,American Eskimo,NA,98115
March 21 2018,133792,Sancho,Cat,Domestic Shorthair,NA,NA
February 18 2018,S110022,Tykums,Cat,Domestic Longhair,Mix,98105
July 01 2017,352261,Lisha,Cat,LaPerm,NA,98117
June 05 2018,S144456,Tanz,Cat,Domestic Shorthair,NA,98103
December 19 2017,953022,Maddie,Cat,Domestic Shorthair,NA,98118
July 08 2017,S126396,Groot,Cat,Domestic Longhair,Mix,98115
November 07 2017,S107494,Weston,Cat,Domestic Shorthair,NA,98103
September 10 2018,8000824,Kitten A (Jade),Cat,Domestic Shorthair,Mix,98115
December 18 2015,S107948,Zen,Cat,Domestic Longhair,Mix,98117
March 20 2018,128516,Trabel,Cat,LaPerm,NA,98106
May 08 2018,S143509,Claudia Jean,Dog,"Terrier, West Highland White",NA,98102
January 17 2018,18868,Rosenkrantz,Cat,Domestic Shorthair,NA,98133
July 03 2017,S133102,Kitty,Cat,Domestic Shorthair,NA,98144
October 10 2017,834303,Molly,Dog,"Terrier, Boston","Terrier, Rat",98136
February 12 2018,S140502,Theodore,Dog,Bernese Mountain Dog,NA,98101
January 23 2018,S139880,Barty,Dog,"Terrier, Bull",Pointer,98115
December 05 2017,126749,Ruby,Dog,"Terrier, Soft Coated Wheaten",NA,98112
May 11 2018,S131519,Ziggy,Dog,Shih Tzu,NA,98121
August 08 2017,574169,Bunny,Cat,Domestic Shorthair,NA,98103
September 28 2017,S103621,Caprica,Dog,"Schnauzer, Standard",NA,98107
October 24 2017,S137241,Koda,Cat,Domestic Shorthair,NA,98117
June 01 2018,128989,O' Henrietta,Cat,Domestic Medium Hair,NA,98117
May 22 2018,276674,Couscous,Cat,LaPerm,NA,98121
July 03 2017,349751,Samson,Cat,Domestic Shorthair,NA,98117
April 03 2018,128891,Bailey,Cat,Siamese,Mix,98112
November 01 2017,S102296,Penny,Dog,"Vizsla, Smooth Haired",NA,98105
June 01 2017,S131512,Holden,Dog,"Retriever, Labrador",NA,98144
October 13 2017,S103469,Hilo,Cat,Domestic Shorthair,Mix,98115
January 31 2018,S140267,Balam,Dog,"Terrier, American Pit Bull",Mix,98115
April 04 2017,139260,Hugo,Dog,"Retriever, Golden",NA,98125
February 10 2017,84287,Leon,Dog,Chow Chow,NA,98199
April 12 2018,S142491,Gronk,Dog,Australian Shepherd,Mix,98118
March 08 2016,S113116,Elliott,Cat,Domestic Shorthair,NA,98107
August 08 2017,S133646,Clyde,Dog,Coonhound,NA,98133
July 03 2017,S132952,Bea,Dog,"Retriever, Labrador","Terrier, American Staffordshire",98125
July 31 2017,S132386,George,Dog,"Retriever, Golden","Poodle, Standard",98103
October 02 2018,S102532,Bailey,Dog,"Retriever, Golden",NA,98102
February 07 2018,10912,Alfalfa,Dog,Terrier,Mix,98144
March 16 2018,S140930,Kili,Dog,Border Collie,"Poodle, Standard",98116
February 12 2018,S140558,Goat,Dog,Bernese Mountain Dog,"Poodle, Miniature",98103
May 31 2017,S131413,Chloe,Dog,"Spaniel, Welsh Springer","Poodle, Miniature",98136
May 22 2018,S128593,Stella Luna,Dog,Australian Shepherd,Mix,98125
June 14 2017,S132229,Precious,Dog,"Chihuahua, Short Coat",NA,98125
August 24 2017,282867,Chewey II,Dog,"Terrier, Yorkshire",Pomeranian,98133
April 11 2017,S129606,Cedar,Dog,"Retriever, Labrador",NA,98122
July 31 2018,S147528,Bear,Dog,"Retriever, Labrador",NA,98115
January 16 2018,S100571,Nala,Dog,"Retriever, Labrador",Mix,98115
July 24 2017,S133339,Trinity,Cat,Domestic Shorthair,NA,98115
April 14 2017,142436,Chi Chi,Dog,"Chihuahua, Short Coat",NA,98119
May 21 2018,S131017,Juno,Dog,"Pointer, German Shorthaired","Retriever, Labrador",98103-5711
February 11 2018,S124072,Mowgli,Dog,Olde English Bulldogge,NA,98126
August 23 2017,S135104,Ege,Dog,"Schnauzer, Standard",NA,98104
August 19 2018,727689,Cybil,Dog,"Retriever, Labrador",NA,98115
June 27 2018,444873,NA,Cat,Domestic Shorthair,NA,98109
July 11 2018,S145822,Thedo,Dog,Maltese,Shih Tzu,98144
January 11 2017,S126792,Olive,Dog,"Terrier, Boston",Pug,98116
October 17 2018,S112180,Glory,Dog,Australian Shepherd,Mix,98177
April 18 2018,S115230,Millie,Dog,"Bulldog, French",NA,98118
September 15 2018,S117347,Louie,Dog,"Retriever, Labrador",Mix,98199
September 07 2018,S145999,Klop,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98177
July 20 2017,284861,Ben,Cat,Domestic Shorthair,Mix,98106
July 27 2017,439427,Paluche,Dog,Lhasa Apso,"Poodle, Toy",98103
September 18 2018,719817,Pippin,Dog,"Spaniel, Cavalier King Charles",NA,98119
February 13 2018,S140575,Addison,Dog,Hound,Retriever,98101
June 20 2018,S116835,Billi Sinni-Sappa,Cat,Domestic Medium Hair,Maine Coon,98117
March 06 2017,S128174,Atlas,Dog,"Vizsla, Smooth Haired",NA,98105
July 31 2018,S133834,Rico Anubis Hjorth,Dog,"Chihuahua, Short Coat",NA,98105
April 02 2018,S142002,Ninja,Cat,LaPerm,NA,98125
September 07 2017,S135652,Jackson,Dog,"Retriever, Golden",NA,98122
May 02 2017,S130570,Finn,Dog,Kooikerhondje,NA,98116
October 09 2018,S137566,Mika,Cat,Domestic Medium Hair,Mix,98107
July 28 2018,359231,Luna,Dog,Boxer,Mix,98115
October 04 2017,S136493,Maci,Dog,"Retriever, Labrador",NA,98119
January 10 2017,27287,Sox,Dog,"Terrier, Boston",Pug,98144
January 22 2018,27974,Ellie,Dog,"Spaniel, Cavalier King Charles",NA,98133
September 08 2017,S135665,Haku,Cat,Domestic Shorthair,Egyptian Mau,98115
September 05 2017,S135308,Dottie,Dog,Xoloitzcuintli,NA,98118
August 28 2017,S134944,Sunny,Dog,Coonhound,NA,98109
July 10 2018,441198,Winnie,Dog,"Chihuahua, Short Coat","Griffon, Brussels",98122
September 09 2018,727798,Tessa,Dog,Australian Shepherd,Mix,98109
May 24 2018,352641,Jody,Dog,Great Dane,Mix,98125
January 17 2017,S126813,Bert,Dog,Boxer,Hound,98118
July 17 2017,S132723,Maybelle,Cat,American Shorthair,NA,98122
October 13 2017,825429,Louie,Cat,Domestic Shorthair,NA,98133
August 07 2018,583641,Coco,Dog,Havanese,NA,98116
January 23 2018,24423,Biko,Dog,"Retriever, Labrador",Australian Shepherd,98119
August 08 2017,S133853,Cooper T Goff,Dog,"Retriever, Labrador",NA,98126
January 16 2018,S111415,Sara,Cat,Domestic Medium Hair,NA,98103
August 01 2017,S133705,Marcel,Dog,"Bulldog, French",NA,98103
June 02 2017,280535,Alice,Dog,Beagle,NA,98116
September 21 2018,732762,Mousse,Cat,Domestic Shorthair,NA,98115
June 26 2018,142521,Ebony,Dog,Miniature Pinscher,NA,98144
August 16 2018,8000125,Petra,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98126
October 08 2018,S133896,Tenshi,Cat,Domestic Longhair,NA,98115
January 11 2018,S139330,Tucker,Dog,German Shepherd,NA,98109
February 16 2018,22217,Sabastien,Cat,Domestic Shorthair,NA,98121
February 07 2017,85233,Elanor,Cat,Domestic Shorthair,NA,98122
June 14 2018,S133116,Gage,Cat,Domestic Longhair,NA,98105
November 21 2017,S106611,Druid,Cat,Domestic Shorthair,NA,98115
November 05 2015,56375,Chocolate,Dog,Australian Shepherd,Mix,98122
March 31 2017,S128767,Alexander,Cat,Domestic Medium Hair,Mix,98122
December 22 2017,958533,Chloe,Dog,"Chihuahua, Short Coat","Dachshund, Standard Smooth Haired",98118
February 21 2017,30215,Samson,Dog,"Retriever, Labrador",Great Dane,98118
June 17 2017,S130862,Tulip,Dog,"Terrier, Rat","Chihuahua, Short Coat",98199
July 21 2018,354786,Basil,Dog,"Terrier, Yorkshire",NA,98109
July 05 2018,S117908,Addy,Dog,"Terrier, American Pit Bull",NA,98108
October 12 2018,S121768,Envy,Cat,Domestic Shorthair,Mix,98101
September 30 2018,S133708,Taco Belle Grande,Cat,Domestic Shorthair,NA,98109
April 26 2018,213807,Luna,Dog,Beagle,German Shepherd,98125
February 17 2017,901974,Jack,Dog,"Retriever, Labrador","Retriever, Golden",98105
June 14 2017,213897,Gracie,Dog,"Poodle, Miniature",Terrier,98116
January 06 2018,S108415,Cullman,Dog,"Poodle, Standard",Old English Sheepdog,98115
September 28 2018,S121717,Conan,Dog,"Dachshund, Standard Smooth Haired",Terrier,98109
August 07 2018,445269,Jake,Cat,Domestic Shorthair,NA,98125
February 28 2018,S140682,Sky,Dog,"Retriever, Labrador",NA,98109
August 29 2017,S134999,Sabriel,Cat,Domestic Shorthair,NA,98116
June 27 2018,443987,Sir Pinski,Dog,Bichon Frise,NA,98115
December 15 2017,S107644,Denny,Dog,Cirneco dell Etna,NA,98122
October 17 2017,359200,Reuben,Dog,Bloodhound,Mix,98103
March 27 2018,139916,Simon,Dog,"Retriever, Labrador",Mix,98103
August 15 2017,578170,Hazel,Cat,Domestic Longhair,NA,98118
April 18 2018,S142840,Olly,Dog,"Bulldog, French",NA,98102
October 16 2018,8001913,Archer,Dog,"Retriever, Labrador",NA,98115
March 28 2017,S129289,Shadow,Dog,Alaskan Malamute,NA,98117
April 03 2018,207870,Baxter,Dog,Xoloitzcuintli,NA,98105
July 27 2018,585942,Charlotte,Dog,"Terrier, West Highland White",NA,98115
April 10 2018,S142386,Piper,Cat,Mix,NA,98105
June 01 2017,S131523,Walsh,Cat,Maine Coon,NA,98121
July 24 2017,30340,Milo,Dog,Australian Shepherd,"Collie, Rough",87122
September 01 2018,8000541,Bingley,Dog,"Chihuahua, Short Coat",Terrier,98116
April 10 2018,S142303,Xander,Dog,"Retriever, Labrador","Terrier, Pit Bull",98109
August 21 2018,580133,Lucky,Dog,Australian Shepherd,NA,98109
November 30 2017,S138397,Kramer,Dog,Shepherd,Terrier,98199
June 26 2018,S117790,Shannon,Dog,Australian Shepherd,Mix,98126
September 17 2018,8001009,Airplane,Cat,Domestic Shorthair,Mix,98104
June 18 2018,S144863,Attis,Cat,Balinese,NA,98195
April 19 2017,215269,Benjamin,Cat,Pixie-Bob,NA,98126
March 09 2017,126200,Mr Boo,Dog,Shih Tzu,NA,98199
May 20 2018,284717,Gracie,Cat,Domestic Medium Hair,NA,98116
June 20 2018,S144925,Thiago,Cat,Colourpoint Shorthair,NA,98109
August 25 2017,S134963,Jelly,Dog,"Chihuahua, Short Coat",NA,98125
June 12 2018,S144657,Sugar,Dog,"Terrier, West Highland White",Papillon,98115
March 27 2017,S129223,Inqui,Dog,Basenji,NA,98125
October 02 2018,724559,Boots,Cat,Domestic Shorthair,NA,98106
August 08 2017,584966,Harley,Dog,"Terrier, Airedale",NA,98177
July 10 2018,439805,Maddie,Dog,Maltese,NA,98199
April 17 2018,S115118,Elliott,Dog,Mastiff,NA,98177
September 24 2018,8001256,Hazel,Cat,Domestic Shorthair,Mix,98109
January 26 2017,S123766,Bubastis,Cat,Domestic Shorthair,NA,98107
January 18 2018,S104866,Oso,Dog,"Chihuahua, Short Coat",Mix,98103
November 02 2017,S104953,Sasha,Cat,Domestic Medium Hair,Mix,98122
January 28 2017,S126250,Kam,Dog,"Retriever, Chesapeake Bay",NA,98101
April 10 2018,208076,Akimbo,Cat,Domestic Shorthair,NA,98106
April 25 2017,284855,Maxwell,Cat,Domestic Shorthair,Bengal,98102
April 11 2017,217901,Little,Cat,Domestic Shorthair,NA,98115
August 23 2017,359730,Sloan,Dog,Great Dane,NA,98116
November 14 2017,897091,Jack,Cat,Domestic Medium Hair,NA,98125
May 15 2017,S131036,Cora,Dog,"Chihuahua, Short Coat",Pug,98106
November 12 2017,830524,Kenji,Dog,"Terrier, Yorkshire",NA,98199
March 20 2018,S141680,Otis,Dog,"Pointer, German Shorthaired",NA,98117
May 23 2017,S129853,Tiger,Cat,Domestic Shorthair,Mix,98133
November 21 2017,S108088,Blue,Dog,Border Collie,NA,98105
June 30 2018,215559,Estelle,Cat,Domestic Medium Hair,NA,98164
August 24 2017,S100686,Basil,Cat,Domestic Medium Hair,Mix,98115
June 19 2018,S113448,Eevee,Cat,Mix,NA,98109
July 19 2017,434439,Bambi,Cat,Domestic Shorthair,NA,98126
March 27 2018,133514,Smokey,Cat,Domestic Longhair,NA,98118
April 20 2017,S130277,Bowie,Dog,Mix,NA,98112
October 02 2018,S121970,Salem,Dog,"Chihuahua, Long Coat",Beagle,98106
August 15 2018,S133545,Luna,Cat,Domestic Shorthair,NA,98101
August 15 2018,8000098,Fado,Cat,Domestic Medium Hair,Mix,98106
August 16 2017,585419,Abigail,Dog,"Retriever, Labrador","Poodle, Standard",98103
May 03 2017,142927,Murphy,Dog,"Retriever, Labrador",NA,98102
July 12 2018,S145829,Calvin,Dog,"Vizsla, Smooth Haired",NA,98102
March 19 2018,s140933,Migos,Cat,Domestic Shorthair,Mix,98119
December 27 2016,S125175,Mika,Dog,"Dachshund, Standard Smooth Haired",NA,98117
October 07 2018,S112570,Pokey,Dog,"Retriever, Golden",Mix,98102
May 25 2017,S131366,Rory,Dog,Shih Tzu,"Poodle, Toy",98116
April 19 2018,212559,Baxter,Dog,Shih Tzu,NA,98109
July 08 2018,S144996,Summer,Dog,"Australian Shepherd, Miniature",Australian Cattle Dog,98177
January 12 2017,S126735,Ruby,Dog,"Spaniel, Cavalier King Charles",NA,98122
June 06 2017,354517,Gracie,Dog,"Spaniel, American Cocker",NA,98115
June 28 2018,S145335,lOUIS,Dog,Alaskan Husky,NA,98107
March 28 2017,S129217,Willa,Dog,"Dachshund, Standard Smooth Haired",NA,98125
May 25 2018,S144120,Scully,Cat,American Shorthair,NA,98199
May 10 2018,24316,Mac,Dog,"Collie, Rough",NA,98133
May 29 2018,S144204,Margot,Dog,Whippet,NA,98115
January 24 2018,S110437,Sheldon,Dog,Bichon Frise,NA,98109
July 24 2018,S119904,Bacchus,Dog,"Retriever, Labrador",NA,98103
February 18 2017,84431,Ella,Dog,"Spaniel, American Cocker","Poodle, Miniature",98105
July 30 2018,S135034,Lakshmi,Cat,Domestic Shorthair,Mix,98118
July 30 2018,434303,Lucy,Cat,Domestic Longhair,NA,98107
May 12 2017,268230,Pippin,Cat,Siamese,Mix,98133
June 26 2018,142722,Obie,Dog,"Retriever, Labrador",NA,98118
May 01 2018,S106998,Maggie,Dog,"Retriever, Labrador",Australian Cattle Dog,98117
July 21 2015,26720,Daisy,Dog,"Retriever, Golden",NA,98115
April 19 2018,S120394,Stache,Cat,Ragdoll,Mix,98122
June 04 2018,S144457,Nova,Dog,Great Dane,NA,98116
April 18 2017,212662,King,Dog,"Retriever, Labrador",NA,98116
April 24 2018,S112057,Havana,Cat,American Shorthair,NA,98117
August 26 2018,S120683,Ziggy,Dog,Doberman Pinscher,Australian Cattle Dog,98115
May 01 2018,214866,Ivy,Dog,"Terrier, Rat",NA,98125
August 03 2017,576807,Alfie,Dog,"Retriever, Labrador","Poodle, Standard",98105
August 01 2017,16486,NA,Cat,Domestic Shorthair,NA,98118
September 28 2018,S110090,Canelo,Dog,"Chihuahua, Short Coat",Mix,98146
May 18 2018,83908,Indie,Dog,"Welsh Corgi, Pembroke",NA,98125
March 27 2018,213927,Scout,Dog,Beagle,NA,98144
February 14 2017,S127842,Rosie,Dog,Australian Cattle Dog,NA,98118
June 19 2018,210592,Coco,Dog,"Bulldog, French","Terrier, Boston",98112
June 02 2017,359661,Scarlett,Dog,Shiba Inu,NA,98136
January 30 2018,S126740,Harriet,Cat,Russian Blue,NA,98112
January 17 2018,S127346,JHutt,Cat,Domestic Longhair,NA,98119
June 26 2018,S145168,Nyx,Cat,American Shorthair,NA,98118
August 10 2018,S132180,Bode Vonn,Dog,"Pointer, German Shorthaired",Mix,98177
July 09 2018,S131652,Astro,Dog,"Chihuahua, Short Coat",Terrier,98103
December 05 2017,S138641,Milky,Cat,Domestic Longhair,NA,98133
April 13 2018,204712,Gidget,Dog,"Chihuahua, Short Coat",NA,98112
December 20 2017,S139033,Beecher,Dog,American Blue Heeler,"Retriever, Labrador",98106
October 15 2018,S122122,Daisy,Dog,"Retriever, Labrador",NA,98112
August 07 2017,S133854,Marlin,Cat,Domestic Shorthair,NA,98115
April 29 2018,21954,Jinx,Cat,Domestic Shorthair,NA,98144
August 31 2018,S119379,CeCe,Dog,Border Collie,Mix,98199
October 20 2017,S137413,Paco,Dog,Terrier,NA,98115
November 13 2017,S107241,Ginger,Dog,"Retriever, Labrador",Boxer,98125
August 22 2017,820179,Foofy,Cat,Siberian,NA,98144
August 27 2018,429861,Sam,Cat,Domestic Shorthair,NA,98115
July 30 2018,S147409,Sua,Dog,"Retriever, Labrador","Retriever, Golden",98125
December 22 2016,953224,Awsee,Cat,Domestic Shorthair,NA,98199
July 18 2017,S132725,Sombra,Dog,"Retriever, Labrador",Mix,98122
April 11 2017,208050,Theo,Cat,Domestic Medium Hair,NA,98102
April 25 2017,S130298,Zamboni,Dog,Australian Shepherd,NA,98105
November 28 2017,S106238,Lilly,Dog,"Spaniel, Cavalier King Charles",NA,98116
March 02 2017,960159,Burnsie,Dog,Lhasa Apso,NA,98125
July 29 2018,S147330,kaiser,Dog,Weimaraner,Mix,98103
November 16 2017,S135425,Wamba,Dog,Australian Shepherd,Basset Hound,98112
August 03 2018,S146273,Lucy,Cat,Siamese,Mix,98107
May 02 2017,85293,Ome,Cat,Domestic Shorthair,NA,98199
March 15 2017,S136445,Downey,Dog,"Retriever, Labrador",NA,98105
September 17 2018,8000991,Parker,Dog,"Retriever, Golden",NA,98105
August 29 2016,S103611,Colette,Dog,"Poodle, Toy",NA,98115
December 05 2017,S109520,Hailey,Dog,Shih Tzu,NA,98106
February 04 2018,S141198,NA,Cat,Domestic Shorthair,Mix,98107
May 27 2017,S130480,Lincoln,Dog,Shepherd,"Retriever, Labrador",98136
September 18 2018,729831,Charlie,Dog,Terrier,NA,98119
October 25 2016,18424,Dorian,Cat,Domestic Shorthair,NA,98118
April 18 2017,S130007,Alice,Dog,"Retriever, Golden",NA,98106
August 30 2018,S119424,Pumpkin,Dog,Australian Cattle Dog,Mix,98101
March 16 2018,28032,Tillie,Dog,"Schnauzer, Miniature",NA,98115
March 30 2018,S140963,Penny,Dog,Border Collie,Australian Shepherd,98106
November 08 2017,S107065,Olive,Dog,"Terrier, Yorkshire",NA,98115
April 20 2018,76529,Kai,Dog,Havanese,NA,98125
September 13 2018,8000894,Joy,Cat,American Shorthair,Mix,98118
April 16 2018,198270,Coco,Cat,Domestic Medium Hair,NA,98115
September 20 2018,8001114,Benjamin,Dog,"Terrier, Yorkshire",Mix,98109
December 27 2016,S108221,Tilla,Dog,Catahoula Leopard dog,Mix,98107
April 26 2017,77746,Buster,Cat,Domestic Shorthair,NA,98115
August 02 2018,S146819,Tonka,Dog,Rottweiler,NA,98136
December 18 2015,421346,Nutty Coco,Dog,"Dachshund, Miniature Smooth Haired",NA,98105
September 11 2018,S146920,Tabatsoy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",Mix,98125
October 10 2018,S121176,Bailey,Dog,Beagle,NA,98144
August 07 2017,S133607,Felix,Dog,Siberian Husky,NA,98146
November 27 2017,729260,Opie,Dog,Rottweiler,"Retriever, Labrador",98126
January 24 2018,S101424,Jersey,Cat,Domestic Shorthair,NA,98106
April 12 2018,134891,Oliver,Cat,Domestic Shorthair,NA,98133
January 23 2018,S139842,Pepper,Dog,"Spaniel, English Cocker",NA,98199
April 18 2017,213263,Stanley,Dog,American Eskimo,Pomeranian,98106
February 11 2018,78054,Ranger,Dog,"Retriever, Flat-Coated",NA,98115
June 08 2017,208573,Paykel,Cat,Siamese,Domestic Shorthair,98112
