gamename,year,month,avg,gain,peak,avg_peak_perc
Deadlight,2013,December,131.4,76.06,1564,8.4015%
Dead Space 2,2013,December,101.4,22.18,283,35.8304%
Dragon Age: Origins - Ultimate Edition,2013,December,2087.65,1630.03,4667,44.7322%
LEGO® MARVEL Super Heroes,2013,December,1478.36,628.13,5022,29.4377%
Injustice: Gods Among Us Ultimate Edition,2013,December,415.72,307.3,1320,31.4939%
Tropico 4,2013,December,541.31,107.79,1618,33.4555%
Call of Duty 4: Modern Warfare,2013,December,359.99,-25.9,754,47.744%
Shadowrun Returns,2013,December,742.4,454.73,2788,26.6284%
MURDERED: SOUL SUSPECT,2013,December,0.64,-0.1,5,12.8%
Star Conflict,2013,December,512.27,54.19,981,52.2192%
Project CARS,2013,December,54.9,-1.19,183,30%
Kingdoms of Amalur: Reckoning,2013,December,110.47,-1.24,227,48.6652%
Bully: Scholarship Edition,2013,December,157.19,106.36,837,18.7802%
Natural Selection 2,2013,December,1377.64,764.58,3152,43.7069%
TrackMania Nations Forever,2013,December,206.92,9.57,591,35.0118%
Ultra Street Fighter IV,2013,December,542.67,94.92,929,58.4144%
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,2013,December,374.47,-426.47,751,49.8628%
Psychonauts,2013,December,92.47,28.42,212,43.6179%
Half-Life 2: Episode One,2013,December,151.97,32.32,317,47.9401%
AirMech Strike,2013,December,218.03,-21.43,478,45.613%
Defy Gravity,2013,December,0.52,0.33,6,8.6667%
Thomas Was Alone,2013,December,49.51,16.59,133,37.2256%
Dungeon of the Endless,2013,December,103.77,NA,422,24.59%
Monaco,2013,December,314.88,230.77,1740,18.0966%
SNOW,2013,December,27.97,14.31,414,6.756%
Deponia,2013,December,172.53,74.25,1257,13.7255%
Fallout,2013,December,125.56,55.76,304,41.3026%
Craft The World,2013,December,395.3,40.86,1653,23.9141%
Sonic Generations,2013,December,110.98,42.92,228,48.6754%
RIFT,2013,December,3266.52,-1014.14,5591,58.4246%
Sniper Ghost Warrior 2,2013,December,278.36,43.35,884,31.4887%
Octodad: Dadliest Catch,2013,December,0.02,0.01,1,2%
Crysis 2 Maximum Edition,2013,December,330.6,1.1,1058,31.2476%
VVVVVV,2013,December,14.43,3.27,37,39%
Assassin's Creed Brotherhood,2013,December,427.4,186.08,1257,34.0016%
The Bureau: XCOM Declassified,2013,December,257.78,180.09,1701,15.1546%
Scribblenauts Unlimited,2013,December,479.1,-546.18,961,49.8543%
Braid,2013,December,80.07,57.13,947,8.4551%
STAR WARS Empire at War: Gold Pack,2013,December,156.07,22.55,287,54.3798%
Tribes: Ascend,2013,December,242.12,-2.71,436,55.5321%
America's Army: Proving Grounds,2013,December,693.74,-38.56,1337,51.8878%
Little Inferno,2013,December,134.73,93.65,523,25.761%
STAR WARS Republic Commando,2013,December,25.02,3.32,54,46.3333%
Gear Up,2013,December,17.98,5,61,29.4754%
F.E.A.R.,2013,December,104.15,-114.48,285,36.5439%
Deus Ex: Game of the Year Edition,2013,December,56.9,14.62,146,38.9726%
Mount & Blade: With Fire and Sword,2013,December,361.62,30.72,799,45.2591%
Wasteland 2,2013,December,335.35,NA,1188,28.2281%
Dragon Age: Origins,2013,December,583.21,439.62,1747,33.3835%
Vampire: The Masquerade - Bloodlines,2013,December,85.2,-120.52,171,49.8246%
Crysis,2013,December,110.43,24.22,479,23.0543%
Half-Life 2: Deathmatch,2013,December,299.45,4.39,581,51.5404%
PAC-MAN Championship Edition DX+,2013,December,15.89,4.75,113,14.0619%
Super Crate Box,2013,December,32.87,2.8,80,41.0875%
Universe Sandbox,2013,December,0.57,-0.14,5,11.4%
Assassin's Creed Revelations,2013,December,340.85,152.5,1078,31.6187%
Unepic,2013,December,157.82,94.02,1361,11.5959%
Hitman: Blood Money,2013,December,58.24,15.27,166,35.0843%
Door Kickers,2013,December,10.62,-1.12,51,20.8235%
Half-Life 2: Lost Coast,2013,December,24.06,3.34,58,41.4828%
Lucius,2013,December,20.97,-12.13,52,40.3269%
Assassin's Creed,2013,December,179.78,71.19,804,22.3607%
Endless Space® - Definitive Edition,2013,December,1152.22,552.37,4772,24.1454%
The Swapper,2013,December,43.88,3.73,531,8.2637%
STAR WARS Jedi Knight: Jedi Academy,2013,December,78.62,17.33,180,43.6778%
Long Live The Queen,2013,December,148.32,-75.21,2483,5.9734%
Anno 2070,2013,December,1612.99,1229.73,11140,14.4793%
Archeblade,2013,December,208.56,-57.85,450,46.3467%
"Warhammer 40,000: Dawn of War II",2013,December,305.91,54.44,781,39.169%
S.T.A.L.K.E.R.: Clear Sky,2013,December,69.47,15.35,155,44.8194%
Homefront,2013,December,71.86,2.78,165,43.5515%
FlatOut 2,2013,December,47.58,26.64,157,30.3057%
Machinarium,2013,December,57.06,44.95,720,7.925%
DLC Quest,2013,December,43.06,24.6,198,21.7475%
PROTOTYPE 2,2013,December,141.25,-3.9,762,18.5367%
Orcs Must Die!,2013,December,186.03,127.62,600,31.005%
Serious Sam 2,2013,December,35.3,-24.17,117,30.1709%
F.E.A.R. 3,2013,December,196.31,-319.29,463,42.3996%
Supreme Commander 2,2013,December,492.36,74.56,1054,46.7135%
FINAL FANTASY VIII,2013,December,2330.04,NA,4457,52.2782%
Broken Age,2013,December,0.53,0.37,6,8.8333%
Far Cry 2,2013,December,87.83,24.17,200,43.915%
Zombie Panic! Source,2013,December,165.51,-4.69,343,48.2536%
Race The Sun,2013,December,71.79,NA,220,32.6318%
Half-Life: Opposing Force,2013,December,57.04,11.39,114,50.0351%
Cave Story+,2013,December,39.31,9.97,89,44.1685%
Hammerwatch,2013,December,147.75,17.15,766,19.2885%
Recettear: An Item Shop's Tale,2013,December,118.34,68.52,666,17.7688%
The Incredible Adventures of Van Helsing,2013,December,552.57,247.49,2422,22.8146%
Supreme Commander: Forged Alliance,2013,December,309.16,-0.86,659,46.9135%
Resident Evil Revelations,2013,December,157.5,-39.98,487,32.3409%
Guacamelee! Gold Edition,2013,December,154.71,96.18,1469,10.5317%
The Ship,2013,December,45.5,12.07,129,35.2713%
Company of Heroes - Legacy Edition,2013,December,118.43,24.41,270,43.863%
Fallout 2,2013,December,116.53,44.54,226,51.5619%
Elsword,2013,December,542.59,66.53,1253,43.3033%
Grand Theft Auto III,2013,December,40.1,11.75,204,19.6569%
Sonic Adventure 2,2013,December,58.6,18.88,146,40.137%
Democracy 3,2013,December,94.24,-35.93,196,48.0816%
Slender: The Arrival,2013,December,35.89,2.29,90,39.8778%
E.Y.E: Divine Cybermancy,2013,December,69.14,14.03,242,28.5702%
Primal Carnage,2013,December,129.64,18.18,292,44.3973%
Evoland,2013,December,78.42,36.04,1181,6.6401%
Duke Nukem Forever,2013,December,72.3,11.65,174,41.5517%
Legend of Grimrock,2013,December,175.8,92.28,1230,14.2927%
Secret World Legends,2013,December,612.39,89.01,1608,38.084%
Binary Domain,2013,December,26.43,11.32,78,33.8846%
Command and Conquer: Red Alert 3,2013,December,258.12,117.02,944,27.3432%
Dark Messiah of Might & Magic Single Player,2013,December,42.12,12.67,111,37.9459%
Fable - The Lost Chapters,2013,December,273.74,106.81,773,35.4127%
Amnesia: A Machine for Pigs,2013,December,66.69,17.34,220,30.3136%
THE KING OF FIGHTERS XIII STEAM EDITION,2013,December,178.32,3.84,582,30.6392%
Stronghold Crusader 2,2013,December,0.23,-0.13,5,4.6%
"Cook, Serve, Delicious!",2013,December,112.01,70.12,1443,7.7623%
System Shock 2,2013,December,71.69,7.31,212,33.816%
Baldur's Gate: Enhanced Edition,2013,December,913.38,265.45,2179,41.9174%
SteamWorld Dig,2013,December,168.71,NA,717,23.53%
Enclave,2013,December,28.64,16.87,120,23.8667%
BEEP,2013,December,0.29,0.05,3,9.6667%
DOOM 3: BFG Edition,2013,December,106.95,31.17,463,23.0994%
Serious Sam HD: The First Encounter,2013,December,51.47,-27.14,144,35.7431%
War for the Overworld,2013,December,11.53,3.05,70,16.4714%
Max Payne,2013,December,38.06,8.54,115,33.0957%
The Tiny Bang Story,2013,December,4.62,1.24,16,28.875%
Worms Revolution,2013,December,141.6,-102.96,348,40.6897%
Dungeons of Dredmor,2013,December,118.18,8.66,221,53.4751%
Risen,2013,December,104.49,-77.68,234,44.6538%
"Pirates, Vikings, & Knights II",2013,December,49.6,-0.29,119,41.6807%
Castlevania: Lords of Shadow - Ultimate Edition,2013,December,252.15,83.09,671,37.5782%
Torchlight,2013,December,119.58,43.36,259,46.1699%
Half-Life: Blue Shift,2013,December,30.97,8.36,65,47.6462%
Gothic II: Gold Edition,2013,December,53.7,24.49,158,33.9873%
Audiosurf 2,2013,December,39.83,1.09,78,51.0641%
Euro Truck Simulator,2013,December,23.12,6.66,70,33.0286%
Half-Life: Source,2013,December,52.09,13.59,134,38.8731%
Blockland,2013,December,343.21,NA,722,47.536%
The Ultimate DOOM,2013,December,9.43,2.95,29,32.5172%
Prototype,2013,December,50.33,-33.3,235,21.417%
SpaceChem,2013,December,34,8.92,68,50%
ENSLAVED: Odyssey to the West Premium Edition,2013,December,26.87,-14.85,78,34.4487%
Vindictus,2013,December,489.67,125.58,1238,39.5533%
Viscera Cleanup Detail: Santa's Rampage,2013,December,280.83,NA,686,40.9373%
Magic 2014,2013,December,1296.72,49.29,2976,43.5726%
Alan Wake's American Nightmare,2013,December,26.02,1.47,201,12.9453%
Reus,2013,December,379.99,303.56,2763,13.7528%
Botanicula,2013,December,17.92,7.1,58,30.8966%
Worms Armageddon,2013,December,86.25,-127.91,217,39.7465%
BRINK,2013,December,32.17,3.45,81,39.716%
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2013,December,55.95,16.98,177,31.6102%
Tiny and Big: Grandpa's Leftovers,2013,December,8.93,0.09,35,25.5143%
World of Goo,2013,December,83.05,63.62,2045,4.0611%
The Cat Lady,2013,December,30.95,NA,143,21.6434%
Overlord,2013,December,31.87,-18.92,77,41.3896%
Day of Defeat,2013,December,221.3,9.2,434,50.9908%
Jet Set Radio,2013,December,11.92,5.31,31,38.4516%
140,2013,December,11.77,2.67,39,30.1795%
Gothic,2013,December,25.98,17.74,111,23.4054%
RPG Maker VX Ace,2013,December,404.2,215.18,1624,24.8892%
Team Fortress Classic,2013,December,76.75,0.77,148,51.8581%
Space Rangers HD: A War Apart,2013,December,107.94,-33.89,271,39.8303%
Defense Grid: The Awakening,2013,December,172.21,33.15,300,57.4033%
Anomaly Warzone Earth,2013,December,32.14,10.01,280,11.4786%
Hearts of Iron III,2013,December,304.23,42.61,554,54.9152%
Wargame: AirLand Battle,2013,December,960.64,217.7,3056,31.4346%
Caster,2013,December,0.16,-0.01,3,5.3333%
F.E.A.R. 2: Project Origin,2013,December,121.05,-198.84,293,41.314%
Hard Reset,2013,December,73.33,55.98,600,12.2217%
Medal of Honor(TM) Single Player,2013,December,67.93,-17.85,135,50.3185%
Mount & Blade,2013,December,155.07,11.86,381,40.7008%
Sniper Elite: Nazi Zombie Army,2013,December,78.95,-41.4,184,42.9076%
Overgrowth,2013,December,173.3,NA,417,41.5588%
DuckTales Remastered,2013,December,74.14,60.05,904,8.2013%
Arma: Cold War Assault,2013,December,9.31,2.14,38,24.5%
LUFTRAUSERS,2013,December,0,-0.02,0,NaN%
Blade Symphony,2013,December,121.17,86.61,1336,9.0696%
King Arthur's Gold,2013,December,256.46,-179.17,765,33.5242%
Cortex Command,2013,December,16.4,1.17,45,36.4444%
Alpha Protocol,2013,December,20.46,4.46,49,41.7551%
Far Cry,2013,December,31.58,8.72,74,42.6757%
Counter-Strike: Global Offensive,2013,November,29890.52,1988.38,92279,32.3915%
Dota 2,2013,November,348246.37,18568.73,702792,49.5518%
Team Fortress 2,2013,November,44536.35,1728.19,79961,55.6976%
Path of Exile,2013,November,16265.71,-3081.2,32066,50.7257%
PAYDAY 2,2013,November,5513.66,125.18,15145,36.4058%
Warframe,2013,November,9220.75,283.07,18459,49.9526%
Euro Truck Simulator 2,2013,November,1363.69,159.28,5861,23.2672%
Garry's Mod,2013,November,18148.9,1357.25,38574,47.0496%
War Thunder,2013,November,5615.08,-197.81,13218,42.4806%
DayZ,2013,November,4.92,2.3,28,17.5714%
Spacewar,2013,November,1013.89,402.52,2723,37.2343%
Sid Meier's Civilization V,2013,November,29159.73,-2952.43,54473,53.5306%
Europa Universalis IV,2013,November,3331.58,183.62,8669,38.431%
Counter-Strike,2013,November,19702.41,621.56,39826,49.4712%
Arma 3,2013,November,4082.34,4.51,9270,44.0382%
Company of Heroes 2,2013,November,2398.95,-15.27,5343,44.8989%
Mount & Blade: Warband,2013,November,3572.8,357.62,8300,43.0458%
Total War: ROME II - Emperor Edition,2013,November,13265.22,-4970.92,28872,45.9449%
Grim Dawn,2013,November,264.78,NA,708,37.3983%
Killing Floor 2,2013,November,0.2,0.13,4,5%
Prison Architect,2013,November,722.04,245.03,3543,20.3793%
Kerbal Space Program,2013,November,3711.85,224.4,8507,43.6329%
Total War: MEDIEVAL II - Definitive Edition,2013,November,692.32,-24.42,1214,57.028%
Crusader Kings II,2013,November,2425.79,655.24,5409,44.8473%
Borderlands 2,2013,November,7895.07,-3209.46,17302,45.631%
Kenshi,2013,November,70.78,-46.84,194,36.4845%
Heroes & Generals,2013,November,0,0,0,NaN%
Total War: EMPIRE - Definitive Edition,2013,November,3174.61,78.97,6048,52.4902%
The Sims(TM) 3,2013,November,878.47,108.42,1789,49.104%
Total War: SHOGUN 2,2013,November,2285.08,-106.89,4161,54.9166%
Portal 2,2013,November,1875.95,636.07,7109,26.3884%
Star Trek Online,2013,November,2029.06,382.53,4064,49.9277%
PlanetSide 2,2013,November,4229.83,854.12,8501,49.7569%
Project Zomboid,2013,November,411.67,NA,1021,40.3203%
Realm of the Mad God Exalt,2013,November,617.4,42.3,1320,46.7727%
Don't Starve,2013,November,1183.51,149.57,4254,27.8211%
Train Simulator,2013,November,1068.36,-106.12,2804,38.1013%
Total War: NAPOLEON - Definitive Edition,2013,November,1299.13,-21.86,2822,46.0358%
Company of Heroes,2013,November,1578.02,58.68,2986,52.8473%
Grand Theft Auto IV: The Complete Edition,2013,November,1680.55,-555.09,3653,46.0047%
Rome: Total War,2013,November,547.14,-18.54,1033,52.9661%
Plants vs. Zombies: Game of the Year,2013,November,484.5,116.91,1112,43.5701%
Stronghold Crusader HD,2013,November,120.87,32.9,269,44.9331%
Sid Meier's Civilization IV: Beyond the Sword,2013,November,384.62,22.71,691,55.6614%
Tomb Raider,2013,November,1009.49,-310.74,2491,40.5255%
MapleStory,2013,November,335.84,117.68,750,44.7787%
Sid Meier's Civilization III: Complete,2013,November,253.85,22.31,448,56.6629%
DCS World Steam Edition,2013,November,1.99,-0.35,8,24.875%
Banished,2013,November,1.23,-0.89,7,17.5714%
XCOM: Enemy Unknown,2013,November,8422.74,3537.45,29132,28.9123%
OMSI 2,2013,November,0.45,NA,4,11.25%
The Elder Scrolls IV: Oblivion,2013,November,436.49,46.45,976,44.7223%
Spore,2013,November,176.48,56.61,514,34.3346%
Insurgency,2013,November,32.09,-7.96,99,32.4141%
Source Filmmaker,2013,November,224.41,24.5,408,55.0025%
The Lord of the Rings Online,2013,November,1187.53,379.64,3702,32.0781%
Victoria II,2013,November,245.14,-64.7,480,51.0708%
FTL: Faster Than Light,2013,November,1301.28,21.54,3080,42.2494%
Rocksmith® 2014 Edition - Remastered,2013,November,1059.75,-29.16,1917,55.2817%
Half-Life 2,2013,November,753.23,-249.14,2141,35.1812%
TERA,2013,November,0.12,-1.23,3,4%
Fallout: New Vegas RU,2013,November,567.32,164.83,1502,37.771%
Wreckfest,2013,November,0.11,0.11,3,3.6667%
The Witcher 2: Assassins of Kings Enhanced Edition,2013,November,494.44,-31.31,1365,36.2227%
"Warhammer 40,000: Dawn of War - Soulstorm",2013,November,184.27,2.22,368,50.0734%
The Witcher: Enhanced Edition,2013,November,300.99,-31.72,804,37.4366%
BioShock Infinite,2013,November,1717.57,-53.51,9112,18.8495%
STAR WARS Knights of the Old Republic II: The Sith Lords,2013,November,203.18,3.2,685,29.6613%
RaceRoom Racing Experience,2013,November,108.88,11.09,260,41.8769%
Far Cry® 3,2013,November,800.88,-96.18,2780,28.8086%
Resident Evil 6,2013,November,535.56,-312.08,1555,34.4412%
Blood Bowl 2,2013,November,0.24,-0.1,5,4.8%
Sins of a Solar Empire: Rebellion,2013,November,919.99,67.58,2057,44.7248%
Mad Max,2013,November,1.04,0.88,15,6.9333%
Left 4 Dead,2013,November,547.19,93.77,1294,42.2867%
Age of Wonders III,2013,November,0.01,0.01,1,1%
Stronghold Kingdoms,2013,November,2596.66,-48.42,4003,64.8678%
Baldur's Gate II: Enhanced Edition,2013,November,957.12,NA,1760,54.3818%
Resident Evil 5,2013,November,109.09,-115.45,379,28.7836%
Football Manager 2012,2013,November,3402.09,-533.84,7452,45.6534%
Mass Effect,2013,November,529.05,57.22,1608,32.9011%
The Elder Scrolls III: Morrowind,2013,November,194.65,32.92,489,39.8057%
SimCity 4 Deluxe,2013,November,219.69,7.92,432,50.8542%
Dungeon Defenders II,2013,November,0,-0.03,0,NaN%
F1 2012,2013,November,459.49,-114.46,1382,33.2482%
Farming Simulator 2013,2013,November,1787.07,-6.44,3451,51.7841%
Football Manager 2014,2013,November,32131.48,26820.36,66145,48.5773%
F1 2014,2013,November,3.63,2.66,19,19.1053%
Torchlight II,2013,November,2344.31,832.39,7613,30.7935%
S.T.A.L.K.E.R.: Shadow of Chernobyl,2013,November,81.46,4.97,171,47.6374%
Call of Duty: Modern Warfare 2,2013,November,699.44,60.5,1518,46.0764%
DC Universe Online,2013,November,998.99,148.54,1774,56.3129%
Outlast,2013,November,208.86,24.49,1156,18.0675%
Terraria,2013,November,16431.88,-24625.22,40370,40.7032%
Left 4 Dead 2,2013,November,6883.56,1218.9,16177,42.5515%
Counter-Strike: Source,2013,November,15108.4,107.64,32227,46.8812%
Fallout: New Vegas,2013,November,4306.02,1082.25,8745,49.2398%
Space Engineers,2013,November,786,-406.35,2000,39.3%
Saints Row IV,2013,November,1275.66,-514.27,6052,21.0783%
Age of Empires II (2013),2013,November,1945.87,584.08,3977,48.9281%
Killing Floor,2013,November,2689.26,258.9,6419,41.8953%
Portal,2013,November,391.59,165.11,1752,22.351%
Chivalry: Medieval Warfare,2013,November,1634.35,-540.26,3911,41.7885%
Castle Crashers,2013,November,199.95,-2.8,615,32.5122%
No More Room in Hell,2013,November,4105.84,NA,10869,37.7757%
Hotline Miami,2013,November,279,160.92,1242,22.4638%
Saints Row: The Third,2013,November,1447.27,-439.25,3667,39.4674%
The Binding of Isaac,2013,November,2419.94,-16.3,4121,58.7222%
To the Moon,2013,November,19.73,2.66,177,11.1469%
Dishonored,2013,November,759.39,-43.48,6198,12.2522%
POSTAL 2,2013,November,30.77,-2.93,87,35.3678%
PAYDAY: The Heist,2013,November,306.06,136.18,1420,21.5535%
Just Cause 2,2013,November,671.58,-108.22,1339,50.1553%
Spec Ops: The Line,2013,November,136.11,-21.09,383,35.5379%
Brothers - A Tale of Two Sons,2013,November,67.88,29.18,366,18.5464%
The Stanley Parable,2013,November,410.28,-497.97,1173,34.977%
Mafia II (Classic),2013,November,809.26,-646.02,2163,37.4138%
LIMBO,2013,November,135.96,15.64,760,17.8895%
"Star Wars: Battlefront 2 (Classic, 2005)",2013,November,215.51,32.39,550,39.1836%
Bastion,2013,November,173.65,-76.73,388,44.7552%
Half-Life,2013,November,209.82,-85.55,682,30.7654%
Game Dev Tycoon,2013,November,615.71,207.22,4105,14.999%
Rising Storm/Red Orchestra 2 Multiplayer,2013,November,995.38,-111.71,2987,33.3237%
Grand Theft Auto: San Andreas,2013,November,281.61,-146.97,614,45.8648%
Batman: Arkham City GOTY,2013,November,2961.14,1151.48,6822,43.4057%
Call of Duty: Black Ops II,2013,November,646.38,19.47,1571,41.1445%
"Papers, Please",2013,November,262.8,-45.46,2546,10.3221%
Hitman: Absolution,2013,November,678.37,-276.42,1481,45.8049%
Battlefield: Bad Company 2,2013,November,422.41,15.28,799,52.8673%
Alan Wake,2013,November,168.68,-2.64,422,39.9716%
Risk of Rain,2013,November,1859.23,NA,4179,44.4898%
ORION: Prelude,2013,November,37.38,0.38,164,22.7927%
Verdun,2013,November,36.82,-3.19,157,23.4522%
Max Payne 3,2013,November,492.81,222.12,1835,26.8561%
The Wolf Among Us,2013,November,86.83,-339.83,296,29.3345%
Cry of Fear,2013,November,120.98,-18.68,266,45.4812%
Magicka,2013,November,1197.28,846.96,9852,12.1527%
SpeedRunners,2013,November,54.99,NA,164,33.5305%
Awesomenauts,2013,November,793.65,-179.75,1512,52.4901%
Batman: Arkham Origins,2013,November,3592.88,-8975.56,12286,29.2437%
Batman: Arkham Asylum GOTY Edition,2013,November,2191.62,1280.36,6739,32.5214%
Amnesia: The Dark Descent,2013,November,122.11,5.58,538,22.697%
APB Reloaded,2013,November,2117.75,-190.89,4201,50.4106%
Super Hexagon,2013,November,71.74,26.11,284,25.2606%
Call of Duty: World at War,2013,November,328.85,-25.31,695,47.3165%
Shadow Warrior,2013,November,103.46,-144.65,365,28.3452%
Mirror's Edge,2013,November,164.25,-118.54,360,45.625%
Fallout 3 - Game of the Year Edition,2013,November,693.68,280.99,1718,40.3772%
Arma 2: Operation Arrowhead,2013,November,2889.55,299.17,7242,39.8999%
Alien Swarm,2013,November,175.69,-28.74,436,40.2959%
Trine 2,2013,November,244.92,-41.57,1959,12.5023%
Spiral Knights,2013,November,881.27,-182.2,1885,46.7517%
Serious Sam 3: BFE,2013,November,390.01,219.17,1624,24.0154%
