name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Topias Huhtamäki,M,B,Raw,19.5,20-23,Juniors,65.8,66,NA,135,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Matti Christensen,M,B,Raw,22.5,20-23,Juniors,73.95,74,NA,195.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Lars Norin,M,B,Raw,22.5,20-23,Juniors,72.34,74,NA,177.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Andrey Kim,M,B,Raw,21.5,20-23,Juniors,70.14,74,NA,167.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Hubert Klak,M,B,Raw,21.5,20-23,Juniors,72.99,74,NA,165,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Vadym Yarzhemskyi,M,B,Raw,18.5,18-19,Juniors,72.89,74,NA,162.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Nika Arsenashvili,M,B,Raw,19,18-19,Juniors,73.36,74,NA,160,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Sergey Levenchuk,M,B,Raw,19.5,20-23,Juniors,73.45,74,NA,160,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Dmitrii Guliaev,M,B,Raw,20.5,20-23,Juniors,73.14,74,NA,155,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Miikka Hyötylä,M,B,Raw,20.5,20-23,Juniors,72.5,74,NA,150,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Toni Hyttinen,M,B,Raw,22.5,20-23,Juniors,73.63,74,NA,NA,NA,DQ,2018-05-14,IPF,World Classic Bench Press Championships
Jemali Nandoshvili,M,B,Raw,19.5,20-23,Juniors,81.99,83,NA,195,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Teemu Hällfors,M,B,Raw,22.5,20-23,Juniors,80.77,83,NA,185,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Bohdan Bon,M,B,Raw,22.5,20-23,Juniors,82.74,83,NA,185,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Zhavlan Shaukatov,M,B,Raw,19.5,20-23,Juniors,82.56,83,NA,177.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Dávid Rácz',M,B,Raw,21.5,20-23,Juniors,79.77,83,NA,170,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Tomáš Němec,M,B,Raw,21.5,20-23,Juniors,81.5,83,NA,150,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Dan Magee,M,B,Raw,22.5,20-23,Juniors,82.24,83,NA,142.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Kirill Tezichev,M,B,Raw,20.5,20-23,Juniors,90.81,93,NA,210.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Luke Tolman,M,B,Raw,19,18-19,Juniors,88.74,93,NA,205.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Nicolas Cuesta,M,B,Raw,22.5,20-23,Juniors,90.93,93,NA,202.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Artur Zalotov,M,B,Raw,19.5,20-23,Juniors,91.37,93,NA,192.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Linas Valuckas,M,B,Raw,22.5,20-23,Juniors,92.03,93,NA,182.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Andreas Olausson,M,B,Raw,22.5,20-23,Juniors,91.43,93,NA,180,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Nazarii Lenkivskyi,M,B,Raw,22.5,20-23,Juniors,91.89,93,NA,177.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Jonathon Lenzi,M,B,Raw,22.5,20-23,Juniors,91.53,93,NA,170,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Yevgeniy Parshin,M,B,Raw,22.5,20-23,Juniors,102.93,105,NA,210,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Burkit Muratkhanuly,M,B,Raw,23,20-23,Juniors,104.44,105,NA,210,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Callum Crozier,M,B,Raw,21.5,20-23,Juniors,103.79,105,NA,207.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Takahiro Takimoto,M,B,Raw,22,20-23,Juniors,100.29,105,NA,200,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Vladyslav Komar,M,B,Raw,22.5,20-23,Juniors,104.87,105,NA,197.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Michael Haxgart,M,B,Raw,22.5,20-23,Juniors,103.41,105,NA,195,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Aleh Kudrautsau,M,B,Raw,19.5,20-23,Juniors,103.39,105,NA,192.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Bradley Horne #1,M,B,Raw,20.5,20-23,Juniors,103.57,105,NA,182.5,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Shinichi Kato,M,B,Raw,20.5,20-23,Juniors,103.2,105,NA,165,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Antoine Couvreur,M,B,Raw,21,20-23,Juniors,113.23,120,NA,197.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Kamil Jagiello,M,B,Raw,19.5,20-23,Juniors,105.26,120,NA,195,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Yuri Karoglanyan,M,B,Raw,18.5,18-19,Juniors,113.1,120,NA,195,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Yuki Nagoshi,M,B,Raw,19.5,20-23,Juniors,112.31,120,NA,185,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Lukasz Jedrysiak,M,B,Raw,22.5,20-23,Juniors,117.67,120,NA,155,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Alex Vero,M,B,Raw,21.5,20-23,Juniors,163.1,120+,NA,220,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Clay Ellis,M,B,Raw,21.5,20-23,Juniors,154.89,120+,NA,197.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Artem Agadzhanyan,M,B,Raw,22.5,20-23,Juniors,124.66,120+,NA,192.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Tomáš Král,M,B,Raw,21.5,20-23,Juniors,143.1,120+,NA,175,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Sławomir Śledź,M,B,Raw,41.5,40-44,Masters 1,58.86,59,NA,135,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Zack Toh Cheng Leong,M,B,Raw,44.5,40-44,Masters 1,58.52,59,NA,107.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Mitsuo Kametani,M,B,Raw,46.5,45-49,Masters 1,65.67,66,NA,157.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Tomi Halmesmäki,M,B,Raw,41.5,40-44,Masters 1,65.82,66,NA,145,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Kenji Odake,M,B,Raw,40.5,40-44,Masters 1,64.75,66,NA,130,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Piotr Kotwica,M,B,Raw,42.5,40-44,Masters 1,65.42,66,NA,125,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Maik Staegemann,M,B,Raw,48.5,45-49,Masters 1,65.08,66,NA,115,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Roger Hamilton-Smith,M,B,Raw,42.5,40-44,Masters 1,65.77,66,NA,112.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Alexey Kuleshov,M,B,Raw,40.5,40-44,Masters 1,73.81,74,NA,172.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Tetsuo Moriyama,M,B,Raw,46.5,45-49,Masters 1,73.23,74,NA,167.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Daisuke Takeda,M,B,Raw,41.5,40-44,Masters 1,72.29,74,NA,155,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Jean-Pierre Nembrot,M,B,Raw,43,40-44,Masters 1,73.07,74,NA,152.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Bartosz Zelazko,M,B,Raw,44.5,40-44,Masters 1,73.52,74,NA,150,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Jonas Enkvist,M,B,Raw,47.5,45-49,Masters 1,73.24,74,NA,145,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Bjørn-Andre Egerdahl,M,B,Raw,47.5,45-49,Masters 1,73.19,74,NA,142.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Martin Smith,M,B,Raw,44,40-44,Masters 1,71.78,74,NA,140,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Faisal Alzaabi,M,B,Raw,39.5,35-39,Masters 1,82.14,83,NA,185,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Rémi Perichon,M,B,Raw,41.5,40-44,Masters 1,81.31,83,NA,177.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Tomi Viianen,M,B,Raw,42.5,40-44,Masters 1,81.81,83,NA,172.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Shane Heywood,M,B,Raw,40.5,40-44,Masters 1,79.97,83,NA,157.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Johannes Jonsson,M,B,Raw,39.5,35-39,Masters 1,81.43,83,NA,157.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Danny Bochmann,M,B,Raw,41,40-44,Masters 1,82.5,83,NA,132.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Jens Mogren,M,B,Raw,41.5,40-44,Masters 1,81.96,83,NA,125,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Seiji Takatori,M,B,Raw,42.5,40-44,Masters 1,82.59,83,NA,NA,NA,DQ,2018-05-14,IPF,World Classic Bench Press Championships
Chris Walter,M,B,Raw,46.5,45-49,Masters 1,91.14,93,NA,192.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Mika Lehtinen,M,B,Raw,44.5,40-44,Masters 1,92.28,93,NA,187.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Sheridan Wray,M,B,Raw,43.5,40-44,Masters 1,92.66,93,NA,180,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Zsolt Deres,M,B,Raw,40.5,40-44,Masters 1,92.84,93,NA,170,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Daniel Cieplak,M,B,Raw,44,40-44,Masters 1,91.44,93,NA,165,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Franck Levresse,M,B,Raw,41.5,40-44,Masters 1,92.54,93,NA,162.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Drew Blackman,M,B,Raw,39.5,35-39,Masters 1,90.55,93,NA,150,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Pavel Milovanov,M,B,Raw,40,40-44,Masters 1,104.3,105,NA,217.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Kornél Schauer,M,B,Raw,40.5,40-44,Masters 1,104.55,105,NA,212.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Anders Henriksson,M,B,Raw,42.5,40-44,Masters 1,103.95,105,NA,210,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Josef Schaffer,M,B,Raw,41,40-44,Masters 1,102.46,105,NA,205,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Marc Bouteiller,M,B,Raw,46,45-49,Masters 1,100.95,105,NA,195,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Jussi Kuusikko,M,B,Raw,42.5,40-44,Masters 1,102.82,105,NA,190,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Jan Kuehl,M,B,Raw,46.5,45-49,Masters 1,102.52,105,NA,187.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Mikolaj Kowalik,M,B,Raw,46.5,45-49,Masters 1,103.6,105,NA,185,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Thomas Kraemer,M,B,Raw,47.5,45-49,Masters 1,104.07,105,NA,177.5,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Akihide Yoshida,M,B,Raw,44.5,40-44,Masters 1,95.68,105,NA,175,NA,10,2018-05-14,IPF,World Classic Bench Press Championships
Nicolas Briere,M,B,Raw,45,45-49,Masters 1,95.07,105,NA,170,NA,11,2018-05-14,IPF,World Classic Bench Press Championships
Stanislaw Gasienica-Makowski,M,B,Raw,44.5,40-44,Masters 1,113.6,120,NA,243,NA,DD,2018-05-14,IPF,World Classic Bench Press Championships
Pavol Demčák,M,B,Raw,40.5,40-44,Masters 1,118.51,120,NA,220,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Antti Vihola,M,B,Raw,42.5,40-44,Masters 1,119.41,120,NA,212.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Charles Duval,M,B,Raw,45.5,45-49,Masters 1,119.68,120,NA,205,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Viacheslav Petrov,M,B,Raw,46.5,45-49,Masters 1,116.15,120,NA,202.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Arnaud Clavier,M,B,Raw,42.5,40-44,Masters 1,119.12,120,NA,190,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Ryan Gill,M,B,Raw,41,40-44,Masters 1,117.3,120,NA,185,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Hiroshi Saiko,M,B,Raw,45.5,45-49,Masters 1,113.46,120,NA,170,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Tero Seppänen,M,B,Raw,45.5,45-49,Masters 1,151.73,120+,NA,245,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Dominic Sirianni,M,B,Raw,40.5,40-44,Masters 1,137.23,120+,NA,220,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Joe Dibert,M,B,Raw,48.5,45-49,Masters 1,132.3,120+,NA,217.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Sascha Wolf,M,B,Raw,40.5,40-44,Masters 1,140.81,120+,NA,215,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Omar Jumaa Al Dhareri,M,B,Raw,46.5,45-49,Masters 1,199.3,120+,NA,212.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Éric Bonin,M,B,Raw,45.5,45-49,Masters 1,131.77,120+,NA,205,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Nicklas Karlsson,M,B,Raw,48.5,45-49,Masters 1,123.91,120+,NA,192.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Takashi Ono,M,B,Raw,53.5,50-54,Masters 2,58.35,59,NA,117.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Tomoyoshi Shiiki,M,B,Raw,53.5,50-54,Masters 2,57.7,59,NA,107.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Ali Hamaissia,M,B,Raw,50.5,50-54,Masters 2,56,59,NA,97.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Oleksandr Chernyshov,M,B,Raw,51.5,50-54,Masters 2,65.8,66,NA,147.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Mika Visulaaka,M,B,Raw,49.5,45-49,Masters 2,65.34,66,NA,145,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Steve Petrencak,M,B,Raw,49.5,45-49,Masters 2,65.55,66,NA,137.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Rudolf Pleithner,M,B,Raw,56,55-59,Masters 2,64.54,66,NA,102.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Sackretz Heiko,M,B,Raw,49.5,45-49,Masters 2,61.9,66,NA,95,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Damian Fronzaglia,M,B,Raw,52.5,50-54,Masters 2,73.04,74,NA,180,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Erkki Rajala,M,B,Raw,55.5,55-59,Masters 2,73,74,NA,165,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Lars Carlsson,M,B,Raw,51.5,50-54,Masters 2,73.77,74,NA,147.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Jack Rubio,M,B,Raw,53.5,50-54,Masters 2,73.59,74,NA,135,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Eric Verhaege,M,B,Raw,54,50-54,Masters 2,71.65,74,NA,130,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Alexey Neveykov,M,B,Raw,51.5,50-54,Masters 2,82.45,83,NA,182.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Markku Väisänen,M,B,Raw,52.5,50-54,Masters 2,82.43,83,NA,180,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Harri Vahtolammi,M,B,Raw,54.5,50-54,Masters 2,80.47,83,NA,167.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Patrik Fornander,M,B,Raw,50.5,50-54,Masters 2,82.52,83,NA,165,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Bo Lindgren,M,B,Raw,50.5,50-54,Masters 2,80.11,83,NA,162.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Roy Berndt,M,B,Raw,52,50-54,Masters 2,80.78,83,NA,152.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Donovan Thompson,M,B,Raw,51.5,50-54,Masters 2,82.67,83,NA,152.5,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Philippe Langevin,M,B,Raw,56.5,55-59,Masters 2,82.12,83,NA,150,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Frank Bock,M,B,Raw,50.5,50-54,Masters 2,82.5,83,NA,145,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Kevin Barrs,M,B,Raw,55.5,55-59,Masters 2,82.21,83,NA,132.5,NA,10,2018-05-14,IPF,World Classic Bench Press Championships
Richard Wheeler,M,B,Raw,53.5,50-54,Masters 2,81.78,83,NA,120,NA,11,2018-05-14,IPF,World Classic Bench Press Championships
Andy Rigby,M,B,Raw,55.5,55-59,Masters 2,92.64,93,NA,205,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Valerii Nikishin,M,B,Raw,52.5,50-54,Masters 2,91.83,93,NA,185,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Hervé France,M,B,Raw,51,50-54,Masters 2,92.01,93,NA,180,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Pentti Pitkänen,M,B,Raw,52.5,50-54,Masters 2,92.51,93,NA,180,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Mike Burns,M,B,Raw,51.5,50-54,Masters 2,90.39,93,NA,175,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Gord Sjodin,M,B,Raw,51.5,50-54,Masters 2,92.5,93,NA,165,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Osamu Sano,M,B,Raw,54.5,50-54,Masters 2,91.21,93,NA,155,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Joacim Johansson,M,B,Raw,51.5,50-54,Masters 2,91.91,93,NA,155,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Yukihiko Oguro,M,B,Raw,57.5,55-59,Masters 2,90.41,93,NA,130,NA,9,2018-05-14,IPF,World Classic Bench Press Championships
Robert Truchon,M,B,Raw,49.5,45-49,Masters 2,90.71,93,NA,117.5,NA,10,2018-05-14,IPF,World Classic Bench Press Championships
Satoshi Ito,M,B,Raw,51.5,50-54,Masters 2,104.22,105,NA,205,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Anthony Succarotte,M,B,Raw,52.5,50-54,Masters 2,103.79,105,NA,197.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
David Johnson,M,B,Raw,50.5,50-54,Masters 2,104,105,NA,197.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Philippe Szezepanski,M,B,Raw,53,50-54,Masters 2,102.56,105,NA,187.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Chris Cooper,M,B,Raw,55.5,55-59,Masters 2,103.9,105,NA,162.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Tor Granvang,M,B,Raw,54.5,50-54,Masters 2,102.19,105,NA,160,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
János Cserna,M,B,Raw,49.5,45-49,Masters 2,119.34,120,NA,207.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Alistair Murdoch,M,B,Raw,51,50-54,Masters 2,112.35,120,NA,202.5,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Jean-Yves Minelle,M,B,Raw,51.5,50-54,Masters 2,117,120,NA,202.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Wolfgang Zimmermann,M,B,Raw,49.5,45-49,Masters 2,116.24,120,NA,195,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Alf Granvang,M,B,Raw,53.5,50-54,Masters 2,110.16,120,NA,190,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Roger Gehrt,M,B,Raw,53.5,50-54,Masters 2,111.02,120,NA,187.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Jukka Lahikainen,M,B,Raw,49.5,45-49,Masters 2,116.25,120,NA,185,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Kjell Furesund,M,B,Raw,51.5,50-54,Masters 2,136.68,120+,NA,222.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Vitaliy Morozevich,M,B,Raw,51.5,50-54,Masters 2,205,120+,NA,210,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Lubomír Růžička,M,B,Raw,50.5,50-54,Masters 2,127.08,120+,NA,200,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Georg Haug,M,B,Raw,52,50-54,Masters 2,149.42,120+,NA,200,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Schult Torsten,M,B,Raw,54.5,50-54,Masters 2,161.41,120+,NA,195,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Karl-Johan Renlund,M,B,Raw,51.5,50-54,Masters 2,171.68,120+,NA,180,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Pekka Porttikivi,M,B,Raw,54.5,50-54,Masters 2,136.54,120+,NA,170,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Sam Felts,M,B,Raw,65.5,65-69,Masters 3,58.49,59,NA,100,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Jevgēņijs Vorobjovs,M,B,Raw,64.5,60-64,Masters 3,56.3,59,NA,85,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Alexander Moiseev,M,B,Raw,63.5,60-64,Masters 3,58.29,59,NA,80,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Martti Kilpeläinen,M,B,Raw,62.5,60-64,Masters 3,65.07,66,NA,130,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Claude Sitruk,M,B,Raw,67.5,65-69,Masters 3,65.48,66,NA,130,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Birger Sundstøl,M,B,Raw,64,60-64,Masters 3,64,66,NA,85,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Daniel Sides,M,B,Raw,61.5,60-64,Masters 3,73.46,74,NA,148.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Yasuhiro Hayashi,M,B,Raw,61.5,60-64,Masters 3,73.07,74,NA,148,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Susumu Watanabe,M,B,Raw,64.5,60-64,Masters 3,72.61,74,NA,142.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Ilkka Kanerva,M,B,Raw,60.5,60-64,Masters 3,72.26,74,NA,140,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Vasilii Motovilnik,M,B,Raw,60.5,60-64,Masters 3,72.44,74,NA,140,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Junichi Isu,M,B,Raw,63.5,60-64,Masters 3,81.2,83,NA,162.5,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Detlef Heinrich,M,B,Raw,61.5,60-64,Masters 3,80.3,83,NA,160,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Miroslav Fugiel,M,B,Raw,62.5,60-64,Masters 3,81.88,83,NA,157.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Juji Otani,M,B,Raw,60,60-64,Masters 3,77.8,83,NA,155,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Bjarne Synstad,M,B,Raw,66.5,65-69,Masters 3,81.88,83,NA,152.5,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
Howard Sturman,M,B,Raw,59.5,55-59,Masters 3,80.62,83,NA,147.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Reima Häkkinen,M,B,Raw,67.5,65-69,Masters 3,80.91,83,NA,145,NA,7,2018-05-14,IPF,World Classic Bench Press Championships
Alain Delbeck,M,B,Raw,63.5,60-64,Masters 3,81.6,83,NA,130,NA,8,2018-05-14,IPF,World Classic Bench Press Championships
Arthur Hirner,M,B,Raw,60.5,60-64,Masters 3,82.56,83,NA,NA,NA,DQ,2018-05-14,IPF,World Classic Bench Press Championships
Juha Koivisto,M,B,Raw,61.5,60-64,Masters 3,90.22,93,NA,160,NA,1,2018-05-14,IPF,World Classic Bench Press Championships
Ilkka Launonen,M,B,Raw,63.5,60-64,Masters 3,90.41,93,NA,160,NA,2,2018-05-14,IPF,World Classic Bench Press Championships
Alf Olsson,M,B,Raw,62.5,60-64,Masters 3,90.55,93,NA,147.5,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Pascal Bordat,M,B,Raw,64,60-64,Masters 3,90.63,93,NA,137.5,NA,4,2018-05-14,IPF,World Classic Bench Press Championships
Erick Deconninck,M,B,Raw,61.5,60-64,Masters 3,83.2,93,NA,130,NA,5,2018-05-14,IPF,World Classic Bench Press Championships
