Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
Saudi Arabia,SAU,2017,55000,68000
Saudi Arabia,SAU,2018,72000,68776
Senegal,SEN,1970,100,120965
Senegal,SEN,1971,100,134482
Senegal,SEN,1972,200,152839
Senegal,SEN,1973,200,192841
Senegal,SEN,1974,98,218010
Senegal,SEN,1975,66,226512
Senegal,SEN,1976,81,217582
Senegal,SEN,1977,146,216550
Senegal,SEN,1978,123,221096
Senegal,SEN,1979,92,225146
Senegal,SEN,1980,149,232381
Senegal,SEN,1981,136,227080
Senegal,SEN,1982,124,231847
Senegal,SEN,1983,0,262960
Senegal,SEN,1984,39,250320
Senegal,SEN,1985,36,244946
Senegal,SEN,1986,34,257904
Senegal,SEN,1987,34,251921
Senegal,SEN,1988,43,264966
Senegal,SEN,1989,11,290339
Senegal,SEN,1990,7,315154
Senegal,SEN,1991,12,328731
Senegal,SEN,1992,11,373380
Senegal,SEN,1993,26,386132
Senegal,SEN,1994,42,359887
Senegal,SEN,1995,60,366312
Senegal,SEN,1996,78,439209
Senegal,SEN,1997,74,483468
Senegal,SEN,1998,23,429531
Senegal,SEN,1999,155,440926
Senegal,SEN,2000,104,436005
Senegal,SEN,2001,105,431252
Senegal,SEN,2002,109,398040
Senegal,SEN,2003,98,469284
Senegal,SEN,2004,52,434525
Senegal,SEN,2005,54,399848
Senegal,SEN,2006,45,368390
Senegal,SEN,2007,45,412360
Senegal,SEN,2008,54,428299
Senegal,SEN,2009,71,446200
Senegal,SEN,2010,79.5999984741211,409715
Senegal,SEN,2011,334.665008544922,427134
Senegal,SEN,2012,399.299987792969,462105
Senegal,SEN,2013,706.799987792969,471432
Senegal,SEN,2014,1012,458609
Senegal,SEN,2015,1212.5,425444
Senegal,SEN,2016,2078.830078125,474169
Senegal,SEN,2017,1010.70001220703,534868
Senegal,SEN,2018,1108,484750
Senegal,SEN,1960,,76200
Senegal,SEN,1961,,82600
Senegal,SEN,1962,,85900
Senegal,SEN,1963,,87500
Senegal,SEN,1964,,97600
Senegal,SEN,1965,,106600
Senegal,SEN,1966,,111700
Senegal,SEN,1967,,118076
Senegal,SEN,1968,,114976
Senegal,SEN,1969,,118981
Serbia,SRB,2006,5013.0498046875,2632
Serbia,SRB,2007,6608.7998046875,2535
Serbia,SRB,2008,7533.72021484375,3153
Serbia,SRB,2009,7440.43994140625,3846
Serbia,SRB,2010,8195.330078125,4807
Serbia,SRB,2011,7628.94970703125,5384
Serbia,SRB,2012,7661.18994140625,4798
Serbia,SRB,2013,5935.5400390625,5040
Serbia,SRB,2014,7168.3701171875,3593
Serbia,SRB,2015,7387,3150
Serbia,SRB,2016,6877.65966796875,2067
Serbia,SRB,2017,5069.64990234375,2209
Serbia,SRB,2018,7338.7001953125,2082
Seychelles,SYC,1989,7,4412
Seychelles,SYC,1990,15,5437
Seychelles,SYC,1991,12,8150
Seychelles,SYC,1992,50,6663
Seychelles,SYC,1993,100,5178
Seychelles,SYC,1994,164,4469
Seychelles,SYC,1995,195,4008
Seychelles,SYC,1996,278,4707
Seychelles,SYC,1997,584,14043
Seychelles,SYC,1998,649,23886
Seychelles,SYC,1999,227,34223
Seychelles,SYC,2000,425,32778
Seychelles,SYC,2001,282,53591
Seychelles,SYC,2002,234,63383
Seychelles,SYC,2003,1084,86020
Seychelles,SYC,2004,1175,100671
Seychelles,SYC,2005,772,108680
Seychelles,SYC,2006,704,92739
Seychelles,SYC,2007,368,65514
Seychelles,SYC,2008,289,69199
Seychelles,SYC,2009,0,81114
Seychelles,SYC,2010,0,87111
Seychelles,SYC,2011,0,75481
Seychelles,SYC,2012,0,68687
Seychelles,SYC,2013,0,74127
Seychelles,SYC,2014,0.100000001490116,75116
Seychelles,SYC,2015,0.100000001490116,104984
Seychelles,SYC,2016,0,127128
Seychelles,SYC,2017,0.100000001490116,142765
Seychelles,SYC,2018,0,145614
Seychelles,SYC,1960,,1800
Seychelles,SYC,1961,,2000
Seychelles,SYC,1962,,2000
Seychelles,SYC,1963,,2000
Seychelles,SYC,1964,,2000
Seychelles,SYC,1965,,2000
Seychelles,SYC,1966,,2500
Seychelles,SYC,1967,,2500
Seychelles,SYC,1968,,2500
Seychelles,SYC,1969,,2500
Seychelles,SYC,1970,,3000
Seychelles,SYC,1971,,3000
Seychelles,SYC,1972,,3000
Seychelles,SYC,1973,,3000
Seychelles,SYC,1974,,3500
Seychelles,SYC,1975,,3950
Seychelles,SYC,1976,,4010
Seychelles,SYC,1977,,4600
Seychelles,SYC,1978,,5400
Seychelles,SYC,1979,,4957
Seychelles,SYC,1980,,4676
Seychelles,SYC,1981,,5221
Seychelles,SYC,1982,,4045
Seychelles,SYC,1983,,3938
Seychelles,SYC,1984,,3734
Seychelles,SYC,1985,,4118
Seychelles,SYC,1986,,4542
Seychelles,SYC,1987,,3900
Seychelles,SYC,1988,,4343
Sierra Leone,SLE,1970,0,31050
Sierra Leone,SLE,1971,0,31150
Sierra Leone,SLE,1972,0,51128
Sierra Leone,SLE,1973,0,67467
Sierra Leone,SLE,1974,0,68954
Sierra Leone,SLE,1975,0,68873
Sierra Leone,SLE,1976,0,55569
Sierra Leone,SLE,1977,0,55547
Sierra Leone,SLE,1978,0,52457
Sierra Leone,SLE,1979,1,57592
Sierra Leone,SLE,1980,2,48988
Sierra Leone,SLE,1981,2,49860
Sierra Leone,SLE,1982,3,51935
Sierra Leone,SLE,1983,4,50086
Sierra Leone,SLE,1984,7,51667
Sierra Leone,SLE,1985,9,52421
Sierra Leone,SLE,1986,14,52213
Sierra Leone,SLE,1987,18,52106
Sierra Leone,SLE,1988,20,52173
Sierra Leone,SLE,1989,20,52107
Sierra Leone,SLE,1990,20,56536
Sierra Leone,SLE,1991,20,65741
Sierra Leone,SLE,1992,20,68510
Sierra Leone,SLE,1993,15,66288
Sierra Leone,SLE,1994,25,62439
Sierra Leone,SLE,1995,25,64870
Sierra Leone,SLE,1996,30,67304
Sierra Leone,SLE,1997,30,72628
Sierra Leone,SLE,1998,30,63065
Sierra Leone,SLE,1999,30,59407
Sierra Leone,SLE,2000,30,74730
Sierra Leone,SLE,2001,30,75210
Sierra Leone,SLE,2002,30,82990
Sierra Leone,SLE,2003,30,95926
Sierra Leone,SLE,2004,30,132440
Sierra Leone,SLE,2005,30,142993
Sierra Leone,SLE,2006,30,144146
Sierra Leone,SLE,2007,50,139535
Sierra Leone,SLE,2008,50,197582
Sierra Leone,SLE,2009,75,199000
Sierra Leone,SLE,2010,75,200000
Sierra Leone,SLE,2011,75,202000
Sierra Leone,SLE,2012,75,203500
Sierra Leone,SLE,2013,75,205000
Sierra Leone,SLE,2014,75,206477
Sierra Leone,SLE,2015,85,202100
Sierra Leone,SLE,2016,85,202100
Sierra Leone,SLE,2017,85,202100
Sierra Leone,SLE,2018,85,202100
Sierra Leone,SLE,1960,,20000
Sierra Leone,SLE,1961,,22800
Sierra Leone,SLE,1962,,26000
Sierra Leone,SLE,1963,,28100
Sierra Leone,SLE,1964,,29900
Sierra Leone,SLE,1965,,32600
Sierra Leone,SLE,1966,,32200
Sierra Leone,SLE,1967,,33600
Sierra Leone,SLE,1968,,23500
Sierra Leone,SLE,1969,,25500
Singapore,SGP,1960,0,9200
Singapore,SGP,1961,0,9700
Singapore,SGP,1962,0,11500
Singapore,SGP,1963,0,12500
Singapore,SGP,1964,0,10400
Singapore,SGP,1965,0,11000
Singapore,SGP,1966,0,18500
Singapore,SGP,1967,0,18200
Singapore,SGP,1968,0,17300
Singapore,SGP,1969,0,17000
Singapore,SGP,1970,10,18300
Singapore,SGP,1971,30,15200
Singapore,SGP,1972,135,15600
Singapore,SGP,1973,140,18500
Singapore,SGP,1974,40,19236
Singapore,SGP,1975,38,17560
Singapore,SGP,1976,107,16397
Singapore,SGP,1977,52,15105
Singapore,SGP,1978,96,16110
Singapore,SGP,1979,103,16868
Singapore,SGP,1980,91,15991
Singapore,SGP,1981,279,16022
Singapore,SGP,1982,1126,19076
Singapore,SGP,1983,1497,19267.599609375
Singapore,SGP,1984,1149,25140.599609375
Singapore,SGP,1985,1225,22692.900390625
Singapore,SGP,1986,1330,20157
Singapore,SGP,1987,1855,15053
Singapore,SGP,1988,1969,13281
Singapore,SGP,1989,1965,13532
Singapore,SGP,1990,1857,12991
Singapore,SGP,1991,2000,11734
Singapore,SGP,1992,2350,10163
Singapore,SGP,1993,2350,9590
Singapore,SGP,1994,2360,11602
Singapore,SGP,1995,3625,11106
Singapore,SGP,1996,3567,10354
Singapore,SGP,1997,4088,9546
Singapore,SGP,1998,3706,8149
Singapore,SGP,1999,4029,6839
Singapore,SGP,2000,5112,5852
Singapore,SGP,2001,4443,4383
Singapore,SGP,2002,5027,3827
Singapore,SGP,2003,5024,3159
Singapore,SGP,2004,5406,3309
Singapore,SGP,2005,5917,3250
Singapore,SGP,2006,8573,4815
Singapore,SGP,2007,4503,5175
Singapore,SGP,2008,3518,3500
Singapore,SGP,2009,3567,3207
Singapore,SGP,2010,3498.86987304688,2949
Singapore,SGP,2011,4335.7939453125,3277
Singapore,SGP,2012,4232.33056640625,5762
Singapore,SGP,2013,5566.11083984375,4504
Singapore,SGP,2014,5262.3232421875,4412
Singapore,SGP,2015,6896.29345703125,3236
Singapore,SGP,2016,6112.36083984375,6973
Singapore,SGP,2017,5890.85791015625,1260
Singapore,SGP,2018,5701.64892578125,1555
Sint Maarten (Dutch part),SXM,2011,,253
Sint Maarten (Dutch part),SXM,2012,,253
Sint Maarten (Dutch part),SXM,2013,,253
Sint Maarten (Dutch part),SXM,2014,,253
Sint Maarten (Dutch part),SXM,2015,,253
Sint Maarten (Dutch part),SXM,2016,,253
Sint Maarten (Dutch part),SXM,2017,,253
Sint Maarten (Dutch part),SXM,2018,,253
Slovakia,SVK,1993,1588,1185
Slovakia,SVK,1994,1861,1627
Slovakia,SVK,1995,1617,1950
Slovakia,SVK,1996,954,1414
Slovakia,SVK,1997,1254,1364
Slovakia,SVK,1998,648,1361
Slovakia,SVK,1999,872,1396
Slovakia,SVK,2000,887,1368
Slovakia,SVK,2001,999,1531
Slovakia,SVK,2002,829,1746
Slovakia,SVK,2003,881,1646
Slovakia,SVK,2004,1180,1603
Slovakia,SVK,2005,955,1693
Slovakia,SVK,2006,1263,1718
Slovakia,SVK,2007,1199,1994
Slovakia,SVK,2008,1071,1655
Slovakia,SVK,2009,834.900024414063,1761
Slovakia,SVK,2010,702.400024414063,1608
Slovakia,SVK,2011,834.5,1935
Slovakia,SVK,2012,1310.56005859375,1945
Slovakia,SVK,2013,1106.19995117188,1986
Slovakia,SVK,2014,1230.66003417969,1944
Slovakia,SVK,2015,1308.63000488281,1971
Slovakia,SVK,2016,2168.65014648438,1866
Slovakia,SVK,2017,2646.26391601563,1870
Slovakia,SVK,2018,2224.40991210938,1937
Slovenia,SVN,1992,868,3905
Slovenia,SVN,1993,718,2284
Slovenia,SVN,1994,787,2346
Slovenia,SVN,1995,789,2167
Slovenia,SVN,1996,869,2367
Slovenia,SVN,1997,917,2367
Slovenia,SVN,1998,909,2228
Slovenia,SVN,1999,1206,2027
Slovenia,SVN,2000,1181,1856
Slovenia,SVN,2001,1262,1827
Slovenia,SVN,2002,1289,1686
Slovenia,SVN,2003,1353,1282
Slovenia,SVN,2004,1571,1023
Slovenia,SVN,2005,1346,1227
Slovenia,SVN,2006,1369,1133.1689453125
Slovenia,SVN,2007,1352,1112.45397949219
Slovenia,SVN,2008,1315,881.713989257813
Slovenia,SVN,2009,1306.59997558594,1035.25903320313
Slovenia,SVN,2010,778.400024414063,941
Slovenia,SVN,2011,1396.59997558594,890.609008789063
Slovenia,SVN,2012,1154.30004882813,485.18798828125
Slovenia,SVN,2013,1225.69995117188,400.216003417969
Slovenia,SVN,2014,1396.30004882813,410.5
Slovenia,SVN,2015,1607.19995117188,343.391998291016
Slovenia,SVN,2016,1843.70007324219,310.519012451172
Slovenia,SVN,2017,1730.09997558594,280.070007324219
Slovenia,SVN,2018,1918.5,263.744995117188
Small states,,1960,0,715923
Small states,,1961,0,826869
Small states,,1962,0,944220
Small states,,1963,0,894147
Small states,,1964,0,1089293
Small states,,1965,0,1334909
Small states,,1966,0,1394598
Small states,,1967,0,1056939
Small states,,1968,0,765930
Small states,,1969,0,866936
Small states,,1970,0,931657
Small states,,1971,0,879012
Small states,,1972,0,928430
Small states,,1973,0,1127088
Small states,,1974,51,1172242
Small states,,1975,56,1213532
Small states,,1976,66,1241971
Small states,,1977,71,1639821
Small states,,1978,121,1844013
Small states,,1979,130,1936166
Small states,,1980,133,1810775
Small states,,1981,167,1756581.7890625
Small states,,1982,310,1096142.0390625
Small states,,1983,363,1191541.51904297
Small states,,1984,691,1982788.8046875
Small states,,1985,2125,2224824.81445313
Small states,,1986,12309,2119565.07446289
Small states,,1987,14475,2112882.74511719
Small states,,1988,10250,2663915.73925781
Small states,,1989,14279,2349062.70117188
Small states,,1990,19293,2603532.34570313
Small states,,1991,19879,2117937.80224609
Small states,,1992,13848.8999023438,2888155.44433594
Small states,,1993,12194.0340576172,3222234.61547852
Small states,,1994,13143,2950832.3125
Small states,,1995,16138,2941514.97570801
Small states,,1996,21680,3327281.04272461
Small states,,1997,20690,3564243.08789063
Small states,,1998,22353,3204821.88769531
Small states,,1999,43316.01953125,3315678.59765625
Small states,,2000,36251,3513847.33203125
Small states,,2001,33044.400000006,3506342.36132813
Small states,,2002,24673,3942804.54492188
Small states,,2003,29716,3757854.01953125
Small states,,2004,38132.1999511719,3665965.95703125
Small states,,2005,39974.8000488281,3663780.04064941
Small states,,2006,44766.6429756284,3312748.46020508
Small states,,2007,25933.5899782181,3309228.20275879
Small states,,2008,29523.6799287796,3140936.89916992
Small states,,2009,34597.8560333252,2979344.92456055
Small states,,2010,42513.2569901943,3036396.9967041
Small states,,2011,36394.897932291,3017039.46014404
Small states,,2012,44858.9618587494,3220057.00231934
Small states,,2013,46550.3990503326,3064733.78125
Small states,,2014,50255.2074212208,2904159.13537598
Small states,,2015,48817.1356462166,3317720.07446289
Small states,,2016,52990.6444942355,3009821.4609375
Small states,,2017,56578.9811745062,3174608.64038086
Small states,,2018,59579.213244915,3312277.49438477
Solomon Islands,SLB,1984,28,48801.73828125
Solomon Islands,SLB,1985,0,43362.99609375
Solomon Islands,SLB,1986,0,56743.38671875
Solomon Islands,SLB,1987,6,43556.21484375
Solomon Islands,SLB,1988,5,51902.0703125
Solomon Islands,SLB,1989,3,50145.7890625
Solomon Islands,SLB,1990,5,41404.35546875
Solomon Islands,SLB,1991,6,63005.77734375
Solomon Islands,SLB,1992,8,47107.7109375
Solomon Islands,SLB,1993,10,43623.03515625
Solomon Islands,SLB,1994,13,47509.296875
Solomon Islands,SLB,1995,13,64181.40234375
Solomon Islands,SLB,1996,13,52445.44921875
Solomon Islands,SLB,1997,13,61289.49609375
Solomon Islands,SLB,1998,13,60726.59375
Solomon Islands,SLB,1999,13,54557.59765625
Solomon Islands,SLB,2000,15,19564.33203125
Solomon Islands,SLB,2001,15,24538.361328125
Solomon Islands,SLB,2002,6,26252.544921875
Solomon Islands,SLB,2003,400,36699.21875
Solomon Islands,SLB,2004,1711.19995117188,35045.671875
Solomon Islands,SLB,2005,2608.80004882813,30171.140625
Solomon Islands,SLB,2006,1353.59997558594,39525.66015625
Solomon Islands,SLB,2007,866.599975585938,32150.1796875
Solomon Islands,SLB,2008,1160.19995117188,27457.69921875
Solomon Islands,SLB,2009,4029.80004882813,28652.59765625
Solomon Islands,SLB,2010,7105,37544.65625
Solomon Islands,SLB,2011,7218.60009765625,38720.16015625
Solomon Islands,SLB,2012,6992.39990234375,38892.07421875
Solomon Islands,SLB,2013,11814,36708.8828125
Solomon Islands,SLB,2014,12164.400390625,73734.3125
Solomon Islands,SLB,2015,12202,72996.984375
Solomon Islands,SLB,2016,10582,65994.359375
Solomon Islands,SLB,2017,4780.52880859375,56892
Solomon Islands,SLB,2018,5520.2060546875,61636
Solomon Islands,SLB,1960,,4000
Solomon Islands,SLB,1961,,4000
Solomon Islands,SLB,1962,,5000
Solomon Islands,SLB,1963,,5000
Solomon Islands,SLB,1964,,5300
Solomon Islands,SLB,1965,,5300
Solomon Islands,SLB,1966,,7300
Solomon Islands,SLB,1967,,7400
Solomon Islands,SLB,1968,,7400
Solomon Islands,SLB,1969,,7400
Solomon Islands,SLB,1970,,8500
Solomon Islands,SLB,1971,,13511
Solomon Islands,SLB,1972,,17005
Solomon Islands,SLB,1973,,15924
Solomon Islands,SLB,1974,,19676
Solomon Islands,SLB,1975,,16940
Solomon Islands,SLB,1976,,26284
Solomon Islands,SLB,1977,,22863
Solomon Islands,SLB,1978,,29192
Solomon Islands,SLB,1979,,35431
Solomon Islands,SLB,1980,,34866
Solomon Islands,SLB,1981,,34728
Solomon Islands,SLB,1982,,32518
Solomon Islands,SLB,1983,,46014.59375
Somalia,SOM,1960,,4500
Somalia,SOM,1961,,4500
Somalia,SOM,1962,,4500
Somalia,SOM,1963,,4500
Somalia,SOM,1964,,4500
Somalia,SOM,1965,,4600
Somalia,SOM,1966,,4600
Somalia,SOM,1967,,4700
Somalia,SOM,1968,,5000
Somalia,SOM,1969,,5000
Somalia,SOM,1970,,5600
Somalia,SOM,1971,,5700
Somalia,SOM,1972,,5801
Somalia,SOM,1973,,5902
Somalia,SOM,1974,,5982
Somalia,SOM,1975,,10352
Somalia,SOM,1976,,8268
Somalia,SOM,1977,,9830
Somalia,SOM,1978,,8384
Somalia,SOM,1979,,10984
Somalia,SOM,1980,,14330
Somalia,SOM,1981,,9823
Somalia,SOM,1982,,9030
Somalia,SOM,1983,,11495
Somalia,SOM,1984,,19939
Somalia,SOM,1985,,16767
Somalia,SOM,1986,,18655
Somalia,SOM,1987,,19996
Somalia,SOM,1988,,20327
Somalia,SOM,1989,,21546
Somalia,SOM,1990,,23195
Somalia,SOM,1991,,23800
Somalia,SOM,1992,,25750
Somalia,SOM,1993,,27750
Somalia,SOM,1994,,29850
Somalia,SOM,1995,,32400
Somalia,SOM,1996,,30200
Somalia,SOM,1997,,28000
Somalia,SOM,1998,,25800
Somalia,SOM,1999,,28650
Somalia,SOM,2000,,24150
Somalia,SOM,2001,,31900
Somalia,SOM,2002,,29000
Somalia,SOM,2003,,30000
Somalia,SOM,2004,,30000
Somalia,SOM,2005,,25000
Somalia,SOM,2006,,30000
Somalia,SOM,2007,,30000
Somalia,SOM,2008,,30000
Somalia,SOM,2009,,30000
Somalia,SOM,2010,,30000
Somalia,SOM,2011,,30000
Somalia,SOM,2012,,30000
Somalia,SOM,2013,,30000
Somalia,SOM,2014,,30000
Somalia,SOM,2015,,30000
Somalia,SOM,2016,,30000
Somalia,SOM,2017,,30000
Somalia,SOM,2018,,30000
South Africa,ZAF,1970,0,1365777
South Africa,ZAF,1971,0,1291256
South Africa,ZAF,1972,0,1268667
South Africa,ZAF,1973,0,1506926
South Africa,ZAF,1974,9,1545272
South Africa,ZAF,1975,9,1489679
South Africa,ZAF,1976,9,1272767
South Africa,ZAF,1977,12,1097993
South Africa,ZAF,1978,14,1112859
South Africa,ZAF,1979,14,1086665
South Africa,ZAF,1980,13,932558
South Africa,ZAF,1981,11,948000
South Africa,ZAF,1982,10,929541
South Africa,ZAF,1983,6,995565
South Africa,ZAF,1984,366,785094
South Africa,ZAF,1985,615,849111
South Africa,ZAF,1986,789,853342
South Africa,ZAF,1987,1096,1466359
South Africa,ZAF,1988,1376,1336314
South Africa,ZAF,1989,2037,905668
South Africa,ZAF,1990,3613,550084
South Africa,ZAF,1991,4882,512115
South Africa,ZAF,1992,4288,712360
South Africa,ZAF,1993,4021,588913
South Africa,ZAF,1994,4429,553483
South Africa,ZAF,1995,3530,597349
South Africa,ZAF,1996,3013,452560
South Africa,ZAF,1997,4196,539537
South Africa,ZAF,1998,5088,583287
South Africa,ZAF,1999,4148,633148
South Africa,ZAF,2000,2819,694000
South Africa,ZAF,2001,2830,815928
South Africa,ZAF,2002,4105,839529
South Africa,ZAF,2003,6602,872015
South Africa,ZAF,2004,5954,947569
South Africa,ZAF,2005,5895,850712
South Africa,ZAF,2006,6037,653123
South Africa,ZAF,2007,5669,725694
South Africa,ZAF,2008,5421,696112
South Africa,ZAF,2009,4982,548340
South Africa,ZAF,2010,5147.60009765625,687923
South Africa,ZAF,2011,5343.27978515625,575619
South Africa,ZAF,2012,5926.5302734375,790135
South Africa,ZAF,2013,6613,505078
South Africa,ZAF,2014,7222,730272
South Africa,ZAF,2015,6730.39990234375,631950
South Africa,ZAF,2016,8094.27001953125,660043
South Africa,ZAF,2017,6338.31982421875,593963
South Africa,ZAF,2018,7868.44970703125,611485
South Africa,ZAF,1960,,882523
South Africa,ZAF,1961,,1039952
South Africa,ZAF,1962,,1092247
South Africa,ZAF,1963,,1199169
South Africa,ZAF,1964,,1353615
South Africa,ZAF,1965,,1419933
South Africa,ZAF,1966,,1421294
South Africa,ZAF,1967,,1770065
South Africa,ZAF,1968,,2207074
South Africa,ZAF,1969,,1966713
South Asia,,1960,95250,1613240
South Asia,,1961,101198,1464966
South Asia,,1962,107672,1536046
South Asia,,1963,114759,1611008
South Asia,,1964,122500,1965853
South Asia,,1965,132677,2018693
South Asia,,1966,140301,2097117
South Asia,,1967,150530,2127431
South Asia,,1968,160079,2312518
South Asia,,1969,174634,2397928
South Asia,,1970,189015,2582233
South Asia,,1971,207660,2690022
South Asia,,1972,225633,2590484
South Asia,,1973,247099,2918849
South Asia,,1974,267072,3150519
South Asia,,1975,291352,2960669
South Asia,,1976,319938,2879459
South Asia,,1977,347379,3054239
South Asia,,1978,383293,3048736
South Asia,,1979,421631,3060453
South Asia,,1980,463044,3117850
South Asia,,1981,510933,3127403
South Asia,,1982,562836,3055680
South Asia,,1983,620744,3225717.5
South Asia,,1984,699732,3521540
South Asia,,1985,769276,3494361.5
South Asia,,1986,844245,3628940
South Asia,,1987,969045,3504551
South Asia,,1988,1082101,3675936
South Asia,,1989,1205503,4096054
South Asia,,1990,1230388,4239531
South Asia,,1991,1461228,4386868
South Asia,,1992,1647921,4453085.078125
South Asia,,1993,1680226,4831210.890625
South Asia,,1994,1811505,4996138.671875
South Asia,,1995,2004335,5010905.921875
South Asia,,1996,2165994,5255157.3125
South Asia,,1997,2381637,5416380.84375
South Asia,,1998,2520432,5307385.875
South Asia,,1999,2768350,5600215.6875
South Asia,,2000,2631909,5763306.59375
South Asia,,2001,2911566,5839044
South Asia,,2002,3063250,5877590
South Asia,,2003,3268572,5894220.1875
South Asia,,2004,3820260,5620971.40625
South Asia,,2005,3963112.96875,5933166
South Asia,,2006,4228243,6305756
South Asia,,2007,4226668,6308316
South Asia,,2008,5032223,6637383
South Asia,,2009,5037200.67919922,6851904
South Asia,,2010,5277221.14013672,7433413
South Asia,,2011,5389065.22167969,6963216
South Asia,,2012,6129776.09585571,7525654
South Asia,,2013,6634218.1007843,7348138
South Asia,,2014,7080827.30078125,7753518
South Asia,,2015,7564220.75,7648454
South Asia,,2016,8148338.22070313,8062345
South Asia,,2017,8767825.26171875,8565331
South Asia,,2018,9733896.08093262,8404608
South Asia (IDA & IBRD),,1960,95250,1613240
South Asia (IDA & IBRD),,1961,101198,1464966
South Asia (IDA & IBRD),,1962,107672,1536046
South Asia (IDA & IBRD),,1963,114759,1611008
South Asia (IDA & IBRD),,1964,122500,1965853
South Asia (IDA & IBRD),,1965,132677,2018693
South Asia (IDA & IBRD),,1966,140301,2097117
South Asia (IDA & IBRD),,1967,150530,2127431
South Asia (IDA & IBRD),,1968,160079,2312518
South Asia (IDA & IBRD),,1969,174634,2397928
South Asia (IDA & IBRD),,1970,189015,2582233
South Asia (IDA & IBRD),,1971,207660,2690022
South Asia (IDA & IBRD),,1972,225633,2590484
South Asia (IDA & IBRD),,1973,247099,2918849
South Asia (IDA & IBRD),,1974,267072,3150519
South Asia (IDA & IBRD),,1975,291352,2960669
South Asia (IDA & IBRD),,1976,319938,2879459
South Asia (IDA & IBRD),,1977,347379,3054239
South Asia (IDA & IBRD),,1978,383293,3048736
South Asia (IDA & IBRD),,1979,421631,3060453
South Asia (IDA & IBRD),,1980,463044,3117850
South Asia (IDA & IBRD),,1981,510933,3127403
South Asia (IDA & IBRD),,1982,562836,3055680
South Asia (IDA & IBRD),,1983,620744,3225717.5
South Asia (IDA & IBRD),,1984,699732,3521540
South Asia (IDA & IBRD),,1985,769276,3494361.5
South Asia (IDA & IBRD),,1986,844245,3628940
South Asia (IDA & IBRD),,1987,969045,3504551
South Asia (IDA & IBRD),,1988,1082101,3675936
South Asia (IDA & IBRD),,1989,1205503,4096054
South Asia (IDA & IBRD),,1990,1230388,4239531
South Asia (IDA & IBRD),,1991,1461228,4386868
South Asia (IDA & IBRD),,1992,1647921,4453085.078125
South Asia (IDA & IBRD),,1993,1680226,4831210.890625
South Asia (IDA & IBRD),,1994,1811505,4996138.671875
South Asia (IDA & IBRD),,1995,2004335,5010905.921875
South Asia (IDA & IBRD),,1996,2165994,5255157.3125
South Asia (IDA & IBRD),,1997,2381637,5416380.84375
South Asia (IDA & IBRD),,1998,2520432,5307385.875
South Asia (IDA & IBRD),,1999,2768350,5600215.6875
South Asia (IDA & IBRD),,2000,2631909,5763306.59375
South Asia (IDA & IBRD),,2001,2911566,5839044
South Asia (IDA & IBRD),,2002,3063250,5877590
South Asia (IDA & IBRD),,2003,3268572,5894220.1875
South Asia (IDA & IBRD),,2004,3820260,5620971.40625
South Asia (IDA & IBRD),,2005,3963112.96875,5933166
South Asia (IDA & IBRD),,2006,4228243,6305756
South Asia (IDA & IBRD),,2007,4226668,6308316
South Asia (IDA & IBRD),,2008,5032223,6637383
South Asia (IDA & IBRD),,2009,5037200.67919922,6851904
South Asia (IDA & IBRD),,2010,5277221.14013672,7433413
South Asia (IDA & IBRD),,2011,5389065.22167969,6963216
South Asia (IDA & IBRD),,2012,6129776.09585571,7525654
South Asia (IDA & IBRD),,2013,6634218.1007843,7348138
South Asia (IDA & IBRD),,2014,7080827.30078125,7753518
South Asia (IDA & IBRD),,2015,7564220.75,7648454
South Asia (IDA & IBRD),,2016,8148338.22070313,8062345
South Asia (IDA & IBRD),,2017,8767825.26171875,8565331
South Asia (IDA & IBRD),,2018,9733896.08093262,8404608
South Korea,KOR,1960,18637,338564
South Korea,KOR,1961,17404,407113
South Korea,KOR,1962,23901,445551
South Korea,KOR,1963,80479,451868
South Korea,KOR,1964,72557,527726
South Korea,KOR,1965,73350,566749
South Korea,KOR,1966,91626,611931
South Korea,KOR,1967,96450,663787
South Korea,KOR,1968,105769,735298
South Korea,KOR,1969,80605,798940
South Korea,KOR,1970,124058,753291
South Korea,KOR,1971,151885,916429
