Entity,Code,Year,Capture fisheries production (metric tons)
South Africa,ZAF,1963,1199169
South Africa,ZAF,1964,1353615
South Africa,ZAF,1965,1419933
South Africa,ZAF,1966,1421294
South Africa,ZAF,1967,1770065
South Africa,ZAF,1968,2207074
South Africa,ZAF,1969,1966713
South Africa,ZAF,1970,1365777
South Africa,ZAF,1971,1291256
South Africa,ZAF,1972,1268667
South Africa,ZAF,1973,1506926
South Africa,ZAF,1974,1545272
South Africa,ZAF,1975,1489679
South Africa,ZAF,1976,1272767
South Africa,ZAF,1977,1097993
South Africa,ZAF,1978,1112859
South Africa,ZAF,1979,1086665
South Africa,ZAF,1980,932558
South Africa,ZAF,1981,948000
South Africa,ZAF,1982,929541
South Africa,ZAF,1983,995565
South Africa,ZAF,1984,785094
South Africa,ZAF,1985,849111
South Africa,ZAF,1986,853342
South Africa,ZAF,1987,1466359
South Africa,ZAF,1988,1336314
South Africa,ZAF,1989,905668
South Africa,ZAF,1990,550084
South Africa,ZAF,1991,512115
South Africa,ZAF,1992,712360
South Africa,ZAF,1993,588913
South Africa,ZAF,1994,553483
South Africa,ZAF,1995,597349
South Africa,ZAF,1996,452560
South Africa,ZAF,1997,539537
South Africa,ZAF,1998,583287
South Africa,ZAF,1999,633148
South Africa,ZAF,2000,694000
South Africa,ZAF,2001,815928
South Africa,ZAF,2002,839529
South Africa,ZAF,2003,872015
South Africa,ZAF,2004,947569
South Africa,ZAF,2005,850712
South Africa,ZAF,2006,653123
South Africa,ZAF,2007,725694
South Africa,ZAF,2008,696112
South Africa,ZAF,2009,548340
South Africa,ZAF,2010,687923
South Africa,ZAF,2011,575619
South Africa,ZAF,2012,790135
South Africa,ZAF,2013,505078
South Africa,ZAF,2014,730272
South Africa,ZAF,2015,631950
South Africa,ZAF,2016,660043
South Africa,ZAF,2017,593963
South Africa,ZAF,2018,611485
South Asia,,1960,1613240
South Asia,,1961,1464966
South Asia,,1962,1536046
South Asia,,1963,1611008
South Asia,,1964,1965853
South Asia,,1965,2018693
South Asia,,1966,2097117
South Asia,,1967,2127431
South Asia,,1968,2312518
South Asia,,1969,2397928
South Asia,,1970,2582233
South Asia,,1971,2690022
South Asia,,1972,2590484
South Asia,,1973,2918849
South Asia,,1974,3150519
South Asia,,1975,2960669
South Asia,,1976,2879459
South Asia,,1977,3054239
South Asia,,1978,3048736
South Asia,,1979,3060453
South Asia,,1980,3117850
South Asia,,1981,3127403
South Asia,,1982,3055680
South Asia,,1983,3225717.5
South Asia,,1984,3521540
South Asia,,1985,3494361.5
South Asia,,1986,3628940
South Asia,,1987,3504551
South Asia,,1988,3675936
South Asia,,1989,4096054
South Asia,,1990,4239531
South Asia,,1991,4386868
South Asia,,1992,4453085.078125
South Asia,,1993,4831210.890625
South Asia,,1994,4996138.671875
South Asia,,1995,5010905.921875
South Asia,,1996,5255157.3125
South Asia,,1997,5416380.84375
South Asia,,1998,5307385.875
South Asia,,1999,5600215.6875
South Asia,,2000,5763306.59375
South Asia,,2001,5839044
South Asia,,2002,5877590
South Asia,,2003,5894220.1875
South Asia,,2004,5620971.40625
South Asia,,2005,5933166
South Asia,,2006,6305756
South Asia,,2007,6308316
South Asia,,2008,6637383
South Asia,,2009,6851904
South Asia,,2010,7433413
South Asia,,2011,6963216
South Asia,,2012,7525654
South Asia,,2013,7348138
South Asia,,2014,7753518
South Asia,,2015,7648454
South Asia,,2016,8062345
South Asia,,2017,8565331
South Asia,,2018,8404608
South Asia (IDA & IBRD),,1960,1613240
South Asia (IDA & IBRD),,1961,1464966
South Asia (IDA & IBRD),,1962,1536046
South Asia (IDA & IBRD),,1963,1611008
South Asia (IDA & IBRD),,1964,1965853
South Asia (IDA & IBRD),,1965,2018693
South Asia (IDA & IBRD),,1966,2097117
South Asia (IDA & IBRD),,1967,2127431
South Asia (IDA & IBRD),,1968,2312518
South Asia (IDA & IBRD),,1969,2397928
South Asia (IDA & IBRD),,1970,2582233
South Asia (IDA & IBRD),,1971,2690022
South Asia (IDA & IBRD),,1972,2590484
South Asia (IDA & IBRD),,1973,2918849
South Asia (IDA & IBRD),,1974,3150519
South Asia (IDA & IBRD),,1975,2960669
South Asia (IDA & IBRD),,1976,2879459
South Asia (IDA & IBRD),,1977,3054239
South Asia (IDA & IBRD),,1978,3048736
South Asia (IDA & IBRD),,1979,3060453
South Asia (IDA & IBRD),,1980,3117850
South Asia (IDA & IBRD),,1981,3127403
South Asia (IDA & IBRD),,1982,3055680
South Asia (IDA & IBRD),,1983,3225717.5
South Asia (IDA & IBRD),,1984,3521540
South Asia (IDA & IBRD),,1985,3494361.5
South Asia (IDA & IBRD),,1986,3628940
South Asia (IDA & IBRD),,1987,3504551
South Asia (IDA & IBRD),,1988,3675936
South Asia (IDA & IBRD),,1989,4096054
South Asia (IDA & IBRD),,1990,4239531
South Asia (IDA & IBRD),,1991,4386868
South Asia (IDA & IBRD),,1992,4453085.078125
South Asia (IDA & IBRD),,1993,4831210.890625
South Asia (IDA & IBRD),,1994,4996138.671875
South Asia (IDA & IBRD),,1995,5010905.921875
South Asia (IDA & IBRD),,1996,5255157.3125
South Asia (IDA & IBRD),,1997,5416380.84375
South Asia (IDA & IBRD),,1998,5307385.875
South Asia (IDA & IBRD),,1999,5600215.6875
South Asia (IDA & IBRD),,2000,5763306.59375
South Asia (IDA & IBRD),,2001,5839044
South Asia (IDA & IBRD),,2002,5877590
South Asia (IDA & IBRD),,2003,5894220.1875
South Asia (IDA & IBRD),,2004,5620971.40625
South Asia (IDA & IBRD),,2005,5933166
South Asia (IDA & IBRD),,2006,6305756
South Asia (IDA & IBRD),,2007,6308316
South Asia (IDA & IBRD),,2008,6637383
South Asia (IDA & IBRD),,2009,6851904
South Asia (IDA & IBRD),,2010,7433413
South Asia (IDA & IBRD),,2011,6963216
South Asia (IDA & IBRD),,2012,7525654
South Asia (IDA & IBRD),,2013,7348138
South Asia (IDA & IBRD),,2014,7753518
South Asia (IDA & IBRD),,2015,7648454
South Asia (IDA & IBRD),,2016,8062345
South Asia (IDA & IBRD),,2017,8565331
South Asia (IDA & IBRD),,2018,8404608
South Korea,KOR,1960,338564
South Korea,KOR,1961,407113
South Korea,KOR,1962,445551
South Korea,KOR,1963,451868
South Korea,KOR,1964,527726
South Korea,KOR,1965,566749
South Korea,KOR,1966,611931
South Korea,KOR,1967,663787
South Korea,KOR,1968,735298
South Korea,KOR,1969,798940
South Korea,KOR,1970,753291
South Korea,KOR,1971,916429
South Korea,KOR,1972,1179171
South Korea,KOR,1973,1421467
South Korea,KOR,1974,1681041
South Korea,KOR,1975,1781746
South Korea,KOR,1976,1993033
South Korea,KOR,1977,1930481
South Korea,KOR,1978,1958709
South Korea,KOR,1979,1936739
South Korea,KOR,1980,1864156
South Korea,KOR,1981,2106131
South Korea,KOR,1982,2038972
South Korea,KOR,1983,2146521
South Korea,KOR,1984,2229202
South Korea,KOR,1985,2303171
South Korea,KOR,1986,2708406
South Korea,KOR,1987,2457850
South Korea,KOR,1988,2317365
South Korea,KOR,1989,2468774
South Korea,KOR,1990,2496909
South Korea,KOR,1991,2195470
South Korea,KOR,1992,2348616
South Korea,KOR,1993,2279380
South Korea,KOR,1994,2385513
South Korea,KOR,1995,2342340
South Korea,KOR,1996,2437331
South Korea,KOR,1997,2227947
South Korea,KOR,1998,2040943
South Korea,KOR,1999,2131769
South Korea,KOR,2000,1838369
South Korea,KOR,2001,2009472
South Korea,KOR,2002,1704787
South Korea,KOR,2003,1662267
South Korea,KOR,2004,1590000
South Korea,KOR,2005,1662312
South Korea,KOR,2006,1773003
South Korea,KOR,2007,1888972
South Korea,KOR,2008,1971610
South Korea,KOR,2009,1872460
South Korea,KOR,2010,1735577
South Korea,KOR,2011,1757763
South Korea,KOR,2012,1679908
South Korea,KOR,2013,1605276
South Korea,KOR,2014,1756047
South Korea,KOR,2015,1658982
South Korea,KOR,2016,1371799
South Korea,KOR,2017,1363142
South Korea,KOR,2018,1345906
South Sudan,SSD,2012,37000
South Sudan,SSD,2013,37000
South Sudan,SSD,2014,37000
South Sudan,SSD,2015,37000
South Sudan,SSD,2016,35000
South Sudan,SSD,2017,33000
South Sudan,SSD,2018,32000
Spain,ESP,1960,907298
Spain,ESP,1961,971112
Spain,ESP,1962,993604
Spain,ESP,1963,993581.125
Spain,ESP,1964,1068328.125
Spain,ESP,1965,1188740.375
Spain,ESP,1966,1204516.75
Spain,ESP,1967,1308681
Spain,ESP,1968,1455161
Spain,ESP,1969,1386415
Spain,ESP,1970,1426479
Spain,ESP,1971,1374699
Spain,ESP,1972,1405810
Spain,ESP,1973,1431405
Spain,ESP,1974,1430038
Spain,ESP,1975,1436580
Spain,ESP,1976,1418869
Spain,ESP,1977,1337950
Spain,ESP,1978,1314012.375
Spain,ESP,1979,1153818
Spain,ESP,1980,1170237.5
Spain,ESP,1981,1181649.5
Spain,ESP,1982,1239745
Spain,ESP,1983,1179025.5
Spain,ESP,1984,1194527.5
Spain,ESP,1985,1222954.75
Spain,ESP,1986,1233945.625
Spain,ESP,1987,1269198.625
Spain,ESP,1988,1327483
Spain,ESP,1989,1308066.75
Spain,ESP,1990,1131229.25
Spain,ESP,1991,1078644.25
Spain,ESP,1992,1091922.375
Spain,ESP,1993,1099902.625
Spain,ESP,1994,1108855.25
Spain,ESP,1995,1195727.125
Spain,ESP,1996,1189566
Spain,ESP,1997,1220302.25
Spain,ESP,1998,1256879.25
Spain,ESP,1999,1191051.625
Spain,ESP,2000,1063207
Spain,ESP,2001,1090812.25
Spain,ESP,2002,883740.5
Spain,ESP,2003,889683.375
Spain,ESP,2004,811999.8125
Spain,ESP,2005,855290.125
Spain,ESP,2006,962054.125
Spain,ESP,2007,820313.125
Spain,ESP,2008,923454.875
Spain,ESP,2009,932443.3125
Spain,ESP,2010,975413.625
Spain,ESP,2011,1011433.1875
Spain,ESP,2012,931612.875
Spain,ESP,2013,990207
Spain,ESP,2014,1064906
Spain,ESP,2015,977970
Spain,ESP,2016,916886.3125
Spain,ESP,2017,953791.3125
Spain,ESP,2018,928815.3125
Sri Lanka,LKA,1960,48103
Sri Lanka,LKA,1961,59628
Sri Lanka,LKA,1962,73471
Sri Lanka,LKA,1963,71614
Sri Lanka,LKA,1964,91125
Sri Lanka,LKA,1965,74632
Sri Lanka,LKA,1966,79973
Sri Lanka,LKA,1967,82237
Sri Lanka,LKA,1968,98302
Sri Lanka,LKA,1969,95060
Sri Lanka,LKA,1970,89241
Sri Lanka,LKA,1971,74980
Sri Lanka,LKA,1972,91867
Sri Lanka,LKA,1973,96528
Sri Lanka,LKA,1974,100469
Sri Lanka,LKA,1975,109215
Sri Lanka,LKA,1976,131643
Sri Lanka,LKA,1977,136145
Sri Lanka,LKA,1978,156083
Sri Lanka,LKA,1979,164763
Sri Lanka,LKA,1980,183416
Sri Lanka,LKA,1981,201904
Sri Lanka,LKA,1982,216283
Sri Lanka,LKA,1983,220430
Sri Lanka,LKA,1984,162462
Sri Lanka,LKA,1985,177379
Sri Lanka,LKA,1986,183568
Sri Lanka,LKA,1987,186624
Sri Lanka,LKA,1988,204875
Sri Lanka,LKA,1989,219756
Sri Lanka,LKA,1990,182893
Sri Lanka,LKA,1991,210271
Sri Lanka,LKA,1992,204433.078125
Sri Lanka,LKA,1993,229670.890625
Sri Lanka,LKA,1994,245586.671875
Sri Lanka,LKA,1995,234526.921875
Sri Lanka,LKA,1996,260186.3125
Sri Lanka,LKA,1997,270506.84375
Sri Lanka,LKA,1998,283119.875
Sri Lanka,LKA,1999,310172.6875
Sri Lanka,LKA,2000,296749.59375
Sri Lanka,LKA,2001,267550
Sri Lanka,LKA,2002,272602
Sri Lanka,LKA,2003,319759.1875
Sri Lanka,LKA,2004,332854.40625
Sri Lanka,LKA,2005,216663
Sri Lanka,LKA,2006,278603
Sri Lanka,LKA,2007,304903
Sri Lanka,LKA,2008,323888
Sri Lanka,LKA,2009,336942
Sri Lanka,LKA,2010,390187
Sri Lanka,LKA,2011,428204
Sri Lanka,LKA,2012,475801
Sri Lanka,LKA,2013,494436
Sri Lanka,LKA,2014,530482
Sri Lanka,LKA,2015,502062
Sri Lanka,LKA,2016,520931
Sri Lanka,LKA,2017,507979
Sri Lanka,LKA,2018,510537
Sub-Saharan Africa,,1960,1974245
Sub-Saharan Africa,,1961,2146006
Sub-Saharan Africa,,1962,2296433
Sub-Saharan Africa,,1963,2430989
Sub-Saharan Africa,,1964,2810872
Sub-Saharan Africa,,1965,2855726
Sub-Saharan Africa,,1966,3015681
Sub-Saharan Africa,,1967,3424761
Sub-Saharan Africa,,1968,3941911
Sub-Saharan Africa,,1969,3929233
Sub-Saharan Africa,,1970,3444752
Sub-Saharan Africa,,1971,3494622
Sub-Saharan Africa,,1972,3830400
Sub-Saharan Africa,,1973,3981275
Sub-Saharan Africa,,1974,3972709
Sub-Saharan Africa,,1975,3762965
Sub-Saharan Africa,,1976,3467255
Sub-Saharan Africa,,1977,3456204
Sub-Saharan Africa,,1978,3431953
Sub-Saharan Africa,,1979,3319212
Sub-Saharan Africa,,1980,3154195
Sub-Saharan Africa,,1981,3248384
Sub-Saharan Africa,,1982,3250183
Sub-Saharan Africa,,1983,3424141
Sub-Saharan Africa,,1984,3309533
Sub-Saharan Africa,,1985,3383393
Sub-Saharan Africa,,1986,3583233
Sub-Saharan Africa,,1987,4424643
Sub-Saharan Africa,,1988,4359904.3125
Sub-Saharan Africa,,1989,4000483.03125
Sub-Saharan Africa,,1990,4129192.22753906
Sub-Saharan Africa,,1991,3814078.85009766
Sub-Saharan Africa,,1992,4696676.3125
Sub-Saharan Africa,,1993,4661968.34375
Sub-Saharan Africa,,1994,4374405.0625
Sub-Saharan Africa,,1995,4595367.75
Sub-Saharan Africa,,1996,4540054.13125
Sub-Saharan Africa,,1997,4773138.84375
Sub-Saharan Africa,,1998,4953969.38439941
Sub-Saharan Africa,,1999,5177183.94042969
Sub-Saharan Africa,,2000,5414760.90625
Sub-Saharan Africa,,2001,5514528.578125
Sub-Saharan Africa,,2002,5543718.828125
Sub-Saharan Africa,,2003,5849990.25
Sub-Saharan Africa,,2004,6108624.265625
Sub-Saharan Africa,,2005,6107385.5
Sub-Saharan Africa,,2006,5716114.5
Sub-Saharan Africa,,2007,5822353.5
Sub-Saharan Africa,,2008,5850865.5
Sub-Saharan Africa,,2009,5846867
Sub-Saharan Africa,,2010,6204002
Sub-Saharan Africa,,2011,6476535
Sub-Saharan Africa,,2012,6937926
Sub-Saharan Africa,,2013,6866405
Sub-Saharan Africa,,2014,7094442
Sub-Saharan Africa,,2015,7172001.25
Sub-Saharan Africa,,2016,7642646
Sub-Saharan Africa,,2017,8308947
Sub-Saharan Africa,,2018,8293955.75
Sub-Saharan Africa (IDA & IBRD),,1960,1974245
Sub-Saharan Africa (IDA & IBRD),,1961,2146006
Sub-Saharan Africa (IDA & IBRD),,1962,2296433
Sub-Saharan Africa (IDA & IBRD),,1963,2430989
Sub-Saharan Africa (IDA & IBRD),,1964,2810872
Sub-Saharan Africa (IDA & IBRD),,1965,2855726
Sub-Saharan Africa (IDA & IBRD),,1966,3015681
Sub-Saharan Africa (IDA & IBRD),,1967,3424761
Sub-Saharan Africa (IDA & IBRD),,1968,3941911
Sub-Saharan Africa (IDA & IBRD),,1969,3929233
Sub-Saharan Africa (IDA & IBRD),,1970,3444752
Sub-Saharan Africa (IDA & IBRD),,1971,3494622
Sub-Saharan Africa (IDA & IBRD),,1972,3830400
Sub-Saharan Africa (IDA & IBRD),,1973,3981275
Sub-Saharan Africa (IDA & IBRD),,1974,3972709
Sub-Saharan Africa (IDA & IBRD),,1975,3762965
Sub-Saharan Africa (IDA & IBRD),,1976,3467255
Sub-Saharan Africa (IDA & IBRD),,1977,3456204
Sub-Saharan Africa (IDA & IBRD),,1978,3431953
Sub-Saharan Africa (IDA & IBRD),,1979,3319212
Sub-Saharan Africa (IDA & IBRD),,1980,3154195
Sub-Saharan Africa (IDA & IBRD),,1981,3248384
Sub-Saharan Africa (IDA & IBRD),,1982,3250183
Sub-Saharan Africa (IDA & IBRD),,1983,3424141
Sub-Saharan Africa (IDA & IBRD),,1984,3309533
Sub-Saharan Africa (IDA & IBRD),,1985,3383393
Sub-Saharan Africa (IDA & IBRD),,1986,3583233
Sub-Saharan Africa (IDA & IBRD),,1987,4424643
Sub-Saharan Africa (IDA & IBRD),,1988,4359904.3125
Sub-Saharan Africa (IDA & IBRD),,1989,4000483.03125
Sub-Saharan Africa (IDA & IBRD),,1990,4129192.22753906
Sub-Saharan Africa (IDA & IBRD),,1991,3814078.85009766
Sub-Saharan Africa (IDA & IBRD),,1992,4696676.3125
Sub-Saharan Africa (IDA & IBRD),,1993,4661968.34375
Sub-Saharan Africa (IDA & IBRD),,1994,4374405.0625
Sub-Saharan Africa (IDA & IBRD),,1995,4595367.75
Sub-Saharan Africa (IDA & IBRD),,1996,4540054.13125
Sub-Saharan Africa (IDA & IBRD),,1997,4773138.84375
Sub-Saharan Africa (IDA & IBRD),,1998,4953969.38439941
Sub-Saharan Africa (IDA & IBRD),,1999,5177183.94042969
Sub-Saharan Africa (IDA & IBRD),,2000,5414760.90625
Sub-Saharan Africa (IDA & IBRD),,2001,5514528.578125
Sub-Saharan Africa (IDA & IBRD),,2002,5543718.828125
Sub-Saharan Africa (IDA & IBRD),,2003,5849990.25
Sub-Saharan Africa (IDA & IBRD),,2004,6108624.265625
Sub-Saharan Africa (IDA & IBRD),,2005,6107385.5
Sub-Saharan Africa (IDA & IBRD),,2006,5716114.5
Sub-Saharan Africa (IDA & IBRD),,2007,5822353.5
Sub-Saharan Africa (IDA & IBRD),,2008,5850865.5
Sub-Saharan Africa (IDA & IBRD),,2009,5846867
Sub-Saharan Africa (IDA & IBRD),,2010,6204002
Sub-Saharan Africa (IDA & IBRD),,2011,6476535
Sub-Saharan Africa (IDA & IBRD),,2012,6937926
Sub-Saharan Africa (IDA & IBRD),,2013,6866405
Sub-Saharan Africa (IDA & IBRD),,2014,7094442
Sub-Saharan Africa (IDA & IBRD),,2015,7172001.25
Sub-Saharan Africa (IDA & IBRD),,2016,7642646
Sub-Saharan Africa (IDA & IBRD),,2017,8308947
Sub-Saharan Africa (IDA & IBRD),,2018,8293955.75
Sub-Saharan Africa (excluding high income),,1960,1972445
Sub-Saharan Africa (excluding high income),,1961,2144006
Sub-Saharan Africa (excluding high income),,1962,2294433
Sub-Saharan Africa (excluding high income),,1963,2428989
Sub-Saharan Africa (excluding high income),,1964,2808872
Sub-Saharan Africa (excluding high income),,1965,2853726
Sub-Saharan Africa (excluding high income),,1966,3013181
Sub-Saharan Africa (excluding high income),,1967,3422261
Sub-Saharan Africa (excluding high income),,1968,3939411
Sub-Saharan Africa (excluding high income),,1969,3926733
Sub-Saharan Africa (excluding high income),,1970,3441752
Sub-Saharan Africa (excluding high income),,1971,3491622
Sub-Saharan Africa (excluding high income),,1972,3827400
Sub-Saharan Africa (excluding high income),,1973,3978275
Sub-Saharan Africa (excluding high income),,1974,3969209
Sub-Saharan Africa (excluding high income),,1975,3759015
Sub-Saharan Africa (excluding high income),,1976,3463245
Sub-Saharan Africa (excluding high income),,1977,3451604
Sub-Saharan Africa (excluding high income),,1978,3426553
Sub-Saharan Africa (excluding high income),,1979,3314255
Sub-Saharan Africa (excluding high income),,1980,3149519
Sub-Saharan Africa (excluding high income),,1981,3243163
Sub-Saharan Africa (excluding high income),,1982,3246138
Sub-Saharan Africa (excluding high income),,1983,3420203
Sub-Saharan Africa (excluding high income),,1984,3305799
Sub-Saharan Africa (excluding high income),,1985,3379275
Sub-Saharan Africa (excluding high income),,1986,3578691
Sub-Saharan Africa (excluding high income),,1987,4420743
Sub-Saharan Africa (excluding high income),,1988,4355561.3125
Sub-Saharan Africa (excluding high income),,1989,3996071.03125
Sub-Saharan Africa (excluding high income),,1990,4123755.22753906
Sub-Saharan Africa (excluding high income),,1991,3805928.85009766
Sub-Saharan Africa (excluding high income),,1992,4690013.3125
Sub-Saharan Africa (excluding high income),,1993,4656790.34375
Sub-Saharan Africa (excluding high income),,1994,4369936.0625
Sub-Saharan Africa (excluding high income),,1995,4591359.75
Sub-Saharan Africa (excluding high income),,1996,4535347.13125
Sub-Saharan Africa (excluding high income),,1997,4759095.84375
Sub-Saharan Africa (excluding high income),,1998,4930083.38439941
Sub-Saharan Africa (excluding high income),,1999,5142960.94042969
Sub-Saharan Africa (excluding high income),,2000,5381982.90625
Sub-Saharan Africa (excluding high income),,2001,5460937.578125
Sub-Saharan Africa (excluding high income),,2002,5480335.828125
Sub-Saharan Africa (excluding high income),,2003,5763970.25
Sub-Saharan Africa (excluding high income),,2004,6007953.265625
Sub-Saharan Africa (excluding high income),,2005,5998705.5
Sub-Saharan Africa (excluding high income),,2006,5623375.5
Sub-Saharan Africa (excluding high income),,2007,5756839.5
Sub-Saharan Africa (excluding high income),,2008,5781666.5
Sub-Saharan Africa (excluding high income),,2009,5765753
Sub-Saharan Africa (excluding high income),,2010,6116891
Sub-Saharan Africa (excluding high income),,2011,6401054
Sub-Saharan Africa (excluding high income),,2012,6869239
Sub-Saharan Africa (excluding high income),,2013,6792278
Sub-Saharan Africa (excluding high income),,2014,7019326
Sub-Saharan Africa (excluding high income),,2015,7067017.25
Sub-Saharan Africa (excluding high income),,2016,7515518
Sub-Saharan Africa (excluding high income),,2017,8166182
Sub-Saharan Africa (excluding high income),,2018,8148341.75
Sudan,SDN,1960,17100
Sudan,SDN,1961,18000
Sudan,SDN,1962,19500
Sudan,SDN,1963,19900
Sudan,SDN,1964,20100
Sudan,SDN,1965,20000
Sudan,SDN,1966,20500
Sudan,SDN,1967,20500
Sudan,SDN,1968,22000
Sudan,SDN,1969,22300
Sudan,SDN,1970,22200
Sudan,SDN,1971,22200
Sudan,SDN,1972,22200
Sudan,SDN,1973,22600
Sudan,SDN,1974,22600
Sudan,SDN,1975,22600
Sudan,SDN,1976,24700
Sudan,SDN,1977,23570
Sudan,SDN,1978,26610
Sudan,SDN,1979,28520
Sudan,SDN,1980,26060
Sudan,SDN,1981,28530
Sudan,SDN,1982,29710
Sudan,SDN,1983,29500
Sudan,SDN,1984,29780
Sudan,SDN,1985,26290
Sudan,SDN,1986,23942
Sudan,SDN,1987,27200
Sudan,SDN,1988,29200
Sudan,SDN,1989,30200
Sudan,SDN,1990,31500
Sudan,SDN,1991,33113
Sudan,SDN,1992,35023
Sudan,SDN,1993,40014
Sudan,SDN,1994,44013
Sudan,SDN,1995,44003
Sudan,SDN,1996,45009.6
Sudan,SDN,1997,47010
Sudan,SDN,1998,49513
Sudan,SDN,1999,49513.5
Sudan,SDN,2000,53010
Sudan,SDN,2001,58007.5
Sudan,SDN,2002,57007.5
Sudan,SDN,2003,59007.5
Sudan,SDN,2004,63007.5
Sudan,SDN,2005,59007.5
Sudan,SDN,2006,57007.5
Sudan,SDN,2007,65516.5
Sudan,SDN,2008,68602.5
Sudan,SDN,2009,71698
Sudan,SDN,2010,71358
Sudan,SDN,2011,71008
Sudan,SDN,2012,34008
Sudan,SDN,2013,33708
Sudan,SDN,2014,33508
Sudan,SDN,2015,33008
Sudan,SDN,2016,35502
Sudan,SDN,2017,38390
Sudan,SDN,2018,41041
Suriname,SUR,1960,4510
Suriname,SUR,1961,7300
Suriname,SUR,1962,5350
Suriname,SUR,1963,5550
Suriname,SUR,1964,5910
Suriname,SUR,1965,6610
Suriname,SUR,1966,6580
Suriname,SUR,1967,6510
Suriname,SUR,1968,7600
Suriname,SUR,1969,9900
Suriname,SUR,1970,11750
Suriname,SUR,1971,10400
Suriname,SUR,1972,12120
Suriname,SUR,1973,11610
Suriname,SUR,1974,10501
Suriname,SUR,1975,12262
Suriname,SUR,1976,5993
Suriname,SUR,1977,6897
Suriname,SUR,1978,4474
Suriname,SUR,1979,4535
Suriname,SUR,1980,4046
Suriname,SUR,1981,4620
Suriname,SUR,1982,3796
Suriname,SUR,1983,4520
Suriname,SUR,1984,5095
Suriname,SUR,1985,4909
Suriname,SUR,1986,4540
Suriname,SUR,1987,6626
Suriname,SUR,1988,4602
Suriname,SUR,1989,7786
Suriname,SUR,1990,7670
Suriname,SUR,1991,8186
Suriname,SUR,1992,11269
Suriname,SUR,1993,9577
Suriname,SUR,1994,14765
Suriname,SUR,1995,14300
Suriname,SUR,1996,16177
Suriname,SUR,1997,16617
Suriname,SUR,1998,21577
Suriname,SUR,1999,24247
Suriname,SUR,2000,24238
Suriname,SUR,2001,28557
Suriname,SUR,2002,30705
Suriname,SUR,2003,35594
Suriname,SUR,2004,32872
Suriname,SUR,2005,29620
Suriname,SUR,2006,31921
Suriname,SUR,2007,30901
Suriname,SUR,2008,24132
Suriname,SUR,2009,26143
Suriname,SUR,2010,35085
Suriname,SUR,2011,35490
Suriname,SUR,2012,39264
Suriname,SUR,2013,39369
Suriname,SUR,2014,38428
Suriname,SUR,2015,44705
Suriname,SUR,2016,47013
Suriname,SUR,2017,46980
Suriname,SUR,2018,46980
Sweden,SWE,1960,249542
Sweden,SWE,1961,268413
Sweden,SWE,1962,293900
Sweden,SWE,1963,341800
Sweden,SWE,1964,377298
Sweden,SWE,1965,370056
Sweden,SWE,1966,319790
Sweden,SWE,1967,341168
Sweden,SWE,1968,318460
Sweden,SWE,1969,269358
Sweden,SWE,1970,285669
