state,race,type,all_workers_n,artists_n,artists_share,location_quotient
Hawaii,Other,Writers And Authors,198250,130,NA,NA
Idaho,Other,Writers And Authors,25710,NA,NA,NA
Illinois,Other,Writers And Authors,112345,245,0.002180782411322266,1.4240855540930673
Indiana,Other,Writers And Authors,61485,25,4.06603236561763e-4,0.2655183719516551
Iowa,Other,Writers And Authors,27340,NA,NA,NA
Kansas,Other,Writers And Authors,43715,80,0.001830035456936978,1.195042221622602
Kentucky,Other,Writers And Authors,36080,NA,NA,NA
Louisiana,Other,Writers And Authors,42460,NA,NA,NA
Maine,Other,Writers And Authors,14700,20,0.0013605442176870747,0.8884569850039462
Maryland,Other,Writers And Authors,85910,110,0.0012804097311139564,0.8361278924172862
Massachusetts,Other,Writers And Authors,97815,210,0.0021469099831314216,1.4019663204555448
Michigan,Other,Writers And Authors,120390,140,0.0011628872829969267,0.759383867072897
Minnesota,Other,Writers And Authors,83065,120,0.0014446517787275023,0.9433805583259864
Mississippi,Other,Writers And Authors,17430,NA,NA,NA
Missouri,Other,Writers And Authors,70070,40,5.708577137148566e-4,0.3727791545471104
Montana,Other,Writers And Authors,37130,45,0.0012119579854565042,0.7914278152169546
Nebraska,Other,Writers And Authors,24240,25,0.0010313531353135313,0.6734899793501449
Nevada,Other,Writers And Authors,69460,175,0.002519435646415203,1.645231495769257
New Hampshire,Other,Writers And Authors,12270,10,0.00081499592502037475,0.5322052844155668
New Jersey,Other,Writers And Authors,85410,90,0.001053740779768177,0.6881094667838783
New Mexico,Other,Writers And Authors,91840,40,4.355400696864112e-4,0.2844145836140682
New York,Other,Writers And Authors,234265,625,0.0026679188098947767,1.7421933600247064
North Carolina,Other,Writers And Authors,145630,70,4.8067019158140486e-4,0.31388527005735795
North Dakota,Other,Writers And Authors,23305,35,0.0015018236429950654,0.9807146938093336
Ohio,Other,Writers And Authors,121180,85,7.014358805083347e-4,0.4580487715639672
Oklahoma,Other,Writers And Authors,242885,125,5.146468493319884e-4,0.3360725672529698
Oregon,Other,Writers And Authors,93460,155,0.0016584635138026963,1.0830030175109628
Pennsylvania,Other,Writers And Authors,104810,140,0.0013357504054956589,0.8722662318185868
Rhode Island,Other,Writers And Authors,16140,NA,NA,NA
South Carolina,Other,Writers And Authors,46335,NA,NA,NA
South Dakota,Other,Writers And Authors,32695,40,0.0012234286588163328,0.7989183471208448
Tennessee,Other,Writers And Authors,60575,55,9.079653322327692e-4,0.59291578404927
Texas,Other,Writers And Authors,261190,415,0.00158888165703128,1.0375649598025527
Utah,Other,Writers And Authors,57995,145,0.002500215535822053,1.6326804582601184
Vermont,Other,Writers And Authors,5900,NA,NA,NA
Virginia,Other,Writers And Authors,128845,160,0.0012418021653925258,0.8109165387594713
Washington,Other,Writers And Authors,214925,315,0.0014656275444922648,0.9570780665489762
West Virginia,Other,Writers And Authors,10700,NA,NA,NA
Wisconsin,Other,Writers And Authors,66920,65,9.713090257023312e-4,0.6342802220347211
Wyoming,Other,Writers And Authors,10830,35,0.0032317636195752534,2.1103929768445537
Puerto Rico,Other,Writers And Authors,2275,0,NA,NA
Alabama,Hispanic,Photographers,88165,75,8.50677706572903e-4,1.054230289161356
Alaska,Hispanic,Photographers,26875,NA,NA,NA
Arizona,Hispanic,Photographers,1033370,595,5.757860204960469e-4,0.7135617381206089
Arkansas,Hispanic,Photographers,101405,90,8.875302006804398e-4,1.0999009529381505
California,Hispanic,Photographers,7470730,6910,9.249430778518296e-4,1.1462660898331214
Colorado,Hispanic,Photographers,594525,310,5.214246667507674e-4,0.6461926449431595
Connecticut,Hispanic,Photographers,288845,165,5.712406307881388e-4,0.7079287146275826
Delaware,Hispanic,Photographers,41365,0,NA,NA
District of Columbia,Hispanic,Photographers,44885,NA,NA,NA
Florida,Hispanic,Photographers,2752995,3060,0.0011115167299613692,1.377483616392898
Georgia,Hispanic,Photographers,467240,480,0.0010273093057101277,1.2731268000193263
Hawaii,Hispanic,Photographers,69470,105,0.0015114437886857635,1.8731063598888056
Idaho,Hispanic,Photographers,101285,NA,NA,NA
Illinois,Hispanic,Photographers,1100445,610,5.543212064210388e-4,0.6869607622466145
Indiana,Hispanic,Photographers,212120,225,0.0010607203469734112,1.3145325303211994
Iowa,Hispanic,Photographers,90730,NA,NA,NA
Kansas,Hispanic,Photographers,167495,80,4.776261977969492e-4,0.5919139536911849
Kentucky,Hispanic,Photographers,76325,NA,NA,NA
Louisiana,Hispanic,Photographers,113925,80,7.022163704191353e-4,0.8702447019838053
Maine,Hispanic,Photographers,10935,NA,NA,NA
Maryland,Hispanic,Photographers,321570,180,5.59753708368318e-4,0.6936931687202982
Massachusetts,Hispanic,Photographers,401715,120,2.987192412531272e-4,0.3701976314308839
Michigan,Hispanic,Photographers,236520,165,6.976154236428209e-4,0.8645428275689333
Minnesota,Hispanic,Photographers,149745,160,0.001068483087916124,1.3241527620088152
Mississippi,Hispanic,Photographers,38780,NA,NA,NA
Missouri,Hispanic,Photographers,121550,120,9.872480460715754e-4,1.223479568163369
Montana,Hispanic,Photographers,19215,NA,NA,NA
Nebraska,Hispanic,Photographers,99485,NA,NA,NA
Nevada,Hispanic,Photographers,430565,535,0.0012425533891514638,1.539875100313692
New Hampshire,Hispanic,Photographers,25860,0,NA,NA
New Jersey,Hispanic,Photographers,928940,720,7.750769694490494e-4,0.9605395925049466
New Mexico,Hispanic,Photographers,459615,495,0.0010769883489442252,1.3346931861010027
New York,Hispanic,Photographers,1819490,1865,0.001025012503503729,1.2702804124444682
North Carolina,Hispanic,Photographers,451040,180,3.990776871230933e-4,0.49457013184060455
North Dakota,Hispanic,Photographers,14510,NA,NA,NA
Ohio,Hispanic,Photographers,204545,115,5.622234716077147e-4,0.6967539039363635
Oklahoma,Hispanic,Photographers,187725,125,6.658676255160474e-4,0.8251983259547294
Oregon,Hispanic,Photographers,266060,55,2.06720288656694e-4,0.2561849076356262
Pennsylvania,Hispanic,Photographers,423215,270,6.379736067956003e-4,0.7906297470507411
Rhode Island,Hispanic,Photographers,78695,55,6.989008196200521e-4,0.8661357967537288
South Carolina,Hispanic,Photographers,134610,75,5.571651437486071e-4,0.6904852049915381
South Dakota,Hispanic,Photographers,15565,NA,NA,NA
Tennessee,Hispanic,Photographers,167595,20,1.1933530236582236e-4,0.14789019313449836
Texas,Hispanic,Photographers,5220455,4040,7.738789051912141e-4,0.9590548520219028
Utah,Hispanic,Photographers,213410,55,2.5771988191743595e-4,0.3193878287125004
Vermont,Hispanic,Photographers,6470,NA,NA,NA
Virginia,Hispanic,Photographers,427525,200,4.6780890006432375e-4,0.5797475450178645
Washington,Hispanic,Photographers,448570,170,3.7898209866910407e-4,0.46966601379093154
West Virginia,Hispanic,Photographers,12005,0,NA,NA
Wisconsin,Hispanic,Photographers,186120,65,3.492370513647109e-4,0.4328034869155536
Wyoming,Hispanic,Photographers,27680,NA,NA,NA
Puerto Rico,Hispanic,Photographers,1208905,840,6.948436808516798e-4,NA
Alabama,White,Photographers,1496830,1670,0.0011156911606528463,0.819807124989334
Alaska,White,Photographers,253950,485,0.0019098247686552472,1.4033345499560257
Arizona,White,Photographers,1857110,2825,0.0015211807593518965,1.117759886332383
Arkansas,White,Photographers,1014735,1330,0.0013106870266621337,0.9630896084718936
California,White,Photographers,7686845,17910,0.0023299546172714557,1.712044930985411
Colorado,White,Photographers,2172170,3775,0.0017378934429625674,1.2769998340573685
Connecticut,White,Photographers,1329540,1555,0.0011695774478391022,0.8594026364825542
Delaware,White,Photographers,307920,375,0.0012178487918939984,0.894872301551747
District of Columbia,White,Photographers,183365,235,0.0012815968150955744,0.941714192451068
Florida,White,Photographers,5285390,8020,0.001517390391248328,1.1149747331580768
Georgia,White,Photographers,2773560,4255,0.0015341294221145388,1.1272745319316964
Hawaii,White,Photographers,177700,960,0.005402363534046144,3.96964345796378
Idaho,White,Photographers,688065,610,8.865441491719533e-4,0.6514304636809081
Illinois,White,Photographers,4224420,4740,0.0011220475236837246,0.8244777649347858
Indiana,White,Photographers,2724985,2610,9.578034374501145e-4,0.7037916137127159
Iowa,White,Photographers,1463250,1545,0.0010558687852383394,0.7758497904435425
Kansas,White,Photographers,1178420,1135,9.631540537329644e-4,0.7077232334175791
Kentucky,White,Photographers,1787115,1650,9.232757824762256e-4,0.6784207776291853
Louisiana,White,Photographers,1337315,1485,0.0011104339665673382,0.815944151685656
Maine,White,Photographers,658985,555,8.422042990356382e-4,0.6188496506883232
Maryland,White,Photographers,1690500,2535,0.0014995563442768412,1.1018703192393862
Massachusetts,White,Photographers,2791055,3180,0.0011393541152001662,0.837194605880408
Michigan,White,Photographers,3807850,4090,0.0010740969313392072,0.7892437874346935
Minnesota,White,Photographers,2524705,2925,0.0011585511970705488,0.8513005744955345
Mississippi,White,Photographers,787155,765,9.718543361853765e-4,0.7141161795978943
Missouri,White,Photographers,2479115,2725,0.0010991825711998031,0.8076766540002035
Montana,White,Photographers,472695,710,0.0015020256190566856,1.1036847362836948
Nebraska,White,Photographers,845465,890,0.0010526751550921682,0.7735031188548925
Nevada,White,Photographers,749805,1315,0.001753789318556158,1.288680084407245
New Hampshire,White,Photographers,690940,610,8.828552406866008e-4,0.6487198627849076
New Jersey,White,Photographers,2640925,3610,0.001366945293789108,1.0044280450005645
New Mexico,White,Photographers,374900,580,0.0015470792211256337,1.136790012443582
New York,White,Photographers,5774960,11360,0.001967113192126006,1.445429942836303
North Carolina,White,Photographers,3309215,4215,0.0012737159719147897,0.9359233682352064
North Dakota,White,Photographers,363175,325,8.94885385833276e-4,0.6575595838956576
Ohio,White,Photographers,4775955,4170,8.7312380455846e-4,0.6415692274159224
Oklahoma,White,Photographers,1276415,1295,0.0010145603114974362,0.7454964253820041
Oregon,White,Photographers,1600140,2585,0.0016154836451810466,1.187053415255347
Pennsylvania,White,Photographers,5161830,5950,0.0011526919716457148,0.8469952300421586
Rhode Island,White,Photographers,423445,670,0.0015822597976124409,1.1626406136513934
South Carolina,White,Photographers,1586190,1740,0.0010969682068352469,0.8060495445030524
South Dakota,White,Photographers,398225,315,7.910101073513717e-4,0.5812322843588517
Tennessee,White,Photographers,2455855,3180,0.0012948647212477934,0.9514634173090601
Texas,White,Photographers,6162190,9105,0.001477559114535579,1.0857068088452
Utah,White,Photographers,1227970,2490,0.0020277368339617417,1.4899760459807037
Vermont,White,Photographers,319270,415,0.0012998402605944811,0.9551194314023264
Virginia,White,Photographers,2778485,2865,0.0010311374723995272,0.7576772825035005
Washington,White,Photographers,2668545,3690,0.0013827760071499638,1.0160604143018497
West Virginia,White,Photographers,734535,560,7.623870884300954e-4,0.5602001603464716
Wisconsin,White,Photographers,2597700,2430,9.354428917888902e-4,0.6873611396727546
Wyoming,White,Photographers,260685,255,9.78192070890155e-4,0.7187731314950745
Puerto Rico,White,Photographers,13370,0,NA,NA
Alabama,African-American,Photographers,581200,100,1.7205781142463867e-4,0.27440857836481736
Alaska,African-American,Photographers,13760,0,NA,NA
Arizona,African-American,Photographers,152575,50,3.2770768474520726e-4,0.5226487489615985
Arkansas,African-American,Photographers,200385,NA,NA,NA
California,African-American,Photographers,1066265,1440,0.0013505085508761891,2.1538756563678807
Colorado,African-American,Photographers,118415,45,3.800194232149643e-4,0.6060787871936354
Connecticut,African-American,Photographers,191785,85,4.432046301848424e-4,0.7068505142935425
Delaware,African-American,Photographers,105485,0,NA,NA
District of Columbia,African-American,Photographers,149480,105,7.024351083757025e-4,1.12028752363469
Florida,African-American,Photographers,1569980,1270,8.089275022611753e-4,1.2901282659457602
Georgia,African-American,Photographers,1613775,1180,7.312047838143483e-4,1.1661712046589243
Hawaii,African-American,Photographers,16455,NA,NA,NA
Idaho,African-American,Photographers,5195,0,NA,NA
Illinois,African-American,Photographers,848255,890,0.001049212795680544,1.673350307556246
Indiana,African-American,Photographers,292355,115,3.9335739084332406e-4,0.6273510136904675
Iowa,African-American,Photographers,56060,NA,NA,NA
Kansas,African-American,Photographers,83690,NA,NA,NA
Kentucky,African-American,Photographers,176080,85,4.8273512039981824e-4,0.7698962169683501
Louisiana,African-American,Photographers,656860,550,8.373169320707609e-4,1.335405507415545
Maine,African-American,Photographers,8410,0,NA,NA
Maryland,African-American,Photographers,957780,695,7.25636367433022e-4,1.1572903453111791
Massachusetts,African-American,Photographers,260415,70,2.6880172033101005e-4,0.42870182601594486
Michigan,African-American,Photographers,624375,165,2.642642642642643e-4,0.42146520677524335
Minnesota,African-American,Photographers,171180,NA,NA,NA
Mississippi,African-American,Photographers,488460,165,3.3779633951603e-4,0.5387387677195524
Missouri,African-American,Photographers,340530,50,1.4682994156168326e-4,0.2341735907932221
Montana,African-American,Photographers,2855,NA,NA,NA
Nebraska,African-American,Photographers,45795,NA,NA,NA
Nevada,African-American,Photographers,125635,80,6.367652326182992e-4,1.0155530910694113
New Hampshire,African-American,Photographers,9675,0,NA,NA
New Jersey,African-American,Photographers,584190,405,6.932676012940995e-4,1.105666608928275
New Mexico,African-American,Photographers,19190,NA,NA,NA
New York,African-American,Photographers,1375735,805,5.851417605861593e-4,0.9332207432771112
North Carolina,African-American,Photographers,1079195,565,5.235383781429677e-4,0.8349718090454643
North Dakota,African-American,Photographers,12445,0,NA,NA
Ohio,African-American,Photographers,680665,465,6.831554435735641e-4,1.0895391061934845
Oklahoma,African-American,Photographers,134195,40,2.98073698722009e-4,0.4753866112616173
Oregon,African-American,Photographers,39020,NA,NA,NA
Pennsylvania,African-American,Photographers,636035,485,7.625366528571539e-4,1.216141232583607
Rhode Island,African-American,Photographers,31000,NA,NA,NA
South Carolina,African-American,Photographers,638810,190,2.9742803024373446e-4,0.4743568587165206
South Dakota,African-American,Photographers,8670,0,NA,NA
Tennessee,African-American,Photographers,554550,410,7.393382021458841e-4,1.1791428898333616
Texas,African-American,Photographers,1699445,1160,6.825757820935657e-4,1.0886146257450693
Utah,African-American,Photographers,16855,NA,NA,NA
Vermont,African-American,Photographers,4210,NA,NA,NA
Virginia,African-American,Photographers,837445,290,3.462913982410785e-4,0.5522872196530307
Washington,African-American,Photographers,147305,NA,NA,NA
West Virginia,African-American,Photographers,29055,NA,NA,NA
Wisconsin,African-American,Photographers,160610,NA,NA,NA
Wyoming,African-American,Photographers,2975,0,NA,NA
Puerto Rico,African-American,Photographers,1405,0,NA,NA
Alabama,Asian,Photographers,33515,NA,NA,NA
Alaska,Asian,Photographers,26420,0,NA,NA
Arizona,Asian,Photographers,120580,70,5.805274506551667e-4,0.6590573270980714
Arkansas,Asian,Photographers,24295,0,NA,NA
California,Asian,Photographers,3008795,2960,9.837825441746612e-4,1.1168620765094943
Colorado,Asian,Photographers,97015,105,0.001082306859763954,1.2287141035121183
Connecticut,Asian,Photographers,89425,85,9.505171931786413e-4,1.0790968109950498
Delaware,Asian,Photographers,19880,0,NA,NA
District of Columbia,Asian,Photographers,19090,95,0.00497642744892614,5.649605318896295
Florida,Asian,Photographers,292825,235,8.025271066336549e-4,0.9110876139014809
Georgia,Asian,Photographers,217095,150,6.909417536101705e-4,0.7844077395493623
Hawaii,Asian,Photographers,290190,275,9.476549846652194e-4,1.0758474220293353
Idaho,Asian,Photographers,12030,0,NA,NA
Illinois,Asian,Photographers,378055,325,8.596632765073865e-4,0.9759527832489516
Indiana,Asian,Photographers,76575,NA,NA,NA
Iowa,Asian,Photographers,40760,80,0.001962708537782139,2.228210640725794
Kansas,Asian,Photographers,46470,75,0.0016139444803098771,1.832268110796953
Kentucky,Asian,Photographers,33565,0,NA,NA
Louisiana,Asian,Photographers,41430,0,NA,NA
Maine,Asian,Photographers,8235,0,NA,NA
Maryland,Asian,Photographers,213470,170,7.963648287815618e-4,0.9040917442566387
Massachusetts,Asian,Photographers,249930,150,6.001680470531749e-4,0.681354772206093
Michigan,Asian,Photographers,163870,85,5.18703850613291e-4,0.5888706433345476
Minnesota,Asian,Photographers,143550,105,7.314524555903865e-4,0.8303984587407048
Mississippi,Asian,Photographers,14850,0,NA,NA
Missouri,Asian,Photographers,63375,NA,NA,NA
Montana,Asian,Photographers,4980,0,NA,NA
Nebraska,Asian,Photographers,24515,0,NA,NA
Nevada,Asian,Photographers,131920,210,0.0015918738629472407,1.8072119277172247
New Hampshire,Asian,Photographers,20330,30,0.0014756517461878996,1.6752680591979223
