package,n_total,n_unique
survRM2perm,40,14
survSens,45,16
survsim,4,1
survSNP,8,7
survSpearman,27,12
survtmle,43,18
SurvTrunc,28,16
susieR,191,82
sutteForecastR,1,1
sValues,43,21
svars,174,74
svd,18,11
svDialogs,22,16
svDialogstcltk,2,2
SVDNF,35,14
svenssonm,44,18
svglite,55,33
svgPanZoom,3,3
svgtools,47,30
svGUI,23,12
svgViewR,258,90
svHttp,13,7
svIDE,18,15
svines,99,55
svKomodo,76,14
svMisc,216,75
SVMMaj,47,29
svmpath,19,13
SVN,5,4
svplots,12,3
svrep,4,4
svrpath,18,11
svs,70,49
svSocket,24,15
svSweave,8,5
svTools,62,47
svUnit,116,53
svWidgets,59,54
svydiags,14,7
SvyNom,2,1
svyVGAM,9,9
svyweight,27,16
swa,2,2
swagger,4,3
swamp,23,11
SwarmSVM,54,32
swatches,47,21
swCRTdesign,16,10
swdft,89,48
swdpwr,2,2
sweater,33,26
sweep,53,49
sweidnumbr,52,39
swephR,61,61
swfscAirDAS,42,37
swfscDAS,41,35
swfscMisc,75,54
swgee,3,2
SWIM,279,51
SwimmeR,97,52
swimplot,3,2
swirl,358,214
swirlify,33,29
swissMrP,5,3
swissparl,40,26
switchboard,245,32
switchcase,4,3
switchr,196,82
swmmr,155,128
SWMPr,99,59
SWMPrExtension,81,47
SWTools,37,32
sybil,140,51
sybilcycleFreeFlux,14,5
sylcount,2,2
syllabifyr,6,4
sylly,19,11
sym.arma,43,2
symbolicDA,40,31
SymbolicDeterminants,14,5
symDMatrix,24,11
symengine,327,167
symmetry,64,54
symmoments,42,10
symSEM,7,4
SymTS,11,11
syn,4,4
synchronicity,7,5
synchrony,99,37
SynchWave,79,39
SyncMove,1,1
SYNCSA,100,35
SynDI,19,6
synlik,22,12
synoptReg,23,14
synr,15,7
syntaxr,12,9
Synth,3,2
synthACS,151,102
synthesis,31,30
synthesisr,50,42
SynthETIC,38,20
synthpop,130,83
SynthTools,8,7
sys,14,13
SyScSelection,55,22
sysfonts,33,15
sysid,318,89
syslognet,2,1
Sysrecon,22,9
systemfit,43,35
systemfonts,29,22
SystemicR,6,5
syt,50,28
syuzhet,23,14
T2Qv,9,7
T4cluster,206,124
T4transport,128,50
tab,77,5
Taba,5,4
tabbycat,6,6
taber,2,2
tabit,1,1
tablaxlsx,7,4
table.express,165,87
table.glue,47,41
table1,44,30
table1xls,17,12
tablecompare,47,24
tabledown,18,11
tableeasy,24,16
tableExtra,73,30
TableHC,5,4
tableHTML,152,31
tableMatrix,74,46
tableone,150,75
tablerDash,31,29
tables,154,65
tableschema.r,115,48
tablesgg,356,87
tablet,52,33
TableToLongForm,16,8
tabnet,189,60
tabr,651,308
tabshiftr,11,7
tabula,39,25
tabularaster,16,13
tabularmaps,2,2
tabularMLC,9,6
tabulate,181,174
tabulator,12,12
tabulog,22,12
tabuSearch,2,1
tacmagic,86,51
tactile,76,27
TAF,92,62
TAG,37,16
tagcloud,45,25
TailClassifier,2,2
tailDepFun,766,99
tailloss,23,15
TailRank,12,6
tailTransform,2,1
taipan,1,1
takos,73,37
TAM,732,410
tanaka,2,2
TanB,6,6
TANDEM,4,4
TangPoemR,1,1
tangram,421,170
tangram.pipe,27,23
TapeR,51,15
tapkee,1,1
tapnet,27,14
TAR,98,20
tarchetypes,271,149
tardis,10,8
targeted,246,70
targets,1596,981
Tariff,13,8
tashu,7,6
taskscheduleR,8,8
tastypie,3,3
tatest,6,5
tatoo,163,109
tau,2,1
TauStar,50,30
tauturri,59,20
taxa,614,353
taxadb,45,35
taxalight,44,27
TaxicabCA,18,12
taxize,1530,503
taxizedb,169,78
taxlist,18,17
taxonbridge,17,17
taxonomizr,31,17
Taxonstand,2,2
taylor,25,23
tayloRswift,3,2
tbd,38,11
TBEST,36,14
TBFmultinomial,21,14
tbl2xts,2,2
tbm,18,9
tbma,1,1
tboot,17,8
TBRDist,11,8
tbrf,34,17
TCA,56,22
tcftt,9,6
TCGAretriever,18,10
tcgaViz,24,19
TcGSA,43,15
tci,195,55
TCIApathfinder,188,25
TCIU,100,42
tcl,120,31
tcltk2,298,130
tclust,5,3
Tcomp,1,1
tcpl,396,138
tcplfit2,86,38
tcsinvest,30,25
td,2,2
TDA,44,26
TDAkit,97,53
TDApplied,57,15
TDAstats,14,10
tdaunif,67,39
TDAvec,7,7
TDboost,8,6
tdcmStan,3,3
TDCor,112,28
tdigest,14,14
TDPanalysis,12,10
tdr,28,18
tdROC,7,5
tdsc,14,10
TE,25,13
tea,108,28
teachingApps,49,41
TeachingDemos,321,124
TeachingSampling,101,49
TeachNet,106,36
tealeaves,75,15
TEAM,13,9
teamcolors,14,9
teda,6,6
teigen,46,33
Tejapi,21,12
telefit,83,44
telegram,74,29
telegram.bot,211,66
telemac,186,109
TELP,20,20
TempCont,1,1
tempdisagg,38,22
temperatureresponse,41,17
templates,24,19
templr,42,17
tempoR,10,9
Temporal,156,55
TemporalGSSA,3,2
tempR,37,26
Tendril,40,26
tenispolaR,1,1
tensor,2,1
tensorA,256,79
tensorBF,34,24
tensorBSS,105,47
TensorClustering,42,16
TensorComplete,117,40
tensorflow,125,84
tensorFun,16,9
tensorr,46,20
tensorregress,91,23
tensorsparse,66,28
TensorTest2D,14,7
tensorTS,99,53
tensr,78,41
TEQR,20,12
tergm,94,69
tergmLite,24,22
term,134,103
terminaldigits,21,18
Ternary,85,56
ternvis,46,15
terra,306,36
terrainmeshr,2,2
terrainr,31,21
TesiproV,94,25
TESS,140,39
tessellation,31,25
tesselle,6,5
tesseract,31,22
test2norm,9,4
testarguments,3,3
testassay,12,6
TestCor,46,21
testcorr,5,3
testdat,71,46
TestDataImputation,10,10
TestDesign,209,179
TestDimorph,99,46
testequavar,9,4
tester,150,143
testforDEP,64,26
TestFunctions,83,78
TestGardener,63,36
TestingSimilarity,49,15
testit,12,10
TestScorer,24,21
testthat,760,377
testthis,103,78
testtwice,8,2
tetraclasse,4,3
tetragon,60,23
TeXCheckR,188,97
TexExamRandomizer,62,39
texmex,515,220
TExPosition,12,6
texPreview,126,43
texreg,228,103
text,162,70
text.alignment,26,17
text2map,11,9
text2sdg,26,12
text2speech,27,17
text2vec,167,97
textcat,5,5
textclean,125,80
textdata,72,49
texteffect,20,14
texter,9,9
textfeatures,109,55
TextForecast,35,17
textgRid,20,11
textir,13,11
textmineR,95,38
TextMiningGUI,68,41
textometry,2,1
textplot,26,19
textrank,13,9
textrecipes,152,112
textreg,74,39
textreuse,133,82
textshape,139,107
textshaping,3,3
textstem,12,8
textTinyR,93,68
textTools,40,38
textutils,19,16
tfaddons,58,52
tfarima,689,188
tfautograph,226,96
tfCox,31,17
tfdatasets,172,100
tfdeploy,42,26
tfer,9,6
tfestimators,190,103
tfhub,13,9
tfio,11,11
TFisher,72,34
TFMPvalue,4,4
tfplot,15,15
tfprobability,78,48
tframe,179,102
tframePlus,64,57
tfruns,141,75
tfse,195,129
tgamtheme,8,4
tgcd,29,15
tggd,12,10
tglkmeans,13,9
tgp,49,25
tgram,2,1
TGS,26,20
TGST,34,18
tgstat,5,5
tgver,31,20
thaipdf,7,5
thankr,8,5
ThankYouStars,13,6
theft,75,40
theiaR,17,5
thematic,163,95
themis,80,60
ThermalSampleR,2,2
Thermimage,101,41
ThermIndex,7,7
thermocouple,118,102
TheSFACE,6,6
thestats,1,1
thewitcher,7,6
thgenetics,5,5
thief,15,8
thinkr,23,17
this.path,73,45
ThomasJeffersonUniv,6,5
thor,87,66
thorn,2,2
thredds,30,9
ThreeArmedTrials,36,29
threeBrain,218,76
threejs,17,15
threesixtygiving,16,8
ThreeWay,173,38
ThreeWiseMonkeys,2,2
threewords,5,5
threg,26,5
thregI,82,12
Thresher,15,10
ThresholdROC,304,82
ThresholdROCsurvival,17,7
threshr,25,17
thriftr,70,41
thurstonianIRT,100,49
tibble,481,290
tibbletime,301,159
tictactoe,47,32
tictoc,63,33
TideCurves,8,4
TideHarmonics,13,9
Tides,29,6
TideTables,24,8
tidybayes,187,132
tidyBdE,31,16
tidybins,17,13
tidyboot,13,6
tidycat,5,1
tidyCDISC,192,125
tidycensus,41,21
tidycharts,209,60
tidycmprsk,47,36
tidycode,21,14
tidycomm,57,35
tidycwl,70,49
tidydatatutor,8,5
TidyDensity,417,96
tidydice,14,8
tidydr,18,17
tidyEmoji,8,7
tidyestimate,10,7
tidyfast,32,28
tidyfit,43,10
tidyfst,145,93
tidyft,91,72
tidygapminder,3,2
tidygate,19,10
tidygenomics,28,18
tidygeocoder,216,93
tidygeoRSS,22,14
tidygraph,428,288
tidyHeatmap,49,34
tidyhydat,141,54
tidyjson,126,57
tidylda,42,21
tidylog,87,81
tidyLPA,89,47
tidymodels,37,23
tidymv,22,8
tidync,59,36
tidypaleo,98,71
tidyplus,18,17
tidypmc,16,13
tidyposterior,61,49
tidypredict,105,73
tidyquant,265,202
tidyquery,59,30
tidyqwi,6,5
tidyr,202,129
tidyREDCap,13,10
tidyrgee,89,60
tidyRSS,24,15
tidyrules,24,14
tidyselect,236,129
tidySEM,796,627
tidyseurat,80,57
tidysmd,3,3
tidysq,296,226
tidystats,50,35
tidystringdist,9,7
tidysynth,34,15
tidytable,543,330
tidytags,7,5
tidyterra,151,84
tidytext,47,38
tidytidbits,74,68
tidytransit,62,49
tidytreatment,51,43
tidytree,78,52
tidytuesdayR,91,47
tidyUSDA,12,6
tidyverse,29,19
tidyvpc,74,41
tidywikidatar,129,39
tidyxl,38,29
TIGERr,18,9
tigerstats,203,77
tigger,38,24
tightClust,12,8
tigris,104,56
tikzDevice,48,37
tiledb,623,431
TileManager,3,3
tilemaps,27,15
tiler,6,4
tilting,4,4
timbeR,39,18
timbr,65,44
time.slots,1,1
timechange,45,31
timeDate,873,421
timedelay,36,14
timedeppar,23,17
timelineS,3,2
timeordered,28,15
timeperiodsR,80,35
timeR,3,2
timereg,316,127
timeROC,34,25
timeSeq,4,4
timeSeries,94,44
TimeSeries.OBeu,16,11
timeseriesdb,58,33
timetk,427,313
timetools,199,82
TimeVarConcurrentModel,14,8
timevis,20,19
TimeVTree,12,7
TIMP,321,69
timsac,65,44
timsr,30,16
Tinflex,53,31
tinkr,109,57
tinsel,14,11
tint,24,21
tinter,13,9
tinyarray,54,29
tinylabels,42,28
tinyProject,26,26
tinyspotifyr,40,30
tinytest,124,71
tinytex,135,85
tinytiger,106,53
tipa,14,7
TipDatingBeast,6,6
tipitaka,6,6
tipmap,23,9
TippingPoint,13,10
tippy,8,8
tipr,46,28
TiPS,3,3
tipsae,13,12
tis,982,325
TITAN2,24,16
titeIR,3,3
titrationCurves,1,1
TKCat,430,148
tkImgR,41,24
tkrplot,11,5
tkRplotR,21,6
tLagPropOdds,2,2
tlars,6,1
Tlasso,14,10
tldr,31,24
tlm,388,15
TLMoments,393,166
tlrmvnmvt,19,15
tls,5,3
tm,156,53
tm.plugin.alceste,5,2
tm.plugin.dc,18,12
tm.plugin.europresse,5,2
tm.plugin.factiva,5,2
tm.plugin.koRpus,7,5
tm.plugin.lexisnexis,18,3
tm.plugin.mail,6,6
tm1r,43,18
tmap,725,269
tmaptools,111,38
TMB,338,139
tmbstan,4,4
TmCalculator,36,9
tmcn,24,22
TMDb,11,2
Tmisc,49,29
tmle,55,17
tmod,194,39
tmpm,7,4
tmsens,23,10
tmt,88,37
TMTI,68,25
tmvmixnorm,55,26
tmvnsim,1,1
tmvtnorm,125,38
tmvtnsim,9,7
tnet,1,1
toastui,150,74
TOC,5,3
todor,23,13
togglr,66,28
TOHM,16,9
tokenbrowser,51,30
tokenizers,25,17
tokenizers.bpe,14,10
tolerance,403,100
tongfen,66,40
toolbox,13,13
toolmaRk,5,3
tools4uplift,55,31
ToolsForCoDa,11,5
toolStability,13,12
TooManyCellsR,13,4
toOrdinal,3,1
TopDom,94,31
topdowntimeratio,26,16
topicdoc,28,15
topicmodels,11,6
topicmodels.etm,14,7
TopicScore,6,5
TopKLists,27,18
topmodel,11,11
topoDistance,33,9
topologyGSA,7,7
topr,106,63
topsis,5,3
TopSisWM,1,1
tor,7,2
torch,3848,3307
torchdatasets,14,4
torchopt,92,25
torchvision,189,117
torchvisionlib,21,17
TORDs,21,7
tornado,7,7
tosca,78,61
toscutil,33,24
tosr,27,13
TOSTER,77,45
totalcensus,127,60
TotalCopheneticIndex,3,3
TOU,12,7
touch,24,23
touchard,174,61
TouRnament,1,1
tourr,434,122
ToxCrit,1,1
toxEval,63,32
toxpiR,28,20
TP.idm,13,7
tpAUC,17,7
TPCselect,37,16
TPD,29,17
TPEA,12,9
TPES,13,6
tpfp,2,1
TPLSr,15,10
Tplyr,375,235
TPmsm,122,87
tpn,90,19
tpr,11,10
TR8,58,35
TraceAssist,22,14
tracee,21,14
tracer,34,21
tracerer,28,19
tracheideR,17,13
track2KBA,7,7
trackdem,87,48
trackdf,58,43
trackdown,73,42
trackeR,343,183
trackeRapp,50,30
TrackReconstruction,10,6
trackter,46,7
tractor.base,208,97
tradepolicy,8,5
TRADER,46,18
tradestatistics,24,9
Trading,39,17
TrafficBDE,17,10
trafo,139,105
traineR,67,41
trainR,69,19
traipse,20,14
traitdataform,19,9
traits,162,63
TraitStats,11,11
traj,7,7
TrajDataMining,6,3
trajectories,140,78
trajeR,257,97
trajr,74,47
tram,216,96
TraMineR,742,306
TraMineRextras,74,55
tramME,159,65
tramnet,10,9
trampoline,5,5
TRAMPR,82,55
tramvs,31,15
transcribeR,7,5
transforEmotion,20,16
transformmos,3,3
transformr,78,48
transfR,73,36
transmdl,23,14
transmem,19,12
TransModel,11,7
TransP,2,2
TransPhylo,144,65
transplantr,60,52
transport,140,72
tranSurv,107,32
transx,177,111
trapezoid,1,1
Tratamentos.ad,148,25
traudem,9,5
trawl,116,37
TRD,35,16
treasuryTR,4,4
TreatmentSelection,80,31
tree,54,24
tree.interpreter,22,14
treebalance,96,44
treebase,52,21
TreeBUGS,191,103
treeclim,94,60
treeClust,28,18
treecm,47,35
treeDA,29,20
treedata.table,15,14
treedater,42,11
TreeDep,80,49
TreeDiagram,15,9
TreeDimensionTest,23,12
TreeDist,179,112
treeducken,83,54
treefit,28,18
treeheatr,29,24
treemap,131,31
treemapify,26,16
treemisc,37,34
treenomial,35,17
treeplyr,43,37
TreeSearch,178,116
TreeSim,92,48
TreeSimGM,41,13
treespace,40,16
treestartr,22,11
treestructure,7,6
TreeTools,500,365
treetop,1,1
trekcolors,24,15
trelliscopejs,125,64
trelloR,102,82
tremendousr,10,9
TrenchR,92,40
trend,23,22
trendchange,4,4
trendeval,5,5
trending,49,38
TrendInTrend,53,11
trendsegmentR,28,10
TrendSLR,4,4
TrendTM,6,3
Trendtwosub,25,7
trendyy,9,9
TRES,126,40
TRexSelector,8,7
TriadSim,13,7
trialr,106,52
TrialSize,83,15
triangle,14,11
triangulation,7,3
triangulr,38,20
tribe,16,14
tricolore,37,23
TriDimRegression,45,30
triebeard,100,83
TriMatch,59,31
trimcluster,2,2
trimmer,19,12
trimr,4,4
trinROC,82,27
TrioSGL,1,1
trip,128,62
tripack,57,34
tripEstimation,87,17
TripleR,91,34
triplot,17,13
triversity,6,4
TRMF,42,34
tRnslate,6,5
troopdata,3,3
tropAlgebra,12,12
TropFishR,190,41
trotter,13,12
trouBBlme4SolveR,16,7
TrtCombo.FactorialExp.SR,1,1
trtf,16,12
truelies,50,23
TrueSkillThroughTime,127,52
truh,2,2
TruncatedNormal,116,40
truncdist,13,7
TruncExpFam,235,175
truncnorm,5,5
truncnormbayes,9,3
truncreg,18,13
truncSP,84,40
trust,3,3
trustedtimestamping,9,9
trustOptim,10,7
TrustVDJ,7,5
truthiness,71,44
tryCatchLog,20,14
ts.extend,8,4
ts2net,25,21
TSA,186,47
tsallisqexp,103,32
TSANN,1,1
tsapp,81,51
tsbox,357,152
tsBSS,156,90
TSCI,52,30
TSclust,156,91
tscopula,146,88
tscount,274,79
TSCS,14,7
tsdb,20,14
tsdecomp,89,28
TSdeeplearning,15,5
tsdf,25,17
TSDFGS,16,8
tsdisagg2,1,1
TSdisaggregation,17,11
TSdist,122,87
TSDT,150,61
tsDyn,1445,423
TSE,11,11
TSEind,11,11
tsensembler,112,42
tsentiment,19,12
TSEntropies,7,7
tseries,56,24
tseriesChaos,24,21
tseriesEntropy,59,38
TSeriesMMA,1,1
TSEtools,22,6
TSEwgt,11,11
TSF,7,3
tsfeatures,118,47
tsfgrnn,48,29
tsfknn,44,28
tsfngm,1,1
TSGS,3,3
TSGSIS,9,5
tsgui,37,27
TSHRC,1,1
tsibble,869,435
tsibbledata,8,4
tsibbletalk,162,102
tsintermittent,46,18
tsiR,39,25
TSLSTM,5,2
TSMN,62,25
tsModel,25,17
tsmp,299,140
TSMSN,19,9
tsna,47,33
tsoutliers,59,27
TSP,92,60
tsPI,29,13
tspmeta,96,57
TSPred,1631,204
tsqn,9,9
TSrepr,83,63
tsriadditive,105,51
tsrobprep,27,12
TSS.RESTREND,35,14
tsSelect,2,2
tssim,7,4
TSsmoothing,31,9
TSSS,127,54
TSstudio,55,30
tstools,68,52
TSTutorial,112,42
tsutils,84,50
TSVC,44,20
tsviz,9,5
tsvr,195,100
tswge,141,73
tsxtreme,135,56
TT,6,6
TTAinterfaceTrendAnalysis,83,26
ttbary,33,26
TTCA,33,15
ttcg,14,6
ttdo,14,7
tth,4,2
tTOlr,2,2
TTR,105,30
TTS,66,10
ttScreening,4,2
ttservice,2,2
ttt,17,13
ttTensor,2,2
tttplot,3,1
ttutils,11,10
tuber,76,29
tubern,15,11
tuckerR.mmgg,12,8
TUFLOWR,2,2
tufte,13,11
TukeyC,27,18
tukeyGH,78,43
TukeyRegion,3,3
tukeytrend,10,6
TULIP,112,41
tumgr,36,18
tune,449,321
TunePareto,80,48
tuneRanger,41,18
tuple,7,7
turboEM,35,28
turner,31,25
TurtleGraphics,4,4
Tushare,5,1
tvem,3,3
tvgarch,64,41
tvgeom,9,7
tvm,56,43
tvmComp,33,33
tvmediation,29,12
TVMM,68,36
tvR,25,18
tvReg,67,45
tvthemes,35,15
twang,114,53
twangContinuous,25,13
twangMediation,49,20
twangRDC,14,9
tweedie,47,27
tweenr,291,165
tweetcheck,10,10
twenty48,6,3
twfy,43,21
twilio,16,8
twinning,13,9
Twitmo,13,13
twitteR,154,89
TwitterAutomatedTrading,8,7
twitterwidget,3,3
twl,23,12
twn,18,15
TwoArmSurvSim,56,26
twopartm,41,10
TwoPhaseInd,21,11
TwoRegression,32,24
twosamples,113,36
TwoSampleTest.HD,30,17
twosigma,24,12
twostageTE,32,13
TwoStepCLogit,15,10
twoway,19,13
TwoWayFEWeights,43,24
twowaytests,18,10
twoxtwo,28,14
txshift,36,16
txtplot,20,9
txtq,9,8
typed,74,12
typehint,7,4
types,2,2
typetracer,32,19
tzdb,4,4
tzupdater,2,1
u5mr,7,3
uaparserjs,4,4
uavRmp,120,49
UBCRM,111,16
ubiquity,119,69
UBL,115,60
ubms,170,94
uCAREChemSuiteCLI,6,4
uchardet,2,2
ucie,23,12
uclust,149,42
ucminf,1,1
UComp,31,22
UCR.ColumnNames,1,1
UCSCXenaShiny,149,49
UCSCXenaTools,102,31
UdderQuarterInfectionData,3,2
udpipe,252,106
ufRisk,5,5
ufs,246,153
ugatsdb,21,14
uGMAR,355,133
ugomquantreg,9,9
uHMM,24,11
ui,65,27
uiucthemes,12,7
uk2us,1,1
UKB.COVID19,7,6
ukbtools,36,28
UKFE,541,156
uklr,88,54
ukpolice,76,30
ulid,4,3
Ultimixt,17,4
umap,121,76
Umatrix,87,50
umbridge,20,11
umiAnalyzer,32,18
Umoments,67,36
ump,5,4
Umpire,41,29
UMR,72,35
umx,625,254
unbalhaar,9,7
UncDecomp,47,27
uncertainty,1,1
UNCLES,49,34
uncmbb,1,1
uncorbets,11,7
understandBPMN,185,44
unglue,24,11
ungroup,81,41
unheadr,14,10
uni.survival.tree,12,9
uniah,14,10
Unicode,15,5
unifDAG,20,9
unifed,63,24
UnifiedDoseFinding,51,27
unifir,27,12
uniformly,45,39
UniIsoRegression,2,2
unikn,48,25
unine,6,6
UniprotR,78,60
uniqtag,9,8
uniReg,39,10
unisensR,21,12
uniset,57,33
uniswappeR,127,60
UnitCircle,1,1
unitedR,11,5
unitizer,339,200
unitquantreg,171,157
units,158,118
UnitStat,4,2
unittest,13,9
unival,22,5
univariateML,101,63
universals,37,36
univOutl,3,3
UnivRNG,19,17
unix,36,30
unjoin,4,3
unmarked,443,133
unnest,9,7
UNPaC,14,7
unpivotr,59,35
unrepx,33,21
unrtf,2,1
unstruwwel,29,22
unsystation,10,6
untb,72,19
unusualprofile,9,9
UPCM,20,17
updater,11,9
updog,105,78
UPG,18,11
UPMASK,10,8
upsetjs,106,50
UpSetR,83,48
upstartr,30,27
UPSvarApprox,13,13
uptasticsearch,5,3
uptimeRobot,9,6
urbin,8,7
urca,38,21
urlchecker,10,7
urlshorteneR,237,40
urltools,43,26
ursa,1,1
us.census.geoheader,4,3
USAboundaries,9,9
UScensus2010,28,20
uscoauditlog,9,7
usdampr,5,4
usdarnass,12,5
usdata,2,2
usedist,19,12
useful,93,64
usefun,27,27
usemodels,46,20
usethis,933,395
ushr,61,27
usincometaxes,29,22
UsingR,36,22
uskewFactors,36,21
usl,3,3
usmap,23,11
usmapdata,6,4
USP,24,11
UStatBookABSC,13,6
ustfd,14,11
ustyc,3,2
utc,2,2
utf8,31,23
utile.tables,15,13
utile.tools,14,13
utile.visuals,3,3
utilities,59,29
utility,120,78
UtilityFrailtyPH12,5,4
utilityFunctionTools,17,8
utilsIPEA,7,7
utiml,316,173
utr.annotation,73,44
uuid,21,19
uwedragon,4,2
UWHAM,10,5
uwo4419,66,29
uwot,166,106
uxr,9,7
V8,47,34
vacuum,6,5
vader,46,30
vagalumeR,10,6
vagam,118,5
VAJointSurv,64,40
valaddin,112,68
valection,8,8
VALERIE,7,7
valet,8,6
valhallr,9,6
validann,44,21
validata,38,27
validate,280,132
validatedb,15,11
validateRS,88,54
validatetools,250,73
valmetrics,94,32
valorate,79,27
valr,116,70
valse,22,12
valueEQ5D,33,14
VAM,7,5
vamc,33,21
vampyr,41,11
VancouvR,7,5
vandalico,1,1
vanddraabe,125,59
vangogh,4,4
vannstats,17,16
vanquish,29,21
VAR.etp,74,32
varband,45,33
varbin,9,6
varbvs,111,65
varclust,13,10
VARDetect,95,51
vardiag,46,18
vardpoor,124,35
VarED,4,3
varEst,7,7
VarfromPDB,37,16
varhandle,7,6
variability,24,10
variables,65,40
VariableScreening,21,12
varian,30,16
VarianceGamma,85,32
variantspark,8,8
varImp,20,9
variosig,4,4
varitas,120,62
varjmcm,17,10
VARMER,27,13
varrank,31,18
VarRedOpt,9,8
VarReg,26,14
vars,275,23
varSel,10,6
VARSELECTEXPOSURE,3,3
VarSelLCM,35,31
varSelRF,11,9
varsExplore,7,2
VARshrink,52,25
varTestnlme,87,36
varycoef,100,57
vasicek,19,11
vasicekreg,22,17
vaultr,244,77
VBLPCM,32,20
VBsparsePCA,12,5
VC2copula,92,52
VCA,138,54
vccp,45,21
vcd,269,142
vcdExtra,112,65
vcfR,135,79
vcmeta,92,78
vcov,7,6
vcpen,7,5
vcr,194,113
vctrs,1222,865
vcvComp,4,3
VDAP,56,24
vdar,32,12
vdg,110,20
vdiffr,64,45
VDJgermlines,12,1
vdra,462,299
VDSM,15,8
VDSPCalibration,14,6
veccompare,29,2
vecsets,5,5
VecStatGraphs2D,121,43
vectorwavelet,21,5
VedicDateTime,74,36
vegalite,49,48
vegan,360,101
vegan3d,1,1
vegawidget,156,92
vegclust,135,46
vegdata,109,55
vegtable,3,3
vein,224,85
velociraptr,38,30
vembedr,59,33
venn,2,1
venneuler,2,2
vennLasso,47,27
vennplot,83,32
verbaliseR,2,2
verbalisr,20,17
verhoeff,13,8
verification,115,50
versions,19,11
versionsort,4,4
VertexSimilarity,1,1
VertexSort,27,19
VeryLargeIntegers,334,243
vesselr,12,5
vetiver,129,105
vetr,82,73
VEwaning,36,17
VEwaningVariant,6,4
vfcp,36,17
vfinputs,26,14
VFP,84,43
vfprogression,36,26
VFS,109,9
VGAM,5379,577
VGAMdata,98,56
VGAMextra,160,58
vglmer,123,71
vhcub,23,15
vhica,9,1
viafr,18,14
VIC5,24,18
vICC,26,11
vici,46,29
VicmapR,52,32
video,19,16
vietnamcode,4,4
vietnameseConverter,2,2
ViewPipeSteps,14,8
viewpoly,70,47
VIFCP,1,1
VIGoR,6,3
viking,35,15
villager,2,2
VIM,207,88
VIMean,1,1
vimp,85,29
vimpclust,33,26
vindecodr,15,10
VineCopula,624,243
vinereg,35,27
vines,106,51
violinplotter,9,5
vioplot,3,3
vip,110,109
vipor,25,12
VIRF,7,4
viridis,1,1
viridisLite,12,10
virtualPollen,14,10
VirtualPop,14,8
virtualspecies,11,10
virtuoso,53,42
virustotal,45,25
visa,22,11
visachartR,5,5
visaOTR,15,9
viscomplexr,18,10
visdat,27,16
ViSiElse,10,8
visit,41,24
VisitorCounts,25,16
visNetwork,88,60
visR,60,50
visreg,76,39
visStatistics,62,27
vistime,40,11
vistla,30,22
visTree,24,10
vistributions,42,29
visualFields,267,93
visualize,69,1
Visualize.CRAN.Downloads,29,21
VisualizeSimon2Stage,26,11
visualpred,10,5
visvow,98,43
visxhclust,57,38
vita,17,17
vitae,81,53
vitality,99,18
vivainsights,61,36
vivid,65,16
vivo,5,2
vizdraws,9,2
vkR,221,81
vlad,108,26
vlda,4,3
VLF,52,37
VLMC,41,25
VLTimeCausality,13,7
VMDecomp,7,5
VMDML,4,4
vmdTDNN,3,3
vmeasur,57,33
vmr,73,50
vntrs,10,7
vocaldia,41,29
voice,59,28
volcano3D,35,14
volesti,47,25
voluModel,32,16
voronoiTreemap,12,10
VorteksExport,3,3
voson.tcn,64,30
VOSONDash,32,30
vosonSML,189,108
Voss,4,4
vote,102,57
voteogram,6,6
votesmart,28,13
votesys,37,18
vottrans,75,8
vov,113,55
vowels,31,20
voxel,128,15
VoxR,49,28
vpc,71,39
VPdtw,11,9
vprr,76,43
vrcp,960,397
vrnmf,9,8
vroom,220,142
vrtest,44,18
vscc,1,1
vsd,6,3
VSdecomp,44,28
vsgoftest,25,18
vsp,41,33
vstsr,30,18
VSURF,44,25
vtable,45,24
vtreat,167,77
vtree,66,36
vtype,16,11
vudc,4,3
vueR,4,4
VulnToolkit,26,13
VUROCS,24,16
vwline,380,118
VWPre,36,32
W3CMarkupValidator,3,3
WA,7,6
wacolors,23,15
WACS,137,61
wactor,42,41
waffle,8,7
waiter,22,20
wakefield,185,54
wal,67,43
waldo,173,84
walker,24,21
walkscoreAPI,2,2
wally,27,8
walmartAPI,30,7
WaMaSim,28,19
wand,6,4
warabandi,1,1
warbleR,513,110
WARN,85,34
warp,13,11
warpMix,22,9
washeR,13,7
washex,34,18
WASP,75,36
waspr,13,9
waterData,7,7
waterfall,1,1
waterfalls,2,2
waterquality,63,63
Watersheds,13,6
watson,19,18
waveband,7,4
waved,158,41
wavefunction,15,8
WaveletANN,2,1
WaveletArima,2,1
WaveletComp,40,14
WaveletGARCH,16,6
WaveletRF,2,1
wavelets,141,76
WaveletSVR,2,1
wavemulcor,115,12
waver,18,9
waves,10,9
WaveSampling,5,5
waveslim,283,127
wavethresh,611,92
wavScalogram,26,8
waydown,7,3
waywiser,37,36
wbacon,29,22
wbs,19,14
wbsd,43,24
wbstats,89,42
wbsts,14,10
wcde,13,9
WCE,6,5
wcep,3,3
WCM,13,6
Wcompo,33,11
wCorr,295,54
WDI,13,9
wdm,7,6
wdman,64,36
wdnet,45,29
wdnr.gis,33,15
wdpar,26,18
weaana,61,44
weakARMA,146,26
wearables,154,66
weathermetrics,11,9
WebAnalytics,41,28
webchem,203,77
webdeveloper,15,14
webdriver,103,84
webexercises,12,11
