year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$35,000 to $49,999",15.9
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$50,000 to $74,999",20
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$75,000 to $99,999",12.3
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$100,000 to $149,999",11.1
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$150,000 to $199,999",3.3
2000,Hispanic (Any Race),10034000,49378,1171,65471,1550,"$200,000 and over",2.7
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"Under $15,000",11.5
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$15,000 to $24,999",13.4
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$25,000 to $34,999",11.3
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$35,000 to $49,999",16.9
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$50,000 to $74,999",18.9
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$75,000 to $99,999",11.2
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$100,000 to $149,999",11.1
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$150,000 to $199,999",3.1
1999,Hispanic (Any Race),9579000,47326,1132,62170,1815,"$200,000 and over",2.5
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"Under $15,000",14.2
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$15,000 to $24,999",13.7
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$25,000 to $34,999",11.9
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$35,000 to $49,999",16.2
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$50,000 to $74,999",18.1
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$75,000 to $99,999",11.3
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$100,000 to $149,999",9.3
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$150,000 to $199,999",3.2
1998,Hispanic (Any Race),9060000,44535,1412,60177,2105,"$200,000 and over",2.2
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"Under $15,000",15.7
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$15,000 to $24,999",13.9
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$25,000 to $34,999",12.2
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$35,000 to $49,999",16.1
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$50,000 to $74,999",18.5
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$75,000 to $99,999",10.2
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$100,000 to $149,999",8.6
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$150,000 to $199,999",2.7
1997,Hispanic (Any Race),8590000,42427,1245,57173,1898,"$200,000 and over",2.1
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"Under $15,000",15.7
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$15,000 to $24,999",15.1
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$25,000 to $34,999",13.1
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$35,000 to $49,999",15.9
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$50,000 to $74,999",17.6
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$75,000 to $99,999",10.1
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$100,000 to $149,999",8.3
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$150,000 to $199,999",2.4
1996,Hispanic (Any Race),8225000,40541,1293,55352,2107,"$200,000 and over",1.8
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"Under $15,000",17.4
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$15,000 to $24,999",14.6
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$25,000 to $34,999",14.1
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$35,000 to $49,999",15.4
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$50,000 to $74,999",17.1
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$75,000 to $99,999",9.9
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$100,000 to $149,999",7.7
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$150,000 to $199,999",2.2
1995,Hispanic (Any Race),7939000,38201,1369,52140,1924,"$200,000 and over",1.4
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"Under $15,000",17.7
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$15,000 to $24,999",14.4
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$25,000 to $34,999",12.4
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$35,000 to $49,999",15.8
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$50,000 to $74,999",17.6
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$75,000 to $99,999",9.4
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$100,000 to $149,999",8.5
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$150,000 to $199,999",2.3
1994,Hispanic (Any Race),7735000,40082,1225,54048,2218,"$200,000 and over",1.8
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"Under $15,000",16.3
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$15,000 to $24,999",14.8
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$25,000 to $34,999",13.6
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$35,000 to $49,999",16.2
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$50,000 to $74,999",18.2
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$75,000 to $99,999",9.2
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$100,000 to $149,999",8.5
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$150,000 to $199,999",1.9
1993,Hispanic (Any Race),7362000,39984,1322,52921,1831,"$200,000 and over",1.4
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"Under $15,000",16.6
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$15,000 to $24,999",14
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$25,000 to $34,999",13.4
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$35,000 to $49,999",16.1
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$50,000 to $74,999",18.4
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$75,000 to $99,999",10.2
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$100,000 to $149,999",7.8
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$150,000 to $199,999",2.4
1992,Hispanic (Any Race),7153000,40475,1376,51625,1335,"$200,000 and over",1.1
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"Under $15,000",16
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$15,000 to $24,999",13.8
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$25,000 to $34,999",12.8
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$35,000 to $49,999",16
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$50,000 to $74,999",18.7
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$75,000 to $99,999",10.6
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$100,000 to $149,999",8.3
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$150,000 to $199,999",2.2
1991,Hispanic (Any Race),6379000,41654,1425,53000,1395,"$200,000 and over",1.5
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"Under $15,000",15.5
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$15,000 to $24,999",15
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$25,000 to $34,999",11.8
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$35,000 to $49,999",15.8
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$50,000 to $74,999",19.5
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$75,000 to $99,999",10.6
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$100,000 to $149,999",8.1
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$150,000 to $199,999",2.1
1990,Hispanic (Any Race),6220000,42482,1433,53216,1443,"$200,000 and over",1.5
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"Under $15,000",15.7
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$15,000 to $24,999",12.4
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$25,000 to $34,999",12
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$35,000 to $49,999",16
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$50,000 to $74,999",18.6
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$75,000 to $99,999",11.7
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$100,000 to $149,999",9.4
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$150,000 to $199,999",2.6
1989,Hispanic (Any Race),5933000,43761,1396,55880,1580,"$200,000 and over",1.6
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"Under $15,000",16.5
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$15,000 to $24,999",12.4
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$25,000 to $34,999",13.4
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$35,000 to $49,999",15
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$50,000 to $74,999",18.8
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$75,000 to $99,999",11.8
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$100,000 to $149,999",8.1
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$150,000 to $199,999",2.3
1988,Hispanic (Any Race),5910000,42419,1769,54158,1889,"$200,000 and over",1.6
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"Under $15,000",16.7
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$15,000 to $24,999",14
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$25,000 to $34,999",12.6
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$35,000 to $49,999",15.9
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$50,000 to $74,999",17.4
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$75,000 to $99,999",11.2
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$100,000 to $149,999",8.3
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$150,000 to $199,999",2.3
1987,Hispanic (Any Race),5642000,41743,1492,53509,1630,"$200,000 and over",1.5
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"Under $15,000",16.4
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$15,000 to $24,999",14.3
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$25,000 to $34,999",13
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$35,000 to $49,999",15.4
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$50,000 to $74,999",18.5
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$75,000 to $99,999",10.7
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$100,000 to $149,999",8.7
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$150,000 to $199,999",2.2
1986,Hispanic (Any Race),5418000,40982,1756,51748,1400,"$200,000 and over",0.9
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"Under $15,000",17
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$15,000 to $24,999",15.7
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$25,000 to $34,999",12.1
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$35,000 to $49,999",15.8
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$50,000 to $74,999",18.8
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$75,000 to $99,999",10.1
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$100,000 to $149,999",8.1
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$150,000 to $199,999",1.6
1985,Hispanic (Any Race),5213000,39684,1525,49586,1327,"$200,000 and over",0.8
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"Under $15,000",17.8
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$15,000 to $24,999",14.3
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$25,000 to $34,999",12.3
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$35,000 to $49,999",15.3
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$50,000 to $74,999",19.8
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$75,000 to $99,999",10.7
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$100,000 to $149,999",7.3
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$150,000 to $199,999",1.8
1984,Hispanic (Any Race),4883000,39934,1647,49657,1593,"$200,000 and over",0.8
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"Under $15,000",18.4
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$15,000 to $24,999",14.8
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$25,000 to $34,999",12.7
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$35,000 to $49,999",16.4
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$50,000 to $74,999",19
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$75,000 to $99,999",9.5
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$100,000 to $149,999",7.2
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$150,000 to $199,999",1.4
1983,Hispanic (Any Race),4326000,38938,1623,47415,1498,"$200,000 and over",0.5
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"Under $15,000",17.2
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$15,000 to $24,999",15.2
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$25,000 to $34,999",13.3
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$35,000 to $49,999",16.6
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$50,000 to $74,999",18.8
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$75,000 to $99,999",9.9
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$100,000 to $149,999",6.9
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$150,000 to $199,999",1.1
1982,Hispanic (Any Race),4085000,38742,1684,47814,1596,"$200,000 and over",0.9
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"Under $15,000",15.3
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$15,000 to $24,999",13.8
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$25,000 to $34,999",13.4
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$35,000 to $49,999",17.1
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$50,000 to $74,999",20.3
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$75,000 to $99,999",10.5
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$100,000 to $149,999",7.6
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$150,000 to $199,999",1.3
1981,Hispanic (Any Race),3980000,41412,1866,49730,1563,"$200,000 and over",0.7
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"Under $15,000",15.9
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$15,000 to $24,999",14
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$25,000 to $34,999",13.4
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$35,000 to $49,999",17
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$50,000 to $74,999",19.6
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$75,000 to $99,999",11.2
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$100,000 to $149,999",6.6
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$150,000 to $199,999",1.4
1980,Hispanic (Any Race),3906000,40437,1803,49392,1618,"$200,000 and over",0.7
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"Under $15,000",14.4
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$15,000 to $24,999",12.9
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$25,000 to $34,999",13.2
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$35,000 to $49,999",16.8
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$50,000 to $74,999",21.4
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$75,000 to $99,999",10.9
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$100,000 to $149,999",7.8
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$150,000 to $199,999",1.6
1979,Hispanic (Any Race),3684000,42960,2037,51979,1718,"$200,000 and over",0.9
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"Under $15,000",13.9
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$15,000 to $24,999",13.3
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$25,000 to $34,999",12.9
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$35,000 to $49,999",18.6
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$50,000 to $74,999",20.7
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$75,000 to $99,999",12
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$100,000 to $149,999",6.7
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$150,000 to $199,999",1.4
1978,Hispanic (Any Race),3291000,42565,1697,50279,1673,"$200,000 and over",0.6
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"Under $15,000",13.7
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$15,000 to $24,999",14.8
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$25,000 to $34,999",14.1
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$35,000 to $49,999",18.2
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$50,000 to $74,999",20.8
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$75,000 to $99,999",10.6
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$100,000 to $149,999",6
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$150,000 to $199,999",1.4
1977,Hispanic (Any Race),3304000,41030,1185,48421,1230,"$200,000 and over",0.4
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"Under $15,000",16.2
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$15,000 to $24,999",15.3
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$25,000 to $34,999",13.6
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$35,000 to $49,999",18.1
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$50,000 to $74,999",20
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$75,000 to $99,999",10.3
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$100,000 to $149,999",5.1
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$150,000 to $199,999",1.1
1976,Hispanic (Any Race),3081000,39203,1375,46327,1240,"$200,000 and over",0.3
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"Under $15,000",16.4
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$15,000 to $24,999",14.7
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$25,000 to $34,999",15
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$35,000 to $49,999",17.5
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$50,000 to $74,999",21.5
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$75,000 to $99,999",8.9
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$100,000 to $149,999",4.7
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$150,000 to $199,999",0.8
1975,Hispanic (Any Race),2948000,38408,1397,45596,1333,"$200,000 and over",0.5
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"Under $15,000",13
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$15,000 to $24,999",15.4
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$25,000 to $34,999",13.8
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$35,000 to $49,999",18
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$50,000 to $74,999",22.1
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$75,000 to $99,999",10.4
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$100,000 to $149,999",5.7
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$150,000 to $199,999",1.1
1974,Hispanic (Any Race),2897000,41757,1504,48373,1296,"$200,000 and over",0.5
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"Under $15,000",12.2
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$15,000 to $24,999",14.2
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$25,000 to $34,999",14
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$35,000 to $49,999",18.8
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$50,000 to $74,999",22.3
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$75,000 to $99,999",11.4
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$100,000 to $149,999",5.8
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$150,000 to $199,999",0.9
1973,Hispanic (Any Race),2722000,42003,1570,48801,1307,"$200,000 and over",0.4
1972,Hispanic (Any Race),2655000,42073,1352,48359,1352,"Under $15,000",11.9
1972,Hispanic (Any Race),2655000,42073,1352,48359,1352,"$15,000 to $24,999",16
1972,Hispanic (Any Race),2655000,42073,1352,48359,1352,"$25,000 to $34,999",13.5
