Package,authorsR
ROI.plugin.nloptr,Florian Schwendinger
ROI.plugin.optimx,Florian Schwendinger
ROI.plugin.osqp,Florian Schwendinger
ROI.plugin.qpoases,Florian Schwendinger
ROI.plugin.qpoases,Hans Joachim Ferreau
ROI.plugin.qpoases,Andreas Potschka
ROI.plugin.qpoases,Christian Kirches
ROI.plugin.qpoases,Dennis Janka
ROI.plugin.qpoases,Andreas Waechter
ROI.plugin.quadprog,Stefan Theussl
ROI.plugin.scs,Florian Schwendinger
ROI.plugin.symphony,Stefan Theussl
roistats,Yufei Zhao
roistats,Daniel Anderson
rolap,Jose Samos
roll,Jason Foster
rollbar,Andrew Kane
rolldown,Yihui Xie
rolldown,Siqi Zhang
rolldown,Russell Goldenberg
rollinglda,Jonas Rieger
rollmatch,Rob Chew
rollRegres,Benjamin Christoffersen
rollRegres,Madeleine Thompson
roloc,Paul Murrell
rolocISCCNBS,Paul Murrell
rolog,Matthias Gondan
rolog,European Commission
ROlogit,Tan Chuen Seng
ROlogit,Ning Yilin
rolr,Pingping Qu
rolr,John Crowley
RolWinMulCor,Josue M. Polanco-Martinez
RolWinWavCor,Josue M. Polanco-Martinez
ROMDB,Alberto Almuina
romic,Sean Hackett
romic,Calico Life Sciences Llc
RonFHIR,Sander Laverman
Rook,Jeffrey Horner
ROOPSD,Yoann Robin
roots,Wajid Jawaid
RootsExtremaInflections,Demetris T. Christopoulos
rootSolve,Karline Soetaert
rootSolve,Alan C. Hindmarsh
rootSolve,S.c. Eisenstat
rootSolve,Cleve Moler
rootSolve,Jack Dongarra
rootSolve,Youcef Saad
rootWishart,Maxime Turgeon
rope,Jonatan Kallus
ropenblas,Pedro Rafael D. Marinho
ropenblas,Enes Ahmeti
ROpenCVLite,Simon Garnier
ROpenCVLite,Muschelli John
ropendata,Bob Rudis
ROpenDota,Rosdyana Kusuma
ROpenFIGI,Ruokun Huang
ropensecretsapi,Thomas P. Fuller
ROpenWeatherMap,Mukul Chaware
roperators,Ben Wiseman
roperators,Steven Nydick
roperators,Jeff Jones
ropercenter,Frederick Solt
ropercenter,Jennifer Lin
ropercenter,Paul Gronke
ropercenter,Dave Peterson
Ropj,Miquel Garriga
Ropj,Stefan Gerlach
Ropj,Ion Vasilief
Ropj,Alex Kargovsky
Ropj,Knut Franke
Ropj,Alexander Semke
Ropj,Tilman Benkert
Ropj,Kasper Peeters
Ropj,Russell Standish
Ropj,Ivan Krylov
roprov,Gabriel Becker
ROptEst,Matthias Kohl
ROptEst,Mykhailo Pupashenko
ROptEst,Gerald Kroisandt
ROptEst,Peter Ruckdeschel
ROptEstOld,Matthias Kohl
roptim,Yi Pan
ROptimus,Nicholas Andre G. Johnson
ROptimus,Liezel Tamon
ROptimus,Xin Liu
ROptimus,Aleksandr B. Sahakyan
roptions,Anurag Agrawal
ROptRegTS,Matthias Kohl
ROptRegTS,Peter Ruckdeschel
ROptSpace,Kisung You
ROracle,Denis Mukhin
ROracle,David A. James
ROracle,Jake Luciani
rorcid,Scott Chamberlain
rorqual.morpho,Max Czapanskiy
rorqual.morpho,Shirel Kahane-Rapport
rorqual.morpho,Jeremy Goldbogen
ROSE,Nicola Lunardon
ROSE,Giovanna Menardi
ROSE,Nicola Torelli
Rosenbrock,Martin Wiegand
rosetta,Gjalt-Jorn Peters
rosetta,Peter Verboon
rosetta,Ron Pat-El
rosetta,Melissa Gordon Wolf
rosetteApi,Chris Park
rosetteApi,Sam Hausmann
rosetteApi,Hannah Gaudet
rosetteApi,Ian Redpath
rosetteApi,Seth Gransky
rosm,Dewey Dunnington
rosm,Timothee Giraud
rospca,Tom Reynkens
rospca,Valentin Todorov
rospca,Mia Hubert
rospca,Eric Schmitt
rospca,Tim Verdonck
rotasym,Eduardo Garcia-Portugues
rotasym,Davy Paindaveine
rotasym,Thomas Verdebout
rotationForest,Michel Ballings
rotationForest,Dirk Van Den Poel
rotations,Bryan Stanfill
rotations,Heike Hofmann
rotations,Ulrike Genschel
rotations,Aymeric Stamm
rotations,Luciano Selzer
rotatogram,Noah Haber
rotl,Francois Michonneau
rotl,Joseph Brown
rotl,David Winter
rotl,Scott Chamberlain
rotor,Stefan Fleck
roughnet,David Schoch
RoughSets,Andrzej Janusz
RoughSets,Lala Septem Riza
RoughSets,Dominik Slezak
RoughSets,Chris Cornelis
RoughSets,Francisco Herrera
RoughSets,Jose Manuel Benitez
RoughSets,Christoph Bergmeir
RoughSets,Sebastian Stawicki
roughsf,David Schoch
round,Martin Maechler
RoundAndRound,Lele Shu
roundhouse,Brandon Greenwell
roundyh,Duan Yuanheng
Routliers,Marie Delacre
Routliers,Olivier Klein
routr,Thomas Lin Pedersen
roxut,Bryan A. Hanson
roxut,Claudia Beleites
roxut,Hadley Wickham
roxut,Peter Danenberg
roxut,Gabor Csardi
roxut,Manuel Eugster
roxut,Rstudio
roxygen2,Hadley Wickham
roxygen2,Peter Danenberg
roxygen2,Gabor Csardi
roxygen2,Manuel Eugster
roxygen2,Rstudio
roxygen2md,Kirill Muller
roxygen2md,Heather Turner
roxyglobals,Anthony North
roxyglobals,Miles Mcbain
roxytest,Mikkel Meyer Andersen
roxytest,Ege Rubak
rPACI,Dario Ramos-Lopez
rPACI,Ana D. Maldonado
rPackedBar,Adam Spannbauer
rpact,Gernot Wassmer
rpact,Friedrich Pahlke
rpact,Till Jensen
rpact,Stephen Schueuerhuis
Rpadrino,Sam Levin
Rpadrino,Aldo Compagnoni
Rpadrino,Dylan Childs
Rpadrino,Sanne Evers
Rpadrino,Tomos Potter
Rpadrino,Roberto Salguero-Gomez
Rpadrino,Tiffany Knight
rPAex,Felipe De Mendiburu
rPAex,David Mauricio
rPAex,Rodrigo Morales
rPAex,Roberto Quiroz
rpaleoclim,Joe Roe
RPANDA,Helene Morlon
RPANDA,Eric Lewitus
RPANDA,Fabien Condamine
RPANDA,Marc Manceau
RPANDA,Julien Clavel
RPANDA,Jonathan Drury
RPANDA,Olivier Billaud
RPANDA,Odile Maliet
RPANDA,Leandro Aristide
RPANDA,Benoit Perez-Lamarque
rpanel,Bowman
rpanel,Bowman
rpanel,Gibson
rpanel,Crawford
rPanglaoDB,Daniel Osorio
rPanglaoDB,Marieke Kuijjer
rPanglaoDB,James J. Cai
rpart,Terry Therneau
rpart,Beth Atkinson
rpart,Brian Ripley
rpart.LAD,Stephan Dlugosz
rpart.plot,Stephen Milborrow
rpartScore,Giuliano Galimberti
rpartScore,Gabriele Soffritti
rpartScore,Matteo Di Maso
rPBK,Virgile Baudrot
rPBK,Sandrine Charles
rPBK,Christelle Lopes
rPBK,Ophelia Gestin
rPBK,Dominique Lamonica
rPBK,Aurelie Siberchicot
rpca,Maciek Sykulski
rpdo,Joe Thorley
rpdo,Nathan Mantua
rpdo,Steven R. Hare
RpeakChrom,Manuel David Peris Diaz
RpeakChrom,Maria Isabel Alcoriza Balaguer
RPEGLMEN,Anthony Christidis
RPEIF,Anthony Christidis
RPEnsemble,Timothy I. Cannings
RPEnsemble,Richard J. Samworth
RPESE,Anthony Christidis
RPEXE.RPEXT,Gang Han
RPEXE.RPEXT,Yu Zhang
rpf,Joshua Pritikin
rpf,Jonathan Weeks
rpf,Li Cai
rpf,Carrie Houts
rpf,Phil Chalmers
rpf,Michael D. Hunter
rpf,Carl F. Falk
RPhosFate,Gerold Hepp
Rphylopars,Eric W. Goolsby
Rphylopars,Jorn Bruggeman
Rphylopars,Cecile Ane
rphylopic,William Gearty
rphylopic,Lewis A. Jones
rphylopic,Scott Chamberlain
rphylopic,David Miller
rpinterest,Colin Fay
rpivotTable,Enzo Martoglio
rpivotTable,Nicolas Kruchten
rpivotTable,Nagarajan Chinnasamy
rpivotTable,Kenton Russell
rplotengine,Pedro-Pablo Garrido Abenza
rpls,Peter Filzmoser
rpls,Sukru Acitas
rpls,Birdal Senoglu
rpls,Maximilian Plattner
rplum,Maarten Blaauw
rplum,J. Andres Christen
rplum,Marco A. Aquino Lopez
rplum,Judith Esquivel Vazquez
rplum,Oscar M. Gonzalez V.
rplum,Ted Belding
rplum,James Theiler
rplum,Brian Gough
rplum,Charles Karney
rpm,Mark S. Handcock
rpm,Ryan M. Admiraal
rpm,Fiona C. Yeung
rpm,Heide M. Jackson
rpm,Michael S. Rendall
rpm,Shuchi Goyal
RPMG,Jonathan M. Lees
RPMG,Jake Anderson
RPMM,E. Andres Houseman
RPMM,Devin C. Koestler
rpmodel,Benjamin Stocker
rpmodel,Koen Hufkens
rpms,Daniell Toth
rpnf,Sascha Herrmann
Rpoet,Aaron Schlegel
Rpolyhedra,Alejandro Baranek
Rpolyhedra,Leonardo Belen
Rpolyhedra,Barret Schloerke
Rpolyhedra,Lijia Yu
Rpoppler,Kurt Hornik
rportfolio,Anurag Agrawal
rpostgis,Mathieu Basille
rpostgis,David Bucklin
RPostgres,Hadley Wickham
RPostgres,Jeroen Ooms
RPostgres,Kirill Muller
RPostgres,Rstudio
RPostgres,R Consortium
RPostgres,Tomoaki Nishiyama
RPostgreSQL,Joe Conway
RPostgreSQL,Dirk Eddelbuettel
RPostgreSQL,Tomoaki Nishiyama
RPostgreSQL,Sameer Kumar Prayaga During 2008
RPostgreSQL,Neil Tiffin
rPowerSampleSize,Pierre Lafaye De Micheaux
rPowerSampleSize,Benoit Liquet
rPowerSampleSize,Jeremie Riou
RPPairwiseDesign,Mohamed Laib
RPPairwiseDesign,Imane Rezgui
RPPairwiseDesign,Zebida Gheribi-Aoulmi
RPPanalyzer,Heiko Mannsperger
RPPASPACE,James M. Melott
RPPASPACE,Paul Roebuck
RPPASPACE,Kevin R. Coombes
RPPASPACE,Shannon Neeley
RPPASPACE,Corwin Joy
RPPASPACE,Jianhua Hu
RPPASPACE,Keith Baggerly
rpql,Francis K.c. Hui
rPraat,Tomas Boril
rpredictit,Daniel Kovtun
rPref,Patrick Roocks
RPresto,Onur Ismail Filiz
RPresto,Sergey Goder
RPresto,Jarod G.r. Meng
RPresto,Thomas J. Leeper
RPresto,John Myles White
rprev,Stuart Lacy
rprev,Simon Crouch
rprev,Stephanie Lax
rprime,Tristan Mahr
rprintf,Kun Ren
RprobitB,Lennart Oelschlager
RprobitB,Dietmar Bauer
RprobitB,Sebastian Buscher
RprobitB,Manuel Batram
RProbSup,John Ruscio
Rprofet,Thomas Brandenburger
Rprofet,Eric Stratman
Rprofet,Riaz Khan
Rprofet,Allison Lempola
rprofile,Konrad Rudolph
rprojroot,Kirill Muller
rprojtree,Miguel Conde
RProtoBuf,Romain Francois
RProtoBuf,Dirk Eddelbuettel
RProtoBuf,Murray Stokely
RProtoBuf,Jeroen Ooms
RPscoring,Daphna Harel
RPscoring,Yoav Bergner
rpsftm,Simon Bond
rpsftm,Annabel Allison
RPtests,Rajen Shah
RPtests,Peter Buhlmann
rptR,Martin Stoffel
RPublica,Thomas J. Leeper
RPublica,Jeroen Ooms
RPushbullet,Dirk Eddelbuettel
rpyANTs,Zhengjia Wang
RPyGeo,Alexander Brenning
RPyGeo,Fabian Polakowski
RPyGeo,Marc Becker
RPyGeo,Jannes Muenchow
rpymat,Zhengjia Wang
rQCC,Chanseok Park
rQCC,Min Wang
rqdatatable,John Mount
RQEntangle,Kwan-Yuet Ho
rqPen,Ben Sherwood
RQuantLib,Dirk Eddelbuettel
RQuantLib,Khanh Nguyen 2009-2010
RQuantLib,Terry Leitch Since 2016
Rquefts,Robert J. Hijmans
Rquefts,Pieter Pypers
Rquefts,Joost Wolff
rquery,John Mount
rr,Graeme Blair
rr,Yang-Yang Zhou
rr,Kosuke Imai
rr,Winston Chou
rr2,Anthony Ives
rr2,Daijiang Li
Rramas,Marcelino De La Cruz
rrandvec,Jakob Bossek
rRAP,Ricardo Pio Monti
rrapply,Joris Chau
rrat,Yi He
rrat,Yuelin Zhao
RRate,Wei Jiang
RRate,Jing-Hao Xue
RRate,Weichuan Yu
Rraven,Marcelo Araya-Salas
rrBLUP,Jeffrey Endelman
RRBoost,Xiaomeng Ju
RRBoost,Matias Salibian-Barrera
rrcov,Valentin Todorov
rrcov3way,Valentin Todorov
rrcov3way,Violetta Simonacci
rrcov3way,Maria Anna Di Palma
rrcov3way,Michele Gallo
rrcovHD,Valentin Todorov
rrcovNA,Valentin Todorov
Rrdap,Brad Cable
rrecsys,Ludovik Coba
rrecsys,Markus Zanker
rrecsys,Panagiotis Symeonidis
rredlist,William Gearty
rredlist,Scott Chamberlain
rredlist,Maelle Salmon
RRedshiftSQL,Michael Treadwell
rrefine,Vp Nagraj
rreg,Yusman Kamaleri
rrepast,Antonio Prestes Garcia
rrepast,Alfonso Rodriguez-Paton
rres,Bowen Wang
RRF,Houtao Deng
RRF,Xin Guan
RRF,Andy Liaw
RRF,Leo Breiman
RRF,Adele Cutler
RRI,Panos Toulis
rriskDistributions,Natalia Belgorodski
rriskDistributions,Matthias Greiner
rriskDistributions,Kristin Tolksdorf
rriskDistributions,Katharina Schueller
rriskDistributions,Matthias Flor
rriskDistributions,Lutz Gohring
rrMixture,Suyeon Kang
rrMixture,Weixin Yao
rrMixture,Kun Chen
RRMLRfMC,Pei Wang
RRMLRfMC,Richard Kryscio
RRNA,Jp Bida
rrnni,Jiri C. Moravec
rrnni,Lena Collienne
rroad,Viliam Simko
rroad,Kevin Laubis
rrpack,Kun Chen
rrpack,Wenjie Wang
rrpack,Jun Yan
RRphylo,Pasquale Raia
RRphylo,Silvia Castiglione
RRphylo,Carmela Serio
RRphylo,Alessandro Mondanaro
RRphylo,Marina Melchionna
RRphylo,Mirko Di Febbraro
RRphylo,Antonio Profico
RRphylo,Francesco Carotenuto
RRPP,Michael Collyer
RRPP,Dean Adams
rrr,Chris Addy
RRreg,Daniel W. Heck
RRreg,Morten Moshagen
RRRR,Yangzhuoran Fin Yang
RRRR,Ziping Zhao
rrscale,Gregory Hunt
rrscale,Johann Gagnon-Bartsch
rrtable,Keon-Woong Moon
RRTCS,Beatriz Cobo Rodriguez
RRTCS,Maria Del Mar Rueda Garcia
RRTCS,Antonio Arcos Cebrian
rrum,Steven Andrew Culpepper
rrum,Aaron Hudson
rrum,James Joseph Balamuta
RSA,Felix Schonbrodt
RSA,Sarah Humberg
RSADBE,Prabhanjan Tattar
rsae,Tobias Schoch
rsae,Brent Richard
rSAFE,Alicja Gosiewska
rSAFE,Anna Gierlak
rSAFE,Przemyslaw Biecek
rSAFE,Michal Burdukiewicz
RSAGA,Alexander Brenning
RSAGA,Donovan Bangs
RSAGA,Marc Becker
RSAGA,Patrick Schratz
RSAGA,Fabian Polakowski
Rsagacmd,Steven Pawley
RSAlgaeR,Carly Hansen
rsample,Hannah Frick
rsample,Fanny Chow
rsample,Max Kuhn
rsample,Michael Mahoney
rsample,Julia Silge
rsample,Hadley Wickham
rsample,Posit Software
Rsampling,Paulo Prado
Rsampling,Andr'e Chalom
Rsampling,Alexandre Oliveira
rsatscan,Ken Kleinman
rsatscan,Scott Hostovich
rsatscan,Amer Moosa
RSauceLabs,John Harrison
RSBJson,Tobias Verbeke
rsbp,Santone Adam
RSC,Luca Coraggio
RSC,Pietro Coretto
RSC,Angela Serra
RSC,Roberto Tagliaferri
rSCA,Xiuquan Xander Wang
RSCAT,Bingnan Jiang
rscc,Sigbert Klinke
RScelestial,Mohammad Hadi Foroughmand Araabi
RScelestial,Sama Goliaei
RScelestial,Alice Mchardy
RSclient,Simon Urbanek
Rsconctdply,Sai Chimata
rsconnect,Aron Atkins
rsconnect,Toph Allen
rsconnect,Hadley Wickham
rsconnect,Jonathan Mcpherson
rsconnect,Jj Allaire
rsconnect,Posit Software
rscontract,Nathan Stephens
rscontract,Edgar Ruiz
rscopus,John Muschelli
rscorecard,Benjamin Skinner
RSDA,Oldemar Rodriguez
RSDA,Jose Emmanuel Chacon
RSDA,Carlos Aguero
RSDA,Jorge Arce
rsdepth,Mudassir Shabbir
RSDK,El Khmissi Mohamed
rsdmx,Emmanuel Blondel
rsdmx,Matthieu Stigler
rsdmx,Eric Persson
rsdNE,Ashutosh Dalal
rsdNE,Seema Jaggi
rsdNE,Eldho Varghese
rsdNE,Subhasish Sarkar
rsdNE,Arpan Bhowmik
rsdNE,Cini Varghese
rsdNE,Anindita Datta
rsdNE,Soumen Pal
RSE,Youhua Chen
RSE,Tsung-Jen Shen
rSEA,Mitra Ebrahimpoor
rseedcalc,Kevin Wright
rseedcalc,Jean-Louis Laffont
RSEIS,Jonathan M. Lees
RSEIS,Jake Anderson
RSEIS,Leonard Lisapaly
RSEIS,Dave Harris
RSelenium,John Harrison
RSelenium,Ju Yeong Kim
rsem,Ke-Hai Yuan
rsem,Zhiyong Zhang
RSentiment,Subhasree Bose
Rserve,Simon Urbanek
rsetse,Jonathan Bourne
rsf,Derek Chiu
rSFA,Wolfgang Konen
rSFA,Martin Zaefferer
rSFA,Patrick Koch
rSFA,Ashwin Kumar
rSFA,Prawyn Jebakumar
Rsfar,Hossein Haghbin
Rsfar,Rob Hyndman
rsgeo,Josiah Parry
Rsgf,Brad Cable
RSGHB,Jeff Dumont
RSGHB,Jeff Keller
RSGHB,Chase Carpenter
rSHAPE,Jonathan Dench
rshift,Alex H. Room
rshift,Felipe Franco-Gaviria
rshift,Dunia H. Urrego
RSiena,Tom A.b. Snijders
RSiena,Ruth Ripley
RSiena,Krists Boitmanis
RSiena,Christian Steglich
RSiena,Johan Koskinen
RSiena,Nynke Niezink
RSiena,Viviana Amati
RSiena,Christoph Stadtfeld
RSiena,James Hollway
RSiena,Per Block
RSiena,Robert Krause
RSiena,Charlotte Greenan
RSiena,Josh Lospinoso
RSiena,Michael Schweinberger
RSiena,Mark Huisman
RSiena,Felix Schoenenberger
RSiena,Mark Ortmann
RSiena,Marion Hoffman
RSiena,Robert Hellpap
RSiena,Alvaro Uzaheta
RSiena,Steffen Triebel
RsimMosaic,Alberto Krone-Martins
rsimsum,Alessandro Gasparini
rsimsum,Ian R. White
rsinaica,Diego Valle-Jones
RSIP,Ivan Ayala-Bizarro
RSIP,Jessica Zuniga-Mendoza
RSiteCatalyst,Willem Paling
RSiteCatalyst,Randy Zwitch
RSiteCatalyst,Jowanza Joseph
RSizeBiased,Dimitrios Bagkavos
RSizeBiased,Polychronis Economou
RSizeBiased,Apostolos Batsidis
RSizeBiased,Gorgios Tzavelas
RSKC,Yumi Kondo
rskey,Berry Boessenkool
rslp,Daniel Falbel
rslurm,Philippe Marchand
rslurm,Ian Carroll
rslurm,Mike Smorul
rslurm,Rachael Blake
rslurm,Quentin Read
rslurm,Dayne Filer
rslurm,Ben Fasoli
rslurm,Pol Van Rijn
rslurm,Sebastian Schubert
rslurm,Rob Gilmore
rslurm,Christopher Barrington
rslurm,Se Jong Cho
rslurm,Erick Verleye
rsm,Russell Lenth
RSmallTelescopes,John Ruscio
RSmallTelescopes,Samantha Costigan
RSmartlyIO,Johannes Burkhardt
rsmatch,Sean Kent
rsmatch,Mitchell Paukner
rsmatrix,Steve Martin
Rsmlx,Frano Mihaljevic
Rsmlx,Marc Lavielle
Rsmlx,Jonathan Chauvin
Rsmlx,Clemence Pinaud
rsnell,Paul F. Petrowski
RSNNS,Christoph Bergmeir
RSNNS,Jose M. Benitez
RSNNS,Andreas Zell
RSNNS,Niels Mache
RSNNS,Gunter Mamier
RSNNS,Michael Vogt
RSNNS,Sven Doring
RSNNS,Ralf Hubner
RSNNS,Kai-Uwe Herrmann
RSNNS,Tobias Soyez
RSNNS,Michael Schmalzl
RSNNS,Tilman Sommer
RSNNS,Artemis Hatzigeorgiou
RSNNS,Dietmar Posselt
RSNNS,Tobias Schreiner
RSNNS,Bernward Kett
RSNNS,Martin Reczko
RSNNS,Martin Riedmiller
RSNNS,Mark Seemann
RSNNS,Marcus Ritt
RSNNS,Jamie Decoster
RSNNS,Jochen Biedermann
RSNNS,Joachim Danz
RSNNS,Christian Wehrfritz
RSNNS,Patrick Kursawe
RSNNS,Andre El-Ama
RSocrata,Hugh Devlin
RSocrata,Tom Schenk
RSocrata,Gene Leynes
RSocrata,Nick Lucius
RSocrata,John Malc
RSocrata,Mark Silverberg
RSocrata,Peter Schmeideskamp
rsoi,Sam Albers
rsoi,Elio Campitelli
Rsolnp,Alexios Ghalanos
Rsolnp,Stefan Theussl
rsolr,Michael Lawrence
rsolr,Gabe Becker
rsolr,Jan Vogel
Rsomoclu,Peter Wittek
Rsomoclu,Shichao Gao
RSP,Celal Deha Dogan
RSP,Eren Can Aybek
rspa,Mark Van Der Loo
rsparkling,Jakub Hava
rsparkling,Navdeep Gill
rsparkling,Erin Ledell
rsparkling,Michal Malohlava
rsparkling,Jj Allaire
rsparkling,H2o.ai
rsparkling,Rstudio
rsparse,Dmitriy Selivanov
rsparse,David Cortes
rsparse,Drew Schmidt
rsparse,Wei-Chen Chen
Rspc,Martin Vagenknecht Msd
Rspc,Jindrich Soukup Msd
Rspc,Stanislav Matousek Msd
Rspc,Janet Alvarado Msd
Rspc,Merck Sharp
Rspc,Nj
rSPDE,David Bolin
rSPDE,Alexandre Simas
rSPDE,Finn Lindgren
RSpectra,Yixuan Qiu
RSpectra,Jiali Mei
RSpectra,Gael Guennebaud
RSpectra,Jitse Niesen
rSpectral,Colin Mclean
rSpectral,Anatoly Sorokin
RSpincalc,Jose Gama
RSpincalc,John Fuller
RSpincalc,Paolo Leva
rspiro,Theodore Lytras
rspm,Inaki Ucar
rspm,R Core Team
Rspotify,Tiago Mendes Dantas
rsppfp,Melina Vidoni
rsppfp,Aldo Vecchietti
rsprite2,Lukas Wallrich
rsprite2,Aurelien Allard
rsq,Dabao Zhang
RSQL,Alejandro Baranek
RSQL,Leonardo Belen
RSQLite,Kirill Muller
RSQLite,Hadley Wickham
RSQLite,David A. James
RSQLite,Seth Falcon
RSQLite,D. Richard Hipp
RSQLite,Dan Kennedy
RSQLite,Joe Mistachkin
RSQLite,Liam Healy
RSQLite,R Consortium
RSQLite,Rstudio
RSqlParser,Subhasree Bose
rSRD,Jochen Staudacher
rSRD,Balazs R. Sziklai
rSRD,Linus Olsson
rSRD,Dennis Horn
rSRD,Alexander Pothmann
rSRD,Ali Tugay Sen
rSRD,Attila Gere
rSRD,Karoly Hebeger
Rssa,Anton Korobeynikov
Rssa,Alex Shlemov
Rssa,Konstantin Usevich
Rssa,Nina Golyandina
RSSampling,Busra Sevinc
RSSampling,Bekir Cetintav
RSSampling,Melek Esemen
RSSampling,Selma Gurler
RsSimulx,Clemence Pinaud
RsSimulx,Jonathan Chauvin
RsSimulx,Marc Lavielle
RsSimulx,Frano Mihaljevic
RSSL,Jesse Krijthe
RSSOP,Rezgar Arabzadeh
RSSOP,Parisa Aberi
RSSOP,Kaveh Panaghi
RSSOP,Shahab Araghinejad
RSSOP,Majid Montaseri
RSStest,Fikri Gokpinar
RSStest,Meral Ebegil
RSStest,Yaprak Arzu Ozdemir
RSStest,Esra Gokpinar
RSSthemes,Nicola Rennie
RSSthemes,Royal Statistical Society
rstac,Rolf Simoes
rstac,Felipe Carvalho
rstac,Brazil Data Cube Team
rstack,Gabor Csardi
rstackdeque,Shawn T. O'neil
rstan,Jiqiang Guo
rstan,Jonah Gabry
rstan,Ben Goodrich
rstan,Sebastian Weber
rstan,Daniel Lee
rstan,Krzysztof Sakrejda
rstan,Modrak Martin
rstan,Oleg Sklyar
rstan,R Core Team
rstan,Jens Oehlschlaegel-Akiyoshi
rstan,John Maddock
rstan,Paul Bristow
rstan,Nikhar Agrawal
rstan,Christopher Kormanyos
rstan,Bronder Steve
rstanarm,Jonah Gabry
rstanarm,Imad Ali
rstanarm,Sam Brilleman
rstanarm,Jacqueline Buros Novik
rstanarm,Simon Wood
rstanarm,R Core Deveopment Team
rstanarm,Douglas Bates
rstanarm,Martin Maechler
rstanarm,Ben Bolker
rstanarm,Steve Walker
rstanarm,Brian Ripley
rstanarm,William Venables
rstanarm,Paul-Christian Burkner
rstanarm,Ben Goodrich
rstanemax,Kenta Yoshida
rstantools,Jonah Gabry
rstantools,Ben Goodrich
rstantools,Martin Lysy
rstantools,Andrew Johnson
rstantools,Hamada S. Badr
rstantools,Marco Colombo
rstantools,Stefan Siegert
RStata,Luca Braglia
rstatix,Alboukadel Kassambara
rstatscn,Xuehui Yang
Rstg,Yutaro Yamada
rstiefel,Peter Hoff
rstiefel,Alexander Franks
RStorm,Maurits Kaptein
rstpm2,Mark Clements
rstpm2,Xing-Rong Liu
rstpm2,Benjamin Christoffersen
rstpm2,Paul Lambert
rstpm2,Lasse Hjort Jakobsen
rstpm2,Alessandro Gasparini
rstpm2,Gordon Smyth
rstpm2,Patrick Alken
rstpm2,Simon Wood
rstpm2,Rhys Ulerich
rStrava,Marcus W. Beck
rStrava,Pedro Villarroel
rStrava,Daniel Padfield
rStrava,Lorenzo Gaborini
rStrava,Niklas Von Maltzahn
rstream,Josef Leydold
rstudio.prefs,Daniel D. Sjoberg
rstudioapi,Kevin Ushey
rstudioapi,Jj Allaire
rstudioapi,Hadley Wickham
rstudioapi,Gary Ritchie
rstudioapi,Rstudio
rsubgroup,Martin Atzmueller
rsurface,Timothy Schwinghamer
rsurface,Dutilleul Pierre
Rsurrogate,Layla Parast
RSurveillance,Evan Sergeant
rsurveycto,Jake Hughey
rsurveycto,Robert On
rsvd,N. Benjamin Erichson
rsvddpd,Subhrajyoty Roy
rsvg,Jeroen Ooms
rsvg,Salim Bruggemann
rswipl,Matthias Gondan
rswipl,Jan Wielemaker
rswipl,European Commission
Rsymphony,Reinhard Harter
Rsymphony,Kurt Hornik
Rsymphony,Stefan Theussl
Rsymphony,Cyrille Szymanski
Rsymphony,Florian Schwendinger
rsyncrosim,Colin Daniel
rsyncrosim,Josie Hughes
rsyncrosim,Valentin Lucet
rsyncrosim,Alex Embrey
rsyncrosim,Katie Birchard
rsyncrosim,Leonardo Frid
rsyncrosim,Tabitha Kennedy
rsyncrosim,Shreeram Senthivasan
rsyncrosim,Apexrms
rsyntax,Kasper Welbers
rsyntax,Wouter Van Atteveldt
rsyslog,Aaron Jacobs
rt,Bryce Mecum
rt,Irene Steves
rt,National Center For Ecological Analysis
rt.test,Chanseok Park
rt.test,Min Wang
rt3,Johan Jordaan
rTableICC,Haydar Demirhan
rtables,Gabriel Becker
rtables,Adrian Waddell
rtables,Daniel Sabanes Bove
rtables,Maximilian Mordig
rtables,Davide Garolini
rtables,Emily De La Rua
rtables,Abinaya Yogasekaram
rtables,Joe Zhu
Rtapas,Mar Llaberia-Robledillo
Rtapas,Juan A. Balbuena
Rtapas,Jose Ignacio Lucas-Lledo
Rtapas,Oscar Alejandro Perez-Escobar
rtape,Miron B. Kursa
Rtauchen,David Zarruk Valencia
Rtauchen,Rodrigo Azuero Melo
RTaxometrics,John Ruscio
RTCC,Mateu Menendez-Serra
RTCC,Vicente J. Ontiveros
RTCC,Emilio O. Casamayor
RTCC,David Alonso
rTCRBCRr,Lizhong Ding
RTD,Aki Ariga
RtD3,Hamish Gibbs
RtD3,Sam Abbott
RtD3,Sebastian Funk
RTDE,Christophe Dutang
rtdists,Henrik Singmann
rtdists,Scott Brown
rtdists,Matthew Gretton
rtdists,Andrew Heathcote
rtdists,Andreas Voss
rtdists,Jochen Voss
rtdists,Andrew Terry
rtematres,Claas-Thido Pfaff
rtemps,John Zobolas
rTensor,James Li
rTensor,Jacob Bien
rTensor,Martin Wells
rTensor2,Kyle Caudle
rTephra,Jake Anderson
rtern,Gethin Davies
RTextTools,Timothy P. Jurka
RTextTools,Loren Collingwood
RTextTools,Amber E. Boydstun
RTextTools,Emiliano Grossman
RTextTools,Wouter Van Atteveldt
rtf,Michael E. Schaffer
RTFA,Matteo Barigozzi
RTFA,Yong He
RTFA,Lorenzo Trapani
RTFA,Lingxiao Li
rTG,Jernej Jevsenak
rtgstat,Alexey Seleznev
Rthingsboard,David Dorchies
rticles,Jj Allaire
rticles,Yihui Xie
