name,address,town_city,county_area,state_region,country,lat,long,type,status,year_completed,approaches,driveways,lane_type,functional_class,control_type,other_control_type,previous_control_type
N Granite Ln. / N Granite Ct.,"Sioux Falls, Minnehaha Co., SD (United States)",Sioux Falls, Minnehaha Co., SD,United States,-96.76803,43.60869,Roundabout,Existing,2015,3,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),All-Way Yield,None,Uncontrolled
STH 55 / 160th St.,"Glenwood, Pope Co., MN (United States)",Glenwood, Pope Co., MN,United States,-95.38264,45.67198,Roundabout,Existing,2021,3,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
US 71 / Anne St. NW,"Bemidji, Beltrami Co., MN (United States)",Bemidji, Beltrami Co., MN,United States,-94.9064,47.5051,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
MO 92 / MO 45 Spur,"Platte City, Platte Co., MO (United States)",Platte City, Platte Co., MO,United States,-94.895767,39.331772,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
E 4th St. / S Johns Ave.,"Emmett, Gem Co., ID (United States)",Emmett, Gem Co., ID,United States,-116.49278,43.87188,Roundabout,Existing,2021,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
E 12th St. / S Johns Ave.,"Emmett, Gem Co., ID (United States)",Emmett, Gem Co., ID,United States,-116.49276,43.86461,Roundabout,Existing,2021,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Tiburon Dr. / (unknown),"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.76819999999998,26.249,Unknown,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Tiburon Blvd. / Tiburon Dr.,"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.76513,26.24637,Unknown,Existing,0,3,1,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Tiburon Blvd. E / Tiburon Dr.,"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.76768,26.2524,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Escada Dr. / Escada Ct.,"Naples, Collier Co., FL (United States)",Naples, Collier Co., FL,United States,-81.76471999999998,26.2542,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Olde Lighthouse Rd. / Salerno Bay Rd. / Amalfi Coast Rd. / Crooked River Rd.,"The Brooks, Lee Co., FL (United States)",The Brooks, Lee Co., FL,United States,-81.78104999999998,26.39192,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Olde Lighthouse Rd. / Crooked River Rd. / Cape Roman Rd.,"The Brooks, Lee Co., FL (United States)",The Brooks, Lee Co., FL,United States,-81.78005,26.39408,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Marsh Landing Blvd. / Grassy Pine Dr.,"Estero, Lee Co., FL (United States)",Estero, Lee Co., FL,United States,-81.81520999999998,26.40413,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Pelican Colony Blvd. / Tuscany Way,"Bonita Springs, Lee Co., FL (United States)",Bonita Springs, Lee Co., FL,United States,-81.83177,26.39248,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Ocean Ave. / Central Ave. / Oxford Ave. / Cape Ave.,"Cape May Point, Cape May Co., NJ (United States)",Cape May Point, Cape May Co., NJ,United States,-74.96675999999998,38.93792,Other,Existing,0,7,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Bruenburg Pkwy. / Cowles Creek Rd. / Bellemeade Trace,"Clinton, Hinds Co., MS (United States)",Clinton, Hinds Co., MS,United States,-90.35144,32.33733,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
USA Circle Dr.,"Mobile, Mobile Co., AL (United States)",Mobile, Mobile Co., AL,United States,-88.18430999999998,30.69583,Rotary,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Montrose Ave. / Harrison Dr.,"Laurel, Prince George's Co., MD (United States)",Laurel, Prince George's Co., MD,United States,-76.85955,39.09979,Roundabout,Existing,2008,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Uncontrolled
Walden Dr. / Chapman Rd. / Windy Oak Ct.,"Crofton, Anne Arundel Co., MD (United States)",Crofton, Anne Arundel Co., MD,United States,-76.68366,39.02364,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Hedgerow Dr. / Arbordale Dr.,"Alderbrook, Mobile Co., AL (United States)",Alderbrook, Mobile Co., AL,United States,-88.28031,30.6374,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Odell Rd. / School Approach,"Sharnbrook, Bedford Borough, England (United Kingdom)",Sharnbrook, Bedford Borough, England,United Kingdom,-0.55379,52.22056,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Fredriksdalsvägen / Arkelstorpsvägen,"Kristianstad, Kristianstad, Skåne County (Sweden)",Kristianstad, Kristianstad, Skåne County,Sweden,14.16988,56.06148,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Veer Baji Pasalkar Path / Baji Pasalkar Marg,"Pune, Pune, MH (India)",Pune, Pune, MH,India,73.85415,18.49728,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Volodymyra Ivasiuka prospekt / vulytsia Heroiv Dnipra,"Kyiv, Kyiv, Kyiv City (Ukraine)",Kyiv, Kyiv, Kyiv City,Ukraine,30.5134,50.52248,Roundabout,Existing,0,3,0,Multilane (3+ Lane),Other (At-Grade),All-Way Yield,Unknown,Unknown
Via Senese / Via delle Bagnese,"Florence, Florence, Tuscany (Italy)",Florence, Florence, Tuscany,Italy,11.22503,43.74226,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
SS741 / Via delle Bagnese,"Florence, Florence, Tuscany (Italy)",Florence, Florence, Tuscany,Italy,11.21955,43.74264,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Via Cassia / RA3 Ramps / A1-E35 Toll Plaza,"Impruneta, Florence, Tuscany (Italy)",Impruneta, Florence, Tuscany,Italy,11.22314,43.72007,Other,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),Other,Unknown,Unknown
N1 / Nelson Mandela St. / Rue de Venise,"Djibouti, Djibouti (Djibouti)",Djibouti, Djibouti,NA,Djibouti,43.13078,11.5682,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
N1 / N2,"Djibouti, Djibouti (Djibouti)",Djibouti, Djibouti,NA,Djibouti,43.14514,11.5885,Signalized Roundabout/Circle,Existing,0,5,0,Unknown,Other (At-Grade),Signal,Unknown,Unknown
Via Desmontà / Via Casetta / SP7 Ramps,"Veronella, Verona, Veneto (Italy)",Veronella, Verona, Veneto,Italy,11.29147,45.34681,Roundabout,Existing,0,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Via Padovana Nuova / Via Comparine,"Arcole, Verona, Veneto (Italy)",Arcole, Verona, Veneto,Italy,11.2966,45.35187,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
CR 2 / CR 31 / Ottawa St.,"Morrisburg, Stormont (Dundas & Glengarry), ON (Canada)",Morrisburg, Stormont (Dundas & Glengarry), ON,Canada,-75.18541999999998,44.9005,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
Charles Town Pike (Rte 9) / Stony Point Rd.,"Hillsboro, Loudoun Co., VA (United States)",Hillsboro, Loudoun Co., VA,United States,-77.72763,39.20016,Roundabout,Existing,2021,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Charles Town Pike (Rte 9) / Hillsboro Rd. / (school access),"Hillsboro, Loudoun Co., VA (United States)",Hillsboro, Loudoun Co., VA,United States,-77.72,39.19806,Roundabout,Existing,2021,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
E 59th St. / E 60th St. / Applewood Center Dr. / (parking),"Anderson, Madison Co., IN (United States)",Anderson, Madison Co., IN,United States,-85.65411,40.05542,Roundabout,Existing,2015,5,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Rte 105 (Ring Rd.) / Brookside Dr.,"Fredericton, York, NB (Canada)",Fredericton, York, NB,Canada,-66.65182,45.99016,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x2 max)",Other (At-Grade),All-Way Yield,None,Signal
Dundas St. / Beverly St.,"Cambridge, Waterloo, ON (Canada)",Cambridge, Waterloo, ON,Canada,-80.30592,43.36588,Roundabout,Existing,2022,4,0,"Multilane (2 Lane, 2x2 max)",Other (At-Grade),All-Way Yield,None,Signal
SR 144 / I-69 SB Ramps,"Bargersville, Johnson Co., IN (United States)",Bargersville, Johnson Co., IN,United States,-86.2476,39.56591,Roundabout,Existing,2022,3,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,None,Signal
SR 144 / CR 144 / I-69 NB Ramps,"Bargersville, Johnson Co., IN (United States)",Bargersville, Johnson Co., IN,United States,-86.24616,39.56557,Roundabout,Existing,2022,3,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,None,Signal
W Smith Valley Rd. / Old SR 37,"Greenwood, Johnson Co., IN (United States)",Greenwood, Johnson Co., IN,United States,-86.22613,39.60432,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
N Graham Rd. / Commerce Dr. / Commerce Pkwy.,"Franklin, Johnson Co., IN (United States)",Franklin, Johnson Co., IN,United States,-86.05535,39.50765,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Falconbridge Hwy. (Longyear Dr.) / Edison Rd.,"Greater Sudbury, Greater Sudbury, ON (Canada)",Greater Sudbury, Greater Sudbury, ON,Canada,-80.82822,46.57135,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
N Territorial Rd. E / Pontiac Trl.,"Salem Township, Washtenaw Co., MI (United States)",Salem Township, Washtenaw Co., MI,United States,-83.65681999999998,42.36546,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Eight Mile Rd. / Currie Rd.,"Northville, Washtenaw Co., MI (United States)",Northville, Washtenaw Co., MI,United States,-83.59039,42.43382,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
CSAH 5 (W Broadway Ave.-Fort Rd.) / 357th Ave.,"St Peter, Nicollet Co., MN (United States)",St Peter, Nicollet Co., MN,United States,-93.98485,44.32626,Roundabout,Existing,2017,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
River Rd. / E Memorial Hill Dr.,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.46246,40.51821,Roundabout,Existing,2020,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
River Rd. / 470 E / E Burgi Ln.,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.46207,40.52864,Roundabout,Existing,2007,4,1,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Dutch Fields Pkwy. / Dutch Dr.,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.455,40.5329,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Uncontrolled,Unknown,Unknown
Dutch Fields Pkwy. / Craftsman Way,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.45898,40.53059,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Uncontrolled,None,None (new)
W 470 N / (unknown),"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.49016,40.51952,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Uncontrolled,Unknown,Unknown
Cascade Pkwy. / Coldwater Way,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.48499,40.49691,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
W 970 S / Cascade Pkwy. / W Boulder Point Rd.,"Midway, Wasatch Co., UT (United States)",Midway, Wasatch Co., UT,United States,-111.48265,40.49625,Other,Existing,2019,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Red Ledges Blvd. / E Red Knob Way,"Heber City, Wasatch Co., UT (United States)",Heber City, Wasatch Co., UT,United States,-111.36928,40.51742,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,None,Unknown
Bengal Blvd. / S 2300 E / S 2335 E / (high school),"Cottonwood, Salt Lake Co., UT (United States)",Cottonwood, Salt Lake Co., UT,United States,-111.824654,40.613022,Roundabout,Existing,2022,5,0,Single-Lane,Other (At-Grade),All-Way Yield,None,Signal
Hwy 1A / Trans Canada Hwy. WB Ramps,"Portage la Prairie, Division 9, MB (Canada)",Portage la Prairie, Division 9, MB,Canada,-98.35997,49.97435,Roundabout,Existing,2022,3,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,None,None (new)
Hwy 1A / Trans Canada Hwy. EB Ramps,"Portage la Prairie, Division 9, MB (Canada)",Portage la Prairie, Division 9, MB,Canada,-98.36839,49.9733,Roundabout,Unknown,0,3,0,Unknown,Freeway Ramps (Grade-Separated),All-Way Yield,None,None (new)
Winans Lake Rd. / Rickett Rd.,"Green Oak Township, Livingston Co., MI (United States)",Green Oak Township, Livingston Co., MI,United States,-83.7662,42.46413,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
S CR 525E / Powell Dr.,"Whitestown, Boone Co., IN (United States)",Whitestown, Boone Co., IN,United States,-86.36963,39.94263,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
W Main St. / Northcott Dr.,"Luray, Page Co., VA (United States)",Luray, Page Co., VA,United States,-78.47862999999998,38.66285,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
US 20 / Hamby Rd. / Ward Rd.,"Bend, Deschutes Co., OR (United States)",Bend, Deschutes Co., OR,United States,-121.24398,44.05568,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
S Madison St. / S South St. / Lake Ave.,"Woodstock, McHenry Co., IL (United States)",Woodstock, McHenry Co., IL,United States,-88.44468999999998,42.31289,Roundabout,Existing,2022,5,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,All-Way Stop
Pondorado Rd. / (US 50 underpass) / (future road),"Camino, El Dorado Co., CA (United States)",Camino, El Dorado Co., CA,United States,-120.70547,38.73683,Roundabout,Existing,2022,2,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Minor Ave. / Union St.-E Union St. / Bellevue Ave.,"Seattle, King Co., WA (United States)",Seattle, King Co., WA,United States,-122.32688,47.61296,Traffic Calming Circle,Existing,0,5,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
Union Ave. / Rainier St. / Martin St.,"Steilacoom, Pierce Co., WA (United States)",Steilacoom, Pierce Co., WA,United States,-122.60292,47.16963,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
US 61 / STH 316,"Welch, Goodhue Co., MN (United States)",Welch, Goodhue Co., MN,United States,-92.77233,44.6008,Roundabout,Existing,2022,4,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
STH 3 (Chippendale Ave. W) / Vermillion River Trl.,"Farmington, Dakota Co., MN (United States)",Farmington, Dakota Co., MN,United States,-93.13672,44.64928,Roundabout,Existing,2022,3,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
STH 43 (Mankato Ave.) / Frontenac Dr. / Parks Ave.,"Winona, Winona Co., MN (United States)",Winona, Winona Co., MN,United States,-91.62177,44.03525,Roundabout,Existing,2022,4,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,Signal
STH 43 (Mankato Ave.) / Riverbend Rd.,"Winona, Winona Co., MN (United States)",Winona, Winona Co., MN,United States,-91.62216,44.03299,Roundabout,Existing,2022,4,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,Signal
STH 43 (Mankato Ave. - E Sarnia St.) / Mankato Ave.,"Winona, Winona Co., MN (United States)",Winona, Winona Co., MN,United States,-91.62173000000001,44.03717,Roundabout,Existing,2022,3,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,One/Two-Way Stop
Rte. 31 / Blackwell Rd. / Pennington Rd. / Washington Crossing Pennington Rd.,"Pennington, Mercer Co., NJ (United States)",Pennington, Mercer Co., NJ,United States,-74.78666,40.30818,Rotary,Existing,0,5,0,"Multilane (2 Lane, 2x1 max)",Other (At-Grade),Other,Unknown,Unknown
US 206 / US 202 Ramps / NJ 28 / West End Ave.,"Somerville, Somerset Co., NJ (United States)",Somerville, Somerset Co., NJ,United States,-74.62894,40.57572,Rotary,Existing,0,5,0,Multilane (3+ Lane),Other (At-Grade),Other,Unknown,Unknown
Avenue of the Champions / Fairway Dr.,"Palm Beach Gardens, Palm Beach Co., FL (United States)",Palm Beach Gardens, Palm Beach Co., FL,United States,-80.13613999999998,26.83692,Rotary,Existing,0,4,0,Single-Lane,Other (At-Grade),Other,Unknown,Unknown
Benbrook Circle [US 377 / TX 183 / Camp Bowie Blvd.],"Fort Worth, Tarrant Co., TX (United States)",Fort Worth, Tarrant Co., TX,United States,-97.44314,32.71704,Rotary,Existing,1957,4,2,Multilane (3+ Lane),Other (At-Grade),Other,Unknown,Unknown
Little Texas Rd. / Benton Rd. / Krieger Dr.,"Travelers Rest, Greenville Co., SC (United States)",Travelers Rest, Greenville Co., SC,United States,-82.43385999999998,34.95943,Roundabout,Existing,2020,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
27th Ave. SE / (parking),"Salem, Marion Co., OR (United States)",Salem, Marion Co., OR,United States,-123.005213,44.884038,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
US 191 / AZ 264,"Burnside, Apache Co., AZ (United States)",Burnside, Apache Co., AZ,United States,-109.6271,35.75473,Roundabout,Existing,2009,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Madison Station Blvd. / Neelys Bend Rd.,"Nashville, Davidson Co., TN (United States)",Nashville, Davidson Co., TN,United States,-86.71692,36.25671,Roundabout,Existing,2022,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
NC 200 (Lancaster Hwy.) / NC 522 (Rocky River Rd.) / Parkwood School Rd.,"Monroe, Union Co., NC (United States)",Monroe, Union Co., NC,United States,-80.62439,34.8993,Roundabout,Existing,2022,5,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Signal
US 40 Alternate (Old National Pike) / MD 67 (Rothersville Rd.) / Ostertag Pass,"Boonsboro, Washington Co., MD (United States)",Boonsboro, Washington Co., MD,United States,-77.64507,39.49747,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Edgewood Rd. / Schuyler Dr.,"Lower Makefield, Bucks Co., PA (United States)",Lower Makefield, Bucks Co., PA,United States,-74.85004999999998,40.2254,Roundabout,Existing,2021,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Edgewood Rd. / Mill Rd.,"Lower Makefield, Bucks Co., PA (United States)",Lower Makefield, Bucks Co., PA,United States,-74.84435999999998,40.22461,Roundabout,Existing,2021,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Company St. / Orline St. / Spring St.,"Wetumpka, Elmore Co., AL (United States)",Wetumpka, Elmore Co., AL,United States,-86.20351999999998,32.53874,Roundabout,Existing,2021,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Uncontrolled
Ehrman Rd. / Legend Creek Dr.,"Cranberry Township, Butler Co., PA (United States)",Cranberry Township, Butler Co., PA,United States,-80.10152499999998,40.73862,Roundabout,Existing,2022,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Rosemary Circle [Rosemary St. / Hillcrest Pl. / Stanford St.],"Chevy Chase, Montgomery Co., MD (United States)",Chevy Chase, Montgomery Co., MD,United States,-77.08055,38.97789,Other,Existing,0,5,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
