...1,Date,Team 1,Score 1,Score 2,Team 2,Venue,Tournament,Stage,T1 game no,T2 game no,Series,Margin,Winner,Loser,Notes
6188,2018-09-22,Curaçao,0,51,Bahamas,"St James, Barbados",Rugby Americas North Championship,Pool B,9,28,1,51,Bahamas,Curaçao,NA
6189,2018-09-23,Mexico,27,7,Guyana,"St James, Barbados",Rugby Americas North Championship,Pool A,102,63,8,20,Mexico,Guyana,NA
6190,2018-09-23,Dominican Republic,7,12,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,Pool A,14,40,1,5,Saint Lucia,Dominican Republic,NA
6191,2018-09-23,Jamaica,12,12,Trinidad & Tobago,"St James, Barbados",Rugby Americas North Championship,Pool B,84,88,12,0,Draw,Draw,NA
6192,2018-09-23,Bermuda,10,24,Bahamas,"St James, Barbados",Rugby Americas North Championship,Pool B,33,29,2,14,Bahamas,Bermuda,NA
6193,2018-09-23,Dominican Republic,41,0,Bermuda,"St James, Barbados",Rugby Americas North Championship,5th-8th Place Semi Final,15,34,2,41,Dominican Republic,Bermuda,NA
6194,2018-09-23,Bahamas,20,5,Guyana,"St James, Barbados",Rugby Americas North Championship,5th-8th Place Semi Final,30,64,7,15,Bahamas,Guyana,NA
6195,2018-09-23,Barbados,53,0,Curaçao,"St James, Barbados",Rugby Americas North Championship,9th Place Match,32,10,1,53,Barbados,Curaçao,NA
6196,2018-09-23,Mexico,19,5,Jamaica,"St James, Barbados",Rugby Americas North Championship,Semi-Final,103,85,9,14,Mexico,Jamaica,NA
6197,2018-09-23,Trinidad & Tobago,22,5,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,Semi-Final,89,41,6,17,Trinidad & Tobago,Saint Lucia,NA
6198,2018-09-23,Bermuda,0,32,Guyana,"St James, Barbados",Rugby Americas North Championship,7th Place Match,35,65,4,32,Guyana,Bermuda,NA
6199,2018-09-23,Dominican Republic,14,5,Bahamas,"St James, Barbados",Rugby Americas North Championship,5th Place Match,16,31,2,9,Dominican Republic,Bahamas,NA
6200,2018-09-23,Jamaica,5,0,Saint Lucia,"St James, Barbados",Rugby Americas North Championship,3rd Place Match,86,42,6,5,Jamaica,Saint Lucia,NA
6201,2018-09-23,Mexico,15,10,Trinidad & Tobago,"St James, Barbados",Rugby Americas North Championship,Final,104,90,11,5,Mexico,Trinidad & Tobago,NA
6202,2018-09-29,Kazakhstan,17,0,Thailand,Namdong Asiad,Asian Sevens,Pool D,224,236,23,17,Kazakhstan,Thailand,NA
6203,2018-09-29,China,43,0,Singapore,Namdong Asiad,Asian Sevens,Pool D,362,252,21,43,China,Singapore,NA
6204,2018-09-29,Hong Kong,41,0,Sri Lanka,Namdong Asiad,Asian Sevens,Pool C,289,109,16,41,Hong Kong,Sri Lanka,NA
6205,2018-09-29,Japan,48,0,South Korea,Namdong Asiad,Asian Sevens,Pool C,360,90,8,48,Japan,South Korea,NA
6206,2018-09-29,Thailand,36,7,Singapore,Namdong Asiad,Asian Sevens,Pool D,237,253,28,29,Thailand,Singapore,NA
6207,2018-09-29,China,5,27,Kazakhstan,Namdong Asiad,Asian Sevens,Pool D,363,225,33,22,Kazakhstan,China,NA
6208,2018-09-29,Sri Lanka,22,5,South Korea,Namdong Asiad,Asian Sevens,Pool C,110,91,5,17,Sri Lanka,South Korea,NA
6209,2018-09-29,Japan,24,12,Hong Kong,Namdong Asiad,Asian Sevens,Pool C,361,290,33,12,Japan,Hong Kong,NA
6210,2018-09-30,China,19,0,Thailand,Namdong Asiad,Asian Sevens,Pool D,364,238,29,19,China,Thailand,NA
6211,2018-09-30,Kazakhstan,48,0,Singapore,Namdong Asiad,Asian Sevens,Pool D,226,254,21,48,Kazakhstan,Singapore,NA
6212,2018-09-30,Japan,41,0,Sri Lanka,Namdong Asiad,Asian Sevens,Pool C,362,111,6,41,Japan,Sri Lanka,NA
6213,2018-09-30,Hong Kong,15,10,South Korea,Namdong Asiad,Asian Sevens,Pool C,291,92,9,5,Hong Kong,South Korea,NA
6214,2018-09-30,South Korea,12,20,Thailand,Namdong Asiad,Asian Sevens,5th-8th Place Semi Final,93,239,10,8,Thailand,South Korea,NA
6215,2018-09-30,Sri Lanka,15,10,Singapore,Namdong Asiad,Asian Sevens,5th-8th Place Semi Final,112,255,17,5,Sri Lanka,Singapore,NA
6216,2018-09-30,Japan,10,5,China,Namdong Asiad,Asian Sevens,Semi-Final,363,365,39,5,Japan,China,NA
6217,2018-09-30,Hong Kong,14,26,Kazakhstan,Namdong Asiad,Asian Sevens,Semi-Final,292,227,28,12,Kazakhstan,Hong Kong,NA
6218,2018-09-30,South Korea,7,19,Singapore,Namdong Asiad,Asian Sevens,7th Place Match,94,256,12,12,Singapore,South Korea,NA
6219,2018-09-30,Thailand,5,22,Sri Lanka,Namdong Asiad,Asian Sevens,5th Place Match,240,113,14,17,Sri Lanka,Thailand,NA
6220,2018-09-30,China,31,10,Hong Kong,Namdong Asiad,Asian Sevens,3rd Place Match,366,293,34,21,China,Hong Kong,NA
6221,2018-09-30,Japan,17,12,Kazakhstan,Namdong Asiad,Asian Sevens,Final,364,228,26,5,Japan,Kazakhstan,NA
6222,2018-10-13,China,35,0,Thailand,Colombo,Asian Sevens,Pool D,367,241,30,35,China,Thailand,NA
6223,2018-10-13,Kazakhstan,41,0,Singapore,Colombo,Asian Sevens,Pool D,229,257,22,41,Kazakhstan,Singapore,NA
6224,2018-10-13,Hong Kong,29,0,Sri Lanka,Colombo,Asian Sevens,Pool C,294,114,17,29,Hong Kong,Sri Lanka,NA
6225,2018-10-13,Japan,46,0,South Korea,Colombo,Asian Sevens,Pool C,365,95,9,46,Japan,South Korea,NA
6226,2018-10-13,Thailand,14,0,Singapore,Colombo,Asian Sevens,Pool D,242,258,29,14,Thailand,Singapore,NA
6227,2018-10-13,Kazakhstan,0,0,China,Colombo,Asian Sevens,Pool D,230,368,34,0,Draw,Draw,NA
6228,2018-10-13,Sri Lanka,26,10,South Korea,Colombo,Asian Sevens,Pool C,115,96,6,16,Sri Lanka,South Korea,NA
6229,2018-10-13,Japan,31,7,Hong Kong,Colombo,Asian Sevens,Pool C,366,295,34,24,Japan,Hong Kong,NA
6230,2018-10-14,Kazakhstan,36,5,Thailand,Colombo,Asian Sevens,Pool D,231,243,24,31,Kazakhstan,Thailand,NA
6231,2018-10-14,China,52,0,Singapore,Colombo,Asian Sevens,Pool D,369,259,22,52,China,Singapore,NA
6232,2018-10-14,Japan,29,0,Sri Lanka,Colombo,Asian Sevens,Pool C,367,116,7,29,Japan,Sri Lanka,NA
6233,2018-10-14,Hong Kong,27,0,South Korea,Colombo,Asian Sevens,Pool C,296,97,10,27,Hong Kong,South Korea,NA
6234,2018-10-14,South Korea,10,26,Thailand,Colombo,Asian Sevens,5th-8th Place Semi Final,98,244,11,16,Thailand,South Korea,NA
6235,2018-10-14,Sri Lanka,40,0,Singapore,Colombo,Asian Sevens,5th-8th Place Semi Final,117,260,18,40,Sri Lanka,Singapore,NA
6236,2018-10-14,Japan,26,12,Kazakhstan,Colombo,Asian Sevens,Semi-Final,368,232,27,14,Japan,Kazakhstan,NA
6237,2018-10-14,China,7,17,Hong Kong,Colombo,Asian Sevens,Semi-Final,370,297,35,10,Hong Kong,China,NA
6238,2018-10-14,South Korea,19,15,Singapore,Colombo,Asian Sevens,7th Place Match,99,261,13,4,South Korea,Singapore,NA
6239,2018-10-14,Thailand,5,7,Sri Lanka,Colombo,Asian Sevens,5th Place Match,245,118,15,2,Sri Lanka,Thailand,NA
6240,2018-10-14,Kazakhstan,12,17,China,Colombo,Asian Sevens,3rd Place Match,233,371,35,5,China,Kazakhstan,NA
6241,2018-10-14,Japan,31,0,Hong Kong,Colombo,Asian Sevens,Final,369,298,35,31,Japan,Hong Kong,NA
6242,2018-10-20,Laos,24,0,Brunei,Brunei,Asian Trophy,Pool A,55,1,1,24,Laos,Brunei,NA
6243,2018-10-20,Malaysia,12,17,Guam,Brunei,Asian Trophy,Pool A,72,67,1,5,Guam,Malaysia,NA
6244,2018-10-20,Pakistan,5,20,Nepal,Brunei,Asian Trophy,Pool B,7,12,2,15,Nepal,Pakistan,NA
6245,2018-10-20,Philippines,12,5,Uzbekistan,Brunei,Asian Trophy,Pool B,68,71,2,7,Philippines,Uzbekistan,NA
6246,2018-10-20,Indonesia,5,7,Guam,Brunei,Asian Trophy,Pool A,23,68,2,2,Guam,Indonesia,NA
6247,2018-10-20,Malaysia,22,0,Laos,Brunei,Asian Trophy,Pool A,73,56,9,22,Malaysia,Laos,NA
6248,2018-10-20,India,5,10,Uzbekistan,Brunei,Asian Trophy,Pool B,66,72,3,5,Uzbekistan,India,NA
6249,2018-10-20,Philippines,31,0,Pakistan,Brunei,Asian Trophy,Pool B,69,8,2,31,Philippines,Pakistan,NA
6250,2018-10-20,Laos,12,10,Guam,Brunei,Asian Trophy,Pool A,57,69,2,2,Laos,Guam,NA
6251,2018-10-20,Indonesia,25,5,Brunei,Brunei,Asian Trophy,Pool A,24,2,1,20,Indonesia,Brunei,NA
6252,2018-10-20,Pakistan,0,35,Uzbekistan,Brunei,Asian Trophy,Pool B,9,73,1,35,Uzbekistan,Pakistan,NA
6253,2018-10-20,India,43,0,Nepal,Brunei,Asian Trophy,Pool B,67,13,4,43,India,Nepal,NA
6254,2018-10-20,Brunei,0,38,Guam,Brunei,Asian Trophy,Pool A,3,70,1,38,Guam,Brunei,NA
6255,2018-10-20,Indonesia,0,29,Malaysia,Brunei,Asian Trophy,Pool A,25,74,4,29,Malaysia,Indonesia,NA
6256,2018-10-20,India,12,17,Philippines,Brunei,Asian Trophy,Pool B,68,70,4,5,Philippines,India,NA
6257,2018-10-20,Nepal,7,10,Uzbekistan,Brunei,Asian Trophy,Pool B,14,74,1,3,Uzbekistan,Nepal,NA
6258,2018-10-20,Canada,26,7,Fiji,"Glendale, Colorado",World Series,Pool C,294,245,13,19,Canada,Fiji,NA
6259,2018-10-20,France,21,12,Ireland,"Glendale, Colorado",World Series,Pool C,370,253,20,9,France,Ireland,NA
6260,2018-10-20,United States,10,12,England,"Glendale, Colorado",World Series,Pool B,316,375,26,2,England,United States,NA
6261,2018-10-20,New Zealand,45,0,China,"Glendale, Colorado",World Series,Pool B,263,372,6,45,New Zealand,China,NA
6262,2018-10-20,Russia,34,5,Spain,"Glendale, Colorado",World Series,Pool A,346,357,24,29,Russia,Spain,NA
6263,2018-10-20,Australia,53,0,Mexico,"Glendale, Colorado",World Series,Pool A,343,105,1,53,Australia,Mexico,NA
6264,2018-10-20,Canada,24,12,Ireland,"Glendale, Colorado",World Series,Pool C,295,254,12,12,Canada,Ireland,NA
6265,2018-10-20,France,45,12,Fiji,"Glendale, Colorado",World Series,Pool C,371,246,14,33,France,Fiji,NA
6266,2018-10-20,United States,24,21,China,"Glendale, Colorado",World Series,Pool B,317,373,15,3,United States,China,NA
6267,2018-10-20,New Zealand,28,7,England,"Glendale, Colorado",World Series,Pool B,264,376,25,21,New Zealand,England,NA
6268,2018-10-20,Russia,58,0,Mexico,"Glendale, Colorado",World Series,Pool A,347,106,1,58,Russia,Mexico,NA
6269,2018-10-20,Australia,40,0,Spain,"Glendale, Colorado",World Series,Pool A,344,358,22,40,Australia,Spain,NA
6270,2018-10-20,Fiji,7,59,Ireland,"Glendale, Colorado",World Series,Pool C,247,255,14,52,Ireland,Fiji,NA
6271,2018-10-20,France,10,24,Canada,"Glendale, Colorado",World Series,Pool C,372,296,26,14,Canada,France,NA
6272,2018-10-20,England,35,12,China,"Glendale, Colorado",World Series,Pool B,377,374,8,23,England,China,NA
6273,2018-10-20,New Zealand,35,12,United States,"Glendale, Colorado",World Series,Pool B,265,318,33,23,New Zealand,United States,NA
6274,2018-10-20,Spain,46,0,Mexico,"Glendale, Colorado",World Series,Pool A,359,107,2,46,Spain,Mexico,NA
6275,2018-10-20,Australia,21,15,Russia,"Glendale, Colorado",World Series,Pool A,345,348,17,6,Australia,Russia,NA
6276,2018-10-21,Malaysia,46,0,Brunei,Brunei,Asian Trophy,Pool A,75,4,1,46,Malaysia,Brunei,NA
6277,2018-10-21,Indonesia,10,12,Laos,Brunei,Asian Trophy,Pool A,26,58,3,2,Laos,Indonesia,NA
6278,2018-10-21,India,43,0,Pakistan,Brunei,Asian Trophy,Pool B,69,10,2,43,India,Pakistan,NA
6279,2018-10-21,Philippines,43,0,Nepal,Brunei,Asian Trophy,Pool B,71,15,2,43,Philippines,Nepal,NA
6280,2018-10-21,Laos,22,0,Nepal,Brunei,Asian Trophy,5th-8th Place Semi Final,59,16,2,22,Laos,Nepal,NA
6281,2018-10-21,Indonesia,0,30,India,Brunei,Asian Trophy,5th-8th Place Semi Final,27,70,2,30,India,Indonesia,NA
6282,2018-10-21,Malaysia,5,0,Uzbekistan,Brunei,Asian Trophy,Semi-Final,76,75,3,5,Malaysia,Uzbekistan,NA
6283,2018-10-21,Guam,7,10,Philippines,Brunei,Asian Trophy,Semi-Final,71,72,3,3,Philippines,Guam,NA
6284,2018-10-21,Brunei,10,15,Pakistan,Brunei,Asian Trophy,9th Place Match,5,11,1,5,Pakistan,Brunei,NA
6285,2018-10-21,Nepal,5,22,Indonesia,Brunei,Asian Trophy,7th Place Match,17,28,2,17,Indonesia,Nepal,NA
6286,2018-10-21,Laos,10,31,India,Brunei,Asian Trophy,5th Place Match,60,71,5,21,India,Laos,NA
6287,2018-10-21,Uzbekistan,12,31,Guam,Brunei,Asian Trophy,3rd Place Match,76,72,5,19,Guam,Uzbekistan,NA
6288,2018-10-21,Malaysia,10,7,Philippines,Brunei,Asian Trophy,Final,77,73,11,3,Malaysia,Philippines,NA
6289,2018-10-21,New Zealand,34,7,Ireland,"Glendale, Colorado",World Series,Quarter-Final,266,256,11,27,New Zealand,Ireland,NA
6290,2018-10-21,Canada,21,17,Russia,"Glendale, Colorado",World Series,Quarter-Final,297,349,30,4,Canada,Russia,NA
6291,2018-10-21,England,7,22,France,"Glendale, Colorado",World Series,Quarter-Final,378,373,25,15,France,England,NA
6292,2018-10-21,Australia,5,26,United States,"Glendale, Colorado",World Series,Quarter-Final,346,319,27,21,United States,Australia,NA
6293,2018-10-21,Spain,46,0,Mexico,"Glendale, Colorado",World Series,9th-12th Place Semi-Final,360,108,3,46,Spain,Mexico,NA
6294,2018-10-21,China,14,17,Fiji,"Glendale, Colorado",World Series,9th-12th Place Semi-Final,375,248,11,3,Fiji,China,NA
6295,2018-10-21,Ireland,21,10,Russia,"Glendale, Colorado",World Series,5th-8th Place Semi Final,257,350,18,11,Ireland,Russia,NA
6296,2018-10-21,England,12,26,Australia,"Glendale, Colorado",World Series,5th-8th Place Semi Final,379,347,23,14,Australia,England,NA
6297,2018-10-21,New Zealand,28,19,Canada,"Glendale, Colorado",World Series,Semi-Final,267,298,20,9,New Zealand,Canada,NA
6298,2018-10-21,France,19,21,United States,"Glendale, Colorado",World Series,Semi-Final,374,320,20,2,United States,France,NA
6299,2018-10-21,Mexico,0,47,China,"Glendale, Colorado",World Series,11th Place Match,109,376,2,47,China,Mexico,NA
6300,2018-10-21,Spain,20,14,Fiji,"Glendale, Colorado",World Series,9th Place Match,361,249,16,6,Spain,Fiji,NA
6301,2018-10-21,Russia,17,14,England,"Glendale, Colorado",World Series,7th Place Match,351,380,34,3,Russia,England,NA
6302,2018-10-21,Ireland,19,21,Australia,"Glendale, Colorado",World Series,5th Place Match,258,348,12,2,Australia,Ireland,NA
6303,2018-10-21,Canada,28,0,France,"Glendale, Colorado",World Series,3rd Place Match,299,375,27,28,Canada,France,NA
6304,2018-10-21,New Zealand,33,7,United States,"Glendale, Colorado",World Series,Final,268,321,34,26,New Zealand,United States,NA
6305,2018-10-21,Guatemala,27,14,Panama,San Jose,Central American Championship,Semi-Final,27,33,4,13,Guatemala,Panama,NA
6306,2018-10-21,Costa Rica,15,12,Guatemala,San Jose,Central American Championship,Final,52,28,8,3,Costa Rica,Guatemala,NA
6307,2018-11-09,Fiji,21,7,Cook Islands,"Suva, Fiji",Oceania Sevens,Pool B,250,53,6,14,Fiji,Cook Islands,NA
6308,2018-11-09,New Zealand,45,0,New Caledonia,"Suva, Fiji",Oceania Sevens,Pool B,269,19,1,45,New Zealand,New Caledonia,NA
6309,2018-11-09,Papua New Guinea,19,17,Samoa,"Suva, Fiji",Oceania Sevens,Pool A,124,117,13,2,Papua New Guinea,Samoa,NA
6310,2018-11-09,Australia,58,0,Nauru,"Suva, Fiji",Oceania Sevens,Pool A,349,1,1,58,Australia,Nauru,NA
6311,2018-11-09,Fiji,46,5,New Caledonia,"Suva, Fiji",Oceania Sevens,Pool B,251,20,3,41,Fiji,New Caledonia,NA
6312,2018-11-09,New Zealand,31,0,Cook Islands,"Suva, Fiji",Oceania Sevens,Pool B,270,54,4,31,New Zealand,Cook Islands,NA
6313,2018-11-09,Papua New Guinea,36,0,Nauru,"Suva, Fiji",Oceania Sevens,Pool A,125,2,1,36,Papua New Guinea,Nauru,NA
6314,2018-11-09,Australia,45,0,Samoa,"Suva, Fiji",Oceania Sevens,Pool A,350,118,14,45,Australia,Samoa,NA
6315,2018-11-09,Cook Islands,37,7,New Caledonia,"Suva, Fiji",Oceania Sevens,Pool B,55,21,2,30,Cook Islands,New Caledonia,NA
6316,2018-11-09,New Zealand,27,0,Fiji,"Suva, Fiji",Oceania Sevens,Pool B,271,252,19,27,New Zealand,Fiji,NA
6317,2018-11-09,Samoa,55,0,Nauru,"Suva, Fiji",Oceania Sevens,Pool A,119,3,1,55,Samoa,Nauru,NA
6318,2018-11-09,Australia,31,0,Papua New Guinea,"Suva, Fiji",Oceania Sevens,Pool A,351,126,11,31,Australia,Papua New Guinea,NA
6319,2018-11-09,Colombia,19,0,Peru,Montevideo,South American Sevens,Pool A,136,112,13,19,Colombia,Peru,NA
6320,2018-11-09,Brazil,47,0,Costa Rica,Montevideo,South American Sevens,Pool A,270,53,2,47,Brazil,Costa Rica,NA
6321,2018-11-09,Paraguay,26,7,Uruguay,Montevideo,South American Sevens,Pool B,105,110,14,19,Paraguay,Uruguay,NA
6322,2018-11-09,Argentina,38,0,Chile,Montevideo,South American Sevens,Pool B,163,103,21,38,Argentina,Chile,NA
6323,2018-11-09,Brazil,38,7,Peru,Montevideo,South American Sevens,Pool A,271,113,12,31,Brazil,Peru,NA
6324,2018-11-09,Colombia,37,0,Costa Rica,Montevideo,South American Sevens,Pool A,137,54,3,37,Colombia,Costa Rica,NA
6325,2018-11-09,Argentina,58,0,Uruguay,Montevideo,South American Sevens,Pool B,164,111,20,58,Argentina,Uruguay,NA
6326,2018-11-09,Paraguay,24,12,Chile,Montevideo,South American Sevens,Pool B,106,104,22,12,Paraguay,Chile,NA
6327,2018-11-09,Peru,36,0,Costa Rica,Montevideo,South American Sevens,Pool A,114,55,7,36,Peru,Costa Rica,NA
6328,2018-11-09,Brazil,40,0,Colombia,Montevideo,South American Sevens,Pool A,272,138,13,40,Brazil,Colombia,NA
6329,2018-11-09,Uruguay,12,12,Chile,Montevideo,South American Sevens,Pool B,112,105,20,0,Draw,Draw,NA
6330,2018-11-09,Argentina,28,17,Paraguay,Montevideo,South American Sevens,Pool B,165,107,19,11,Argentina,Paraguay,NA
6331,2018-11-10,Australia,29,0,Fiji,"Suva, Fiji",Oceania Sevens,Semi-Final,352,253,33,29,Australia,Fiji,NA
6332,2018-11-10,New Zealand,31,0,Papua New Guinea,"Suva, Fiji",Oceania Sevens,Semi-Final,272,127,6,31,New Zealand,Papua New Guinea,NA
6333,2018-11-10,Samoa,45,5,New Caledonia,"Suva, Fiji",Oceania Sevens,5th-8th Place Semi Final,120,22,3,40,Samoa,New Caledonia,NA
6334,2018-11-10,Cook Islands,19,0,Nauru,"Suva, Fiji",Oceania Sevens,5th-8th Place Semi Final,56,4,1,19,Cook Islands,Nauru,NA
6335,2018-11-10,Nauru,7,21,New Caledonia,"Suva, Fiji",Oceania Sevens,7th Place Match,5,23,1,14,New Caledonia,Nauru,NA
6336,2018-11-10,Cook Islands,5,10,Samoa,"Suva, Fiji",Oceania Sevens,5th Place Match,57,121,9,5,Samoa,Cook Islands,NA
6337,2018-11-10,Papua New Guinea,5,33,Fiji,"Suva, Fiji",Oceania Sevens,3rd Place Match,128,254,12,28,Fiji,Papua New Guinea,NA
6338,2018-11-10,Australia,14,10,New Zealand,"Suva, Fiji",Oceania Sevens,Final,353,273,34,4,Australia,New Zealand,NA
6339,2018-11-10,Kenya,27,0,Uganda,Nairobi,Safari 7s,Pool,95,67,9,27,Kenya,Uganda,NA
6340,2018-11-10,Kenya,47,0,Uganda,Nairobi,Safari 7s,Final,96,68,10,47,Kenya,Uganda,NA
6341,2018-11-10,Costa Rica,0,42,Argentina,Montevideo,South American Sevens,Quarter-Final,56,166,3,42,Argentina,Costa Rica,NA
6342,2018-11-10,Chile,0,36,Colombia,Montevideo,South American Sevens,Quarter-Final,106,139,12,36,Colombia,Chile,NA
6343,2018-11-10,Brazil,31,0,Uruguay,Montevideo,South American Sevens,Quarter-Final,273,113,14,31,Brazil,Uruguay,NA
6344,2018-11-10,Peru,15,5,Paraguay,Montevideo,South American Sevens,Quarter-Final,115,108,16,10,Peru,Paraguay,NA
6345,2018-11-10,Costa Rica,0,24,Chile,Montevideo,South American Sevens,5th-8th Place Semi Final,57,107,3,24,Chile,Costa Rica,NA
6346,2018-11-10,Uruguay,0,28,Paraguay,Montevideo,South American Sevens,5th-8th Place Semi Final,114,109,15,28,Paraguay,Uruguay,NA
6347,2018-11-10,Argentina,22,17,Colombia,Montevideo,South American Sevens,Semi-Final,167,140,13,5,Argentina,Colombia,NA
6348,2018-11-10,Costa Rica,0,31,Uruguay,Montevideo,South American Sevens,7th Place Match,58,115,3,31,Uruguay,Costa Rica,NA
6349,2018-11-10,Brazil,31,5,Peru,Montevideo,South American Sevens,Semi-Final,274,116,13,26,Brazil,Peru,NA
6350,2018-11-10,Chile,22,5,Paraguay,Montevideo,South American Sevens,5th Place Match,108,110,23,17,Chile,Paraguay,NA
6351,2018-11-10,Colombia,12,5,Peru,Montevideo,South American Sevens,3rd Place Match,141,117,14,7,Colombia,Peru,NA
6352,2018-11-10,Brazil,17,10,Argentina,Montevideo,South American Sevens,Final,275,168,26,7,Brazil,Argentina,NA
6353,2018-11-29,France,29,0,Spain,Dubai,World Series,Pool C,376,362,39,29,France,Spain,NA
6354,2018-11-29,Canada,38,7,Fiji,Dubai,World Series,Pool C,300,255,14,31,Canada,Fiji,NA
6355,2018-11-29,Australia,12,26,England,Dubai,World Series,Pool B,354,381,24,14,England,Australia,NA
6356,2018-11-29,United States,31,0,China,Dubai,World Series,Pool B,322,377,16,31,United States,China,NA
6357,2018-11-29,Ireland,26,0,Russia,Dubai,World Series,Pool A,259,352,19,26,Ireland,Russia,NA
6358,2018-11-29,New Zealand,34,7,Kenya,Dubai,World Series,Pool A,274,97,3,27,New Zealand,Kenya,NA
6359,2018-11-29,France,29,15,Fiji,Dubai,World Series,Pool C,377,256,15,14,France,Fiji,NA
6360,2018-11-29,Canada,29,7,Spain,Dubai,World Series,Pool C,301,363,16,22,Canada,Spain,NA
6361,2018-11-29,Australia,33,5,China,Dubai,World Series,Pool B,355,378,14,28,Australia,China,NA
6362,2018-11-29,United States,12,14,England,Dubai,World Series,Pool B,323,382,27,2,England,United States,NA
6363,2018-11-29,Ireland,27,12,Kenya,Dubai,World Series,Pool A,260,98,1,15,Ireland,Kenya,NA
6364,2018-11-29,New Zealand,29,12,Russia,Dubai,World Series,Pool A,275,353,19,17,New Zealand,Russia,NA
6365,2018-11-29,Spain,5,17,Fiji,Dubai,World Series,Pool C,364,257,17,12,Fiji,Spain,NA
6366,2018-11-29,Canada,21,14,France,Dubai,World Series,Pool C,302,378,28,7,Canada,France,NA
6367,2018-11-29,England,38,0,China,Dubai,World Series,Pool B,383,379,9,38,England,China,NA
6368,2018-11-29,United States,22,17,Australia,Dubai,World Series,Pool B,324,356,28,5,United States,Australia,NA
6369,2018-11-29,Russia,19,0,Kenya,Dubai,World Series,Pool A,354,99,2,19,Russia,Kenya,NA
6370,2018-11-29,New Zealand,24,17,Ireland,Dubai,World Series,Pool A,276,261,12,7,New Zealand,Ireland,NA
6371,2018-11-30,New Zealand,31,0,Russia,Dubai,World Series,Quarter-Final,277,355,20,31,New Zealand,Russia,NA
6372,2018-11-30,United States,12,10,France,Dubai,World Series,Quarter-Final,325,379,21,2,United States,France,NA
6373,2018-11-30,England,12,27,Australia,Dubai,World Series,Quarter-Final,384,357,25,15,Australia,England,NA
6374,2018-11-30,Canada,24,7,Ireland,Dubai,World Series,Quarter-Final,303,262,13,17,Canada,Ireland,NA
6375,2018-11-30,Fiji,10,12,China,Dubai,World Series,9th-12th Place Semi-Final,258,380,12,2,China,Fiji,NA
6376,2018-11-30,Spain,7,24,Kenya,Dubai,World Series,9th-12th Place Semi-Final,365,100,3,17,Kenya,Spain,NA
