incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
NA,14/06/2018 20:46,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY FRONT DOOR ON SIDE OF HOUSE IN INGLEBERT STREET,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000370,CLERKENWELL,E09000019,ISLINGTON,Islington,NULL,MYDDELTON SQUARE,21605497,EC1R,NULL,NULL,531250,182950,NULL,NULL
NA,15/06/2018 09:16,2018,2018/19,Special Service,1,1,333,333,BIRD STUCK IN FIRE PLACE,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000562,ST. HELIER,E09000029,SUTTON,Sutton,NULL,WESTMINSTER ROAD,22601134,SM1,NULL,NULL,526650,165850,NULL,NULL
NA,15/06/2018 15:51,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BETWEEN FENCE AND SHED,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000566,SUTTON SOUTH,E09000029,SUTTON,Sutton,NULL,LESLIE GARDENS,22602429,SM2,NULL,NULL,525550,163450,NULL,NULL
NA,15/06/2018 22:02,2018,2018/19,Special Service,1,1,333,333,CAT STUCK UNDERNEATH CUPBOARDS,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000370,CLERKENWELL,E09000019,ISLINGTON,Islington,NULL,AMWELL STREET,21604116,EC1R,NULL,NULL,531150,182950,NULL,NULL
NA,16/06/2018 01:33,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000623,SHAFTESBURY,E09000032,WANDSWORTH,Battersea,NULL,LONGBEACH ROAD,22903012,SW11,NULL,NULL,528050,175450,NULL,NULL
NA,16/06/2018 11:29,2018,2018/19,Special Service,1,1,333,333,DOG ON ROOF OF TWO STOREY HOUSE,Dog,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000411,ST. JAMES,E09000021,KINGSTON UPON THAMES,New Malden,NULL,MALDEN ROAD,21800637,KT3,NULL,NULL,521650,167150,NULL,NULL
NA,17/06/2018 12:42,2018,2018/19,Special Service,1,1,333,333,DEER TRAPPED IN FENCE,Deer,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped wild animal,E05000057,MILL HILL,E09000003,BARNET,Mill Hill,200001187,ABBEY VIEW,20000020,NW7,521798,193238,521750,193250,51.62479274,-0.241853699
NA,17/06/2018 17:03,2018,2018/19,Special Service,1,1,333,333,KITTEN TRAPPED IN BRAMBLES,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000591,CATHALL,E09000031,WALTHAM FOREST,Leytonstone,NULL,CROWNFIELD ROAD,22830500,E15,NULL,NULL,538850,185550,NULL,NULL
NA,18/06/2018 06:22,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA  WITH DEER TRAPPED IN FENCING  - INSPECTOR ON SCENE,Deer,Person (mobile),Railings,Outdoor Structure,Other animal assistance,Assist trapped wild animal,E05000196,COCKFOSTERS,E09000010,ENFIELD,Southgate,207142817,RESERVOIR ROAD,20701193,N14,529149,195801,529150,195850,51.64618857,-0.134767832
NA,19/06/2018 09:23,2018,2018/19,Special Service,1,1,333,333,POSSIBLE ANIMAL TRAPPED UNDER BATH,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Bird,E05000350,CRANFORD,E09000018,HOUNSLOW,Feltham,NULL,ARUNDEL ROAD,21500046,TW4,NULL,NULL,511250,175850,NULL,NULL
NA,19/06/2018 15:17,2018,2018/19,Special Service,1,2,333,666,Redacted,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011468,Fairfield,E09000008,CROYDON,Croydon,1.00021E+11,FRITH ROAD,20500961,CR0,532143,165615,532150,165650,51.37422702,-0.102830458
NA,20/06/2018 18:08,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED ON LEDGE CAT HAS BEEN TRAPPED A COUPLE OF DAYS,Cat,Person (mobile),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009396,GOLBORNE,E09000020,KENSINGTON AND CHELSEA,North Kensington,NULL,CAMBRIDGE GARDENS,21700828,W10,NULL,NULL,524350,181450,NULL,NULL
NA,21/06/2018 10:53,2018,2018/19,Special Service,1,1,333,333,DOG IN DISTRESS LOCKED IN CAR - POLICE WILL TRY TO GET DOG UNIT TO ATTEND ASAP,Dog,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000032,GASCOIGNE,E09000002,BARKING AND DAGENHAM,Barking,100057493,KING EDWARDS ROAD,19900704,IG11,544955,183267,544950,183250,51.52972065,0.088353431
NA,21/06/2018 12:22,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND FENCE NEAR RAILWAY TRACK,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000196,COCKFOSTERS,E09000010,ENFIELD,Southgate,NULL,LAKENHEATH,20701119,N14,NULL,NULL,529550,195650,NULL,NULL
NA,22/06/2018 08:41,2018,2018/19,Special Service,1,3,333,999,BIRD STUCK IN CHIMNEY,Bird,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000090,FRYENT,E09000005,BRENT,Stanmore,NULL,HAWTHORNE GROVE,20200929,NW9,NULL,NULL,520350,187950,NULL,NULL
NA,22/06/2018 16:14,2018,2018/19,Special Service,1,1,333,333,KITTENS TRAPPED UNDER PAVING,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009369,CLISSOLD,E09000012,HACKNEY,Stoke Newington,NULL,MILTON GARDENS ESTATE,20950139,N16,NULL,NULL,533150,185550,NULL,NULL
NA,22/06/2018 19:01,2018,2018/19,Special Service,1,1,333,333,DOG TRAPPED IN UNDERGROWTH    NEAR THE POND NEXT TO THE CHILDRENS PLAYGROUND      ACCESS VIA TULSE H,Dog,Person (mobile),Park,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000423,HERNE HILL,E09000022,LAMBETH,West Norwood,10025181107,BROCKWELL PARK INTERNAL ROADS,21901542,SW2,531345,174123,531350,174150,51.45086659,-0.111132912
NA,23/06/2018 19:36,2018,2018/19,Special Service,1,2,333,666,KITTEN TRAPPED IN LOCKED CAR  WHITE PRIUS,Cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000177,GREENFORD BROADWAY,E09000009,EALING,Southall,12033332,INVICTA GROVE,20600936,UB5,512529,182732,512550,182750,51.53229738,-0.379056388
NA,24/06/2018 15:58,2018,2018/19,Special Service,1,1,333,333,SMALL ANIMAL RESCUE - MUNTJAC DEER TRAPPED IN RAILINGS,Deer,Person (mobile),Golf course (not building on course),Outdoor,Other animal assistance,Assist trapped wild animal,E05000057,MILL HILL,E09000003,BARNET,Mill Hill,200199927,FRITH LANE,20016860,NW7,524599,191642,524550,191650,51.60984119,-0.201976949
NA,25/06/2018 19:28,2018,2018/19,Special Service,1,1,333,333,CAT FALLEN INTO LOWER GROUND FLOOR    INJURED   OWNER ON SCENE,Cat,Person (mobile),Retirement/Old Persons Home,Other Residential,Other animal assistance,Assist trapped domestic animal,E05000058,OAKLEIGH,E09000003,BARNET,Barnet,200088004,OAKLEIGH PARK NORTH,20032540,N20,526877,194426,526850,194450,51.63435253,-0.168086597
NA,26/06/2018 08:18,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND KENNEL   ALL CREATURES VETERINARY SURGERY,Cat,Person (land line),Veterinary surgery,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000623,SHAFTESBURY,E09000032,WANDSWORTH,Clapham,121020566,LAVENDER HILL,22902838,SW11,528273,175683,528250,175650,51.46559,-0.154764
NA,26/06/2018 09:20,2018,2018/19,Special Service,2,3,333,999,CAT TRAPPED IN BARBED WIRE,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000261,RAVENSCOURT PARK,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,NULL,WESTCROFT SQUARE,21000874,W6,NULL,NULL,521950,178650,NULL,NULL
NA,26/06/2018 10:29,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000375,HOLLOWAY,E09000019,ISLINGTON,Holloway,NULL,WIDDENHAM ROAD,21604016,N7,NULL,NULL,530650,185650,NULL,NULL
NA,26/06/2018 21:52,2018,2018/19,Special Service,1,1,333,333,INJURED BIRD STUCK IN TREE,Bird,Person (mobile),Park,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000174,EALING COMMON,E09000009,EALING,Ealing,12144737,GRANGE ROAD,20600751,W5,518247,180434,518250,180450,51.51047417,-0.297432204
NA,27/06/2018 16:55,2018,2018/19,Special Service,1,2,333,666,Redacted,Cat,Person (land line),Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000189,SOUTHALL BROADWAY,E09000009,EALING,Southall,10025575642,UXBRIDGE ROAD,20602324,UB1,513248,180301,513250,180350,51.51030441,-0.369473531
NA,28/06/2018 07:40,2018,2018/19,Special Service,1,1,333,333,Redacted,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000455,ABBEY,E09000024,MERTON,Wimbledon,NULL,KINGSTON ROAD,22103622,SW19,NULL,NULL,525350,170050,NULL,NULL
NA,28/06/2018 14:05,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN NETTING - ASSIST WILDLIFE PROTECTION,Bird,Person (mobile),Estate Agent,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011249,Monkhams,E09000026,REDBRIDGE,Woodford,10093039469,THE BROADWAY,22306023,IG8,540902,191851,540950,191850,51.60787787,0.033394814
NA,28/06/2018 15:20,2018,2018/19,Special Service,1,1,333,333,BIRD STUCK IN THE CHIMNEY,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000486,GREEN STREET WEST,E09000025,NEWHAM,Stratford,NULL,THORNGROVE ROAD,22207990,E13,NULL,NULL,541050,183850,NULL,NULL
NA,28/06/2018 15:55,2018,2018/19,Special Service,1,1,333,333,ASSIST RSPCA INSPECTOR WITH BIRD RESCUE,Bird,Person (land line),Converted office,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011249,Monkhams,E09000026,REDBRIDGE,Woodford,2.00003E+11,THE BROADWAY,22306023,IG8,540901,191851,540950,191850,51.60787379,0.033387883
NA,28/06/2018 21:50,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN NETTING,Bird,Person (land line),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05009386,VICTORIA,E09000012,HACKNEY,Bethnal Green,NULL,RUTLAND ROAD,20900881,E9,NULL,NULL,535550,183750,NULL,NULL
NA,29/06/2018 12:02,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN AIR VENT OUTSIDE,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000033,GORESBROOK,E09000002,BARKING AND DAGENHAM,Dagenham,NULL,WALLERS CLOSE,19900614,RM9,NULL,NULL,548550,183650,NULL,NULL
NA,30/06/2018 08:29,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN TREE REQUESTED BY RSPCA,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011489,Woodside,E09000008,CROYDON,Woodside,NULL,ANTHONY ROAD,20500630,SE25,NULL,NULL,534250,167050,NULL,NULL
NA,30/06/2018 14:08,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED UNDER KITCHEN CUPBOARD,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000523,HEATHFIELD,E09000027,RICHMOND UPON THAMES,Twickenham,NULL,ARDEN CLOSE,22407174,TW2,NULL,NULL,512850,173550,NULL,NULL
NA,30/06/2018 15:37,2018,2018/19,Special Service,1,1,333,333,POSSIBLY ANIMAL TRAPPED IN CHIMNEY,Unknown - Wild Animal,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000222,GREENWICH WEST,E09000011,GREENWICH,Greenwich,NULL,RUSSETT WAY,20801306,SE13,NULL,NULL,537950,176350,NULL,NULL
NA,30/06/2018 21:08,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN FENCE NEAR TO SWINSON HOUSE-CALLER WAITING FOR YOU,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000209,SOUTHGATE GREEN,E09000010,ENFIELD,Southgate,NULL,HIGHVIEW GARDENS,20701609,N11,NULL,NULL,529250,192150,NULL,NULL
NA,01/07/2018 03:32,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED INBETWEEN TWO BRICK WALLS,Cat,Person (mobile),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009376,HOMERTON,E09000012,HACKNEY,Homerton,NULL,LOWER CLAPTON ROAD,20900640,E5,NULL,NULL,535150,185450,NULL,NULL
NA,01/07/2018 08:51,2018,2018/19,Special Service,1,1,333,333,Redacted,Bird,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000209,SOUTHGATE GREEN,E09000010,ENFIELD,Southgate,NULL,PALMERS ROAD,20705024,N11,NULL,NULL,529250,192250,NULL,NULL
NA,01/07/2018 12:34,2018,2018/19,Special Service,1,1,333,333,RSPCA REQUESTING ASSISTANCE  FOX TRAPPED IN CONSERVATORY OF EMPTY PROPERTY,Fox,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving wild animal - Other action,E05000477,CANNING TOWN NORTH,E09000025,NEWHAM,Plaistow,NULL,SOLENT RISE,22201956,E13,NULL,NULL,540350,182650,NULL,NULL
NA,01/07/2018 16:39,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN WINDOW,Cat,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011108,Nunhead & Queen's Road,E09000028,SOUTHWARK,New Cross,NULL,MORTLOCK CLOSE,22503072,SE15,NULL,NULL,534650,176550,NULL,NULL
NA,01/07/2018 17:28,2018,2018/19,Special Service,1,1,333,333,PIGEON TRAPPED IN EXTRACTOR FAN,Bird,Person (mobile),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000634,CHURCH STREET,E09000033,WESTMINSTER,Paddington,NULL,CHURCH STREET,8400794,NW8,NULL,NULL,527050,182050,NULL,NULL
NA,02/07/2018 03:18,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN WINDOWFRAME,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009329,ST. DUNSTAN'S,E09000030,TOWER HAMLETS,Bethnal Green,NULL,HARFORD STREET,22700605,E1,NULL,NULL,536150,181950,NULL,NULL
NA,02/07/2018 11:03,2018,2018/19,Special Service,1,1,333,333,DEER STUCK BETWEEN TWO WOODEN FENCES AND A BRICK WALL - ASSIST RSPCA,Deer,Person (mobile),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Assist trapped wild animal,E05000403,CANBURY,E09000021,KINGSTON UPON THAMES,Kingston,1.00022E+11,LOWER KINGS ROAD,21880098,KT2,518145,169997,518150,169950,51.41668945,-0.302388586
NA,02/07/2018 12:45,2018,2018/19,Special Service,1,1,333,333,CAT STUCK BETWEEN FLOOR AND CEILING,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000407,COOMBE VALE,E09000021,KINGSTON UPON THAMES,New Malden,NULL,KINGSCOTE ROAD,21800551,KT3,NULL,NULL,520850,168550,NULL,NULL
NA,02/07/2018 14:28,2018,2018/19,Special Service,1,1,333,333,CAT STUCK UNDER FLOORBOARDS,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000523,HEATHFIELD,E09000027,RICHMOND UPON THAMES,Twickenham,NULL,SPRINGFIELD ROAD,22401864,TW2,NULL,NULL,513350,173350,NULL,NULL
NA,02/07/2018 18:35,2018,2018/19,Special Service,1,1,333,333,CAT STUCK IN GUTTER,Cat,Person (mobile),Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05009395,EARL'S COURT,E09000020,KENSINGTON AND CHELSEA,Kensington,NULL,PENYWERN ROAD,21700411,SW5,NULL,NULL,525450,178350,NULL,NULL
NA,02/07/2018 22:56,2018,2018/19,Special Service,1,2,333,666,CAT TRAPPED BY RUBBISH CHUTE    THIRD FLOOR,Cat,Person (land line),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000222,GREENWICH WEST,E09000011,GREENWICH,Deptford,NULL,MCMILLAN STREET,20801009,SE8,NULL,NULL,537350,177750,NULL,NULL
NA,04/07/2018 16:20,2018,2018/19,Special Service,1,1,333,333,SEAGULL TRAPPED IN NETTING ON TOP OF BUILDING,Bird,Person (mobile),Warehouse,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000090,FRYENT,E09000005,BRENT,Stanmore,202099002,EDGWARE ROAD,20201631,NW9,520744,189456,520750,189450,51.591028,-0.258379
NA,04/07/2018 19:27,2018,2018/19,Special Service,1,1,333,333,PUPPY TRAPPED IN FENCE,Dog,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000336,NORTHWOOD HILLS,E09000017,HILLINGDON,Ruislip,NULL,PINNER ROAD,21401544,HA6,NULL,NULL,510350,190450,NULL,NULL
NA,05/07/2018 06:37,2018,2018/19,Special Service,1,1,333,333,INJURED CAT STUCK IN TREE - BEEN ATTACKED BY FOX  THIS IS AT THE REAR OF THE FIRE STATION - CALLER W,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000484,FOREST GATE SOUTH,E09000025,NEWHAM,Stratford,46074805,TORRENS SQUARE,22201632,E15,539537,184895,539550,184850,51.54571103,0.010936647
NA,05/07/2018 17:39,2018,2018/19,Special Service,1,1,333,333,FOX TRAPPED ON RIVER BANK REQUEST OF RSPCA GO DOWN MERBURY ROAD GO ACROSS BRIDGE OVER RIVER  FOOTPAT,Fox,Person (land line),River/canal,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05000228,THAMESMEAD MOORINGS,E09000011,GREENWICH,Plumstead,1.00021E+11,RIDGE CLOSE,20801703,SE28,545055,179893,545050,179850,51.49937852,0.088396198
NA,06/07/2018 07:52,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED IN BICYCLE WHEEL - RSPCA UNABLE TO ATTEND,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05011487,Waddon,E09000008,CROYDON,Croydon,NULL,THEOBALD ROAD,20501485,CR0,NULL,NULL,531750,165850,NULL,NULL
NA,06/07/2018 08:17,2018,2018/19,Special Service,1,1,333,333,DUCKLING FALLEN DOWN DRAIN  J/O BARNES HIGH STREET.   CALLER WILL MEET BRIGADE,Bird,Person (mobile),Pipe or drain,Outdoor Structure,Animal rescue from below ground,Wild animal rescue from below ground,E05000525,MORTLAKE AND BARNES COMMON,E09000027,RICHMOND UPON THAMES,Richmond,10070719691,SWAN PLACE,22405134,SW13,521780,176403,521750,176450,51.47349655,-0.247932398
NA,06/07/2018 19:01,2018,2018/19,Special Service,1,1,333,333,BIRD TRAPPED IN CHIMNEY,Bird,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05011244,Goodmayes,E09000026,REDBRIDGE,Ilford,NULL,NUTFIELD GARDENS,22302316,IG3,NULL,NULL,546050,186750,NULL,NULL
NA,06/07/2018 19:54,2018,2018/19,Special Service,1,1,333,333,CAT STUCK BETWEEN BUILDING AND FENCE     THERE FOR THREE DAYS,Cat,Person (mobile),Fence,Outdoor Structure,Other animal assistance,Assist trapped domestic animal,E05000465,LOWER MORDEN,E09000024,MERTON,Sutton,48012549,CARDINAL AVENUE,22101173,SM4,524165,167114,524150,167150,51.38949665,-0.216864079
NA,07/07/2018 10:44,2018,2018/19,Special Service,1,1,333,333,TRAPPED SWIFT HANGING- CAUGHT IN WIRES   RSPCA IN ATTENDANCE,Bird,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05011103,Goose Green,E09000028,SOUTHWARK,Peckham,NULL,BAWDALE ROAD,22500179,SE22,NULL,NULL,533850,174750,NULL,NULL
NA,08/07/2018 12:58,2018,2018/19,Special Service,1,1,333,333,HORSE STUCK IN RIVER    NEAR CARE MANAGEMENT GROUP AT TOP OF THE LANE - CALLER IS AT THE BOTTOM OF T,Horse,Person (mobile),"Grassland, pasture, grazing etc",Outdoor,Animal rescue from water,Animal rescue from water - Farm animal,E05000309,EMERSON PARK,E09000016,HAVERING,Hornchurch,10025149987,FOOTPATH 273,21302223,RM11,555643,188107,555650,188150,51.57036296,0.244445568
NA,08/07/2018 14:22,2018,2018/19,Special Service,1,1,333,333,CAT TRAPPED BEHIND OVEN,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000058,OAKLEIGH,E09000003,BARNET,Southgate,NULL,MANOR DRIVE,20028180,N20,NULL,NULL,527450,193350,NULL,NULL
