paper,year,month,title
t0221,1998,2,A Research Assistant's Guide to Random Coefficients Discrete Choice Models of Demand
t0222,1998,2,Maximum Likelihood Estimation of Discretely Sampled Diffusions: A Closed-Form Approach
t0223,1998,2,Overidentification Tests with Grouped Data
t0224,1998,2,Monotone Instrumental Variables with an Application to the Returns to Schooling
t0225,1998,2,Solving Dynamic Equilibrium Models by a Method of Undetermined Coefficients
t0226,1998,3,Regression-Based Tests of Predictive Ability
t0227,1998,3,Net Health Benefits: A New Framework for the Analysis of Uncertainty in Cost-Effectiveness Analysis
t0228,1998,3,Much Ado About Two: Reconsidering Retransformation and the Two-Part Model in Health Economics
t0229,1998,3,Instrumental Variables Estimation of Quantile Treatment Effects
t0230,1998,4,Combining Panel Data Sets with Attrition and Refreshment Samples
t0231,1998,4,Efficient Intertemporal Allocations with Recursive Utility
t0232,1998,4,Solutions to Linear Rational Expectations Models: A Compact Exposition
t0233,1998,5,An Optimization-Based Econometric Framework for the Evaluation of Monetary Policy: Expanded Version
t0234,1998,9,A Simple Framework for Nonparametric Specification Testing
t0235,1998,9,Sorting Out Sorts
t0236,1999,3,Approximation Bias in Linearized Euler Equations
t0237,1999,4,The Role of the Propensity Score in Estimating Dose-Response Functions
t0238,1999,5,Predicting the Efficacy of Future Training Programs Using Past Experiences
t0239,1999,5,Toll Competition Among Congested Roads
t0240,1999,5,Predictive Regressions
t0241,1999,5,When to Control for Covariates? Panel-Asymptotic Results for Estimates of Treatment Effects
t0242,1999,5,Statistical Treatment Rules for Heterogeneous Populations: With Application to Randomized Experiments
t0243,1999,8,Environmental Policy and Firm Behavior: Abatement Investment and Location Decisions Under Uncertainty and Irreversibility
t0244,1999,8,News About News: Information Arrival and Irreversible Investment
t0245,1999,11,Interaction Effects and Difference-in-Difference Estimation in Loglinear Models
t0246,1999,11,Estimating Log Models: To Transform or Not to Transform?
t0247,1999,11,A Note on Longitudinally Matching Current Population Survey (CPS) Respondents
t0248,2000,1,Estimation of Limited-Dependent Variable Models with Dummy Endogenous Regressors: Simple Strategies for Empirical Practice
t0249,2000,1,On Optimal Instrumental Variables Estimation of Stationary Time Series Models
t0250,2000,1,External Treatment Effects and Program Implementation Bias
t0251,2000,3,Efficient Estimation of Average Treatment Effects Using the Estimated Propensity Score
t0252,2000,4,Local Instrumental Variables
t0253,2000,5,Estimating Euler Equations
t0254,2000,6,Direct Estimation of Policy Impacts
t0255,2000,6,Robust Covariance Matrix Estimation with Data-Dependent VAR Prewhitening Order
t0256,2000,6,Encompassing Tests When No Model Is Encompassing
t0257,2000,8,Bias from Classical and Other Forms of Measurement Error
t0258,2000,8,Interactions-Based Models
t0259,2000,8,"Instrumental Variables, Selection Models, and Tight Bounds on the Average Treatment Effect"
t0260,2000,9,Semiparametric Estimation of Instrumental Variable Models for Causal Effects
t0261,2000,9,Bootstrap Tests for the Effect of a Treatment on the Distribution of an Outcome Variable
t0262,2000,9,Treatment Effects for Discrete Outcomes when Responses to Treatment Vary Among Observationally Identical Persons: An Application to Norwegian Vocational Rehabilitation Programs
t0263,2000,11,Using Studies of Treatment Response to Inform Treatment Choice in Heterogeneous Populations
t0264,2000,11,Long Memory and Regime Switching
t0265,2000,11,Time Use and Population Representation in the Sloan Study of Adolescents
t0266,2000,12,The Conventional Treatment of Seasonality in Business Cycle Analysis: Does it Create Distortions?
t0267,2001,3,Panel Data Estimators for Nonseparable Models with Endogenous Regressors
t0268,2001,3,A Graphical Analysis of Some Basic Results in Social Choice
t0269,2001,3,Empirical Bayes Forecasts of One Time Series Using Many Predictors
t0270,2001,4,The Bias of the RSR Estimator and the Accuracy of Some Alternatives
t0271,2001,7,Estimating Hedonic Models: Implications of the Theory
t0272,2001,7,Demand Estimation With Heterogeneous Consumers and Unobserved Product Characteristics: A Hedonic Approach
t0273,2001,7,A New Use of Importance Sampling to Reduce Computational Burden in Simulation Estimation
t0274,2001,8,Simulated Likelihood Estimation of Diffusions with an Application to Exchange Rate Dynamics in Incomplete Markets
t0275,2001,11,Using Weights to Adjust for Sample Selection When Auxiliary Information is Available
t0276,2002,4,The Effects of Random and Discrete Sampling When Estimating Continuous-Time Diffusions
t0277,2002,6,Trimming for Bounds on Treatment Effects with Missing Outcomes
t0278,2002,8,Econometric Methods for Endogenously Sampled Time Series: The Case of Commodity Price Speculation in the Steel Market
t0279,2002,8,Parametric and Nonparametric Volatility Measurement
t0280,2002,9,Identification and Inference in Nonlinear Difference-In-Differences Models
t0281,2002,9,Affine Processes and Applications in Finance
t0282,2002,10,Solving Dynamic General Equilibrium Models Using a Second-Order Approximation to the Policy Function
t0283,2002,10,Simple and Bias-Corrected Matching Estimators for Average Treatment Effects
t0284,2002,11,Testing for Weak Instruments in Linear IV Regression
t0285,2002,11,Identification and Estimation of Triangular Simultaneous Equations Models Without Additivity
t0286,2002,12,Estimating Affine Multifactor Term Structure Models Using Closed-Form Likelihood Expansions
t0287,2002,12,Cointegration Vector Estimation by Panel DOLS and Long-Run Money Demand
t0288,2003,3,Multinomial Choice with Social Interactions
t0289,2003,3,Iatrogenic Specification Error: A Cautionary Tale of Cleaning Data
t0290,2003,3,The (Interesting) Dynamic Properties of the Neoclassical Growth Model with CES Production
t0291,2003,3,Generalized Moments Estimation for Panel Data
t0292,2003,4,Dynamic Seemingly Unrelated Cointegrating Regression
t0293,2003,10,Generalized Modeling Approaches to Risk Adjustment of Skewed Outcomes Data
t0294,2003,10,Nonparametric Estimation of Average Treatment Effects under Exogeneity: A Review
t0295,2003,10,The Role of Randomized Field Trials in Social Science Research: A Perspective from Evaluations of Reforms of Social Welfare Programs
t0296,2004,1,A Monte Carlo Study of Growth Regressions
t0297,2004,7,On the Relationship Between Determinate and MSV Solutions in Linear RE Models
t0298,2004,8,The Use of Predictive Regressions at Alternative Horizons in Finance and Economics
t0299,2004,8,Optimal Invariant Similar Tests for Instrumental Variables Regression
t0300,2004,8,Volatility Comovement: A Multifrequency Approach
t0301,2004,10,Identification and Estimation of Discrete Games of Complete Information
t0302,2004,11,Bootstrap and Higher-Order Expansion Validity When Instruments May Be Weak
t0303,2004,11,Optimal Inference in Regression Models with Nearly Integrated Regressors
t0304,2005,1,Avoiding the Curse of Dimensionality in Dynamic Stochastic Games
t0305,2005,1,Using Out-of-Sample Mean Squared Prediction Errors to Test the Martingale Difference
t0307,2005,5,Threshold Crossing Models and Bounds on Treatment Effects: A Nonparametric Analysis
t0308,2005,6,"A, B, C's (and D)'s for Understanding VARs"
t0309,2005,6,The Method of Endogenous Gridpoints for Solving Dynamic Stochastic Optimization Problems
t0310,2005,6,A Portmanteau Test for Serially Correlated Errors in Fixed Effects Models
t0311,2005,6,Two-Sample Instrumental Variables Estimators
t0312,2005,7,"Inference with ""Difference in Differences"" with a Small Number of Policy Changes"
t0313,2005,8,Inference with Weak Instruments
t0314,2005,9,"Instrumental Variables Methods in Experimental Criminological Research: What, Why, and How?"
t0315,2005,10,Convergence Properties of the Likelihood of Computed Dynamic Models
t0316,2005,10,Dynamic Discrete Choice and Dynamic Treatment Effects
t0317,2005,10,Generalized Stochastic Gradient Learning
t0318,2005,10,Solving General Equilibrium Models with Incomplete Markets and Many Assets
t0319,2005,10,Edgeworth Expansions for Realized Volatility and Related Estimators
t0320,2006,2,Semiparametric Estimation of a Dynamic Game of Incomplete Information
t0321,2006,2,Estimating Macroeconomic Models: A Likelihood Approach
t0322,2006,3,Regression Discontinuity Inference with Specification Error
t0323,2006,6,Heteroskedasticity-Robust Standard Errors for Fixed Effects Panel Data Regression
t0324,2006,6,Nonparametric Tests for Treatment Effect Heterogeneity
t0325,2006,6,On the Failure of the Bootstrap for Matching Estimators
t0326,2006,8,Approximately Normal Tests for Equal Predictive Accuracy in Nested Models
t0327,2006,9,Robust Inference with Multi-way Clustering
t0328,2006,9,Non-response in the American Time Use Survey: Who Is Missing from the Data and How Much Does It Matter?
t0329,2006,10,Researcher Incentives and Empirical Methods
t0330,2006,10,Moving the Goalposts: Addressing Limited Overlap in the Estimation of Average Treatment Effects by Changing the Estimand
t0333,2006,12,Using Randomization in Development Economics Research: A Toolkit
t0334,2007,1,Manipulation of the Running Variable in the Regression Discontinuity Design: A Density Test
t0339,2007,7,Unconditional Quantile Regressions
t0340,2007,7,The Identification and Economic Content of Ordered Choice Models with Stochastic Thresholds
t0341,2007,8,Deterministic and Stochastic Prisoner's Dilemma Games: Experiments in Interdependent Security
t0342,2007,9,Rank-1/2: A Simple Way to Improve the OLS Estimation of Tail Exponents
t0343,2007,9,Do Instrumental Variables Belong in Propensity Scores?
t0344,2007,9,Bootstrap-Based Improvements for Inference with Clustered Errors
h0001,1989,5,"Second Thoughts on the European Escape from Hunger: Famines, Price Elasticities, Entitlements, Chronic Malnutrition, and Mortality Rates"
h0002,1989,5,A State and Local Consumer Price Index for the United States in 1890
h0003,1989,5,"The Trend in the Rate of Labor Force Participation of Older Men, 1870-1930: A Review of the Evidence"
h0004,1989,5,"Economic and Geographic Mobility on the Farming Frontier: Evidence from Appanoose County, Iowa 1850-1870"
h0005,1989,8,Buying the American Dream: Housing Demand in the United States in the Late Nineteenth Century
h0006,1989,8,"Consumer Behavior and Immigrant Assimilation: A comparison of the United States, Britain and Germany, 1889/1890"
h0007,1989,10,Economic Growth Before 1860: Revised Conjectures
h0008,1989,12,"Poverty and Prosperity: A Longitudinal Study of Wealth Accumulation, 1850-1860"
h0009,1989,12,Lessons from the American Experience with Free Banking
h0010,1989,12,"The Democratization of Invention During Early Industrialization: Evidence from the United States, 1790-1846"
h0011,1990,12,The Capital Market in the 1850s
h0012,1993,1,Problems in Modeling Complex Dynamic interactions: The Political Realignment of the 1850s
h0013,1990,5,"Risk Sharing, Crew Quality, Labor Shares and Wages in the Nineteenth Century American Whaling Industry"
h0014,1990,8,"The Competitive Dynamics of Racial Exclusion: Employment Segregation in the South, 1900-1950"
h0015,1990,8,How Long Was the Workday in 1880?
h0016,1990,9,The Conquest of High Mortality and Hunger in Europe and America: Timing and Mechanisms
h0017,1990,10,Segregated Schools and the Mobility Hypothesis: A Model of Local Government Discrimination
h0018,1990,12,The Microeconomics of Depression Unemployment
h0019,1990,12,Wages and Prices During the Antebellum Period: A Survey and New Evidence
h0020,1991,1,Seasonality in Nineteenth Century Labor Markets
h0021,1991,1,A Home of One's Own: Aging and Homeownership in the United States in the late Nineteenth and Early Twentieth Centuries
h0022,1991,2,Precedence and Wealth: Evidence from Nineteenth Century Utah
h0023,1991,2,"Long Term Changes in U.S. Agricultural Output per Worker, 1800 to 1900"
h0024,1991,4,Stature and Living Standards in the United States
h0025,1991,5,"Louis Brandeis, Work and Fatigue at the Start of the Twentieth Century: Prelude to Oregon's Hours Limitation Law"
h0026,1993,12,"New Sources and New Techniques for the Study of Secular Trends in Nutritional Status, Health, Mortality, and the Process of Aging"
h0027,1991,7,The Labor Force Participation of Older Americans in 1900: Further Results
h0028,1991,7,"The Market for Manufacturing Workers During Early Industrialization: The American Northeast, 1820 to 1860"
h0029,1991,9,The Rise of the Chicago Packers and the Origins of Meat Inspection and Antitrust
h0030,1991,9,Agricultural Seasonality and the Organization of Manufacturing During Early Industrialization: The Contrast Between Britain and the United States
h0031,1991,10,The Use of Historical Census Data for Mortality and Fertility Research
h0032,1991,12,Capital Flows to the New World as an Intergenerational Transfer
h0033,1991,12,Whom Did Protective Legislation Protect? Evidence From 1880
h0034,1992,1,Toward a New Synthesis on the Role of Economic Issues in the Political Realignment of the 1850s
h0035,1992,1,Gresham's Law Regained
h0036,1992,2,The Evolution of Global Labor Markets Since 1830 Background Evidence and Hypotheses
h0037,1992,6,Were Heckscher and Ohlin Right? Putting the Factor-Price-Equalization Theorem Back into History
h0038,1992,6,"Early Indicators of Later Work Levels, Disease, and Death"
h0039,1992,8,"Tall But Poor: Nutrition, Health, and Living Standards in Pre-Famine Ireland"
