player,year,tournament,outcome,gender
Tommy Haas,2010,Wimbledon,Absent,Male
Lleyton Hewitt,2010,Wimbledon,4th Round,Male
Carlos Moyà,2010,Wimbledon,Absent,Male
Andy Murray,2010,Wimbledon,Semi-finalist,Male
Rafael Nadal,2010,Wimbledon,Won,Male
David Nalbandian,2010,Wimbledon,Absent,Male
Kei Nishikori,2010,Wimbledon,1st Round,Male
Juan Martín del Potro,2010,Wimbledon,Absent,Male
Andy Roddick,2010,Wimbledon,4th Round,Male
Marat Safin,2010,Wimbledon,Retired,Male
Rainer Schüttler,2010,Wimbledon,2nd Round,Male
Robin Söderling,2010,Wimbledon,Quarterfinalist,Male
Jo-Wilfried Tsonga,2010,Wimbledon,Quarterfinalist,Male
Stanislas Wawrinka,2010,Wimbledon,1st Round,Male
Kevin Anderson,2010,US Open,3rd Round,Male
Marcos Baghdatis,2010,US Open,1st Round,Male
Tomáš Berdych,2010,US Open,1st Round,Male
Marin Čilić,2010,US Open,2nd Round,Male
Arnaud Clément,2010,US Open,3rd Round,Male
Novak Djokovic,2010,US Open,Finalist,Male
Roger Federer,2010,US Open,Semi-finalist,Male
David Ferrer,2010,US Open,4th Round,Male
Juan Carlos Ferrero,2010,US Open,3rd Round,Male
Gastón Gaudio,2010,US Open,Absent,Male
Fernando González,2010,US Open,1st Round,Male
Tommy Haas,2010,US Open,Absent,Male
Lleyton Hewitt,2010,US Open,1st Round,Male
Carlos Moyà,2010,US Open,Absent,Male
Andy Murray,2010,US Open,3rd Round,Male
Rafael Nadal,2010,US Open,Won,Male
David Nalbandian,2010,US Open,3rd Round,Male
Kei Nishikori,2010,US Open,3rd Round,Male
Juan Martín del Potro,2010,US Open,Absent,Male
Andy Roddick,2010,US Open,2nd Round,Male
Marat Safin,2010,US Open,Retired,Male
Rainer Schüttler,2010,US Open,1st Round,Male
Robin Söderling,2010,US Open,Quarterfinalist,Male
Jo-Wilfried Tsonga,2010,US Open,Absent,Male
Stanislas Wawrinka,2010,US Open,Quarterfinalist,Male
Kevin Anderson,2011,Australian Open,1st Round,Male
Marcos Baghdatis,2011,Australian Open,3rd Round,Male
Tomáš Berdych,2011,Australian Open,Quarterfinalist,Male
Marin Čilić,2011,Australian Open,4th Round,Male
Arnaud Clément,2011,Australian Open,Absent,Male
Novak Djokovic,2011,Australian Open,Won,Male
Roger Federer,2011,Australian Open,Semi-finalist,Male
David Ferrer,2011,Australian Open,Semi-finalist,Male
Juan Carlos Ferrero,2011,Australian Open,Absent,Male
Gastón Gaudio,2011,Australian Open,Absent,Male
Fernando González,2011,Australian Open,Absent,Male
Tommy Haas,2011,Australian Open,Absent,Male
Lleyton Hewitt,2011,Australian Open,1st Round,Male
Carlos Moyà,2011,Australian Open,Retired,Male
Andy Murray,2011,Australian Open,Finalist,Male
Rafael Nadal,2011,Australian Open,Quarterfinalist,Male
David Nalbandian,2011,Australian Open,2nd Round,Male
Kei Nishikori,2011,Australian Open,3rd Round,Male
Juan Martín del Potro,2011,Australian Open,2nd Round,Male
Andy Roddick,2011,Australian Open,4th Round,Male
Marat Safin,2011,Australian Open,Retired,Male
Rainer Schüttler,2011,Australian Open,Absent,Male
Robin Söderling,2011,Australian Open,4th Round,Male
Jo-Wilfried Tsonga,2011,Australian Open,3rd Round,Male
Stanislas Wawrinka,2011,Australian Open,Quarterfinalist,Male
Kevin Anderson,2011,French Open,2nd Round,Male
Marcos Baghdatis,2011,French Open,2nd Round,Male
Tomáš Berdych,2011,French Open,1st Round,Male
Marin Čilić,2011,French Open,1st Round,Male
Arnaud Clément,2011,French Open,2nd Round,Male
Novak Djokovic,2011,French Open,Semi-finalist,Male
Roger Federer,2011,French Open,Finalist,Male
David Ferrer,2011,French Open,4th Round,Male
Juan Carlos Ferrero,2011,French Open,Absent,Male
Gastón Gaudio,2011,French Open,Absent,Male
Fernando González,2011,French Open,Absent,Male
Tommy Haas,2011,French Open,1st Round,Male
Lleyton Hewitt,2011,French Open,Absent,Male
Carlos Moyà,2011,French Open,Retired,Male
Andy Murray,2011,French Open,Semi-finalist,Male
Rafael Nadal,2011,French Open,Won,Male
David Nalbandian,2011,French Open,Absent,Male
Kei Nishikori,2011,French Open,2nd Round,Male
Juan Martín del Potro,2011,French Open,3rd Round,Male
Andy Roddick,2011,French Open,Absent,Male
Marat Safin,2011,French Open,Retired,Male
Rainer Schüttler,2011,French Open,1st Round,Male
Robin Söderling,2011,French Open,Quarterfinalist,Male
Jo-Wilfried Tsonga,2011,French Open,3rd Round,Male
Stanislas Wawrinka,2011,French Open,4th Round,Male
Kevin Anderson,2011,Wimbledon,2nd Round,Male
Marcos Baghdatis,2011,Wimbledon,3rd Round,Male
Tomáš Berdych,2011,Wimbledon,4th Round,Male
Marin Čilić,2011,Wimbledon,1st Round,Male
Arnaud Clément,2011,Wimbledon,1st Round,Male
Novak Djokovic,2011,Wimbledon,Won,Male
Roger Federer,2011,Wimbledon,Quarterfinalist,Male
David Ferrer,2011,Wimbledon,4th Round,Male
Juan Carlos Ferrero,2011,Wimbledon,Absent,Male
Gastón Gaudio,2011,Wimbledon,Absent,Male
Fernando González,2011,Wimbledon,3rd Round,Male
Tommy Haas,2011,Wimbledon,1st Round,Male
Lleyton Hewitt,2011,Wimbledon,2nd Round,Male
Carlos Moyà,2011,Wimbledon,Retired,Male
Andy Murray,2011,Wimbledon,Semi-finalist,Male
Rafael Nadal,2011,Wimbledon,Finalist,Male
David Nalbandian,2011,Wimbledon,3rd Round,Male
Kei Nishikori,2011,Wimbledon,1st Round,Male
Juan Martín del Potro,2011,Wimbledon,4th Round,Male
Andy Roddick,2011,Wimbledon,3rd Round,Male
Marat Safin,2011,Wimbledon,Retired,Male
Rainer Schüttler,2011,Wimbledon,2nd Round,Male
Robin Söderling,2011,Wimbledon,3rd Round,Male
Jo-Wilfried Tsonga,2011,Wimbledon,Semi-finalist,Male
Stanislas Wawrinka,2011,Wimbledon,2nd Round,Male
Kevin Anderson,2011,US Open,3rd Round,Male
Marcos Baghdatis,2011,US Open,1st Round,Male
Tomáš Berdych,2011,US Open,3rd Round,Male
Marin Čilić,2011,US Open,3rd Round,Male
Arnaud Clément,2011,US Open,Lost Qualifier,Male
Novak Djokovic,2011,US Open,Won,Male
Roger Federer,2011,US Open,Semi-finalist,Male
David Ferrer,2011,US Open,4th Round,Male
Juan Carlos Ferrero,2011,US Open,4th Round,Male
Gastón Gaudio,2011,US Open,Retired,Male
Fernando González,2011,US Open,1st Round,Male
Tommy Haas,2011,US Open,3rd Round,Male
Lleyton Hewitt,2011,US Open,Absent,Male
Carlos Moyà,2011,US Open,Retired,Male
Andy Murray,2011,US Open,Semi-finalist,Male
Rafael Nadal,2011,US Open,Finalist,Male
David Nalbandian,2011,US Open,2nd Round,Male
Kei Nishikori,2011,US Open,1st Round,Male
Juan Martín del Potro,2011,US Open,3rd Round,Male
Andy Roddick,2011,US Open,Quarterfinalist,Male
Marat Safin,2011,US Open,Retired,Male
Rainer Schüttler,2011,US Open,Absent,Male
Robin Söderling,2011,US Open,Absent,Male
Jo-Wilfried Tsonga,2011,US Open,Quarterfinalist,Male
Stanislas Wawrinka,2011,US Open,2nd Round,Male
Kevin Anderson,2012,Australian Open,3rd Round,Male
Marcos Baghdatis,2012,Australian Open,2nd Round,Male
Tomáš Berdych,2012,Australian Open,Quarterfinalist,Male
Marin Čilić,2012,Australian Open,Absent,Male
Arnaud Clément,2012,Australian Open,Lost Qualifier,Male
Novak Djokovic,2012,Australian Open,Won,Male
Roger Federer,2012,Australian Open,Semi-finalist,Male
David Ferrer,2012,Australian Open,Quarterfinalist,Male
Juan Carlos Ferrero,2012,Australian Open,1st Round,Male
Gastón Gaudio,2012,Australian Open,Retired,Male
Fernando González,2012,Australian Open,Absent,Male
Tommy Haas,2012,Australian Open,2nd Round,Male
Lleyton Hewitt,2012,Australian Open,4th Round,Male
Carlos Moyà,2012,Australian Open,Retired,Male
Andy Murray,2012,Australian Open,Semi-finalist,Male
Rafael Nadal,2012,Australian Open,Finalist,Male
David Nalbandian,2012,Australian Open,2nd Round,Male
Kei Nishikori,2012,Australian Open,Quarterfinalist,Male
Juan Martín del Potro,2012,Australian Open,Quarterfinalist,Male
Andy Roddick,2012,Australian Open,2nd Round,Male
Marat Safin,2012,Australian Open,Retired,Male
Rainer Schüttler,2012,Australian Open,Lost Qualifier,Male
Robin Söderling,2012,Australian Open,Absent,Male
Jo-Wilfried Tsonga,2012,Australian Open,4th Round,Male
Stanislas Wawrinka,2012,Australian Open,3rd Round,Male
Kevin Anderson,2012,French Open,3rd Round,Male
Marcos Baghdatis,2012,French Open,2nd Round,Male
Tomáš Berdych,2012,French Open,4th Round,Male
Marin Čilić,2012,French Open,3rd Round,Male
Arnaud Clément,2012,French Open,2nd Round,Male
Novak Djokovic,2012,French Open,Finalist,Male
Roger Federer,2012,French Open,Semi-finalist,Male
David Ferrer,2012,French Open,Semi-finalist,Male
Juan Carlos Ferrero,2012,French Open,2nd Round,Male
Gastón Gaudio,2012,French Open,Retired,Male
Fernando González,2012,French Open,Retired,Male
Tommy Haas,2012,French Open,3rd Round,Male
Lleyton Hewitt,2012,French Open,1st Round,Male
Carlos Moyà,2012,French Open,Retired,Male
Andy Murray,2012,French Open,Quarterfinalist,Male
Rafael Nadal,2012,French Open,Won,Male
David Nalbandian,2012,French Open,1st Round,Male
Kei Nishikori,2012,French Open,Absent,Male
Juan Martín del Potro,2012,French Open,Quarterfinalist,Male
Andy Roddick,2012,French Open,1st Round,Male
Marat Safin,2012,French Open,Retired,Male
Rainer Schüttler,2012,French Open,Absent,Male
Robin Söderling,2012,French Open,Absent,Male
Jo-Wilfried Tsonga,2012,French Open,Quarterfinalist,Male
Stanislas Wawrinka,2012,French Open,4th Round,Male
Kevin Anderson,2012,Wimbledon,1st Round,Male
Marcos Baghdatis,2012,Wimbledon,3rd Round,Male
Tomáš Berdych,2012,Wimbledon,1st Round,Male
Marin Čilić,2012,Wimbledon,4th Round,Male
Arnaud Clément,2012,Wimbledon,Lost Qualifier,Male
Novak Djokovic,2012,Wimbledon,Semi-finalist,Male
Roger Federer,2012,Wimbledon,Won,Male
David Ferrer,2012,Wimbledon,Quarterfinalist,Male
Juan Carlos Ferrero,2012,Wimbledon,1st Round,Male
Gastón Gaudio,2012,Wimbledon,Retired,Male
Fernando González,2012,Wimbledon,Retired,Male
Tommy Haas,2012,Wimbledon,1st Round,Male
Lleyton Hewitt,2012,Wimbledon,1st Round,Male
Carlos Moyà,2012,Wimbledon,Retired,Male
Andy Murray,2012,Wimbledon,Finalist,Male
Rafael Nadal,2012,Wimbledon,2nd Round,Male
David Nalbandian,2012,Wimbledon,1st Round,Male
Kei Nishikori,2012,Wimbledon,3rd Round,Male
Juan Martín del Potro,2012,Wimbledon,4th Round,Male
Andy Roddick,2012,Wimbledon,3rd Round,Male
Marat Safin,2012,Wimbledon,Retired,Male
Rainer Schüttler,2012,Wimbledon,Absent,Male
Robin Söderling,2012,Wimbledon,Absent,Male
Jo-Wilfried Tsonga,2012,Wimbledon,Semi-finalist,Male
Stanislas Wawrinka,2012,Wimbledon,1st Round,Male
Kevin Anderson,2012,US Open,1st Round,Male
Marcos Baghdatis,2012,US Open,2nd Round,Male
Tomáš Berdych,2012,US Open,Semi-finalist,Male
Marin Čilić,2012,US Open,Quarterfinalist,Male
Arnaud Clément,2012,US Open,Retired,Male
Novak Djokovic,2012,US Open,Finalist,Male
Roger Federer,2012,US Open,Quarterfinalist,Male
David Ferrer,2012,US Open,Semi-finalist,Male
Juan Carlos Ferrero,2012,US Open,Absent,Male
Gastón Gaudio,2012,US Open,Retired,Male
Fernando González,2012,US Open,Retired,Male
Tommy Haas,2012,US Open,1st Round,Male
Lleyton Hewitt,2012,US Open,3rd Round,Male
Carlos Moyà,2012,US Open,Retired,Male
Andy Murray,2012,US Open,Won,Male
Rafael Nadal,2012,US Open,Absent,Male
David Nalbandian,2012,US Open,Absent,Male
Kei Nishikori,2012,US Open,3rd Round,Male
Juan Martín del Potro,2012,US Open,Quarterfinalist,Male
Andy Roddick,2012,US Open,4th Round,Male
Marat Safin,2012,US Open,Retired,Male
Rainer Schüttler,2012,US Open,Absent,Male
Robin Söderling,2012,US Open,Absent,Male
Jo-Wilfried Tsonga,2012,US Open,2nd Round,Male
Stanislas Wawrinka,2012,US Open,4th Round,Male
Kevin Anderson,2013,Australian Open,4th Round,Male
Marcos Baghdatis,2013,Australian Open,3rd Round,Male
Tomáš Berdych,2013,Australian Open,Quarterfinalist,Male
Marin Čilić,2013,Australian Open,3rd Round,Male
Arnaud Clément,2013,Australian Open,Retired,Male
Novak Djokovic,2013,Australian Open,Won,Male
Roger Federer,2013,Australian Open,Semi-finalist,Male
David Ferrer,2013,Australian Open,Semi-finalist,Male
Juan Carlos Ferrero,2013,Australian Open,Retired,Male
Gastón Gaudio,2013,Australian Open,Retired,Male
Fernando González,2013,Australian Open,Retired,Male
Tommy Haas,2013,Australian Open,1st Round,Male
Lleyton Hewitt,2013,Australian Open,1st Round,Male
Carlos Moyà,2013,Australian Open,Retired,Male
Andy Murray,2013,Australian Open,Finalist,Male
Rafael Nadal,2013,Australian Open,Absent,Male
David Nalbandian,2013,Australian Open,Absent,Male
Kei Nishikori,2013,Australian Open,4th Round,Male
Juan Martín del Potro,2013,Australian Open,3rd Round,Male
Andy Roddick,2013,Australian Open,Retired,Male
Marat Safin,2013,Australian Open,Retired,Male
Rainer Schüttler,2013,Australian Open,Retired,Male
Robin Söderling,2013,Australian Open,Absent,Male
Jo-Wilfried Tsonga,2013,Australian Open,Quarterfinalist,Male
Stanislas Wawrinka,2013,Australian Open,4th Round,Male
Kevin Anderson,2013,French Open,4th Round,Male
Marcos Baghdatis,2013,French Open,1st Round,Male
Tomáš Berdych,2013,French Open,1st Round,Male
Marin Čilić,2013,French Open,3rd Round,Male
Arnaud Clément,2013,French Open,Retired,Male
Novak Djokovic,2013,French Open,Semi-finalist,Male
Roger Federer,2013,French Open,Quarterfinalist,Male
David Ferrer,2013,French Open,Finalist,Male
Juan Carlos Ferrero,2013,French Open,Retired,Male
Gastón Gaudio,2013,French Open,Retired,Male
Fernando González,2013,French Open,Retired,Male
Tommy Haas,2013,French Open,Quarterfinalist,Male
Lleyton Hewitt,2013,French Open,Absent,Male
Carlos Moyà,2013,French Open,Retired,Male
Andy Murray,2013,French Open,Absent,Male
Rafael Nadal,2013,French Open,Won,Male
David Nalbandian,2013,French Open,Absent,Male
Kei Nishikori,2013,French Open,4th Round,Male
Juan Martín del Potro,2013,French Open,Absent,Male
Andy Roddick,2013,French Open,Retired,Male
Marat Safin,2013,French Open,Retired,Male
Rainer Schüttler,2013,French Open,Retired,Male
Robin Söderling,2013,French Open,Absent,Male
Jo-Wilfried Tsonga,2013,French Open,Semi-finalist,Male
Stanislas Wawrinka,2013,French Open,Quarterfinalist,Male
Kevin Anderson,2013,Wimbledon,3rd Round,Male
Marcos Baghdatis,2013,Wimbledon,1st Round,Male
Tomáš Berdych,2013,Wimbledon,Quarterfinalist,Male
Marin Čilić,2013,Wimbledon,2nd Round,Male
Arnaud Clément,2013,Wimbledon,Retired,Male
Novak Djokovic,2013,Wimbledon,Finalist,Male
Roger Federer,2013,Wimbledon,2nd Round,Male
David Ferrer,2013,Wimbledon,Quarterfinalist,Male
Juan Carlos Ferrero,2013,Wimbledon,Retired,Male
Gastón Gaudio,2013,Wimbledon,Retired,Male
Fernando González,2013,Wimbledon,Retired,Male
Tommy Haas,2013,Wimbledon,4th Round,Male
Lleyton Hewitt,2013,Wimbledon,2nd Round,Male
Carlos Moyà,2013,Wimbledon,Retired,Male
Andy Murray,2013,Wimbledon,Won,Male
Rafael Nadal,2013,Wimbledon,1st Round,Male
David Nalbandian,2013,Wimbledon,Absent,Male
Kei Nishikori,2013,Wimbledon,3rd Round,Male
Juan Martín del Potro,2013,Wimbledon,Semi-finalist,Male
Andy Roddick,2013,Wimbledon,Retired,Male
Marat Safin,2013,Wimbledon,Retired,Male
Rainer Schüttler,2013,Wimbledon,Retired,Male
Robin Söderling,2013,Wimbledon,Absent,Male
Jo-Wilfried Tsonga,2013,Wimbledon,2nd Round,Male
Stanislas Wawrinka,2013,Wimbledon,1st Round,Male
Kevin Anderson,2013,US Open,2nd Round,Male
Marcos Baghdatis,2013,US Open,3rd Round,Male
Tomáš Berdych,2013,US Open,4th Round,Male
Marin Čilić,2013,US Open,Absent,Male
Arnaud Clément,2013,US Open,Retired,Male
Novak Djokovic,2013,US Open,Finalist,Male
Roger Federer,2013,US Open,4th Round,Male
David Ferrer,2013,US Open,Quarterfinalist,Male
Juan Carlos Ferrero,2013,US Open,Retired,Male
Gastón Gaudio,2013,US Open,Retired,Male
Fernando González,2013,US Open,Retired,Male
Tommy Haas,2013,US Open,3rd Round,Male
Lleyton Hewitt,2013,US Open,4th Round,Male
Carlos Moyà,2013,US Open,Retired,Male
Andy Murray,2013,US Open,Quarterfinalist,Male
Rafael Nadal,2013,US Open,Won,Male
David Nalbandian,2013,US Open,Absent,Male
Kei Nishikori,2013,US Open,1st Round,Male
Juan Martín del Potro,2013,US Open,2nd Round,Male
Andy Roddick,2013,US Open,Retired,Male
Marat Safin,2013,US Open,Retired,Male
Rainer Schüttler,2013,US Open,Retired,Male
Robin Söderling,2013,US Open,Absent,Male
Jo-Wilfried Tsonga,2013,US Open,Absent,Male
Stanislas Wawrinka,2013,US Open,Semi-finalist,Male
Kevin Anderson,2014,Australian Open,4th Round,Male
Marcos Baghdatis,2014,Australian Open,1st Round,Male
Tomáš Berdych,2014,Australian Open,Semi-finalist,Male
Marin Čilić,2014,Australian Open,2nd Round,Male
Arnaud Clément,2014,Australian Open,Retired,Male
Novak Djokovic,2014,Australian Open,Quarterfinalist,Male
Roger Federer,2014,Australian Open,Semi-finalist,Male
David Ferrer,2014,Australian Open,Quarterfinalist,Male
Juan Carlos Ferrero,2014,Australian Open,Retired,Male
Gastón Gaudio,2014,Australian Open,Retired,Male
Fernando González,2014,Australian Open,Retired,Male
Tommy Haas,2014,Australian Open,1st Round,Male
Lleyton Hewitt,2014,Australian Open,1st Round,Male
Carlos Moyà,2014,Australian Open,Retired,Male
Andy Murray,2014,Australian Open,Quarterfinalist,Male
Rafael Nadal,2014,Australian Open,Finalist,Male
David Nalbandian,2014,Australian Open,Retired,Male
Kei Nishikori,2014,Australian Open,4th Round,Male
Juan Martín del Potro,2014,Australian Open,2nd Round,Male
Andy Roddick,2014,Australian Open,Retired,Male
Marat Safin,2014,Australian Open,Retired,Male
Rainer Schüttler,2014,Australian Open,Retired,Male
Robin Söderling,2014,Australian Open,Absent,Male
Jo-Wilfried Tsonga,2014,Australian Open,4th Round,Male
Stanislas Wawrinka,2014,Australian Open,Won,Male
Kevin Anderson,2014,French Open,4th Round,Male
Marcos Baghdatis,2014,French Open,Absent,Male
Tomáš Berdych,2014,French Open,Quarterfinalist,Male
Marin Čilić,2014,French Open,3rd Round,Male
Arnaud Clément,2014,French Open,Retired,Male
Novak Djokovic,2014,French Open,Finalist,Male
Roger Federer,2014,French Open,4th Round,Male
David Ferrer,2014,French Open,Quarterfinalist,Male
Juan Carlos Ferrero,2014,French Open,Retired,Male
Gastón Gaudio,2014,French Open,Retired,Male
Fernando González,2014,French Open,Retired,Male
Tommy Haas,2014,French Open,1st Round,Male
Lleyton Hewitt,2014,French Open,1st Round,Male
Carlos Moyà,2014,French Open,Retired,Male
Andy Murray,2014,French Open,Semi-finalist,Male
Rafael Nadal,2014,French Open,Won,Male
David Nalbandian,2014,French Open,Retired,Male
Kei Nishikori,2014,French Open,1st Round,Male
Juan Martín del Potro,2014,French Open,Absent,Male
Andy Roddick,2014,French Open,Retired,Male
Marat Safin,2014,French Open,Retired,Male
Rainer Schüttler,2014,French Open,Retired,Male
Robin Söderling,2014,French Open,Absent,Male
Jo-Wilfried Tsonga,2014,French Open,4th Round,Male
Stanislas Wawrinka,2014,French Open,1st Round,Male
Kevin Anderson,2014,Wimbledon,4th Round,Male
Marcos Baghdatis,2014,Wimbledon,2nd Round,Male
Tomáš Berdych,2014,Wimbledon,3rd Round,Male
Marin Čilić,2014,Wimbledon,Quarterfinalist,Male
Arnaud Clément,2014,Wimbledon,Retired,Male
Novak Djokovic,2014,Wimbledon,Won,Male
Roger Federer,2014,Wimbledon,Finalist,Male
David Ferrer,2014,Wimbledon,2nd Round,Male
Juan Carlos Ferrero,2014,Wimbledon,Retired,Male
Gastón Gaudio,2014,Wimbledon,Retired,Male
Fernando González,2014,Wimbledon,Retired,Male
Tommy Haas,2014,Wimbledon,Absent,Male
Lleyton Hewitt,2014,Wimbledon,2nd Round,Male
Carlos Moyà,2014,Wimbledon,Retired,Male
Andy Murray,2014,Wimbledon,Quarterfinalist,Male
Rafael Nadal,2014,Wimbledon,4th Round,Male
David Nalbandian,2014,Wimbledon,Retired,Male
Kei Nishikori,2014,Wimbledon,4th Round,Male
Juan Martín del Potro,2014,Wimbledon,Absent,Male
Andy Roddick,2014,Wimbledon,Retired,Male
Marat Safin,2014,Wimbledon,Retired,Male
Rainer Schüttler,2014,Wimbledon,Retired,Male
Robin Söderling,2014,Wimbledon,Absent,Male
Jo-Wilfried Tsonga,2014,Wimbledon,4th Round,Male
Stanislas Wawrinka,2014,Wimbledon,Quarterfinalist,Male
Kevin Anderson,2014,US Open,3rd Round,Male
Marcos Baghdatis,2014,US Open,1st Round,Male
Tomáš Berdych,2014,US Open,Quarterfinalist,Male
Marin Čilić,2014,US Open,Won,Male
Arnaud Clément,2014,US Open,Retired,Male
Novak Djokovic,2014,US Open,Semi-finalist,Male
Roger Federer,2014,US Open,Semi-finalist,Male
David Ferrer,2014,US Open,3rd Round,Male
Juan Carlos Ferrero,2014,US Open,Retired,Male
