species,authority,country,kingdom,environment_system,origin
Senna polyphylla,H.S.Irwin & Barneby (Jacq.),Seychelles,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Burundi,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Cameroon,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Ghana,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Madagascar,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Malawi,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Mozambique,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Nigeria,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Rwanda,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Sierra Leone,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),South Africa,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Zambia,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Zimbabwe,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Ethiopia,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Kenya,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),Uganda,Plantae,terrestrial,Alien
Senna septemtrionalis,H.S.Irwin & Barneby (Viv.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Angola,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Benin,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Burundi,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Cameroon,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Chad,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Comoros,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Djibouti,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Ghana,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Malawi,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Mali,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Mauritius,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Mozambique,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Niger,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Nigeria,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Senegal,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Sierra Leone,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),South Africa,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Sudan,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Togo,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Zambia,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Zimbabwe,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Ethiopia,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Kenya,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),Uganda,Plantae,terrestrial,Alien
Senna siamea,H.S.Irwin & Barneby (Lam.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna sophera,Roxb. (L.),Burundi,Plantae,terrestrial,Alien
Senna sophera,Roxb. (L.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna sophera,Roxb. (L.),Madagascar,Plantae,terrestrial,Alien
Senna sophera,Roxb. (L.),Seychelles,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Angola,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Burundi,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Cameroon,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Chad,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Equatorial Guinea,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Malawi,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Nigeria,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Seychelles,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),South Africa,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Togo,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Zambia,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Kenya,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),Uganda,Plantae,terrestrial,Alien
Senna spectabilis,H.S.Irwin & Barneby (DC.),United Republic of Tanzania,Plantae,terrestrial,Alien
Senna surattensis,H.S.Irwin & Barneby (Burm. f.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Senna surattensis,H.S.Irwin & Barneby (Burm. f.),Ghana,Plantae,terrestrial,Alien
Senna surattensis,H.S.Irwin & Barneby (Burm. f.),Nigeria,Plantae,terrestrial,Alien
Senna surattensis,H.S.Irwin & Barneby (Burm. f.),Seychelles,Plantae,terrestrial,Alien
Senna surattensis,H.S.Irwin & Barneby (Burm. f.),Togo,Plantae,terrestrial,Alien
Senna tora,Roxb. (L.),Chad,Plantae,terrestrial,Alien
Senna tora,Roxb. (L.),Seychelles,Plantae,terrestrial,Alien
Serinus mozambicus,"(Statius Muller, 1776)",Seychelles,Animalia,terrestrial,Alien
Seriola fasciata,"(Bloch, 1793)",Tunisia,Animalia,marine,Alien
Serissa japonica,Thunb. (Thunb.),Madagascar,Plantae,terrestrial,Alien
Serranochromis jallae,"(Boulenger, 1896)",South Africa,Animalia,freshwater,Alien
Serranochromis jallae,"Regan, 1920",Swaziland,Animalia,freshwater,Alien
Serranochromis robustus,"(Günther, 1864)",South Africa,Animalia,freshwater,Alien
Serranochromis robustus,"(Gunther, 1864)",Swaziland,Animalia,freshwater,Alien
Serranochromis robustus,"(Günther, 1864)",Zambia,Animalia,marine,Alien
Sesamum alatum,P. Thonn.,Madagascar,Plantae,terrestrial,Alien
Sesamum indicum,L.,Chad,Plantae,terrestrial,Alien
Sesamum indicum,L.,Madagascar,Plantae,terrestrial,Alien
Sesamum indicum,L.,South Africa,Plantae,terrestrial,Alien
Sesamum indicum,L.,Swaziland,Plantae,terrestrial,Alien
Sesbania bispinosa,NA,Namibia,Plantae,terrestrial,Alien
Sesbania bispinosa,W.Wight (Jacq.),Seychelles,Plantae,terrestrial,Alien
Sesbania bispinosa,W.Wight (Jacq.),South Africa,Plantae,terrestrial,Alien
Sesbania bispinosa var.bispinosa,Scop.,Swaziland,Plantae,terrestrial,Alien
Sesbania cannabina,Pers. (Retz.),Chad,Plantae,terrestrial,Alien
Sesbania cannabina,Pers. (Retz.),Seychelles,Plantae,terrestrial,Alien
Sesbania grandiflora,Pers. (L.),Madagascar,Plantae,terrestrial,Alien
Sesbania grandiflora,Poir. (L.),Seychelles,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),Malawi,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),Mauritius,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),South Africa,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),Zambia,Plantae,terrestrial,Alien
Sesbania punicea,Benth. (Cav.),Zimbabwe,Plantae,terrestrial,Alien
Sesbania punicea,Scop.,Swaziland,Plantae,terrestrial,Alien
Sesbania sericea,Link (Willd.),Madagascar,Plantae,terrestrial,Alien
Sesbania sericea,Link (Willd.),Seychelles,Plantae,terrestrial,Alien
Sesbania sesban,Merr. (L.),Ghana,Plantae,terrestrial,Alien
Sesbania sesban,Merr. (L.),Madagascar,Plantae,terrestrial,Alien
Sesbania sp.,Scop.,Botswana,Plantae,terrestrial,Alien
Sesbania virgata,Pers. (Cav.),South Africa,Plantae,terrestrial,Alien
Setaria barbata,Kunth (Lam.),Ghana,Plantae,terrestrial,Alien
Setaria barbata,Kunth (Lam.),Madagascar,Plantae,terrestrial,Alien
Setaria barbata,Kunth (Lam.),Nigeria,Plantae,terrestrial,Alien
Setaria italica,P.Beauv. (L.),Madagascar,Plantae,terrestrial,Alien
Setaria italica,P.Beauv. (L.),South Africa,Plantae,terrestrial,Alien
Setaria italica,P.Beauv. (L.),Zimbabwe,Plantae,terrestrial,Alien
Setaria palmifolia,(J.Koenig) Stapf,Niger,Plantae,terrestrial,Alien
Setaria palmifolia,Stapf (J.Koenig),South Africa,Plantae,terrestrial,Alien
Setaria palmifolia,(J.Koenig) Stapf,Zambia,Plantae,terrestrial,Alien
Setaria palmifolia,(J.Koenig) Stapf,Ethiopia,Plantae,terrestrial,Alien
Setaria palmifolia,(J.Koenig) Stapf,Uganda,Plantae,terrestrial,Alien
Setaria parviflora,M.Kerguelen (Poir.),Algeria,Plantae,terrestrial,Alien
Setaria parviflora,M.Kerguelen (Poir.),South Africa,Plantae,terrestrial,Alien
Setaria pumila,Roem. & Schult. (Poir.),Burundi,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Algeria,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Burundi,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Cameroon,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Egypt,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Madagascar,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Mauritius,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),South Africa,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Kenya,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),Uganda,Plantae,terrestrial,Alien
Setaria verticillata,P.Beauv. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Setaria viridis,P.Beauv. (L.),Egypt,Plantae,terrestrial,Alien
Sherardia arvensis,L.,South Africa,Plantae,terrestrial,Alien
Sherardia arvensis,L.,Swaziland,Plantae,terrestrial,Alien
Sherardia arvensis,L.,Zimbabwe,Plantae,terrestrial,Alien
Shorea selanica,Blume (Lam.),Seychelles,Plantae,terrestrial,Alien
Sicyos polyacantha,Cogn.,Burundi,Plantae,terrestrial,Alien
Sicyos polyacantha,Cogn.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Burundi,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Cameroon,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Egypt,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Gabon,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Ghana,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Malawi,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Mauritius,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Mozambique,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Nigeria,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Rwanda,Plantae,terrestrial,Alien
Sida acuta,Burm. fil.,Seychelles,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Sierra Leone,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Somalia,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Togo,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Zambia,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Kenya,Plantae,terrestrial,Alien
Sida acuta,Burm. f.,Uganda,Plantae,terrestrial,Alien
Sida alnifolia,L.,Seychelles,Plantae,terrestrial,Alien
Sida cordifolia,L.,Angola,Plantae,terrestrial,Alien
Sida cordifolia,L.,Burundi,Plantae,terrestrial,Alien
Sida cordifolia,Marais (Cav.),Chad,Plantae,terrestrial,Alien
Sida cordifolia,Marais (Cav.),Zimbabwe,Plantae,terrestrial,Alien
Sida cordifolia subsp. cordifolia,NA,Chad,Plantae,terrestrial,Alien
Sida rhombifolia,L.,Angola,Plantae,terrestrial,Alien
Sida rhombifolia,L.,Chad,Plantae,terrestrial,Alien
Sida rhombifolia,L.,Seychelles,Plantae,terrestrial,Alien
Sida spinosa,L.,Chad,Plantae,terrestrial,Alien
Sida ulmifolia,Mill.,Seychelles,Plantae,terrestrial,Alien
Sidastrum micranthum,P.A. Fryxell (A. St.-Hil.),Madagascar,Plantae,terrestrial,Alien
Siganus luridus,"(Rüppell, 1829)",Egypt,Animalia,marine,Alien
Siganus luridus,"(Rüppell, 1829)",Libya,Animalia,marine,Alien
Siganus luridus,"(Rüppell, 1829)",Tunisia,Animalia,marine,Alien
Siganus rivulatus,"Forsskål & Niebuhr, 1775",Egypt,Animalia,marine,Alien
Siganus rivulatus,"Forsskål & Niebuhr, 1775",Libya,Animalia,marine,Alien
Sigesbeckia orientalis,L.,Madagascar,Plantae,terrestrial,Alien
Sigesbeckia orientalis,L.,Seychelles,Plantae,terrestrial,Alien
Sigesbeckia orientalis,L.,South Africa,Plantae,terrestrial,Alien
Silba adipata,"McAlpine, 1956",South Africa,Animalia,terrestrial,Alien
Silene armeria,L.,Zimbabwe,Plantae,terrestrial,Alien
Silene dioica,Clairv. (L.),South Africa,Plantae,terrestrial,Alien
Silene gallica,L.,South Africa,Plantae,terrestrial,Alien
Silene gallica,L.,Zimbabwe,Plantae,terrestrial,Alien
Silene gallica,L.,Ethiopia,Plantae,terrestrial,Alien
Silene gallica,L.,Kenya,Plantae,terrestrial,Alien
Silene gallica,L.,Uganda,Plantae,terrestrial,Alien
Silene pendula,L.,South Africa,Plantae,terrestrial,Alien
Silene vulgaris,Garcke (Moench),South Africa,Plantae,terrestrial,Alien
Silhouettea aegyptia,"(Chabanaud, 1933)",Egypt,Animalia,marine,Alien
Silybum marianum,Gaertn. (L.),Eritrea,Plantae,terrestrial,Alien
Silybum marianum,Gaertn. (L.),South Africa,Plantae,terrestrial,Alien
Silybum marianum,Gaertn. (L.),Ethiopia,Plantae,terrestrial,Alien
Silybum marianum,Gaertn. (L.),Kenya,Plantae,terrestrial,Alien
Simplaria pseudomilitaris,"(Thiriot-Quievreux, 1965)",South Africa,Animalia,marine,Alien
Sinapis alba,L.,South Africa,Plantae,terrestrial,Alien
Sinapis arvensis,L.,South Africa,Plantae,terrestrial,Alien
Sinapis arvensis,L.,Zimbabwe,Plantae,terrestrial,Alien
Siphonaria crenata,"Blainville, 1827",Egypt,Animalia,marine,Alien
Siphonaria pectinata,"Linnaeus, 1758",Morocco,Animalia,marine,Alien
Siphonaria pectinata,"Linnaeus, 1758",Tunisia,Animalia,marine,Alien
Siphoninus phillyreae,"(Haliday, 1835)",South Africa,Animalia,terrestrial,Alien
Sirex noctilio,"Fabricius, 1773",South Africa,Animalia,terrestrial,Alien
Sistrurus miliarius,"Linnaeus, 1766",South Africa,Animalia,terrestrial,Alien
Sisymbrium irio,L.,South Africa,Plantae,terrestrial,Alien
Sisymbrium officinale,Scop. (L.),South Africa,Plantae,terrestrial,Alien
Sisymbrium orientale,L.,South Africa,Plantae,terrestrial,Alien
Sisymbrium orientale,L.,Zimbabwe,Plantae,terrestrial,Alien
Sisyrinchium angustifolium,Mill.,South Africa,Plantae,terrestrial,Alien
Sisyrinchium micranthum,Cav.,South Africa,Plantae,terrestrial,Alien
Sitotroga cerealella,"Olivier, 1789",South Africa,Animalia,terrestrial,Alien
Smeringopus pallidus,"(Blackwall, 1858)",South Africa,Animalia,terrestrial,Alien
Sminthurus viridis,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Smithia sensitiva,Aiton,Madagascar,Plantae,terrestrial,Alien
Solandra grandiflora,Sw.,Rwanda,Plantae,terrestrial,Alien
Solandra longiflora,Tussac (Britton & Wilson),Seychelles,Plantae,terrestrial,Alien
Solandra maxima,P. S. Green (Moc. & Sessé),Seychelles,Plantae,terrestrial,Alien
Solanum aculeastrum,Dunal,Burundi,Plantae,terrestrial,Alien
Solanum aculeastrum,Dunal,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum aculeastrum,Dunal,Rwanda,Plantae,terrestrial,Alien
Solanum aculeatissimum,Jacq.,South Africa,Plantae,terrestrial,Cryptogenic/Uncertain
Solanum aethiopicum,L.,Chad,Plantae,terrestrial,Alien
Solanum aethiopicum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum aethiopicum,L.,Madagascar,Plantae,terrestrial,Alien
Solanum aethiopicum,L.,Rwanda,Plantae,terrestrial,Alien
Solanum americanum,Mill.,Chad,Plantae,terrestrial,Alien
Solanum americanum,Mill.,Madagascar,Plantae,terrestrial,Alien
Solanum americanum,Mill.,Seychelles,Plantae,terrestrial,Alien
Solanum americanum,Mill.,South Africa,Plantae,terrestrial,Alien
Solanum americanum,Mill.,Zimbabwe,Plantae,terrestrial,Alien
Solanum anguivi,Lam.,Madagascar,Plantae,terrestrial,Alien
Solanum angustifolium,Mill.,Morocco,Plantae,terrestrial,Alien
Solanum betaceum,Cav.,Madagascar,Plantae,terrestrial,Alien
Solanum betaceum,Cav.,Rwanda,Plantae,terrestrial,Alien
Solanum betaceum,Cav.,South Africa,Plantae,terrestrial,Alien
Solanum betaceum,Cav.,Zimbabwe,Plantae,terrestrial,Alien
Solanum bonariense,L.,Algeria,Plantae,terrestrial,Alien
Solanum capsicoides,All.,South Africa,Plantae,terrestrial,Alien
Solanum chenopodioides,Lam.,South Africa,Plantae,terrestrial,Alien
Solanum chrysotrichum,Schltdl.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum chrysotrichum,Schltdl.,South Africa,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,Algeria,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,Egypt,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,Morocco,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,Namibia,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,South Africa,Plantae,terrestrial,Alien
Solanum elaeagnifolium,Cav.,Tunisia,Plantae,terrestrial,Alien
Solanum erianthum,D.Don,Ghana,Plantae,terrestrial,Alien
Solanum incanum,L.,Madagascar,Plantae,terrestrial,Alien
Solanum incanum,L.,Kenya,Plantae,terrestrial,Alien
Solanum incanum,L.,Uganda,Plantae,terrestrial,Alien
Solanum incanum,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Solanum laciniatum,Aiton,South Africa,Plantae,terrestrial,Alien
Solanum laxum,Spreng.,South Africa,Plantae,terrestrial,Alien
Solanum lycopersicoides,Dunal,Madagascar,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Burundi,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Chad,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Madagascar,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Seychelles,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,South Africa,Plantae,terrestrial,Alien
Solanum lycopersicum,L.,Zimbabwe,Plantae,terrestrial,Alien
Solanum macrocarpon,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum macrocarpon,L.,Madagascar,Plantae,terrestrial,Alien
Solanum macrocarpon,L.,Rwanda,Plantae,terrestrial,Alien
Solanum macrocarpon,L.,Seychelles,Plantae,terrestrial,Alien
Solanum mammosum,L.,Botswana,Plantae,terrestrial,Alien
Solanum mammosum,L.,Malawi,Plantae,terrestrial,Alien
Solanum mammosum,L.,Mozambique,Plantae,terrestrial,Alien
Solanum mammosum,L.,Seychelles,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Angola,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Cameroon,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Comoros,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Madagascar,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Mauritius,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Namibia,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Rwanda,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,South Africa,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Swaziland,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Zimbabwe,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Kenya,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,Uganda,Plantae,terrestrial,Alien
Solanum mauritianum,Scop.,United Republic of Tanzania,Plantae,terrestrial,Alien
Solanum melongena,L.,Burundi,Plantae,terrestrial,Alien
Solanum melongena,L.,Chad,Plantae,terrestrial,Alien
Solanum melongena,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum melongena,L.,Madagascar,Plantae,terrestrial,Alien
Solanum melongena,L.,Seychelles,Plantae,terrestrial,Alien
Solanum melongena,L.,Swaziland,Plantae,terrestrial,Alien
Solanum melongena var.esculentum,L.,Swaziland,Plantae,terrestrial,Alien
Solanum myriacanthum,Dunal,Comoros,Plantae,terrestrial,Alien
Solanum nigrum,L.,Burundi,Plantae,terrestrial,Alien
Solanum nigrum,L.,Cameroon,Plantae,terrestrial,Alien
Solanum nigrum,L.,Chad,Plantae,terrestrial,Alien
Solanum nigrum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum nigrum,L.,Egypt,Plantae,terrestrial,Alien
Solanum nigrum,L.,Mauritius,Plantae,terrestrial,Alien
Solanum nigrum,L.,Rwanda,Plantae,terrestrial,Alien
Solanum nigrum,L.,Swaziland,Plantae,terrestrial,Alien
Solanum physalifolium,Rusby,South Africa,Plantae,terrestrial,Alien
Solanum pseudocapsicum,L.,Madagascar,Plantae,terrestrial,Alien
Solanum pseudocapsicum,L.,South Africa,Plantae,terrestrial,Alien
Solanum quitoense,Lam.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum quitoense,Lam.,Rwanda,Plantae,terrestrial,Alien
Solanum rostratum,Dunal,Libya,Plantae,terrestrial,Alien
Solanum rostratum,Dunal,South Africa,Plantae,terrestrial,Alien
Solanum sarrachoides,Sendtn.,South Africa,Plantae,terrestrial,Alien
Solanum scabrum,Mill.,Madagascar,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Botswana,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Burundi,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Madagascar,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Malawi,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Mozambique,Plantae,terrestrial,Alien
Solanum seaforthianum,Andrews,Namibia,Plantae,terrestrial,Alien
