year,lake,species,grand_total,comments,region,values
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,45
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1944,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,45
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,50
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1945,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,50
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,16
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1946,Michigan,Northern Pike,NA,"MI Totals: Commercial fishing for northern pike prohibited in Michigan waters. IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,16
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,13
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,17
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
1947,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",U.S. Total,30
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (MI),NA
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (MI),NA
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",MI State Total,17
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Green Bay (WI),NA
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Mich. Proper (WI),NA
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",WI State Total,18
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Illinois (IL),NA
1948,Michigan,Northern Pike,NA,"IL and IN: Northern pike catches reported for Illinois and Indiana except in 1899, 1903, 1917, 1922, 1949, 1959, 1968, 1970 and 1971 when less than 500 pounds taken from Indiana waters, and in 1967 when less than 500 pounds were taken from Illinois waters.",Indiana (IN),NA
