id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
9818,Fire,3,Sokka's Master,4,Scene Description,"Sokka swings at Piandao below him, who parries and swings at Sokka. Piandao thrusts his sword at Sokka, who pins the blade under his own blade, weighted down under his feet. Cut to Sokka standing on the swords before switching back to Piandao, who tries to wrench his sword free. Cut to Piandao's feet as he steps forward and the camera pans up as he pushes his sword upward, throwing Sokka off. View from behind Sokka as he grunts, stumbling back into a tall stalk of bamboo. Cut to a shot of Toph, Aang, and Katara all wincing at the sight. Cut back to Sokka as he looks up fearfully, strands of hair falling over his face. Frontal view of Piandao as he raises his sword and charges at Sokka. Cut back to Sokka as he ducks Piandao's attack that slices through the bamboo just above his head. He turns to run off into the bamboo thicket. Frontal view of Sokka as he runs away. Cut to frontal shot of Sokka running through the bamboo thicket, slicing through as many surrounding stalks of bamboo that he can. As Piandao chases after, the stalks all begin to fall. Close-up of Piandao skillfully cutting through the bamboo. Side-view of Sokka as he runs through the bamboo and turns, grabbing a stalk and pulling it. He lets it go just as Piandao catches up. Cut to the stalk whipping around. Cut to side-view of Piandao cutting through it with ease as Sokka tries to attack from behind.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9819,Fire,3,Sokka's Master,4,Piandao,"Yes, use your surroundings. [Piandao deflects the attacks as Sokka runs away. Sokka grabs two stalks and pulls them back before releasing them. They whip around at Piandao, who slices through them.] Make them fight for you!","Yes, use your surroundings.  Make them fight for you!",Tim Hedrick,Giancarlo Volpe,8.8
9820,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of Sokka running out of the bamboo and back toward the sword fighting ring, screaming in terror and Piandao not far behind. The camera shifts to Sokka's front. He is very frightened and takes a look behind, but Piandao has run off to the side and out of sight. Side-view of Sokka who turns to look ahead only for Piandao to strike out in front of him, trying to make him run into it. However, Sokka leans back. The scene goes into slow motion and the camera cuts to an overhead close-up of Sokka sliding under the blade. The scene comes back to normal speed and cuts to a frontal view as Sokka stands back up and stumbles forward, stabbing his sword into the ground to stop his fall. Cut behind Sokka as he uses his momentum to swing his sword back around, flinging dirt and dust at Piandao. The scene goes into slow motion again and the camera cuts to a close-up of Piandao as the dirt hits him in the face, blinding him. The scene comes back to normal speed and cuts to a frontal shot of Piandao as he spins around and positions his sword behind his back to defend any sneak attacks. Cut to a close-up of Piandao, his eyes closed.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9821,Fire,3,Sokka's Master,4,Piandao,Very resourceful.,Very resourceful.,Tim Hedrick,Giancarlo Volpe,8.8
9822,Fire,3,Sokka's Master,4,Scene Description,"Piandao turns his head and listens for any sounds. Cut close-up to Sokka and zooms out as he nervously raises his sword defensively. He slowly tries to sneak away, careful not to make any noises that would give away his location. Cut to a twig on the ground as Sokka steps on it, snapping it. Close-up of Piandao who turns his head toward Sokka when he hears it. Camera zooms out as he twirls his sword around into an offensive position and charges forward. Close-up of Sokka who takes a step back as Piandao closes in. Side-view of the fight as Piandao strikes. Sokka parries the attack. Cut behind Sokka as Piandao catches Sokka's blade with his own. He pushes Sokka's sword around in two circles and flings Sokka's sword out of his hands. Side-view of the fight as Sokka watches his sword fly into the air and stab into the ground several feet away.
Cut to side-view of Sokka looking worried as Piandao moves to attack. The scene goes into slow motion and cuts to a side-view of the two as Piandao swings his sword in large, horizontal arc at Sokka. Sokka is not cut by the blade, but is instead hit in the chest by Piandao's arms, knocking him on his back. Cut to Sokka landing on the ground and he looks up fearfully. Cut to frontal view of Piandao from the ground as Piandao turns and points his sword at Sokka's head. Cut to Sokka who leans back in fear. Frontal view of Aang, Katara, and Toph as they all jump from the building to the ground and run toward Sokka and Piandao. Cut to a close-up of Piandao. The camera zooms out as he swings his sword away from Sokka, halting Aang, Katara, and Toph.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9823,Fire,3,Sokka's Master,4,Piandao,"Excellent work, Sokka.","Excellent work, Sokka.",Tim Hedrick,Giancarlo Volpe,8.8
9824,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of Sokka squinting at Piandao curiously. Cut to a shot of Piandao with Aang, Katara, and Toph in the background. He raises his hand and the camera tilts up slightly as he signals to Fat. Cut to a frontal view of Fat as he flings the scabbard of Piandao's sword toward him. Frontal view of the still blinded Piandao as he turns and points his sword upward. Side-view as the scabbard flies right onto the blade.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9825,Fire,3,Sokka's Master,4,Piandao,I think I'm a little old to be fighting the Avatar.,I think I'm a little old to be fighting the Avatar.,Tim Hedrick,Giancarlo Volpe,8.8
9826,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of Aang, Katara, and Toph in their bending stances. They come out of their stances and Aang and Katara look at each other in surprise.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9827,Fire,3,Sokka's Master,4,Aang,How did you know‌?,How did you know‌?,Tim Hedrick,Giancarlo Volpe,8.8
9828,Fire,3,Sokka's Master,4,Scene Description,The scene cuts to a shot of Piandao and Sokka. Sokka stands back up as Fat walks on screen carrying a drink and a white cloth.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9829,Fire,3,Sokka's Master,4,Piandao,"Oh, I've been around a while. You pick things up. [Wipes the dirt off his face with the cloth.] Of course, I knew from the beginning that Sokka was Water Tribe. [Close-up of Sokka.] You might want to think of a better Fire Nation cover name. [Camera zooms out to show Piandao.] Try ""Lee."" There's a million ""Lees"". [Sips his drink.].","Oh, I've been around a while. You pick things up.  Of course, I knew from the beginning that Sokka was Water Tribe.  You might want to think of a better Fire Nation cover name.  Try ""Lee."" There's a million ""Lees"". .",Tim Hedrick,Giancarlo Volpe,8.8
9830,Fire,3,Sokka's Master,4,Scene Description,"Cut to a frontal shot of Aang, Katara and Toph with Fat and Piandao facing toward them, their backs to the camera.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9831,Fire,3,Sokka's Master,4,Katara,But why would you agree to train someone from the Water Tribe‌?,But why would you agree to train someone from the Water Tribe‌?,Tim Hedrick,Giancarlo Volpe,8.8
9832,Fire,3,Sokka's Master,4,Piandao,"[Close-up.] The way of the sword doesn't belong to any one nation. [Frontal shot of Piandao, Sokka and Fat as the other three look on, their backs to the camera.] Knowledge of the arts belongs to us all. [Gives his sword to Fat. Cut to Sokka's sword as he pulls it out of the ground. Cut to side-view of Piandao and Sokka as Piandao gives the sword back to Sokka.] Sokka, you must continue your training on your own. [Close-up.] If you stay on this path, I know that one day [Close-up.] you will become an even greater master than I am.","The way of the sword doesn't belong to any one nation.  Knowledge of the arts belongs to us all.  Sokka, you must continue your training on your own.  If you stay on this path, I know that one day  you will become an even greater master than I am.",Tim Hedrick,Giancarlo Volpe,8.8
9833,Fire,3,Sokka's Master,4,Scene Description,"Cut to a shot of Aang, Katara, and Sokka all smiling warmly. Cut back to Sokka and Piandao as they bow to each other. The scene cuts to a wide shot of the group leaving Piandao's castle through the front gates. It cuts to a closer shot of the group from the front. Fat is running up to them from behind.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9834,Fire,3,Sokka's Master,4,Fat,"Wait! [Everyone turns to him. Side-view.] The Master wanted you to have this, as something to remember him by.","Wait!  The Master wanted you to have this, as something to remember him by.",Tim Hedrick,Giancarlo Volpe,8.8
9835,Fire,3,Sokka's Master,4,Scene Description,"Cut to a close-up of Fat giving a small, brown bag to Sokka. Overhead view as they all bow as a farewell and Fat walks back to the castle. The camera zooms in as Sokka opens the bag and pulls out a white lotus Pai Sho tile.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9836,Fire,3,Sokka's Master,4,Sokka,It's a Pai Sho tile.,It's a Pai Sho tile.,Tim Hedrick,Giancarlo Volpe,8.8
9837,Fire,3,Sokka's Master,4,Scene Description,Cuts to a close-up of the tile in Sokka's hands.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9838,Fire,3,Sokka's Master,4,Aang,The White Lotus. Huh.,The White Lotus. Huh.,Tim Hedrick,Giancarlo Volpe,8.8
9839,Fire,3,Sokka's Master,4,Katara,What does it mean‌?,What does it mean‌?,Tim Hedrick,Giancarlo Volpe,8.8
9840,Fire,3,Sokka's Master,4,Sokka,"[Cut to close-up of Aang and Sokka as Fat is seen in the background closing the doors. Sokka and Aang look back and the camera zooms in on the doors, clearly showing a lotus design on the doors surrounding the Fire Nation symbol.] I have no idea. [Overhead view. Sokka reaches into his pocket.] Ooh, that reminds me! Toph, I thought you might like this [Close-up view of Sokka offering her a chunk of the meteorite.] since you've probably never had a chance to bend space earth before.","I have no idea.  Ooh, that reminds me! Toph, I thought you might like this  since you've probably never had a chance to bend space earth before.",Tim Hedrick,Giancarlo Volpe,8.8
9841,Fire,3,Sokka's Master,4,Toph,"[Taking the rock. Side-view.] Sweet! [Cut to a close-up of the space earth floating between Toph's hands. She shapes it into a swirl, a star, and a splatter shaped similar to the Nickelodeon logo.] Check this out.",Sweet!  Check this out.,Tim Hedrick,Giancarlo Volpe,8.8
9842,Fire,3,Sokka's Master,4,Scene Description,Cuts to a shot of the group as they walk off down the trail.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9843,Fire,3,Sokka's Master,4,Katara,"You know, I don't think there's such a thing as ""space earth"". If it's from space, then it's not really ""earth"".","You know, I don't think there's such a thing as ""space earth"". If it's from space, then it's not really ""earth"".",Tim Hedrick,Giancarlo Volpe,8.8
9844,Fire,3,Sokka's Master,4,Sokka,Must you ruin everything‌?,Must you ruin everything‌?,Tim Hedrick,Giancarlo Volpe,8.8
9845,Fire,3,Sokka's Master,4,Scene Description,"Cut to a wide, overhead shot of Piandao's castle and Team Avatar walking away.",NA,Tim Hedrick,Giancarlo Volpe,8.8
9846,Fire,3,Sokka's Master,4,Katara,I can't believe I missed you.,I can't believe I missed you.,Tim Hedrick,Giancarlo Volpe,8.8
9847,Fire,3,Sokka's Master,4,Scene Description,Fade to white. Fade to end credits.,NA,Tim Hedrick,Giancarlo Volpe,8.8
9848,Fire,3,The Beach,5,Scene Description,"The episode opens to a body of water, a small ferry cruising through the ocean. The head of a large sea lion emerges from the water and the creature is shown to be pulling the boat. As the camera pans out, we see Azula, who is leaning her back against a railing with her arms crossed, and Ty Lee, who is looking out in front of them.",NA,Katie Mattila,Joaquim Dos Santos,8.5
9849,Fire,3,The Beach,5,Ty Lee,"I'm so excited to spend the weekend on Ember Island. [Cuts to close-up of her, Azula, and Zuko and Mai, who are revealed to have been sitting on a bench behind the two girls.] It's going to be great to hang out on the beach and do nothing. [Places her hands behind her head, imitating a relaxed position.]",I'm so excited to spend the weekend on Ember Island.  It's going to be great to hang out on the beach and do nothing.,Katie Mattila,Joaquim Dos Santos,8.5
9850,Fire,3,The Beach,5,Zuko,[Cut to closer view of Zuko and Mai. Angrily.] Doing nothing is a waste of time. [Rises from his seat next to Mai.] We're being sent away on a forced vacation. [Walks over and grips the railing of the boat.] I feel like a child.,Doing nothing is a waste of time.  We're being sent away on a forced vacation.  I feel like a child.,Katie Mattila,Joaquim Dos Santos,8.5
9851,Fire,3,The Beach,5,Azula,"[Frontal view.] Lighten up. So Dad wants to meet with his advisers alone, without anyone else around. Don't take it personally.","Lighten up. So Dad wants to meet with his advisers alone, without anyone else around. Don't take it personally.",Katie Mattila,Joaquim Dos Santos,8.5
