id,scene_description
11737,[Cut to Aang.]
11737,[He smiles.]
11738,[He curls his hand into a fist.]
11739,[Smiling.]
11740,[Turns toward Aang as screen zooms out to show Aang.]
11740,[Aang turns toward Zuko as well.]
11740,[Cut to Zuko's face as screen zooms in.]
11742,[He walks toward the two and become serious.]
11742,[He stops walking.]
11742,"[Cut to the two, who are shocked, before cutting back to the smiling chief.]"
11742,[Cut to the two as they look relieved. The chief's expression becomes serious again.]
11744,[Cut to Aang and Zuko demonstrating the Dancing Dragon to the rest of Team Avatar and friends.]
11748,"[Cut to Sokka, as he moves his fingers in a dancing manner.]"
11749,[Walks toward Sokka.]
11751,[Embarrassed.]
11754,[Cut to a tray full of tea cups with Zuko's hand holding a kettle and filling up the empty cups.]
11754,[Camera pans up to Zuko's face.]
11755,[Cut to an overhead of the group sitting around a fire.]
11758,[Serves tea to The Duke and Haru and stands up with his tray.]
11758,[The boys help themselves to the tea.]
11758,[No response.]
11763,[Stands up and walks out.]
11765,[Appa wakes up and looks as they walk past him.]
11771,"[Turns to leave, but is stopped by Sokka.]"
11777,"[Sokka looks at him, horrified.]"
11780,[Pauses for a moment.]
11782,[Yawns.]
11783,[Sarcastically.]
11785,[To Appa.]
11788,"[Falls off Appa, his bag's contents fall out.]"
11790,[Picking up the fallen items.]
11790,[Zuko jumps off of Appa.]
11790,[Pushes Zuko aside and begins to climb up Appa on Appa's saddle.]
11793,"[Sokka stops climbing, sighs, and looks back at Zuko.]"
11793,[They walk off to the war balloon.]
11796,"[As she says this, Aang yawns and turns around to lie back down.]"
11798,[Sighs.]
11798,[Stands up and walks to a spot and starts hot squatting while Katara and Toph walk away.]
11801,[Sokka whistles.]
11805,[Blasts more fire into the tank.]
11807,"[Looks at Sokka, defensively.]"
11809,[Downcast.]
11814,[Smiles and looks at Zuko with interest.]
11815,[Smiles.]
11817,"[Shocked for a moment. Looks up at the sky briefly, before glancing back at Sokka.]"
11819,[Sokka awakens to see it.]
11821,[Frantically blasting fire into the tank.]
11821,[Blasts fire up into the balloon.]
11823,[Falls to the side as the balloon tips.]
11826,[Looking at the destroyed war balloon.]
11829,[Walks to the destroyed balloon.]
11831,[Gathers parts from the balloon together.]
11831,"[After the hot water on the balloon burns his hand, Sokka kicks it into the water.]"
11834,[They both turn to look at the prison.]
11842,[Whips fire at him.]
11847,[To Zuko and Sokka.]
11847,[Gives them a look when they say nothing.]
11850,[Walks up to Chit Sang.]
11855,[Pointing at Sokka.]
11856,[Whispers to Zuko.]
11856,[Runs up to Chit Sang and the guard.]
11858,[Sokka closes the doors.]
11859,[Playing along.]
11867,[Bluntly.]
11868,"[The female guard throws a cup at him, which causes the guard sitting behind him to laugh.]"
11869,[The other guards nod.]
11872,[Notices someone coming; lowers his mask.]
11872,[He and Sokka stand to attention.]
11873,[Opens the cooler.]
11875,[He is pushed aside by one of the warden's bodyguards.]
11879,[Lifts up his helmet's visor.]
11880,[Lifts up his visor.]
11883,[Bangs his fists against the wall in frustration.]
11886,[Holds his chin in thought.]
11886,[Cut to a frog-view as he looks up at the sky.]
11886,[Walks over to the railing.]
11886,[Close-up of a disinterested Sokka; voice-over.]
11886,[Sokka glances to the side.]
11889,[Folds his arms.]
11889,[Looks down.]
11890,"[As he points, the camera shifts to an overhead view of the yard, before rapidly zooming in on a dejected-looking Suki.]"
11892,[Voice-over.]
11892,[Suki gets up.]
11894,[Sits up; aggressively.]
11895,[Crosses arms.]
11896,[Close-up. She averts her eyes; bitterly.]
11897,[Frontal shot; smugly.]
11899,[Runs up to him; cut to a side-view.]
11901,"[They both stand up, not releasing each other.]"
11903,[Places his right hand on her left cheek.]
11904,[Frontal shot.]
11904,[Places her hand over Sokka's on her face and closes her eyes.]
11904,[Opens them again.]
11906,[Cut to a shot from behind Zuko.]
11907,[Shot from over the guard's shoulder.]
11907,[Looks at the prison cell; unsure.]
11907,[Points at the door.]
11908,[Close-up. Cut to a side-shot; annoyed.]
11908,"[She raises her left arm to push Zuko out of the way, though before she can touch him, he grabs hold of the arm and turns her around, slamming her face first against the door.]"
11910,"[Instantly cut to a frontal shot of Sokka, who freezes over.]"
11910,[He turns to look at the struggle.]
11910,"[Frontal shot of Sokka, looking unsure.]"
11913,[Grabs Zuko and throws him down on the floor.]
11913,[Whispering.]
11915,[Smiles evilly and walks into the cell.]
11916,[Shocked.]
11918,[Even more shocked.]
11920,[Folds his arms.]
11921,[Walks away and shuts the door.]
11926,[Somewhat angrily.]
11927,[Stops mopping for a second.]
11934,[Exchanges a worried glance with Suki.]
11935,[Flashes back to Sokka walking around the island; voice-over.]
11935,[Sokka puts a miniature boat in the water and watching it float away.]
11935,[Fade back to Sokka talking to Zuko and Suki.]
11937,[From the staircase.]
11937,[Jumps down.]
11938,[Covering up.]
11944,[Unconvinced.]
11944,[Camera pans from a serious-looking Zuko to Suki.]
11945,[To Sokka.]
11946,[Handing Zuko a wrench.]
11949,[Shoves Zuko.]
11950,[He pushes Chit Sang.]
11953,[Approaching. Yelling.]
11955,[Pointing.]
11958,[Raises his head slightly and releases a small breath of fire to warm himself up.]
11958,"[Reveals all the removed bolts and screws, which makes Sokka smile.]"
11959,[Lifts his visor; whispering.]
11960,[Takes Sokka into the cooler and closes the door.]
11963,[Sokka looks at Zuko with shock and worry.]
11971,"[Cut briefly to two other prisoners, a male sitting on a rock, and a female waving.]"
11972,[They move the cooler into the water. Cut to Sokka lifting a rock hiding his Water Tribe outfit.]
11974,[Approaching.]
11975,[Turns to Zuko.]
11977,[Standing.]
11978,[Sokka moves away.]
11980,[Grabs Sokka's shoulder.]
11981,[Standing by the cooler boat.]
11982,[To Suki.]
11985,[Pushes the cooler into the lake and jumps in.]
11988,"[Rips off a piece of the cooler. When he puts the piece of metal in the water, the steaming water splashes on to his hand, causing him to scream loudly.]"
11995,[The guard in charge of the steering wheel turns toward the warden.]
11998,[Cut to a side-view of the gondola approaching the prison. Cut to a view of the prison yard as the gondola nears its stop. Cut to Sokka and Suki now in the yard.]
11998,"[Cut to the gondola arriving. Cut to Sokka, Zuko and Suki in the yard.]"
11999,[Holds Sokka's hand.]
12002,[Cut to Sokka.]
12003,[Cut briefly to the gondola as several men step off.]
12003,[Cut to the gondola briefly as we see one more prisoner exit. Hakoda does not appear.]
12004,[Comforting.]
12008,"[Cut to Sokka, Shocked.]"
12013,"[Exiting a stairway and passing through a lineup of guards, surprising them a bit.]"
12013,[Points in the warden's direction.]
12015,[Walking past the line of prisoners starting from the left.]
12015,[He stops in front of Hakoda who looks downward; looks closer at Hakoda.]
12016,[Averting his gaze slightly off to the side; firmly.]
12017,[Angrily.]
12019,[Cut to the warden's face.]
12021,[Calmer.]
12021,[To the other prisoners.]
12023,[Standing over him.]
12024,[Rises and snaps angrily.]
12026,[Approaches his father.]
12027,"[Rises to his feet and extends his right arm out, clenched in a fist, not realizing the guard is his son in disguise; Sokka backs up a bit.]"
12028,[Lifting up his helmet mask.]
12029,[Softens up and grows teary-eyed.]
12029,[The two embrace; Sokka drops his helmet to the floor.]
12029,[Amused.]
12030,[Rubs the back of his neck sheepishly.]
12032,[Calmly.]
12033,[Snaps.]
12033,[The warden appears behind him.]
12034,[Cuts to close-up of his face; casually.]
12035,[Brightly.]
12039,[Leans in closer to Chit Sang.]
12041,[To Hakoda.]
12041,[Cut to inside the prison cell; Sokka turns away from the door.]
12042,[Sokka comes by his father and sits down.]
12043,[Smiles.]
12046,[Lays a hand on Sokka's shoulder.]
12050,[Crosses his arms angrily.]
12051,"[Cut to Hakoda, who gives his son a suspicious look.]"
12051,"[Hakoda nods his head at Sokka, indicating that he understands.]"
12053,[Downcast.]
12053,[Leans forward and rests his face in his arms.]
12054,[Smiles and pats a hand on Sokka's back.]
12057,[In a hushed voice.]
12058,[A view of Zuko's eyes appears in the slit from inside the cell.]
12060,[Off-camera; startles Sokka.]
12062,[Pointing to the cell and trying to act gruff.]
12064,[Puzzled.]
12065,[Irritated.]
12066,[Punches his palm with his fist.]
12069,[Off-camera from inside the cell.]
12069,[Punching noises come from the cell.]
12070,[Amused.]
12072,[In a hushed voice while still punching the mattress.]
12072,[Cuts to shot of Zuko who peers from behind the blanket; off camera.]
12074,[Separates the two.]
12076,[Voice-over.]
12076,[He is thrown into a chair in an interrogation room.]
12077,[Zuko looks to the source of the voice.]
12077,[Emerges from the corner of the room; annoyed.]
12078,[Shocked.]
12084,[Approaches him from behind.]
12086,[Eager.]
12088,[Places his hand on Chit Sang's shoulder.]
12094,[Zuko sighs; Mai shows him a letter.]
12096,[Reading the letter.]
12098,[Sarcastically.]
12098,[Throws the letter at him.]
12099,[Stands up.]
12104,[Places his hand on her shoulder.]
12104,[Walks over to the door and peers outside.]
12108,[Puts both hands on her shoulders.]
12109,[Takes his hands off her shoulders.]
12112,[Nearby noise occurs. Moves to look outside.]
12112,[Suki hugs him.]
12112,"[Cut to outside the cell, where he slides out of the cell.]"
12116,[Walks off-screen.]
12117,[Sokka is escorted by two guards.]
12121,[Chit Sang steps forward.]
12123,[Off-screen.]
12123,"[The camera shifts to Chit Sang, who is pointing at the bully guard.]"
12126,[Grabs Chit Sang by the shirt.]
12126,[Chit Sang just raises his hands nonchalantly in defense.]
12126,[Another guard grabs him.]
12129,[Turns around and moves in closer to the guard.]
12133,[Angrily.]
12136,[Cut closer to Azula.]
12136,[Azula and Ty Lee walk in.]
12136,[Stands up.]
12137,[Walks in and notices the guard sitting in the chair.]
12138,"[Cut to the bully guard, who looks away.]"
12139,[Desperately.]
12140,[Angrily.]
12141,[Crossing her arms.]
12141,[Turns and starts to leave.]
12144,[Smiles sinisterly; quietly.]
12144,[Exits.]
12148,[Walks off-screen; the guard raises his mask and looks at him speechless.]
12148,"[Guard grows more nervous. Walks back on-screen, lifting his helmet mask.]"
12149,[Starts to sweat; horrified.]
12150,[Places his arm around the guard's shoulder.]
12155,[Smiles smugly.]
12155,[Shoves a prisoner.]
12161,[Smiles.]
12162,[Gets an idea.]
12162,[Points to him.]
12163,"[Grabs a prisoner and lifts him in the air, bouncing him up and down.]"
12163,[All the prisoners look at him.]
12165,[Looks shocked for a moment.]
12166,[Raises his arms.]
12166,"[He is taken down by another prisoner. The riot is in full swing. Cut the floor of the yard as chaos and dust ensues everywhere. Cut to a prisoner sitting on another prisoner's shoulders, attempting to choke him. Cut to the bottom of a tower as various guards look down at the scene.]"
12167,[Cut to the warden on a balcony.]
12171,[Gives a slight chuckle; proudly.]
12172,[Zuko gives a serious look.]
12174,[She throws the guard away from her and chases Zuko.]
12179,[Groans.]
12181,[Rubs his forehead.]
12185,[Ties his hands together and uses his headband as a gag.]
12185,[Slams the warden against the wall; the rest of the escapees arrive.]
12188,[Proudly.]
12192,"[The guards see the warden on Chit Sang's shoulder, bound and gagged, and clear the way.]"
12204,[Determined.]
12208,[Frees himself and runs to look out of the gondola.]
12208,[Chit Sang notices and grabs the warden.]
12211,[Puts down his telescope.]
12215,[Smirks.]
12215,[Blasts herself up.]
12215,[Reaches the other gondola.]
12226,[Shocked.]
12227,[Angrily.]
12229,[The warden struggles against his bindings.]
12236,[Walks up to a large hill by the sea.]
12236,[Pan down to a large airship.]
12238,"[The guards give the Fire Nation salute and exit. Mai raises her head a little, looking defiant.]"
12238,"[Cut to a side view of Mai, followed by a frontal shot of Ty Lee, who looks from one to the other, tears in her eyes, and back to Azula.]"
12240,[Her intrigued expression contorts into one of absolute rage.]
12242,"[Runs to a shocked Mai, shaking her from her stupor.]"
12244,[Still on the ground; angrily.]
12255,[Waving.]
12256,[Tearing up; overjoyed.]
12256,[Runs to him.]
12257,[They embrace.]
12264,[As he runs and pushes her out of harm's way.]
12266,[Angrily.]
12267,[Calmly.]
12270,[Rises.]
12272,[Pointing to the exit.]
12274,[To Zuko.]
12275,[Runs off.]
12276,"[In the background, Sokka and Katara run up to him.]"
12280,[Smiling.]
12285,[To the others.]
12286,[Turns around and suddenly grows angry.]
12286,[Walks up to her father.]
12293,"[Azula uses her firebending to propel herself toward the wall, stopping her fall with her hair pin and saving herself.]"
12296,[Jokingly.]
12296,"[He smiles and the rest of the group laughs, except for Katara.]"
12297,[Sarcastically.]
12298,[Holding up his cup.]
12299,[Everybody except Katara holds up their cups.]
12299,"[Aang nudges him with his elbow, before Toph lightly punches him.]"
12300,[Smiling.]
12300,[Stops smiling.]
12301,[Angrily.]
12301,[Walks away.]
12303,[Follows her.]
12305,[Voice-over.]
12308,[Turns around; furiously.]
