feature_id,description,history
1410784,"On the E shore of Gastineau Channel, 4 mi. SE of Juneau and 6 mi. NW of Point Salisbury, Coast Mts.","Named in 1914 for Bartlett L. Thane, 1878-1927, general manager of the Alaska Gastineau Mining Co. which had its mill here. Bartlett Thane was born in California and went to Alaska in 1897. The name ""Sheep Creek,"" which was the original miners' name for the town, was published by  U.S. Coast and Geodetic Survey (USC&GS) in the 1901 Coast Pilot but was later changed to ""Thane"" by Board on Geographic Names (BGN). The town was founded in 1881 as a result of mining operations in the vicinity.  Since World War II the population has steadily declined with the curtailment of mining activities. It is now a residential area (DeArmond, 1957, p43-44)."
1410814,"Population 32 (1950), at S end of Tee Harbor, on Favorite Channel, 3 mi. NW of Fairhaven and 14 mi. NW of Juneau, Coast Mts.","Local name derived from the harbor. Originally a saltery built by W. N. Lazier in 1901, followed by a salmon cannery on the same site in 1911. The cannery burned down in 1912 (DeArmond, 1957, p. 43). The name was published in Polk's Gazetteer in 1916."
1410938,"between Tiekel River and Richardson Highway, 2.3 mi. NE of Mount Tiekel and 35 mi. NE of Valdez, Chugach Mts.","In June, 1899 John F. Rice (in U.S. Congress, 1900, p. 780) wrote, ""After several miles of travel we passed what was known as Tiekell City, it having been destroyed by fire some few years before our arrival."" A roadhouse was established later, which was reported in 1908 by U.S. Geological Survey (USGS) (Moffit and Maddren, 1909, pl. 1)."
1410976,"population 10, at mouth of Cape Creek, on Bering Sea Coast, 5 mi. SE of Cape Prince of Wales, Seward Peninsula High.","Former mining camp established at the base of Cape  Mountain in 1903 (Collier, 1904, p. 59). Tin ore was discovered on Cape Mountain in July 1902, by Mr. W. C. J. Bartels. * * *Extensive developments were planned for the season of 1903, and a well-equipped prospecting plant  was sent to Cape Mountain"" (Collier, 1904, p. 25). By 1907 ""a few widely  scattered houses"" formed Tin City (Knopf, 1908, p. 35), and two companies operated out of the village and a 10-stamp mill was located here (p. 40). Tin City post office was established in 1904 and was discontinued in 1909 (Ricks, 1965, p. 65)."
1411037,"summer population 6, on E bank of Sullivan Creek, 7 mi. SW of  Roughtop Mtn. and 35 mi. ESE of Tanana, Yukon-Tanana High.","Mining camp developed as a supply point for the Sullivan  Creek workings about 1908. A post office was established in 1908; discontinued in 1943 (Ricks, 1965, p. 65). Named for A. F. Tofty who  discovered gold in the area, and is reported to have taken out 376 oz. in 6 weeks. He died in Britis8 Guiana in 1923."
1411039,"population 220, at head of Togaik Bay, 2 mi. W of mouth of Togiak River and 43 mi. E of Goodnews, Kilbuck-Kuskokwim Mts.","Eskimo village name reported as ""S(elo) Tugiatak,"" or ""Tugiak Village,"" by Lieutenant Sarichev (1826, map 3); and as ""S(leo) Tugiak"" by Captain Tebenkov (1852, map 4) Imperial Russian Navy (IRN). In 1880 Petroff (1881, p. 48) recorded two villages, ""Togiagamute,"" population 276 (94 in 1890) and ""Togiak Station,"" population 28 (14 in 1890), both located, on his map, E of the mouth of the river, about 7 mi. apart. The southernmost, ""Togiak Station"" has been called ""Owens,"" named, according to Frank Waskey, local trader and prospector for Johnny Owens who operated this important trading post. ""Togiak Village"" was published in the 1947 Coast Pilot (p. 530). The population was 71 in 1945 and 108 in 1950. Togiak was incorporated as a city on June 10, 1969."
1411046,"Located at the junction of Alaska and Glenn Highways, 8 km (5 mi) southwest of the junction of Tok and Tanana Rivers, and 19.3 km (12 mi) southeast of Tanacross, Alaska Range.","Tok, which took its name from the nearby stream, developed since the building of the Alaska and Glenn Highways in the 1940s. The U.S. Customs and Immigration office is located here."
1411052,"in Denali National Park, on W bank of Toklat River near Denali Highway, 10 mi. NE of Eilson Visitor Center, Alaska Range",Published in 1932 by Alaska Road Commission (ARC). New location per Denali National Park and Preserve recommendation.
1411053,"on left bank of Kantishna River, near junction of Toklat River, Tanana Low.","Former settlement and river landing which, named for the Toklat River, had a population of 44 in 1930."
1411055,"on N bank of Yukon River, 16 mi. SW of Russian Mission, Yukon-Kuskokwim Delta.","Eskimo name shown on a 1916 field sheet by R. H. Sargent, U.S. Geological Survey (USGS). Sargent shows three cabins here, but present maps show but one. Hrdlicka (1943, p. 234) refers to its as ""a small live village, ""called"" Tochtlik,"" in 1929."
1411060,"On Nelson Island, 6.5 mi SE of Tanunak; Yukon-Kuskokwim Delta.",Eskimo village established in 1964 when most of the population of Nightmute moved to this new location.
1411063,"site of Eskimo village, on Ksaegaluk Lagoon, at S point of entrance to Utukok River, 24 mi. SW of Icy Cape, Arctic Plain.","Smith and Mertie (1930, (p. 103), U.S. Geological Survey (USGS), noted that ""there are a great number of abandoned sod huts and igloos that mark the site of what was once a native village of considerable size."" The name was reported in 1965 to Orth to mean ""landing place."""
1411067,"population 13, on right bank of Tanana River, near mouth of Tolovana River, 64 mi. W of Fairbanks, Tanana Low.","Named ""Tolavana"" by the U.S. Army Signal Corps in 1903. A postmaster was appointed the same year and the post office was tentatively called Hootana , but when the post office was finally established the following year, it was given the name ""Tolovana,"" for the stream. The post office was discontinued in 1957 (Ricks, 1965, p. 66)."
1411073,"on E bank of Tolstoi Creek N of its junction with Mastodon Creek and 23 mi. NW of Ophir, Kilbuck-Kuskokwim Mts.",Boat landing and supply camp for the Mastodon Creek diggins established about 1916. It had a post office in 1917 and 1918. It is now abandoned.
1411105,"on Richardson Highway, 0.5 mi. S of Tonsina River and 52 mi. NE  of Valdez; Chugach Mts.",A telegraph station was established here in 1902 by the U.S. Army Signal Corps. was discontinued in 196. discontinued in 1933.
1411123,"at mouth of Topkok River, N shore of Norton Sound, 15 mi. E of Solomon, Seward Peninsula High","Former Eskimo village reported in the 1880 Census as ""Tup-ka-ak,"" population 15. The 1890 Census listed ""Tap-hok"" but gave no polulation. A mining camp appears to have been set up here in about 1900 and the 1908 ""Map of Seward Peninsula"" by Arthur Gibson shows a ""Topkok Roadhouse"" at this site."
1411194,"population 13 (1940), on NE coast of Douglas I., on Gastineau Channel, 1.2 mi.","Named for John Treadwell, 1842-1927, one of the early miners in the Juneau area. He arrived in Juneau in 1881 and mined in the Gold Creek area. Later the same year he organized the Treadwell Gold Mining Co. In 1889 he sold his interests and left Alaska. Treadwell was a company town founded in 1881, incorporated in 1901, and disincorporated in 1912. The town had a population of and continued to decline as mining operations gradually stopped (DeArmond, 1957, p. 44-45)."
1411231,"on E bank of Kwimlilthla Slough, 9.5 mi. SE of Kwiguk, Yukon-Kuskokwim","Eskimo camp or village, now abandoned, reported in 1899 by G. R. Putnam,"
1411271,"on W bank of Tuckers Slough, 2.3 mi. N of its junction with Yukon River and 17 mi. NE of Russian Mission, Nulato Hills",Named for the Tucker family and shown on maps since 1942; the place consists of one or two cabins.
1411278,"on W bank of Tuklung River, on Nushagak Peninsula, 31 mi. SW of Dillingham, Bristol Bay Low","Eskimo village, reported by U.S. Coast and Geodetic Survey (USC&GS) in 1948 to be abandoned. It may be used as a camp because it had a population of 30 in 1950."
1411283,"on E bank of Akularak Pass, 11 mi. SE of Kwiguk, Yukon-Kuskokwim Selta","According to a 1950 U.S. Coast and Geodetic Survey (USC&GS) field report, this is a small Eskimo settlement of three families. The name was originally obtained in 1899 by G. R. Putnam, U.S. Coast and Geodetic Survey (USC&GS)."
1411295,"population 137, on S bank of Tuluksak River, 48 mi. SE of Russian Mission, Yukon-Kuskokwim Delta","Eskimo name meaning ""raven (?)"" published by Tikhmeniev in 1861 as ""Tul'yagmyut,"" presumably from information obtained by L. A. Zagoskin, Imperial Russian Navy (IRN), in 1842-44. In the 1880 Census Van Petroff lists the name as ""Tuluksak,"" population 150. Tuluksak was incorporated as a city on October 28, 1970."
1411317,"on left bank of Togiak River, 2 mi. W of Kashiagamiut and 54 mi. NE of Goodnews, Kilbuck-Kuskokwim Mts","Former Eskimo village reported by Ivan Petroff in the 1880 Census as ""Tuniakhpuk"" and ""Tunniakhpuk,"" meaning ""big Tuniak."" The population in 1880 was 137."
1411321,"Incomplete record. On right bank of Nuchagak River, 1 mi. NE of its junction with tunravik Creek, 57 mi. NE of Dillingham, Bristol Bay low.","Eskimo village or camp name obtained in 1930 from F. H. Waskey and Beverley Polley, local inhabitants, by Gerald FitzGerald, U.S. Geological Survey (USGS); published by Mertie (1938b, pl.1), U.S. Geological Survey (USGS)."
1411324,"3 mi NW of the confluence of the Kinak River with the Kuskokwim River, 45 mi SW of Bethel, Yukon-Kuskokwim Delta.","Eskimo name reported to mean ""many caribu""."
1411331,"on the NE shore of Tuomi Lake, 4.7 mi. NE of Anchorage, Cook Inlet Low",Local name reported in 1942 by Army Map Service (AMS). Recent U.S. Geological Survey (USGS) maps  indicate a site of five or six buildings.
1411345,"in SW part of Anchorage, Cook Inlet Low.",Local name reported in 1952 by U.S. Geological Survey (USGS).
1411471,"on N shore of Tyone Lake, 46 mi. NW of Gulkana, Copper River Basin.",Local name reported in 1952 by U.S. Geological Survey (USGS).
1411486,"village, on NW coast of Alaska Peninsula, on E bank of Ugashik River, 9 mi. from its mouth, Bristol Bay Low.","Eskimo village listed by Ivan Petroff in the 1880 Census as ""Oogashik,"" population 177; 154 in 1890; 84 in 1930; 55 in 1939; and 48 in 1950. The Ugashik post office was maintained here intermittently from 1932 to 1963 (Ricks, 1965, p. 67)."
1411495,"on NW coast of Nelson Island, 27 mi. NE of Cape Vancouver, Yukon-Kuskokwim Delta.","Former Eskimo village, abandoned before 1945, now used as a summer camp; reported as ""Ookagamiut,"" by E. W. Nelson, U.S. Signal Service, who visited the village in December 1878. Ivan Petroff, in the 1880  Census, recorded ""Ookagamute,"" population 25; 15 in 1939. Some maps have  erroneously located this village on the Ningaluk River. See Unakak."
1411501,"population 30, on King I., in Bering Sea W of Seward Peninsula, 43 mi. S of Cape Prince of Wales.","Eskimo village reported by Dall (1877, p. 15); this was also the Eskimo name for King Island. Recorded in the 1880 Census as ""Ookivok"" by Petroff (1884, map). The 1890 Census (1893, p. 145) reported ""The only Alaskan people residing in cliff dwellings * * * enlarged from the cavernous fissures that exist on the island,"" population 200. Balcom (1965, p. 32) wrote, ""Most of the inhabitants moved to Nome and other places to find employment, as King Island is inaccesible part of the year because of its location and weather."""
1411502,"on right bank of Kuskokwim River, between Lower Kalskag and Tuklak, 40 mi. SE of Russian Mission, Yukon-Kuskokwim Delta.","Although it is difficult to correlate names of the Eskimo villages along the Kuskokwim River on the early small-scale maps, this place appears to have been the same as the ""Oogovigamute,"" popullation 206, listed in Petroff's 1880 Census. It is probable that E. W. Nelson, U.S. Signal Service, obtained the name for Petroff in January 1879. The 1890 Census listed ""Ugavigamiut,"" population 57. W. S. Post, U.S. Geological Survey (USGS), on his 1898 fieldsheet recorded ""Oknavigamut"" with a note ""from Kilbuck"" (Reverend J. H. Kilbuck, Moravian missionary); he also showed a Moravian Mission school located there. The mission, called ""Ougavik,"" was established about 1893 (Schwalbe, 1951, p. 46) and abandoned about 1906 (p. 94), because of a declining population caused ""by a shifting river bed."" In his diary in 1930, Hrdlivka (1943, p. 317) wrote, ""Oogovik, a place abandoned some years ago. A large fine site * * * twenty hollows from igloos."" See Akahamut and Nak."
