brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,54 Warm Amber,/productimages/sku/s1787837+sw.jpg,54 Warm Amber 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Amber,54,RGB,#B48770,20.2941176470588,0.311926605504587,0.572549019607843
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,56 Neutral Toffee,/productimages/sku/s1787845+sw.jpg,56 Neutral Toffee 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Toffee,56,RGB,#B3836D,18.8571428571429,0.315315315315315,0.564705882352941
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,58 Toffee Peach,/productimages/sku/s1787852+sw.jpg,58 Toffee Peach 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Toffee Peach,58,RGB,#B58168,19.4805194805195,0.342222222222222,0.558823529411765
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,60 Warm Toffee,/productimages/sku/s1787860+sw.jpg,60 Warm Toffee 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Warm Toffee,60,RGB,#AF846B,22.0588235294118,0.298245614035088,0.552941176470588
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,62 Toffee Spice,/productimages/sku/s1787878+sw.jpg,62 Toffee Spice 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Toffee Spice,62,RGB,#AD7D66,19.4366197183099,0.302127659574468,0.53921568627451
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,64 Neutral Mocha,/productimages/sku/s1787886+sw.jpg,64 Neutral Mocha 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Neutral Mocha,64,RGB,#9E7461,18.6885245901639,0.23921568627451,0.5
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,66 Mocha Spice,/productimages/sku/s1787894+sw.jpg,66 Mocha Spice 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Mocha Spice,66,RGB,#96705E,19.2857142857143,0.229508196721311,0.47843137254902
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,68 Deep Mocha,/productimages/sku/s1787902+sw.jpg,68 Deep Mocha 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Deep Mocha,68,RGB,#967262,18.4615384615385,0.209677419354839,0.486274509803922
SEPHORA COLLECTION,Matte Perfection Powder Foundation,https://www.sephora.com/product/matte-perfection-powder-foundation-P408606?icid2=products%20grid:p408606,70 Mocha Java,/productimages/sku/s1787910+sw.jpg,70 Mocha Java 0.264 oz/ 7.5 g Sephora Quality Way-Nice Price,Mocha Java,70,RGB,#8E6F62,17.7272727272727,0.183333333333333,0.470588235294118
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,0 Cool Rosy,/productimages/sku/s2070712+sw.jpg,0 Cool Rosy 1.6 oz/ 50 mL,Cool Rosy,0,RGB,#F8E5DA,22,0.681818181818182,0.913725490196078
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,0 Neutral,/productimages/sku/s2070720+sw.jpg,0 Neutral 1.6 oz/ 50 mL,Neutral,0,RGB,#F8E9D9,30.9677419354839,0.688888888888889,0.911764705882353
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,0 Warm,/productimages/sku/s2070738+sw.jpg,0 Warm 1.6 oz/ 50 mL,Warm,0,RGB,#F6E5D0,33.1578947368421,0.678571428571428,0.890196078431372
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Cool,/productimages/sku/s2070407+sw.jpg,1 Cool 1.6 oz/ 50 mL,Cool,1,RGB,#F4E1D3,25.4545454545455,0.6,0.892156862745098
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Cool Rosy,/productimages/sku/s2070415+sw.jpg,1 Cool Rosy 1.6 oz/ 50 mL,Cool Rosy,1,RGB,#F4DDCE,23.6842105263158,0.633333333333333,0.882352941176471
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Neutral,/productimages/sku/s2070423+sw.jpg,1 Neutral 1.6 oz/ 50 mL,Neutral,1,RGB,#F3D8C6,24,0.652173913043478,0.864705882352941
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1 Warm,/productimages/sku/s2070431+sw.jpg,1 Warm 1.6 oz/ 50 mL,Warm,1,RGB,#F3D2B4,28.5714285714286,0.724137931034483,0.829411764705882
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,1.5 Neutral,/productimages/sku/s2070746+sw.jpg,1.5 Neutral 1.6 oz/ 50 mL,Neutral,1.5,RGB,#F3DAC8,25.1162790697674,0.641791044776119,0.868627450980392
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2 Cool Rosy,/productimages/sku/s2070456+sw.jpg,2 Cool Rosy 1.6 oz/ 50 mL,Cool Rosy,2,RGB,#F4D5C4,21.25,0.685714285714286,0.862745098039216
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2 Neutral,/productimages/sku/s2070464+sw.jpg,2 Neutral 1.6 oz/ 50 mL,Neutral,2,RGB,#EDCBB4,24.2105263157895,0.612903225806452,0.817647058823529
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2 Warm,/productimages/sku/s2070472+sw.jpg,2 Warm 1.6 oz/ 50 mL,Warm,2,RGB,#F1D1B3,29.0322580645161,0.688888888888889,0.823529411764706
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2 Warm Olive,/productimages/sku/s2070480+sw.jpg,2 Warm Olive 1.6 oz/ 50 mL,Warm Olive,2,RGB,#EBCBAC,29.5238095238095,0.611650485436893,0.798039215686275
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2 Warm Peach,/productimages/sku/s2070498+sw.jpg,2 Warm Peach 1.6 oz/ 50 mL,Warm Peach,2,RGB,#EFD4C0,25.531914893617,0.594936708860759,0.845098039215686
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,2.5 Neutral,/productimages/sku/s2070449+sw.jpg,2.5 Neutral 1.6 oz/ 50 mL,Neutral,2.5,RGB,#ECCBB0,27,0.612244897959184,0.807843137254902
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Cool,/productimages/sku/s2070514+sw.jpg,3 Cool 1.6 oz/ 50 mL,Cool,3,RGB,#EDCDBD,20,0.571428571428572,0.835294117647059
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Cool Rosy,/productimages/sku/s2070522+sw.jpg,3 Cool Rosy 1.6 oz/ 50 mL,Cool Rosy,3,RGB,#EDC8B3,21.7241379310345,0.617021276595745,0.815686274509804
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Neutral,/productimages/sku/s2070530+sw.jpg,3 Neutral 1.6 oz/ 50 mL,Neutral,3,RGB,#E9C4A9,25.3125,0.592592592592592,0.788235294117647
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Warm,/productimages/sku/s2070548+sw.jpg,3 Warm 1.6 oz/ 50 mL,Warm,3,RGB,#EECBAB,28.6567164179104,0.663366336633664,0.801960784313726
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Warm Olive,/productimages/sku/s2070555+sw.jpg,3 Warm Olive 1.6 oz/ 50 mL,Warm Olive,3,RGB,#E5C2A3,28.1818181818182,0.559322033898305,0.768627450980392
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3 Warm Peach,/productimages/sku/s2070563+sw.jpg,3 Warm Peach 1.6 oz/ 50 mL,Warm Peach,3,RGB,#ECC8AD,25.7142857142857,0.623762376237624,0.801960784313726
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,3.5 Neutral,/productimages/sku/s2070506+sw.jpg,3.5 Neutral 1.6 oz/ 50 mL,Neutral,3.5,RGB,#ECC7AE,24.1935483870968,0.62,0.803921568627451
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4 Cool,/productimages/sku/s2070597+sw.jpg,4 Cool 1.6 oz/ 50 mL,Cool,4,RGB,#E5C0AC,21.0526315789474,0.522935779816514,0.786274509803922
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4 Neutral,/productimages/sku/s2070605+sw.jpg,4 Neutral 1.6 oz/ 50 mL,Neutral,4,RGB,#E5C1A6,25.7142857142857,0.547826086956522,0.774509803921569
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4 Warm,/productimages/sku/s2070613+sw.jpg,4 Warm 1.6 oz/ 50 mL,Warm,4,RGB,#E1B28D,26.4285714285714,0.583333333333333,0.717647058823529
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4 Warm Olive,/productimages/sku/s2070621+sw.jpg,4 Warm Olive 1.6 oz/ 50 mL,Warm Olive,4,RGB,#E3C1A1,29.0909090909091,0.540983606557377,0.76078431372549
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4 Warm Peach,/productimages/sku/s2070639+sw.jpg,4 Warm Peach 1.6 oz/ 50 mL,Warm Peach,4,RGB,#E2A986,22.8260869565217,0.613333333333334,0.705882352941177
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4.5 Neutral - Selected,/productimages/sku/s2070571+sw.jpg,4.5 Neutral 1.6 oz/ 50 mL,Neutral,4.5,RGB,#DFB096,21.3698630136986,0.532846715328467,0.731372549019608
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,4.5 Warm,/productimages/sku/s2070589+sw.jpg,4.5 Warm 1.6 oz/ 50 mL,Warm,4.5,RGB,#DBA98B,22.5,0.526315789473684,0.701960784313725
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,5 Neutral,/productimages/sku/s2070647+sw.jpg,5 Neutral 1.6 oz/ 50 mL,Neutral,5,RGB,#D9A787,23.4146341463415,0.518987341772152,0.690196078431373
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,5 Warm,/productimages/sku/s2070654+sw.jpg,5 Warm 1.6 oz/ 50 mL,Warm,5,RGB,#CF9673,22.8260869565217,0.48936170212766,0.631372549019608
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,5 Warm Peach,/productimages/sku/s2070662+sw.jpg,5 Warm Peach 1.6 oz/ 50 mL,Warm Peach,5,RGB,#CA8C6F,19.1208791208791,0.461928934010152,0.613725490196078
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,6 Neutral,/productimages/sku/s2070688+sw.jpg,6 Neutral 1.6 oz/ 50 mL,Neutral,6,RGB,#C98B6F,18.6666666666667,0.454545454545455,0.611764705882353
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,6 Warm,/productimages/sku/s2070696+sw.jpg,6 Warm 1.6 oz/ 50 mL,Warm,6,RGB,#C1866B,18.8372093023256,0.40952380952381,0.588235294117647
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,6 Warm Peach,/productimages/sku/s2070704+sw.jpg,6 Warm Peach 1.6 oz/ 50 mL,Warm Peach,6,RGB,#C58A6E,19.3103448275862,0.428571428571429,0.601960784313725
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,6.5 Neutral,/productimages/sku/s2070670+sw.jpg,6.5 Neutral 1.6 oz/ 50 mL,Neutral,6.5,RGB,#C4886F,17.6470588235294,0.41871921182266,0.601960784313725
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,7 Neutral,/productimages/sku/s2070381+sw.jpg,7 Neutral 1.6 oz/ 50 mL,Neutral,7,RGB,#AC6752,14,0.354330708661417,0.498039215686275
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,7.5 Neutral,/productimages/sku/s2070365+sw.jpg,7.5 Neutral 1.6 oz/ 50 mL,Neutral,7.5,RGB,#A96656,11.566265060241,0.325490196078431,0.5
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,7.5 Warm,/productimages/sku/s2070373+sw.jpg,7.5 Warm 1.6 oz/ 50 mL,Warm,7.5,RGB,#B1715D,14.2857142857143,0.35,0.529411764705882
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,8 Neutral,/productimages/sku/s2070399+sw.jpg,8 Neutral 1.6 oz/ 50 mL,Neutral,8,RGB,#A76757,12,0.31496062992126,0.498039215686275
Dior,BACKSTAGE Face & Body Foundation,https://www.sephora.com/product/backstage-face-body-foundation-P432500?icid2=products%20grid:p432500,9 Neutral,/productimages/sku/s2070357+sw.jpg,9 Neutral 1.6 oz/ 50 mL,Neutral,9,RGB,#956053,11.8181818181818,0.28448275862069,0.454901960784314
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,8S porcelain very fair skin,/productimages/sku/s1900794+sw.jpg,tarte SEA Water Foundation Broad Spectrum SPF 15 8S porcelain 1 oz Clean at Sephora,tarte SEA Water Foundation Broad Spectrum SPF 15,8S,RGB,#F4E0D7,18.6206896551724,0.568627450980392,0.9
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,12B fair beige fair skin with pink undertones,/productimages/sku/s1900802+sw.jpg,12B fair beige 1 oz Clean at Sephora,NA,12B,RGB,#F5D8CC,17.5609756097561,0.672131147540984,0.880392156862745
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,12N fair neutral  fair skin with yellow and pink undertones,/productimages/sku/s1779149+sw.jpg,12N fair neutral 1 oz Clean at Sephora,NA,12N,RGB,#E5C4A2,30.4477611940299,0.563025210084034,0.766666666666667
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,14S fair-light sand fair to light skin with yellow undertones,/productimages/sku/s1900810+sw.jpg,14S fair-light sand 1 oz Clean at Sephora,NA,14S,RGB,#F8DBC6,25.2,0.78125,0.874509803921569
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,15N fair-light neutral fair to light skin with yellow and pink undertones,/productimages/sku/s1779156+sw.jpg,15N fair-light neutral 1 oz Clean at Sephora,NA,15N,RGB,#E8C5A8,27.1875,0.581818181818182,0.784313725490196
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,22N light neutral  light skin with yellow and pink undertones,/productimages/sku/s1779164+sw.jpg,22N light neutral 1 oz Clean at Sephora,NA,22N,RGB,#E5C1A0,28.695652173913,0.570247933884297,0.762745098039216
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,22S light sand light skin with yellow undertones,/productimages/sku/s1779172+sw.jpg,22S light sand 1 oz Clean at Sephora,NA,22S,RGB,#F4D1B4,27.1875,0.744186046511628,0.831372549019608
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,22H light honey light skin with peach undertones,/productimages/sku/s1900828+sw.jpg,22H light honey 1 oz Clean at Sephora,NA,22H,RGB,#F4CFB4,25.3125,0.744186046511628,0.831372549019608
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,22G light golden light golden,/productimages/sku/s2179091+sw.jpg,22G light golden 1 oz/ 30 mL Clean at Sephora,NA,22G,RGB,#E0C4A0,33.75,0.507936507936508,0.752941176470588
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,27S light-medium sand light to medium skin with yellow undertones,/productimages/sku/s1900836+sw.jpg,27S light-medium sand 1 oz Clean at Sephora,NA,27S,RGB,#F3CDB0,25.9701492537313,0.736263736263736,0.82156862745098
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,27B light-medium beige light to medium skin with pink undertones,/productimages/sku/s1779180+sw.jpg,27B light-medium beige 1 oz Clean at Sephora,NA,27B,RGB,#F4C7B3,18.4615384615385,0.747126436781609,0.829411764705882
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,27H light-medium honey light to medium skin with peach undertones,/productimages/sku/s1779198+sw.jpg,27H light-medium honey 1 oz Clean at Sephora,NA,27H,RGB,#DCB089,28.1927710843374,0.542483660130719,0.7
Tarte,SEA Water Foundation Broad Spectrum SPF 15,https://www.sephora.com/product/sea-water-foundation-broad-spectrum-spf-15-P405102?skuId=2179158&icid2=products%20grid:p405102,29N light-medium neutral light to medium skin with yellow and pink undertones,/productimages/sku/s1779206+sw.jpg,29N light-medium neutral 1 oz Clean at Sephora,NA,29N,RGB,#EDC6AE,22.8571428571429,0.636363636363636,0.805882352941176
