year,events,subject,country,state,era
1992,"On November 3, Carol Moseley Braun of Illinois becomes the first African American woman elected to the United States Senate.",Black Politics,United States,Illinois,1901-2000
1992,"William ""Bill"" Pinkney becomes the first African American and only the fourth American to singlehandedly navigate a sailboat around the world.",African American Athletes,United States,New York,1901-2000
1993,"In April Freeman Robertson Bosley Jr. becomes the first African American mayor of St. Louis, Missouri.",Black Politics,United States,Missouri,1901-2000
1993,Joycelyn M. Elders becomes the first African American and the first woman to be named United States Surgeon General on September 7.,Presidential Appointments,United States,District of Columbia,1901-2000
1993,"On October 7, Toni Morrison becomes the first black American to win the Nobel Prize in Literature. The work honored is her novel, Beloved.",Art and Literature,United States,n. a.,1901-2000
1994,"On June 12, O.J. Simpson's former wife, Nicole Brown Simpson and her friend Ronald Goldman are found stabbed to death. O.J. Simpson emerges as the leading suspect and is subsequently arrested on June 17 after a two hour low speed pursuit of Simpson and his friend Al Cowlings that is seen on television by an estimated 95 million people.",Crime and Punishment,United States,California,1901-2000
1994,"Corey D. Flourney is elected president of the 400,000 member Future Farmers of America convention in Kansas City, Missouri.",Agricultural Development,United States,Missouri,1901-2000
1995,"On May 6, Ron Kirk won the mayoral race in Dallas, becoming the first African American mayor of the city.",Black Politics,United States,Texas,1901-2000
1995,"On October 3, after an eight month televised trial, O.J. Simpson is acquitted of the charges of murder in the deaths of Nicole Brown Simpson and Ronald Goldman.",Crime and Punishment,United States,California,1901-2000
1995,"The Million Man March organized by Minister Louis Farrakhan and other political activists is held in Washington, D.C. on October 17.",Black Men,United States,District of Columbia,1901-2000
1995,"Dr. Helene Doris Gayle becomes the first woman and the first African American Director of the National Center for HIV, STD, and TB Prevention for the U.S. Centers for Disease Control.",Health and Medicine,United States,Georgia,1901-2000
1995,Lonnie Bristow is the first African American president of the American Medical Association.,Health and Medicine,United States,District of Columbia,1901-2000
1996,"Commerce Secretary Ron Brown is killed in a plane crash near Dubrovnik, Croatia on April 3.",Black Politics,United States,n. a.,1901-2000
1996,"On April 9, George Walker becomes the first African American to win a Pulitzer Prize for Music. The winning composition, ""Lilies for Soprano or Tenor and Orchestra,"" is based on a poem by Walt Whitman.",20th Century Black Music,United States,New York,1901-2000
1996,"In May, President Bill Clinton signs into law the Personal Responsibility and Work Opportunity Reconciliation Act which replaces Aid to Families with Dependent Children (AFDC) with state block grants. It also substantially cuts programs designed to help the poor.",The Black Family,United States,District of Columbia,1901-2000
1996,"On November 5, California voters pass Proposition 209 which outlaws affirmative action throughout the state.",Affirmative Action,United States,California,1901-2000
1996,Margaret Dixon is the first African American elected president of the American Association of Retired Persons (AARP).,Health and Medicine,United States,Distict of Columbia,1901-2000
1997,"On April 13, golfer Tiger Woods wins the Masters Tournament in Augusta, Georgia. At 21 he is the youngest golfer ever to win the title. He is also the first African American to hold the title.",African American Athletes,United States,Georgia,1901-2000
1997,"In June, Harvey Johnson, Jr. was sworn in as the first black mayor of Jackson, Mississippi.",Black Politics,United States,Mississippi,1901-2000
1997,"On October 25 African American women participate in the Million Woman March in Philadelphia, focusing on health care, education, and self-help.",Black Women,United States,Pennsylvania,1901-2000
1997,"In December, Lee Patrick Brown becomes Houston's first African American mayor.",Black Politics,United States,Texas,1901-2000
1997,"Wynton Marsalis's ""Blood on the Fields"" becomes the first jazz composition to win a Pulitzer Prize in Music.",20th Century Black Music,United States,New York,1901-2000
1997,President Bill Clinton makes a formal apology to black men exploited in the U.S. Public Health Service Tuskegee Syphilis Study.,Health and Medicine,United States,District of Columbia,1901-2000
1997,Lois Jean White is the first African American to be elected president of the National Parent Teacher Association (PTA).,Black Education,United States,Virginia,1901-2000
1998,"On June 7, churchgoers discover the dismembered body of James Byrd, Jr., in Jasper, Texas. It is later determined that three white supremacists chained Byrd, who is black, to the back of a pick-up truck and dragged him to his death.",Racial Violence,United States,Texas,1901-2000
1998,"President Bill Clinton appoints prominent historian John Hope Franklin to lead the President's Commission on Race to promote a national dialogue on issues affecting African Americans in the United States, and to ease racial tensions.",Presidential Appointments,United States,District of Columbia,1901-2000
1998,Carolyn Jefferson-Jenkins becomes the first African American president of the National League of Women Voters.,Black Politics,United States,District of Columbia,1901-2000
1999,"On January 13, after thirteen seasons and six NBA championships, professional basketball star Michael Jordan retires from the game as a player.",African American Athletes,United States,Illinois,1901-2000
1999,"On September 10, Serena Williams wins the U.S. Open Womens Singles Tennis Championship in Flushing Meadows, the first African American woman to do so since Althea Gibson's win in 1958.",African American Athletes,United States,New York,1901-2000
1999,"Maurice Ashley becomes the world's first black chess grandmasters, the game's highest rank.",African American Athletes,United States,New York,1901-2000
2000,"Census of 2000, U.S. population: 281,421,906, Black population: 34,658,190 (12.3 percent)",Black Population,United States,District of Columbia,1901-2000
2000,Rev. Vashti M. McKenzie becomes the first woman bishop of the African Methodist Zion Church.,20th Century Black Religion,United States,Maryland,1901-2000
2000,Lillian Elaine Fishbourne is the first black woman admiral in the U.S. Navy.,African Americans in the Military,United States,Virginia,1901-2000
2001,In January President-elect George W. Bush nominates Colin Powell to be Secretary of State.  Condoleezza Rice is also appointed to the positon of National Security Advisor for the Bush Administration.  This is the first time either post has been held by African Americans.,Presidential Appointments,United States,District of Columbia,2001-
