"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"60195","Jason Avant","PHI",2010,16,NA,NA,NA,NA,NA,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60196","Arrelious Benn","TB",2010,16,NA,NA,NA,NA,NA,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60197","Bernard Berrian","MIN",2010,16,NA,NA,NA,NA,NA,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60198","Andrew Quarless","GB",2010,16,NA,NA,NA,NA,NA,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60199","Sidney Rice","MIN",2010,16,NA,NA,NA,NA,NA,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60200","Chaz Schilens","OAK",2010,16,NA,NA,NA,NA,NA,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60201","Anthony Armstrong","WAS",2010,16,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60202","Anquan Boldin","BAL",2010,16,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60203","Brock Bolen","",2010,16,NA,NA,NA,NA,NA,1,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60204","Jeff King","CAR",2010,16,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60205","Tony Scheffler","DET",2010,16,NA,NA,NA,NA,NA,1,15,15,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60206","Mike Williams","SEA",2010,16,NA,NA,NA,NA,NA,2,15,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60207","Earl Bennett","CHI",2010,16,NA,NA,NA,NA,NA,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60208","Mohamed Massaquoi","CLE",2010,16,NA,NA,NA,NA,NA,2,14,7,0,1,1,29,1,0,0,1,158.3,"WR/TE"
"60209","Zach Potter","",2010,16,NA,NA,NA,NA,NA,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60210","Kevin Walter","HOU",2010,16,NA,NA,NA,NA,NA,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60211","Randy McMichael","",2010,16,NA,NA,NA,NA,NA,2,13,6.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60212","Tony Gonzalez","ATL",2010,16,NA,NA,NA,NA,NA,2,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60213","Jeremy Shockey","NO",2010,16,NA,NA,NA,NA,NA,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60214","Maurice Stovall","TB",2010,16,NA,NA,NA,NA,NA,3,12,4,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60215","Derek Hagan","NYG",2010,16,NA,NA,NA,NA,NA,2,11,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60216","Naufahu Tahi","MIN",2010,16,NA,NA,NA,NA,NA,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60217","Fred Davis","WAS",2010,16,NA,NA,NA,NA,NA,2,10,5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60218","Reagan Maui'a","ARI",2010,16,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60219","Justin Peelle","ATL",2010,16,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60220","Leonard Pope","KC",2010,16,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60221","Golden Tate","SEA",2010,16,NA,NA,NA,NA,NA,3,10,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60222","Damian Williams","TEN",2010,16,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60223","Roydell Williams","WAS",2010,16,NA,NA,NA,NA,NA,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60224","Cameron Morrah","SEA",2010,16,NA,NA,NA,NA,NA,1,9,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60225","Tim Castille","KC",2010,16,NA,NA,NA,NA,NA,3,8,2.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60226","Jerricho Cotchery","NYJ",2010,16,NA,NA,NA,NA,NA,2,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60227","Bryant Johnson","DET",2010,16,NA,NA,NA,NA,NA,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60228","Kris Wilson","",2010,16,NA,NA,NA,NA,NA,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60229","Terrence Austin","WAS",2010,16,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60230","Lorenzo Booker","MIN",2010,16,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60231","Terrance Copper","KC",2010,16,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60232","Alex Smith","CLE",2010,16,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60233","Brandon Stokley","SEA",2010,16,NA,NA,NA,NA,NA,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60234","David Gettis","CAR",2010,16,NA,NA,NA,NA,NA,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60235","Greg Olsen","CHI",2010,16,NA,NA,NA,NA,NA,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60236","Preston Parker","TB",2010,16,NA,NA,NA,NA,NA,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60237","Alge Crumpler","NE",2010,16,NA,NA,NA,NA,NA,1,4,4,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60238","Earnest Graham","TB",2010,16,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60239","Donald Lee","GB",2010,16,NA,NA,NA,NA,NA,2,4,2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60240","Brandon Myers","OAK",2010,16,NA,NA,NA,NA,NA,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60241","Ahmard Hall","TEN",2010,16,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60242","Clay Harbor","PHI",2010,16,NA,NA,NA,NA,NA,1,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60243","Jim Kleinsasser","MIN",2010,16,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60244","Sammy Morris","NE",2010,16,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60245","Dante Rosario","CAR",2010,16,NA,NA,NA,NA,NA,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60246","Jordan Shipley","CIN",2010,16,NA,NA,NA,NA,NA,1,3,3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60247","Kevin Boss","NYG",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60248","Brian Clark","DET",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60249","Ed Dickson","BAL",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60250","Harry Douglas","ATL",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60251","Jim Dray","ARI",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60252","Heath Evans","NO",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60253","Brian Finneran","ATL",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60254","Justin Gage","TEN",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60255","Ben Hartsock","NYJ",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60256","Lex Hilliard","MIA",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60257","Greg Jones","",2010,16,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60258","Brandon LaFell","CAR",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60259","Marc Mariani","TEN",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60260","Zach Miller","",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60261","David Nelson","BUF",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60262","Jake O'Connell","KC",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60263","Ben Patrick","ARI",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60264","Richard Quinn","DEN",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60265","Javon Ringer","TEN",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60266","Stephen Spach","ARI",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60267","Donte' Stallworth","BAL",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60268","Craig Stevens","TEN",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60269","Roberto Wallace","MIA",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60270","Roy Williams","DAL",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60271","Demetrius Williams","CLE",2010,16,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60272","Kenneth Darby","",2010,16,NA,NA,NA,NA,NA,2,-1,-0.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60273","Steve Smith","CAR",2011,1,NA,NA,NA,NA,NA,8,178,22.2,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60274","Wes Welker","NE",2011,1,NA,NA,NA,NA,NA,8,160,20,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60275","Brandon Marshall","MIA",2011,1,NA,NA,NA,NA,NA,7,139,19.9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60276","Kenny Britt","TEN",2011,1,NA,NA,NA,NA,NA,5,136,27.2,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60277","Hakeem Nicks","NYG",2011,1,NA,NA,NA,NA,NA,7,122,17.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60278","Jason Witten","DAL",2011,1,NA,NA,NA,NA,NA,6,110,18.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60279","Mike Wallace","PIT",2011,1,NA,NA,NA,NA,NA,8,107,13.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60280","Reggie Wayne","IND",2011,1,NA,NA,NA,NA,NA,7,106,15.1,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60281","Fred Davis","WAS",2011,1,NA,NA,NA,NA,NA,5,105,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60282","Early Doucet","ARI",2011,1,NA,NA,NA,NA,NA,3,105,35,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60283","Aaron Hernandez","NE",2011,1,NA,NA,NA,NA,NA,7,103,14.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60284","DeSean Jackson","PHI",2011,1,NA,NA,NA,NA,NA,6,102,17,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60285","Devery Henderson","NO",2011,1,NA,NA,NA,NA,NA,6,100,16.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60286","Andre Johnson","HOU",2011,1,NA,NA,NA,NA,NA,7,95,13.6,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60287","Deion Branch","NE",2011,1,NA,NA,NA,NA,NA,7,93,13.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60288","Davone Bess","MIA",2011,1,NA,NA,NA,NA,NA,5,92,18.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60289","Miles Austin","DAL",2011,1,NA,NA,NA,NA,NA,5,90,18,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60290","Greg Jennings","GB",2011,1,NA,NA,NA,NA,NA,7,89,12.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60291","Brandon Lloyd","DEN",2011,1,NA,NA,NA,NA,NA,6,89,14.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60292","Calvin Johnson","DET",2011,1,NA,NA,NA,NA,NA,6,88,14.7,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60293","Rob Gronkowski","NE",2011,1,NA,NA,NA,NA,NA,6,86,14.3,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60294","Doug Baldwin","SEA",2011,1,NA,NA,NA,NA,NA,4,83,20.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60295","Anthony Fasano","MIA",2011,1,NA,NA,NA,NA,NA,5,82,16.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60296","Marques Colston","NO",2011,1,NA,NA,NA,NA,NA,6,81,13.5,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60297","Greg Olsen","CAR",2011,1,NA,NA,NA,NA,NA,4,78,19.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60298","Mohamed Massaquoi","CLE",2011,1,NA,NA,NA,NA,NA,3,77,25.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60299","Jordy Nelson","GB",2011,1,NA,NA,NA,NA,NA,6,77,12.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60300","Santana Moss","WAS",2011,1,NA,NA,NA,NA,NA,6,76,12.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60301","Anquan Boldin","BAL",2011,1,NA,NA,NA,NA,NA,4,74,18.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60302","Antonio Gates","",2011,1,NA,NA,NA,NA,NA,8,74,9.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60303","Plaxico Burress","NYJ",2011,1,NA,NA,NA,NA,NA,4,72,18,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60304","Tony Gonzalez","ATL",2011,1,NA,NA,NA,NA,NA,5,72,14.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60305","Dez Bryant","DAL",2011,1,NA,NA,NA,NA,NA,3,71,23.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60306","Julio Jones","ATL",2011,1,NA,NA,NA,NA,NA,5,71,14.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60307","Santonio Holmes","NYJ",2011,1,NA,NA,NA,NA,NA,6,70,11.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60308","Brandon LaFell","CAR",2011,1,NA,NA,NA,NA,NA,4,70,17.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60309","Robert Meachem","NO",2011,1,NA,NA,NA,NA,NA,5,70,14,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60310","Hines Ward","PIT",2011,1,NA,NA,NA,NA,NA,5,67,13.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60311","Nate Washington","TEN",2011,1,NA,NA,NA,NA,NA,6,67,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60312","Steve Johnson","BUF",2011,1,NA,NA,NA,NA,NA,4,66,16.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60313","David Nelson","BUF",2011,1,NA,NA,NA,NA,NA,4,66,16.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60314","Kellen Winslow","TB",2011,1,NA,NA,NA,NA,NA,6,66,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60315","Scott Chandler","BUF",2011,1,NA,NA,NA,NA,NA,5,63,12.6,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60316","Larry Fitzgerald","ARI",2011,1,NA,NA,NA,NA,NA,3,62,20.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60317","Dustin Keller","NYJ",2011,1,NA,NA,NA,NA,NA,5,61,12.2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60318","Jeff King","ARI",2011,1,NA,NA,NA,NA,NA,2,61,30.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60319","Roddy White","ATL",2011,1,NA,NA,NA,NA,NA,8,61,7.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60320","Devin Hester","CHI",2011,1,NA,NA,NA,NA,NA,3,60,20,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60321","Johnny Knox","CHI",2011,1,NA,NA,NA,NA,NA,3,60,20,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60322","Jake Ballard","NYG",2011,1,NA,NA,NA,NA,NA,2,59,29.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60323","Ed Dickson","BAL",2011,1,NA,NA,NA,NA,NA,5,59,11.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60324","Jermaine Gresham","CIN",2011,1,NA,NA,NA,NA,NA,6,58,9.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60325","Brandon Pettigrew","DET",2011,1,NA,NA,NA,NA,NA,4,57,14.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60326","Jimmy Graham","NO",2011,1,NA,NA,NA,NA,NA,4,56,14,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60327","Mike Thomas","",2011,1,NA,NA,NA,NA,NA,8,55,6.9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60328","Roy Williams","CHI",2011,1,NA,NA,NA,NA,NA,4,55,13.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60329","Jabar Gaffney","WAS",2011,1,NA,NA,NA,NA,NA,3,54,18,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60330","Eric Decker","DEN",2011,1,NA,NA,NA,NA,NA,3,53,17.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60331","Jermichael Finley","GB",2011,1,NA,NA,NA,NA,NA,3,53,17.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60332","Jason Hill","",2011,1,NA,NA,NA,NA,NA,4,53,13.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60333","Jeremy Shockey","CAR",2011,1,NA,NA,NA,NA,NA,3,51,17,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60334","Brandon Gibson","",2011,1,NA,NA,NA,NA,NA,3,50,16.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60335","Mike Williams","TB",2011,1,NA,NA,NA,NA,NA,4,50,12.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60336","Mario Manningham","NYG",2011,1,NA,NA,NA,NA,NA,4,49,12.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60337","Vernon Davis","SF",2011,1,NA,NA,NA,NA,NA,5,47,9.4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60338","Brian Hartline","MIA",2011,1,NA,NA,NA,NA,NA,4,47,11.8,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60339","Matt Slater","NE",2011,1,NA,NA,NA,NA,NA,1,46,46,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60340","Danny Amendola","",2011,1,NA,NA,NA,NA,NA,5,45,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60341","Malcom Floyd","",2011,1,NA,NA,NA,NA,NA,3,45,15,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60342","Dennis Pitta","BAL",2011,1,NA,NA,NA,NA,NA,2,45,22.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60343","Benjamin Watson","CLE",2011,1,NA,NA,NA,NA,NA,3,45,15,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60344","Darrius Heyward-Bey","OAK",2011,1,NA,NA,NA,NA,NA,4,44,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60345","Preston Parker","TB",2011,1,NA,NA,NA,NA,NA,4,44,11,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60346","Jerome Simpson","CIN",2011,1,NA,NA,NA,NA,NA,4,44,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60347","Jacoby Jones","HOU",2011,1,NA,NA,NA,NA,NA,3,43,14.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60348","Heath Miller","PIT",2011,1,NA,NA,NA,NA,NA,3,42,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60349","Donald Driver","GB",2011,1,NA,NA,NA,NA,NA,4,41,10.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60350","A.J. Green","CIN",2011,1,NA,NA,NA,NA,NA,1,41,41,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60351","Jason Avant","PHI",2011,1,NA,NA,NA,NA,NA,3,40,13.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60352","Todd Heap","ARI",2011,1,NA,NA,NA,NA,NA,2,40,20,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60353","Dallas Clark","IND",2011,1,NA,NA,NA,NA,NA,4,39,9.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60354","Pierre Garcon","IND",2011,1,NA,NA,NA,NA,NA,3,39,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60355","Randall Cobb","GB",2011,1,NA,NA,NA,NA,NA,2,35,17.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60356","Evan Moore","CLE",2011,1,NA,NA,NA,NA,NA,3,35,11.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60357","Mike Williams","SEA",2011,1,NA,NA,NA,NA,NA,4,34,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60358","Jeff Cumberland","NYJ",2011,1,NA,NA,NA,NA,NA,1,33,33,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60359","Eddie Royal","DEN",2011,1,NA,NA,NA,NA,NA,2,33,16.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60360","Daniel Fells","DEN",2011,1,NA,NA,NA,NA,NA,3,32,10.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60361","Vincent Jackson","",2011,1,NA,NA,NA,NA,NA,2,31,15.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60362","Mewelde Moore","PIT",2011,1,NA,NA,NA,NA,NA,2,30,15,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60363","James Casey","HOU",2011,1,NA,NA,NA,NA,NA,3,29,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60364","Marcedes Lewis","",2011,1,NA,NA,NA,NA,NA,2,28,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60365","Josh Morgan","SF",2011,1,NA,NA,NA,NA,NA,2,28,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60366","Arrelious Benn","TB",2011,1,NA,NA,NA,NA,NA,4,27,6.8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60367","Braylon Edwards","SF",2011,1,NA,NA,NA,NA,NA,3,27,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60368","Steve Breaston","KC",2011,1,NA,NA,NA,NA,NA,2,26,13,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60369","Michael Jenkins","MIN",2011,1,NA,NA,NA,NA,NA,3,26,8.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60370","Anthony Armstrong","WAS",2011,1,NA,NA,NA,NA,NA,2,24,12,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60371","Leonard Pope","KC",2011,1,NA,NA,NA,NA,NA,3,24,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60372","Kellen Davis","CHI",2011,1,NA,NA,NA,NA,NA,2,23,11.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60373","Billy Bajema","",2011,1,NA,NA,NA,NA,NA,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60374","Chris Cooley","WAS",2011,1,NA,NA,NA,NA,NA,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60375","Joel Dreessen","HOU",2011,1,NA,NA,NA,NA,NA,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60376","Domenik Hixon","NYG",2011,1,NA,NA,NA,NA,NA,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"60377","Legedu Naanee","CAR",2011,1,NA,NA,NA,NA,NA,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
