tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
1983-024,2445424.95,1983-03-31,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-124,2445695.9,1983-12-27,1983,Soyuz-U,,Siluet No. 3,,SU,O,state
1983-025,2445426.58,1983-04-02,1983,Molniya 8K78M,ML,Molniya-1 11F658T No. 68,,SU,O,state
1983-125,2445695.92,1983-12-27,1983,K65M-RB,,BOR-4 No. 405,,SU,O,state
1983-126,2445696.66,1983-12-28,1983,Molniya 8K78M,2BL,Oko,,SU,O,state
1983-027,2445431,1983-04-06,1983,Kosmos 11K65M,,Vektor,,SU,O,state
1983-127,2445697.54,1983-12-29,1983,Proton-K/DM-2,,Uragan No. 14L,,SU,O,state
1983-028,2445432.7,1983-04-08,1983,Proton-K/DM,,Gran' No. 23L,,SU,O,state
1983-029,2445432.85,1983-04-08,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-031,2445437.26,1983-04-12,1983,Kosmos 11K65M,,Strela-2M,,SU,O,state
1983-034,2445444,1983-04-19,1983,Kosmos 11K65M,,Romb,,SU,O,state
1983-035,2445445.05,1983-04-20,1983,Soyuz-U,,Soyuz 7K-ST No. 13L,,SU,O,state
1983-036,2445447.1,1983-04-22,1983,Soyuz-U,,Feniks No. 957,,SU,O,state
1983-037,2445448.1,1983-04-23,1983,Tsiklon-3,,Tselina-D,,SU,O,state
1983-038,2445450.32,1983-04-25,1983,Molniya 8K78M,2BL,Oko,,SU,O,state
1983-039,2445450.92,1983-04-26,1983,Soyuz-U,,Oktan No. 214,,SU,O,state
1983-040,2445452.85,1983-04-28,1983,Soyuz-U,,Fram,,SU,O,state
1983-042,2445460.62,1983-05-06,1983,Kosmos 11K65M,,Parus,,SU,O,state
1983-043,2445460.88,1983-05-06,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-044,2445461.94,1983-05-07,1983,Tsiklon-2,,US-P,,SU,O,state
1983-045,2445471.83,1983-05-17,1983,Soyuz-U,,Resurs-F1 17F41 No. 21,,SU,O,state
1983-046,2445474,1983-05-19,1983,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1983-048,2445478.62,1983-05-24,1983,Kosmos 11K65M,,Parus,,SU,O,state
1983-049,2445480.71,1983-05-26,1983,Kosmos 11K65M,,Romb,,SU,O,state
1983-050,2445481,1983-05-26,1983,Soyuz-U,,Oktan No. 250,,SU,O,state
1983-052,2445485.99,1983-05-31,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-053,2445487.61,1983-06-02,1983,Proton-K/D-1,,4V-2 No. 860,,SU,O,state
1983-054,2445492.61,1983-06-07,1983,Proton-K/D-1,,4V-2 No. 861,,SU,O,state
1983-055,2445492.83,1983-06-07,1983,Soyuz-U,,Resurs-F1 17F41 No. 22,,SU,O,state
1983-057,2445500.01,1983-06-14,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-061,2445508.5,1983-06-22,1983,Tsiklon-3,,Tselina-D,,SU,O,state
1983-062,2445512.88,1983-06-27,1983,Soyuz-U,,Soyuz 7K-ST No. 14L,,SU,O,state
1983-064,2445514.12,1983-06-28,1983,Soyuz-U,,Feniks No. 958,,SU,O,state
1983-066,2445516.5,1983-06-30,1983,Proton-K/DM,,Gorizont No. 17L,,SU,O,state
1983-067,2445517.01,1983-07-01,1983,Molniya 8K78M,SOL,SO-M No. 509,,SU,O,state
1983-068,2445520.83,1983-07-05,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-069,2445521.52,1983-07-06,1983,Kosmos 11K65M,,Strela-1M,,SU,O,state
1983-070,2445524.31,1983-07-08,1983,Molniya 8K78M,2BL,Oko,,SU,O,state
1983-071,2445528.9,1983-07-13,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-073,2445535.13,1983-07-19,1983,Molniya 8K78M,ML,Molniya-1 11F658 No. 66,,SU,O,state
1983-074,2445535.83,1983-07-20,1983,Soyuz-U,,Resurs-F1 17F41 No. 23,,SU,O,state
1983-075,2445539.74,1983-07-24,1983,Vostok 8A92M,,Resurs-OE No. 3-2,,SU,O,state
1983-076,2445542,1983-07-26,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-079,2445550.03,1983-08-03,1983,Kosmos 11K65M,,Strela-2M,,SU,O,state
1983-080,2445551.89,1983-08-05,1983,Soyuz-U,,Resurs-F1 17F41 No. 25,,SU,O,state
1983-082,2445555.97,1983-08-09,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-083,2445557.04,1983-08-10,1983,Soyuz-U,,Oktan No. 252,,SU,O,state
1983-084,2445557.27,1983-08-10,1983,Proton-K/DM-2,,Uragan No. 12L,,SU,O,state
1983-085,2445564.01,1983-08-17,1983,Soyuz-U,,Progress 7K-TG No. 119,,SU,O,state
1983-087,2445569.96,1983-08-23,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-088,2445572.33,1983-08-25,1983,Proton-K/DM,,Gran' No. 24L,,SU,O,state
1983-090,2445577.45,1983-08-30,1983,Molniya 8K78M,ML,Molniya-3 No. 32,,SU,O,state
1983-091,2445577.77,1983-08-31,1983,Kosmos 11K65M,,Romb,,SU,O,state
1983-092,2445580.93,1983-09-03,1983,Soyuz-U,,Fram,,SU,O,state
1983-093,2445585.06,1983-09-07,1983,Soyuz-U,,Oktan No. 251,,SU,O,state
1983-095,2445586.96,1983-09-09,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-096,2445591.93,1983-09-14,1983,Soyuz-U,,Resurs-F1 17F41 No. 24,,SU,O,state
1983-097,2445594.97,1983-09-17,1983,Soyuz-U,,Zenit-6,,SU,O,state
1983-099,2445605.83,1983-09-28,1983,Tsiklon-3,,Okean-OE NKhM No. 1,,SU,O,state
1984-100,2445957.16,1984-09-13,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-001,2445705.34,1984-01-05,1984,Kosmos 11K65M,,Strela-1M,,SU,O,state
1984-002,2445711.01,1984-01-11,1984,Soyuz-U,,Zenit-6,,SU,O,state
1984-102,2445969.1,1984-09-25,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-003,2445711.26,1984-01-11,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-103,2445970.84,1984-09-27,1984,Soyuz-U,,Oblik,,SU,O,state
1984-004,2445713.11,1984-01-13,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-104,2445970.9,1984-09-27,1984,Kosmos 11K65M,,Romb,,SU,O,state
1984-105,2445971.75,1984-09-28,1984,Tsiklon-3,,Okean-OE NKhM No. 2,,SU,O,state
1984-006,2445725.87,1984-01-26,1984,Soyuz-U2,,Zenit-6,,SU,O,state
1984-106,2445972.08,1984-09-28,1984,Proton-K/DM-2,,Tselina-2,,SU,O,state
1984-007,2445726,1984-01-26,1984,Kosmos 11K65M,,Vektor,,SU,O,state
1984-107,2445978.33,1984-10-04,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-109,2445985.11,1984-10-11,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-010,2445733.23,1984-02-02,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-111,2445992.24,1984-10-18,1984,Tsiklon-3,,Tselina-D,,SU,O,state
1984-112,2446005.02,1984-10-31,1984,Tsiklon-2,,US-A reactor,,SU,O,state
1984-013,2445738.89,1984-02-08,1984,Tsiklon-3,,Tselina-D,,SU,O,state
1984-014,2445739.01,1984-02-08,1984,Soyuz-U,,Soyuz 7K-ST No. 15L,,SU,O,state
1984-016,2445745.87,1984-02-15,1984,Proton-K/DM,,Gran' No. 25L,,SU,O,state
1984-116,2446018.82,1984-11-14,1984,Soyuz-U,,Siluet No. 4,,SU,O,state
1984-017,2445746.84,1984-02-16,1984,Soyuz-U,,Resurs-F1 17F41 No. 27,,SU,O,state
1984-117,2446019.01,1984-11-14,1984,Soyuz-U,,Oblik,,SU,O,state
1984-018,2445751.78,1984-02-21,1984,Soyuz-U,,Progress 7K-TG No. 120,,SU,O,state
1984-118,2446019.78,1984-11-15,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-019,2445752.15,1984-02-21,1984,Kosmos 11K65M,,Strela-2M,,SU,O,state
1984-119,2446025.94,1984-11-21,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-020,2445759.08,1984-02-28,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-120,2446032.1,1984-11-27,1984,Tsiklon-3,,Meteor-3 No. 1,,SU,O,state
1984-121,2446034.08,1984-11-29,1984,Soyuz-U-PVB,,Oblik,,SU,O,state
1984-022,2445761.66,1984-03-02,1984,Proton-K/DM,,Geizer No. 12L,,SU,O,state
1984-024,2445766.22,1984-03-06,1984,Molniya 8K78M,ML,Oko,,SU,O,state
1984-124,2446049.36,1984-12-14,1984,Molniya 8K78M,ML,Molniya-1!No. 55,,SU,O,state
1984-025,2445766.83,1984-03-07,1984,Soyuz-U2,,Zenit-6,,SU,O,state
1984-125,2446049.89,1984-12-15,1984,Proton-K/D-1,,5VK No. 901,,SU,O,state
1984-026,2445770.21,1984-03-10,1984,Soyuz-U,,Efir No. 1,,SU,O,state
1984-126,2446053.66,1984-12-19,1984,K65M-RB,,BOR-4 No. 406,,SU,O,state
1984-027,2445775.21,1984-03-15,1984,Tsiklon-3,,Tselina-D,,SU,O,state
1984-127,2446055.04,1984-12-20,1984,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1984-028,2445776.08,1984-03-16,1984,Proton-K/DM,,Ekran No. 26L,,SU,O,state
1984-128,2446055.88,1984-12-21,1984,Proton-K/D-1,,5VK No. 902,,SU,O,state
1984-029,2445776.48,1984-03-16,1984,Molniya 8K78M,2BL,Molniya-1!No. 51,,SU,O,state
1984-030,2445780.96,1984-03-21,1984,Soyuz-U-PVB,,Zenit-6,,SU,O,state
1984-031,2445788.75,1984-03-29,1984,Proton-K/DM,,Oko-S F1,,SU,O,state
1984-032,2445794.05,1984-04-03,1984,Soyuz-U,,Soyuz 7K-ST No. 17L,,SU,O,state
1984-033,2445794.57,1984-04-04,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-036,2445801.08,1984-04-10,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-038,2445805.84,1984-04-15,1984,Soyuz-U2,,Progress 7K-TG No. 121,,SU,O,state
1984-040,2445809.99,1984-04-19,1984,Soyuz-U,,Zenit-6,,SU,O,state
1984-041,2445812.68,1984-04-22,1984,Proton-K/DM,,Gorizont No. 19L,,SU,O,state
1984-042,2445828.45,1984-05-07,1984,Soyuz-U,,Progress 7K-TG No. 116,,SU,O,state
1984-043,2445831.76,1984-05-11,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-044,2445832.04,1984-05-11,1984,Soyuz-U,,Zenit-6,,SU,O,state
1984-045,2445835.08,1984-05-14,1984,Soyuz-U,,Yantar'-4KS1,,SU,O,state
1984-046,2445838.11,1984-05-17,1984,Kosmos 11K65M,,Tsikada,,SU,O,state
1984-047,2445840.13,1984-05-19,1984,Proton-K/DM-2,,Uragan No. 16L,,SU,O,state
1984-048,2445842.85,1984-05-22,1984,Soyuz-U,,Fram,,SU,O,state
1984-050,2445845.98,1984-05-25,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-051,2445849.09,1984-05-28,1984,Soyuz-U,,Progress 7K-TG No. 122,,SU,O,state
1984-052,2445849.41,1984-05-28,1984,Kosmos 11K65M,,Strela-1M,,SU,O,state
1984-053,2445851.28,1984-05-30,1984,Tsiklon-2,,US-PM1,,SU,O,state
1984-054,2445853.08,1984-06-01,1984,Soyuz-U,,Zenit-6,,SU,O,state
1984-055,2445858.15,1984-06-06,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-056,2445859.98,1984-06-08,1984,Kosmos 11K65M,,Strela-2M,,SU,O,state
1984-058,2445862.86,1984-06-11,1984,Soyuz-U,,Oblik,,SU,O,state
1984-060,2445866.85,1984-06-15,1984,Soyuz-U,,Resurs-F1 17F41 No. 26,,SU,O,state
1984-061,2445870.95,1984-06-19,1984,Soyuz-U,,Zenit-6,,SU,O,state
1984-062,2445873.32,1984-06-21,1984,Kosmos 11K65M,,Nadezhda 11F643N No. 531,,SU,O,state
1984-063,2445873.51,1984-06-22,1984,Proton-K/DM,,Gran' No. 27L,,SU,O,state
1984-064,2445873.82,1984-06-22,1984,Soyuz-U,,Resurs-F1 17F41 No. 48,,SU,O,state
1984-066,2445878.15,1984-06-26,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-067,2445878.71,1984-06-27,1984,Kosmos 11K65M,,Parus,,SU,O,state
1984-068,2445880.05,1984-06-28,1984,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1984-069,2445880.51,1984-06-29,1984,Tsiklon-2,,US-A reactor,,SU,O,state
1984-070,2445881.12,1984-06-29,1984,Soyuz-U,,Oblik No. 793,,SU,O,state
1984-071,2445885.4,1984-07-03,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-072,2445886.65,1984-07-05,1984,Tsiklon-3,,Meteor-2 No. 16,,SU,O,state
1984-073,2445899.24,1984-07-17,1984,Soyuz-U2,,Soyuz 7K-ST No. 18L,,SU,O,state
1984-074,2445900.85,1984-07-19,1984,Soyuz-U,,Resurs-F1 17F41 No. 49,,SU,O,state
1984-075,2445906.03,1984-07-24,1984,Soyuz-U,,Oblik,,SU,O,state
1984-076,2445908.87,1984-07-27,1984,Soyuz-U,,Oblik (Priroda),,SU,O,state
1984-077,2445913.02,1984-07-31,1984,Soyuz-U,,Kobal't,,SU,O,state
1984-078,2445914.4,1984-08-01,1984,Proton-K/DM,,Gorizont No. 20L,,SU,O,state
1984-079,2445914.86,1984-08-02,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-082,2445919.08,1984-08-06,1984,Soyuz-U,,Oblik,,SU,O,state
1984-083,2445920.45,1984-08-07,1984,Tsiklon-2,,US-PM1,,SU,O,state
1984-084,2445921.01,1984-08-08,1984,Tsiklon-3,,Musson No. 15,,SU,O,state
1984-085,2445922.5,1984-08-10,1984,Molniya 8K78M,ML,Molniya-1!No. 53,,SU,O,state
1984-086,2445926.77,1984-08-14,1984,Soyuz-U,,Progress 7K-TG No. 124,,SU,O,state
1984-087,2445928.91,1984-08-16,1984,Soyuz-U,,Resurs-F1 17F41 No. 50,,SU,O,state
1984-089,2445936.85,1984-08-24,1984,Molniya 8K78M,ML,Molniya-1!No. 54,,SU,O,state
1984-090,2445937.33,1984-08-24,1984,Proton-K/DM,,Ekran No. 27L,,SU,O,state
1984-092,2445942.92,1984-08-30,1984,Soyuz-U,,Resurs-F1 17F41 No. 51,,SU,O,state
1984-094,2445947.93,1984-09-04,1984,Soyuz-U,,Oblik,,SU,O,state
1984-095,2445948.16,1984-09-04,1984,Proton-K/DM-2,,Uragan No. 18L,,SU,O,state
1984-096,2445951.3,1984-09-07,1984,Molniya 8K78M,2BL,Oko,,SU,O,state
1984-099,2445956.93,1984-09-13,1984,Soyuz-U,,Fram,,SU,O,state
1985-100,2446362.6,1985-10-24,1985,Tsiklon-3,,Meteor-3 No. 2,,SU,O,state
1985-101,2446364.11,1985-10-25,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-002,2446074.95,1985-01-09,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-102,2446364.16,1985-10-25,1985,Proton-K/DM-2,,Al'tair No. 11L,,SU,O,state
1985-003,2446081.12,1985-01-15,1985,Tsiklon-3,,Strela-3,,SU,O,state
1985-103,2446367.23,1985-10-28,1985,Molniya 8K78M,ML,Molniya-1!No. 56,,SU,O,state
1985-004,2446081.77,1985-01-16,1985,Molniya 8K78M,ML,Molniya-3 No. 36,,SU,O,state
1985-005,2446081.85,1985-01-16,1985,Soyuz-U,,Oblik,,SU,O,state
1985-105,2446378.85,1985-11-09,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-006,2446083.24,1985-01-17,1985,Kosmos 11K65M,,Strela-2M,,SU,O,state
1985-106,2446383.02,1985-11-13,1985,Soyuz-U,,Oblik,,SU,O,state
1985-007,2446083.93,1985-01-18,1985,Proton-K/DM,,Gorizont No. 21L,,SU,O,state
1985-107,2446385.1,1985-11-15,1985,Proton-K/DM,,Gran' No. 28L,,SU,O,state
1985-008,2446089.33,1985-01-23,1985,Tsiklon-2,,US-PM,,SU,O,state
1985-108,2446392.43,1985-11-22,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-009,2446090.2,1985-01-24,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-110,2446398.05,1985-11-28,1985,Kosmos 11K65M,,Parus,,SU,O,state
1985-011,2446098.32,1985-02-01,1985,Kosmos 11K65M,,Parus,,SU,O,state
1985-111,2446403.01,1985-12-03,1985,Soyuz-U,,Oblik,,SU,O,state
1985-012,2446102.96,1985-02-06,1985,Soyuz-U,,Oblik,,SU,O,state
1985-112,2446411.11,1985-12-11,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-013,2446103.41,1985-02-06,1985,Tsiklon-3,,Meteor-2 No. 13,,SU,O,state
1985-113,2446412.16,1985-12-12,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-115,2446412.82,1985-12-13,1985,Soyuz-U,,Resurs-F1 17F41 No. 56,,SU,O,state
1985-016,2446117.83,1985-02-21,1985,Proton-K/DM,,Oko-S F2,,SU,O,state
1985-116,2446418.87,1985-12-19,1985,Kosmos 11K65M,,Parus,,SU,O,state
1985-017,2446123.97,1985-02-27,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-117,2446424.29,1985-12-24,1985,Molniya 8K78M,ML,Molniya-3 No. 40,,SU,O,state
1985-018,2446124.04,1985-02-27,1985,Kosmos 11K65M,,Vektor,,SU,O,state
1985-118,2446424.41,1985-12-24,1985,Proton-K/DM-2,,Uragan No. 22L,,SU,O,state
1985-019,2446125.94,1985-03-01,1985,Soyuz-U,,Oblik,,SU,O,state
1985-119,2446425.58,1985-12-26,1985,Tsiklon-3,,Meteor-2 No. 14,,SU,O,state
1985-020,2446130.15,1985-03-05,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-120,2446427.21,1985-12-27,1985,Soyuz-U,,Efir No. 2,,SU,O,state
1985-121,2446427.89,1985-12-28,1985,Zenit-2,,Tselina-2 No. 3L,,SU,O,state
1985-022,2446138.55,1985-03-14,1985,Kosmos 11K65M,,Parus,,SU,O,state
1985-023,2446145.51,1985-03-21,1985,Kosmos 11K65M,,Strela-1M,,SU,O,state
1985-024,2446146.71,1985-03-22,1985,Proton-K/DM,,Ekran No. 28L,,SU,O,state
1985-026,2446149.92,1985-03-25,1985,Soyuz-U,,Terilen,,SU,O,state
1985-027,2446158.86,1985-04-03,1985,Soyuz-U,,Oblik,,SU,O,state
1985-029,2446172.22,1985-04-16,1985,Soyuz-U,,Foton No. 1L,,SU,O,state
1985-030,2446174.4,1985-04-18,1985,Tsiklon-2,,US-PM1,,SU,O,state
1985-031,2446175.08,1985-04-19,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-032,2446180.9,1985-04-25,1985,Soyuz-U,,Oblik,,SU,O,state
1985-033,2446181.74,1985-04-26,1985,Molniya 8K78M,SOL,SO-M No. 510,,SU,O,state
1985-036,2446201.03,1985-05-15,1985,Soyuz-U,,Oblik,,SU,O,state
1985-037,2446203.44,1985-05-17,1985,Proton-K/DM-2,,Uragan No. 20L,,SU,O,state
1985-038,2446207.86,1985-05-22,1985,Soyuz-U,,Resurs-F1 17F41 No. 52,,SU,O,state
1985-039,2446209.03,1985-05-23,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-040,2446214.82,1985-05-29,1985,Molniya 8K78M,ML,Molniya-3 No. 39,,SU,O,state
1985-041,2446215.55,1985-05-30,1985,Kosmos 11K65M,,Tsikada,,SU,O,state
1985-042,2446216.12,1985-05-30,1985,Proton-K/DM-2,,Tselina-2,,SU,O,state
1985-043,2446222.78,1985-06-06,1985,Soyuz-U2,,Soyuz 7K-ST No. 19L,,SU,O,state
1985-044,2446223.82,1985-06-07,1985,Soyuz-U-PVB,,Resurs-F1 17F41 No. 54,,SU,O,state
1985-045,2446228.1,1985-06-11,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-046,2446230.01,1985-06-13,1985,Soyuz-U,,Oblik,,SU,O,state
1985-047,2446230.94,1985-06-14,1985,Tsiklon-3,,Musson No. 17,,SU,O,state
1985-049,2446234.53,1985-06-18,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-050,2446235.98,1985-06-19,1985,Kosmos 11K65M,,Romb,,SU,O,state
1985-051,2446237.53,1985-06-21,1985,Soyuz-U,,Progress 7K-TG No. 125,,SU,O,state
1985-052,2446237.82,1985-06-21,1985,Soyuz-U,,Resurs-F1 17F41 No. 55,,SU,O,state
1985-053,2446237.85,1985-06-21,1985,Zenit-2,,EPN No. 03.694,,SU,O,state
1985-054,2446243.02,1985-06-26,1985,Soyuz-U,,Oblik,,SU,O,state
1985-057,2446250.01,1985-07-03,1985,Soyuz-U,,Oblik,,SU,O,state
1985-058,2446255.49,1985-07-08,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-059,2446256.64,1985-07-10,1985,Soyuz-U,,Bion No. 7,,SU,O,state
1985-060,2446261.77,1985-07-15,1985,Soyuz-U,,Oblik,,SU,O,state
1985-061,2446263.55,1985-07-17,1985,Molniya 8K78M,ML,Molniya-3 No. 37,,SU,O,state
1985-062,2446266.05,1985-07-19,1985,Soyuz-U,,Progress 7K-TG No. 126,,SU,O,state
1985-064,2446278.73,1985-08-01,1985,Tsiklon-2,,US-A reactor,,SU,O,state
1985-065,2446279.99,1985-08-02,1985,Soyuz-U,,Oblik,,SU,O,state
1985-067,2446284.91,1985-08-07,1985,Soyuz-U,,Resurs-F1 17F41 No. 57,,SU,O,state
1985-068,2446285.93,1985-08-08,1985,Soyuz-U,,Siluet No. 5,,SU,O,state
1985-069,2446285.99,1985-08-08,1985,Tsiklon-3,,Tselina-D,,SU,O,state
1985-070,2446286.38,1985-08-08,1985,Proton-K/DM,,Gran' No. 26L,,SU,O,state
1985-071,2446290.13,1985-08-12,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-072,2446294.13,1985-08-16,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-074,2446300.31,1985-08-22,1985,Molniya 8K78M,ML,Molniya-1!No. 61,,SU,O,state
1985-075,2446301.44,1985-08-23,1985,Tsiklon-2,,US-A reactor,,SU,O,state
1985-077,2446306.93,1985-08-29,1985,Soyuz-U,,Resurs-F1 17F41 No. 53,,SU,O,state
1985-078,2446306.98,1985-08-29,1985,Soyuz-U,,Kobal't,,SU,O,state
1985-079,2446312.8,1985-09-04,1985,Kosmos 11K65M,,Strela-2M,,SU,O,state
1985-080,2446314.95,1985-09-06,1985,Soyuz-U,,Fram,,SU,O,state
1985-081,2446326.03,1985-09-17,1985,Soyuz-U2,,Soyuz 7K-ST No. 20L,,SU,O,state
1985-082,2446327.56,1985-09-19,1985,Tsiklon-2,,US-PM1,,SU,O,state
1985-083,2446327.92,1985-09-19,1985,Soyuz-U,,Oblik,,SU,O,state
1985-084,2446332.55,1985-09-24,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-085,2446334.97,1985-09-26,1985,Soyuz-U,,Oblik,,SU,O,state
1985-086,2446335.86,1985-09-27,1985,Proton-K,,TKS-M No. 16501,,SU,O,state
1985-088,2446339.31,1985-09-30,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-089,2446340.88,1985-10-02,1985,Kosmos 11K65M,,Romb,,SU,O,state
1985-090,2446341.74,1985-10-03,1985,Vostok 8A92M,,Resurs-O1 No. 1L,,SU,O,state
1985-091,2446341.81,1985-10-03,1985,Molniya 8K78M,ML,Molniya-3 No. 38,,SU,O,state
1985-094,2446348.4,1985-10-09,1985,Tsiklon-3,,Strela-3,,SU,O,state
1985-095,2446354.89,1985-10-16,1985,Soyuz-U,,Oblik,,SU,O,state
1985-097,2446360.79,1985-10-22,1985,Zenit-2,,EPN No. 03.694,,SU,O,state
1985-098,2446361.35,1985-10-22,1985,Molniya 8K78M,2BL,Oko,,SU,O,state
1985-099,2446361.53,1985-10-23,1985,Molniya 8K78M,ML,Molniya-1 11F658 No. 73,,SU,O,state
1986-100,2446782.21,1986-12-17,1986,Kosmos 11K65M,,Parus,,SU,O,state
1986-001,2446438.98,1986-01-08,1986,Soyuz-U,,Oblik,,SU,O,state
1986-101,2446782.83,1986-12-18,1986,Tsiklon-3,,AUOS-Z 501 Ionozond-E,,SU,O,state
1986-002,2446439.62,1986-01-09,1986,Kosmos 11K65M,,Strela-1M,,SU,O,state
1986-102,2446790.96,1986-12-26,1986,Soyuz-U,,Terilen,,SU,O,state
1986-103,2446791.14,1986-12-26,1986,Molniya 8K78M,ML,Molniya-1!No. 62,,SU,O,state
1986-004,2446446.1,1986-01-15,1986,Soyuz-U,,Kobal't,,SU,O,state
1986-005,2446446.98,1986-01-16,1986,Kosmos 11K65M,,Parus,,SU,O,state
1986-006,2446447.81,1986-01-17,1986,Tsiklon-3,,Tselina-D,,SU,O,state
1986-007,2446447.93,1986-01-17,1986,Proton-K/DM,,Gran' No. 29L,,SU,O,state
1986-008,2446454.29,1986-01-23,1986,Kosmos 11K65M,,Tsikada,,SU,O,state
1986-009,2446458.86,1986-01-28,1986,Soyuz-U,,Oblik,,SU,O,state
1986-011,2446463.26,1986-02-01,1986,Molniya 8K78M,2BL,Oko,,SU,O,state
1986-012,2446465.97,1986-02-04,1986,Soyuz-U,,Oblik,,SU,O,state
1986-013,2446468.86,1986-02-07,1986,Soyuz-U,,Terilen,,SU,O,state
1986-015,2446472.79,1986-02-11,1986,Tsiklon-3,,Musson No. 16,,SU,O,state
1986-017,2446481.39,1986-02-19,1986,Proton-K,,DOS 7 (17K No. 127-01),,SU,O,state
1986-018,2446481.46,1986-02-19,1986,Tsiklon-3,,Tselina-D,,SU,O,state
1986-020,2446488.07,1986-02-26,1986,Soyuz-U,,Kobal't,,SU,O,state
1986-021,2446488.57,1986-02-27,1986,Tsiklon-2,,US-PM,,SU,O,state
1986-022,2446503.02,1986-03-13,1986,Soyuz-U2,,Soyuz 7K-ST No. 21L,,SU,O,state
1986-023,2446508.92,1986-03-19,1986,Soyuz-U2,,Progress 7K-TG No. 134,,SU,O,state
1986-024,2446510.92,1986-03-21,1986,Tsiklon-2,,US-A reactor,,SU,O,state
1986-025,2446515.31,1986-03-25,1986,Tsiklon-2,,US-PM1,,SU,O,state
1986-027,2446524.66,1986-04-04,1986,Proton-K/DM,,Geizer No. 13L,,SU,O,state
1986-028,2446529.83,1986-04-09,1986,Soyuz-U,,Kobal't,,SU,O,state
1986-029,2446535.99,1986-04-15,1986,Soyuz-U,,Oblik,,SU,O,state
1986-030,2446538.38,1986-04-17,1986,Kosmos 11K65M,,Strela-2M,,SU,O,state
1986-031,2446539.33,1986-04-18,1986,Molniya 8K78M,ML,Molniya-3 No. 43,,SU,O,state
1986-032,2446544.32,1986-04-23,1986,Soyuz-U2,,Progress 7K-TG No. 136,,SU,O,state
1986-033,2446565.03,1986-05-14,1986,Soyuz-U,,Oblik,,SU,O,state
1986-034,2446565.68,1986-05-15,1986,Tsiklon-3,,Tselina-D,,SU,O,state
1986-035,2446571.85,1986-05-21,1986,Soyuz-U2,,Soyuz 7K-STM No. 51,,SU,O,state
1986-036,2446572.19,1986-05-21,1986,Soyuz-U,,Foton No. 2L,,SU,O,state
1986-037,2446574.04,1986-05-23,1986,Kosmos 11K65M,,Parus,,SU,O,state
1986-038,2446574.57,1986-05-24,1986,Proton-K/DM,,Ekran No. 30L,,SU,O,state
1986-039,2446577.9,1986-05-27,1986,Tsiklon-3,,Meteor-2 No. 18,,SU,O,state
