year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors
1964,56796,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOSP_metadata.xml,1,Hot Springs,MW,AR,HOSP,Hot Springs National Park,National Park,1787300
1964,2760439,POLYGON,http://nrdata.nps.gov/programs/Lands/DENA_metadata.xml,1,Denali,AK,AK,DENA,Denali National Park,National Park,19200
1964,2760439,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DENA_metadata.xml,1,Denali,AK,AK,DENA,Denali National Preserve,National Park,19200
1964,1416041,POLYGON,http://nrdata.nps.gov/programs/Lands/GLBA_metadata.xml,1,Glacier Bay,AK,AK,GLBA,Glacier Bay National Park,National Park,1000
1964,1416041,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLBA_metadata.xml,1,Glacier Bay,AK,AK,GLBA,Glacier Bay National Preserve,National Preserve,1000
1963,1416045,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Park,National Park,700
1963,1416045,POLYGON,http://nrdata.nps.gov/programs/Lands/KATM_metadata.xml,1,Katmai,AK,AK,KATM,Katmai National Preserve,National Preserve,700
1964,1417085,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SITK_metadata.xml,1,Sitka,AK,AK,SITK,Sitka National Historical Park,National Historical Park,21500
1964,1473199,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RICH_metadata.xml,1,Richmond,NE,VA,RICH,Richmond National Battlefield Park,National Battlefield Park,334200
1964,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Park,National Park,120500
1964,2733443,POLYGON,http://nrdata.nps.gov/programs/Lands/GRSA_METADATA.xml,1,Great Sand Dunes,IM,CO,GRSA,Great Sand Dunes National Preserve,National Preserve,120500
1964,1803454,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLAC_metadata.xml,1,Glacier,IM,MT,GLAC,Glacier National Park,National Park,642200
1964,1556735,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAFE_metadata.xml,1,Harpers Ferry,NC,WV,HAFE,Harpers Ferry National Historical Park,National Historical Park,754500
1963,1163670,POLYGON,NA,1,Crater Lake,PW,OR,CRLA,Crater Lake National Park,National Park,475700
1963,1531834,MULTIPOLYGON,NA,1,Lake Roosevelt,PW,WA,LARO,Lake Roosevelt National Recreation Area,National Recreation Area,664500
1963,2055170,MULTIPOLYGON,NA,1,Lewis and Clark,PW,WA,LEWI,Lewis and Clark National Historical Park,National Historical Park,71700
1963,1530459,MULTIPOLYGON,NA,1,Olympic,PW,WA,OLYM,Olympic National Park,National Park,1576200
1963,578853,MULTIPOLYGON,NA,1,NA,NE,ME,ACAD,Acadia National Park,National Park,1864800
1963,1377082,POLYGON,NA,1,NA,IM,TX,BIBE,Big Bend National Park,National Park,114200
1963,1009494,MULTIPOLYGON,NA,1,NA,NT,NC,BLRI,Blue Ridge Parkway,Parkway,7233900
1963,982628,MULTIPOLYGON,NA,1,NA,SE,NC,CAHA,Cape Hatteras National Seashore,National Seashore,873300
1963,330990,MULTIPOLYGON,NA,1,NA,SE,GA,CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,1084600
1957,583731,MULTIPOLYGON,NA,1,NA,NC,DC,CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,41600
1963,1986829,MULTIPOLYGON,NA,1,NA,PW,ID,CRMO,Craters of the Moon National Monument,National Monument,134900
1963,293666,POLYGON,NA,1,NA,SE,FL,EVER,Everglades National Park,National Park,669200
1963,985324,POLYGON,NA,1,NA,SE,NC,FORA,Fort Raleigh National Historic Site,National Historic Site,136700
1963,1018241,MULTIPOLYGON,NA,1,NA,SE,NC,GRSM,Great Smoky Mountains National Park,National Park,5258700
1963,1177725,MULTIPOLYGON,NA,1,NA,NE,PA,INDE,Independence National Historical Park,National Historical Park,2348800
1963,1616980,POLYGON,NA,1,NA,MW,MI,ISRO,Isle Royale National Park,National Park,7800
1963,1488805,MULTIPOLYGON,NA,1,NA,NE,VA,SHEN,Shenandoah National Park,National Park,2237800
1963,1270094,MULTIPOLYGON,NA,1,NA,SE,MS,SHIL,Shiloh National Battlefield,National Battlefield,745700
1963,1888964,MULTIPOLYGON,NA,1,NA,SE,TN,STRI,Stones River National Battlefield,National Battlefield,33100
1963,679217,MULTIPOLYGON,NA,1,NA,SE,LA,VICK,Vicksburg National Military Park,National Military Park,923900
1963,203271,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BLCA_metadata.xml,1,Black Canyon of the Gunnison,IM,CO,BLCA,Black Canyon of the Gunnison National Park,National Park,146600
1963,806297,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LIBI_metadata.xml,1,Little Bighorn Battlefield,IM,MT,LIBI,Little Bighorn Battlefield National Monument,National Monument,175000
1963,936867,POLYGON,http://nrdata.nps.gov/programs/Lands/CAVO_metadata.xml,1,Capulin Volcano,IM,NM,CAVO,Capulin Volcano National Monument,National Monument,42800
1963,928945,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GICL_metadata.xml,1,Gila Cliff Dwellings,IM,NM,GICL,Gila Cliff Dwellings National Monument,National Monument,9800
1963,1470042,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MANA_metadata.xml,1,Manassas,NC,VA,MANA,Manassas National Battlefield Park,National Battlefield Park,242500
1963,35519,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/TUMA_metadata.xml,1,Tumacacori,IM,AZ,TUMA,Tumacacori National Historical Park,National Historical Park,54400
1963,35601,POLYGON,http://nrdata.nps.gov/programs/Lands/TUZI_metadata.xml,1,Tuzigoot,IM,AZ,TUZI,Tuzigoot National Monument,National Monument,38600
1963,830099,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOME_metadata.xml,1,Homestead,MW,NE,HOME,Homestead National Monument of America,National Monument,27600
1963,589057,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANTI_metadata.xml,1,Antietam,NC,MD,ANTI,Antietam National Battlefield,National Battlefield,103300
1963,307911,POLYGON,http://nrdata.nps.gov/programs/Lands/CASA_metadata.xml,1,Castillo de San Marcos,SE,FL,CASA,Castillo de San Marcos National Monument,National Monument,444200
1963,1446610,POLYGON,http://nrdata.nps.gov/programs/Lands/TICA_metadata.xml,1,Timpanogos Cave,IM,UT,TICA,Timpanogos Cave National Monument,National Monument,165700
1963,1888900,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARHO_metadata.xml,1,Arlington House,NC,VA,ARHO,"Arlington House, The Robert E. Lee Memorial",National Memorial,473400
1963,490476,POLYGON,http://nrdata.nps.gov/programs/Lands/CUGA_metadata.xml,1,Cumberland Gap,SE,KY,CUGA,Cumberland Gap National Historical Park,National Historical Park,159700
1963,38197,POLYGON,http://nrdata.nps.gov/programs/Lands/WUPA_metadata.xml,1,Wupatki,IM,AZ,WUPA,Wupatki National Monument,National Monument,83000
1963,1222505,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOSU_metadata.xml,1,Fort Sumter,SE,SC,FOSU,Fort Sumter National Monument,National Monument,142900
1963,35382,POLYGON,http://nrdata.nps.gov/programs/Lands/TONT_metadata.xml,1,Tonto,IM,AZ,TONT,Tonto National Monument,National Monument,68400
1963,1888929,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOFR_metadata.xml,1,Home of Franklin D Roosevelt,NE,NY,HOFR,Home of Franklin D. Roosevelt National Historic Site,National Historic Site,271600
1963,1439558,POLYGON,http://nrdata.nps.gov/programs/Lands/CEBR_metadata.xml,1,Cedar Breaks,IM,UT,CEBR,Cedar Breaks National Monument,National Monument,143100
1963,1455716,POLYGON,http://nrdata.nps.gov/programs/Lands/ARCH_metadata.xml,1,Arches,IM,UT,ARCH,Arches National Park,National Park,118200
1963,34968,POLYGON,http://nrdata.nps.gov/programs/Lands/SUCR_metadata.xml,1,Sunset Crater Volcano,IM,AZ,SUCR,Sunset Crater Volcano National Monument,National Monument,145400
1963,530748,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOTH_metadata.xml,1,Ford's Theatre,NC,DC,FOTH,Ford's Theatre National Historic Site,National Historic Site,374100
1963,9526,POLYGON,http://nrdata.nps.gov/programs/Lands/PISP_metadata.xml,1,Pipe Spring,IM,AZ,PISP,Pipe Spring National Monument,National Monument,24900
1963,906062,POLYGON,http://nrdata.nps.gov/programs/Lands/ELMO_metadata.xml,1,El Morro,IM,NM,ELMO,El Morro National Monument,National Monument,16300
1963,1304837,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANJO_metadata.xml,1,Andrew Johnson,SE,TN,ANJO,Andrew Johnson National Historic Site,National Historic Site,48100
1963,456249,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EFMO_metadata.xml,1,Effigy Mounds,MW,IA,EFMO,Effigy Mounds National Monument,National Monument,74400
1963,202599,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOVE_metadata.xml,1,Hovenweep,IM,UT,HOVE,Hovenweep National Monument,National Monument,5300
1963,889156,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOUN_metadata.xml,1,Fort Union,IM,NM,FOUN,Fort Union National Monument,National Monument,12500
1963,15492,POLYGON,http://nrdata.nps.gov/programs/Lands/ORPI_metadata.xml,1,Organ Pipe Cactus,IM,AZ,ORPI,Organ Pipe Cactus National Monument,National Monument,329800
1963,496556,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ABLI_metadata.xml,1,Abraham Lincoln Birthplace,SE,KY,ABLI,Abraham Lincoln Birthplace National Historical Park,National Historical Park,293400
1963,307632,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DRTO_metadata.xml,1,Dry Tortugas,SE,FL,DRTO,Dry Tortugas National Park,National Park,26200
1963,314290,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOFR_metadata.xml,1,Fort Frederica,SE,GA,FOFR,Fort Frederica National Monument,National Monument,147600
1963,914261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WHSA_metadata.xml,1,White Sands,IM,NM,WHSA,White Sands National Monument,National Monument,413500
1963,1450197,POLYGON,http://nrdata.nps.gov/programs/Lands/BRCA_metadata.xml,1,Bryce Canyon,IM,UT,BRCA,Bryce Canyon National Park,National Park,289500
1963,718402,POLYGON,http://nrdata.nps.gov/programs/Lands/GWCA_metadata.xml,1,George Washington Carver,MW,MO,GWCA,George Washington Carver National Monument,National Monument,46600
1963,904780,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CAVE_metadata.xml,1,Carlsbad Caverns,IM,NM,CAVE,Carlsbad Caverns National Park,National Park,586600
1963,874901,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/EDIS_metadata.xml,1,Edison,NE,NJ,EDIS,Thomas Edison National Historical Park,National Historic Site,32600
1963,1609331,POLYGON,http://nrdata.nps.gov/programs/Lands/YELL_metadata.xml,1,Yellowstone,IM,WY,YELL,Yellowstone National Park,National Park,1872500
1963,365210,POLYGON,http://nrdata.nps.gov/programs/Lands/HAVO_metadata.xml,1,Hawai'i Volcanoes,PW,HI,HAVO,Hawai'i Volcanoes National Park,National Park,494700
1963,255957,POLYGON,http://nrdata.nps.gov/programs/Lands/CABR_metadata.xml,1,Cabrillo,PW,CA,CABR,Cabrillo National Monument,National Monument,994000
1953,597426,POLYGON,http://nrdata.nps.gov/programs/Lands/FOWA_metadata.xml,1,Fort Washington Park,NC,MD,FOWA,Fort Washington Park,Other Designation,10279
1963,266000,POLYGON,http://nrdata.nps.gov/programs/Lands/SEQU_metadata.xml,1,Sequoia,PW,CA,SEQU,Sequoia National Park,National Park,631700
1963,507318,POLYGON,http://nrdata.nps.gov/programs/Lands/MACA_metadata.xml,1,Mammoth Cave,SE,KY,MACA,Mammoth Cave National Park,National Park,636100
1963,1597571,POLYGON,http://nrdata.nps.gov/programs/Lands/GRTE_metadata.xml,1,Grand Teton,IM,WY,GRTE,Grand Teton National Park,National Park,2158800
1963,1888899,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ADAM_metadata.xml,1,Adams,NE,MA,ADAM,Adams National Historical Park,National Historical Park,12800
1963,8538,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/NAVA_metadata.xml,1,Navajo,IM,AZ,NAVA,Navajo National Monument,National Monument,7900
1963,179042,POLYGON,http://nrdata.nps.gov/programs/Lands/MEVE_metadata.xml,1,Mesa Verde,IM,CO,MEVE,Mesa Verde National Park,National Park,325300
1963,862430,POLYGON,http://nrdata.nps.gov/programs/Lands/GRBA_metadata.xml,1,Great Basin,PW,NV,GRBA,Great Basin National Park,National Park,32500
1963,644333,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GRPO_metadata.xml,1,Grand Portage,MW,MI,GRPO,Grand Portage National Monument,National Monument,32400
1963,1888961,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAMA_metadata.xml,1,Salem Maritime,NE,MA,SAMA,Salem Maritime National Historic Site,National Historic Site,147200
1963,531850,POLYGON,http://nrdata.nps.gov/programs/Lands/WAMO_metadata.xml,1,Washington Monument,NC,DC,WAMO,Washington Monument,National Memorial,1750200
1963,530557,POLYGON,http://nrdata.nps.gov/programs/Lands/JEFM_metadata.xml,1,Thomas Jefferson Memorial,NC,DC,JEFM,Thomas Jefferson Memorial,National Memorial,1423200
1963,1025558,POLYGON,http://nrdata.nps.gov/programs/Lands/MOCR_metadata.xml,1,Moores Creek,SE,NC,MOCR,Moores Creek National Battlefield,National Battlefield,27100
1963,149966,POLYGON,http://nrdata.nps.gov/programs/Lands/HOBE_metadata.xml,1,Horseshoe Bend,SE,AL,HOBE,Horseshoe Bend National Military Park,National Military Park,29800
1963,307963,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOMA_metadata.xml,1,Fort Matanzas,SE,FL,FOMA,Fort Matanzas National Monument,National Monument,80300
1963,2733430,POLYGON,http://nrdata.nps.gov/programs/Lands/WHHO_metadata.xml,1,White House,NC,DC,WHHO,White House,Other Designation,1520200
1963,1477005,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BOWA_metadata.xml,1,Booker T. Washington,NE,VA,BOWA,Booker T. Washington National Monument,National Monument,14700
1963,560393,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JELA_metadata.xml,1,Jean Lafitte,SE,LA,JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,518300
1963,1261888,POLYGON,http://nrdata.nps.gov/programs/Lands/JECA_metadata.xml,1,Jewel Cave,MW,SD,JECA,Jewel Cave National Monument,National Monument,44000
1963,1082175,POLYGON,http://nrdata.nps.gov/programs/Lands/PEVI_metadata.xml,1,Perry's Victory and International Peace Memorial,MW,OH,PEVI,Perry's Victory and International Peace Memorial,National Memorial,74100
1963,583623,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CATO_metadata.xml,1,Catoctin Mountain Park,NC,MD,CATO,Catoctin Mountain Park,Other Designation,233000
1946,23944,POLYGON,http://nrdata.nps.gov/programs/Lands/RABR_metadata.xml,1,Rainbow Bridge,IM,UT,RABR,Rainbow Bridge National Monument,National Monument,0
1963,1454484,POLYGON,http://nrdata.nps.gov/programs/Lands/NABR_metadata.xml,1,Natural Bridges,IM,UT,NABR,Natural Bridges National Monument,National Monument,11600
1963,35848,POLYGON,http://nrdata.nps.gov/programs/Lands/WACA_metadata.xml,1,Walnut Canyon,IM,AZ,WACA,Walnut Canyon National Monument,National Monument,80000
1963,1462531,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/APCO_metadata.xml,1,Appomattox Court House,NE,VA,APCO,Appomattox Court House National Historical Park,National Historical Park,141000
1963,649530,POLYGON,http://nrdata.nps.gov/programs/Lands/PIPE_metadata.xml,1,Pipestone,MW,MN,PIPE,Pipestone National Monument,National Monument,178500
1963,1262098,POLYGON,http://nrdata.nps.gov/programs/Lands/MORU_metadata.xml,1,Mount Rushmore,MW,SD,MORU,Mount Rushmore National Memorial,National Memorial,1272800
1963,1498529,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PETE_metadata.xml,1,Petersburg,NE,VA,PETE,Petersburg National Battlefield,National Battlefield,1031400
1963,1504974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOVA_metadata.xml,1,Fort Vancouver,PW,WA,FOVA,Fort Vancouver National Historic Site,National Historic Site,63900
1963,765817,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JEFF_metadata.xml,1,Jefferson,MW,MO,JEFF,Jefferson National Expansion Memorial,National Memorial,250000
1963,314296,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOPU_metadata.xml,1,Fort Pulaski,SE,GA,FOPU,Fort Pulaski National Monument,National Monument,176300
1963,40512,POLYGON,http://nrdata.nps.gov/programs/Lands/CORO_metadata.xml,1,Coronado,IM,AZ,CORO,Coronado National Memorial,National Memorial,28300
1963,1027483,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRBR_metadata.xml,1,Wright Brothers,SE,NC,WRBR,Wright Brothers National Memorial,National Memorial,249700
1963,1223739,POLYGON,http://nrdata.nps.gov/programs/Lands/KIMO_metadata.xml,1,Kings Mountain,SE,SC,KIMO,Kings Mountain National Military Park,National Military Park,346100
1963,262358,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LABE_metadata.xml,1,Lava Beds,PW,CA,LABE,Lava Beds National Monument,National Monument,76600
1963,1193717,POLYGON,http://nrdata.nps.gov/programs/Lands/HOFU_metadata.xml,1,Hopewell Furnace,NE,PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site,114600
1963,31964,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MOCA_metadata.xml,1,Montezuma Castle,IM,AZ,MOCA,Montezuma Castle National Monument,National Monument,231700
1963,255948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KICA_metadata.xml,1,Kings Canyon,PW,CA,KICA,Kings Canyon National Park,National Park,778600
1963,1531185,POLYGON,http://nrdata.nps.gov/programs/Lands/WHMI_metadata.xml,1,Whitman Mission,PW,WA,WHMI,Whitman Mission National Historic Site,National Historic Site,79100
1963,531835,POLYGON,http://nrdata.nps.gov/programs/Lands/LINC_metadata.xml,1,Lincoln Memorial,NC,DC,LINC,Lincoln Memorial,National Memorial,3461100
1963,1455157,POLYGON,http://nrdata.nps.gov/programs/Lands/ZION_metadata.xml,1,Zion,IM,UT,ZION,Zion National Park,National Park,681100
1963,126026,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RUCA_metadata.xml,1,Russell Cave,SE,AL,RUCA,Russell Cave National Monument,National Monument,44900
1963,229295,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MUWO_metadata.xml,1,Muir Woods,PW,CA,MUWO,Muir Woods National Monument,National Monument,577900
1963,358382,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HALE_metadata.xml,1,Haleakala,PW,HI,HALE,Haleakala National Park,National Park,72100
1963,878495,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORR_metadata.xml,1,Morristown,NE,NJ,MORR,Morristown National Historical Park,National Historical Park,473400
1963,833315,POLYGON,http://nrdata.nps.gov/programs/Lands/SCBL_metadata.xml,1,Scotts Bluff,MW,NE,SCBL,Scotts Bluff National Monument,National Monument,99900
1963,885961,POLYGON,http://nrdata.nps.gov/programs/Lands/AZRU_metadata.xml,1,Aztec Ruins,IM,NM,AZRU,Aztec Ruins National Monument,National Monument,45100
1963,1434866,POLYGON,http://nrdata.nps.gov/programs/Lands/CARE_metadata.xml,1,Capitol Reef,IM,UT,CARE,Capitol Reef National Park,National Park,93200
1963,266641,POLYGON,http://nrdata.nps.gov/programs/Lands/DEPO_metadata.xml,1,Devils Postpile,PW,CA,DEPO,Devils Postpile National Monument,National Monument,52900
1963,277261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/jotr_metadata.xml,1,Joshua Tree,PW,CA,JOTR,Joshua Tree National Park,National Park,346300
1963,1033824,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/THRO_METADATA.xml,1,Theodore Roosevelt,MW,ND,THRO,Theodore Roosevelt National Park,National Park,237500
1963,1193713,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FONE_METADATA.xml,1,Fort Necessity,NE,PA,FONE,Fort Necessity National Battlefield,National Battlefield,196100
1963,936877,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAPU_METADATA.xml,1,Salinas Pueblo Mission,IM,NM,SAPU,Salinas Pueblo Missions National Monument,National Monument,9400
1963,247533,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PINN_METADATA.xml,1,Pinnacles,PW,CA,PINN,Pinnacles National Park,National Park,97000
1963,1614406,POLYGON,POC:  Gil_Noice@nps.gov (boundary data only),1,Virgin Islands,SE,VI,VIIS,Virgin Islands National Park,National Park,86200
1963,204948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ROMO_METADATA.xml,1,Rocky Mountain,IM,CO,ROMO,Rocky Mountain National Park,National Park,1855400
