acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1009735,12/1/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,45,F,Patron fell while walking the downhill track during a ride evacuation.,Injuries to right leg and arm,,Injured during evacuation,1,,,
1009736,12/2/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Whip,Whip,In-house,1,34,M,Patron stated that he injured his right knee while exiting the vehicle.,Knee injury,,Load/Unload: scrape or stumble,,,,
1002482,12/2/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,15,M,"While jumping in the middle lane, patron slipped and rolled his right ankle.",Ankle injury,,Awkward landing,,,,
1002483,12/3/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,13,F,"While playing dodgeball, patron jumped into another person's trampoline and rolled her left ankle.",Ankle injury,,Awkward landing,,,,
1002183,12/3/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,48,M,Jumped and landed on his ankle with all his body weight.,Ankle injury,,Awkward landing,,,,
1009739,12/4/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,8,F,"Father stated child lost her grip when they hit the transition area and fell out of the raft, hitting her head.",Head injury,,"Fall: patron fell off inner tube, mat or board",,,,
1009738,12/4/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,spinning coaster,Mack Rides,1,5,M,"Mother states that while son was riding, the lap bar pushed against his stomach.",Redness and swelling to stomach,,Restraint too tight,,,,
1009737,12/4/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,In-house,1,56,F,Patron stated she chose to turn quickly while entering the boat and bumped her left knee against the engine box.,Knee was painful and swollen. History of knee problems,,Load/Unload: scrape or stumble,,,,
1002484,12/4/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - basketball,,1,8,M,"While dunking, patron hurt his left knee.",Knee injury,,"Injury to leg, nonspecific cause",,,,
1009741,12/5/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,In-house,1,42,F,"Patron stated she felt nauseous and dizzy before riding. Afterwards her symptoms increased. She rested for 3 hours, then requested transport.","Nausea, dizziness",,Illness or neurological symptoms,,,,
1009740,12/5/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Track ride,dark ride,In-house,1,57,M,"Family witness reported patron was exiting the attraction and collapsed. CPR and AED shock were administered, returning a pulse. Transport via ambulance.",Patron lost consciousness; revived with CPR and AED.,,Illness: Seizure or LOC,,,,
1002485,12/5/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,20,F,Patron was jumping on main court and rolled her ankle.,Ankle injury,,Awkward landing,,,,
1009742,12/6/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Body slide,body slide,Pro Slide,1,5,M,Child was riding down the slide and bumped the right side of his head on the side of the slide about halfway down.,Head injury,,Impact: hit something in participatory attraction,,,,
1002511,12/6/2016,PA,Pittston,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,3,F,Unspecified,Unspecified,,Unknown (not enough info),,,,
1002405,12/9/2016,PA,Leetsdale,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,28,M,Patron was double-bounced while playing dodgeball.,Fractured leg,,Double bounce,,,,
1009743,12/11/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,53,F,Patron stated she grabbed the lap bar while entering the vehicle and fell in the vehicle when the lap bar lowered.,Injuries not described.,,Load/Unload: scrape or stumble,,,,
1005018,12/11/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - wall trampoline,Fun Spot,1,16,F,Patron was running along the trampolines and ran up the wall trampoline. She slid down the trampoline and landed back on the floor trampoline where she claimed she hurt her left foot.,Foot injury,,Fall: in climb or play area,,,,
1000490,12/11/2016,FL,ORLANDO,F,Florida Dept. of Agriculture,Amusement park,recreation,go-kart,Go-kart,go kart,,1,11,M,An 11 year old male patron entered the pit area without applying the brakes and impacted a section of the barrier.,Laceration to face,,Collision: go-kart or bumper car hit stationary object,,,,
1009745,12/12/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,13,M,"Patron was riding with family and friends. Toward the end of the ride on the last corner inside the tunnel, he fell out of the tube and hit his nose on the slide. Four patrons were on the tube, weights of 165, 70, 188, and 194 lbs.",Injury to nose,,"Fall: patron fell off inner tube, mat or board",,,,
1009744,12/12/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,float attraction,Lazy river,lazy river,Neuman Pools,1,35,F,Patron stated that she hit her toe on a grate and cut it in the river while trying to exit.,Laceration to toe,,Impact: hit something in participatory attraction,,,,
1009746,12/15/2016,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,Arrow Dynamics,1,,F,"During the ride evacuation, the guest was walking as instructed by the ride employee. When she got to the stairs, she slipped and fell down on the stairs. The stairs were wet and she was wearing rubber sandals with a flat sole.",Injuries not described.,,Injured during evacuation,1,,,
1002184,12/15/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,4,F,Patron was bouncing and twisted his ankle.,Ankle injury,,Awkward landing,,,,
1002186,12/16/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,14,F,Patron did a front flip and landed wrong on her left foot.,Foot / ankle injury,,Flip gone wrong,,,,
1002185,12/16/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - foam pit,,1,9,M,"Patron was in foam pit and his older brother was spinning the ladder, causing a step to hit him in the head.",Head laceration,,Impact: hit something in participatory attraction,,,,
1003835,12/17/2016,TX,Arlington,F,Texas Dept. of Insurance,Amusement park,amusement ride,coaster,Coaster - steel,mega coaster,Giovanola,1,17,M,"ride came to a stop, guest went forward hitting head on seat in front of him",Contusion to head,,Impact: hit something within ride vehicle,,,,
1002322,12/17/2016,PA,Lancaster,F,Pennsylvania Dept. of Agriculture,Pool waterslide,water park,water slide,Water slide - undefined,waterslide,Natural Structures Waterslides,1,8,M,Unspecified.,Unspecified injury; patron admitted to hospital,,Unknown (not enough info),,,,
1002486,12/18/2016,PA,Levittown,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,,1,12,M,"Patron tried to perform a front flip, but landed on his left ankle badly.",Ankle injury,,Flip gone wrong,,,,
1002253,12/18/2016,PA,Pocono Manor,F,Pennsylvania Dept. of Agriculture,Water park,water park,aquatic play,Aquatic play area,water play structure,,1,5,F,Patron said she hit her chin while riding the blue slide.,4cm laceration at the bottom of her chin,,Impact: hit something in participatory attraction,,,,
1002187,12/18/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,13,M,Patron lost balance and landed wrong on right wrist.,Wrist injury,,Awkward landing,,,,
1000955,12/18/2016,FL,ORLANDO,F,Florida Dept. of Agriculture,Water park,recreation,challenge activity,Water ski tow,water ski tow,,1,30,M,A 30 year old male patron received an injury to his wrist after he lost his balance while attempting an advanced maneuver off of a slider.,Fractured wrist,,Impact: hit something in participatory attraction,,,,
1009748,12/19/2016,CA,Avalon,F,California Division of Occupational Safety and Health,Adventure course,recreation,challenge activity,Adventure course,zipline,In-house,1,63,F,"After completing her zipline tour and exiting, the patron started to experience chest pain that radiated toward her throat and right arm. She has diabetes and history of high cholesterol. EMS found her with rapid heart rate and high blood pressure.","Chest pain, rapid heart rate, high blood pressure",,Illness or neurological symptoms,,,,
1009747,12/19/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,47,F,Patron reported that she was dizzy and had neck pain after riding.,"Dizziness, neck pain",,Body pain (normal motion),,,,
1005027,12/19/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,12,M,Walking onto trampoline and slipped.,Knee pain,,Load/Unload: scrape or stumble,,,,
1002188,12/19/2016,PA,Bethlehem,F,Pennsylvania Dept. of Agriculture,Trampoline park,recreation,trampoline,Trampoline court,TC - dodgeball,,1,16,F,Patron rolled her ankle.,Ankle injury,,Awkward landing,,,,
1005019,12/20/2016,OK,Edmond,F,Oklahoma Dept. of Labor,Trampoline park,recreation,trampoline,Trampoline court,TC - main court,Fun Spot,1,10,M,"Patron was doing a flip and landed wrong, rolling and twisting his knee. One report states it was a front flip, another states it was a back flip.",Knee injury,,Flip gone wrong,,,,
1000036,12/20/2016,AZ,Phoenix,F,Arizona Department of Fire Building and Life Safety,Trampoline park,recreation,trampoline,Trampoline court,trampoline court,,1,,,No details provided,Injured left arm,,Unknown (not enough info),,,,
1002108,12/21/2016,PA,Gellysburg,F,Pennsylvania Dept. of Agriculture,School or church,recreation,play equipment,Play structure,play structure,,1,6,F,Patron's finger jammed coming down slide.,Jammed finger,,Impact: hit something in participatory attraction,,,,
1009750,12/22/2016,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,other attraction,Simulator,motion simulator,Setpoint,1,53,F,"Patron boarded the ride vehicle on her own accord after exiting her personal scooter. The lap bar came into contact with her abdomen while it was being lowered, causing pain. The operator immediately released the lap bar and the patron exited the vehicle. She asked for transport to the hospital, concerned due to recent surgery in the same area of her abdomen.",Pain to abdomen at site of recent surgery,,Restraint too tight,,,,
1009749,12/22/2016,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Boat ride,boat ride,Arrow Dynamics,1,7,M,Patron stated he slid forward in his seat on the first drop and struck his mouth on the back of the seat in front of him.,Mouth injury,,Impact: hit something within ride vehicle,,,,
1000392,12/22/2016,FL,KISSIMMEE,F,Florida Dept. of Agriculture,Amusement park,amusement ride,spinning,Carousel,carousel,,1,9,F,A nine year old female patron received an injury to her ankle when during the ride cycle she took her foot out of the stirrup of the horse and while the horse was traveling down her foot became caught between the stirrip and the block.,Bruising to feet,,Entrapment or pinch-point,,,,
1009751,12/23/2016,CA,Garden Grove,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Family raft slide,family raft,Pro Slide,1,46,M,"Patron stated after his raft entered the catch pool, the wave from impact caused his body to lunge forward and hit his right brow on his daughter's head.",Head injury,,Collision: patrons collided within vehicle,,,,
