date,hour,country,vote_1,vote_2,vote_3,vote_4,vote_5
2019-11-09,21,"",Kōkako,Orange-fronted Parakeet,Rifleman,Morepork,Little Spotted Kiwi
2019-11-09,21,"",Fernbird,Bittern,Whitehead,Rock Wren,Grey Warbler
2019-11-09,21,"",Orange-fronted Parakeet,Tūī,Kākāpō,Australasian Gannet,Southern Royal Albatross
2019-11-09,21,"",Australasian Crested Grebe,Black-billed Gull,Takahē,Fiordland Crested Penguin,Pūkeko
2019-11-09,21,"",Kākā,Kākāpō,Little Spotted Kiwi,Orange-fronted Parakeet,Southern Brown Kiwi
2019-11-09,21,"",Morepork,Blue Duck,Harrier,Kōkako,Antipodean Albatross
2019-11-09,21,"",Tūī,Fantail,Kea,Kererū,Morepork
2019-11-09,21,"",New Zealand Falcon,Banded Dotterel,Little Spotted Kiwi,Kākā,Bellbird
2019-11-09,21,"",Stitchbird,Bittern,Kōkako,Fiordland Crested Penguin,Orange-fronted Parakeet
2019-11-09,21,"",Kākā,Saddleback,Black Robin,Shining Cuckoo,Little Spotted Kiwi
2019-11-09,21,"",Barn Owl,Bellbird,Campbell Black-Browed Albatross,Fantail,Kākāpō
2019-11-09,21,"",New Zealand Dotterel,Tūī,Kererū,Kea,Black Robin
2019-11-09,21,"",Kākāpō,Tūī,Bittern,Kea,Blue Duck
2019-11-09,21,"",Brown Teal,Antipodean Albatross,Banded Dotterel,Fairy Tern,Blue Duck
2019-11-09,21,"",Antipodean Albatross,Black Robin,Kākāpō,Chatham Island Mollymawk,Chatham Island Oystercatcher
2019-11-09,21,"",Kākāpō,"","","",""
2019-11-09,21,"",Yellow-eyed penguin,Kererū,Kākā,Morepork,Tūī
2019-11-09,21,"",Yellow-eyed penguin,Little Penguin,Kererū,Kākā,Buller's Mollymawk
2019-11-09,21,"",Blue Duck,Stitchbird,Rock Wren,Kākā,Chatham Island Mollymawk
2019-11-09,21,"",Kea,Kākā,Black Stilt,Morepork,Blue Duck
2019-11-09,21,"",Yellow-eyed penguin,Blue Duck,Kākā,Kākāpō,Little Spotted Kiwi
2019-11-09,21,"",Blue Duck,Great Spotted Kiwi,Kākā,Kākāpō,Little Spotted Kiwi
2019-11-09,21,"",Grey Warbler,Harrier,Stitchbird,Tomtit,Fiordland Crested Penguin
2019-11-09,21,"",Kākā,Saddleback,Kōkako,South Island Kōkako,Royal Spoonbill
2019-11-09,21,"",Kākāpō,New Zealand Dotterel,South Island Kōkako,Whenua Hou Diving Petrel,Antipodean Albatross
2019-11-09,21,"",Kākāpō,Blue Duck,Banded Dotterel,Southern Brown Kiwi,Yellow-eyed penguin
2019-11-09,21,"",Yellow-eyed penguin,Little Penguin,Morepork,Buller's Mollymawk,Tomtit
2019-11-09,21,"",Black-billed Gull,Banded Dotterel,Black Robin,Fiordland Crested Penguin,Wrybill
2019-11-09,21,"",New Zealand Falcon,New Zealand Dotterel,Mōhua,Antipodean Albatross,Fernbird
2019-11-09,21,"",Wrybill,Antipodean Albatross,Buller's Mollymawk,Chatham Island Mollymawk,Kākāpō
2019-11-09,21,"",Kākāpō,Kākā,Fernbird,Stitchbird,Bittern
2019-11-09,21,"",Black Robin,Welcome Swallow,Black-billed Gull,Harrier,Morepork
2019-11-09,21,"",Yellow-eyed penguin,Black Robin,Chatham Island Oystercatcher,Fantail,Fiordland Crested Penguin
2019-11-09,21,"",Fernbird,Harrier,South Island Pied Oystercatcher,New Zealand Robin,Bar-tailed Godwit
2019-11-09,21,"",Morepork,Grey Warbler,Fantail,Southern Royal Albatross,Little Penguin
2019-11-09,21,"",Black Robin,Blue Duck,Fiordland Crested Penguin,Banded Dotterel,Bellbird
2019-11-09,21,"",Kōkako,"","","",""
2019-11-09,21,"",Mōhua,Banded Dotterel,Kākāpō,Black Robin,Black-fronted Tern
2019-11-09,21,"",Yellow-eyed penguin,Black Robin,Mōhua,Kākāpō,South Island Kōkako
2019-11-09,21,"",Kākāpō,North Island Brown Kiwi,Great Spotted Kiwi,Barn Owl,Buller's Mollymawk
2019-11-09,21,"",Black Robin,Fantail,Kākāpō,North Island Brown Kiwi,Kingfisher
2019-11-09,21,"",Kererū,Weka,Australasian Crested Grebe,Morepork,Fiordland Crested Penguin
2019-11-09,21,"",Wrybill,Black-billed Gull,Banded Dotterel,New Zealand Dotterel,Australasian Crested Grebe
2019-11-09,21,"",Gibson's Albatross,Yellow-eyed penguin,Buller's Mollymawk,Fantail,Tūī
2019-11-09,21,"",Black Robin,Bittern,Chatham Island Oystercatcher,Banded Dotterel,New Zealand King Shag
2019-11-09,21,"",Kererū,Kea,Southern Brown Kiwi,Great Spotted Kiwi,North Island Brown Kiwi
2019-11-09,21,"",Bittern,Kākā,Fairy Tern,Blue Duck,Morepork
2019-11-09,21,"",Black Stilt,Banded Dotterel,Orange-fronted Parakeet,Black-billed Gull,Yellow-eyed penguin
2019-11-09,21,"",Takahē,Rifleman,Fantail,Little Penguin,Variable Oystercatcher
2019-11-09,21,"",Blue Duck,Grey Duck,Takahē,Kākā,Little Penguin
2019-11-09,21,"",Yellow-eyed penguin,Bittern,New Zealand Dabchick,Rifleman,New Zealand Robin
2019-11-09,21,"",Morepork,Kingfisher,Little Penguin,Black Robin,Fernbird
2019-11-09,21,"",Yellow-eyed penguin,Kingfisher,Pūkeko,Kererū,Mōhua
2019-11-09,21,"",Kākā,Kākāpō,Kea,Kōkako,New Zealand Falcon
2019-11-09,21,"",Australasian Crested Grebe,Barn Owl,Blue Duck,Fantail,Kererū
2019-11-09,21,"",Rifleman,Takahē,Blue Duck,Kākāpō,Saddleback
2019-11-09,21,"",Yellow-eyed penguin,"","","",""
2019-11-09,21,"",Takahē,Yellow-eyed penguin,Southern Brown Kiwi,Rockhopper Penguin,Orange-fronted Parakeet
2019-11-09,21,"",Silvereye,Kingfisher,Tūī,Fantail,Saddleback
2019-11-09,21,"",Yellow-eyed penguin,Black Robin,Kākāpō,Kākā,South Island Kōkako
2019-11-09,21,"",Yellow-eyed penguin,North Island Brown Kiwi,Fairy Tern,New Zealand Falcon,Chatham Island Oystercatcher
2019-11-09,21,"",Kea,Kākā,Kākāpō,Little Spotted Kiwi,Tūī
2019-11-09,21,"",Barn Owl,Black Robin,Shore Plover,Rock Wren,New Zealand Falcon
2019-11-09,21,"",Harrier,Australasian Gannet,Fantail,Morepork,""
2019-11-09,21,"",Barn Owl,Bellbird,Chatham Island Oystercatcher,Kererū,Kingfisher
2019-11-09,21,"",Pūkeko,Antipodean Albatross,Brown Teal,Tūī,Tomtit
2019-11-09,21,"",Kākāpō,Fantail,New Zealand Falcon,Kākā,Black Robin
2019-11-09,21,"",Mōhua,Kākāpō,Chatham Island Oystercatcher,Black Stilt,Yellow-eyed penguin
2019-11-09,21,"",Kōkako,Fernbird,Kingfisher,New Zealand Dabchick,""
2019-11-09,21,"",Black Robin,Antipodean Albatross,Banded Dotterel,New Zealand Dotterel,Shore Plover
2019-11-09,21,"",Mōhua,New Zealand Dotterel,Banded Dotterel,Black Robin,Shore Plover
2019-11-09,21,"",Kererū,Little Penguin,Hutton's Shearwater,Kea,South Island Kōkako
2019-11-09,21,"",Little Penguin,Fiordland Crested Penguin,Rockhopper Penguin,Yellow-eyed penguin,Great Spotted Kiwi
2019-11-09,21,"",Fantail,Kea,Tūī,Kākāpō,Blue Duck
2019-11-09,21,"",Yellow-eyed penguin,Banded Dotterel,Black Robin,Fernbird,Fiordland Crested Penguin
2019-11-09,21,"",Blue Duck,Brown Teal,New Zealand Falcon,Fantail,Yellow-eyed penguin
2019-11-09,21,"",Takahē,Black-billed Gull,New Zealand Dabchick,New Zealand Dotterel,Great Spotted Kiwi
2019-11-09,21,"",Shore Plover,Black Robin,Fairy Tern,Fiordland Crested Penguin,New Zealand Dotterel
2019-11-09,21,"",Kākāpō,Orange-fronted Parakeet,Kea,Kākā,Takahē
2019-11-09,21,"",Fantail,New Zealand Dotterel,Tūī,Weka,Yellow-eyed penguin
2019-11-09,21,"",Banded Dotterel,Black Robin,Rifleman,Welcome Swallow,New Zealand Robin
2019-11-09,21,"",Pūkeko,Rockhopper Penguin,Weka,Kererū,Morepork
2019-11-09,21,"",Rifleman,Bittern,Blue Duck,Rock Wren,New Zealand Falcon
2019-11-09,21,"",Bittern,Orange-fronted Parakeet,Blue Duck,Australasian Crested Grebe,Rifleman
2019-11-09,21,"",Yellow-eyed penguin,Fiordland Crested Penguin,New Zealand Falcon,Banded Dotterel,Little Penguin
2019-11-09,21,"",Orange-fronted Parakeet,Buller's Mollymawk,Black-fronted Tern,Banded Dotterel,Black Robin
2019-11-09,21,"",New Zealand Dotterel,New Zealand Falcon,Bittern,Chatham Island Oystercatcher,South Island Kōkako
2019-11-09,21,"",Kākāpō,Orange-fronted Parakeet,Kōkako,North Island Brown Kiwi,Kea
2019-11-09,21,"",Antipodean Albatross,Banded Dotterel,Kingfisher,Yellow-eyed penguin,Tūī
2019-11-09,21,"",Blue Duck,Black Robin,Fairy Tern,New Zealand Dotterel,Chatham Island Oystercatcher
2019-11-09,21,"",Fantail,Black Stilt,Stitchbird,Tomtit,Rifleman
2019-11-09,21,"",Australasian Crested Grebe,Fiordland Crested Penguin,Kōkako,Welcome Swallow,Tūī
2019-11-09,21,"",Yellow-eyed penguin,Morepork,Fantail,Black Robin,Silvereye
2019-11-09,21,"",Kākāpō,Antipodean Albatross,Black Robin,Black Stilt,Kākā
2019-11-09,21,"",Whenua Hou Diving Petrel,Banded Dotterel,Black Robin,Black Stilt,Orange-fronted Parakeet
2019-11-09,21,"",Kea,Kererū,Kākā,Fantail,Fiordland Crested Penguin
2019-11-09,21,"",Great Spotted Kiwi,Kākāpō,Takahē,Morepork,Orange-fronted Parakeet
2019-11-09,22,"",Kākā,"","","",""
2019-11-09,22,"",Barn Owl,Fantail,Kingfisher,Morepork,Little Penguin
2019-11-09,22,"",Wrybill,Takahē,Saddleback,Rifleman,Bittern
2019-11-09,22,"",Antipodean Albatross,Kākāpō,Tūī,White Heron,Kererū
2019-11-09,22,"",New Zealand Robin,Bittern,Takahē,Kākāpō,Royal Spoonbill
2019-11-09,22,"",Kākāpō,Northern Royal Albatross,Kea,Takahē,Yellow-eyed penguin
2019-11-09,22,"",Wrybill,"","","",""
2019-11-09,22,"",White Heron,Tūī,Stitchbird,Black Robin,Bellbird
2019-11-09,22,"",Grey Warbler,Fantail,New Zealand Falcon,Campbell Black-Browed Albatross,Southern Brown Kiwi
2019-11-09,22,"",Fiordland Crested Penguin,"","","",""
2019-11-09,22,"",Kererū,North Island Brown Kiwi,Little Spotted Kiwi,Tūī,""
2019-11-09,22,"",New Zealand Falcon,Bittern,Blue Duck,Antipodean Albatross,Kea
2019-11-09,22,"",Kingfisher,Harrier,Saddleback,Morepork,Shining Cuckoo
2019-11-09,22,"",Antipodean Albatross,Kererū,Barn Owl,Tūī,Kākā
2019-11-09,22,"",Yellow-eyed penguin,Kākāpō,Southern Brown Kiwi,Fiordland Crested Penguin,Bittern
2019-11-09,22,"",Antipodean Albatross,Gibson's Albatross,Kākā,Kākāpō,Yellow-eyed penguin
2019-11-09,22,"",Bittern,Shore Plover,Antipodean Albatross,Kākā,Kākāpō
2019-11-09,22,"",Bellbird,Blue Duck,Kākā,Kākāpō,Takahē
2019-11-09,22,"",Yellow-eyed penguin,New Zealand Dotterel,Fiordland Crested Penguin,Rockhopper Penguin,Little Penguin
2019-11-09,22,"",Great Spotted Kiwi,Rockhopper Penguin,Kea,Little Penguin,Yellow-eyed penguin
2019-11-09,22,"",Rockhopper Penguin,Hutton's Shearwater,Bittern,Little Penguin,Yellow-eyed penguin
2019-11-09,22,"",Kākāpō,Antipodean Albatross,Great Spotted Kiwi,Kererū,North Island Brown Kiwi
2019-11-09,22,"",Saddleback,Bellbird,White-faced Heron,Australasian Gannet,""
2019-11-09,22,"",Antipodean Albatross,Fantail,Yellow-eyed penguin,Banded Dotterel,Blue Duck
2019-11-09,22,"",Stitchbird,Saddleback,South Island Kōkako,Welcome Swallow,Kingfisher
2019-11-09,22,"",Northern Royal Albatross,Morepork,Fantail,Fairy Tern,New Zealand Falcon
2019-11-09,22,"",Little Penguin,Black Robin,Harrier,Fantail,Banded Dotterel
2019-11-09,22,"",Antipodean Albatross,Bittern,Black Robin,Yellow-eyed penguin,Kākā
2019-11-09,22,"",Yellow-eyed penguin,Fairy Tern,Hutton's Shearwater,Rockhopper Penguin,Tūī
2019-11-09,22,"",Australasian Gannet,New Zealand Falcon,Morepork,Rockhopper Penguin,Yellow-eyed penguin
2019-11-09,22,"",Orange-fronted Parakeet,Kākāpō,Banded Dotterel,Antipodean Albatross,Kākā
2019-11-09,22,"",Kererū,Blue Duck,Harrier,Kingfisher,Kākāpō
2019-11-09,22,"",Fantail,Black Robin,Banded Dotterel,Morepork,""
2019-11-09,22,"",Kererū,"","","",""
2019-11-09,22,"",Spotted Shag,Whenua Hou Diving Petrel,Stitchbird,Tūī,Yellow-eyed penguin
2019-11-09,22,"",Rockhopper Penguin,Yellow-eyed penguin,Black Robin,Saddleback,Morepork
2019-11-09,22,"",Fairy Tern,South Island Pied Oystercatcher,Antipodean Albatross,Royal Spoonbill,Variable Oystercatcher
2019-11-09,22,"",Kererū,Kingfisher,Fantail,Bellbird,Harrier
2019-11-09,22,"",Gibson's Albatross,Rock Wren,New Zealand King Shag,Blue Duck,Takahē
2019-11-09,22,"",Blue Duck,Takahē,Antipodean Albatross,Fernbird,Black Robin
2019-11-09,22,"",Blue Duck,Fiordland Crested Penguin,Chatham Island Mollymawk,Mōhua,Saddleback
2019-11-09,22,"",Wrybill,Fernbird,Black-billed Gull,Black Stilt,Banded Dotterel
2019-11-09,22,"",Yellow-eyed penguin,Fairy Tern,Chatham Island Oystercatcher,Stitchbird,Southern Brown Kiwi
2019-11-09,22,"",Fiordland Crested Penguin,Great Spotted Kiwi,Little Penguin,Little Spotted Kiwi,North Island Brown Kiwi
2019-11-09,22,"",New Zealand Dotterel,Black Robin,Tūī,Antipodean Albatross,Yellow-eyed penguin
2019-11-09,22,"",Little Spotted Kiwi,Orange-fronted Parakeet,Southern Brown Kiwi,Tūī,Yellow-eyed penguin
2019-11-09,22,"",Little Penguin,Kākāpō,Kea,Southern Royal Albatross,Fantail
2019-11-09,22,"",Yellow-eyed penguin,Kākāpō,Rock Wren,Kea,""
2019-11-09,22,"",Rockhopper Penguin,Fiordland Crested Penguin,Yellow-eyed penguin,Little Penguin,Kingfisher
2019-11-09,22,"",Yellow-eyed penguin,Whenua Hou Diving Petrel,Southern Brown Kiwi,South Island Kōkako,Shore Plover
2019-11-09,22,"",South Island Kōkako,Chatham Island Mollymawk,The Otago Shag,Southern Brown Kiwi,Yellow-eyed penguin
2019-11-09,22,"",New Zealand Falcon,Tūī,Silvereye,Scaup,Black Robin
2019-11-09,22,"",Yellow-eyed penguin,Grey Warbler,Tūī,Shore Plover,Rifleman
2019-11-09,22,"",Blue Duck,Yellow-eyed penguin,Kōkako,New Zealand Falcon,Fantail
2019-11-09,22,"",Gibson's Albatross,Takahē,Yellow-eyed penguin,New Zealand Falcon,Kererū
2019-11-09,22,"",Black-billed Gull,Banded Dotterel,Black-fronted Tern,Blue Duck,New Zealand Dotterel
2019-11-09,22,"",Gibson's Albatross,Banded Dotterel,Kōkako,Southern Brown Kiwi,Black Stilt
2019-11-09,22,"",Black Stilt,Black-billed Gull,Black-fronted Tern,Bittern,Banded Dotterel
2019-11-09,22,"",Mōhua,Bittern,Yellow-eyed penguin,Chatham Island Mollymawk,Banded Dotterel
2019-11-09,22,"",Yellow-eyed penguin,The Otago Shag,Wrybill,Fiordland Crested Penguin,Orange-fronted Parakeet
2019-11-09,22,"",Southern Brown Kiwi,Kererū,Kingfisher,Fiordland Crested Penguin,Stitchbird
2019-11-09,22,"",Yellow-eyed penguin,Takahē,Southern Brown Kiwi,Saddleback,Kākāpō
2019-11-09,22,"",Tūī,Fantail,Blue Duck,New Zealand Falcon,Black Robin
2019-11-09,22,"",Kererū,Kingfisher,Shore Plover,Banded Dotterel,Kea
2019-11-09,22,"",New Zealand Falcon,Scaup,Royal Spoonbill,White Heron,Black-billed Gull
2019-11-09,22,"",Fiordland Crested Penguin,Morepork,Rifleman,Rockhopper Penguin,Blue Duck
2019-11-09,22,"",Kākā,Fantail,Morepork,Kererū,Kea
2019-11-09,22,"",Yellow-eyed penguin,"","","",""
2019-11-09,22,"",Yellow-eyed penguin,Kākāpō,Kākā,Gibson's Albatross,Southern Brown Kiwi
2019-11-09,22,"",Bellbird,Blue Duck,Black Robin,Fantail,Kererū
2019-11-09,22,"",Kererū,Black Robin,Black Stilt,Kingfisher,Little Penguin
2019-11-09,22,"",New Zealand Dotterel,Banded Dotterel,Black Robin,Kākāpō,Silvereye
2019-11-09,22,"",Black Robin,Kākāpō,Kākā,Orange-fronted Parakeet,Banded Dotterel
2019-11-09,22,"",Yellow-eyed penguin,"","","",""
2019-11-09,22,"",South Island Kōkako,Kākā,Mōhua,Rock Wren,Kea
2019-11-09,22,"",Yellow-eyed penguin,Black Robin,Blue Duck,Kākā,Hutton's Shearwater
2019-11-09,22,"",Little Penguin,Mōhua,Rifleman,Saddleback,Silvereye
2019-11-09,22,"",Black Robin,Chatham Island Oystercatcher,Kererū,Little Spotted Kiwi,Orange-fronted Parakeet
2019-11-09,22,"",Fairy Tern,Kōkako,New Zealand Falcon,Saddleback,Stitchbird
2019-11-09,22,"",Kākāpō,Hutton's Shearwater,South Island Kōkako,Kea,Kākā
2019-11-09,22,"",Antipodean Albatross,Gibson's Albatross,Kākā,Kākāpō,Black Robin
2019-11-09,22,"",Antipodean Albatross,Banded Dotterel,Bittern,Black-billed Gull,Black Robin
2019-11-09,22,"",Kererū,Barn Owl,Blue Duck,Antipodean Albatross,Stitchbird
2019-11-09,22,"",Banded Dotterel,Kea,New Zealand Robin,Rockhopper Penguin,White-faced Heron
2019-11-09,22,"",Tūī,New Zealand Falcon,Fantail,Grey Warbler,Morepork
2019-11-09,22,"",Yellow-eyed penguin,Fairy Tern,Bittern,Black Stilt,Kea
2019-11-09,22,"",Little Penguin,Kākāpō,"","",""
2019-11-09,22,"",New Zealand King Shag,Orange-fronted Parakeet,Kingfisher,Rockhopper Penguin,Spotless Crake
2019-11-09,22,"",Kākāpō,Kākā,Kea,Pūkeko,Takahē
2019-11-09,22,"",Banded Dotterel,Black Robin,Chatham Island Mollymawk,Kākāpō,Stitchbird
2019-11-09,22,"",New Zealand Dabchick,Yellow-eyed penguin,New Zealand Falcon,Little Penguin,Tūī
2019-11-09,22,"",Yellow-eyed penguin,Kākāpō,Antipodean Albatross,Banded Dotterel,Kea
2019-11-09,22,"",Fernbird,New Zealand Dotterel,New Zealand Falcon,New Zealand King Shag,Bar-tailed Godwit
2019-11-09,22,"",Tomtit,Black Robin,Gibson's Albatross,Banded Dotterel,Bittern
2019-11-09,22,"",Tomtit,Australasian Crested Grebe,New Zealand Robin,South Island Kōkako,Black Stilt
2019-11-09,22,"",Antipodean Albatross,Banded Dotterel,Bittern,Black-billed Gull,Blue Duck
2019-11-09,22,"",Fantail,Kākā,Pūkeko,Takahē,Tūī
2019-11-09,22,"",Wrybill,Chatham Island Oystercatcher,Yellow-eyed penguin,Fairy Tern,Kākāpō
2019-11-09,22,"",Yellow-eyed penguin,Fairy Tern,Black Stilt,Kea,New Zealand Dotterel
2019-11-09,22,"",Kākā,Rifleman,Saddleback,"",""
2019-11-09,22,"",Saddleback,Stitchbird,Tūī,Kererū,Kingfisher
2019-11-09,22,"",Black Robin,Kea,Kākā,Little Penguin,New Zealand Falcon
2019-11-09,22,"",Saddleback,Morepork,Blue Duck,New Zealand Falcon,Silvereye
2019-11-09,22,"",Stitchbird,Yellow-eyed penguin,Kingfisher,Weka,Kākāpō
2019-11-09,22,"",Kererū,Kākā,Chatham Island Oystercatcher,Fiordland Crested Penguin,Kea
2019-11-09,22,"",Kea,Kākāpō,New Zealand Falcon,Orange-fronted Parakeet,Yellow-eyed penguin
2019-11-09,22,"",Morepork,Little shag,White-faced Heron,White Heron,Kingfisher
2019-11-09,22,"",Blue Duck,"","","",""
2019-11-09,22,"",Tūī,Takahē,Yellow-eyed penguin,Black Robin,Northern Royal Albatross
2019-11-09,22,"",Yellow-eyed penguin,Kōkako,Blue Duck,Fairy Tern,Gibson's Albatross
2019-11-09,22,"",Kea,Yellow-eyed penguin,Welcome Swallow,Tūī,Stitchbird
2019-11-09,22,"",Yellow-eyed penguin,Southern Brown Kiwi,South Island Kōkako,Antipodean Albatross,Banded Dotterel
2019-11-09,22,"",Kākāpō,Little Penguin,Silvereye,Southern Brown Kiwi,Morepork
2019-11-09,22,"",Silvereye,South Island Kōkako,Morepork,Tomtit,New Zealand Falcon
2019-11-09,22,"",Kākā,Saddleback,Wrybill,Yellow-eyed penguin,South Island Kōkako
2019-11-09,22,"",New Zealand Dotterel,Banded Dotterel,Bittern,Kākāpō,Bar-tailed Godwit
2019-11-09,22,"",Yellow-eyed penguin,Kōkako,Saddleback,Kea,Kākā
2019-11-09,22,"",Fiordland Crested Penguin,New Zealand Falcon,Pūkeko,Rockhopper Penguin,Morepork
2019-11-09,22,"",Yellow-eyed penguin,Fiordland Crested Penguin,Bittern,Southern Brown Kiwi,Shore Plover
2019-11-09,22,"",Tūī,Fairy Tern,New Zealand Dotterel,Black-fronted Tern,Takahē
2019-11-09,22,"",Black Robin,"","","",""
2019-11-09,22,"",Australasian Crested Grebe,Banded Dotterel,Bittern,Black Robin,Saddleback
2019-11-09,22,"",Fantail,Banded Dotterel,Kererū,"",""
2019-11-09,22,"",Black-billed Gull,Antipodean Albatross,Bellbird,Blue Duck,Welcome Swallow
2019-11-09,22,"",Gibson's Albatross,Orange-fronted Parakeet,Whenua Hou Diving Petrel,New Zealand Dotterel,Chatham Island Mollymawk
2019-11-09,22,"",Black Stilt,Chatham Island Oystercatcher,Kākāpō,Southern Brown Kiwi,Yellow-eyed penguin
2019-11-09,22,"",Kōkako,Blue Duck,Fantail,Fiordland Crested Penguin,Kingfisher
2019-11-09,22,"",Kākā,Tūī,Kōkako,Black Robin,Rockhopper Penguin
2019-11-09,22,"",New Zealand Falcon,Antipodean Albatross,Rockhopper Penguin,Banded Dotterel,Australasian Crested Grebe
2019-11-09,22,"",New Zealand Falcon,Kōkako,Blue Duck,Black Robin,Antipodean Albatross
2019-11-09,22,"",Kākāpō,Little Spotted Kiwi,Mōhua,"",""
2019-11-09,22,"",New Zealand Falcon,New Zealand Robin,Blue Duck,South Island Kōkako,Great Spotted Kiwi
2019-11-09,22,"",Yellow-eyed penguin,Black Stilt,Kākāpō,Orange-fronted Parakeet,Silvereye
2019-11-09,22,"",Kākā,Bittern,New Zealand Dotterel,Antipodean Albatross,Banded Dotterel
2019-11-09,22,"",Bittern,Fairy Tern,Rifleman,Rock Wren,Southern Royal Albatross
2019-11-09,22,"",Yellow-eyed penguin,Southern Brown Kiwi,South Island Kōkako,Orange-fronted Parakeet,Little Spotted Kiwi
2019-11-09,22,"",Blue Duck,Grey Warbler,New Zealand Dotterel,Saddleback,Silvereye
2019-11-09,22,"",Kea,Barn Owl,Black Petrel,Fiordland Crested Penguin,Great Spotted Kiwi
2019-11-09,22,"",Blue Duck,New Zealand Dotterel,Kākā,Takahē,Brown Teal
2019-11-09,22,"",Yellow-eyed penguin,Kōkako,Banded Dotterel,Kākā,Little Penguin
2019-11-09,22,"",Banded Dotterel,Kea,Kererū,Kākāpō,Little Penguin
2019-11-09,22,"",Royal Spoonbill,Fiordland Crested Penguin,Black shag,Kākāpō,New Zealand Dabchick
2019-11-09,22,"",Tūī,Kākāpō,Little Spotted Kiwi,Whitehead,Fantail
2019-11-09,22,"",Kākāpō,Orange-fronted Parakeet,Fairy Tern,Fiordland Crested Penguin,New Zealand Falcon
2019-11-09,22,"",Antipodean Albatross,Bittern,Black Robin,Black-billed Gull,Chatham Island Mollymawk
2019-11-09,22,"",Banded Dotterel,Kākā,Kōkako,Little Penguin,Yellow-eyed penguin
2019-11-09,22,"",Barn Owl,Kākāpō,Kererū,Welcome Swallow,New Zealand Falcon
2019-11-09,22,"",Blue Duck,Yellow-eyed penguin,Southern Brown Kiwi,Black Robin,Banded Dotterel
2019-11-09,22,"",Takahē,Kererū,Royal Spoonbill,Great Spotted Kiwi,Rockhopper Penguin
2019-11-09,22,"",Kererū,Kākāpō,Little Penguin,Chatham Island Mollymawk,Rifleman
2019-11-09,22,"",Kākā,Kea,Australasian Gannet,Silvereye,Orange-fronted Parakeet
2019-11-09,22,"",Fairy Tern,Yellow-eyed penguin,Fantail,Grey Warbler,Tūī
2019-11-09,22,"",Kingfisher,Banded Dotterel,Welcome Swallow,Bar-tailed Godwit,Fantail
2019-11-09,22,"",Yellow-eyed penguin,Kererū,Orange-fronted Parakeet,Chatham Island Mollymawk,Kākāpō
2019-11-09,22,"",Yellow-eyed penguin,Black Robin,Black Stilt,Fairy Tern,Blue Duck
2019-11-09,22,"",Kererū,Kākā,"","",""
2019-11-09,22,"",Saddleback,Kea,Barn Owl,New Zealand Dabchick,Orange-fronted Parakeet
2019-11-09,23,"",Chatham Island Mollymawk,Light-mantled Sooty Albatross,Yellow-eyed penguin,Australasian Gannet,Black Petrel
2019-11-09,23,"",Banded Dotterel,Australasian Crested Grebe,Barn Owl,Fernbird,Grey Warbler
