broad_field,major_field,field,year,n_phds
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2017,69
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2017,236
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2017,165
Life sciences,Biological and biomedical sciences,Plant genetics,2017,49
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2017,11
Life sciences,Biological and biomedical sciences,Plant physiology,2017,16
Life sciences,Biological and biomedical sciences,Structural biology,2017,55
Life sciences,Biological and biomedical sciences,Toxicology,2017,81
Life sciences,Biological and biomedical sciences,Virology,2017,109
Life sciences,Biological and biomedical sciences,Wildlife biology,2017,62
Life sciences,Biological and biomedical sciences,Zoology,2017,44
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2017,391
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2017,112
Life sciences,Health sciences,Environmental health,2017,84
Life sciences,Health sciences,Environmental toxicologyc,2017,NA
Life sciences,Health sciences,Gerontology (health sciences),2017,22
Life sciences,Health sciences,Health and behavior,2017,82
Life sciences,Health sciences,Health services research,2017,164
Life sciences,Health sciences,Health systems administration,2017,39
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2017,276
Life sciences,Health sciences,"Medical physics, radiological science",2017,89
Life sciences,Health sciences,Nursing science,2017,552
Life sciences,Health sciences,"Oral biology, oral pathology",2017,33
Life sciences,Health sciences,Pharmaceutical sciencesg,2017,292
Life sciences,Health sciences,Public health,2017,446
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2017,86
Life sciences,Health sciences,Speech-language pathology and audiology,2017,128
Life sciences,Health sciences,Veterinary sciences,2017,51
Life sciences,Health sciences,"Health sciences, general",2017,67
Life sciences,Health sciences,"Health sciences, other",2017,98
Life sciences,Chemistry,Analytical chemistry,2017,367
Life sciences,Chemistry,Chemical biology,2017,142
Life sciences,Chemistry,Inorganic chemistry,2017,339
Life sciences,Chemistry,Medicinal chemistryh,2017,69
Life sciences,Chemistry,Organic chemistry,2017,523
Life sciences,Chemistry,Physical chemistry,2017,332
Life sciences,Chemistry,Polymer chemistry,2017,152
Life sciences,Chemistry,Theoretical chemistry,2017,85
Life sciences,Chemistry,"Chemistry, general",2017,539
Life sciences,Chemistry,"Chemistry, other",2017,149
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2017,243
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2017,55
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2017,30
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2017,15
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2017,107
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2017,36
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2017,576
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2017,69
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2017,124
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2017,22
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2017,124
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2017,9
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2017,27
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2017,12
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2017,138
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2017,51
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2017,346
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2017,97
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2017,111
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2017,53
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2017,70
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2017,15
Life sciences,Physics and astronomy,Astronomy and astrophysics,2017,336
Life sciences,Physics and astronomy,Astronomy,2017,121
Life sciences,Physics and astronomy,Astrophysics,2017,211
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2017,4
Life sciences,Physics and astronomy,Physics,2017,1883
Life sciences,Physics and astronomy,Acoustics,2017,16
Life sciences,Physics and astronomy,Applied physics,2017,178
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2017,125
Life sciences,Physics and astronomy,Biophysics (physics),2017,134
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2017,343
Life sciences,Physics and astronomy,Elementary particle physics,2017,354
Life sciences,Physics and astronomy,Nuclear physics,2017,103
Life sciences,Physics and astronomy,"Optics, photonics",2017,197
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2017,65
Life sciences,Physics and astronomy,Polymer physics,2017,32
Life sciences,Physics and astronomy,"Physics, general",2017,248
Life sciences,Physics and astronomy,"Physics, other",2017,88
Mathematics and computer sciences,Computer and information sciences,Computer science,2017,1587
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2017,162
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2017,123
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2017,115
Mathematics and computer sciences,Mathematics and statistics,Algebra,2017,103
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2017,78
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2017,477
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2017,20
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2017,63
Mathematics and computer sciences,Mathematics and statistics,Logic,2017,15
Mathematics and computer sciences,Mathematics and statistics,Number theory,2017,55
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2017,34
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2017,502
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2017,47
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2017,394
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2017,68
Psychology and social sciences,Psychology,Behavioral analysis,2017,51
Psychology and social sciences,Psychology,Clinical psychology,2017,1149
Psychology and social sciences,Psychology,Cognitive neuroscience,2017,199
