response_id,pair_id,term1,term2,selected
809,7,Probable,Almost No Chance,Probable
809,8,May Happen,Highly Unlikely,May Happen
809,9,Will Happen,Very Good Chance,Will Happen
809,10,Better than Even,About Even,Better than Even
808,1,Better than Even,Chances are Slight,Better than Even
808,2,Little Chance,Highly Likely,Highly Likely
808,3,Will Happen,Could Happen,Will Happen
808,4,Remote Chance,Highly Unlikely,Remote Chance
808,5,Very Good Chance,Likely,Likely
808,6,Might Happen,Improbable,Might Happen
808,7,Almost No Chance,About Even,About Even
808,8,Unlikely,May Happen,May Happen
808,9,Realistic Possibility,Almost Certain,Almost Certain
808,10,Chances are Slight,Better than Even,Better than Even
807,1,Better than Even,Improbable,Better than Even
807,2,About Even,Very Good Chance,Very Good Chance
807,3,May Happen,Chances are Slight,May Happen
807,4,Realistic Possibility,Might Happen,Realistic Possibility
807,5,Almost No Chance,Will Happen,Will Happen
807,6,Highly Unlikely,Unlikely,Unlikely
807,7,Likely,Highly Likely,Highly Likely
807,8,Probable,Little Chance,Probable
807,9,Remote Chance,Could Happen,Could Happen
807,10,Improbable,Better than Even,Better than Even
806,1,Better than Even,Improbable,Better than Even
806,2,About Even,Very Good Chance,Very Good Chance
806,3,May Happen,Chances are Slight,May Happen
806,4,Realistic Possibility,Might Happen,Realistic Possibility
806,5,Almost No Chance,Will Happen,Will Happen
806,6,Highly Unlikely,Unlikely,Unlikely
806,7,Likely,Highly Likely,Highly Likely
806,8,Probable,Little Chance,Probable
806,9,Remote Chance,Could Happen,Could Happen
806,10,Improbable,Better than Even,Better than Even
805,1,Might Happen,Better than Even,Better than Even
805,2,Highly Likely,Probable,Probable
805,3,Realistic Possibility,Very Good Chance,Very Good Chance
805,4,Almost No Chance,Improbable,Improbable
805,5,Little Chance,Will Happen,Will Happen
805,6,Remote Chance,May Happen,May Happen
805,7,Highly Unlikely,Unlikely,Unlikely
805,8,Could Happen,Likely,Likely
805,9,Almost Certain,Chances are Slight,Almost Certain
805,10,Better than Even,Might Happen,Better than Even
804,1,Might Happen,Better than Even,Better than Even
804,2,Highly Likely,Probable,Highly Likely
804,3,Realistic Possibility,Very Good Chance,Very Good Chance
804,4,Almost No Chance,Improbable,Improbable
804,5,Little Chance,Will Happen,Will Happen
804,6,Remote Chance,May Happen,May Happen
804,7,Highly Unlikely,Unlikely,Unlikely
804,8,Could Happen,Likely,Likely
804,9,Almost Certain,Chances are Slight,Almost Certain
804,10,Better than Even,Might Happen,Better than Even
803,1,Chances are Slight,Better than Even,Better than Even
803,2,Could Happen,Unlikely,Could Happen
803,3,About Even,Highly Unlikely,About Even
803,4,Remote Chance,Realistic Possibility,Realistic Possibility
803,5,Highly Likely,May Happen,Highly Likely
803,6,Little Chance,Will Happen,Will Happen
803,7,Almost No Chance,Very Good Chance,Very Good Chance
803,8,Might Happen,Probable,Probable
803,9,Almost Certain,Likely,Almost Certain
803,10,Better than Even,Chances are Slight,Better than Even
802,1,Likely,Realistic Possibility,Likely
802,2,Chances are Slight,May Happen,May Happen
802,3,Unlikely,Better than Even,Better than Even
802,4,Almost No Chance,Remote Chance,Remote Chance
802,5,Could Happen,Very Good Chance,Very Good Chance
802,6,Little Chance,Probable,Probable
802,7,Highly Likely,About Even,Highly Likely
802,8,Will Happen,Improbable,Will Happen
802,9,Might Happen,Almost Certain,Almost Certain
802,10,Realistic Possibility,Likely,Likely
801,1,Likely,Realistic Possibility,Likely
801,2,Chances are Slight,May Happen,May Happen
801,3,Unlikely,Better than Even,Better than Even
801,4,Almost No Chance,Remote Chance,Remote Chance
801,5,Could Happen,Very Good Chance,Very Good Chance
801,6,Little Chance,Probable,Probable
801,7,Highly Likely,About Even,Highly Likely
801,8,Will Happen,Improbable,Will Happen
801,9,Might Happen,Almost Certain,Almost Certain
801,10,Realistic Possibility,Likely,Likely
800,1,Likely,Realistic Possibility,Likely
800,2,Chances are Slight,May Happen,May Happen
800,3,Unlikely,Better than Even,Better than Even
800,4,Almost No Chance,Remote Chance,Remote Chance
800,5,Could Happen,Very Good Chance,Very Good Chance
800,6,Little Chance,Probable,Probable
800,7,Highly Likely,About Even,Highly Likely
800,8,Will Happen,Improbable,Will Happen
800,9,Might Happen,Almost Certain,Almost Certain
800,10,Realistic Possibility,Likely,Likely
799,1,Improbable,Might Happen,Might Happen
799,2,May Happen,Chances are Slight,May Happen
799,3,Will Happen,Remote Chance,Will Happen
799,4,Realistic Possibility,Very Good Chance,Very Good Chance
799,5,About Even,Unlikely,About Even
799,6,Likely,Highly Likely,Highly Likely
799,7,Probable,Better than Even,Better than Even
799,8,Little Chance,Highly Unlikely,Little Chance
799,9,Almost No Chance,Almost Certain,Almost Certain
799,10,Might Happen,Improbable,Might Happen
798,1,About Even,Almost Certain,Almost Certain
798,2,May Happen,Remote Chance,May Happen
798,3,Highly Likely,Chances are Slight,Highly Likely
798,4,Unlikely,Better than Even,Better than Even
798,5,Realistic Possibility,Might Happen,Realistic Possibility
798,6,Could Happen,Little Chance,Could Happen
798,7,Probable,Will Happen,Will Happen
798,8,Very Good Chance,Highly Unlikely,Very Good Chance
798,9,Almost No Chance,Likely,Likely
798,10,Almost Certain,About Even,Almost Certain
797,1,Probable,Will Happen,Will Happen
797,2,Unlikely,Realistic Possibility,Realistic Possibility
797,3,Could Happen,May Happen,Could Happen
797,4,Remote Chance,Might Happen,Might Happen
797,5,Chances are Slight,Highly Unlikely,Chances are Slight
797,6,About Even,Improbable,About Even
797,7,Better than Even,Almost Certain,Almost Certain
797,8,Almost No Chance,Little Chance,Little Chance
797,9,Highly Likely,Very Good Chance,Highly Likely
797,10,Will Happen,Probable,Will Happen
796,1,Probable,May Happen,Probable
796,2,Very Good Chance,Will Happen,Will Happen
796,3,Chances are Slight,Highly Likely,Highly Likely
796,4,Better than Even,Little Chance,Better than Even
796,5,Might Happen,Could Happen,Could Happen
796,6,Realistic Possibility,Improbable,Realistic Possibility
796,7,Remote Chance,Almost Certain,Almost Certain
796,8,Highly Unlikely,Unlikely,Unlikely
796,9,Almost No Chance,About Even,About Even
796,10,May Happen,Probable,Probable
795,1,Better than Even,Highly Likely,Highly Likely
795,2,Might Happen,Will Happen,Will Happen
795,3,Could Happen,About Even,Could Happen
795,4,Remote Chance,Probable,Probable
795,5,Chances are Slight,Very Good Chance,Very Good Chance
795,6,Likely,Little Chance,Likely
795,7,May Happen,Almost No Chance,May Happen
795,8,Realistic Possibility,Improbable,Realistic Possibility
795,9,Highly Unlikely,Almost Certain,Almost Certain
795,10,Highly Likely,Better than Even,Highly Likely
794,1,Will Happen,Better than Even,Will Happen
794,2,Remote Chance,Very Good Chance,Very Good Chance
794,3,Realistic Possibility,Likely,Likely
794,4,Probable,Highly Unlikely,Probable
794,5,Might Happen,Unlikely,Might Happen
794,6,Little Chance,About Even,About Even
794,7,Almost Certain,Could Happen,Almost Certain
794,8,Highly Likely,Chances are Slight,Highly Likely
794,9,May Happen,Improbable,May Happen
794,10,Better than Even,Will Happen,Will Happen
793,1,Realistic Possibility,Could Happen,Realistic Possibility
793,2,Little Chance,Might Happen,Might Happen
793,3,Very Good Chance,Likely,Very Good Chance
793,4,May Happen,Highly Likely,Highly Likely
793,5,About Even,Unlikely,About Even
793,6,Highly Unlikely,Almost No Chance,Almost No Chance
793,7,Probable,Better than Even,Probable
793,8,Improbable,Almost Certain,Almost Certain
793,9,Chances are Slight,Will Happen,Will Happen
793,10,Could Happen,Realistic Possibility,Realistic Possibility
792,1,Very Good Chance,Will Happen,Will Happen
792,2,Remote Chance,Highly Likely,Highly Likely
792,3,Unlikely,Realistic Possibility,Realistic Possibility
792,4,Little Chance,Might Happen,Might Happen
792,5,Highly Unlikely,Could Happen,Could Happen
792,6,Probable,Almost Certain,Almost Certain
792,7,Improbable,May Happen,May Happen
792,8,Better than Even,Almost No Chance,Better than Even
792,9,Chances are Slight,About Even,About Even
792,10,Will Happen,Very Good Chance,Will Happen
791,1,Remote Chance,Might Happen,Might Happen
791,2,Highly Likely,Likely,Highly Likely
791,3,Will Happen,Realistic Possibility,Will Happen
791,4,About Even,Could Happen,About Even
791,5,Little Chance,Improbable,Improbable
791,6,Better than Even,Highly Unlikely,Better than Even
791,7,Almost No Chance,Very Good Chance,Very Good Chance
791,8,Unlikely,Chances are Slight,Unlikely
791,9,May Happen,Almost Certain,Almost Certain
791,10,Might Happen,Remote Chance,Might Happen
790,1,Improbable,Almost Certain,Almost Certain
790,2,Chances are Slight,May Happen,May Happen
790,3,Unlikely,About Even,About Even
790,4,Likely,Highly Likely,Highly Likely
790,5,Could Happen,Very Good Chance,Very Good Chance
790,6,Little Chance,Probable,Probable
790,7,Might Happen,Better than Even,Better than Even
790,8,Remote Chance,Almost No Chance,Remote Chance
790,9,Will Happen,Realistic Possibility,Will Happen
790,10,Almost Certain,Improbable,Almost Certain
789,1,Little Chance,Better than Even,Better than Even
789,2,Unlikely,Realistic Possibility,Realistic Possibility
789,3,Probable,Likely,Likely
789,4,May Happen,Could Happen,Could Happen
789,5,About Even,Will Happen,Will Happen
789,6,Almost No Chance,Might Happen,Might Happen
789,7,Remote Chance,Improbable,Remote Chance
789,8,Highly Unlikely,Very Good Chance,Very Good Chance
789,9,Almost Certain,Highly Likely,Almost Certain
789,10,Better than Even,Little Chance,Better than Even
788,1,Might Happen,Little Chance,Might Happen
788,2,Probable,Chances are Slight,Probable
788,3,About Even,Remote Chance,About Even
788,4,Almost Certain,Highly Unlikely,Almost Certain
788,5,Unlikely,Likely,Likely
788,6,Almost No Chance,Very Good Chance,Very Good Chance
788,7,Highly Likely,Improbable,Highly Likely
788,8,Will Happen,May Happen,Will Happen
788,9,Realistic Possibility,Better than Even,Better than Even
788,10,Little Chance,Might Happen,Might Happen
787,1,Almost No Chance,Might Happen,Might Happen
787,2,May Happen,About Even,About Even
787,3,Almost Certain,Remote Chance,Almost Certain
787,4,Will Happen,Highly Likely,Will Happen
787,5,Likely,Very Good Chance,Very Good Chance
787,6,Little Chance,Highly Unlikely,Little Chance
787,7,Realistic Possibility,Probable,Probable
787,8,Better than Even,Could Happen,Better than Even
787,9,Chances are Slight,Improbable,Chances are Slight
787,10,Might Happen,Almost No Chance,Might Happen
786,1,About Even,Unlikely,About Even
786,2,Chances are Slight,Almost No Chance,Chances are Slight
786,3,Highly Unlikely,Almost Certain,Almost Certain
786,4,Better than Even,Highly Likely,Highly Likely
786,5,Will Happen,Could Happen,Will Happen
786,6,Might Happen,Probable,Probable
786,7,Remote Chance,Realistic Possibility,Realistic Possibility
786,8,Little Chance,May Happen,May Happen
786,9,Improbable,Likely,Likely
786,10,Unlikely,About Even,About Even
785,1,Unlikely,Highly Likely,Highly Likely
785,2,Highly Unlikely,Will Happen,Will Happen
785,3,Realistic Possibility,Could Happen,Could Happen
785,4,Remote Chance,Improbable,Improbable
785,5,Little Chance,Almost Certain,Almost Certain
785,6,Very Good Chance,Probable,Probable
785,7,About Even,Chances are Slight,About Even
785,8,Better than Even,Might Happen,Better than Even
785,9,May Happen,Almost No Chance,May Happen
785,10,Highly Likely,Unlikely,Highly Likely
784,1,Could Happen,Improbable,Could Happen
784,2,Almost Certain,Chances are Slight,Almost Certain
784,3,About Even,Realistic Possibility,Realistic Possibility
784,4,Might Happen,Unlikely,Might Happen
784,5,May Happen,Almost No Chance,May Happen
784,6,Very Good Chance,Better than Even,Very Good Chance
784,7,Remote Chance,Highly Unlikely,Remote Chance
784,8,Little Chance,Likely,Likely
784,9,Highly Likely,Probable,Probable
784,10,Improbable,Could Happen,Could Happen
783,1,About Even,Chances are Slight,About Even
783,2,Almost No Chance,Almost Certain,Almost Certain
783,3,Highly Likely,Highly Unlikely,Highly Likely
783,4,May Happen,Remote Chance,May Happen
783,5,Realistic Possibility,Very Good Chance,Very Good Chance
783,6,Will Happen,Likely,Will Happen
783,7,Unlikely,Little Chance,Unlikely
783,8,Better than Even,Improbable,Better than Even
783,9,Could Happen,Probable,Probable
783,10,Chances are Slight,About Even,About Even
782,1,Improbable,Will Happen,Will Happen
782,2,Could Happen,Probable,Probable
782,3,About Even,Chances are Slight,About Even
782,4,May Happen,Almost Certain,Almost Certain
782,5,Almost No Chance,Little Chance,Little Chance
782,6,Very Good Chance,Might Happen,Very Good Chance
782,7,Highly Unlikely,Highly Likely,Highly Likely
782,8,Likely,Better than Even,Likely
782,9,Remote Chance,Unlikely,Unlikely
782,10,Will Happen,Improbable,Will Happen
781,1,Better than Even,About Even,Better than Even
781,2,Improbable,Very Good Chance,Very Good Chance
781,3,Will Happen,Chances are Slight,Will Happen
781,4,Might Happen,Little Chance,Might Happen
781,5,Highly Likely,Probable,Highly Likely
781,6,Remote Chance,May Happen,May Happen
781,7,Likely,Almost Certain,Almost Certain
781,8,Could Happen,Unlikely,Could Happen
781,9,Almost No Chance,Highly Unlikely,Highly Unlikely
781,10,About Even,Better than Even,Better than Even
780,1,About Even,Highly Unlikely,About Even
780,2,Unlikely,Chances are Slight,Unlikely
780,3,Could Happen,Very Good Chance,Very Good Chance
780,4,May Happen,Realistic Possibility,Realistic Possibility
780,5,Better than Even,Almost No Chance,Better than Even
780,6,Probable,Almost Certain,Almost Certain
780,7,Likely,Will Happen,Will Happen
780,8,Might Happen,Improbable,Might Happen
780,9,Remote Chance,Highly Likely,Highly Likely
780,10,Highly Unlikely,About Even,About Even
779,1,Could Happen,Better than Even,Better than Even
779,2,About Even,Almost No Chance,About Even
779,3,Very Good Chance,Remote Chance,Very Good Chance
779,4,Unlikely,Likely,Likely
779,5,May Happen,Almost Certain,Almost Certain
779,6,Probable,Little Chance,Probable
779,7,Highly Unlikely,Chances are Slight,Chances are Slight
779,8,Might Happen,Improbable,Might Happen
779,9,Highly Likely,Realistic Possibility,Highly Likely
779,10,Better than Even,Could Happen,Better than Even
778,1,Better than Even,Highly Unlikely,Better than Even
778,2,Improbable,Almost No Chance,Improbable
778,3,Chances are Slight,Almost Certain,Almost Certain
778,4,Could Happen,Will Happen,Will Happen
778,5,About Even,Might Happen,About Even
778,6,Probable,Unlikely,Probable
778,7,Realistic Possibility,Remote Chance,Realistic Possibility
778,8,Highly Likely,Very Good Chance,Highly Likely
778,9,May Happen,Little Chance,May Happen
778,10,Highly Unlikely,Better than Even,Better than Even
777,1,Realistic Possibility,Almost No Chance,Realistic Possibility
777,2,Better than Even,Highly Unlikely,Better than Even
777,3,Chances are Slight,Probable,Probable
777,4,May Happen,Unlikely,May Happen
777,5,Very Good Chance,Remote Chance,Very Good Chance
777,6,Likely,Almost Certain,Almost Certain
777,7,Will Happen,Little Chance,Will Happen
777,8,Improbable,Highly Likely,Highly Likely
777,9,About Even,Might Happen,About Even
777,10,Almost No Chance,Realistic Possibility,Realistic Possibility
776,1,Might Happen,About Even,About Even
776,2,Chances are Slight,Remote Chance,Chances are Slight
776,3,Little Chance,Very Good Chance,Very Good Chance
776,4,Could Happen,Better than Even,Better than Even
776,5,Almost Certain,Probable,Almost Certain
776,6,Highly Likely,Likely,Highly Likely
776,7,Realistic Possibility,Will Happen,Will Happen
776,8,Almost No Chance,Highly Unlikely,Highly Unlikely
776,9,Improbable,May Happen,May Happen
776,10,About Even,Might Happen,About Even
775,1,Improbable,Almost No Chance,Improbable
775,2,Highly Likely,Will Happen,Will Happen
775,3,Realistic Possibility,Almost Certain,Almost Certain
775,4,May Happen,Very Good Chance,Very Good Chance
775,5,Remote Chance,Better than Even,Better than Even
775,6,About Even,Could Happen,About Even
775,7,Unlikely,Highly Unlikely,Unlikely
775,8,Might Happen,Little Chance,Might Happen
775,9,Chances are Slight,Likely,Likely
775,10,Almost No Chance,Improbable,Improbable
774,1,Might Happen,About Even,About Even
774,2,Chances are Slight,Remote Chance,Chances are Slight
