response_id,timestamp,age_band,english_background,education_level,country_of_residence
747,2026-01,35-44,English is my first language,Bachelor,United Kingdom
746,2026-01,18-24,English is my first language,High school,United Kingdom
745,2026-01,55-64,English is my first language,Postgraduate,United States
744,2026-01,25-34,English is my first language,Some college,United Kingdom
743,2026-01,25-34,English is my first language,Postgraduate,United States
742,2026-01,45-54,English is my first language,Bachelor,United Kingdom
741,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
740,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
739,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
738,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
737,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
736,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
735,2026-01,NA,NA,NA,NA
734,2026-01,25-34,English is my first language,Bachelor,Singapore
733,2026-01,45-54,English is my first language,Bachelor,United Kingdom
732,2026-01,45-54,English is my first language,Bachelor,United Kingdom
731,2026-01,35-44,English is my first language,Bachelor,United Kingdom
730,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Germany
729,2026-01,65-74,English is my first language,Bachelor,United Kingdom
728,2026-01,55-64,English is my first language,Postgraduate,Switzerland
727,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Germany
726,2026-01,55-64,English is my first language,Postgraduate,Canada
725,2026-01,55-64,English is my first language,Postgraduate,United States
724,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Switzerland
723,2026-01,55-64,English is my first language,Bachelor,Australia
722,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
721,2026-01,75+,English is my first language,Postgraduate,United Kingdom
720,2026-01,45-54,English is my first language,Bachelor,New Zealand
719,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,United Kingdom
718,2026-01,55-64,English is my first language,Bachelor,United Kingdom
717,2026-01,35-44,English is my first language,Postgraduate,Australia
716,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Norway
715,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
714,2026-01,NA,English is my first language,Postgraduate,NA
713,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
712,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
711,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
710,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Arab Emirates
709,2026-01,55-64,English is my first language,Postgraduate,South Africa
708,2026-01,35-44,English is my first language,Bachelor,United States
707,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
706,2026-01,25-34,English is my first language,Bachelor,United Kingdom
705,2026-01,45-54,English is my first language,Postgraduate,Canada
704,2026-01,NA,NA,NA,NA
703,2026-01,65-74,English is my first language,Postgraduate,Canada
702,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
701,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Belgium
700,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
699,2026-01,35-44,English is my first language,Bachelor,United Kingdom
698,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
697,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
696,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
695,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
694,2026-01,45-54,English is my first language,Postgraduate,United States
693,2026-01,55-64,English is my first language,Bachelor,United Kingdom
692,2026-01,Under 18,English is my first language,High school,United Kingdom
691,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Poland
690,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
689,2026-01,45-54,English is my first language,Postgraduate,Canada
688,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Chile
687,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
686,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
685,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
684,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,United Kingdom
683,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Hungary
682,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
681,2026-01,55-64,English is my first language,Bachelor,United Kingdom
680,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
679,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
678,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
677,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
676,2026-01,75+,English is my first language,Postgraduate,United Kingdom
675,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
674,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
673,2026-01,75+,English is my first language,Postgraduate,United Kingdom
672,2026-01,NA,NA,NA,NA
671,2026-01,65-74,English is my first language,Bachelor,United Kingdom
670,2026-01,25-34,NA,NA,NA
669,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
668,2026-01,65-74,English is not my first language but I am fluent,Bachelor,United Kingdom
667,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
666,2026-01,NA,NA,NA,NA
665,2026-01,35-44,English is my first language,Bachelor,United Kingdom
664,2026-01,NA,NA,NA,NA
663,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Denmark
662,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
661,2026-01,55-64,English is my first language,Postgraduate,Belgium
660,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
659,2026-01,35-44,English is my first language,Postgraduate,NA
658,2026-01,45-54,English is my first language,Bachelor,United States
657,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
656,2026-01,25-34,English is my first language,Bachelor,United Kingdom
655,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Germany
654,2026-01,35-44,English is my first language,Bachelor,United Kingdom
653,2026-01,55-64,English is my first language,Bachelor,United Kingdom
652,2026-01,45-54,English is my first language,High school,United Kingdom
651,2026-01,65-74,English is my first language,Postgraduate,United States
650,2026-01,35-44,English is my first language,Postgraduate,Vietnam
649,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
648,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
647,2026-01,NA,NA,NA,NA
646,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
645,2026-01,NA,NA,NA,NA
644,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
643,2026-01,65-74,English is my first language,Postgraduate,Australia
642,2026-01,65-74,English is my first language,Postgraduate,United States
641,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Sweden
640,2026-01,55-64,English is my first language,Bachelor,United Kingdom
639,2026-01,35-44,English is my first language,Postgraduate,New Zealand
638,2026-01,25-34,English is not my first language and I am not fluent,Bachelor,Brazil
637,2026-01,45-54,English is not my first language but I am fluent,Bachelor,Portugal
636,2026-01,55-64,English is my first language,Bachelor,United Kingdom
635,2026-01,25-34,English is my first language,Postgraduate,Germany
634,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Germany
633,2026-01,55-64,English is my first language,Some college,United Kingdom
632,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
631,2026-01,35-44,English is my first language,Postgraduate,New Zealand
630,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
629,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
628,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Poland
627,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
626,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
625,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Germany
624,2026-01,35-44,English is my first language,Postgraduate,Slovenia
623,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
622,2026-01,NA,NA,NA,NA
621,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Belgium
620,2026-01,45-54,English is my first language,Postgraduate,South Korea
619,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
618,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
617,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
616,2026-01,55-64,English is my first language,Postgraduate,United States
615,2026-01,45-54,English is my first language,Bachelor,United Kingdom
614,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
613,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
612,2026-01,35-44,English is my first language,Bachelor,United States
611,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
610,2026-01,45-54,English is my first language,Bachelor,New Zealand
609,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
608,2026-01,65-74,English is my first language,High school,United Kingdom
607,2026-01,35-44,English is my first language,Bachelor,United Kingdom
606,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Norway
605,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
604,2026-01,35-44,English is my first language,Postgraduate,NA
603,2026-01,55-64,English is my first language,Bachelor,Australia
602,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Denmark
601,2026-01,45-54,English is my first language,Bachelor,Ireland
600,2026-01,45-54,English is my first language,Postgraduate,Italy
599,2026-01,NA,NA,NA,NA
598,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
597,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
596,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,Denmark
595,2026-01,45-54,English is my first language,Bachelor,United Kingdom
594,2026-01,65-74,English is my first language,Postgraduate,United States
593,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
592,2026-01,45-54,English is my first language,Postgraduate,Spain
591,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
