spec_name,acc_genus,acc_species,palm_tribe,palm_subfamily,climbing,acaulescent,erect,stem_solitary,stem_armed,leaves_armed,max_stem_height_m,max_stem_dia_cm,understorey_canopy,max_leaf_number,max__blade__length_m,max__rachis__length_m,max__petiole_length_m,average_fruit_length_cm,min_fruit_length_cm,max_fruit_length_cm,average_fruit_width_cm,min_fruit_width_cm,max_fruit_width_cm,fruit_size_categorical,fruit_shape,fruit_color_description,main_fruit_colors,conspicuousness
Salacca zalacca,Salacca,zalacca,Calameae,Calamoideae,climbing,non-acaulescent,erect,solitary,armed,non-armed,0,15,understorey,NA,7,4,2.75,4.35,4,4.7,2.95,2,3.9,large,globose,brown; scaly,brown,cryptic
Saribus brevifolius,Saribus,brevifolius,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,22,12,canopy,40,0.62,NA,1.1,1.2,NA,NA,1.2,NA,NA,small,NA,NA,NA,NA
Saribus chocolatinus,Saribus,chocolatinus,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,22,18,canopy,40,1.2,NA,1.55,2.5,NA,NA,2.5,NA,NA,small,NA,shiny orange-red,orange; red,conspicuous
Saribus jeanneneyi,Saribus,jeanneneyi,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,large,NA,purplish,purple,cryptic
Saribus merrillii,Saribus,merrillii,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,20,30,canopy,50,NA,NA,2,2,NA,NA,NA,NA,NA,small,NA,dark red,red,conspicuous
Saribus papuanus,Saribus,papuanus,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,30,30,canopy,40,NA,NA,2,1.95,1.4,2.5,1.25,0.5,2,small,NA,orange-red,orange; red,conspicuous
Saribus rotundifolius,Saribus,rotundifolius,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,45,25,canopy,50,NA,NA,2.1,1.8,1.1,2.5,NA,NA,NA,small,NA,orange-red to red or to dark violet or bluish-black,orange; red; purple; black,conspicuous
Saribus surru,Saribus,surru,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,20,25,canopy,29,NA,NA,1.8,6,5.5,6.5,5.25,5,5.5,large,NA,orange-red,orange; red,conspicuous
Saribus tothur,Saribus,tothur,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,20,20,canopy,40,NA,NA,2,3.9,3.5,4.3,NA,NA,NA,small,NA,semi-glossy orange-red,orange; red,conspicuous
Saribus woodfordii,Saribus,woodfordii,Corypheae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,16,20,canopy,60,NA,NA,1.1,1.075,0.95,1.2,NA,NA,NA,small,NA,reddish orange to reddish brown,orange; brown,conspicuous
Satakentia liukiuensis,Satakentia,liukiuensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,30,30,canopy,NA,3,3,NA,1.3,NA,NA,0.715,0.7,0.73,small,globose,black,black,cryptic
Satranala decussilvae,Satranala,decussilvae,Borasseae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,18,canopy,24,4.5,1.8,2.8,5.6,NA,NA,5,NA,NA,large,ovoid,purple-black; shiny,purple; black,cryptic
Schippia concolor,Schippia,concolor,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,10,canopy,15,1.2,1.2,2.1,2.5,NA,NA,2.5,NA,NA,small,elongate,white,white,cryptic
Sclerosperma mannii,Sclerosperma,mannii,Sclerospermeae,Arecoideae,climbing,both,both,solitary,armed,armed,0,NA,understorey,NA,5,5,2.6,3,2.5,3.5,2.55,2.2,2.9,small,globose,purplish to black,black,cryptic
Sclerosperma profizianum,Sclerosperma,profizianum,Sclerospermeae,Arecoideae,climbing,both,both,solitary,armed,armed,2,NA,understorey,NA,8.5,4.5,3.75,3.75,2.5,4.5,3.5,3,4,small,globose,purplish to black,black,cryptic
Sclerosperma walkeri,Sclerosperma,walkeri,Sclerospermeae,Arecoideae,climbing,non-acaulescent,erect,solitary,armed,armed,0,NA,understorey,NA,6,2,3.75,4.5,4,5,3.25,3,3.5,large,globose,purplish to black,black,cryptic
Serenoa repens,Serenoa,repens,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,solitary,armed,non-armed,7.5,NA,canopy,NA,1.5,0.9,0.65,2.05,1.6,2.5,1.55,1.2,1.9,small,ovoid,dark blue to black,blue; black,cryptic
Socratea exorrhiza,Socratea,exorrhiza,Irarteeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,20,canopy,7,3.5,2.8,0.75,3,2.5,3.5,1.75,1.5,2,small,NA,yellowish,yellow,cryptic
Socratea hecatonandra,Socratea,hecatonandra,Irarteeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,30,canopy,7,4.55,4,0.6,4.5,4,5,2.25,2,2.5,large,ovoid,yellowish green,green,cryptic
Socratea rostrata,Socratea,rostrata,Irarteeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,30,canopy,7,4.05,2.5,1.65,3.5,2.5,5,2.5,NA,NA,small,NA,yellowish brown; yellowish-green,brown; green,cryptic
Socratea salazarii,Socratea,salazarii,Irarteeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,16,12,canopy,7,3.17,2.5,0.72,3,2.5,3.5,2.25,2,2.5,small,elongate,yellowish,yellow,cryptic
Solfia samoensis,Solfia,samoensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,12,canopy,8,2.08,NA,0.58,1.5,NA,NA,NA,NA,NA,small,ovoid,red,red,conspicuous
Sommieria leucophylla,Sommieria,leucophylla,Pelagodoxeae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,4,understorey,40,2.185,1.8,0.8,1.2,0.9,1.5,1.15,0.8,1.5,small,ovoid,dark brown and bright pink,brown; pink,conspicuous
Syagrus allagopteroides,Syagrus,allagopteroides,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,4,understorey,8,NA,0.52,NA,2.8,2.2,3.3,2,1.8,2.2,small,ovoid,NA,NA,NA
Syagrus amara,Syagrus,amara,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,24,canopy,22,3.55,3.64,0.2,6,4.1,7,4.05,3.4,4.7,large,ovoid,orange,orange,conspicuous
Syagrus angustifolia,Syagrus,angustifolia,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,solitary,armed,armed,NA,NA,understorey,8,NA,0.57,0.14,3.15,2.8,3.5,1.6,1.5,1.7,small,ellipsoid,reddish brown,brown,cryptic
Syagrus botryophora,Syagrus,botryophora,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,18,25,canopy,19,3.35,3,0.4,4.25,3.5,5,2.6,2.2,3,large,globose,whitish to yellowish green,green,cryptic
Syagrus caerulescens,Syagrus,caerulescens,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.15,8,understorey,6,NA,0.87,0.14,2.25,2,2.5,1.75,1.5,2,small,ovoid,brown,brown,cryptic
Syagrus campestris,Syagrus,campestris,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,15,understorey,10,0.74,0.74,0.26,3.15,2.8,3.5,2.6,2.2,3,small,ovoid,yellowish-green,green,cryptic
Syagrus campos-portoana,Syagrus,campos-portoana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,30,understorey,NA,3,3,NA,3,NA,NA,2,NA,NA,small,ovoid,NA,NA,NA
Syagrus campylospatha,Syagrus,campylospatha,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,solitary,armed,armed,1.5,NA,understorey,6,1.5,1.2,0.33,2.5,2,3,1.6,1.2,2,small,ovoid,yellowish,yellow,cryptic
Syagrus cardenasii,Syagrus,cardenasii,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,4,10,understorey,12,3,1.6,1.45,3.1,2,4.2,1.85,1.7,2,small,globose,brownish,brown,cryptic
Syagrus cearensis,Syagrus,cearensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,10,18,canopy,15,3.7,3.2,0.55,3.75,3.5,4,3.5,3,4,small,ovoid,yellowish-green to orange,green; orange,conspicuous
Syagrus cerqueirana,Syagrus,cerqueirana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,0.1,NA,understorey,9,0.3,0.75,0.24,2.9,2.3,3.5,1.7,1.2,2.2,small,ovoid,brownish-yellow,yellow,conspicuous
Syagrus cocoides,Syagrus,cocoides,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,9,12,canopy,22,4,1.8,0.24,4.65,3.5,5.8,2.5,1.5,3.5,large,globose,yellowish brown,brown,cryptic
Syagrus comosa,Syagrus,comosa,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,7,15,canopy,12,1.67,1.4,0.44,2.6,2,3.2,1.75,1.4,2.1,small,globose,light green; yellow; brown,green; yellow; brown,conspicuous
Syagrus coronata,Syagrus,coronata,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,12,25,canopy,30,4,2.8,1.7,2.75,2.5,3,1.85,1.7,2,small,ovoid,yellow green to orange,green; orange,conspicuous
Syagrus costae,Syagrus,costae,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,9,NA,canopy,NA,2.28,2.28,NA,3,2.8,3.2,1.95,1.9,2,small,ovoid,NA,NA,NA
Syagrus deflexa,Syagrus,deflexa,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,10,understorey,7,1,0.85,0.22,3.75,3,4.5,1.75,1.5,2,small,ellipsoid,yellowish-green,green,cryptic
Syagrus duartei,Syagrus,duartei,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,2,12,understorey,12,1.2,0.9,0.14,3.4,3,3.8,2.85,2.5,3.2,small,elongate,brown,brown,cryptic
Syagrus evansiana,Syagrus,evansiana,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,1,NA,understorey,11,0.95,0.95,0.26,1.9,1.5,2.3,1.9,1.5,2.3,small,globose,yellowish brown,brown,cryptic
Syagrus flexuosa,Syagrus,flexuosa,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,5,20,understorey,15,1.69,1.13,0.34,4.25,3,5.5,2.25,1.5,3,large,ovoid,yellowish,yellow,cryptic
Syagrus glaucescens,Syagrus,glaucescens,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5,12,understorey,10,1,1.18,0.36,2.5,2,3,2.05,1.6,2.5,small,globose,orange; brown,orange; brown,conspicuous
Syagrus glazioviana,Syagrus,glazioviana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,NA,0.1,NA,understorey,8,NA,1.29,0.29,2.5,2,3,1.95,1.9,2,small,globose,yellowish green,green,cryptic
Syagrus gouveiana,Syagrus,gouveiana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.1,NA,understorey,4,NA,0.75,0.08,2.05,1.7,2.4,2.05,1.7,2.4,small,NA,yellowish brown,brown,cryptic
Syagrus graminifolia,Syagrus,graminifolia,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.15,4,understorey,15,0.8,0.84,0.15,2.6,2,3.2,1.95,1.2,2.7,small,ellipsoid,yellow-green to brownish yellow,yellow,conspicuous
Syagrus harleyi,Syagrus,harleyi,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.1,NA,understorey,8,2.53,1.8,0.44,2,1.5,2.5,1.75,1,2.5,small,NA,orange,orange,conspicuous
Syagrus inajai,Syagrus,inajai,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,15,canopy,18,4.3,3.9,0.04,4.35,3.2,5.5,2.75,2.5,3,large,globose,yellow,yellow,conspicuous
Syagrus itacambirana,Syagrus,itacambirana,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.1,NA,understorey,9,NA,0.46,0.15,2.15,1.8,2.5,2.4,2.1,2.7,small,globose,green when mature,green,cryptic
Syagrus kellyana,Syagrus,kellyana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5,18,understorey,12,NA,4,0.11,3.75,3.5,4,2.75,2.6,2.9,small,ovoid,brownish-yellow,yellow,conspicuous
Syagrus lilliputiana,Syagrus,lilliputiana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.06,2.5,understorey,8,NA,0.3,0.08,1.75,1.7,1.8,1.45,1.4,1.5,small,ovoid,yellowish green to brown,green; brown,cryptic
Syagrus loefgrenii,Syagrus,loefgrenii,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.06,15,understorey,8,NA,0.7,0.23,3.1,3,3.2,1.25,1,1.5,small,ellipsoid,brown to yellowish brown,brown,cryptic
Syagrus longipedunculata,Syagrus,longipedunculata,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.14,6,understorey,6,NA,0.89,0.11,2.15,2,2.3,1.5,1.3,1.7,small,globose,green when mature,green,cryptic
Syagrus lorenzoniorum,Syagrus,lorenzoniorum,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,4,16,understorey,17,NA,2.7,0.02,2.75,2.5,3,2.5,2.4,2.6,small,globose,yellowish green when mature,green,cryptic
Syagrus macrocarpa,Syagrus,macrocarpa,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,20,canopy,20,4,1.33,0.43,7.75,6.5,9,3.75,3,4.5,large,ellipsoid,green,green,cryptic
Syagrus matafome,Syagrus,matafome,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,3,25,understorey,30,2,2,NA,2.75,2.5,3,1.75,1.5,2,small,globose,yellowish green when mature,green,cryptic
Syagrus mendanhensis,Syagrus,mendanhensis,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.04,10,understorey,8,NA,1.02,0.15,3,2.8,3.2,1,NA,NA,small,ellipsoid,yellowish green when mature,green,cryptic
Syagrus microphylla,Syagrus,microphylla,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0,NA,understorey,12,1.26,0.62,0.35,2,1.5,2.5,1.15,1,1.3,small,NA,green; brown,green; brown,cryptic
Syagrus minor,Syagrus,minor,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,3.5,understorey,6,NA,0.46,0.19,2.4,2,2.8,1.65,1.3,2,small,ellipsoid,brown,brown,cryptic
Syagrus mirandana,Syagrus,mirandana,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,NA,NA,NA,NA,12,NA,0.95,0.28,NA,NA,NA,NA,NA,NA,NA,NA,dark green,green,cryptic
Syagrus oleracea,Syagrus,oleracea,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,30,canopy,20,3.98,3.8,0.16,5.5,4,7,2.35,2.1,2.6,large,ovoid,light greenish to yellow green,green,cryptic
Syagrus orinocensis,Syagrus,orinocensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,12,15,canopy,10,3.65,2.5,0.08,3.5,3,4,2.05,1.9,2.2,small,globose,yellow or brown,yellow; brown,conspicuous
Syagrus petraea,Syagrus,petraea,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.3,NA,understorey,8,1.69,1.25,0.12,2.25,2,2.5,1.7,1.6,1.8,small,ellipsoid,green,green,cryptic
Syagrus picrophylla,Syagrus,picrophylla,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,8,20,canopy,12,3.19,3.07,0.14,3.5,3,4,2.3,2,2.6,small,ovoid,cinmon to orange-brown,brown,cryptic
Syagrus pleioclada,Syagrus,pleioclada,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.5,13,understorey,7,1.2,0.97,0.06,2.5,2,3,1.9,1.5,2.3,small,ellipsoid,green,green,cryptic
Syagrus pleiocladoides,Syagrus,pleiocladoides,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.2,NA,understorey,9,NA,0.81,0.15,2.15,2,2.3,1.4,1.3,1.5,small,ovoid,brown,brown,cryptic
Syagrus procumbens,Syagrus,procumbens,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0,NA,understorey,4,NA,0.13,0.06,2.9,2.5,3.3,2,1.8,2.2,small,ellipsoid,brown,brown,cryptic
Syagrus pseudococos,Syagrus,pseudococos,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,25,canopy,22,2.2,2.5,0.1,6.5,6,7,3.9,3.8,4,large,ovoid,yellow,yellow,conspicuous
Syagrus romanzoffiana,Syagrus,romanzoffiana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,17,50,canopy,25,5.8,4.4,0.1,2.5,2,3,1.5,1.2,1.8,small,ovoid,yellow to orange,yellow; orange,conspicuous
Syagrus rupicola,Syagrus,rupicola,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.2,NA,understorey,6,NA,1.2,0.3,3.7,3.5,3.9,2.95,2.5,3.4,small,globose,pale yellowish to reddish brown,brown,cryptic
Syagrus ruschiana,Syagrus,ruschiana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,8,12,canopy,12,3,2,0.3,2.5,NA,NA,2,NA,NA,small,ovoid,bright orange with greenish apex,orange,conspicuous
Syagrus sancona,Syagrus,sancona,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,30,35,canopy,17,4.5,3.1,0.15,3.25,3,3.5,1.9,1.5,2.3,small,ellipsoid,yellow or orange,yellow; orange,conspicuous
Syagrus schizophylla,Syagrus,schizophylla,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,non-armed,4,15,understorey,25,2.8,2,0.11,2.75,2,3.5,2,1.5,2.5,small,ellipsoid,bright red-orange,red; orange,conspicuous
Syagrus smithii,Syagrus,smithii,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,10,canopy,18,3.56,3,0.1,6.5,5,8,3.6,3,4.2,large,ellipsoid,yellow,yellow,conspicuous
Syagrus stenopetala,Syagrus,stenopetala,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,15,18,canopy,18,NA,2.4,0.15,3.5,3,4,2.2,1.8,2.6,small,ellipsoid,yellow to orange,yellow; orange,conspicuous
Syagrus stratincola,Syagrus,stratincola,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,14,10,canopy,12,4,2.5,0.1,4.25,4,4.5,3.85,3.7,4,large,ovoid,yellowish green,green,cryptic
Syagrus teixeiriana,Syagrus,teixeiriana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,NA,6,NA,NA,12,NA,2.1,0.9,3.4,NA,NA,1.8,NA,NA,small,ovoid,orange,orange,conspicuous
Syagrus tostana,Syagrus,tostana,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,7.5,15,canopy,NA,2.14,2.14,NA,4,NA,NA,2.3,NA,NA,large,NA,orange,orange,conspicuous
Syagrus vagans,Syagrus,vagans,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.3,15,understorey,30,3,1.9,0.45,3.25,2.8,3.7,1.65,1.5,1.8,small,ellipsoid,yellowish green,green,cryptic
Syagrus vermicularis,Syagrus,vermicularis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,20,canopy,15,3.5,2.5,0.08,5.5,5,6,4,NA,NA,large,ovoid,orangish-yellow,yellow,conspicuous
Syagrus werdermannii,Syagrus,werdermannii,Cocoseae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,0.1,NA,understorey,8,1.5,0.8,0.2,2.15,1.8,2.5,1.3,1.1,1.5,small,ovoid,light green to yellow green,green,cryptic
Syagrus yungasensis,Syagrus,yungasensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,15,understorey,18,2.2,1.6,0.4,4,3.5,4.5,2.75,2.5,3,small,ellipsoid,green when mature,green,cryptic
Synechanthus fibrosus,Synechanthus,fibrosus,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,3,canopy,12,3.6,2.5,1.15,1.75,1.4,2.1,1.2,1,1.4,small,elongate,orange-red,orange; red,conspicuous
Synechanthus warscewiczianus,Synechanthus,warscewiczianus,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,6,5,canopy,10,2.5,1.5,NA,2.35,1.5,3.2,NA,NA,NA,small,ovoid,yellow to orange turning bright red when ripe,red,conspicuous
Tahina spectabilis,Tahina,spectabilis,Chuniophoeniceae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,18,60,canopy,18,2,NA,3.55,3.25,3,3.5,2.5,2.3,2.7,small,globose,green yellowish,green,cryptic
Tectiphiala ferox,Tectiphiala,ferox,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,non-armed,non-armed,9,15,canopy,NA,2,NA,NA,1.1,NA,NA,0.6,NA,NA,small,NA,dark blue black,blue; black,cryptic
Thrinax excelsa,Thrinax,excelsa,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,11,20,canopy,NA,1.4,1.2,0.85,0.95,NA,NA,0.95,0.8,1.1,small,ovoid,white,white,cryptic
Thrinax parviflora,Thrinax,parviflora,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,13,15,canopy,15,1,1.4,1.7,0.7,NA,NA,0.7,0.65,0.75,small,ovoid,white,white,cryptic
Thrinax radiata,Thrinax,radiata,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,13,canopy,22,1.36,1.5,2.26,0.75,0.7,0.8,0.75,0.7,0.8,small,NA,white,white,cryptic
Trachycarpus fortunei,Trachycarpus,fortunei,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,30,canopy,20,3,2,NA,1.1,1,1.2,1.4,NA,NA,small,globose,black with a waxy bloom,black,cryptic
Trachycarpus geminisectus,Trachycarpus,geminisectus,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,25,understorey,12,1.7,1.7,NA,1,NA,NA,1.3,NA,NA,small,ovoid,black,black,cryptic
Trachycarpus latisectus,Trachycarpus,latisectus,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,17,canopy,25,2.25,0.85,1.45,1.7,1.6,1.8,1.3,NA,NA,small,globose,yellowish brown,brown,cryptic
Trachycarpus martianus,Trachycarpus,martianus,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,15,canopy,NA,1,NA,NA,1.2,NA,NA,0.8,NA,NA,small,ovoid,yellowish becomming black,black,cryptic
Trachycarpus nanus,Trachycarpus,nanus,Trachycarpeae,Coryphoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,0.8,5,understorey,NA,0.5,NA,NA,1.1,1,1.2,1.3,NA,NA,small,globose,yellowish to brown with a thin waxy bloom,brown,cryptic
Trachycarpus oreophilus,Trachycarpus,oreophilus,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,12,30,canopy,25,1,NA,NA,0.7,NA,NA,1.2,NA,NA,small,ovoid,yellow or yellowish brown,yellow; brown,cryptic
Trachycarpus princeps,Trachycarpus,princeps,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,20,canopy,26,1.2,NA,NA,0.8,NA,NA,1,NA,NA,small,ovoid,black with a waxy bloom,black,cryptic
Trachycarpus takil,Trachycarpus,takil,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,18,canopy,NA,1.2,NA,NA,0.8,NA,NA,1.2,NA,NA,small,ovoid,black with a waxy bloom,black,cryptic
Trachycarpus ukhrulensis,Trachycarpus,ukhrulensis,Trachycarpeae,Coryphoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,15,4,canopy,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellow to blackish brown,yellow; brown,conspicuous
Trithrinax biflabellata,Trithrinax,biflabellata,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,both,NA,non-armed,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,0.8,NA,NA,small,NA,yellow green,green,cryptic
Trithrinax brasiliensis,Trithrinax,brasiliensis,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,15,35,canopy,35,1.2,1.2,NA,1.1,NA,1.3,1.15,0.8,1.5,small,elongate,yellowish,yellow,cryptic
Trithrinax campestris,Trithrinax,campestris,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,6,25,canopy,35,1,1.4,0.65,0.8,NA,1,1.15,0.8,1.5,small,NA,yellowish,yellow,cryptic
Trithrinax schizophylla,Trithrinax,schizophylla,Cryosophileae,Coryphoideae,climbing,acaulescent,non-erect,both,non-armed,non-armed,6,20,canopy,25,1.5,1,0.55,1.05,NA,1.2,1.15,0.8,1.5,small,ovoid,yellowish white,white,cryptic
Veitchia arecina,Veitchia,arecina,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,28,canopy,10,5.91,5,NA,3.75,2.5,5,NA,NA,NA,small,globose,red,red,conspicuous
Veitchia filifera,Veitchia,filifera,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,20,canopy,12,4,NA,NA,1.5,1,2,0.8,NA,NA,small,ovoid,yellow-orange or light red,yellow; orange; red,conspicuous
Veitchia joannis,Veitchia,joannis,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,35,40,canopy,12,3,NA,NA,5,4,6,NA,NA,NA,large,ovoid,bright red,red,conspicuous
Veitchia lepidota,Veitchia,lepidota,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
