disease,state,year,weeks_reporting,count,population
Rubella,Wisconsin,1999,0,0,5316503
Rubella,Wisconsin,2000,0,0,5363675
Rubella,Wisconsin,2001,0,0,5407258
Rubella,Wisconsin,2002,0,0,5447341
Rubella,Wisconsin,2003,0,0,5484273
Rubella,Wyoming,1966,12,239,321526
Rubella,Wyoming,1967,1,4,321596
Rubella,Wyoming,1968,6,12,323145
Rubella,Wyoming,1969,21,81,326595
Rubella,Wyoming,1970,50,136,332416
Rubella,Wyoming,1971,45,861,340985
Rubella,Wyoming,1972,36,8,352081
Rubella,Wyoming,1973,37,9,365309
Rubella,Wyoming,1974,2,2,380233
Rubella,Wyoming,1975,0,0,396342
Rubella,Wyoming,1976,43,2,413027
Rubella,Wyoming,1977,49,6,429572
Rubella,Wyoming,1978,0,0,445144
Rubella,Wyoming,1979,0,0,458809
Rubella,Wyoming,1980,24,1,469557
Rubella,Wyoming,1981,39,12,476591
Rubella,Wyoming,1982,51,13,480117
Rubella,Wyoming,1983,46,6,480671
Rubella,Wyoming,1984,35,3,478860
Rubella,Wyoming,1985,0,0,475320
Rubella,Wyoming,1986,16,1,470694
Rubella,Wyoming,1987,42,1,465612
Rubella,Wyoming,1988,0,0,460682
Rubella,Wyoming,1989,27,2,456486
Rubella,Wyoming,1990,1,1,453588
Rubella,Wyoming,1991,0,0,452414
Rubella,Wyoming,1992,0,0,452883
Rubella,Wyoming,1993,0,0,454802
Rubella,Wyoming,1994,0,0,457989
Rubella,Wyoming,1995,15,1,462267
Rubella,Wyoming,1996,0,0,467464
Rubella,Wyoming,1997,0,0,473401
Rubella,Wyoming,1998,0,0,479897
Rubella,Wyoming,1999,0,0,486758
Rubella,Wyoming,2000,0,0,493782
Rubella,Wyoming,2001,0,0,500794
Rubella,Wyoming,2002,0,0,507765
Rubella,Wyoming,2003,0,0,514708
Smallpox,Alabama,1928,51,341,2589923
Smallpox,Alabama,1929,52,378,2619131
Smallpox,Alabama,1930,52,192,2646248
Smallpox,Alabama,1931,52,295,2670818
Smallpox,Alabama,1932,52,467,2693027
Smallpox,Alabama,1933,52,82,2713243
Smallpox,Alabama,1934,52,23,2731850
Smallpox,Alabama,1935,52,42,2749249
Smallpox,Alabama,1936,51,12,2765853
Smallpox,Alabama,1937,52,54,2782085
Smallpox,Alabama,1938,52,74,2798382
Smallpox,Alabama,1939,52,52,2815188
Smallpox,Alabama,1940,51,49,2832961
Smallpox,Alabama,1941,51,12,2852063
Smallpox,Alabama,1942,52,13,2872445
Smallpox,Alabama,1943,52,20,2893949
Smallpox,Alabama,1944,51,12,2916414
Smallpox,Alabama,1945,52,5,2939676
Smallpox,Alabama,1946,52,5,2963562
Smallpox,Alabama,1947,49,6,2987897
Smallpox,Alabama,1948,25,15,3012499
Smallpox,Alabama,1949,0,0,3037179
Smallpox,Alabama,1950,0,0,3061743
Smallpox,Alabama,1951,1,1,3086002
Smallpox,Alabama,1952,0,0,3109808
Smallpox,Alabama,1953,0,0,3133025
Smallpox,Alaska,1928,0,0,NA
Smallpox,Alaska,1929,0,0,NA
Smallpox,Alaska,1930,0,0,NA
Smallpox,Alaska,1931,0,0,NA
Smallpox,Alaska,1932,0,0,NA
Smallpox,Alaska,1933,0,0,NA
Smallpox,Alaska,1934,0,0,NA
Smallpox,Alaska,1935,0,0,NA
Smallpox,Alaska,1936,0,0,NA
Smallpox,Alaska,1937,0,0,NA
Smallpox,Alaska,1938,0,0,NA
Smallpox,Alaska,1939,0,0,NA
Smallpox,Alaska,1940,0,0,NA
Smallpox,Alaska,1941,0,0,NA
Smallpox,Alaska,1942,0,0,NA
Smallpox,Alaska,1943,0,0,NA
Smallpox,Alaska,1944,0,0,NA
Smallpox,Alaska,1945,0,0,NA
Smallpox,Alaska,1946,0,0,NA
Smallpox,Alaska,1947,0,0,NA
Smallpox,Alaska,1948,0,0,NA
Smallpox,Alaska,1949,0,0,NA
Smallpox,Alaska,1950,0,0,NA
Smallpox,Alaska,1951,0,0,NA
Smallpox,Alaska,1952,0,0,NA
Smallpox,Alaska,1953,0,0,NA
Smallpox,Arizona,1928,51,410,419022
Smallpox,Arizona,1929,52,276,427789
Smallpox,Arizona,1930,52,548,435573
Smallpox,Arizona,1931,52,46,442257
Smallpox,Arizona,1932,51,7,448031
Smallpox,Arizona,1933,52,10,453180
Smallpox,Arizona,1934,52,3,458009
Smallpox,Arizona,1935,52,2,462838
Smallpox,Arizona,1936,51,3,467998
Smallpox,Arizona,1937,52,3,473840
Smallpox,Arizona,1938,52,165,480730
Smallpox,Arizona,1939,52,291,489061
Smallpox,Arizona,1940,51,81,499261
Smallpox,Arizona,1941,51,16,511731
Smallpox,Arizona,1942,52,5,526617
Smallpox,Arizona,1943,52,6,544018
Smallpox,Arizona,1944,51,7,564056
Smallpox,Arizona,1945,52,3,586878
Smallpox,Arizona,1946,51,2,612654
Smallpox,Arizona,1947,49,0,641579
Smallpox,Arizona,1948,25,2,673875
Smallpox,Arizona,1949,3,3,709787
Smallpox,Arizona,1950,2,2,749587
Smallpox,Arizona,1951,2,3,793493
Smallpox,Arizona,1952,2,3,841392
Smallpox,Arizona,1953,0,0,892999
Smallpox,Arkansas,1928,51,248,1834261
Smallpox,Arkansas,1929,52,199,1844191
Smallpox,Arkansas,1930,52,410,1854482
Smallpox,Arkansas,1931,52,753,1865216
Smallpox,Arkansas,1932,52,360,1876247
Smallpox,Arkansas,1933,52,230,1887368
Smallpox,Arkansas,1934,52,107,1898367
Smallpox,Arkansas,1935,52,61,1909028
Smallpox,Arkansas,1936,51,14,1919130
Smallpox,Arkansas,1937,52,95,1928446
Smallpox,Arkansas,1938,52,227,1936749
Smallpox,Arkansas,1939,52,151,1943807
Smallpox,Arkansas,1940,51,90,1949387
Smallpox,Arkansas,1941,51,33,1953293
Smallpox,Arkansas,1942,52,62,1955469
Smallpox,Arkansas,1943,52,57,1955897
Smallpox,Arkansas,1944,51,21,1954565
Smallpox,Arkansas,1945,52,31,1951465
Smallpox,Arkansas,1946,52,11,1946593
Smallpox,Arkansas,1947,49,4,1939953
Smallpox,Arkansas,1948,25,20,1931550
Smallpox,Arkansas,1949,0,0,1921397
Smallpox,Arkansas,1950,1,1,1909511
Smallpox,Arkansas,1951,0,0,1896004
Smallpox,Arkansas,1952,0,0,1881353
Smallpox,Arkansas,1953,0,0,1866113
Smallpox,California,1928,51,990,5230775
Smallpox,California,1929,52,2009,5465979
Smallpox,California,1930,52,2293,5677251
Smallpox,California,1931,52,1390,5856343
Smallpox,California,1932,52,495,6004994
Smallpox,California,1933,52,1059,6128552
Smallpox,California,1934,52,181,6233386
Smallpox,California,1935,52,296,6326636
Smallpox,California,1936,51,115,6416022
Smallpox,California,1937,52,498,6509758
Smallpox,California,1938,52,1135,6616546
Smallpox,California,1939,52,720,6745701
Smallpox,California,1940,50,191,6907387
Smallpox,California,1941,51,13,7110629
Smallpox,California,1942,52,7,7356081
Smallpox,California,1943,52,4,7642242
Smallpox,California,1944,51,17,7967508
Smallpox,California,1945,52,5,8329968
Smallpox,California,1946,52,10,8727200
Smallpox,California,1947,49,1,9156064
Smallpox,California,1948,25,43,9612509
Smallpox,California,1949,1,1,10091374
Smallpox,California,1950,0,0,10586224
Smallpox,California,1951,0,0,11090473
Smallpox,California,1952,0,0,11601536
Smallpox,California,1953,0,0,12117830
Smallpox,Colorado,1928,49,340,1017341
Smallpox,Colorado,1929,51,844,1026769
Smallpox,Colorado,1930,52,562,1035791
Smallpox,Colorado,1931,52,265,1044337
Smallpox,Colorado,1932,52,61,1052508
Smallpox,Colorado,1933,52,167,1060454
Smallpox,Colorado,1934,52,154,1068328
Smallpox,Colorado,1935,52,172,1076289
Smallpox,Colorado,1936,51,196,1084500
Smallpox,Colorado,1937,52,212,1093129
Smallpox,Colorado,1938,52,274,1102350
Smallpox,Colorado,1939,52,361,1112343
Smallpox,Colorado,1940,51,253,1123296
Smallpox,Colorado,1941,51,51,1135396
Smallpox,Colorado,1942,52,21,1148802
Smallpox,Colorado,1943,52,12,1163673
Smallpox,Colorado,1944,51,13,1180180
Smallpox,Colorado,1945,52,6,1198507
Smallpox,Colorado,1946,52,13,1218852
Smallpox,Colorado,1947,49,1,1241433
Smallpox,Colorado,1948,25,17,1266487
Smallpox,Colorado,1949,2,2,1294276
Smallpox,Colorado,1950,2,2,1325089
Smallpox,Colorado,1951,0,0,1359143
Smallpox,Colorado,1952,0,0,1396249
Smallpox,Colorado,1953,0,0,1436087
Smallpox,Connecticut,1928,51,161,1574079
Smallpox,Connecticut,1929,52,43,1591618
Smallpox,Connecticut,1930,52,0,1606903
Smallpox,Connecticut,1931,52,100,1619815
Smallpox,Connecticut,1932,52,86,1630719
Smallpox,Connecticut,1933,52,29,1640119
Smallpox,Connecticut,1934,52,0,1648537
Smallpox,Connecticut,1935,52,0,1656509
Smallpox,Connecticut,1936,50,0,1664582
Smallpox,Connecticut,1937,52,0,1673313
Smallpox,Connecticut,1938,52,0,1683273
Smallpox,Connecticut,1939,52,6,1695047
Smallpox,Connecticut,1940,51,0,1709242
Smallpox,Connecticut,1941,51,0,1726368
Smallpox,Connecticut,1942,52,0,1746470
Smallpox,Connecticut,1943,52,0,1769482
Smallpox,Connecticut,1944,51,0,1795344
Smallpox,Connecticut,1945,52,0,1823998
Smallpox,Connecticut,1946,52,0,1855392
Smallpox,Connecticut,1947,49,0,1889472
Smallpox,Connecticut,1948,24,0,1926186
Smallpox,Connecticut,1949,0,0,1965475
Smallpox,Connecticut,1950,0,0,2007280
Smallpox,Connecticut,1951,0,0,2051526
Smallpox,Connecticut,1952,0,0,2098103
Smallpox,Connecticut,1953,0,0,2146881
Smallpox,Delaware,1928,50,2,234814
Smallpox,Delaware,1929,51,2,236508
Smallpox,Delaware,1930,52,0,238380
Smallpox,Delaware,1931,51,0,240462
Smallpox,Delaware,1932,52,0,242750
Smallpox,Delaware,1933,52,0,245227
Smallpox,Delaware,1934,52,0,247879
Smallpox,Delaware,1935,52,1,250689
Smallpox,Delaware,1936,50,0,253641
Smallpox,Delaware,1937,52,0,256717
Smallpox,Delaware,1938,52,0,259900
Smallpox,Delaware,1939,52,0,263169
Smallpox,Delaware,1940,51,0,266505
Smallpox,Delaware,1941,51,0,269904
Smallpox,Delaware,1942,52,0,273432
Smallpox,Delaware,1943,52,0,277176
Smallpox,Delaware,1944,51,0,281229
Smallpox,Delaware,1945,52,0,285687
Smallpox,Delaware,1946,52,0,290658
Smallpox,Delaware,1947,49,0,296252
Smallpox,Delaware,1948,24,0,302595
Smallpox,Delaware,1949,0,0,309821
Smallpox,Delaware,1950,0,0,318085
Smallpox,Delaware,1951,0,0,327511
Smallpox,Delaware,1952,0,0,338054
Smallpox,Delaware,1953,0,0,349613
Smallpox,District Of Columbia,1928,40,10,472771
Smallpox,District Of Columbia,1929,52,0,478871
Smallpox,District Of Columbia,1930,52,0,486869
Smallpox,District Of Columbia,1931,52,0,497179
Smallpox,District Of Columbia,1932,52,1,509735
Smallpox,District Of Columbia,1933,52,2,524346
Smallpox,District Of Columbia,1934,52,0,540809
Smallpox,District Of Columbia,1935,52,0,558898
Smallpox,District Of Columbia,1936,50,4,578354
Smallpox,District Of Columbia,1937,52,0,598878
Smallpox,District Of Columbia,1938,52,0,620120
Smallpox,District Of Columbia,1939,52,0,641679
Smallpox,District Of Columbia,1940,51,0,663091
Smallpox,District Of Columbia,1941,51,0,683894
Smallpox,District Of Columbia,1942,52,0,703811
Smallpox,District Of Columbia,1943,52,0,722606
Smallpox,District Of Columbia,1944,51,0,740035
Smallpox,District Of Columbia,1945,52,0,755848
Smallpox,District Of Columbia,1946,52,0,769797
Smallpox,District Of Columbia,1947,49,0,781634
Smallpox,District Of Columbia,1948,24,0,791123
Smallpox,District Of Columbia,1949,0,0,798039
Smallpox,District Of Columbia,1950,0,0,802178
Smallpox,District Of Columbia,1951,0,0,803467
Smallpox,District Of Columbia,1952,0,0,802281
Smallpox,District Of Columbia,1953,0,0,799122
Smallpox,Florida,1928,50,157,1358128
Smallpox,Florida,1929,51,36,1414280
Smallpox,Florida,1930,52,28,1468211
Smallpox,Florida,1931,52,28,1518617
Smallpox,Florida,1932,52,33,1565536
Smallpox,Florida,1933,52,1,1609464
Smallpox,Florida,1934,52,3,1651015
Smallpox,Florida,1935,52,14,1690912
Smallpox,Florida,1936,50,0,1729972
Smallpox,Florida,1937,52,7,1769107
Smallpox,Florida,1938,52,19,1809314
Smallpox,Florida,1939,52,9,1851685
Smallpox,Florida,1940,51,9,1897414
Smallpox,Florida,1941,51,2,1947696
Smallpox,Florida,1942,52,1,2003380
Smallpox,Florida,1943,52,2,2065295
Smallpox,Florida,1944,51,1,2134374
Smallpox,Florida,1945,52,0,2211678
Smallpox,Florida,1946,52,2,2298419
Smallpox,Florida,1947,49,0,2395995
Smallpox,Florida,1948,24,0,2506024
Smallpox,Florida,1949,0,0,2630391
Smallpox,Florida,1950,0,0,2771305
Smallpox,Florida,1951,0,0,2930798
Smallpox,Florida,1952,0,0,3108815
Smallpox,Florida,1953,0,0,3304427
Smallpox,Georgia,1928,49,15,2901933
Smallpox,Georgia,1929,51,55,2903538
Smallpox,Georgia,1930,52,0,2908506
Smallpox,Georgia,1931,52,47,2917574
Smallpox,Georgia,1932,52,15,2930546
Smallpox,Georgia,1933,52,46,2947001
Smallpox,Georgia,1934,52,12,2966519
Smallpox,Georgia,1935,52,29,2988679
Smallpox,Georgia,1936,50,16,3013053
Smallpox,Georgia,1937,52,7,3039203
Smallpox,Georgia,1938,52,24,3066678
Smallpox,Georgia,1939,52,37,3095013
Smallpox,Georgia,1940,51,16,3123723
Smallpox,Georgia,1941,51,11,3152430
Smallpox,Georgia,1942,52,8,3181234
Smallpox,Georgia,1943,52,10,3210365
Smallpox,Georgia,1944,51,13,3240060
Smallpox,Georgia,1945,52,12,3270567
Smallpox,Georgia,1946,52,5,3302139
Smallpox,Georgia,1947,49,3,3335044
Smallpox,Georgia,1948,24,2,3369557
Smallpox,Georgia,1949,0,0,3405968
Smallpox,Georgia,1950,0,0,3444578
Smallpox,Georgia,1951,0,0,3485627
Smallpox,Georgia,1952,0,0,3529052
Smallpox,Georgia,1953,0,0,3574711
Smallpox,Hawaii,1928,0,0,NA
Smallpox,Hawaii,1929,0,0,NA
Smallpox,Hawaii,1930,0,0,NA
Smallpox,Hawaii,1931,0,0,NA
Smallpox,Hawaii,1932,0,0,NA
Smallpox,Hawaii,1933,0,0,NA
Smallpox,Hawaii,1934,0,0,NA
Smallpox,Hawaii,1935,0,0,NA
Smallpox,Hawaii,1936,0,0,NA
Smallpox,Hawaii,1937,0,0,NA
Smallpox,Hawaii,1938,0,0,NA
Smallpox,Hawaii,1939,0,0,NA
Smallpox,Hawaii,1940,0,0,NA
Smallpox,Hawaii,1941,0,0,NA
Smallpox,Hawaii,1942,0,0,NA
Smallpox,Hawaii,1943,0,0,NA
Smallpox,Hawaii,1944,0,0,NA
Smallpox,Hawaii,1945,0,0,NA
Smallpox,Hawaii,1946,0,0,NA
Smallpox,Hawaii,1947,0,0,NA
Smallpox,Hawaii,1948,0,0,NA
Smallpox,Hawaii,1949,0,0,NA
Smallpox,Hawaii,1950,0,0,NA
Smallpox,Hawaii,1951,0,0,NA
Smallpox,Hawaii,1952,0,0,NA
Smallpox,Hawaii,1953,0,0,NA
Smallpox,Idaho,1928,50,363,439810
Smallpox,Idaho,1929,52,555,441831
Smallpox,Idaho,1930,52,203,445032
Smallpox,Idaho,1931,52,80,449638
Smallpox,Idaho,1932,52,85,455546
Smallpox,Idaho,1933,52,196,462565
Smallpox,Idaho,1934,52,103,470502
Smallpox,Idaho,1935,52,12,479153
Smallpox,Idaho,1936,51,98,488300
Smallpox,Idaho,1937,52,353,497708
Smallpox,Idaho,1938,52,561,507125
Smallpox,Idaho,1939,52,277,516277
Smallpox,Idaho,1940,51,44,524873
Smallpox,Idaho,1941,51,10,532679
Smallpox,Idaho,1942,52,9,539750
Smallpox,Idaho,1943,52,10,546228
Smallpox,Idaho,1944,51,9,552263
Smallpox,Idaho,1945,52,13,558013
Smallpox,Idaho,1946,52,15,563648
Smallpox,Idaho,1947,49,5,569342
Smallpox,Idaho,1948,26,11,575277
Smallpox,Idaho,1949,2,3,581642
Smallpox,Idaho,1950,0,0,588637
Smallpox,Idaho,1951,1,1,596401
Smallpox,Idaho,1952,1,2,604802
Smallpox,Idaho,1953,0,0,613632
Smallpox,Illinois,1928,51,1782,7452677
Smallpox,Illinois,1929,52,4177,7549407
Smallpox,Illinois,1930,52,3891,7630654
Smallpox,Illinois,1931,52,1787,7694112
Smallpox,Illinois,1932,52,340,7741450
Smallpox,Illinois,1933,52,272,7775489
Smallpox,Illinois,1934,52,107,7799181
Smallpox,Illinois,1935,52,98,7815568
Smallpox,Illinois,1936,50,428,7827746
Smallpox,Illinois,1937,52,950,7838842
Smallpox,Illinois,1938,52,983,7852004
Smallpox,Illinois,1939,52,487,7870402
Smallpox,Illinois,1940,51,234,7897241
Smallpox,Illinois,1941,51,122,7935138
Smallpox,Illinois,1942,52,71,7984156
Smallpox,Illinois,1943,52,69,8043736
Smallpox,Illinois,1944,51,22,8113342
Smallpox,Illinois,1945,52,16,8192452
Smallpox,Illinois,1946,52,11,8280545
Smallpox,Illinois,1947,49,2,8377103
Smallpox,Illinois,1948,24,2,8481594
Smallpox,Illinois,1949,0,0,8593475
Smallpox,Illinois,1950,0,0,8712176
Smallpox,Illinois,1951,0,0,8837066
Smallpox,Illinois,1952,0,0,8967327
Smallpox,Illinois,1953,0,0,9102054
Smallpox,Indiana,1928,51,3434,3186733
Smallpox,Indiana,1929,52,3458,3214048
Smallpox,Indiana,1930,52,5239,3238503
Smallpox,Indiana,1931,52,2962,3259742
Smallpox,Indiana,1932,52,383,3278298
Smallpox,Indiana,1933,52,88,3294954
Smallpox,Indiana,1934,52,73,3310510
Smallpox,Indiana,1935,52,70,3325785
Smallpox,Indiana,1936,50,103,3341613
Smallpox,Indiana,1937,52,662,3358847
Smallpox,Indiana,1938,52,1476,3378355
Smallpox,Indiana,1939,52,1500,3401030
Smallpox,Indiana,1940,51,485,3427796
Smallpox,Indiana,1941,51,52,3459410
Smallpox,Indiana,1942,52,64,3495849
Smallpox,Indiana,1943,52,138,3536893
Smallpox,Indiana,1944,51,66,3582324
Smallpox,Indiana,1945,52,53,3631924
Smallpox,Indiana,1946,52,45,3685467
Smallpox,Indiana,1947,49,18,3742722
Smallpox,Indiana,1948,24,16,3803443
Smallpox,Indiana,1949,0,0,3867370
Smallpox,Indiana,1950,0,0,3934224
Smallpox,Indiana,1951,0,0,4003687
Smallpox,Indiana,1952,0,0,4075338
Smallpox,Indiana,1953,0,0,4148704
Smallpox,Iowa,1928,46,1651,2464204
Smallpox,Iowa,1929,52,1885,2467316
Smallpox,Iowa,1930,52,3044,2470939
Smallpox,Iowa,1931,52,2331,2475431
Smallpox,Iowa,1932,52,1163,2480764
Smallpox,Iowa,1933,52,748,2486809
Smallpox,Iowa,1934,52,166,2493441
Smallpox,Iowa,1935,52,206,2500531
Smallpox,Iowa,1936,50,723,2507949
Smallpox,Iowa,1937,52,1311,2515565
Smallpox,Iowa,1938,52,1282,2523247
Smallpox,Iowa,1939,52,1143,2530859
Smallpox,Iowa,1940,51,555,2538268
Smallpox,Iowa,1941,51,122,2545385
Smallpox,Iowa,1942,52,32,2552320
Smallpox,Iowa,1943,52,29,2559236
Smallpox,Iowa,1944,51,27,2566296
Smallpox,Iowa,1945,52,11,2573664
Smallpox,Iowa,1946,52,15,2581508
Smallpox,Iowa,1947,49,5,2589998
Smallpox,Iowa,1948,24,2,2599304
Smallpox,Iowa,1949,0,0,2609603
Smallpox,Iowa,1950,1,2,2621073
Smallpox,Iowa,1951,0,0,2633815
Smallpox,Iowa,1952,1,1,2647609
Smallpox,Iowa,1953,0,0,2662146
Smallpox,Kansas,1928,51,2474,1870614
Smallpox,Kansas,1929,52,1919,1877675
Smallpox,Kansas,1930,52,2309,1880999
Smallpox,Kansas,1931,52,2580,1880090
Smallpox,Kansas,1932,52,168,1875485
Smallpox,Kansas,1933,52,50,1867988
Smallpox,Kansas,1934,52,113,1858410
Smallpox,Kansas,1935,52,570,1847551
Smallpox,Kansas,1936,50,757,1836201
Smallpox,Kansas,1937,52,603,1825129
Smallpox,Kansas,1938,52,528,1815086
Smallpox,Kansas,1939,52,262,1806811
Smallpox,Kansas,1940,51,78,1801028
Smallpox,Kansas,1941,51,34,1798323
Smallpox,Kansas,1942,51,24,1798726
Smallpox,Kansas,1943,52,31,1802144
Smallpox,Kansas,1944,51,21,1808496
Smallpox,Kansas,1945,52,15,1817717
Smallpox,Kansas,1946,52,12,1829751
Smallpox,Kansas,1947,49,11,1844556
Smallpox,Kansas,1948,24,8,1862098
Smallpox,Kansas,1949,8,8,1882351
Smallpox,Kansas,1950,4,7,1905299
Smallpox,Kansas,1951,0,0,1930840
Smallpox,Kansas,1952,1,1,1958508
Smallpox,Kansas,1953,0,0,1987719
Smallpox,Kentucky,1928,51,737,2568579
Smallpox,Kentucky,1929,51,577,2591170
Smallpox,Kentucky,1930,52,549,2614589
Smallpox,Kentucky,1931,52,340,2638800
Smallpox,Kentucky,1932,52,171,2663574
Smallpox,Kentucky,1933,52,20,2688626
Smallpox,Kentucky,1934,52,29,2713661
Smallpox,Kentucky,1935,52,7,2738373
Smallpox,Kentucky,1936,51,13,2762444
Smallpox,Kentucky,1937,49,75,2785545
Smallpox,Kentucky,1938,52,473,2807341
Smallpox,Kentucky,1939,52,192,2827485
Smallpox,Kentucky,1940,51,36,2845627
Smallpox,Kentucky,1941,51,21,2861513
Smallpox,Kentucky,1942,52,26,2875307
Smallpox,Kentucky,1943,52,17,2887282
Smallpox,Kentucky,1944,51,16,2897723
Smallpox,Kentucky,1945,52,7,2906921
Smallpox,Kentucky,1946,52,3,2915173
Smallpox,Kentucky,1947,49,5,2922781
Smallpox,Kentucky,1948,25,44,2930049
Smallpox,Kentucky,1949,6,6,2937287
Smallpox,Kentucky,1950,3,5,2944806
Smallpox,Kentucky,1951,1,1,2952855
Smallpox,Kentucky,1952,0,0,2961417
Smallpox,Kentucky,1953,0,0,2970408
Smallpox,Louisiana,1928,51,646,2035349
Smallpox,Louisiana,1929,52,182,2068979
Smallpox,Louisiana,1930,52,258,2101593
Smallpox,Louisiana,1931,52,634,2132657
Smallpox,Louisiana,1932,52,151,2162174
Smallpox,Louisiana,1933,52,75,2190297
Smallpox,Louisiana,1934,52,63,2217195
Smallpox,Louisiana,1935,52,32,2243050
Smallpox,Louisiana,1936,51,27,2268057
Smallpox,Louisiana,1937,52,19,2292421
Smallpox,Louisiana,1938,52,21,2316360
Smallpox,Louisiana,1939,52,19,2340100
Smallpox,Louisiana,1940,51,11,2363880
Smallpox,Louisiana,1941,51,9,2387964
Smallpox,Louisiana,1942,52,19,2412698
Smallpox,Louisiana,1943,52,8,2438462
Smallpox,Louisiana,1944,51,13,2465650
Smallpox,Louisiana,1945,52,11,2494676
Smallpox,Louisiana,1946,52,5,2525975
Smallpox,Louisiana,1947,49,2,2560004
Smallpox,Louisiana,1948,24,6,2597251
Smallpox,Louisiana,1949,1,1,2638235
Smallpox,Louisiana,1950,0,0,2683516
Smallpox,Louisiana,1951,0,0,2733470
Smallpox,Louisiana,1952,0,0,2787570
Smallpox,Louisiana,1953,0,0,2845012
Smallpox,Maine,1928,50,95,790087
Smallpox,Maine,1929,52,74,793645
Smallpox,Maine,1930,52,0,797423
Smallpox,Maine,1931,52,1,801432
Smallpox,Maine,1932,52,1,805670
Smallpox,Maine,1933,52,0,810133
Smallpox,Maine,1934,52,0,814814
Smallpox,Maine,1935,52,0,819710
Smallpox,Maine,1936,50,0,824815
Smallpox,Maine,1937,52,0,830125
Smallpox,Maine,1938,52,0,835633
Smallpox,Maine,1939,52,0,841335
Smallpox,Maine,1940,51,0,847226
Smallpox,Maine,1941,51,0,853299
Smallpox,Maine,1942,52,0,859541
Smallpox,Maine,1943,52,0,865938
Smallpox,Maine,1944,51,0,872476
Smallpox,Maine,1945,52,0,879139
Smallpox,Maine,1946,52,0,885912
Smallpox,Maine,1947,49,0,892779
Smallpox,Maine,1948,24,0,899723
Smallpox,Maine,1949,0,0,906727
Smallpox,Maine,1950,0,0,913774
Smallpox,Maine,1951,0,0,920833
Smallpox,Maine,1952,0,0,927822
Smallpox,Maine,1953,0,0,934647
Smallpox,Maryland,1928,50,19,1598519
Smallpox,Maryland,1929,52,8,1615468
Smallpox,Maryland,1930,52,0,1631526
Smallpox,Maryland,1931,52,1,1646632
Smallpox,Maryland,1932,52,0,1661162
Smallpox,Maryland,1933,52,0,1675618
Smallpox,Maryland,1934,52,0,1690521
Smallpox,Maryland,1935,52,1,1706409
Smallpox,Maryland,1936,50,0,1723842
Smallpox,Maryland,1937,52,0,1743406
Smallpox,Maryland,1938,52,0,1765716
Smallpox,Maryland,1939,52,0,1791427
Smallpox,Maryland,1940,51,0,1821244
Smallpox,Maryland,1941,51,0,1855760
Smallpox,Maryland,1942,52,0,1894917
Smallpox,Maryland,1943,52,1,1938485
Smallpox,Maryland,1944,51,0,1986222
Smallpox,Maryland,1945,52,0,2037865
Smallpox,Maryland,1946,52,0,2093123
Smallpox,Maryland,1947,49,0,2151667
Smallpox,Maryland,1948,24,0,2213121
Smallpox,Maryland,1949,0,0,2277061
Smallpox,Maryland,1950,0,0,2343001
Smallpox,Maryland,1951,0,0,2410508
Smallpox,Maryland,1952,0,0,2479560
Smallpox,Maryland,1953,0,0,2550252
Smallpox,Massachusetts,1928,50,9,4199445
Smallpox,Massachusetts,1929,52,63,4227526
Smallpox,Massachusetts,1930,52,0,4249614
Smallpox,Massachusetts,1931,52,6,4265262
Smallpox,Massachusetts,1932,52,43,4275397
Smallpox,Massachusetts,1933,52,0,4281316
Smallpox,Massachusetts,1934,52,0,4284343
Smallpox,Massachusetts,1935,52,0,4285809
