date,weightclass,fighter,rank
2024-02-27,Women's Pound-for-Pound,Rose Namajunas,8
2024-02-27,Women's Pound-for-Pound,Tatiana Suarez,9
2024-02-27,Women's Pound-for-Pound,Yan Xiaonan,10
2024-02-27,Women's Pound-for-Pound,Jessica Andrade,11
2024-02-27,Women's Pound-for-Pound,Amanda Lemos,12
2024-02-27,Women's Pound-for-Pound,Ketlen Vieira,13
2024-02-27,Women's Pound-for-Pound,Irene Aldana,14
2024-02-27,Women's Pound-for-Pound,Mayra Bueno Silva,15
2024-03-05,Flyweight,Alexandre Pantoja,0
2024-03-05,Flyweight,Brandon Royval,1
2024-03-05,Flyweight,Brandon Moreno,2
2024-03-05,Flyweight,Amir Albazi,3
2024-03-05,Flyweight,Kai Kara-France,4
2024-03-05,Flyweight,Matheus Nicolau,5
2024-03-05,Flyweight,Manel Kape,6
2024-03-05,Flyweight,Muhammad Mokaev,7
2024-03-05,Flyweight,Alex Perez,8
2024-03-05,Flyweight,Tim Elliott,9
2024-03-05,Flyweight,Steve Erceg,10
2024-03-05,Flyweight,Matt Schnell,11
2024-03-05,Flyweight,Tagir Ulanbekov,12
2024-03-05,Flyweight,Tatsuro Taira,13
2024-03-05,Flyweight,David Dvorak,14
2024-03-05,Flyweight,Sumudaerji,15
2024-03-05,Bantamweight,Sean O'Malley,0
2024-03-05,Bantamweight,Merab Dvalishvili,1
2024-03-05,Bantamweight,Aljamain Sterling,2
2024-03-05,Bantamweight,Cory Sandhagen,3
2024-03-05,Bantamweight,Petr Yan,4
2024-03-05,Bantamweight,Marlon Vera,5
2024-03-05,Bantamweight,Henry Cejudo,6
2024-03-05,Bantamweight,Song Yadong,7
2024-03-05,Bantamweight,Deiveson Figueiredo,8
2024-03-05,Bantamweight,Rob Font,9
2024-03-05,Bantamweight,Umar Nurmagomedov,10
2024-03-05,Bantamweight,Jonathan Martinez,11
2024-03-05,Bantamweight,Dominick Cruz,12
2024-03-05,Bantamweight,Pedro Munhoz,13
2024-03-05,Bantamweight,Mario Bautista,14
2024-03-05,Bantamweight,Ricky Simon,15
2024-03-05,Featherweight,Ilia Topuria,0
2024-03-05,Featherweight,Alexander Volkanovski,1
2024-03-05,Featherweight,Max Holloway,2
2024-03-05,Featherweight,Brian Ortega,3
2024-03-05,Featherweight,Yair Rodriguez,4
2024-03-05,Featherweight,Movsar Evloev,5
2024-03-05,Featherweight,Arnold Allen,6
2024-03-05,Featherweight,Josh Emmett,7
2024-03-05,Featherweight,Calvin Kattar,8
2024-03-05,Featherweight,Giga Chikadze,9
2024-03-05,Featherweight,Bryce Mitchell,10
2024-03-05,Featherweight,Edson Barboza,11
2024-03-05,Featherweight,Dan Ige,12
2024-03-05,Featherweight,Sodiq Yusuff,13
2024-03-05,Featherweight,Lerone Murphy,14
2024-03-05,Featherweight,Alex Caceres,15
2024-03-05,Lightweight,Islam Makhachev,0
2024-03-05,Lightweight,Charles Oliveira,1
2024-03-05,Lightweight,Justin Gaethje,2
2024-03-05,Lightweight,Dustin Poirier,3
2024-03-05,Lightweight,Arman Tsarukyan,4
2024-03-05,Lightweight,Michael Chandler,5
2024-03-05,Lightweight,Mateusz Gamrot,6
2024-03-05,Lightweight,Beneil Dariush,7
2024-03-05,Lightweight,Rafael Fiziev,8
2024-03-05,Lightweight,Jalin Turner,9
2024-03-05,Lightweight,Dan Hooker,10
2024-03-05,Lightweight,Rafael Dos Anjos,11
2024-03-05,Lightweight,Benoit Saint Denis,12
2024-03-05,Lightweight,Renato Moicano,13
2024-03-05,Lightweight,King Green,14
2024-03-05,Lightweight,Drew Dober,15
2024-03-05,Welterweight,Leon Edwards,0
2024-03-05,Welterweight,Kamaru Usman,1
2024-03-05,Welterweight,Belal Muhammad,2
2024-03-05,Welterweight,Shavkat Rakhmonov,3
2024-03-05,Welterweight,Gilbert Burns,4
2024-03-05,Welterweight,Colby Covington,5
2024-03-05,Welterweight,Ian Machado Garry,6
2024-03-05,Welterweight,Sean Brady,7
2024-03-05,Welterweight,Stephen Thompson,8
2024-03-05,Welterweight,Geoff Neal,9
2024-03-05,Welterweight,Vicente Luque,10
2024-03-05,Welterweight,Jack Della Maddalena,11
2024-03-05,Welterweight,Neil Magny,12
2024-03-05,Welterweight,Kevin Holland,13
2024-03-05,Welterweight,Michael Chiesa,14
2024-03-05,Welterweight,Rinat Fakhretdinov,15
2024-03-05,Middleweight,Dricus Du Plessis,0
2024-03-05,Middleweight,Sean Strickland,1
2024-03-05,Middleweight,Israel Adesanya,2
2024-03-05,Middleweight,Robert Whittaker,3
2024-03-05,Middleweight,Jared Cannonier,4
2024-03-05,Middleweight,Marvin Vettori,5
2024-03-05,Middleweight,Brendan Allen,6
2024-03-05,Middleweight,Paulo Costa,7
2024-03-05,Middleweight,Nassourdine Imavov,8
2024-03-05,Middleweight,Roman Dolidze,9
2024-03-05,Middleweight,Jack Hermansson,9
2024-03-05,Middleweight,Khamzat Chimaev,11
2024-03-05,Middleweight,Paul Craig,12
2024-03-05,Middleweight,Anthony Hernandez,13
2024-03-05,Middleweight,Chris Curtis,14
2024-03-05,Middleweight,Caio Borralho,15
2024-03-05,Light Heavyweight,Alex Pereira,0
2024-03-05,Light Heavyweight,Jamahal Hill,1
2024-03-05,Light Heavyweight,Jiri Prochazka,2
2024-03-05,Light Heavyweight,Magomed Ankalaev,3
2024-03-05,Light Heavyweight,Jan Blachowicz,4
2024-03-05,Light Heavyweight,Aleksandar Rakic,5
2024-03-05,Light Heavyweight,Nikita Krylov,6
2024-03-05,Light Heavyweight,Johnny Walker,7
2024-03-05,Light Heavyweight,Khalil Rountree Jr.,8
2024-03-05,Light Heavyweight,Volkan Oezdemir,9
2024-03-05,Light Heavyweight,Anthony Smith,10
2024-03-05,Light Heavyweight,Ryan Spann,11
2024-03-05,Light Heavyweight,Alonzo Menifield,12
2024-03-05,Light Heavyweight,Azamat Murzakanov,13
2024-03-05,Light Heavyweight,Dominick Reyes,14
2024-03-05,Light Heavyweight,Vitor Petrino,15
2024-03-05,Heavyweight,Jon Jones,0
2024-03-05,Heavyweight,Tom Aspinall,1
2024-03-05,Heavyweight,Ciryl Gane,2
2024-03-05,Heavyweight,Sergei Pavlovich,3
2024-03-05,Heavyweight,Stipe Miocic,4
2024-03-05,Heavyweight,Curtis Blaydes,5
2024-03-05,Heavyweight,Alexander Volkov,6
2024-03-05,Heavyweight,Jailton Almeida,7
2024-03-05,Heavyweight,Serghei Spivac,8
2024-03-05,Heavyweight,Tai Tuivasa,9
2024-03-05,Heavyweight,Marcin Tybura,10
2024-03-05,Heavyweight,Derrick Lewis,11
2024-03-05,Heavyweight,Jairzinho Rozenstruik,11
2024-03-05,Heavyweight,Alexandr Romanov,13
2024-03-05,Heavyweight,Marcos Rogerio de Lima,14
2024-03-05,Heavyweight,Rodrigo Nascimento,15
2024-03-05,Women's Strawweight,Zhang Weili,0
2024-03-05,Women's Strawweight,Yan Xiaonan,1
2024-03-05,Women's Strawweight,Tatiana Suarez,2
2024-03-05,Women's Strawweight,Amanda Lemos,3
2024-03-05,Women's Strawweight,Jessica Andrade,4
2024-03-05,Women's Strawweight,Virna Jandiroba,5
2024-03-05,Women's Strawweight,Marina Rodriguez,6
2024-03-05,Women's Strawweight,Amanda Ribas,7
2024-03-05,Women's Strawweight,Mackenzie Dern,8
2024-03-05,Women's Strawweight,Luana Pinheiro,9
2024-03-05,Women's Strawweight,Loopy Godinez,10
2024-03-05,Women's Strawweight,Tabatha Ricci,11
2024-03-05,Women's Strawweight,Angela Hill,12
2024-03-05,Women's Strawweight,Karolina Kowalkiewicz,13
2024-03-05,Women's Strawweight,Michelle Waterson-Gomez,14
2024-03-05,Women's Strawweight,Gillian Robertson,15
2024-03-05,Women's Flyweight,Alexa Grasso,0
2024-03-05,Women's Flyweight,Valentina Shevchenko,1
2024-03-05,Women's Flyweight,Erin Blanchfield,2
2024-03-05,Women's Flyweight,Manon Fiorot,3
2024-03-05,Women's Flyweight,Katlyn Cerminara,4
2024-03-05,Women's Flyweight,Jessica Andrade,5
2024-03-05,Women's Flyweight,Maycee Barber,6
2024-03-05,Women's Flyweight,Natalia Silva,7
2024-03-05,Women's Flyweight,Amanda Ribas,8
2024-03-05,Women's Flyweight,Viviane Araujo,9
2024-03-05,Women's Flyweight,Tracy Cortez,10
2024-03-05,Women's Flyweight,Ariane da Silva,11
2024-03-05,Women's Flyweight,Karine Silva,12
2024-03-05,Women's Flyweight,Casey O'Neill,13
2024-03-05,Women's Flyweight,Miranda Maverick,14
2024-03-05,Women's Flyweight,Jasmine Jasudavicius,15
2024-03-05,Women's Bantamweight,Raquel Pennington,0
2024-03-05,Women's Bantamweight,Julianna Pena,1
2024-03-05,Women's Bantamweight,Mayra Bueno Silva,2
2024-03-05,Women's Bantamweight,Ketlen Vieira,3
2024-03-05,Women's Bantamweight,Irene Aldana,4
2024-03-05,Women's Bantamweight,Holly Holm,5
2024-03-05,Women's Bantamweight,Pannie Kianzad,6
2024-03-05,Women's Bantamweight,Yana Santos,7
2024-03-05,Women's Bantamweight,Miesha Tate,8
2024-03-05,Women's Bantamweight,Karol Rosa,9
2024-03-05,Women's Bantamweight,Macy Chiasson,10
2024-03-05,Women's Bantamweight,Norma Dumont,11
2024-03-05,Women's Bantamweight,Julia Avila,12
2024-03-05,Women's Bantamweight,Josiane Nunes,13
2024-03-05,Women's Bantamweight,Chelsea Chandler,14
2024-03-05,Women's Bantamweight,Melissa Mullins,15
2024-03-05,Men's Pound-for-Pound,Islam Makhachev,1
2024-03-05,Men's Pound-for-Pound,Jon Jones,2
2024-03-05,Men's Pound-for-Pound,Leon Edwards,3
2024-03-05,Men's Pound-for-Pound,Alex Pereira,4
2024-03-05,Men's Pound-for-Pound,Ilia Topuria,5
2024-03-05,Men's Pound-for-Pound,Charles Oliveira,6
2024-03-05,Men's Pound-for-Pound,Alexander Volkanovski,7
2024-03-05,Men's Pound-for-Pound,Sean O'Malley,8
2024-03-05,Men's Pound-for-Pound,Dricus Du Plessis,9
2024-03-05,Men's Pound-for-Pound,Alexandre Pantoja,10
2024-03-05,Men's Pound-for-Pound,Israel Adesanya,11
2024-03-05,Men's Pound-for-Pound,Tom Aspinall,12
2024-03-05,Men's Pound-for-Pound,Sean Strickland,13
2024-03-05,Men's Pound-for-Pound,Max Holloway,14
2024-03-05,Men's Pound-for-Pound,Aljamain Sterling,15
2024-03-05,Women's Pound-for-Pound,Alexa Grasso,1
2024-03-05,Women's Pound-for-Pound,Zhang Weili,2
2024-03-05,Women's Pound-for-Pound,Valentina Shevchenko,3
2024-03-05,Women's Pound-for-Pound,Erin Blanchfield,4
2024-03-05,Women's Pound-for-Pound,Julianna Pena,5
2024-03-05,Women's Pound-for-Pound,Manon Fiorot,6
2024-03-05,Women's Pound-for-Pound,Raquel Pennington,7
2024-03-05,Women's Pound-for-Pound,Rose Namajunas,8
2024-03-05,Women's Pound-for-Pound,Tatiana Suarez,9
2024-03-05,Women's Pound-for-Pound,Yan Xiaonan,10
2024-03-05,Women's Pound-for-Pound,Jessica Andrade,11
2024-03-05,Women's Pound-for-Pound,Amanda Lemos,12
2024-03-05,Women's Pound-for-Pound,Ketlen Vieira,13
2024-03-05,Women's Pound-for-Pound,Irene Aldana,14
2024-03-05,Women's Pound-for-Pound,Mayra Bueno Silva,15
2024-03-12,Flyweight,Alexandre Pantoja,0
2024-03-12,Flyweight,Brandon Royval,1
2024-03-12,Flyweight,Brandon Moreno,2
2024-03-12,Flyweight,Amir Albazi,3
2024-03-12,Flyweight,Kai Kara-France,4
2024-03-12,Flyweight,Matheus Nicolau,5
2024-03-12,Flyweight,Manel Kape,6
2024-03-12,Flyweight,Muhammad Mokaev,7
2024-03-12,Flyweight,Alex Perez,8
2024-03-12,Flyweight,Tim Elliott,9
2024-03-12,Flyweight,Steve Erceg,10
2024-03-12,Flyweight,Matt Schnell,11
2024-03-12,Flyweight,Tagir Ulanbekov,12
2024-03-12,Flyweight,Tatsuro Taira,13
2024-03-12,Flyweight,Sumudaerji,14
2024-03-12,Flyweight,David Dvorak,15
2024-03-12,Bantamweight,Sean O'Malley,0
2024-03-12,Bantamweight,Merab Dvalishvili,1
2024-03-12,Bantamweight,Aljamain Sterling,2
2024-03-12,Bantamweight,Cory Sandhagen,3
2024-03-12,Bantamweight,Petr Yan,4
2024-03-12,Bantamweight,Marlon Vera,5
2024-03-12,Bantamweight,Henry Cejudo,6
2024-03-12,Bantamweight,Song Yadong,7
2024-03-12,Bantamweight,Deiveson Figueiredo,8
2024-03-12,Bantamweight,Rob Font,9
2024-03-12,Bantamweight,Umar Nurmagomedov,10
2024-03-12,Bantamweight,Dominick Cruz,11
2024-03-12,Bantamweight,Kyler Phillips,12
2024-03-12,Bantamweight,Mario Bautista,13
2024-03-12,Bantamweight,Jonathan Martinez,14
2024-03-12,Bantamweight,Pedro Munhoz,15
2024-03-12,Featherweight,Ilia Topuria,0
2024-03-12,Featherweight,Alexander Volkanovski,1
2024-03-12,Featherweight,Max Holloway,2
2024-03-12,Featherweight,Brian Ortega,3
2024-03-12,Featherweight,Yair Rodriguez,4
2024-03-12,Featherweight,Movsar Evloev,5
2024-03-12,Featherweight,Arnold Allen,6
2024-03-12,Featherweight,Josh Emmett,7
2024-03-12,Featherweight,Calvin Kattar,8
2024-03-12,Featherweight,Giga Chikadze,9
2024-03-12,Featherweight,Bryce Mitchell,10
2024-03-12,Featherweight,Edson Barboza,11
2024-03-12,Featherweight,Dan Ige,12
2024-03-12,Featherweight,Sodiq Yusuff,13
2024-03-12,Featherweight,Lerone Murphy,14
2024-03-12,Featherweight,Alex Caceres,15
2024-03-12,Lightweight,Islam Makhachev,0
2024-03-12,Lightweight,Charles Oliveira,1
2024-03-12,Lightweight,Justin Gaethje,2
2024-03-12,Lightweight,Dustin Poirier,3
2024-03-12,Lightweight,Arman Tsarukyan,4
2024-03-12,Lightweight,Mateusz Gamrot,5
2024-03-12,Lightweight,Michael Chandler,6
2024-03-12,Lightweight,Beneil Dariush,7
2024-03-12,Lightweight,Rafael Fiziev,8
2024-03-12,Lightweight,Dan Hooker,9
2024-03-12,Lightweight,Jalin Turner,10
2024-03-12,Lightweight,Benoit Saint Denis,11
2024-03-12,Lightweight,Rafael Dos Anjos,12
2024-03-12,Lightweight,Renato Moicano,13
2024-03-12,Lightweight,King Green,14
2024-03-12,Lightweight,Drew Dober,15
2024-03-12,Welterweight,Leon Edwards,0
2024-03-12,Welterweight,Kamaru Usman,1
2024-03-12,Welterweight,Belal Muhammad,2
2024-03-12,Welterweight,Shavkat Rakhmonov,3
2024-03-12,Welterweight,Colby Covington,4
2024-03-12,Welterweight,Jack Della Maddalena,5
2024-03-12,Welterweight,Gilbert Burns,6
2024-03-12,Welterweight,Ian Machado Garry,7
2024-03-12,Welterweight,Sean Brady,8
2024-03-12,Welterweight,Stephen Thompson,9
2024-03-12,Welterweight,Geoff Neal,10
2024-03-12,Welterweight,Vicente Luque,11
2024-03-12,Welterweight,Neil Magny,12
2024-03-12,Welterweight,Michael Page,13
2024-03-12,Welterweight,Kevin Holland,14
2024-03-12,Welterweight,Michael Chiesa,15
2024-03-12,Middleweight,Dricus Du Plessis,0
2024-03-12,Middleweight,Sean Strickland,1
2024-03-12,Middleweight,Israel Adesanya,2
2024-03-12,Middleweight,Robert Whittaker,3
2024-03-12,Middleweight,Jared Cannonier,4
2024-03-12,Middleweight,Marvin Vettori,5
2024-03-12,Middleweight,Brendan Allen,6
2024-03-12,Middleweight,Paulo Costa,7
2024-03-12,Middleweight,Nassourdine Imavov,8
2024-03-12,Middleweight,Jack Hermansson,9
2024-03-12,Middleweight,Roman Dolidze,9
2024-03-12,Middleweight,Khamzat Chimaev,11
2024-03-12,Middleweight,Anthony Hernandez,12
2024-03-12,Middleweight,Paul Craig,13
2024-03-12,Middleweight,Chris Curtis,14
2024-03-12,Middleweight,Caio Borralho,15
2024-03-12,Light Heavyweight,Alex Pereira,0
2024-03-12,Light Heavyweight,Jamahal Hill,1
2024-03-12,Light Heavyweight,Jiri Prochazka,2
2024-03-12,Light Heavyweight,Magomed Ankalaev,3
2024-03-12,Light Heavyweight,Jan Blachowicz,4
2024-03-12,Light Heavyweight,Aleksandar Rakic,5
2024-03-12,Light Heavyweight,Nikita Krylov,6
2024-03-12,Light Heavyweight,Johnny Walker,7
2024-03-12,Light Heavyweight,Khalil Rountree Jr.,8
2024-03-12,Light Heavyweight,Volkan Oezdemir,9
2024-03-12,Light Heavyweight,Anthony Smith,10
2024-03-12,Light Heavyweight,Ryan Spann,11
2024-03-12,Light Heavyweight,Alonzo Menifield,12
2024-03-12,Light Heavyweight,Azamat Murzakanov,13
2024-03-12,Light Heavyweight,Dominick Reyes,14
2024-03-12,Light Heavyweight,Vitor Petrino,15
2024-03-12,Heavyweight,Jon Jones,0
2024-03-12,Heavyweight,Tom Aspinall,1
2024-03-12,Heavyweight,Ciryl Gane,2
2024-03-12,Heavyweight,Sergei Pavlovich,3
2024-03-12,Heavyweight,Stipe Miocic,4
2024-03-12,Heavyweight,Curtis Blaydes,5
2024-03-12,Heavyweight,Alexander Volkov,6
2024-03-12,Heavyweight,Jailton Almeida,7
2024-03-12,Heavyweight,Serghei Spivac,8
2024-03-12,Heavyweight,Tai Tuivasa,9
2024-03-12,Heavyweight,Marcin Tybura,10
2024-03-12,Heavyweight,Jairzinho Rozenstruik,11
2024-03-12,Heavyweight,Derrick Lewis,12
2024-03-12,Heavyweight,Alexandr Romanov,13
2024-03-12,Heavyweight,Marcos Rogerio de Lima,14
2024-03-12,Heavyweight,Rodrigo Nascimento,15
2024-03-12,Women's Strawweight,Zhang Weili,0
2024-03-12,Women's Strawweight,Yan Xiaonan,1
2024-03-12,Women's Strawweight,Tatiana Suarez,2
2024-03-12,Women's Strawweight,Amanda Lemos,3
2024-03-12,Women's Strawweight,Jessica Andrade,4
2024-03-12,Women's Strawweight,Virna Jandiroba,5
2024-03-12,Women's Strawweight,Marina Rodriguez,6
2024-03-12,Women's Strawweight,Amanda Ribas,7
2024-03-12,Women's Strawweight,Mackenzie Dern,8
2024-03-12,Women's Strawweight,Luana Pinheiro,9
2024-03-12,Women's Strawweight,Loopy Godinez,10
2024-03-12,Women's Strawweight,Tabatha Ricci,11
2024-03-12,Women's Strawweight,Angela Hill,12
2024-03-12,Women's Strawweight,Karolina Kowalkiewicz,13
2024-03-12,Women's Strawweight,Michelle Waterson-Gomez,14
2024-03-12,Women's Strawweight,Gillian Robertson,15
2024-03-12,Women's Flyweight,Alexa Grasso,0
2024-03-12,Women's Flyweight,Valentina Shevchenko,1
2024-03-12,Women's Flyweight,Erin Blanchfield,2
2024-03-12,Women's Flyweight,Manon Fiorot,3
2024-03-12,Women's Flyweight,Maycee Barber,4
2024-03-12,Women's Flyweight,Jessica Andrade,5
2024-03-12,Women's Flyweight,Katlyn Cerminara,6
2024-03-12,Women's Flyweight,Natalia Silva,7
2024-03-12,Women's Flyweight,Amanda Ribas,8
2024-03-12,Women's Flyweight,Viviane Araujo,9
2024-03-12,Women's Flyweight,Tracy Cortez,10
2024-03-12,Women's Flyweight,Ariane da Silva,11
2024-03-12,Women's Flyweight,Karine Silva,12
2024-03-12,Women's Flyweight,Casey O'Neill,13
2024-03-12,Women's Flyweight,Miranda Maverick,14
2024-03-12,Women's Flyweight,Jasmine Jasudavicius,15
2024-03-12,Women's Bantamweight,Raquel Pennington,0
2024-03-12,Women's Bantamweight,Julianna Pena,1
2024-03-12,Women's Bantamweight,Mayra Bueno Silva,2
2024-03-12,Women's Bantamweight,Ketlen Vieira,3
2024-03-12,Women's Bantamweight,Irene Aldana,4
2024-03-12,Women's Bantamweight,Holly Holm,5
2024-03-12,Women's Bantamweight,Pannie Kianzad,6
2024-03-12,Women's Bantamweight,Yana Santos,7
2024-03-12,Women's Bantamweight,Miesha Tate,8
2024-03-12,Women's Bantamweight,Karol Rosa,9
2024-03-12,Women's Bantamweight,Macy Chiasson,10
2024-03-12,Women's Bantamweight,Norma Dumont,11
2024-03-12,Women's Bantamweight,Julia Avila,12
2024-03-12,Women's Bantamweight,Josiane Nunes,13
2024-03-12,Women's Bantamweight,Chelsea Chandler,14
2024-03-12,Women's Bantamweight,Melissa Mullins,15
2024-03-12,Men's Pound-for-Pound,Islam Makhachev,1
2024-03-12,Men's Pound-for-Pound,Jon Jones,2
2024-03-12,Men's Pound-for-Pound,Leon Edwards,3
2024-03-12,Men's Pound-for-Pound,Alex Pereira,4
2024-03-12,Men's Pound-for-Pound,Ilia Topuria,5
2024-03-12,Men's Pound-for-Pound,Sean O'Malley,6
2024-03-12,Men's Pound-for-Pound,Charles Oliveira,7
2024-03-12,Men's Pound-for-Pound,Alexander Volkanovski,8
2024-03-12,Men's Pound-for-Pound,Dricus Du Plessis,9
2024-03-12,Men's Pound-for-Pound,Alexandre Pantoja,10
2024-03-12,Men's Pound-for-Pound,Israel Adesanya,11
2024-03-12,Men's Pound-for-Pound,Tom Aspinall,12
2024-03-12,Men's Pound-for-Pound,Sean Strickland,13
2024-03-12,Men's Pound-for-Pound,Max Holloway,14
2024-03-12,Men's Pound-for-Pound,Aljamain Sterling,15
2024-03-12,Women's Pound-for-Pound,Alexa Grasso,1
2024-03-12,Women's Pound-for-Pound,Zhang Weili,2
2024-03-12,Women's Pound-for-Pound,Valentina Shevchenko,3
2024-03-12,Women's Pound-for-Pound,Erin Blanchfield,4
2024-03-12,Women's Pound-for-Pound,Julianna Pena,5
2024-03-12,Women's Pound-for-Pound,Manon Fiorot,6
2024-03-12,Women's Pound-for-Pound,Raquel Pennington,7
2024-03-12,Women's Pound-for-Pound,Rose Namajunas,8
2024-03-12,Women's Pound-for-Pound,Tatiana Suarez,9
2024-03-12,Women's Pound-for-Pound,Yan Xiaonan,10
2024-03-12,Women's Pound-for-Pound,Jessica Andrade,11
2024-03-12,Women's Pound-for-Pound,Amanda Lemos,12
2024-03-12,Women's Pound-for-Pound,Ketlen Vieira,13
2024-03-12,Women's Pound-for-Pound,Irene Aldana,14
2024-03-12,Women's Pound-for-Pound,Maycee Barber,15
2024-03-19,Flyweight,Alexandre Pantoja,0
2024-03-19,Flyweight,Brandon Royval,1
2024-03-19,Flyweight,Brandon Moreno,2
2024-03-19,Flyweight,Amir Albazi,3
2024-03-19,Flyweight,Kai Kara-France,4
2024-03-19,Flyweight,Matheus Nicolau,5
2024-03-19,Flyweight,Manel Kape,6
2024-03-19,Flyweight,Muhammad Mokaev,7
2024-03-19,Flyweight,Alex Perez,8
2024-03-19,Flyweight,Tim Elliott,9
2024-03-19,Flyweight,Steve Erceg,10
2024-03-19,Flyweight,Matt Schnell,11
2024-03-19,Flyweight,Tagir Ulanbekov,12
2024-03-19,Flyweight,Tatsuro Taira,13
2024-03-19,Flyweight,Sumudaerji,14
2024-03-19,Flyweight,David Dvorak,15
2024-03-19,Bantamweight,Sean O'Malley,0
2024-03-19,Bantamweight,Merab Dvalishvili,1
2024-03-19,Bantamweight,Aljamain Sterling,2
2024-03-19,Bantamweight,Cory Sandhagen,3
2024-03-19,Bantamweight,Petr Yan,4
2024-03-19,Bantamweight,Marlon Vera,5
2024-03-19,Bantamweight,Henry Cejudo,6
2024-03-19,Bantamweight,Song Yadong,7
2024-03-19,Bantamweight,Deiveson Figueiredo,8
2024-03-19,Bantamweight,Rob Font,9
2024-03-19,Bantamweight,Umar Nurmagomedov,10
2024-03-19,Bantamweight,Kyler Phillips,11
2024-03-19,Bantamweight,Dominick Cruz,12
2024-03-19,Bantamweight,Mario Bautista,13
2024-03-19,Bantamweight,Jonathan Martinez,14
2024-03-19,Bantamweight,Pedro Munhoz,15
2024-03-19,Featherweight,Ilia Topuria,0
2024-03-19,Featherweight,Alexander Volkanovski,1
2024-03-19,Featherweight,Max Holloway,2
2024-03-19,Featherweight,Brian Ortega,3
2024-03-19,Featherweight,Yair Rodriguez,4
2024-03-19,Featherweight,Movsar Evloev,5
2024-03-19,Featherweight,Arnold Allen,6
2024-03-19,Featherweight,Josh Emmett,7
2024-03-19,Featherweight,Calvin Kattar,8
2024-03-19,Featherweight,Giga Chikadze,9
2024-03-19,Featherweight,Bryce Mitchell,10
2024-03-19,Featherweight,Edson Barboza,11
2024-03-19,Featherweight,Dan Ige,12
2024-03-19,Featherweight,Sodiq Yusuff,13
2024-03-19,Featherweight,Lerone Murphy,14
2024-03-19,Featherweight,Alex Caceres,15
2024-03-19,Lightweight,Islam Makhachev,0
2024-03-19,Lightweight,Charles Oliveira,1
2024-03-19,Lightweight,Justin Gaethje,2
2024-03-19,Lightweight,Dustin Poirier,3
2024-03-19,Lightweight,Arman Tsarukyan,4
2024-03-19,Lightweight,Mateusz Gamrot,5
2024-03-19,Lightweight,Michael Chandler,6
2024-03-19,Lightweight,Beneil Dariush,7
2024-03-19,Lightweight,Rafael Fiziev,8
2024-03-19,Lightweight,Dan Hooker,9
2024-03-19,Lightweight,Jalin Turner,10
2024-03-19,Lightweight,Benoit Saint Denis,11
2024-03-19,Lightweight,Rafael Dos Anjos,12
2024-03-19,Lightweight,Renato Moicano,13
2024-03-19,Lightweight,King Green,14
2024-03-19,Lightweight,Drew Dober,15
2024-03-19,Welterweight,Leon Edwards,0
2024-03-19,Welterweight,Kamaru Usman,1
2024-03-19,Welterweight,Belal Muhammad,2
2024-03-19,Welterweight,Shavkat Rakhmonov,3
2024-03-19,Welterweight,Colby Covington,4
2024-03-19,Welterweight,Jack Della Maddalena,5
2024-03-19,Welterweight,Gilbert Burns,6
2024-03-19,Welterweight,Ian Machado Garry,7
