name,wins,losses,draws,nc,height,weight,reach,stance,dob,s_lp_m,str_acc,s_ap_m,str_def,td_avg,td_acc,td_def,sub_avg
Tsuyoshi Tamakairiki,0,3,0,0,"6' 0""",220 lbs.,NA,Orthodox,"Jul 16, 1966",0,0%,26.67,50%,0,0%,0%,0
Eli Tamez,10,0,0,0,"5' 7""",135 lbs.,NA,NA,"Aug 22, 1985",0,0%,0,0%,0,0%,0%,0
Kiyoshi Tamura,32,13,3,0,"5' 11""",185 lbs.,NA,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
Akitoshi Tamura,21,18,2,0,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0,0%,20%,1
Issei Tamura,10,8,0,0,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0
Jason Tan,5,3,0,0,"5' 10""",170 lbs.,NA,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0,0%,0%,0
Akihito Tanaka,2,2,0,0,NA,NA,NA,Southpaw,"Mar 09, 1983",0.19,50%,2.05,38%,5.59,66%,0%,0
Michinori Tanaka,11,3,0,0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.4,38%,43%,0.2
Evan Tanner,32,8,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
Kasey Tanner,6,1,0,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jan 11, 1992",6.6,50%,6.67,63%,2,33%,0%,0
Otari Tanzilovi,10,2,0,0,"5' 9""",145 lbs.,"70""",Orthodox,"Apr 09, 1998",4.2,68%,4.2,49%,4.5,36%,85%,0
Manny Tapia,12,14,1,0,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
Gary Tapusoa,8,3,0,0,"5' 7""",185 lbs.,NA,NA,"Sep 02, 1979",0,0%,0,0%,0,0%,0%,0
Regina Tarin,8,0,0,0,"5' 7""",135 lbs.,"66""",Southpaw,"Oct 19, 2004",7.6,47%,7,57%,1,33%,50%,0
Miesha Tate,20,10,0,0,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986",2.62,44%,3.05,51%,1.97,30%,56%,1.2
Aaron Tau,11,1,0,0,"5' 4""",125 lbs.,"66""",Switch,"Aug 21, 1993",4.85,44%,5,60%,0.89,18%,64%,0
Deividas Taurosevicius,17,5,0,0,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2,28%,50%,0.3
Thiago Tavares,21,7,1,0,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2,40%,2.31,62%,3.83,42%,62%,1.5
Jeremy Tavares,1,6,0,0,NA,135 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Brad Tavares,21,13,0,0,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.41,43%,3.32,54%,0.7,26%,80%,0
Ramon Taveras,10,4,0,0,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 09, 1994",4.07,43%,6.45,54%,0,0%,72%,0
Paul Taylor,11,6,1,1,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
Jesse Taylor,31,15,0,0,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
Torrance Taylor,13,8,1,0,"5' 7""",155 lbs.,NA,NA,"Oct 11, 1987",0,0%,0,0%,0,0%,0%,0
Louis Taylor,13,4,0,0,"5' 11""",185 lbs.,NA,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0
Anthony Taylor,1,3,0,0,"5' 7""",145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Danielle Taylor,9,4,0,0,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.2,20%,70%,0.2
J.T Taylor,7,7,0,0,"5' 10""",NA,NA,NA,NA,3.17,80%,3.7,26%,3.96,100%,0%,7.9
James Te Huna,16,9,0,0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
Cam Teague,9,2,0,0,"5' 10""",145 lbs.,"69""",Orthodox,"Feb 13, 1998",5.7,28%,18.44,32%,0,0%,0%,0
Shawn Teed,5,2,0,0,"6' 5""",265 lbs.,NA,Orthodox,"Feb 13, 1992",1.4,42%,13.31,21%,0,0%,0%,0
Glover Teixeira,33,9,0,0,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9
John Teixeira,21,2,2,0,"5' 7""",145 lbs.,NA,Orthodox,"Nov 18, 1986",3.36,35%,3.2,63%,1,27%,71%,0.7
Ewerton Teixeira,3,1,0,0,"6' 1""",242 lbs.,NA,NA,"Feb 13, 1982",2,39%,3.22,35%,0,0%,33%,0
Tallison Teixeira,9,2,0,0,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",4.85,62%,4.1,41%,2.4,30%,0%,0
Tra Telligman,7,5,1,0,"6' 2""",233 lbs.,NA,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0
Ramazan Temirov,19,3,0,0,"5' 4""",125 lbs.,"63""",Orthodox,"Jan 31, 1997",4.37,40%,3.93,59%,0.84,50%,100%,0
Taneisha Tennant,5,1,0,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.4,71%,0,0%,100%,0
Herman Terrado,15,3,1,0,NA,170 lbs.,NA,NA,"Sep 27, 1989",0,0%,0,0%,0,0%,0%,0
Dave Terrel,7,7,0,0,"5' 8""",170 lbs.,NA,Southpaw,"May 10, 1978",2.62,43%,2.8,48%,3.28,38%,100%,0
David Terrell,6,2,0,0,"6' 1""",185 lbs.,NA,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
James Terry,19,9,0,0,"5' 10""",170 lbs.,NA,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0
Jeff Terry,2,3,0,0,"6' 2""",205 lbs.,NA,NA,NA,1.09,50%,9.27,19%,0,0%,100%,0
David Teymur,8,2,0,0,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0
Daniel Teymur,7,4,0,0,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
Motonobu Tezuka,28,12,7,0,"5' 7""",135 lbs.,NA,Southpaw,"Aug 29, 1987",0.87,23%,2.8,51%,1.5,11%,0%,0.5
Jason Thacker,0,1,0,0,"5' 10""",185 lbs.,NA,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0,0%,0%,0
Alexia Thainara,14,1,0,0,"5' 4""",115 lbs.,"67""",Orthodox,"Nov 20, 1995",4.62,43%,2.46,59%,4.54,57%,100%,1.8
Brandon Thatch,11,5,0,0,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.7,42%,3.63,52%,1.36,66%,50%,0.7
Elias Theodorou,16,3,0,0,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,42%,2.39,53%,1.27,28%,59%,0
Nik Theotikos,6,2,0,0,NA,185 lbs.,NA,Orthodox,NA,0,0%,5.48,19%,0,0%,0%,4.8
Paulo Thiago,18,9,0,0,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
Colby Thicknesse,9,1,0,0,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 23, 1999",3.24,41%,2.93,54%,0.67,7%,33%,1.7
Din Thomas,26,9,0,1,"5' 9""",155 lbs.,NA,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,1.38,52%,76%,1.2
Ryan Thomas,20,8,0,0,"6' 0""",170 lbs.,NA,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2
Noah Thomas,14,7,0,0,"5' 9""",135 lbs.,NA,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0,0%,0%,1.3
Joel Thomas,5,2,0,0,"5' 10""",170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Treston Thomison,10,6,0,0,"5' 8""",145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Nick Thompson,38,14,1,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.8,49%,1.06,100%,35%,2.6
James Thompson,20,16,0,1,"6' 5""",265 lbs.,NA,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3
Oli Thompson,17,10,0,0,"6' 1""",242 lbs.,"75""",Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0,0%,50%,0.5
Stephen Thompson,17,9,1,0,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",4.05,46%,3,54%,0.23,35%,63%,0
Josh Thomson,22,9,0,1,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
Isaac Thomson,9,3,0,0,"5' 10""",145 lbs.,"69""",NA,"May 03, 2002",1.4,44%,2.2,42%,4,80%,33%,0
Simeon Thoresen,17,6,1,0,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
Josh Thornburg,8,8,0,0,"6' 0""",170 lbs.,NA,NA,"May 24, 1984",1.2,50%,3.13,38%,2,66%,42%,2
Ti Haitao,18,7,0,0,"5' 7""",135 lbs.,"69""",Orthodox,"May 08, 2001",4.27,37%,3.13,60%,2,40%,57%,0
Gleison Tibau,33,14,0,0,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
Chris Tickle,9,9,0,0,"5' 9""",155 lbs.,NA,NA,"Feb 01, 1982",1.07,40%,1.13,43%,1,25%,20%,2
Nolan Ticman,4,3,0,0,"5' 6""",125 lbs.,NA,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0,0%,60%,0
Darren Till,18,5,1,0,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.3,46%,3.31,56%,0.55,46%,69%,0
Brett Tillis,0,0,0,0,NA,145 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Rio Tirto,8,1,0,0,"5' 4""",125 lbs.,"66""",Switch,"Feb 09, 2000",0,0%,2.11,69%,0,0%,0%,0
Denis Tiuliulin,10,10,0,1,"6' 1""",185 lbs.,"77""",Orthodox,"May 17, 1988",3.61,41%,5.23,38%,0.96,42%,72%,0
Ryan Tobar,3,3,0,0,NA,155 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Rafael Tobias,14,2,0,0,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 20, 2003",2.77,36%,5.81,35%,2.4,33%,100%,1.6
Andrew Todhunter,8,0,0,0,"6' 0""",185 lbs.,NA,Switch,"Nov 30, 1987",0,0%,0,0%,0,0%,0%,0
Dusko Todorovic,13,6,0,0,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",4.73,57%,4.4,48%,1.77,21%,42%,0.3
Tuco Tokkos,11,6,0,0,"6' 4""",205 lbs.,"76""",Orthodox,"Jun 30, 1990",2.59,41%,3.7,46%,2.87,36%,33%,0.6
Hideo Tokoro,34,29,2,0,"5' 7""",135 lbs.,NA,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3
Anatoly Tokov,25,2,0,0,"5' 10""",185 lbs.,NA,NA,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0
Anelya Toktogonova,6,2,1,0,"5' 2""",115 lbs.,"63""",Southpaw,"Aug 01, 2005",1.16,50%,2.03,39%,0,0%,10%,2.2
Kazuki Tokudome,18,7,1,0,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2,38%,78%,0
Puja Tomar,9,6,0,0,"5' 1""",115 lbs.,"59""",Southpaw,"Dec 05, 1993",5.27,49%,5.42,46%,0,0%,75%,0
Tyler Toner,15,7,0,1,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0,0%,54%,0.4
James Toney,0,1,0,0,"5' 9""",220 lbs.,NA,Orthodox,"Aug 24, 1968",0,0%,2.41,27%,0,0%,0%,0
Masanori Tonooka,1,2,0,0,"5' 8""",185 lbs.,NA,Orthodox,"May 25, 1973",0.16,5%,1.09,36%,0,0%,0%,0
Carl Toomey,3,3,0,0,NA,NA,NA,NA,"Mar 15, 1972",0,0%,0,0%,0,0%,0%,0
Ilia Topuria,17,1,0,0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 21, 1997",4.82,50%,3.97,62%,1.73,57%,95%,0.9
Aleksandre Topuria,7,1,0,0,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",2.93,55%,2.57,68%,1.5,33%,100%,0
Anthony Torres,5,3,0,0,"5' 8""",170 lbs.,NA,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0,0%,100%,2.2
Miguel Torres,44,9,0,0,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0,0%,17%,1.6
Ronys Torres,35,5,0,0,"5' 7""",155 lbs.,NA,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4,47%,16%,0.5
Haven Torres,0,0,0,0,NA,125 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Alex Torres,5,4,0,0,"5' 10""",145 lbs.,NA,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2,22%,50%,0
Abram Torres,4,3,0,0,"5' 10""",170 lbs.,NA,NA,"Oct 29, 1982",0,0%,0,0%,0,0%,0%,0
Jose Torres,8,1,0,0,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0
Desmond Torres,7,2,0,0,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",4.8,64%,11.78,48%,0,0%,100%,0
Manuel Torres,17,4,0,0,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",6.57,56%,4.24,50%,1.32,66%,76%,0.7
Justice Torres,12,4,0,0,"5' 7""",145 lbs.,"66""",Southpaw,"Oct 19, 1997",0.79,22%,8.29,53%,5.92,50%,0%,0
Eduardo Torres Caut,16,2,0,0,"5' 7""",135 lbs.,"70""",Orthodox,"Apr 26, 1995",1.1,34%,1.24,65%,2.06,33%,50%,0
Salim Touahri,10,4,0,0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.6,46%,2.87,58%,0,0%,83%,0
Dequan Townsend,21,12,0,0,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0,0%,46%,0
Minoru Toyonaga,2,5,0,0,"5' 11""",195 lbs.,NA,Southpaw,"Jun 12, 1978",0,0%,0,0%,0,0%,0%,0
Slim Trabelsi,5,0,0,0,"6' 3""",235 lbs.,NA,NA,"May 09, 1993",0,0%,0,0%,0,0%,0%,0
Roberto Traven,6,4,1,0,"6' 3""",227 lbs.,NA,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0,0%,0%,0
Bryan Travers,15,4,0,0,NA,155 lbs.,NA,NA,"Apr 11, 1983",2.33,48%,3.93,55%,2,28%,63%,0
Alexander Trevino,7,7,0,0,NA,170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Francisco Trevino,13,3,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"Dec 17, 1981",2.65,42%,2.42,64%,0.97,22%,41%,0
Angelo Trevino,7,3,0,0,"5' 11""",170 lbs.,NA,Switch,"Jun 10, 1993",5.19,54%,3.9,47%,0,0%,100%,0
Frank Trigg,21,9,0,0,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.9,56%,2.35,47%,75%,0.8
Francisco Trinaldo,28,9,0,0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5
Damien Trites,7,6,0,0,"5' 11""",165 lbs.,NA,NA,"Aug 23, 1979",0,0%,0,0%,0,0%,0%,0
Michael Trizano,11,3,0,0,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",3.63,53%,4.4,50%,0.36,66%,72%,0.5
Antonio Trocoli,12,7,0,1,"6' 5""",185 lbs.,"80""",Orthodox,"Dec 06, 1990",1.27,47%,5.3,26%,0.88,9%,42%,0.4
Tor Troeng,16,7,1,0,"6' 2""",185 lbs.,NA,Orthodox,"Jan 25, 1983",1.16,46%,3.26,32%,0.62,7%,66%,0.3
Aaron Trujillo,0,1,0,0,"5' 5""",125 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Reynaldo Trujillo,21,19,0,0,"5' 9""",155 lbs.,NA,NA,"Jan 01, 1982",0,0%,0,0%,0,0%,0%,0
Abel Trujillo,15,8,0,1,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
Arman Tsarukyan,23,3,0,0,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.85,50%,1.8,54%,3.26,37%,75%,0.1
Rei Tsuruya,11,1,0,0,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 2002",2.4,53%,1.91,43%,5.03,37%,50%,2
Magomed Tuchalov,6,0,0,0,NA,205 lbs.,NA,NA,"Dec 30, 1999",0,0%,0,0%,0,0%,0%,0
Chris Tuchscherer,21,4,0,1,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6
Jon Tuck,10,5,0,0,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3,40%,3.74,60%,0.42,33%,50%,1
Gavin Tucker,13,3,0,0,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.29,44%,4.18,57%,3.13,44%,53%,1.5
Jumabieke Tuerxun,19,4,1,0,"5' 7""",135 lbs.,NA,Orthodox,"Apr 17, 1986",1.6,28%,3.08,59%,0.47,11%,66%,0.9
Tom Tuggle,0,3,0,0,"6' 2""",250 lbs.,NA,Orthodox,NA,0,0%,2.14,0%,32.14,100%,0%,0
Blair Tugman,10,6,0,0,"6' 0""",135 lbs.,NA,NA,NA,2.25,53%,0.93,50%,7.5,60%,0%,0
Tai Tuivasa,15,10,0,0,"6' 2""",264 lbs.,"75""",Southpaw,"Mar 16, 1993",3.37,48%,4.61,42%,0,0%,58%,0
Zubaira Tukhugov,20,6,1,0,"5' 8""",155 lbs.,"68""",Orthodox,"Jan 15, 1991",3.17,39%,3.07,63%,2.13,39%,100%,0
Teila Tuli,0,1,0,0,"6' 0""",430 lbs.,NA,Orthodox,"Jun 14, 1969",0,0%,0,0%,0,0%,0%,0
Marco Tulio,14,3,0,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jun 13, 1994",6.02,53%,2.97,56%,1.05,26%,0%,0.3
Nyamjargal Tumendemberel,10,1,0,0,"5' 7""",125 lbs.,"71""",Orthodox,"Mar 22, 1998",2.72,42%,2.47,53%,3.37,50%,56%,2.1
Albert Tumenov,18,4,0,0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.2,20%,75%,0
Ricky Turcios,13,6,0,0,"5' 9""",145 lbs.,"71""",Orthodox,"Jun 05, 1993",4.68,39%,3.84,51%,0.85,17%,44%,0.3
Anton Turkalj,8,4,0,0,"6' 4""",205 lbs.,"78""",Orthodox,"Jun 10, 1996",2.45,42%,3.42,54%,4.98,41%,16%,0
Wellington Turman,18,8,0,0,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 22, 1996",3.23,51%,4.17,45%,1.55,20%,42%,0.8
Courtney Turner,0,3,0,0,"6' 2""",170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Jalin Turner,15,9,0,0,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.79,48%,4.54,41%,0.75,55%,75%,1.1
Austin Tweedy,8,2,0,0,"5' 9""",155 lbs.,NA,Orthodox,"Sep 25, 1990",4.29,66%,6.43,0%,0,0%,0%,0
Marcin Tybura,27,11,0,0,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.56,48%,3.26,55%,1.3,33%,70%,0.1
Raphael Uchegbu,10,2,0,0,"5' 9""",135 lbs.,"73""",Orthodox,"Aug 16, 1995",2.46,48%,2.85,50%,1.48,16%,0%,0
Takeru Uchida,9,2,0,0,"5' 7""",125 lbs.,"68""",Southpaw,"Sep 30, 2002",0.42,40%,0.63,25%,3.17,20%,0%,6.3
Alberto Uda,12,2,0,0,"6' 3""",185 lbs.,NA,Orthodox,"Aug 08, 1984",1.79,52%,3.49,45%,2.83,50%,66%,0
Ryuki Ueyama,12,18,5,1,"5' 11""",180 lbs.,NA,Southpaw,"Apr 17, 1976",0.13,21%,1.4,46%,0.5,100%,0%,1.5
Christian Uflacker,5,0,0,0,"5' 11""",170 lbs.,NA,NA,"Aug 04, 1985",0,0%,0,0%,0,0%,0%,0
Andy Uhrich,11,6,0,0,"6' 0""",170 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Tagir Ulanbekov,17,3,0,0,"5' 7""",125 lbs.,"70""",Southpaw,"Aug 07, 1991",3.01,48%,3.44,50%,2.73,39%,63%,1.5
Carlos Ulberg,15,1,0,0,"6' 4""",205 lbs.,"77""",Orthodox,"Nov 07, 1990",6.57,55%,4.03,51%,0.53,60%,85%,0.2
Gasan Umalatov,17,4,2,0,"5' 11""",170 lbs.,"71""",Orthodox,"Sep 11, 1982",2.23,39%,4.1,59%,0.75,17%,90%,0
Jeremy Umphries,5,2,0,0,NA,160 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Zach Underwood,13,7,0,0,"6' 2""",185 lbs.,NA,NA,NA,0,0%,0,0%,0,0%,0%,0
Caol Uno,33,19,5,0,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5
Kengo Ura,14,12,2,0,"5' 9""",165 lbs.,NA,NA,"Jun 20, 1981",1.05,37%,2.38,48%,2.85,28%,50%,1.4
Logan Urban,5,1,0,1,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 22, 1994",2.55,66%,16.6,27%,0,0%,0%,0
Hector Urbina,17,10,1,0,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0,0%,38%,3.8
Elias Urbina,3,1,0,0,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 09, 1993",3.85,37%,6.17,50%,0,0%,0%,0
Gilbert Urbina,7,5,0,0,"6' 3""",185 lbs.,"75""",Orthodox,"Apr 05, 1996",5.57,56%,4.62,44%,2.86,44%,0%,0.7
Guilherme Uriel,6,2,0,0,"6' 1""",265 lbs.,"74""",Orthodox,"Feb 18, 1997",1.15,43%,4.43,22%,0,0%,53%,0
Nick Urso,10,3,0,1,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 26, 1985",3.61,45%,5.06,36%,0,0%,0%,0
Yasuhiro Urushitani,21,8,6,0,"5' 5""",125 lbs.,NA,Southpaw,"Sep 08, 1976",3.47,39%,4.71,65%,0,0%,80%,0
Sho Patrick Usami,4,1,0,0,"5' 9""",155 lbs.,"70""",Orthodox,"May 08, 2000",0,0%,0,0%,0,0%,0%,0
Kamaru Usman,21,4,0,0,"6' 0""",185 lbs.,"76""",Switch,"May 11, 1987",4.16,51%,2.67,55%,2.79,44%,89%,0.1
Mohammed Usman,12,4,0,0,"6' 2""",239 lbs.,"79""",Orthodox,"Apr 01, 1989",3.85,39%,4.27,51%,0.56,14%,66%,0
Darren Uyenoyama,10,6,0,0,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
Richie Vaculik,10,4,0,0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3,45%,31%,1
Rashid Vagabov,14,2,0,0,"5' 7""",125 lbs.,"63""",Orthodox,"Jun 27, 1998",1.87,38%,0.93,67%,3,50%,100%,3
Abubakar Vagaev,24,4,0,0,NA,170 lbs.,NA,NA,"Apr 14, 1993",0,0%,0,0%,0,0%,0%,0
Artem Vakhitov,3,1,0,0,"6' 1""",205 lbs.,"75""",Orthodox,"Apr 04, 1991",3.88,85%,0.68,80%,0,0%,100%,0
Egidijus Valavicius,29,12,0,0,"6' 0""",200 lbs.,NA,Orthodox,"Dec 23, 1978",0,0%,0,0%,0,0%,0%,0
Genaro Valdez,10,3,0,0,"5' 9""",155 lbs.,"72""",Orthodox,"Jan 16, 1992",4.08,30%,7.16,48%,1.54,44%,36%,0.4
Charlie Valencia,12,7,0,0,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.4,53%,75%,0.5
Robert Valentin,12,6,0,1,"6' 2""",185 lbs.,"77""",Orthodox,"Mar 31, 1995",1.3,55%,2.72,33%,0.59,50%,55%,1.8
Victor Valenzuela,13,6,2,0,"5' 10""",155 lbs.,NA,NA,NA,1.28,100%,2.55,0%,0,0%,0%,0
Ivan Valenzuela,8,2,0,0,"6' 2""",185 lbs.,"77""",Orthodox,"Nov 17, 1992",0,0%,9.6,33%,0,0%,0%,0
Victor Valenzuela,14,4,0,0,"5' 9""",170 lbs.,"71""",Orthodox,"Feb 09, 1994",3.47,40%,4.81,51%,0.63,33%,55%,0
Timur Valiev,18,3,0,1,"5' 6""",135 lbs.,"67""",Orthodox,"Jan 19, 1990",5.19,53%,3.33,45%,1.73,40%,55%,0.3
Victor Valimaki,18,10,0,0,"6' 0""",205 lbs.,NA,Orthodox,"Dec 17, 1981",3.94,30%,2.99,67%,0.9,14%,0%,0
Andrew Valladerez,5,7,0,0,NA,135 lbs.,NA,NA,"Jun 28, 1987",0,0%,0,0%,0,0%,0%,0
Kevin Vallejos,18,1,0,0,"5' 7""",145 lbs.,"68""",Switch,"Dec 08, 2001",6.12,48%,4.41,57%,0.66,28%,84%,0
Isaac Vallie-Flagg,16,7,1,0,"5' 8""",155 lbs.,"70""",Orthodox,"Apr 08, 1978",5.56,47%,5.6,45%,0.2,12%,58%,0
Joshua Van,17,2,0,0,"5' 5""",125 lbs.,"65""",Orthodox,"Oct 10, 2001",8.43,57%,5.82,58%,0.82,61%,75%,0.2
Mike van Arsdale,8,5,0,0,"6' 2""",205 lbs.,NA,Switch,"Jun 20, 1965",1.52,41%,1.91,41%,1.06,14%,37%,0
Matt Van Buren,7,6,0,0,"6' 5""",205 lbs.,NA,NA,"Jun 12, 1986",7.73,45%,6.82,49%,0,0%,50%,0
Ron van Clief,0,1,0,0,"5' 10""",190 lbs.,NA,Orthodox,"Jan 25, 1943",0,0%,0,0%,0,0%,0%,0
Lloyd Van Dams,0,1,0,0,"6' 1""",240 lbs.,NA,Southpaw,"Mar 05, 1972",0,0%,3.01,15%,0,0%,0%,0
