sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2010,2,11669000,559
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2010,3,11730000,561
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2010,4,11803000,573
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2011,1,11390000,568
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2011,2,11995000,598
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2011,3,11774000,578
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2011,4,11605000,573
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2012,1,12293000,591
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2012,2,12595000,607
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2012,3,12830000,586
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2012,4,12556000,594
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2013,1,12399000,599
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2013,2,12916000,594
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2013,3,13230000,615
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2013,4,12886000,598
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2014,1,12903000,618
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2014,2,13340000,607
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2014,3,13420000,620
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2014,4,13451000,627
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2015,1,13645000,615
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2015,2,13866000,620
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2015,3,13786000,626
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2015,4,13857000,666
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2016,1,14105000,634
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2016,2,14173000,650
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2016,3,14354000,669
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2016,4,14611000,677
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2017,1,14219000,681
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2017,2,14775000,688
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2017,3,14730000,685
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2017,4,14759000,682
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2018,1,14915000,703
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2018,2,15447000,699
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2018,3,15113000,718
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2018,4,15166000,711
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2019,1,15399000,723
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2019,2,15601000,724
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2019,3,15692000,745
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2019,4,15963000,745
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2020,1,15647000,759
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2020,2,13443000,834
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2020,3,14126000,828
Both Sexes,All Races,Hispanic or Latino,25 to 54 years,2020,4,14609000,779
Men,All Races,Hispanic or Latino,25 to 54 years,2010,1,6977000,606
Men,All Races,Hispanic or Latino,25 to 54 years,2010,2,7302000,574
Men,All Races,Hispanic or Latino,25 to 54 years,2010,3,7451000,579
Men,All Races,Hispanic or Latino,25 to 54 years,2010,4,7417000,588
Men,All Races,Hispanic or Latino,25 to 54 years,2011,1,7037000,581
Men,All Races,Hispanic or Latino,25 to 54 years,2011,2,7464000,617
Men,All Races,Hispanic or Latino,25 to 54 years,2011,3,7358000,596
Men,All Races,Hispanic or Latino,25 to 54 years,2011,4,7338000,583
Men,All Races,Hispanic or Latino,25 to 54 years,2012,1,7457000,603
Men,All Races,Hispanic or Latino,25 to 54 years,2012,2,7794000,633
Men,All Races,Hispanic or Latino,25 to 54 years,2012,3,7687000,610
Men,All Races,Hispanic or Latino,25 to 54 years,2012,4,7653000,622
Men,All Races,Hispanic or Latino,25 to 54 years,2013,1,7619000,614
Men,All Races,Hispanic or Latino,25 to 54 years,2013,2,8022000,604
Men,All Races,Hispanic or Latino,25 to 54 years,2013,3,8047000,656
Men,All Races,Hispanic or Latino,25 to 54 years,2013,4,7917000,611
Men,All Races,Hispanic or Latino,25 to 54 years,2014,1,7938000,645
Men,All Races,Hispanic or Latino,25 to 54 years,2014,2,8230000,637
Men,All Races,Hispanic or Latino,25 to 54 years,2014,3,8266000,655
Men,All Races,Hispanic or Latino,25 to 54 years,2014,4,8361000,659
Men,All Races,Hispanic or Latino,25 to 54 years,2015,1,8271000,653
Men,All Races,Hispanic or Latino,25 to 54 years,2015,2,8501000,646
Men,All Races,Hispanic or Latino,25 to 54 years,2015,3,8451000,652
Men,All Races,Hispanic or Latino,25 to 54 years,2015,4,8485000,701
Men,All Races,Hispanic or Latino,25 to 54 years,2016,1,8709000,670
Men,All Races,Hispanic or Latino,25 to 54 years,2016,2,8821000,683
Men,All Races,Hispanic or Latino,25 to 54 years,2016,3,8921000,697
Men,All Races,Hispanic or Latino,25 to 54 years,2016,4,9065000,709
Men,All Races,Hispanic or Latino,25 to 54 years,2017,1,8535000,720
Men,All Races,Hispanic or Latino,25 to 54 years,2017,2,9073000,712
Men,All Races,Hispanic or Latino,25 to 54 years,2017,3,8976000,717
Men,All Races,Hispanic or Latino,25 to 54 years,2017,4,9074000,706
Men,All Races,Hispanic or Latino,25 to 54 years,2018,1,8948000,760
Men,All Races,Hispanic or Latino,25 to 54 years,2018,2,9345000,725
Men,All Races,Hispanic or Latino,25 to 54 years,2018,3,9225000,754
Men,All Races,Hispanic or Latino,25 to 54 years,2018,4,9085000,753
Men,All Races,Hispanic or Latino,25 to 54 years,2019,1,9247000,757
Men,All Races,Hispanic or Latino,25 to 54 years,2019,2,9437000,782
Men,All Races,Hispanic or Latino,25 to 54 years,2019,3,9436000,783
Men,All Races,Hispanic or Latino,25 to 54 years,2019,4,9355000,800
Men,All Races,Hispanic or Latino,25 to 54 years,2020,1,9265000,795
Men,All Races,Hispanic or Latino,25 to 54 years,2020,2,8226000,892
Men,All Races,Hispanic or Latino,25 to 54 years,2020,3,8553000,873
Men,All Races,Hispanic or Latino,25 to 54 years,2020,4,8646000,808
Women,All Races,Hispanic or Latino,25 to 54 years,2010,1,4236000,521
Women,All Races,Hispanic or Latino,25 to 54 years,2010,2,4367000,533
Women,All Races,Hispanic or Latino,25 to 54 years,2010,3,4278000,531
Women,All Races,Hispanic or Latino,25 to 54 years,2010,4,4386000,531
Women,All Races,Hispanic or Latino,25 to 54 years,2011,1,4353000,542
Women,All Races,Hispanic or Latino,25 to 54 years,2011,2,4531000,551
Women,All Races,Hispanic or Latino,25 to 54 years,2011,3,4416000,547
Women,All Races,Hispanic or Latino,25 to 54 years,2011,4,4267000,543
Women,All Races,Hispanic or Latino,25 to 54 years,2012,1,4836000,571
Women,All Races,Hispanic or Latino,25 to 54 years,2012,2,4800000,564
Women,All Races,Hispanic or Latino,25 to 54 years,2012,3,5143000,537
Women,All Races,Hispanic or Latino,25 to 54 years,2012,4,4903000,546
Women,All Races,Hispanic or Latino,25 to 54 years,2013,1,4780000,573
Women,All Races,Hispanic or Latino,25 to 54 years,2013,2,4894000,579
Women,All Races,Hispanic or Latino,25 to 54 years,2013,3,5183000,584
Women,All Races,Hispanic or Latino,25 to 54 years,2013,4,4968000,575
Women,All Races,Hispanic or Latino,25 to 54 years,2014,1,4965000,591
Women,All Races,Hispanic or Latino,25 to 54 years,2014,2,5110000,562
Women,All Races,Hispanic or Latino,25 to 54 years,2014,3,5154000,587
Women,All Races,Hispanic or Latino,25 to 54 years,2014,4,5090000,588
Women,All Races,Hispanic or Latino,25 to 54 years,2015,1,5374000,582
Women,All Races,Hispanic or Latino,25 to 54 years,2015,2,5365000,594
Women,All Races,Hispanic or Latino,25 to 54 years,2015,3,5335000,600
Women,All Races,Hispanic or Latino,25 to 54 years,2015,4,5372000,604
Women,All Races,Hispanic or Latino,25 to 54 years,2016,1,5396000,600
Women,All Races,Hispanic or Latino,25 to 54 years,2016,2,5351000,602
Women,All Races,Hispanic or Latino,25 to 54 years,2016,3,5433000,611
Women,All Races,Hispanic or Latino,25 to 54 years,2016,4,5546000,617
Women,All Races,Hispanic or Latino,25 to 54 years,2017,1,5683000,620
Women,All Races,Hispanic or Latino,25 to 54 years,2017,2,5701000,644
Women,All Races,Hispanic or Latino,25 to 54 years,2017,3,5754000,637
Women,All Races,Hispanic or Latino,25 to 54 years,2017,4,5685000,632
Women,All Races,Hispanic or Latino,25 to 54 years,2018,1,5967000,635
Women,All Races,Hispanic or Latino,25 to 54 years,2018,2,6102000,647
Women,All Races,Hispanic or Latino,25 to 54 years,2018,3,5888000,658
Women,All Races,Hispanic or Latino,25 to 54 years,2018,4,6081000,651
Women,All Races,Hispanic or Latino,25 to 54 years,2019,1,6151000,663
Women,All Races,Hispanic or Latino,25 to 54 years,2019,2,6164000,654
Women,All Races,Hispanic or Latino,25 to 54 years,2019,3,6256000,694
Women,All Races,Hispanic or Latino,25 to 54 years,2019,4,6608000,685
Women,All Races,Hispanic or Latino,25 to 54 years,2020,1,6382000,701
Women,All Races,Hispanic or Latino,25 to 54 years,2020,2,5217000,751
Women,All Races,Hispanic or Latino,25 to 54 years,2020,3,5573000,776
Women,All Races,Hispanic or Latino,25 to 54 years,2020,4,5963000,739
Both Sexes,All Races,Hispanic or Latino,55 years and over,2010,1,1568000,598
Both Sexes,All Races,Hispanic or Latino,55 years and over,2010,2,1573000,575
Both Sexes,All Races,Hispanic or Latino,55 years and over,2010,3,1534000,578
Both Sexes,All Races,Hispanic or Latino,55 years and over,2010,4,1566000,575
Both Sexes,All Races,Hispanic or Latino,55 years and over,2011,1,1540000,648
Both Sexes,All Races,Hispanic or Latino,55 years and over,2011,2,1611000,585
Both Sexes,All Races,Hispanic or Latino,55 years and over,2011,3,1593000,584
Both Sexes,All Races,Hispanic or Latino,55 years and over,2011,4,1691000,576
Both Sexes,All Races,Hispanic or Latino,55 years and over,2012,1,1641000,596
Both Sexes,All Races,Hispanic or Latino,55 years and over,2012,2,1694000,615
Both Sexes,All Races,Hispanic or Latino,55 years and over,2012,3,1796000,622
Both Sexes,All Races,Hispanic or Latino,55 years and over,2012,4,1735000,642
Both Sexes,All Races,Hispanic or Latino,55 years and over,2013,1,1704000,601
Both Sexes,All Races,Hispanic or Latino,55 years and over,2013,2,1971000,635
Both Sexes,All Races,Hispanic or Latino,55 years and over,2013,3,1993000,639
Both Sexes,All Races,Hispanic or Latino,55 years and over,2013,4,1960000,638
Both Sexes,All Races,Hispanic or Latino,55 years and over,2014,1,1976000,619
Both Sexes,All Races,Hispanic or Latino,55 years and over,2014,2,2077000,625
Both Sexes,All Races,Hispanic or Latino,55 years and over,2014,3,2029000,638
Both Sexes,All Races,Hispanic or Latino,55 years and over,2014,4,2166000,623
Both Sexes,All Races,Hispanic or Latino,55 years and over,2015,1,2344000,620
Both Sexes,All Races,Hispanic or Latino,55 years and over,2015,2,2226000,659
Both Sexes,All Races,Hispanic or Latino,55 years and over,2015,3,2417000,667
Both Sexes,All Races,Hispanic or Latino,55 years and over,2015,4,2321000,641
Both Sexes,All Races,Hispanic or Latino,55 years and over,2016,1,2224000,685
Both Sexes,All Races,Hispanic or Latino,55 years and over,2016,2,2329000,705
Both Sexes,All Races,Hispanic or Latino,55 years and over,2016,3,2423000,709
Both Sexes,All Races,Hispanic or Latino,55 years and over,2016,4,2282000,671
Both Sexes,All Races,Hispanic or Latino,55 years and over,2017,1,2537000,715
Both Sexes,All Races,Hispanic or Latino,55 years and over,2017,2,2481000,721
Both Sexes,All Races,Hispanic or Latino,55 years and over,2017,3,2777000,721
Both Sexes,All Races,Hispanic or Latino,55 years and over,2017,4,2688000,699
Both Sexes,All Races,Hispanic or Latino,55 years and over,2018,1,2716000,716
Both Sexes,All Races,Hispanic or Latino,55 years and over,2018,2,2661000,751
Both Sexes,All Races,Hispanic or Latino,55 years and over,2018,3,2777000,710
Both Sexes,All Races,Hispanic or Latino,55 years and over,2018,4,2868000,761
Both Sexes,All Races,Hispanic or Latino,55 years and over,2019,1,2934000,736
Both Sexes,All Races,Hispanic or Latino,55 years and over,2019,2,2971000,726
Both Sexes,All Races,Hispanic or Latino,55 years and over,2019,3,3022000,762
Both Sexes,All Races,Hispanic or Latino,55 years and over,2019,4,3031000,712
Both Sexes,All Races,Hispanic or Latino,55 years and over,2020,1,3054000,761
Both Sexes,All Races,Hispanic or Latino,55 years and over,2020,2,2753000,771
Both Sexes,All Races,Hispanic or Latino,55 years and over,2020,3,2825000,788
Both Sexes,All Races,Hispanic or Latino,55 years and over,2020,4,2937000,781
Men,All Races,Hispanic or Latino,55 years and over,2010,1,928000,664
Men,All Races,Hispanic or Latino,55 years and over,2010,2,906000,592
Men,All Races,Hispanic or Latino,55 years and over,2010,3,846000,621
Men,All Races,Hispanic or Latino,55 years and over,2010,4,928000,609
Men,All Races,Hispanic or Latino,55 years and over,2011,1,876000,743
Men,All Races,Hispanic or Latino,55 years and over,2011,2,954000,578
Men,All Races,Hispanic or Latino,55 years and over,2011,3,948000,612
Men,All Races,Hispanic or Latino,55 years and over,2011,4,982000,645
Men,All Races,Hispanic or Latino,55 years and over,2012,1,945000,619
Men,All Races,Hispanic or Latino,55 years and over,2012,2,958000,624
Men,All Races,Hispanic or Latino,55 years and over,2012,3,1047000,665
Men,All Races,Hispanic or Latino,55 years and over,2012,4,1032000,690
Men,All Races,Hispanic or Latino,55 years and over,2013,1,993000,640
Men,All Races,Hispanic or Latino,55 years and over,2013,2,1122000,651
Men,All Races,Hispanic or Latino,55 years and over,2013,3,1164000,676
Men,All Races,Hispanic or Latino,55 years and over,2013,4,1201000,698
Men,All Races,Hispanic or Latino,55 years and over,2014,1,1105000,682
Men,All Races,Hispanic or Latino,55 years and over,2014,2,1251000,637
Men,All Races,Hispanic or Latino,55 years and over,2014,3,1252000,668
Men,All Races,Hispanic or Latino,55 years and over,2014,4,1305000,697
Men,All Races,Hispanic or Latino,55 years and over,2015,1,1380000,679
Men,All Races,Hispanic or Latino,55 years and over,2015,2,1324000,711
Men,All Races,Hispanic or Latino,55 years and over,2015,3,1453000,733
Men,All Races,Hispanic or Latino,55 years and over,2015,4,1381000,730
Men,All Races,Hispanic or Latino,55 years and over,2016,1,1282000,760
Men,All Races,Hispanic or Latino,55 years and over,2016,2,1386000,767
Men,All Races,Hispanic or Latino,55 years and over,2016,3,1474000,716
Men,All Races,Hispanic or Latino,55 years and over,2016,4,1401000,738
Men,All Races,Hispanic or Latino,55 years and over,2017,1,1512000,769
Men,All Races,Hispanic or Latino,55 years and over,2017,2,1457000,754
Men,All Races,Hispanic or Latino,55 years and over,2017,3,1714000,762
Men,All Races,Hispanic or Latino,55 years and over,2017,4,1600000,758
Men,All Races,Hispanic or Latino,55 years and over,2018,1,1643000,786
Men,All Races,Hispanic or Latino,55 years and over,2018,2,1576000,805
Men,All Races,Hispanic or Latino,55 years and over,2018,3,1644000,760
Men,All Races,Hispanic or Latino,55 years and over,2018,4,1808000,846
Men,All Races,Hispanic or Latino,55 years and over,2019,1,1708000,783
Men,All Races,Hispanic or Latino,55 years and over,2019,2,1767000,795
Men,All Races,Hispanic or Latino,55 years and over,2019,3,1751000,797
Men,All Races,Hispanic or Latino,55 years and over,2019,4,1798000,768
Men,All Races,Hispanic or Latino,55 years and over,2020,1,1848000,801
Men,All Races,Hispanic or Latino,55 years and over,2020,2,1662000,819
Men,All Races,Hispanic or Latino,55 years and over,2020,3,1696000,893
Men,All Races,Hispanic or Latino,55 years and over,2020,4,1761000,834
Women,All Races,Hispanic or Latino,55 years and over,2010,1,640000,526
Women,All Races,Hispanic or Latino,55 years and over,2010,2,667000,545
Women,All Races,Hispanic or Latino,55 years and over,2010,3,689000,524
Women,All Races,Hispanic or Latino,55 years and over,2010,4,638000,505
Women,All Races,Hispanic or Latino,55 years and over,2011,1,663000,509
Women,All Races,Hispanic or Latino,55 years and over,2011,2,657000,590
Women,All Races,Hispanic or Latino,55 years and over,2011,3,645000,523
Women,All Races,Hispanic or Latino,55 years and over,2011,4,708000,494
Women,All Races,Hispanic or Latino,55 years and over,2012,1,696000,546
Women,All Races,Hispanic or Latino,55 years and over,2012,2,736000,602
Women,All Races,Hispanic or Latino,55 years and over,2012,3,749000,583
Women,All Races,Hispanic or Latino,55 years and over,2012,4,703000,523
Women,All Races,Hispanic or Latino,55 years and over,2013,1,711000,522
Women,All Races,Hispanic or Latino,55 years and over,2013,2,849000,619
Women,All Races,Hispanic or Latino,55 years and over,2013,3,828000,604
Women,All Races,Hispanic or Latino,55 years and over,2013,4,759000,542
Women,All Races,Hispanic or Latino,55 years and over,2014,1,871000,556
Women,All Races,Hispanic or Latino,55 years and over,2014,2,826000,593
