industry,major_occupation,minor_occupation,race_gender,industry_total,employ_n,year
Retail trade,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,8027000,5000,2015
Retail trade,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,8027000,2000,2015
Retail trade,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,8027000,25000,2015
Retail trade,"Production, transportation, and material moving occupations",Production occupations,Women,8027000,207000,2015
Retail trade,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,8027000,238000,2015
Transportation and utilities,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,1749000,243000,2015
Transportation and utilities,"Management, professional, and related occupations",Professional and related occupations,Women,1749000,87000,2015
Transportation and utilities,Service occupations,Protective service occupations,Women,1749000,13000,2015
Transportation and utilities,Service occupations,"Service occupations, except protective",Women,1749000,47000,2015
Transportation and utilities,Sales and office occupations,Sales and related occupations,Women,1749000,37000,2015
Transportation and utilities,Sales and office occupations,Office and administrative support occupations,Women,1749000,795000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,1749000,1000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,1749000,3000,2015
Transportation and utilities,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,1749000,10000,2015
Transportation and utilities,"Production, transportation, and material moving occupations",Production occupations,Women,1749000,33000,2015
Transportation and utilities,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,1749000,481000,2015
Information,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,1169000,259000,2015
Information,"Management, professional, and related occupations",Professional and related occupations,Women,1169000,385000,2015
Information,Service occupations,Protective service occupations,Women,1169000,2000,2015
Information,Service occupations,"Service occupations, except protective",Women,1169000,37000,2015
Information,Sales and office occupations,Sales and related occupations,Women,1169000,143000,2015
Information,Sales and office occupations,Office and administrative support occupations,Women,1169000,301000,2015
Information,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Women,1169000,0,2015
Information,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Women,1169000,0,2015
Information,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Women,1169000,16000,2015
Information,"Production, transportation, and material moving occupations",Production occupations,Women,1169000,14000,2015
Information,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Women,1169000,14000,2015
Financial activities,"Management, professional, and related occupations","Management, business, and financial operations occupations",Women,5345000,1996000,2015
