season,week,order,contestant,song,artist,song_theme,result
Season_16,songs_04,8,Jonny Brenns,Demons,Imagine Dragons,NA,Eliminated
Season_16,songs_04,9,Dennis Lorenzo,In My Blood,Shawn Mendes,NA,Not Chosen
Season_16,songs_04,9,Caleb Lee Hutchinson,Gettin' You Home,NB Ridaz,NA,Immune
Season_16,songs_04,10,Maddie Poppe,Homeward Bound,Simon & Garfunkel,NA,Advanced
Season_16,songs_04,10,Mara Justine,Love on the Brain,Rihanna,NA,Eliminated
Season_16,songs_04,11,Jurnee,Bang Bang,"K'NAAN,Adam Levine",NA,Not Chosen
Season_16,songs_04,11,Jurnee,Never Enough,"Eminem,50 Cent,Nate Dogg",NA,Judges' choice
Season_16,songs_04,12,Jonny Brenns,This Is Gospel,Panic! At The Disco,NA,Not Chosen
Season_16,songs_04,12,Michael J. Woodard,Believe In Yourself,Friedrich Habetler,NA,Immune
Season_16,songs_04,13,Michael J. Woodard,Titanium,Chloe Welch,NA,Advanced
Season_16,songs_04,13,Catie Turner,Havana,Kidz Bop Kids,NA,Immune
Season_16,songs_04,14,Gabby Barrett,The Climb,Miley Cyrus,NA,Advanced
Season_16,songs_04,14,Ada Vox,And I Am Telling You I'm Not Going,Jennifer Holliday,NA,Judges' choice
Season_16,songs_05,1,Maddie Poppe,The Bare Necessities,"Phil Harris,Bruce Reitherman",The Jungle Book,Safe
Season_16,songs_05,2,Jurnee,How Far I'll Go,Alessia Cara,Moana,Safe
Season_16,songs_05,3,Cade Foehner,Kiss the Girl,Ashley Tisdale,The Little Mermaid,Safe
Season_16,songs_05,4,Ada Vox,Circle of Life,"Carmen Twillie,Lebo M.",The Lion King,Eliminated
Season_16,songs_05,5,Michelle Sussett,Remember Me,"Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi",Coco,Eliminated
Season_16,songs_05,6,Gabby Barrett,Colors of the Wind,Judy Kuhn,Pocahontas,Safe
Season_16,songs_05,7,Michael J. Woodard,Beauty and the Beast,"Ariana Grande,John Legend",Beauty And The Beast,Safe
Season_16,songs_05,8,Caleb Lee Hutchinson,You've Got a Friend in Me,Carole King,Toy Story,Safe
Season_16,songs_05,9,Catie Turner,Once Upon a Dream,Lana Del Rey,Sleeping Beauty,Safe
Season_16,songs_05,10,Dennis Lorenzo,Can You Feel the Love Tonight,Elton John,The Lion King,Eliminated
Season_16,songs_06,1,Jurnee,Kiss,Prince,Prince Song,Eliminated
Season_16,songs_06,2,Gabby Barrett,I Hope You Dance,Lee Ann Womack,Birth Year Song,Safe
Season_16,songs_06,3,Michael J. Woodard,I Would Die 4 U,Prince,Prince Song,Safe
Season_16,songs_06,4,Cade Foehner,Who Will Save Your Soul,Jewel,Birth Year Song,Safe
Season_16,songs_06,5,Catie Turner,Oops!... I Did It Again,Britney Spears,Birth Year Song,Eliminated
Season_16,songs_06,6,Caleb Lee Hutchinson,Amazed,Lonestar,Birth Year Song,Safe
Season_16,songs_06,7,Maddie Poppe,Nothing Compares 2 U,Sinéad O'Connor,Prince Song,Safe
Season_16,songs_06,8,Michael J. Woodard,My Heart Will Go On,"Céline Dion,James Horner",Birth Year Song,Safe
Season_16,songs_06,9,Cade Foehner,Jungle Love,Steve Miller Band,Prince Song,Safe
Season_16,songs_06,10,Gabby Barrett,How Come U Don't Call Me Anymore?,Prince,Prince Song,Safe
Season_16,songs_06,11,Jurnee,Back at One,Brian McKnight,Birth Year Song,Eliminated
Season_16,songs_06,12,Catie Turner,Manic Monday,The Bangles,Prince Song,Eliminated
Season_16,songs_06,13,Maddie Poppe,If It Makes You Happy,Sheryl Crow,Birth Year Song,Safe
Season_16,songs_06,14,Caleb Lee Hutchinson,When Doves Cry,Prince,Prince Song,Safe
Season_16,songs_07,1,Michael J. Woodard,Flat on the Floor,Nickelback,Carrie Underwood Song,Eliminated
Season_16,songs_07,2,Gabby Barrett,Last Name,Carrie Underwood,Carrie Underwood Song,Safe
Season_16,songs_07,3,Cade Foehner,Undo It,Carrie Underwood,Carrie Underwood Song,Eliminated
Season_16,songs_07,4,Caleb Lee Hutchinson,So Small,Carrie Underwood,Carrie Underwood Song,Safe
Season_16,songs_07,5,Maddie Poppe,I Told You So,Randy Travis,Carrie Underwood Song,Safe
Season_16,songs_07,6,Gabby Barrett,I Have Nothing,Whitney Houston,Mother Day Song,Safe
Season_16,songs_07,7,Cade Foehner,Simple Man,Lynyrd Skynyrd,Mother Day Song,Eliminated
Season_16,songs_07,8,Michael J. Woodard,Still I Rise,"Young Wicked,Jamie Madrox,Rittz",Mother Day Song,Eliminated
Season_16,songs_07,9,Caleb Lee Hutchinson,Stars in Alabama,The Cannonball Adderley Quintet,Mother Day Song,Safe
Season_16,songs_07,10,Maddie Poppe,God Only Knows,The Beach Boys,Mother Day Song,Safe
Season_16,songs_08,1,Caleb Lee Hutchinson,Johnny Cash Heart,Johnny Cash,Winner Song,Runner-up
Season_16,songs_08,2,Gabby Barrett,Rivers Deep,Gabby Barrett,Winner Song,3rd Place
Season_16,songs_08,3,Maddie Poppe,Going Going Gone,original song,Winner Song,Winner
Season_16,songs_08,4,Caleb Lee Hutchinson,Don't Close Your Eyes,Keith Whitley,Reprise Song,Runner-up
Season_16,songs_08,5,Gabby Barrett,Little Red Wagon,Denise Gagne,Reprise Song,3rd Place
Season_16,songs_08,6,Maddie Poppe,Don't Ever Let Your Children Grow Up,original song,Reprise Song,Winner
Season_17,songs_01,1,Madison VanDenburg,Domino,Jessie J,NA,NA
Season_17,songs_01,2,Shawn Robinson,Jealous,Eyedress,NA,NA
Season_17,songs_01,3,Laine Hardy,Bring It On Home to Me,Sam Cooke,NA,NA
Season_17,songs_01,4,Uché,Figures,KA$HDAMI,NA,NA
Season_17,songs_01,5,Eddie Island,Ho Hey,The Lumineers,NA,NA
Season_17,songs_01,6,Evelyn Cormier,Leaving on a Jet Plane,"Peter, Paul and Mary",NA,NA
Season_17,songs_01,7,Alyssa Raghu,Ain't It Fun,Paramore,NA,NA
Season_17,songs_01,8,Ryan Hammond,You Say,Yuki Hayashi,NA,NA
Season_17,songs_01,9,Raquel Trinidad,Lovefool,The Cardigans,NA,NA
Season_17,songs_01,10,Logan Johnson,Love Don't Live Here Anymore,Rose Royce,NA,NA
Season_17,songs_01,11,Dimitrius Graham,Hello,Adele,NA,NA
Season_17,songs_01,12,Riley Thompson,Jolene,Dolly Parton,NA,NA
Season_17,songs_01,13,Walker Burroughs,How Deep Is Your Love,Bee Gees,NA,NA
Season_17,songs_01,14,Bumbly,Vision of Love,Mariah Carey,NA,NA
Season_17,songs_01,15,Ashley Hess,Dreaming with a Broken Heart,John Mayer,NA,NA
Season_17,songs_01,16,Alejandro Aranda,I Fall Apart,Post Malone,NA,NA
Season_17,songs_01,17,Kate Barnette,Sunday Morning,Maroon 5,NA,NA
Season_17,songs_01,18,Jeremiah Lloyd Harmon,Make You Feel My Love,Adele,NA,NA
Season_17,songs_01,19,Laci Kaye Booth,I Want You to Want Me,Cheap Trick,NA,NA
Season_17,songs_01,20,Wade Cota,All I Want,Paramore,NA,NA
Season_17,songs_02,1,"Walker Burroughs, with Jason Mraz",Have It All,"Bethel Music,Brian Johnson,Lindsey Strand",NA,Advanced
Season_17,songs_02,1,"Alyssa Raghu, with Julia Michaels",Issues,Julia Michaels,NA,Advanced
Season_17,songs_02,2,"Kate Barnette, with Pat Benatar & Neil Giraldo",Heartbreaker,Pat Benatar,NA,Eliminated
Season_17,songs_02,2,"Eddie Island, with Lukas Graham",7 Years,Lukas Graham,NA,Advanced
Season_17,songs_02,3,"Riley Thompson, with Brett Young",Like I Loved You,Brett Young,NA,Advanced
Season_17,songs_02,3,"Wade Cota, with lovelytheband",Broken,Isak Danielson,NA,Advanced
Season_17,songs_02,4,"Uché, with Shaggy",I Need Your Love,"Calvin Harris,Ellie Goulding",NA,Advanced
Season_17,songs_02,4,"Ryan Hammond, with Cynthia Erivo","Hold On, I'm Comin'",Sam & Dave,NA,Eliminated
Season_17,songs_02,5,"Madison VanDenburg, with Pat Benatar & Neil Giraldo",We Belong,Pat Benatar,NA,Advanced
Season_17,songs_02,5,"Evelyn Cormier, with Chris Isaak",Wicked Game,Chris Isaak,NA,Advanced
Season_17,songs_02,6,"Shawn Robinson, with Elle King",Proud Mary,Creedence Clearwater Revival,NA,Eliminated
Season_17,songs_02,6,"Logan Johnson, with Julia Michaels",What a Time,"Julia Michaels,Niall Horan",NA,Eliminated
Season_17,songs_02,7,"Ashley Hess, with Jason Mraz",I'm Yours,Jason Mraz,NA,Advanced
Season_17,songs_02,7,"Raquel Trinidad, with lovelytheband",Tiny Dancer,Elton John,NA,Eliminated
Season_17,songs_02,8,"Bumbly, with Shaggy",Angel,Halle,NA,Eliminated
Season_17,songs_02,8,"Alejandro Aranda, with Ben Harper",There Will Be a Light,"Ben Harper,The Blind Boys Of Alabama",NA,Advanced
Season_17,songs_02,9,"Laci Kaye Booth, with Brett Young",Mercy,Shawn Mendes,NA,Advanced
Season_17,songs_02,9,"Dimitrius Graham, with Lukas Graham",Love Someone,Lukas Graham,NA,Advanced
Season_17,songs_02,10,"Laine Hardy, with Elle King",The Weight,The Band,NA,Advanced
Season_17,songs_02,10,"Jeremiah Lloyd Harmon, with Cynthia Erivo",Time After Time,Cyndi Lauper,NA,Advanced
Season_17,songs_03,1,Laine Hardy,That's All Right,Elvis Presley,NA,Safe
Season_17,songs_03,2,Evelyn Cormier,The Middle,Jimmy Eat World,NA,Not Chosen
Season_17,songs_03,3,Alyssa Raghu,She Used to Be Mine,Sara Bareilles,NA,Not Chosen
Season_17,songs_03,4,Eddie Island,Bennie and the Jets,Elton John,NA,Not Chosen
Season_17,songs_03,5,Riley Thompson,Suds in the Bucket,Sara Evans,NA,Not Chosen
Season_17,songs_03,6,Wade Cota,Trouble,Josh Ross,NA,Safe
Season_17,songs_03,7,Dimitrius Graham,Perfect,Ed Sheeran,NA,Not Chosen
Season_17,songs_03,8,LaRae Jones,Fallin',Alicia Keys,NA,Safe
Season_17,songs_03,9,Jeremiah Lloyd Harmon,We All Fall in Love Sometimes,Elton John,NA,Safe
Season_17,songs_03,10,Uché,Finesse,Drake,NA,Not Chosen
Season_17,songs_03,11,Alejandro Aranda,One Dance,"Drake,Wizkid,Kyla",NA,Safe
Season_17,songs_03,12,Ashley Hess,Fix You,Coldplay,NA,Not Chosen
Season_17,songs_03,13,Laci Kaye Booth,I Miss You,blink-182,NA,Safe
Season_17,songs_03,14,Walker Burroughs,Climb Ev'ry Mountain,Peggy Wood,NA,Safe
Season_17,songs_04,1,Uché,I 2 I,"Tevin Campbell,Rosie Gaines",A Goofy Movie,Eliminated
Season_17,songs_04,2,Laci Kaye Booth,I See the Light,"Mandy Moore,Zachary Levi",Tangled,Safe
Season_17,songs_04,3,Alejandro Aranda,Remember Me,"Gael Garcia Bernal,Gabriella Flores,Libertad García Fonzi",Coco,Safe
Season_17,songs_04,4,Alyssa Raghu,Colors of the Wind,Judy Kuhn,Pocahontas,Safe
Season_17,songs_04,5,Wade Cota,You've Got a Friend in Me,Carole King,Toy Story,Safe
Season_17,songs_04,6,Dimitrius Graham,You'll Be in My Heart,Phil Collins,Tarzan,Eliminated
Season_17,songs_04,7,Walker Burroughs,When She Loved Me,Sarah McLachlan,Toy Story 2,Safe
Season_17,songs_04,8,Madison VanDenburg,How Far I'll Go,Alessia Cara,Moana,Safe
Season_17,songs_04,9,Laine Hardy,Oo-De-Lally,Roger Miller,Robin Hood,Safe
Season_17,songs_04,10,Jeremiah Lloyd Harmon,Candle on the Water,Elton John,Pete's Dragon,Safe
Season_17,songs_05,1,Walker Burroughs,Crazy Little Thing Called Love,Queen,The Graduate,Eliminated
Season_17,songs_05,2,Madison VanDenburg,The Show Must Go On,Queen,The Greatest Showman,Safe
Season_17,songs_05,3,"Laine Hardy, with Laci Kaye Booth",Jackson,"Johnny Cash,June Carter Cash",NA,Safe
Season_17,songs_05,3,"Laci Kaye Booth, with Laine Hardy",Jackson,"Johnny Cash,June Carter Cash",NA,Safe
Season_17,songs_05,4,Jeremiah Lloyd Harmon,Who Wants To Live Forever,Queen,The Greatest Showman,Safe
Season_17,songs_05,5,Alejandro Aranda,Under Pressure,"Queen,David Bowie",The Graduate,Safe
Season_17,songs_05,6,"Wade Cota, with Alyssa Raghu",Ain't No Mountain High Enough,"Marvin Gaye,Tammi Terrell",NA,Safe
Season_17,songs_05,6,"Alyssa Raghu, with Wade Cota",Ain't No Mountain High Enough,"Marvin Gaye,Tammi Terrell",NA,Eliminated
Season_17,songs_05,7,"Madison VanDenburg, with Jeremiah Lloyd Harmon",A Million Dreams,"Ziv Zaifman,Hugh Jackman,Michelle Williams",NA,Safe
Season_17,songs_05,7,"Jeremiah Lloyd Harmon, with Madison VanDenburg",A Million Dreams,"Ziv Zaifman,Hugh Jackman,Michelle Williams",NA,Safe
Season_17,songs_05,8,Laine Hardy,Fat Bottomed Girls,Queen,Walk The Line,Safe
Season_17,songs_05,9,Laci Kaye Booth,Love Of My Life,Queen,Walk The Line,Safe
Season_17,songs_05,10,"Walker Burroughs, with Alejandro Aranda",Mrs. Robinson,Simon & Garfunkel,NA,Eliminated
Season_17,songs_05,10,"Alejandro Aranda, with Walker Burroughs",Mrs. Robinson,Simon & Garfunkel,NA,Safe
Season_17,songs_05,11,Wade Cota,We Are The Champions,Queen,Guardians Of The Galaxy,Safe
Season_17,songs_05,12,Alyssa Raghu,Somebody To Love,Jefferson Airplane,Guardians Of The Galaxy,Eliminated
Season_17,songs_06,1,Madison VanDenburg,Piece Of My Heart,"Big Brother & The Holding Company,Janis Joplin",NA,Safe
Season_17,songs_06,2,Laine Hardy,I Don't Need No Doctor,"John Scofield,John Mayer",NA,Safe
Season_17,songs_06,3,Jeremiah Lloyd Harmon,"Swing Low, Sweet Chariot",Eric Clapton,NA,Eliminated
Season_17,songs_06,4,Laci Kaye Booth,To Love Somebody,Bee Gees,NA,Judges' save
Season_17,songs_06,5,Alejandro Aranda,White Rabbit,Jefferson Airplane,NA,Safe
Season_17,songs_06,6,Wade Cota,With A Little Help From My Friends,The Beatles,NA,Safe
Season_17,songs_06,7,Madison VanDenburg,I Surrender,"Hillsong Worship,Matt Crocker",NA,Safe
Season_17,songs_06,8,Alejandro Aranda,Poison,original song,NA,Safe
Season_17,songs_06,9,Laci Kaye Booth,Open Arms,Journey,NA,Judges' save
Season_17,songs_06,10,Jeremiah Lloyd Harmon,Somewhere,Elijah Reeves,NA,Eliminated
Season_17,songs_06,11,Wade Cota,Through The Valley,Jeremy Soule,NA,Safe
Season_17,songs_06,12,Laine Hardy,Johnny B. Goode,Chuck Berry,NA,Safe
Season_17,songs_07,1,Wade Cota,You Are the Best Thing,Ray LaMontagne,NA,Eliminated
Season_17,songs_07,2,Laci Kaye Booth,The House That Built Me,Miranda Lambert,NA,Eliminated
Season_17,songs_07,3,Alejandro Aranda,No Woman No Cry,Bob Marley & The Wailers,NA,Safe
Season_17,songs_07,4,Laine Hardy,Can't You See,The Marshall Tucker Band,NA,Safe
Season_17,songs_07,5,Madison VanDenburg,What About Us,P!nk,NA,Safe
Season_17,songs_07,6,Wade Cota,Rocket Man,Elton John,Elton John Song,Eliminated
Season_17,songs_07,7,Laci Kaye Booth,Saturday Night's Alright for Fighting,Elton John,Elton John Song,Eliminated
Season_17,songs_07,8,Alejandro Aranda,Sorry Seems to Be the Hardest Word,Elton John,Elton John Song,Safe
Season_17,songs_07,9,Madison VanDenburg,Your Song,Elton John,Elton John Song,Safe
Season_17,songs_07,10,Laine Hardy,Something About The Way You Look Tonight,Elton John,Elton John Song,Safe
Season_17,songs_07,11,Wade Cota,Hard Luck Woman,KISS,Hero Dedication Song,Eliminated
Season_17,songs_07,12,Laci Kaye Booth,Dreams,The Cranberries,Hero Dedication Song,Eliminated
Season_17,songs_07,13,Madison VanDenburg,Make You Feel My Love,Adele,Hero Dedication Song,Safe
Season_17,songs_07,14,Laine Hardy,Hey Jude,The Beatles,Hero Dedication Song,Safe
Season_17,songs_07,15,Alejandro Aranda,Blesser,original song,Hero Dedication Song,Safe
Season_17,songs_08,1,Laine Hardy,Home,Edward Sharpe & The Magnetic Zeros,NA,Winner
Season_17,songs_08,2,Madison VanDenburg,Shallow,"Lady Gaga,Bradley Cooper",NA,3rd Place
Season_17,songs_08,3,Alejandro Aranda,Millennial Love,original song,NA,Runner-up
Season_17,songs_08,4,Laine Hardy,Jambalaya,On the Bayou,NA,Winner
Season_17,songs_08,5,Madison VanDenburg,Breakaway,Kelly Clarkson,NA,3rd Place
Season_17,songs_08,6,Alejandro Aranda,Tonight,original song,NA,Runner-up
Season_17,songs_08,7,Laine Hardy,Bring It On Home to Me,Sam Cooke,NA,Winner
Season_17,songs_08,8,Alejandro Aranda,Out Loud,original song,NA,Runner-up
Season_17,songs_08,9,Madison VanDenburg,N/A,already eliminated,NA,3rd Place
Season_18,songs_01,1,Nick Merico,When I Was Your Man,Bruno Mars,NA,Advanced
Season_18,songs_01,2,Makayla Brownlee,More Hearts Than Mine,Ingrid Andress,NA,Advanced
Season_18,songs_01,3,Dewayne Crocker Jr.,Old Town Road,Lil Nas X,NA,Advanced
Season_18,songs_01,4,Camryn Leigh Smith,Break Every Chain,"Jesus Culture,Kristene DiMarco",NA,Eliminated
Season_18,songs_01,5,Devon Alexander,Tell Me You Love Me,Demi Lovato,NA,Eliminated
Season_18,songs_01,6,Jordan Jones,Redbone,Childish Gambino,NA,Eliminated
Season_18,songs_01,7,Geena Fontanella,Finesse,Drake,NA,Eliminated
Season_18,songs_01,8,Louis Knight,Castle on the Hill,Ed Sheeran,NA,Advanced
Season_18,songs_01,9,Francisco Martin,Falling,Harry Styles,NA,Advanced
Season_18,songs_01,10,Jovin Webb,You Are the Best Thing,Ray LaMontagne,NA,Advanced
Season_18,songs_01,11,Faith Becnel,Ain't Nobody,Chaka Khan,NA,Advanced
Season_18,songs_01,12,Amber Fiedler,Good Kisser,USHER,NA,Eliminated
Season_18,songs_01,13,Just Sam,Como la Flor,Selena,NA,Advanced
Season_18,songs_01,14,Jonny West,You Found Me,The Fray,NA,Advanced
Season_18,songs_01,15,Dillon James,The Times They Are a-Changin',Bob Dylan,NA,Advanced
Season_18,songs_01,16,Genavieve Linkowski,You Say,Yuki Hayashi,NA,Eliminated
Season_18,songs_01,17,Franklin Boone,Daughters,John Mayer,NA,Advanced
Season_18,songs_01,18,Julia Gargano,Glitter in the Air,P!nk,NA,Advanced
Season_18,songs_01,19,Aliana Jester,This is Me,"Keala Settle,The Greatest Showman Ensemble",NA,Advanced
Season_18,songs_01,20,Sophia James,Levels,BigXthaPlug,NA,Advanced
Season_18,songs_01,21,Robert Taylor,Take Me to the Pilot,Elton John,NA,Eliminated
Season_18,songs_01,22,Kimmy Gabriela,You Don't Do It for Me Anymore,Demi Lovato,NA,Advanced
Season_18,songs_01,23,Amelia Joyce,Sorry Seems to Be the Hardest Word,Elton John,NA,Eliminated
Season_18,songs_01,24,Elyjuh Rene,Best Part,"Daniel Caesar,H.E.R.",NA,Eliminated
Season_18,songs_01,25,Grace Lundy,Bruises,Lewis Capaldi,NA,Eliminated
Season_18,songs_01,26,Shannon Gibbons,Send My Love,To Your New Lover,NA,Eliminated
Season_18,songs_01,27,Cyniah Elise,Lady Marmalade,"Christina Aguilera,Lil' Kim,Mýa,P!nk",NA,Advanced
Season_18,songs_01,28,Makayla Phillips,Sorry Not Sorry,Demi Lovato,NA,Advanced
Season_18,songs_01,29,Lauren Spencer-Smith,Respect,Aretha Franklin,NA,Advanced
Season_18,songs_01,30,Olivia Ximines,Proud Mary,Creedence Clearwater Revival,NA,Advanced
Season_18,songs_01,31,Arthur Gunn,Is This Love,Bob Marley & The Wailers,NA,Advanced
Season_18,songs_01,32,Demi Rae,Lonely,Akon,NA,Eliminated
Season_18,songs_01,33,Grace Leer,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,NA,Advanced
Season_18,songs_01,34,Lauren Mascitti,Two More Bottles of Wine,Delbert McClinton,NA,Eliminated
Season_18,songs_01,35,Travis Finlay,That's What I Like,Bruno Mars,NA,Eliminated
Season_18,songs_01,36,Natalie Jane,Cool,Jonas Brothers,NA,Eliminated
Season_18,songs_01,37,Bilaal Avaz,Don't You Worry 'Bout a Thing,Stevie Wonder,NA,Eliminated
Season_18,songs_01,38,Jeb VonderBruegge,Sex on Fire,Kings of Leon,NA,Eliminated
Season_18,songs_01,39,Perrin York,Electric Feel,MGMT,NA,Eliminated
Season_18,songs_01,40,Cameron Havens,Whipping Post,Allman Brothers Band,NA,Eliminated
Season_18,songs_03,1,Kimmy Gabriela,Leave Me Lonely,Flipp Dinero,NA,Eliminated
Season_18,songs_03,2,Jovin Webb,With a Little Help from My Friends,The Beatles,NA,Safe
Season_18,songs_03,3,Franklin Boone,Everybody Wants to Rule the World,Tears For Fears,NA,Eliminated
Season_18,songs_03,4,Olivia Ximines,Bad Guy,Billie Eilish,NA,Eliminated
Season_18,songs_03,5,Louis Knight,If the World Was Ending,"JP Saxe,Julia Michaels",NA,Safe
Season_18,songs_03,6,Makayla Phillips,Greedy,Ariana Grande,NA,Wild Card
Season_18,songs_03,7,Aliana Jester,Run to You,Bryan Adams,NA,Eliminated
Season_18,songs_03,8,Faith Becnel,River,Leon Bridges,NA,Eliminated
Season_18,songs_03,9,Nick Merico,Hey There Delilah,Plain White T's,NA,Eliminated
Season_18,songs_03,10,Lauren Spencer-Smith,Mamma Knows Best,Donna Murphy,NA,Eliminated
Season_18,songs_03,11,Cyniah Elise,Warrior,Disturbed,NA,Eliminated
Season_18,songs_03,12,Francisco Martin,Teenage Dream,Katy Perry,NA,Safe
Season_18,songs_03,13,Sophia James,Burning,Koffee,NA,Safe
Season_18,songs_03,14,DeWayne Crocker Jr.,I Got You,I Feel Good,NA,Eliminated
Season_18,songs_03,15,Dillon James,Let It Be Me,The Everly Brothers,NA,Safe
Season_18,songs_03,16,Arthur Gunn,Lovin' Machine,Wynonie Harris,NA,Safe
Season_18,songs_03,17,Julia Gargano,Human,Cody Johnson,NA,Safe
Season_18,songs_03,18,Grace Leer,Cry,Cigarettes After Sex,NA,Safe
Season_18,songs_03,19,Just Sam,I Believe,The Darkness,NA,Safe
Season_18,songs_03,20,Jonny West,What a Wonderful World,Louis Armstrong,NA,Safe
Season_18,songs_04,1,Louis Knight,In My Place,Coldplay,NA,Safe
Season_18,songs_04,2,Julia Gargano,New York State of Mind,Billy Joel,NA,Safe
Season_18,songs_04,3,Jovin Webb,Voodoo,Godsmack,NA,Eliminated
Season_18,songs_04,4,Grace Leer,Over the Rainbow,Israel Kamakawiwo'ole,NA,Eliminated
Season_18,songs_04,5,Jonny West,Faithfully,Journey,NA,Safe
Season_18,songs_04,6,Sophia James,In My Room,Insane Clown Posse,NA,Eliminated
Season_18,songs_04,7,Arthur Gunn,"Take Me Home, Country Roads",John Denver,NA,Safe
Season_18,songs_04,8,Just Sam,Grandma's Hands,Bill Withers,NA,Safe
Season_18,songs_04,9,Dillon James,Yesterday,David Schultz,NA,Safe
Season_18,songs_04,10,Francisco Martin,Falling Like the Stars,"James Arthur,Madism",NA,Safe
Season_18,songs_04,11,Makayla Phillips,The House That Built Me,Miranda Lambert,NA,Eliminated
Season_18,songs_05,1,Arthur Gunn,Kiss the Girl,Ashley Tisdale,Disney Song,Safe
Season_18,songs_05,2,Just Sam,A Dream Is a Wish Your Heart Makes,"Ilene Woods,Mice Chorus",Disney Song,Safe
Season_18,songs_05,3,Jonny West,Almost There,Anika Noni Rose,Disney Song,Safe
Season_18,songs_05,4,Louis Knight,Can You Feel the Love Tonight,Elton John,Disney Song,Eliminated
Season_18,songs_05,5,Julia Gargano,Beauty and the Beast,"Ariana Grande,John Legend",Disney Song,Eliminated
Season_18,songs_05,6,Francisco Martin,You'll Be in My Heart,Phil Collins,Disney Song,Safe
Season_18,songs_05,7,Dillon James,Our Town,James Taylor,Disney Song,Safe
Season_18,songs_05,8,Arthur Gunn,"Hey, Ma","Cam’ron,Juelz Santana,Freekey Zeekey,Toya",Mother Day Song,Safe
