id,name,normalized_name,gender
6012,Persian Trader,persian trader,NA
6013,Christian Homer,christian homer,NA
6014,King Nelson,king nelson,NA
6015,Discarded Wives,discarded wives,NA
6016,Servant Jimbo,servant jimbo,NA
6017,Scheherazade,scheherazade,NA
6018,SCHERAZADE,scherazade,NA
6019,Nobleman,nobleman,NA
6020,Pope Julius,pope julius,NA
6021,Michelangelo,michelangelo,NA
6022,Rat,rat,NA
6023,Union Soldier,union soldier,NA
6024,Extra Large Underwear,extra large underwear,NA
5939,Robert Marlowe,robert marlowe,m
5933,Slick Publisher,slick publisher,m
6026,Adam,adam,NA
6027,Guy Driving By,guy driving by,NA
6028,Frida,frida,NA
6029,Jerri,jerri,NA
6030,3rd Twin,3rd twin,NA
6031,Pyramus' Father,pyramus father,NA
6032,Thisbe,thisbe,NA
6033,Parrot,parrot,NA
6034,Voice From Tv,voice from tv,NA
6035,Hadley,hadley,NA
6036,Pauline Pfeiffer,pauline pfeiffer,NA
6037,Marlin,marlin,NA
6038,Cloaked Member,cloaked member,NA
6039,HANK WILLIAMS,hank williams,NA
6040,Shelbyville Announcer,shelbyville announcer,NA
6041,Julian Assange,julian assange,NA
6042,Paula Paul,paula paul,NA
6043,Marine,marine,NA
6044,Perky Checkout Lady,perky checkout lady,NA
6045,Shepard Fairey,shepard fairey,NA
6046,Robbie Conal,robbie conal,NA
6047,Kenny Scharf,kenny scharf,NA
6048,Pompous Arts Editor,pompous arts editor,NA
6049,Arts Editors,arts editors,NA
6050,Ron English,ron english,NA
6051,Thought Bubble Apu,thought bubble apu,NA
6052,Store Worker,store worker,NA
6053,MUCH-SCARIER DEATH,much-scarier death,NA
6054,"""Shorts"" Bart",shorts bart,NA
6055,"""Shorts"" Homer",shorts homer,NA
6056,"""Shorts"" Lisa",shorts lisa,NA
6057,"""Shorts"" Marge",shorts marge,NA
6058,Sideshow Mel Shakespeare,sideshow mel shakespeare,NA
6059,Moes,moes,NA
6060,FLANDERS' MOUTH AND MOUSTACHE,flanders mouth and moustache,NA
6061,Lang-Soo,lang-soo,NA
6062,Table Of Brunchers,table of brunchers,NA
6063,BEAUTIFUL BOY,beautiful boy,NA
6064,Robot Catcher,robot catcher,NA
6065,Robot 3rd Baseman,robot 3rd baseman,NA
6066,Pointing Robot,pointing robot,NA
6067,Another Robot,another robot,NA
6068,Yet Another Robot,yet another robot,NA
6069,Dying Robot,dying robot,NA
6070,Robot #3,robot 3,NA
6071,Hound,hound,NA
6072,Fishing Robot,fishing robot,NA
6073,Fitness Salesman,fitness salesman,NA
6074,Elderly Homer,elderly homer,NA
6075,Elderly Marge,elderly marge,NA
6076,Terrified Man,terrified man,NA
6077,Jennifer Aniston,jennifer aniston,NA
6078,Handsome Funny Guy,handsome funny guy,NA
6079,Shirtless Rugged Man,shirtless rugged man,NA
6080,Kitten,kitten,NA
6081,Thought Bubble Jimbo,thought bubble jimbo,NA
6082,1-Year-Old Homer,1-year-old homer,NA
6083,Strange Man,strange man,NA
6084,Giant Cat,giant cat,NA
6085,Check-in Agent,check-in agent,NA
6086,Tough Announcer,tough announcer,NA
6088,Kidzone Rep,kidzone rep,NA
6089,Caribbean Boy,caribbean boy,NA
6090,Singaporean Girl,singaporean girl,NA
6091,80-Year-Old Bart,80-year-old bart,NA
6092,Elderly Nelson,elderly nelson,NA
6093,Skeet Shooter,skeet shooter,NA
6094,Captain Svalbard,captain svalbard,NA
6095,Norwegian Ensign,norwegian ensign,NA
6096,Joey Scazzazone,joey scazzazone,NA
6097,Cult Followers,cult followers,NA
6098,Filipino Steward,filipino steward,NA
6099,Wheelchair Boy,wheelchair boy,NA
6100,Dave the Lifeguard,dave the lifeguard,NA
6101,Treat Williams,treat williams,NA
6102,Portuguese Boy,portuguese boy,NA
6103,Cruiser,cruiser,NA
6104,Russian Businessman,russian businessman,NA
6105,Criminal Guests,criminal guests,NA
6106,German Criminal,german criminal,NA
6107,Mistress,mistress,NA
6109,Homer's Reflection,homers reflection,NA
6110,Hufnpuffalus,hufnpuffalus,NA
6111,Drug Lord,drug lord,NA
6112,DRUG LORD'S WIFE,drug lords wife,NA
6113,Feminist Left-handed Woman,feminist left-handed woman,NA
6114,Strident Left-handed Man,strident left-handed man,NA
6115,Lgbt Group,lgbt group,NA
6116,Embarrassed Man,embarrassed man,NA
6117,Christian Teacher,christian teacher,NA
6118,Talking Dog,talking dog,NA
6119,Older Flanders,older flanders,NA
6120,College Grad Todd,college grad todd,NA
6121,Sally Scantron Sheet,sally scantron sheet,NA
6122,Peter Pencil,peter pencil,NA
6123,SALLY/PETER,sallypeter,NA
6124,Sleazy Sam,sleazy sam,NA
6125,Farmwife,farmwife,NA
6126,Pistons,pistons,NA
6087,Rowan Priddis,rowan priddis,m
6108,CAIN,cain,m
6128,Senior Tsa Agent,senior tsa agent,NA
6129,Wardrobe Man,wardrobe man,NA
6130,Dangling Accountant,dangling accountant,NA
6131,SPUCKLER KID,spuckler kid,NA
6132,CROWD OW,crowd ow,NA
6133,Voice Chip,voice chip,NA
6134,Manhole Paparazzo,manhole paparazzo,NA
6135,Egg Bearers,egg bearers,NA
6136,Egg Bearer,egg bearer,NA
6137,Crowd In Bleachers,crowd in bleachers,NA
6138,Old Man Wellbottom,old man wellbottom,NA
6139,J.J. Hunsecker,jj hunsecker,NA
6140,N.Y. Father,ny father,NA
6141,N.Y. Mother,ny mother,NA
6142,Buff Cowboy,buff cowboy,NA
6143,New York Cab Driver,new york cab driver,NA
6144,Sophisticated Girl,sophisticated girl,NA
6145,Theater Cashier,theater cashier,NA
6146,New York Guy,new york guy,NA
6147,Guitar Player,guitar player,NA
6148,Shakespearean Vendor,shakespearean vendor,NA
6149,Other Audience Members,other audience members,NA
6150,Unidentified Baldwin,unidentified baldwin,NA
6151,Unidentified Estevez,unidentified estevez,NA
6152,Hipster Man,hipster man,NA
6153,Shakespearean Actor,shakespearean actor,NA
6154,New York Cop,new york cop,NA
6155,Al Roker,al roker,NA
6156,Barts,barts,NA
6157,t,t,NA
6158,Ethereal Being,ethereal being,NA
6159,2nd Ethereal Being,2nd ethereal being,NA
6160,Ethereal Beings,ethereal beings,NA
6161,Little Marge,little marge,NA
6162,PATTY/SELMA,pattyselma,NA
6163,DEMONS,demons,NA
6164,Mysterious Figure,mysterious figure,NA
6165,Corrupt Pope Homer,corrupt pope homer,NA
6166,Fop Homer,fop homer,NA
6167,Caveman Homer,caveman homer,NA
6168,Egyptian Slave Homer,egyptian slave homer,NA
6169,Jeff Gordon,jeff gordon,NA
6170,Evil Wizard,evil wizard,NA
6171,Meredith Milgram,meredith milgram,NA
6172,Septuplets,septuplets,NA
6173,Thought Bubble Dr. Hibbert,thought bubble dr hibbert,NA
6174,THOUGHT BUBBLE BERNICE,thought bubble bernice,NA
6175,Roberto Dinero,roberto dinero,NA
6176,ROBERT DINERO,robert dinero,NA
6177,Female Orderly,female orderly,NA
6178,Male Orderly,male orderly,NA
6179,Burly Biker,burly biker,NA
6180,Spiro,spiro,NA
6181,YOUNG SPIRO,young spiro,NA
6182,Marvin Hamlisch,marvin hamlisch,NA
6183,CHANTEUSE,chanteuse,NA
6184,YOUNG RITA,young rita,NA
6185,RITA,rita,NA
6186,Jennifer Tilly,jennifer tilly,NA
6187,Puppet,puppet,NA
6188,Dealer Avatar,dealer avatar,NA
6189,Elderly Owner,elderly owner,NA
6191,Joey the Arsonist,joey the arsonist,NA
6192,Kenny the Problem,kenny the problem,NA
6193,Bulgarian Woman,bulgarian woman,NA
6194,Giant Grasshopper,giant grasshopper,NA
6195,Teenage Female Voice,teenage female voice,NA
6196,Teenage Female Voice #2,teenage female voice 2,NA
6197,Relieved Mom,relieved mom,NA
6198,Crazed Dad,crazed dad,NA
6199,Girl's Mom,girls mom,NA
6200,Barney Blimp,barney blimp,NA
6201,Dejected Barfly,dejected barfly,NA
6202,Auditor,auditor,NA
6203,Pleasant Voice,pleasant voice,NA
6204,Distinguished Elderly Voice,distinguished elderly voice,NA
6205,7-Year-Old Brockman,7-year-old brockman,NA
6206,Short Man,short man,NA
6207,Upbeat Announcer,upbeat announcer,NA
6208,Man With Tree Hat,man with tree hat,NA
6209,Tree Hoper,tree hoper,NA
6210,Seminar Leader,seminar leader,NA
6211,Donut Man/terence,donut manterence,NA
6213,T-Rex,t-rex,NA
6214,YO-YO,yo-yo,NA
6215,Tattoo Artist,tattoo artist,NA
6216,Nursing Women,nursing women,NA
6217,Nursing Toddler,nursing toddler,NA
6218,Cool Kids,cool kids,NA
6219,Colin Meloy,colin meloy,NA
6220,Pretentious Rat Lover,pretentious rat lover,NA
6221,Futuristic Man,futuristic man,NA
6222,Old-timey Hipster,old-timey hipster,NA
6223,MyPhone,myphone,NA
6224,Cool People,cool people,NA
6225,Villageville Crowd,villageville crowd,NA
6226,Electronic Donkey Voice,electronic donkey voice,NA
6227,Bongo,bongo,NA
6228,Baby Homer,baby homer,NA
6229,Toad,toad,NA
6212,Terence,terence,m
6230,Young Herman,young herman,NA
6231,12-Year-Old Lou,12-year-old lou,NA
6232,Miss Viola,miss viola,NA
6233,Other Dad,other dad,NA
6234,Mom With Laser,mom with laser,NA
6235,Moms,moms,NA
6236,Red Dad,red dad,NA
6237,Furious Dad,furious dad,NA
6238,Psycho Dad,psycho dad,NA
6239,Ape Heads,ape heads,NA
6241,Dr. Eugene Blatz,dr eugene blatz,NA
6242,Overlord,overlord,NA
6243,Post-apocalyptic Crowd,post-apocalyptic crowd,NA
6244,Prepper,prepper,NA
6245,Zombie Kid,zombie kid,NA
6246,Zombie Dad,zombie dad,NA
6247,MOLEMAN JR.,moleman jr,NA
6248,Jennifer,jennifer,NA
6249,Angel Skinner,angel skinner,NA
6250,Mrs. Skinner Devil,mrs skinner devil,NA
6251,Popeyes,popeyes,NA
6252,Wrecking Ball Operator,wrecking ball operator,NA
6253,Bird Wrangler,bird wrangler,NA
6254,Mav,mav,NA
6255,Portia,portia,NA
6256,Mav's Dad,mavs dad,NA
6257,Male Gps,male gps,NA
6258,Musicologist,musicologist,NA
6259,Other Musicologist,other musicologist,NA
6260,French-canadian Mountain Man,french-canadian mountain man,NA
6261,HILLBILLY M.C.,hillbilly mc,NA
6262,Barry the Satellite TV Guy,barry the satellite tv guy,NA
6263,Devon Peacock,devon peacock,NA
6264,SUPERHERO WITH CLAWS,superhero with claws,NA
6265,Max Weinberg,max weinberg,NA
6266,Brazilian Man,brazilian man,NA
6267,Brazilian 12-year-old Boy,brazilian 12-year-old boy,NA
6268,Melvis,melvis,NA
6269,Caricature,caricature,NA
6270,Ol' Joe Clabby,ol joe clabby,NA
6271,Front Desk Man,front desk man,NA
6272,Kicked-out Husband #1,kicked-out husband 1,NA
6273,Kicked-out Husband #2,kicked-out husband 2,NA
6274,Robert A. Caro,robert a caro,NA
6275,ALAN RICKMAN,alan rickman,NA
6276,Video Game Woman,video game woman,NA
6277,Futuristic Computer,futuristic computer,NA
6278,Sensitive Female Voice,sensitive female voice,NA
6279,Hillbilly,hillbilly,NA
6280,Hillbilly #2,hillbilly 2,NA
6281,Face,face,NA
6282,Storytime Sue,storytime sue,NA
6284,DUFFMAN VOICE MILHOUSE,duffman voice milhouse,NA
6285,Cute Puppet,cute puppet,NA
6286,Bus Vendor,bus vendor,NA
6287,Bus Station Guy,bus station guy,NA
6288,P.R. Person,pr person,NA
6289,Macho Narrator,macho narrator,NA
6290,CJ Ramone,cj ramone,NA
6291,Oldsters,oldsters,NA
6292,Angry Crowd,angry crowd,NA
6293,Glamorous Godfrey,glamorous godfrey,NA
6294,Swedish Wrestler,swedish wrestler,NA
6295,Elderly Audience,elderly audience,NA
6296,Nerdy Fat Kid,nerdy fat kid,NA
6298,Nurse Dora,nurse dora,NA
6299,Capri,capri,NA
6300,Richard Dawkins Demon,richard dawkins demon,NA
6301,Color Man,color man,NA
6302,Man Stuck Inside,man stuck inside,NA
6303,Middle-aged Jasper,middle-aged jasper,NA
6304,Janet Reno,janet reno,NA
6305,Middle-aged Jewish Man,middle-aged jewish man,NA
6306,Justine,justine,NA
6307,School Courtroom,school courtroom,NA
6308,Evil Scientist,evil scientist,NA
6309,Superspy,superspy,NA
6310,Chef Naziwa,chef naziwa,NA
6311,Male Diner,male diner,NA
6312,Stella,stella,NA
6313,Stanley Kowalski,stanley kowalski,NA
6314,Stanley Kowalski Milhouse,stanley kowalski milhouse,NA
6315,School Therapist,school therapist,NA
6316,Searchy,searchy,NA
6317,Brando's Head,brandos head,NA
6318,KARL MALDEN,karl malden,NA
6319,Piece Of Sushi,piece of sushi,NA
6320,GHIBLI-ESQUE CREATURES,ghibli-esque creatures,NA
6321,Chefs,chefs,NA
6322,Fat Brando,fat brando,NA
6323,Sex Shop Salesman,sex shop salesman,NA
6324,Sushi Piece,sushi piece,NA
6325,2nd Sushi Piece,2nd sushi piece,NA
6327,Female Parishioners,female parishioners,NA
6328,Parishioners,parishioners,NA
6329,Oogle Driver,oogle driver,NA
6330,Oogle Worker,oogle worker,NA
6331,Warm Female Voice,warm female voice,NA
6332,Male Singers,male singers,NA
6326,Rev. Hooper,rev hooper,m
6297,Ms. Cantwell,ms cantwell,f
6240,Lloyd,lloyd,m
6333,Ken,ken,NA
6334,Doesn't Like Anything,doesnt like anything,NA
6335,Cop With A Secret,cop with a secret,NA
6336,Sonny Rollins,sonny rollins,NA
6337,Man In Van,man in van,NA
6338,Princess Diana,princess diana,NA
6339,Gandhi,gandhi,NA
6340,Stockbrokers,stockbrokers,NA
6341,Frink-E-Min,frink-e-min,NA
6342,Slava,slava,NA
6343,Zhenya,zhenya,NA
6344,Vigorous Older Man,vigorous older man,NA
6345,Justin Bieber,justin bieber,NA
6346,Men In Audience,men in audience,NA
6347,Male British Announcer,male british announcer,NA
6348,Planet Jackson,planet jackson,NA
6349,French Scientist,french scientist,NA
6350,Blaise Pascal,blaise pascal,NA
6351,Silly Squirrel,silly squirrel,NA
6352,Male Icelander,male icelander,NA
6353,Ingimar,ingimar,NA
6354,Icelanders,icelanders,NA
6355,Female Icelander,female icelander,NA
6356,Wise Old Icelander,wise old icelander,NA
6357,Carl's Father,carls father,NA
6358,Everyone In Iceland,everyone in iceland,NA
6359,1-Year-Old Bart,1-year-old bart,NA
6360,1-Year-Old Nelson,1-year-old nelson,NA
6361,Hippie-looking Guy,hippie-looking guy,NA
6362,Pbs Announcer,pbs announcer,NA
6363,Mr. Drake,mr drake,NA
6364,Polly,polly,NA
6365,Lord Upton,lord upton,NA
6366,DOWAGER GRANDMUM,dowager grandmum,NA
6367,Homer's Friends,homers friends,NA
6368,800-Pound Homer,800-pound homer,NA
6369,Thought Bubble Ben,thought bubble ben,NA
6370,George H. W. Bush,george h w bush,NA
6371,Booth Worker,booth worker,NA
6372,Frumpy Friend,frumpy friend,NA
6373,Halpern,halpern,NA
6374,Official-sounding Voice,official-sounding voice,NA
6375,Fat In The Hat,fat in the hat,NA
6376,Borax,borax,NA
6377,Fighter Pilots,fighter pilots,NA
6378,Fighter Pilot #1,fighter pilot 1,NA
6379,Fighter Pilot #2,fighter pilot 2,NA
6380,Legless Wiseguy,legless wiseguy,NA
6381,Big Mouth,big mouth,NA
6382,Freaks,freaks,NA
6383,Kent Brockman's Thoughts,kent brockmans thoughts,NA
6384,MR. BURNS.,mr burns,NA
6385,Lilah,lilah,NA
6386,Rachel Maddow,rachel maddow,NA
6387,Dexter Colt,dexter colt,NA
6388,newsstand Operator,newsstand operator,NA
6389,Siri,siri,NA
6390,Marksman,marksman,NA
6391,NANCY SINATRA-TYPE SINGER,nancy sinatra-type singer,NA
6392,MAN ON FIRE,man on fire,NA
6393,MAN WITH WINGS,man with wings,NA
6394,WILLIAM CONRAD-STYLE NARRATOR,william conrad-style narrator,NA
6395,GRETCHEN,gretchen,NA
6396,LAMAZE INSTRUCTOR,lamaze instructor,NA
6397,CALLIOPE,calliope,NA
6398,TOY COW,toy cow,NA
6399,JOY,joy,NA
6400,HOMER JR.,homer jr,NA
6402,Drivers,drivers,NA
6403,Pigsty,pigsty,NA
6404,1st First Grader,1st first grader,NA
6405,2nd First Grader,2nd first grader,NA
6406,Walter Mondale,walter mondale,NA
6407,John Kerry,john kerry,NA
6408,Anderson Cooper,anderson cooper,NA
6409,Male Singer,male singer,NA
6410,Female Astronaut,female astronaut,NA
6411,Sea Sponge,sea sponge,NA
6412,Squiduardo,squiduardo,NA
6413,Widowfish,widowfish,NA
6414,President Obama,president obama,NA
6415,Aspiring Krustys,aspiring krustys,NA
6416,Rastafarian Krusty,rastafarian krusty,NA
6417,Jamaican Singers,jamaican singers,NA
6418,Itchem,itchem,NA
6419,Somber Irish Krusty,somber irish krusty,NA
6420,Irish Clown Father,irish clown father,NA
6421,Pregnant Irish Girl,pregnant irish girl,NA
6422,IRISH KRUSTY,irish krusty,NA
6423,Krustys,krustys,NA
6424,Mexican Krusty,mexican krusty,NA
6425,Botswana Krusty,botswana krusty,NA
6426,Jimmy Stewart,jimmy stewart,NA
6427,Mechanical Spider,mechanical spider,NA
6428,Slavic Man,slavic man,NA
6429,Midwestern Dad,midwestern dad,NA
6430,Midwestern Woman,midwestern woman,NA
6431,Boarder,boarder,NA
6432,Female Boarder,female boarder,NA
6433,Out-of-towners,out-of-towners,NA
6434,Church Reporter,church reporter,NA
6642,CGI HOMER,cgi homer,NA
6435,Female Tourist,female tourist,NA
6436,Honeymooning Bride,honeymooning bride,NA
6437,King Winter,king winter,NA
6438,Child's Mother,childs mother,NA
6439,Child's Father,childs father,NA
6440,Nasreen,nasreen,NA
6441,Boarders,boarders,NA
6442,Singing Man,singing man,NA
6443,British Tourist,british tourist,NA
6444,Plant Employee #1,plant employee 1,NA
6445,Plant Employee #2,plant employee 2,NA
6446,The Collider,the collider,NA
6447,Altar Boy,altar boy,NA
6448,Raiders Dad,raiders dad,NA
6449,Altar Boy Usher,altar boy usher,NA
6450,Serious Announcer,serious announcer,NA
6451,Paul Rudd,paul rudd,NA
6452,Leslie Mann,leslie mann,NA
6453,Sleazy Executive,sleazy executive,NA
6454,Deputy Director Gratman,deputy director gratman,NA
6455,Young Fbi Agent,young fbi agent,NA
6456,Fbi Trooper #1,fbi trooper 1,NA
6457,Fbi Trooper #2,fbi trooper 2,NA
6458,Fbi Trooper #3,fbi trooper 3,NA
6459,Criminal #1,criminal 1,NA
6460,Criminal #2,criminal 2,NA
6461,Criminals,criminals,NA
6462,Criminal #3,criminal 3,NA
6463,Gottfrid,gottfrid,NA
6464,Death Metal Lead Singer,death metal lead singer,NA
6465,Judd Apatow,judd apatow,NA
6466,SETH ROGEN,seth rogen,NA
6467,Producers,producers,NA
6468,Federal Judge,federal judge,NA
6469,Producer #1,producer 1,NA
6470,Producer #2,producer 2,NA
6471,Producer #3,producer 3,NA
6472,Producer #4,producer 4,NA
6473,Channing Tatum,channing tatum,NA
6474,GRIM ANNOUNCER,grim announcer,NA
6475,Radioactive Man's Thoughts,radioactive mans thoughts,NA
6476,The Fracker,the fracker,NA
6477,Charcoal Briquette,charcoal briquette,NA
6478,Citizen Solar,citizen solar,NA
6479,Wind Lad,wind lad,NA
6480,Petroleus Rex,petroleus rex,NA
6481,Harlan Ellison,harlan ellison,NA
6482,Strawberry,strawberry,NA
6483,Real Stan Lee,real stan lee,NA
6484,Kumiko,kumiko,NA
6485,Jim-jam Bonks,jim-jam bonks,NA
6486,Yutaka,yutaka,NA
6487,Michiko,michiko,NA
6488,Bart Snail,bart snail,NA
6489,Stress Ball,stress ball,NA
6490,Will Lyman,will lyman,NA
6491,Anonymous Expert,anonymous expert,NA
6492,Glasses,glasses,NA
6493,Hershey's Kid,hersheys kid,NA
6494,Owl Valentine,owl valentine,NA
6495,Jonesy,jonesy,NA
6496,Dr. Carlock,dr carlock,NA
6497,Rev. Kartawijaya,rev kartawijaya,NA
6498,Devil Kid,devil kid,NA
6499,Kid With Lisp,kid with lisp,NA
6501,FREEDOM,freedom,NA
6502,Comic Book Guy's Bird,comic book guys bird,NA
6503,Animated Krusty,animated krusty,NA
6504,Alarmist Narrator,alarmist narrator,NA
6505,Jenny McCarthy,jenny mccarthy,NA
6506,Monsarno Rep,monsarno rep,NA
6507,Researcher,researcher,NA
6508,Teens,teens,NA
6509,Docent,docent,NA
6510,Worker On Ground,worker on ground,NA
6511,Worker On Ladder,worker on ladder,NA
6512,Hibbert's Father,hibberts father,NA
6513,City Health Employee,city health employee,NA
6514,Old Jewish Man's Late Wife,old jewish mans late wife,NA
6515,Uncle Bill,uncle bill,NA
6516,Bingo Caller,bingo caller,NA
6517,Old Man #1,old man 1,NA
6518,Old Man #2,old man 2,NA
6519,Mildred,mildred,NA
6520,Female Dj,female dj,NA
6521,FEMALE D. J.,female d j,NA
6522,Gang Member,gang member,NA
6523,S.a.t. Prepper #1,sat prepper 1,NA
6524,S.a.t. Prepper #2,sat prepper 2,NA
6525,Crowds,crowds,NA
6526,DAWN,dawn,NA
6527,Speedo Salesman,speedo salesman,NA
6528,Sabine,sabine,NA
6529,KLAUS ZIEGLER,klaus ziegler,NA
6530,Stephen Douglas,stephen douglas,NA
6531,Elderly Japanese Man,elderly japanese man,NA
6532,Ezra,ezra,NA
6533,Federation Executive,federation executive,NA
6534,FEDERATION EXECUTIVE #2,federation executive 2,NA
6535,Brazilian Lady,brazilian lady,NA
6536,Voice From Tablet,voice from tablet,NA
6537,Brazilian Fans,brazilian fans,NA
6538,El Divo,el divo,NA
6539,ANDRES CANTOR,andres cantor,NA
6540,Spanish Announcer,spanish announcer,NA
6541,Antonio,antonio,NA
6542,2nd Gambler,2nd gambler,NA
6543,Samba Instructor,samba instructor,NA
6544,Man In Robe,man in robe,NA
6545,Drycleaner Guys,drycleaner guys,NA
6546,Brazil Fan,brazil fan,NA
6547,German Fan,german fan,NA
6548,Older German Man,older german man,NA
6549,Brazilians,brazilians,NA
6550,Softball Player,softball player,NA
6551,Body Shop Clerk,body shop clerk,NA
6552,Lucas,lucas,NA
6553,MARGE 7,marge 7,NA
6554,Adult Lucas,adult lucas,NA
6555,JERRY,jerry,NA
6556,Adult Jenda,adult jenda,NA
6557,DINOSAUR TRAINER,dinosaur trainer,NA
6558,ZOMBIE MILHOUSE,zombie milhouse,NA
6559,BRUNETTE,brunette,NA
6560,Alien Woman,alien woman,NA
6561,Adult Dolph,adult dolph,NA
6562,CHIEF RALPH,chief ralph,NA
6563,PICARD,picard,NA
6564,Adult Maggie,adult maggie,NA
6565,SANTA'S LITTLE HYBRID,santas little hybrid,NA
6566,SELF-DRIVING CAR,self-driving car,NA
6567,Bartenders,bartenders,NA
6568,Hispanic Guy In Truck,hispanic guy in truck,NA
6569,Mrs. Trunch,mrs trunch,NA
6570,Haitian Woman,haitian woman,NA
6571,20-something Wife,20-something wife,NA
6572,20-something Husband,20-something husband,NA
6573,12-Year-Old Homer,12-year-old homer,NA
6574,Cats,cats,NA
6575,BRITISH MAN,british man,NA
6576,Booth,booth,NA
6577,Snooty Judge,snooty judge,NA
6578,Cathy,cathy,NA
6579,Wallis,wallis,NA
6580,WISEGUY BOY,wiseguy boy,NA
6581,GUS HUEBNER,gus huebner,NA
6582,Tumi,tumi,NA
6583,Peter Sagal,peter sagal,NA
6584,Carl Kasell,carl kasell,NA
6585,Minority Whip,minority whip,NA
6586,Mean Girl,mean girl,NA
6587,Edwin Moses,edwin moses,NA
6588,Super Milhouse,super milhouse,NA
6589,Lisping Boy,lisping boy,NA
6590,Cassidy The Crocodile,cassidy the crocodile,NA
6591,Henrietta Kitten,henrietta kitten,NA
6592,KRUSTY'S HEAD,krustys head,NA
6593,JEFF ROSS,jeff ross,NA
