Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,Pour Homme Van Cleef & Arpels 1978 Lotion Après-Rasage,Van Cleef & Arpels,1978,Lotion Après-Rasage,9.3,2,"Citrus, Spicy, Powdery, Leathery, Woody","Myrtle, Bergamot, Juniper, Nutmeg, Lavender, Sage","Rose, Clove, Artemisia, Carnation, Cedarwood, Vetiver, Patchouli","Leather, Musk, Chypre accord, Frankincense, Labdanum, Sandalwood",Louis Monnet,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Pour_Homme_Lotion_Apres_Rasage
NA,Pour Homme Yves Saint Laurent 1971 Eau de Toilette,Yves Saint Laurent,1971,Eau de Toilette,7.8,128,"Citrus, Fresh, Spicy, Woody, Chypre","Lemon, Bergamot, Lavender, Lemon vervain, Petitgrain","Thyme, Clary sage, Rosemary, Brazilian rosewood, Carnation, Geranium, Marjoram","Musk, Patchouli, Sandalwood, Vetiver, Amber, Cedar, Tonka bean",Raymond Chaillan,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Pour_Homme_1971_Eau_de_Toilette
NA,Pour Homme Yves Saint Laurent 1971 Lotion Après-Rasage,Yves Saint Laurent,1971,Lotion Après-Rasage,9,3,"Chypre, Woody, Spicy, Citrus, Green","Lemon, Bergamot, Lavender, Lemon vervain, Petitgrain","Thyme, Clary sage, Rosemary, Brazilian rosewood, Carnation, Geranium, Marjoram","Musk, Patchouli, Sandalwood, Vetiver, Amber, Cedar, Tonka bean",Raymond Chaillan,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Pour_Homme_1971_Lotion_Apres_Rasage
NA,Pour Homme Yves Saint Laurent 1983 Eau de Toilette Haute Concentration,Yves Saint Laurent,1983,Eau de Toilette Haute Concentration,7.8,89,"Citrus, Spicy, Fresh, Chypre, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/YSL_pour_Homme_Haute_Concentration
NA,Pour Homme,Yves Saint Laurent,2011,NA,7.1,98,"Citrus, Fresh, Spicy, Woody, Chypre","Petitgrain, Lemon, Mint",Oakmoss,Patchouli,NA,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Pour_Homme_2011
NA,Pour L'Après-Midi,Houbigant,1932,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Houbigant/pour-l-apres-midi
NA,Pour Le Matin,Houbigant,1932,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Houbigant/pour-le-matin
NA,Pour Le Soir,Houbigant,1932,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Houbigant/pour-le-soir
NA,Pour L'Homme Roger & Gallet 1993 Eau de Toilette,Roger & Gallet,1993,Eau de Toilette,8.3,6,"Citrus, Spicy, Fruity, Floral, Fresh","Grapefruit, Mandarin orange","Blackcurrant, Geranium, Jasmine, Angelica","Iris, Sandalwood, Vetiver",NA,https://www.parfumo.com/Perfumes/Roger__Gallet/Pour_L_Homme
NA,Pour L'Homme Roger & Gallet 1993 Lotion Après Rasage,Roger & Gallet,1993,Lotion Après Rasage,NA,NA,NA,"Grapefruit, Mandarin orange","Blackcurrant, Geranium, Jasmine, Angelica","Iris, Sandalwood, Vetiver",NA,https://www.parfumo.com/Perfumes/Roger__Gallet/Pour_L_Homme_Lotion_Apres_Rasage
NA,Pour Lui Annayake / アナヤケ 2000 Après-Rasage,Annayake / アナヤケ,2000,Après-Rasage,NA,NA,"Sweet, Synthetic, Spicy, Woody, Fresh","Asian mandarin orange, Chinese black tea, Apple blossom, Bergamot","Bamboo, Lotus, Cotton flower","Oakmoss, Patchouli, Sandalwood, Teakwood",Christophe Raynaud,https://www.parfumo.com/Perfumes/Annayake/Pour_Lui_Apres_Rasage
NA,Pour Lui Annayake / アナヤケ 2000 Eau de Toilette,Annayake / アナヤケ,2000,Eau de Toilette,5.6,102,"Woody, Fresh, Spicy, Synthetic, Sweet","Asian mandarin orange, Chinese black tea, Apple blossom, Bergamot","Bamboo, Lotus, Cotton flower","Oakmoss, Patchouli, Sandalwood, Teakwood",Christophe Raynaud,https://www.parfumo.com/Perfumes/Annayake/Pour_Lui_Eau_de_Toilette
NA,Pour lui,Lubin,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Lubin/Pour_lui
NA,Pour Lui Oscar de la Renta 1980 Eau de Toilette,Oscar de la Renta,1980,Eau de Toilette,8,309,"Spicy, Woody, Leathery, Floral, Green","Aldehydes, Lavender, Sage, Juniper berry, Aniseed, Basil, Bergamot, Caraway, Galbanum","Carnation, Geranium, Patchouli, Cinnamon, Cyclamen, Cedar, Vetiver","Oakmoss, Leather, Musk, Labdanum, Sandalwood",NA,https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/Pour_Lui_Eau_de_Toilette
NA,Pour Lui Oscar de la Renta 1980 Lotion Vitale After Shave,Oscar de la Renta,1980,Lotion Vitale After Shave,NA,NA,NA,"Aldehydes, Lavender, Sage, Juniper berry, Aniseed, Basil, Bergamot, Caraway, Galbanum","Carnation, Geranium, Patchouli, Cinnamon, Cyclamen, Cedar, Vetiver","Oakmoss, Leather, Musk, Labdanum, Sandalwood",NA,https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/Pour_Lui_Lotion_Vitale_After_Shave
NA,Pour Lui Oscar de la Renta 1989 Body Tonic,Oscar de la Renta,1989,Body Tonic,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Oscar_de_la_Renta/pour-lui-body-tonic
NA,Pour Monsieur A Gentleman's Cologne / For Men Chanel 1955 Eau de Toilette,Chanel,1955,Eau de Toilette,8.2,677,"Citrus, Fresh, Spicy, Chypre, Woody","Lemon, Neroli, Vervain, Orange","Basil, Ginger, Cardamom, Coriander","Oakmoss, Vetiver, Cedarwood",Henri Robert,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_A_Gentleman_s_Cologne_For_Men
NA,Pour Monsieur Chanel 1955 Lotion Après Rasage,Chanel,1955,Lotion Après Rasage,8.8,12,"Citrus, Chypre, Fresh, Woody, Spicy","Lemon, Neroli, Vervain, Orange","Basil, Ginger, Cardamom, Coriander","Oakmoss, Vetiver, Cedarwood",Henri Robert,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Lotion_Apres_Rasage
NA,Pour Monsieur Chanel 1989 Eau de Toilette Concentrée,Chanel,1989,Eau de Toilette Concentrée,7.7,149,"Spicy, Citrus, Woody, Powdery, Chypre","Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Eau_de_Toilette_Concentree
NA,Pour Monsieur Chanel 1989 Lotion Après Rasage Concentrée,Chanel,1989,Lotion Après Rasage Concentrée,NA,NA,NA,"Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Lotion_Apres_Rasage_Concentree
NA,Pour Monsieur Chanel 2014 Eau de Parfum,Chanel,2014,Eau de Parfum,8.2,270,"Citrus, Chypre, Spicy, Fresh, Woody","Mandarin orange, Lavender, Petitgrain","Cardamom, Nutmeg","Oakmoss, Opoponax, Vanilla, Vetiver",Jacques Polge,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Eau_de_Parfum
NA,Pour Monsieur,Coty,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Coty/pour-monsieur
NA,Pour Monsieur Vaporisateur de Voyage,Chanel,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_Vaporisateur_de_Voyage
NA,Pour Troubler,Guerlain,1911,NA,NA,NA,NA,"Aniseed, Bergamot, Lavender, Rosemary","Clove, Jasmine, Opoponax, Patchouli, Rose","Civet, Musk, Tonka bean",Jacques Guerlain,https://www.parfumo.com/Perfumes/Guerlain/Pour_Troubler
NA,Pour Un Homme de Caron Caron 1934 Après Rasage,Caron,1934,Après Rasage,9.1,8,"Citrus, Green, Floral, Sweet, Woody",NA,NA,NA,Ernest Daltroff,https://www.parfumo.com/Perfumes/Caron/Pour_Un_Homme_de_Caron_Apres_Rasage
NA,Pour Un Homme de Caron Caron 1934 Eau de Toilette,Caron,1934,Eau de Toilette,7.6,711,"Sweet, Spicy, Green, Floral, Fresh",NA,NA,NA,Ernest Daltroff,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-1934-eau-de-toilette
NA,Pour Un Homme de Caron Caron 2022 Eau de Toilette,Caron,2022,Eau de Toilette,8.6,12,"Spicy, Sweet, Woody, Powdery, Floral",NA,NA,NA,Jean Jacques,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-2022-eau-de-toilette
NA,Pour Un Homme de Caron Caron 2022 Parfum,Caron,2022,Parfum,8.3,27,"Green, Floral, Sweet, Spicy, Powdery",NA,NA,NA,Jean Jacques,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-2022-parfum
NA,Pour Un Homme de Caron Caron Lotion Après-Rasage,Caron,NA,Lotion Après-Rasage,6,2,"Powdery, Fresh, Floral, Sweet",NA,NA,NA,Jean Jacques,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-2022-lotion-apres-rasage
NA,Pour Un Homme de Caron Edition Baccarat,Caron,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Caron/Pour_Un_Homme_de_Caron_Edition_Baccarat
NA,Pour Un Homme de Caron Le Matin,Caron,2022,NA,7.3,35,"Fresh, Citrus, Spicy, Floral, Woody",NA,NA,NA,Jean Jacques,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-le-matin
NA,Pour Un Homme de Caron Le Soir,Caron,2022,NA,8.2,68,"Powdery, Sweet, Woody, Floral, Spicy",NA,NA,NA,Jean Jacques,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-le-soir
NA,Pour Un Homme de Caron L'Eau,Caron,2018,NA,7.7,60,"Fresh, Floral, Green, Citrus, Spicy","Lavender, Lime",Bourbon geranium,"Ambergris, Haitian vetiver",William Fraysse,https://www.parfumo.com/Perfumes/Caron/Pour_Un_Homme_de_Caron_L_Eau
NA,Pour Un Homme de Caron L'Impact de Pour Un Homme Caron 2005 Parfum,Caron,2005,Parfum,8,134,"Spicy, Powdery, Sweet, Floral, Green",NA,NA,NA,Richard Fraysse,https://www.parfumo.com/Perfumes/Caron/pour-un-homme-de-caron-2005-parfum-l-impact-de-pour-un-homme
NA,Pour Un Homme de Caron Millésime 2014,Caron,2014,NA,8.3,78,"Floral, Fresh, Sweet, Green, Powdery",NA,NA,NA,Richard Fraysse,https://www.parfumo.com/Perfumes/Caron/Pour_Un_Homme_Millesime_2014
NA,Pour Un Homme de Caron Sport,Caron,2015,NA,7.5,89,"Fresh, Citrus, Green, Spicy, Sweet","Indian verbena, French lavender absolute, Italian green mandarin orange, Grapefruit","Madagascan ginger, Indonesian nutmeg, Virginia cedar","Benzoin Siam, Tonka bean, Ambergris, White musk",William Fraysse,https://www.parfumo.com/Perfumes/Caron/Pour_Un_Homme_de_Caron_Sport
NA,Pour Une Femme Caron 2017 Eau de Parfum,Caron,2017,Eau de Parfum,6.9,5,"Spicy, Floral","Green mandarin orange, Orange blossom","Benzoin, Rosa centifolia","Amber, Frankincense",NA,https://www.parfumo.com/Perfumes/Caron/Pour_Une_Femme_2017_Eau_de_Parfum
NA,Pour Une Femme Caron 2017 Parfum,Caron,2017,Parfum,7.4,11,"Floral, Chypre, Spicy, Powdery, Fruity","Green mandarin orange, Orange blossom","Benzoin, Rosa centifolia","Amber, Frankincense",NA,https://www.parfumo.com/Perfumes/Caron/Pour_Une_Femme_2017_Parfum
NA,Pour Une Femme de Caron Caron 2001 Eau de Parfum,Caron,2001,Eau de Parfum,7,50,"Floral, Oriental, Spicy, Sweet, Woody","Mandarin orange, Orange blossom","Rose, Frankincense","Benzoin, Musk, Sandalwood, Oakmoss",Richard Fraysse,https://www.parfumo.com/Perfumes/Caron/Pour_une_Femme_de_Caron_2001_Eau_de_Parfum
NA,Pour Une Femme de Caron Caron 2001 Parfum,Caron,2001,Parfum,6,2,"Floral, Chypre, Fruity, Sweet","Mandarin orange, Orange blossom","Rose, Frankincense","Benzoin, Musk, Sandalwood, Oakmoss",Richard Fraysse,https://www.parfumo.com/Perfumes/Caron/Pour_Une_Femme_de_Caron_2001_Parfum
NA,Pourpre d'Orient,Roger & Gallet,1929,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roger__Gallet/Pourpre_d_Orient
NA,Poussière de Rose,Les Parfums de Rosine,NA,NA,7.3,50,"Floral, Fruity, Spicy, Powdery, Sweet","Ylang-ylang, Plum, Apricot","Rose, Cinnamon, Frankincense, Tea","Musk, Sandalwood, Amber, Benzoin, Cedar, Opoponax","Marie-Hélène Rogeon Brand owner, Creative director",https://www.parfumo.com/Perfumes/Les_Parfums_de_Rosine/Poussiere_de_Rose
NA,Powder & Dust,Parfums Sven Pritzkoleit,2018,NA,6.8,16,"Sweet, Powdery, Fruity, Woody, Animal",NA,NA,NA,Sven Pritzkoleit,https://www.parfumo.com/Perfumes/parfums-sven-pritzkoleit/Powder__Dust
NA,Powder Flowers Montale Eau de Parfum,Montale,NA,Eau de Parfum,7.2,106,"Powdery, Floral, Sweet, Oriental, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Montale/powder-flowers-eau-de-parfum
NA,Powder Flowers Montale Hair Mist,Montale,NA,Hair Mist,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Montale/powder-flowers-hair-mist
NA,Powder My Geisha 2019 Eau de Parfum,My Geisha,2019,Eau de Parfum,7.3,49,"Powdery, Sweet, Floral, Creamy, Synthetic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/my-geisha/powder-eau-de-parfum
NA,Powder My Geisha Huile de Parfum,My Geisha,NA,Huile de Parfum,7.8,6,"Powdery, Sweet, Floral, Spicy, Synthetic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/my-geisha/powder-huile-de-parfum
NA,Powder باودر,Abaq Al-Kuwait / عبق الكويت,NA,NA,7.4,13,"Citrus, Fresh, Fruity, Floral, Powdery","Bergamot, Ginger, Neroli, Nebulonix","Jasmine, Orange blossom, Oud, Rose, Trungle","Amber, Cedarwood, Musk, Pungency",NA,https://www.parfumo.com/Perfumes/abaq-al-kuwait/powder
NA,Powdered Veil,Miller Harris,2018,NA,7.2,61,"Powdery, Woody, Floral, Spicy, Sweet","Pink pepper, Geranium, Rhubarb","Orchid, Floral notes, Hedione","Patchouli, Bourbon vanilla absolute, Cashmeran, Musk, New Caledonian sandalwood, Amber, Labdanum",Mathieu Nardin,https://www.parfumo.com/Perfumes/Miller_Harris/Powdered_Veil
NA,Powdery Desire,Duftanker MGO Duftmanufaktur,NA,NA,NA,NA,NA,NA,NA,NA,Hans Georg Staudt,https://www.parfumo.com/Perfumes/Duftanker_MGO_Duftmanufaktur/powdery-desire
NA,Powdery Magnolia,Zara,2014,NA,7.3,6,"Powdery, Woody, Floral, Fresh, Aquatic",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Powdery_Magnolia
NA,Powdery Magnolia,Zara,2016,NA,7.5,2,"Powdery, Woody, Fruity, Fresh, Floral",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Powdery_Magnolia_2016
NA,Powdery Magnolia,Zara,2019,NA,7.4,9,"Powdery, Floral, Sweet, Woody, Fruity",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Zara/Powdery_Magnolia_2019
NA,Powdery Violet,Abdul Samad Al Qurashi / عبدالصمد القرشي,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Abdul_Samad_Al_Qurashi/Powdery_Violet
NA,Power Ballad,Room 1015,2016,NA,6.2,9,"Spicy, Woody, Green, Citrus, Synthetic","Bergamot, Grapefruit, Lime, Mint","Juniper, Coriander, Cumin, Aniseed, Rum","Labdanum, Cedar, Poplar bud, Vetiver","Amélie Bourgeois, Anne-Sophie Behaghel",https://www.parfumo.com/Perfumes/Room_1015/Power_Ballad
NA,Power Musk,Oriflame,NA,NA,4.7,3,"Floral, Woody, Powdery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Oriflame/Power_Musk
NA,Power of Seduction,Banderas,2003,NA,5.5,4,"Fresh, Floral",NA,NA,NA,"Domitille Michalon-Bertier, Sophie Labbé",https://www.parfumo.com/Perfumes/Banderas/Power_of_Seduction
NA,Power of Seduction Extreme,Banderas,1984,NA,8,31,"Floral, Fruity, Fresh, Sweet, Woody","Red berries, Fruity notes, Sneerlax","White blossoms, Floral notes, Decay","Woody notes, Vanilla",NA,https://www.parfumo.com/Perfumes/Banderas/Power_of_Seduction_Extreme
NA,Power of Seduction Force,Banderas,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Banderas/power-of-seduction-force
NA,Power of Seduction Intense Ice,Banderas,2019,NA,7.7,11,"Sweet, Floral, Fruity, Creamy, Woody","Apple, Davana, Rose","Cedarwood, Osmanthus, Fermented Almond","Patchouli, Tonka bean, Vanilla, Spoil",NA,https://www.parfumo.com/Perfumes/Banderas/power-of-seduction-intense-ice
NA,Power of Seduction Urban,Banderas,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Banderas/power-of-seduction-urban
NA,Power Over Breast Cancer No. 1,Demeter Fragrance Library / The Library Of Fragrance,2016,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/Power_Over_Breast_Cancer_No_1
NA,Power Over Breast Cancer No. 2,Demeter Fragrance Library / The Library Of Fragrance,2017,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Demeter_Fragrance_Library/Power_Over_Breast_Cancer_No_2
NA,Power Plus,Rasasi,NA,NA,NA,NA,"Floral, Fruity, Woody","Citrus notes, Lavender, Mandarin orange, Mint","Coriander, Geranium, Gurjum balsam, Jasmine, Patchouli, Pepper, Rose","Amber, Musk, Woods",NA,https://www.parfumo.com/Perfumes/Rasasi/Power_Plus
NA,Power,TianDe,2012,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/TianDe/Power
NA,Power Woman,Oriflame,2013,NA,NA,NA,"Floral, Fruity, Citrus, Sweet","Freesia, Ginger, Tea","Jasmine, Orange blossom, Rose","Amber, Patchouli","Maurice Roucel, Evelyne Boulanger",https://www.parfumo.com/Perfumes/Oriflame/Power_Woman
NA,Powerful Black,Câline,2023,NA,7.8,131,"Spicy, Sweet, Woody, Synthetic, Leathery",Ginger,"Maninka fruit, Lavender","Tonka bean, Leather",NA,https://www.parfumo.com/Perfumes/caline/powerful-black
NA,Powerful,Boadicea the Victorious,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Boadicea_the_Victorious/Powerful
NA,Powerful,Boadicea the Victorious,1936,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Boadicea_the_Victorious/powerful-2017
NA,Powerful.,Judith Williams,2020,NA,7.7,41,"Powdery, Sweet, Gourmand, Fruity, Spicy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Judith_Williams/powerful
NA,P-Ponds,Ramsons,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ramsons/P_Ponds
NA,Près de Toi,Rancé 1795,2011,NA,7.5,14,"Powdery, Floral, Fruity, Oriental, Citrus","Bergamot, Mandarin orange, Orange blossom","Bulgarian rose, Jasmine, Magnolia","Indonesian patchouli, Oud, Tolu balm, Vanilla",NA,https://www.parfumo.com/Perfumes/Rance_1795/Les_Etoiles_Pres_de_Toi
NA,Prélude Balenciaga 1982 Eau de Toilette,Balenciaga,1982,Eau de Toilette,8.3,8,"Floral, Oriental, Sweet, Spicy, Resinous","Spices, Aldehydes, Bergamot, Orange, Pimento","Carnation, Orchid, Ylang-ylang, Cinnamon, Jasmine, Rose","Frankincense, Tolu balm, Benzoin, Ambergris, Civet, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Balenciaga/Prelude_Eau_de_Toilette
NA,Prélude Balenciaga 1982 Parfum,Balenciaga,1982,Parfum,NA,NA,NA,"Spices, Aldehydes, Bergamot, Orange, Pimento","Carnation, Orchid, Ylang-ylang, Cinnamon, Jasmine, Rose","Frankincense, Tolu balm, Benzoin, Ambergris, Civet, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Balenciaga/Prelude_Parfum
NA,Prélude Balenciaga 1982 Parfum de Toilette,Balenciaga,1982,Parfum de Toilette,7.2,31,"Floral, Spicy, Chypre, Woody, Oriental","Spices, Aldehydes, Bergamot, Orange, Pimento","Carnation, Orchid, Ylang-ylang, Cinnamon, Jasmine, Rose","Frankincense, Tolu balm, Benzoin, Ambergris, Civet, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Balenciaga/Prelude_Parfum_de_Toilette
NA,Présage プレサージュ,Shiseido / 資生堂,1977,NA,NA,NA,NA,NA,NA,NA,Shōji Nakamura,https://www.parfumo.com/Perfumes/Shiseido/Presage_
NA,Présence Cool,Montblanc,2002,NA,5.6,9,"Fruity, Green, Fresh, Sweet, Woody","Bergamot, Granny Smith apple","Geranium, Jasmine","Amber, Patchouli, Sandalwood, Tonka bean, White musk",Corinne Cachen,https://www.parfumo.com/Perfumes/Montblanc/Presence_Cool
NA,Présence d'Une Femme Intense,Montblanc,2004,NA,8,2,"Fougère, Fruity, Woody, Oriental, Green","Lotus, Mandarin orange, Pepper, Pineapple","Caramel, Lotus","Patchouli, Rosewood, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/Montblanc/Presence_d_une_Femme_Intense
NA,Présence d'Une Femme,Montblanc,2002,NA,7.1,77,"Woody, Sweet, Spicy, Floral, Fruity","Mandarin orange, Pepper","Cyclamen, Orchid","Rosewood, Sandalwood, Vanilla, Mahogany, Patchouli",Michel Almairac,https://www.parfumo.com/Perfumes/Montblanc/Presence_d_Une_Femme
NA,Présence,Houbigant,1933,NA,8.3,12,"Chypre, Floral, Woody, Citrus, Green","Bergamot, Lemon",Jasmine,Chypre accord,NA,https://www.parfumo.com/Perfumes/Houbigant/Presence
NA,Présence Montblanc 2001 After-Shave Lotion,Montblanc,2001,After-Shave Lotion,NA,NA,"Synthetic, Spicy, Woody, Fruity, Fresh","Cinnamon, Cardamom, Bergamot, Ginger","Apple, Heliotrope, Sage","Sandalwood, Tonka bean, Amber, Musk, Teakwood",Corinne Cachen,https://www.parfumo.com/Perfumes/Montblanc/Presence_After_Shave_Lotion
NA,Présence Montblanc 2001 Eau de Toilette,Montblanc,2001,Eau de Toilette,7.6,195,"Sweet, Fruity, Spicy, Fresh, Woody","Cinnamon, Cardamom, Bergamot, Ginger","Apple, Heliotrope, Sage","Sandalwood, Tonka bean, Amber, Musk, Teakwood",Corinne Cachen,https://www.parfumo.com/Perfumes/Montblanc/Presence_Eau_de_Toilette
NA,Prétexte Lanvin 1937 Extrait,Lanvin,1937,Extrait,8.8,15,"Spicy, Animal, Leathery, Woody, Resinous",NA,NA,NA,André Fraysse,https://www.parfumo.com/Perfumes/Lanvin/Pretexte_Extrait
NA,Prêt à Porter Absolute Velvet,Naomi Campbell,2018,NA,6.2,7,"Floral, Fruity, Citrus, Sweet, Fresh","Green mandarin orange, Nashi pear, Red fruits","Lily of the valley, Jasmine, Peony","Cedarwood, Musk, Tonka bean",NA,https://www.parfumo.com/Perfumes/Naomi_Campbell/Prt__Porter_Absolute_Velvet
NA,Prêt à Porter,Coty,1996,NA,7.3,17,"Fresh, Floral, Citrus, Spicy, Green","Pink grapefruit, Violet leaf, Orange, Rose","Magnolia, Black pepper, Cardamom, Freesia, Nutmeg, Tamarind","Sandalwood, Oakmoss",NA,https://www.parfumo.com/Perfumes/Coty/Prt__Porter
NA,Prêt à Porter Glamour Chic,Coty,NA,NA,NA,NA,NA,"Apricot blossom, Bergamot, Tuberose","Jasmine, Orchid, Wild rose","Amber, Amyris",NA,https://www.parfumo.com/Perfumes/Coty/Prt__Porter_Glamour_Chic
NA,Prêt à Porter,Naomi Campbell,2016,NA,6.4,40,"Fruity, Floral, Sweet, Synthetic, Powdery","Pear, Bergamot, Blueberry","Rose, Violet, White peony","Wild peach, Patchouli, Custard",NA,https://www.parfumo.com/Perfumes/Naomi_Campbell/Prt__Porter
NA,Prêt à Porter Silk Collection,Naomi Campbell,2017,NA,6.4,15,"Sweet, Fruity, Floral, Gourmand, Synthetic","Mandarin orange, Bergamot, Orange","Jasmine, Orange blossom","Vanilla, Amber, Cedarwood, Vetiver",NA,https://www.parfumo.com/Perfumes/Naomi_Campbell/Prt__Porter_Silk_Collection
NA,Prachtnelke,J.F. Schwarzlose Berlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/J_F_Schwarzlose_Berlin/Prachtnelke
NA,Prada Amber Metallic Edition Limited,Prada,2008,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Prada/Prada_Amber_Metallic_Edition_Limited
NA,Prada L'Eau Ambrée,Prada,2009,NA,7.6,273,"Powdery, Oriental, Spicy, Woody, Floral","Citrus fruits, Lemon","Patchouli, Rose","Ambergris, Opoponax, Vanilla",Daniela Andrier,https://www.parfumo.com/Perfumes/Prada/L_Eau_Ambree
NA,Prada,Prada,1990,NA,7.6,28,"Floral, Spicy, Fruity, Chypre, Resinous","Green notes, Blossoms, Tarragon, Bergamot, Fruity notes","Carnation, Honey, Ylang-ylang, Jasmine, Rose","Ambergris, Benzoin, Moss, Patchouli, Sandalwood, Vanilla, Musk",NA,https://www.parfumo.com/Perfumes/Prada/Prada
