id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
10021,landorus-therian,645,1.3,68,270,ground,flying,89,145,90,105,80,91,#E0C068,#A890F0,#D2B488,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10021.png
10022,kyurem-black,646,3.3,325,315,dragon,ice,125,170,100,120,90,95,#7038F8,#98D8D8,#795EF0,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10022.png
10023,kyurem-white,646,3.6,325,315,dragon,ice,125,120,90,170,100,95,#7038F8,#98D8D8,#795EF0,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10023.png
10024,keldeo-resolute,647,1.4,48.5,261,water,fighting,91,72,90,129,90,108,#6890F0,#C03028,#7D78BF,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10024.png
10025,meowstic-female,678,0.6,8.5,163,psychic,NA,74,48,76,83,81,104,#F85888,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10025.png
10026,aegislash-blade,681,1.7,53,234,steel,ghost,60,150,50,150,50,60,#B8B8D0,#705898,#A6A0C2,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10026.png
10027,pumpkaboo-small,710,0.3,3.5,67,ghost,grass,44,66,70,44,55,56,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10027.png
10028,pumpkaboo-large,710,0.5,7.5,67,ghost,grass,54,66,70,44,55,46,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10028.png
10029,pumpkaboo-super,710,0.8,15,67,ghost,grass,59,66,70,44,55,41,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10029.png
10030,gourgeist-small,711,0.7,9.5,173,ghost,grass,55,85,122,58,75,99,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10030.png
10031,gourgeist-large,711,1.1,14,173,ghost,grass,75,95,122,58,75,69,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10031.png
10032,gourgeist-super,711,1.7,39,173,ghost,grass,85,100,122,58,75,54,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10032.png
10033,venusaur-mega,3,2.4,155.5,281,grass,poison,80,100,123,122,120,80,#78C850,#A040A0,#81A763,monster,plant,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10033.png
10034,charizard-mega-x,6,1.7,110.5,285,fire,dragon,78,130,111,130,85,100,#F08030,#7038F8,#D06E60,monster,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10034.png
10035,charizard-mega-y,6,1.7,100.5,285,fire,flying,78,104,78,159,115,100,#F08030,#A890F0,#DE835E,monster,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10035.png
10036,blastoise-mega,9,1.6,101.1,284,water,NA,79,103,120,135,115,78,#6890F0,NA,NA,monster,water1,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10036.png
10037,alakazam-mega,65,1.2,48,270,psychic,NA,55,50,65,175,105,150,#F85888,NA,NA,humanshape,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10037.png
10038,gengar-mega,94,1.4,40.5,270,ghost,poison,60,65,80,170,95,130,#705898,#A040A0,#7B5299,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10038.png
10039,kangaskhan-mega,115,2.2,100,207,normal,NA,105,125,100,60,100,100,#A8A878,NA,NA,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10039.png
10040,pinsir-mega,127,1.7,59,210,bug,flying,65,155,120,65,90,105,#A8B820,#A890F0,#A8AE52,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10040.png
10041,gyarados-mega,130,6.5,305,224,water,dark,95,155,109,70,130,81,#6890F0,#705848,#6982C7,water2,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10041.png
10042,aerodactyl-mega,142,2.1,79,215,rock,flying,80,135,85,70,95,150,#B8A038,#A890F0,#B49C64,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10042.png
10043,mewtwo-mega-x,150,2.3,127,351,psychic,fighting,106,190,100,154,100,130,#F85888,#C03028,#EA4E70,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10043.png
10044,mewtwo-mega-y,150,1.5,33,351,psychic,NA,106,150,70,194,120,140,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10044.png
10045,ampharos-mega,181,1.4,61.5,275,electric,dragon,90,95,105,165,110,45,#F8D030,#7038F8,#D7AB60,monster,ground,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10045.png
10046,scizor-mega,212,2,125,210,bug,steel,70,150,140,65,100,75,#A8B820,#B8B8D0,#ABB84A,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10046.png
10047,heracross-mega,214,1.7,62.5,210,bug,fighting,80,185,115,40,105,75,#A8B820,#C03028,#AD9721,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10047.png
10048,houndoom-mega,229,1.9,49.5,210,dark,fire,75,90,90,140,90,115,#705848,#F08030,#8F6142,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10048.png
10049,tyranitar-mega,248,2.5,255,315,rock,dark,100,164,150,95,120,71,#B8A038,#705848,#A68E3B,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10049.png
10050,blaziken-mega,257,1.9,52,284,fire,fighting,80,160,80,130,80,100,#F08030,#C03028,#E46C2E,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10050.png
10051,gardevoir-mega,282,1.6,48.4,278,psychic,fairy,68,85,65,165,135,100,#F85888,#EE99AC,#F56790,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10051.png
10052,mawile-mega,303,1,23.5,168,steel,fairy,50,105,125,55,95,50,#B8B8D0,#EE99AC,#C5B0C7,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10052.png
10053,aggron-mega,306,2.2,395,284,steel,NA,70,140,230,60,80,50,#B8B8D0,NA,NA,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10053.png
10054,medicham-mega,308,1.3,31.5,179,fighting,psychic,60,100,85,80,85,100,#C03028,#F85888,#CD393F,humanshape,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10054.png
10055,manectric-mega,310,1.8,44,201,electric,NA,70,75,80,135,80,135,#F8D030,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10055.png
10056,banette-mega,354,1.2,13,194,ghost,NA,64,165,75,93,83,75,#705898,NA,NA,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10056.png
10057,absol-mega,359,1.2,49,198,dark,NA,65,150,60,115,60,115,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10057.png
10058,garchomp-mega,445,1.9,95,315,dragon,ground,108,170,115,120,95,92,#7038F8,#E0C068,#8B58D5,monster,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10058.png
10059,lucario-mega,448,1.3,57.5,219,fighting,steel,70,145,88,140,70,112,#C03028,#B8B8D0,#BE5050,ground,humanshape,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10059.png
10060,abomasnow-mega,460,2.7,185,208,grass,ice,90,132,105,132,105,30,#78C850,#98D8D8,#7FCB70,monster,plant,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10060.png
10061,floette-eternal,670,0.2,0.9,243,fairy,NA,74,65,67,125,128,92,#EE99AC,NA,NA,fairy,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10061.png
10062,latias-mega,380,1.8,52,315,dragon,psychic,80,100,120,140,150,110,#7038F8,#F85888,#903FDC,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10062.png
10063,latios-mega,381,2.3,70,315,dragon,psychic,80,130,100,160,120,110,#7038F8,#F85888,#903FDC,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10063.png
10064,swampert-mega,260,1.9,102,286,water,ground,100,150,110,95,110,70,#6890F0,#E0C068,#859BCF,monster,water1,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10064.png
10065,sceptile-mega,254,1.9,55.2,284,grass,dragon,70,110,75,145,85,145,#78C850,#7038F8,#76A578,monster,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10065.png
10066,sableye-mega,302,0.5,161,168,dark,ghost,50,85,125,85,115,20,#705848,#705898,#70585B,humanshape,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10066.png
10067,altaria-mega,334,1.5,20.6,207,dragon,fairy,75,110,110,110,105,80,#7038F8,#EE99AC,#8E4FE5,flying,dragon,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10067.png
10068,gallade-mega,475,1.6,56.4,278,psychic,fighting,68,165,95,65,115,110,#F85888,#C03028,#EA4E70,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10068.png
10069,audino-mega,531,1.5,32,425,normal,fairy,103,60,126,80,126,50,#A8A878,#EE99AC,#B8A484,fairy,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10069.png
10070,sharpedo-mega,319,2.5,130.3,196,water,dark,70,140,70,110,65,105,#6890F0,#705848,#6982C7,water2,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10070.png
10071,slowbro-mega,80,2,120,207,water,psychic,95,75,180,130,80,30,#6890F0,#F85888,#8A82D6,monster,water1,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10071.png
10072,steelix-mega,208,10.5,740,214,steel,ground,75,125,230,55,95,30,#B8B8D0,#E0C068,#C1B9B6,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10072.png
10073,pidgeot-mega,18,2.2,50.5,261,normal,flying,83,80,80,135,80,121,#A8A878,#A890F0,#A8A295,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10073.png
10074,glalie-mega,362,2.1,350.2,203,ice,NA,80,120,80,120,80,100,#98D8D8,NA,NA,fairy,mineral,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10074.png
10075,diancie-mega,719,1.1,27.8,315,rock,fairy,50,160,110,160,110,110,#B8A038,#EE99AC,#C59E54,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10075.png
10076,metagross-mega,376,2.5,942.9,315,steel,psychic,80,145,150,105,110,110,#B8B8D0,#F85888,#C7A0BE,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10076.png
10077,kyogre-primal,382,9.8,430,347,water,NA,100,150,90,180,160,90,#6890F0,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10077.png
10078,groudon-primal,383,5,999.7,347,ground,fire,100,180,160,150,90,90,#E0C068,#F08030,#E3B05A,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10078.png
10079,rayquaza-mega,384,10.8,392,351,dragon,flying,105,180,100,180,100,115,#7038F8,#A890F0,#7D4DF6,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10079.png
10080,pikachu-rock-star,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10080.png
10081,pikachu-belle,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10081.png
10082,pikachu-pop-star,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10082.png
10083,pikachu-phd,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10083.png
10084,pikachu-libre,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10084.png
10085,pikachu-cosplay,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10085.png
10086,hoopa-unbound,720,6.5,490,306,psychic,dark,80,160,60,170,130,80,#F85888,#705848,#D75878,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10086.png
10087,camerupt-mega,323,2.5,320.5,196,fire,ground,70,120,100,145,105,20,#F08030,#E0C068,#EC8F3D,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10087.png
10088,lopunny-mega,428,1.3,28.3,203,normal,fighting,65,136,94,54,96,135,#A8A878,#C03028,#AD8A64,ground,humanshape,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10088.png
10089,salamence-mega,373,1.8,112.6,315,dragon,flying,95,145,130,120,90,120,#7038F8,#A890F0,#7D4DF6,dragon,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10089.png
10090,beedrill-mega,15,1.4,40.5,223,bug,poison,65,150,40,15,80,145,#A8B820,#A040A0,#A69A3F,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10090.png
10091,rattata-alola,19,0.3,3.8,51,dark,normal,30,56,35,25,35,72,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10091.png
10092,raticate-alola,20,0.7,25.5,145,dark,normal,75,71,70,40,80,77,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10092.png
10093,raticate-totem-alola,20,1.4,105,145,dark,normal,75,71,70,40,80,77,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10093.png
10094,pikachu-original-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10094.png
10095,pikachu-hoenn-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10095.png
10096,pikachu-sinnoh-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10096.png
10097,pikachu-unova-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10097.png
10098,pikachu-kalos-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10098.png
10099,pikachu-alola-cap,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10099.png
10100,raichu-alola,26,0.7,21,218,electric,psychic,60,85,50,95,85,110,#F8D030,#F85888,#F8B245,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10100.png
10101,sandshrew-alola,27,0.7,40,60,ice,steel,50,75,90,10,35,40,#98D8D8,#B8B8D0,#9FD0D6,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10101.png
10102,sandslash-alola,28,1.2,55,158,ice,steel,75,100,120,25,65,65,#98D8D8,#B8B8D0,#9FD0D6,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10102.png
10103,vulpix-alola,37,0.6,9.9,60,ice,NA,38,41,40,50,65,65,#98D8D8,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10103.png
10104,ninetales-alola,38,1.1,19.9,177,ice,fairy,73,67,75,81,100,109,#98D8D8,#EE99AC,#ACC8CD,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10104.png
10105,diglett-alola,50,0.2,1,53,ground,steel,10,55,30,35,45,90,#E0C068,#B8B8D0,#D6BE81,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10105.png
10106,dugtrio-alola,51,0.7,66.6,149,ground,steel,35,100,60,50,70,110,#E0C068,#B8B8D0,#D6BE81,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10106.png
10107,meowth-alola,52,0.4,4.2,58,dark,NA,40,35,35,50,40,90,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10107.png
10108,persian-alola,53,1.1,33,154,dark,NA,65,60,60,75,65,115,#705848,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10108.png
10109,geodude-alola,74,0.4,20.3,60,rock,electric,40,80,100,30,30,20,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10109.png
10110,graveler-alola,75,1,110,137,rock,electric,55,95,115,45,45,35,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10110.png
10111,golem-alola,76,1.7,316,223,rock,electric,80,120,130,55,65,45,#B8A038,#F8D030,#C7AB36,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10111.png
10112,grimer-alola,88,0.7,42,65,poison,dark,80,80,50,40,50,25,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10112.png
10113,muk-alola,89,1,52,175,poison,dark,105,105,75,65,100,50,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10113.png
10114,exeggutor-alola,103,10.9,415.6,186,grass,dragon,95,105,85,125,75,45,#78C850,#7038F8,#76A578,plant,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10114.png
10115,marowak-alola,105,1,34,149,fire,ghost,60,80,110,50,80,45,#F08030,#705898,#D07649,monster,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10115.png
10116,greninja-battle-bond,658,1.5,40,239,water,dark,72,95,67,103,71,122,#6890F0,#705848,#6982C7,water1,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10116.png
10117,greninja-ash,658,1.5,40,288,water,dark,72,145,67,153,71,132,#6890F0,#705848,#6982C7,water1,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10117.png
10118,zygarde-10,718,1.2,33.5,219,dragon,ground,54,100,71,61,85,115,#7038F8,#E0C068,#8B58D5,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10118.png
10119,zygarde-50,718,5,305,270,dragon,ground,108,100,121,81,95,95,#7038F8,#E0C068,#8B58D5,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10119.png
10120,zygarde-complete,718,4.5,610,319,dragon,ground,216,100,121,91,95,85,#7038F8,#E0C068,#8B58D5,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10120.png
10121,gumshoos-totem,735,1.4,60,146,normal,NA,88,110,60,55,60,45,#A8A878,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10121.png
10122,vikavolt-totem,738,2.6,147.5,225,bug,electric,77,70,90,145,75,43,#A8B820,#F8D030,#BBBD23,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10122.png
10123,oricorio-pom-pom,741,0.6,3.4,167,electric,flying,75,70,70,98,70,93,#F8D030,#A890F0,#E4C05E,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10123.png
10124,oricorio-pau,741,0.6,3.4,167,psychic,flying,75,70,70,98,70,93,#F85888,#A890F0,#E465A1,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10124.png
10125,oricorio-sensu,741,0.6,3.4,167,ghost,flying,75,70,70,98,70,93,#705898,#A890F0,#7D65AD,flying,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10125.png
10126,lycanroc-midnight,745,1.1,25,170,rock,NA,85,115,75,55,75,82,#B8A038,NA,NA,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10126.png
