season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
Super Megaforce,16,"Vrak Is Back, Part 1",10/25/2014,7,35,"In the wake of Prince Vekar's defeat, Vrak returns with a new plan to destroy the world and a new robot he has programmed to fight against the Rangers."
Super Megaforce,17,"Vrak Is Back, Part 2",11/1/2014,7.2,35,"With Orion kidnapped and Robo Knight turned against them, the Rangers must do everything they can to defeat Vrak and save their friends."
Super Megaforce,18,Emperor Mavro,11/8/2014,7.3,37,Emperor Mavro comes to Earth to avenge his sons and arrests Damaras for failing to protect the Prince.
Super Megaforce,19,The Wrath,11/15/2014,6.6,36,"Just when the Rangers thought they had saved the planet, the Emperor reveals himself and launches an attack on Earth."
Super Megaforce,20,Legendary Battle,11/22/2014,7.4,132,"When The Emperor nearly defeats the Rangers after a massive attack, the Rangers get help from Legendary Rangers from the past."
Dino Charge,1,Powers from the Past,2/7/2015,8.2,84,Two teens find themselves in possession of powerful Energems that were once entrusted to the now extinct dinosaurs for protection.
Dino Charge,2,"Past, Present and Fusion",2/14/2015,8.2,57,A new teen finds his own Energem and joins Tyler and Shelby on their pilgrimage to the Dinosaur Museum; the group must protect the Energems from a fierce bounty hunter named Sledge.
Dino Charge,3,A Fool's Hour,2/21/2015,8.2,52,Sledge arrives on Earth to confront Keeper and the Rangers; the Rangers' plan to fight back is compromised when Tyler goes after Fury on his own.
Dino Charge,4,Return of the Caveman,2/28/2015,8.5,53,"When Chase and Koda are trapped in a cave by one of Sledge's monsters, Koda must rely on his caveman instincts to save himself and his friend."
Dino Charge,5,Breaking Black,3/7/2015,8,50,A Maori fortune teller asks Chase for help guarding her shop from a potential thief; Chase falls under the spell of Sledge's latest monster.
Dino Charge,6,The Tooth Hurts,3/14/2015,7.8,46,"When the Rangers are faced with a fast-firing Cavity monster, Riley mistakenly thinks that Chase is not taking the threat seriously."
Dino Charge,7,Let Sleeping Zords Lie,3/21/2015,8.8,56,"When one of Sledge's monster stings the Ankylo Zord, Shelby must use her advanced dinosaur knowledge to tame the wild beast."
Dino Charge,8,"Double Ranger, Double Danger",4/4/2015,8.5,49,"When clone Rangers steal the real Rangers' tracking device, Fury learns the location of the powerful Ptera Zord."
Dino Charge,9,When Logic Fails,8/22/2015,7.9,47,Riley's logical mind is put to the test when the Rangers are trapped in a real-life maze by Fury and one of his henchmen.
Dino Charge,10,The Royal Rangers,8/29/2015,8.8,48,"When the Rangers find the gold Energem among royal treasure, they decide to impersonate a prince and princess in order to trap Fury and regain control of the Ptera Zord."
Dino Charge,11,Break Out,9/12/2015,8.9,65,Break Out is the eleventh episode of Power Rangers Dino Charge. It marks the full appearance of the Dino Charge Gold Ranger. Koda and the Rangers battle to save an arrogant prince and the Gold Energem.
Dino Charge,12,Knight After Knights,9/19/2015,8.6,48,"The Rangers must demonstrate their value to persuade their latest ally, the Gold Ranger, but find they do not have the willpower to do so when one of Sledge's monsters steals their courage."
Dino Charge,13,Sync or Swim,10/3/2015,8.5,51,A fun rivalry between Tyler and Ivan becomes a problem when it interferes with the efforts of the Rangers to find and defuse a bomb planted by Sledge's monsters.
Dino Charge,14,True Black,10/10/2015,7.9,35,"When three Rangers become trapped in an underground tomb, it's a race against time for Chase to master his new power upgrade before his friends are lost forever."
Dino Charge,15,Rise of a Ranger,10/24/2015,8.6,37,Prince Phillip discovers money can't buy the respect of an Energem when he embarks on his own quest to become a Power Ranger.
Dino Charge,16,No Matter How You Slice It,11/7/2015,8.2,34,"When one of Sledge's monsters manages to break the Rangers' bonds of friendship, it's up to Riley and Koda to remind their team what they truly mean to each other."
Dino Charge,17,World Famous! (In New Zealand),11/14/2015,8.6,36,"When one of Sledge's transport pods is spotted in New Zealand, the Rangers head to Auckland and are shocked to discover the existence of a new Ranger."
Dino Charge,18,Deep Down Under,11/21/2015,8.2,35,"With the purple Energem in hand, the Rangers race to find the purple Plesio Zord before Sledge can destroy it for good."
Dino Charge,19,Wishing for a Hero,11/28/2015,8.4,38,"While searching for a new Purple Ranger, the teens find all their personal wishes coming true in the worst way."
Dino Charge,20,One More Energem,12/12/2015,8.9,43,"With two Energems in Sledge's possession, the Rangers and Kendall must take the fight to his ship in order to save the world."
Dino Charge,21,The Ghostest with the Mostest,10/17/2015,8,35,"When a monster kidnaps a Ranger and takes on their appearance during a Halloween party, Kendall must discover which of the team is the fake before their Energems are stolen."
Dino Charge,22,Race to Rescue Christmas,12/5/2015,7.6,33,"When Poisandra steals Santa's computer, the Rangers must retrieve it before Christmas is canceled."
Dino Super Charge,1,When Evil Stirs,1/30/2016,8.4,47,"The Rangers believe their work is done after defeating Sledge, but an even more powerful monster begins to pick up where Sledge left off."
Dino Super Charge,2,Forgive and Forget,2/6/2016,7.5,39,Snide plans to contaminate the city's water supply with venom that makes you forget who you are; Riley has a score with an old rival at the Amber Beach marathon.
Dino Super Charge,3,Nightmare in Amber Beach,2/13/2016,7.7,34,"Shelby receives a pillow from an unknown sender. When she uses it to take a nap, she starts living a nightmare. The Rangers suspect this must be from Snide so they all make sure to stay awake, but that proves to be harder than they thought."
Dino Super Charge,4,A Date with Danger,2/20/2016,7.6,34,"Chase tries to impress his new girlfriend, Kaylee, by showing how talented and accomplished he is. But when it becomes more about him and less about her, Kaylee starts to fall for the Black Ranger instead."
Dino Super Charge,5,Roar of the Red Ranger,2/27/2016,8,33,"Tyler attempts to master the new T-Rex Super Charge Mode, but when Heckyl plants a virus in Kendall's computer the new Dino Charger malfunctions and makes Tyler go wild."
Dino Super Charge,6,Forged Under Fire,3/5/2016,8,32,"When Tyler's Energem is cracked, he must dig deep into the earth to mend it with the extreme heat of lava."
Dino Super Charge,7,Home Run Koda,3/19/2016,7.1,28,"Kendall creates a new victory charger that requires the core five Energems; when Riley becomes Koda's baseball coach, he has a hard time pulling himself away to help the other Rangers."
Dino Super Charge,8,Riches and Rags,3/26/2016,8.1,32,"Ivan uses a 1000-year-old suit of armor as a training dummy, and finds himself in debt after destroying it; Heckyl sends a hybrid monster named Spell Digger to spread greed to anyone who touches his gold coins."
Dino Super Charge,9,Besties 4Eva!,8/20/2016,7.3,29,Shelby's friend Erin tries to steal credit from the Pink Ranger and quickly finds trouble.
Dino Super Charge,10,Gone Fishin,8/27/2016,8.1,31,"The Silver Ranger contacts Kendall from space to reveal the location of a new Zord, but the message is intercepted by Singe and Fury."
Dino Super Charge,11,Love at First Fight,9/3/2016,7,29,Beauticruel plans to use Poisandra's magic paint and brush to make any man fall love in with her; Heckyl devises a plan to steal the Rangers' energems.
Dino Super Charge,12,Catching Some Rays,9/10/2016,7.6,25,"Koda opens a forbidden section of the cave where his family once lived, and accidentally unleashes an ancient evil."
Dino Super Charge,13,Recipe for Disaster,9/24/2016,7.4,34,"Chase is determined to master a dessert recipe from his native country, New Zealand; Arcanon, an evil monster, comes to earth to find the Energems."
Dino Super Charge,14,Silver Secret,10/1/2016,8.2,30,"Tyler joins Shelby in auditioning for the popular New Zealand band, The N-Zed Boys; an ally arrives, but the Rangers suspect he has an ulterior motive."
Dino Super Charge,15,Wings of Danger,10/15/2016,7.2,30,The Rangers attempt to convince Zenowing that they are more powerful when they work as a team.
Dino Super Charge,16,Freaky Fightday,10/22/2016,7.1,30,The Rangers are determined to catch the vandal who has been spray-painting the museum walls; Snide convinces Lord Arcanon that he can help him steal the Energems.
Dino Super Charge,17,Worgworld,10/29/2016,8.3,31,The Rangers have to act quickly when an evil monster's music causes anyone who listens to it to become a zombie.
Dino Super Charge,18,The Rangers Rock!,11/5/2016,8.2,34,"The Rangers come up with a plan to steal the Dark Energem with the help of an unlikely, new ally."
Dino Super Charge,19,Edge of Extinction,11/12/2016,7.9,35,"The Rangers find themselves needing help in their toughest fight yet as they do battle with Snide one final time, and Sledge's eggs hatch across the four corners of the Earth."
Dino Super Charge,20,End of Extinction,11/19/2016,7.4,38,"When the Rangers' base is attacked, they must use every weapon in their arsenal to keep the Energems from the villain's grasp."
Dino Super Charge,21,Trick or Trial,10/8/2016,6.1,27,The Rangers are summoned to an intergalactic trial for crimes against monsters they have destroyed.
Dino Super Charge,22,Here Comes Heximas,12/10/2016,6.8,25,"The Rangers are surprised when they find mysterious Secret Santa gifts that put them under the spell of Heximas, an evil monster who plans to send everyone a cursed lump of coal on Christmas so he can control earth."
Ninja Steel,1,Return of the Prism,1/21/2017,7.9,64,Brody escapes to Earth from an alien spaceship with a special artifact called the Ninja Nexus Prism. Brody and his two new friends must unlock an artifact's secrets to defend it from the villainous champion Galvanax.
Ninja Steel,2,Forged in Steel,1/28/2017,7.8,54,"As Brody, Preston and Sarah return to Brody's childhood home in an attempt to find his lost family, Hayley and Calvin come across a strange alien named Mick."
Ninja Steel,3,Live and Learn,2/4/2017,7.2,42,Brody gets accused of cheating on his first day of school after using his Datacom to find answers and must lead the Rangers against another threat from Galvanax.
Ninja Steel,4,Presto Chango-O,2/11/2017,7.6,44,"To his amazement, Preston's magical abilities become real. Galvanax engages a mutant turtle who can bring the Rangers to a crawl."
Ninja Steel,5,Drive to Survive,2/25/2017,7.5,41,"When the Power Rangers are caught in the spider web of Galvanax's latest monster, Tangleweb, Calvin must conquer his fear to unlock a new power and save them."
Ninja Steel,6,My Friend Redbot,3/4/2017,6.5,39,"Hayley is targeted by Galvanax's latest monster; isolated from the other Rangers, Hayley and Redbot and Kody must work together to save themselves."
Ninja Steel,7,Hack Attack,3/18/2017,7.1,37,"Determined to take part in as many student activities as she can, Sarah builds a device that allows her to clone herself, but the plan backfires when Galvanax's monster steals the technology for himself."
