binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Sterculia khasiana,India,Asia,Flowering Plant,Before 1900,Extinct,Unknown,1
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Stereospermum zenkeri,Cameroon,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Species Management,0
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Steriphoma urbani,Ecuador,South America,Flowering Plant,1980-1999,Extinct,Unknown,1
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Stonesia fascicularis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Stonesia gracilis,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Species Management,0
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Streblorrhiza speciosa,Norfolk Island,Oceania,Flowering Plant,Before 1900,Extinct,Unknown,1
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Species Management,0
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Syzygium badescens,Malaysia,Asia,Flowering Plant,1920-1939,Extinct,Unknown,1
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,1
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Tachiadenus umbellatus,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Species Management,1
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Taeniophyllum borneense,Indonesia,Asia,Flowering Plant,1900-1919,Extinct,Unknown,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Tephrosia djalonica,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Tephrosia pinifolia,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Land & Water Protection,0
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Species Management,0
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Law & Policy,0
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Research & Monitoring,0
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Education & Awareness,0
Terminalia acuminata,Brazil,South America,Flowering Plant,1940-1959,Extinct in the Wild,Unknown,1
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Terminalia exelliana,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Species Management,0
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,1
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Tetramolopium capillare,United States,North America,Flowering Plant,1980-1999,Extinct,Unknown,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,1
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Thelethylax isalensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Species Management,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Themistoclesia inflata,Ecuador,South America,Flowering Plant,1940-1959,Extinct,Unknown,1
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Thesium germainii,Burundi,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Thesium lewallei,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Species Management,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Tournefortia obtusiflora,Ecuador,South America,Flowering Plant,Before 1900,Extinct,Unknown,1
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Triaspis schliebenii,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Tridactyle sarcodantha,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Species Management,0
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Trilepidea adamsii,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Unknown,1
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Land & Water Protection,0
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Species Management,1
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Law & Policy,1
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Research & Monitoring,1
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Education & Awareness,0
Trochetiopsis erythroxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,1940-1959,Extinct in the Wild,Unknown,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Species Management,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Trochetiopsis melanoxylon,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,Before 1900,Extinct,Unknown,1
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,1
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Tylostigma herminioides,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Tylostigma madagascariense,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Uvaria decidua,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Species Management,0
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Valerianella affinis,Yemen,Asia,Flowering Plant,Before 1900,Extinct,Unknown,1
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Vangueria verticillata,Tanzania,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Land & Water Protection,0
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Species Management,0
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Law & Policy,0
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Research & Monitoring,0
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Education & Awareness,0
Vanvoorstia bennettiana,Australia,Oceania,Algae,Before 1900,Extinct,Unknown,1
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Land & Water Protection,0
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Species Management,0
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Law & Policy,0
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Research & Monitoring,0
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Education & Awareness,0
Vatica xishuangbannaensis,China,Asia,Flowering Plant,NA,Extinct,Unknown,1
Vernonia ampandrandavensis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Vernonia ampandrandavensis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Vernonia ampandrandavensis,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
