ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
VA015SP00,BUCKINGHAM,37.573928,-78.529169,VA,Virginia,State Police: Buckingham County,State Police,TRUE,1994-01-01
VA0150000,BUCKINGHAM,37.573928,-78.529169,VA,Virginia,Buckingham County Sheriff's Office,County,TRUE,1999-11-01
VA0250000,CUMBERLAND,37.520189,-78.252836,VA,Virginia,Cumberland County Sheriff's Office,County,TRUE,1996-12-01
VA025SP00,CUMBERLAND,37.520189,-78.252836,VA,Virginia,State Police: Cumberland County,State Police,TRUE,1994-01-01
VA1100000,GALAX CITY,36.66564,-80.914308,VA,Virginia,Galax Police Department,City,TRUE,1997-01-01
VA0360000,GLOUCESTER,37.416084,-76.52996,VA,Virginia,Gloucester County Sheriff's Office,County,TRUE,1997-03-01
VA036SP00,GLOUCESTER,37.403541,-76.523505,VA,Virginia,State Police: Gloucester County,State Police,TRUE,1994-01-01
VA047SP00,JAMES CITY,37.324427,-76.778319,VA,Virginia,State Police: James City County,State Police,TRUE,1994-01-01
VA0470100,JAMES CITY,37.324427,-76.778319,VA,Virginia,James City County Police Department,County,TRUE,1998-12-01
VA060SP00,MONTGOMERY,37.174884,-80.387314,VA,Virginia,State Police: Montgomery County,State Police,TRUE,1994-01-01
VA0600000,MONTGOMERY,37.129623,-80.40851,VA,Virginia,Montgomery County Sheriff's Office,County,TRUE,1997-06-01
VA0600100,MONTGOMERY,37.174884,-80.387314,VA,Virginia,Blacksburg Police Department,City,TRUE,1995-01-01
VA0600400,MONTGOMERY,37.174884,-80.387314,VA,Virginia,Virginia Polytechnic Institute and State University,University or College,TRUE,2004-06-01
VA0600300,MONTGOMERY,37.131126,-80.40731,VA,Virginia,Christiansburg Police Department,City,TRUE,1995-10-01
VA0810100,ROCKBRIDGE,37.814517,-79.447754,VA,Virginia,Glasgow Police Department,City,TRUE,1998-01-01
VA0810000,ROCKBRIDGE,37.804523,-79.42585,VA,Virginia,Rockbridge County Sheriff's Office,County,TRUE,1998-07-01
VA0810300,ROCKBRIDGE,37.782332,-79.44432,VA,Virginia,Virginia Military Institute,University or College,TRUE,1998-06-01
VA081SP00,ROCKBRIDGE,37.814517,-79.447754,VA,Virginia,State Police: Rockbridge County,State Police,TRUE,1994-01-01
VA0820600,ROCKINGHAM,38.45788,-78.8607,VA,Virginia,James Madison University,University or College,TRUE,2000-01-01
VA0820700,ROCKINGHAM,38.630157,-78.77783,VA,Virginia,Timberville Police Department,City,TRUE,1998-01-01
VA082SP00,ROCKINGHAM,38.395702,-78.91519,VA,Virginia,State Police: Rockingham County,State Police,TRUE,1994-01-01
VA0820000,ROCKINGHAM,38.511257,-78.876307,VA,Virginia,Rockingham County Sheriff's Office,County,TRUE,1995-01-01
VA0820100,ROCKINGHAM,38.511257,-78.876307,VA,Virginia,Bridgewater Police Department,City,TRUE,1998-07-01
VA0820200,ROCKINGHAM,38.511257,-78.876307,VA,Virginia,Broadway Police Department,City,TRUE,1999-02-01
VA0820300,ROCKINGHAM,38.413185,-78.94232,VA,Virginia,Dayton Police Department,City,TRUE,1998-12-01
VA0820400,ROCKINGHAM,38.40821,-78.622375,VA,Virginia,Elkton Police Department,City,TRUE,1999-01-01
VA0820500,ROCKINGHAM,38.511257,-78.876307,VA,Virginia,Grottoes Police Department,City,TRUE,1999-01-01
VA0800100,SALEM CITY,37.285333,-80.055241,VA,Virginia,Salem Police Department,City,TRUE,1995-10-01
VA0850400,SHENANDOAH,38.856204,-78.573987,VA,Virginia,Strasburg Police Department,City,TRUE,2002-01-01
VA0850500,SHENANDOAH,38.856204,-78.573987,VA,Virginia,New Market Police Department,City,TRUE,1997-01-01
VA0850300,SHENANDOAH,38.88314,-78.50637,VA,Virginia,Woodstock Police Department,City,TRUE,1996-04-01
VA0850200,SHENANDOAH,38.856204,-78.573987,VA,Virginia,Mount Jackson Police Department,City,TRUE,1996-03-01
VA0850000,SHENANDOAH,38.856204,-78.573987,VA,Virginia,Shenandoah County Sheriff's Office,County,TRUE,1997-12-01
VA085SP00,SHENANDOAH,38.660316,-78.481125,VA,Virginia,State Police: Shenandoah County,State Police,TRUE,1994-01-01
VA094049E,WASHINGTON,NA,NA,VA,Virginia,Emory and Henry College,University or College,TRUE,2000-01-01
VA0940300,WASHINGTON,36.747831,-81.950316,VA,Virginia,Glade Spring Police Department,City,TRUE,1998-08-01
VA094SP00,WASHINGTON,36.681583,-82.03826,VA,Virginia,State Police: Washington County,State Police,TRUE,1994-01-01
VA0940500,WASHINGTON,NA,NA,VA,Virginia,Virginia Highlands Community College,NA,TRUE,2022-01-01
VA0940000,WASHINGTON,36.717323,-82.00555,VA,Virginia,Washington County Sheriff's Office,County,TRUE,1997-01-01
VA0940100,WASHINGTON,36.747831,-81.950316,VA,Virginia,Abingdon Police Department,City,TRUE,1996-12-01
VA0940200,WASHINGTON,36.747831,-81.950316,VA,Virginia,Damascus Police Department,City,TRUE,1996-12-01
VA040SP00,GREENSVILLE,36.741623,-77.507034,VA,Virginia,State Police: Greensville County,State Police,TRUE,1994-01-01
VA0400000,GREENSVILLE,36.680225,-77.560261,VA,Virginia,Greensville County Sheriff's Office,County,TRUE,1997-08-01
VA049SP00,KING GEORGE,38.277179,-77.162702,VA,Virginia,State Police: King George County,State Police,TRUE,1994-01-01
VA0490000,KING GEORGE,38.266056,-77.179695,VA,Virginia,King George County Sheriff's Office,County,TRUE,1997-07-01
VA0580000,MECKLENBURG,36.687256,-78.368959,VA,Virginia,Mecklenburg County Sheriff's Office,County,TRUE,1997-07-01
VA0580400,MECKLENBURG,36.687256,-78.368959,VA,Virginia,La Crosse Police Department,City,TRUE,2001-03-01
VA0580500,MECKLENBURG,36.726414,-78.13055,VA,Virginia,South Hill Police Department,City,TRUE,1996-08-01
VA058SP00,MECKLENBURG,36.687256,-78.368959,VA,Virginia,State Police: Mecklenburg County,State Police,TRUE,1994-01-01
VA0580300,MECKLENBURG,36.687256,-78.368959,VA,Virginia,Clarksville Police Department,City,TRUE,1996-08-01
VA0580200,MECKLENBURG,36.799046,-78.459366,VA,Virginia,Chase City Police Department,City,TRUE,1996-09-01
VA0650000,NORTHAMPTON,37.302629,-75.923868,VA,Virginia,Northampton County Sheriff's Office,County,TRUE,1996-06-01
VA0650100,NORTHAMPTON,37.26721,-76.01512,VA,Virginia,Cape Charles Police Department,City,TRUE,1998-12-01
VA0650200,NORTHAMPTON,37.302629,-75.923868,VA,Virginia,Exmore Police Department,City,TRUE,1998-12-01
VA0650300,NORTHAMPTON,NA,NA,VA,Virginia,Eastville,NA,TRUE,2020-02-01
VA065SP00,NORTHAMPTON,37.302629,-75.923868,VA,Virginia,State Police: Northampton County,State Police,TRUE,1994-01-01
VA1180000,NORTON CITY,36.931549,-82.625996,VA,Virginia,Norton Police Department,City,TRUE,1995-12-01
VA0870000,SOUTHAMPTON,36.720173,-77.103856,VA,Virginia,Southampton County Sheriff's Office,County,TRUE,1999-04-01
VA087SP00,SOUTHAMPTON,36.685932,-76.99701,VA,Virginia,State Police: Southampton County,State Police,TRUE,1994-01-01
VA1000000,BRISTOL CITY,36.596535,-82.180374,VA,Virginia,Bristol Police Department,City,TRUE,1995-08-01
VA019SP00,CHARLES CITY,37.361054,-77.05417,VA,Virginia,State Police: Charles City County,State Police,TRUE,1994-01-01
VA0190000,CHARLES CITY,37.361054,-77.05417,VA,Virginia,Charles City County Sheriff's Office,County,TRUE,2001-06-01
VA0210100,CHESTERFIELD,37.378434,-77.585847,VA,Virginia,Chesterfield County Police Department,County,TRUE,1999-01-01
VA021SP00,CHESTERFIELD,37.510227,-77.7662,VA,Virginia,State Police: Chesterfield County,State Police,TRUE,1994-01-01
VA0400100,EMPORIA CITY,36.69264,-77.538704,VA,Virginia,Emporia Police Department,City,TRUE,1997-03-01
VA1075000,FAIRFAX CITY,38.85312,-77.295586,VA,Virginia,Fairfax City Police Department,City,TRUE,2000-01-01
VA1110000,HAMPTON CITY,37.04803,-76.297149,VA,Virginia,Hampton Police Department,City,TRUE,2000-01-01
VA0500000,KING WILLIAM,37.70826,-77.091054,VA,Virginia,King William County Sheriff's Office,County,TRUE,1997-11-01
VA0500200,KING WILLIAM,37.70826,-77.091054,VA,Virginia,West Point Police Department,City,TRUE,1999-10-01
VA050SP00,KING WILLIAM,37.70826,-77.091054,VA,Virginia,State Police: King William County,State Police,TRUE,1994-01-01
VA1170000,NORFOLK CITY,36.923015,-76.244641,VA,Virginia,Norfolk Police Department,City,TRUE,1999-08-01
VA0710000,PITTSYLVANIA,36.821721,-79.398502,VA,Virginia,Pittsylvania County Sheriff's Office,County,TRUE,1995-06-01
VA0710100,PITTSYLVANIA,36.821721,-79.398502,VA,Virginia,Chatham Police Department,City,TRUE,1997-10-01
VA0710200,PITTSYLVANIA,36.821721,-79.398502,VA,Virginia,Gretna Police Department,City,TRUE,1997-11-01
VA0710300,PITTSYLVANIA,36.821721,-79.398502,VA,Virginia,Hurt Police Department,City,TRUE,1996-12-01
VA071SP00,PITTSYLVANIA,36.821721,-79.398502,VA,Virginia,State Police: Pittsylvania County,State Police,TRUE,1994-01-01
VA1210000,RADFORD CITY,37.131813,-80.57882,VA,Virginia,Radford Police Department,City,TRUE,2005-01-01
VA078SP00,RAPPAHANNOCK,38.699593,-77.788734,VA,Virginia,State Police: Rappahannock County,State Police,TRUE,1994-01-01
VA0780000,RAPPAHANNOCK,38.684522,-78.168824,VA,Virginia,Rappahannock County Sheriff's Office,County,TRUE,1996-12-01
VA1230000,ROANOKE CITY,37.278458,-79.958174,VA,Virginia,Roanoke Police Department,City,TRUE,1999-07-01
VA0880300,SPOTSYLVANIA,NA,NA,VA,Virginia,Germanna Community College,University or College,TRUE,2015-06-01
VA0880000,SPOTSYLVANIA,38.182311,-77.65628,VA,Virginia,Spotsylvania County Sheriff's Office,County,TRUE,1999-11-01
VA088SP00,SPOTSYLVANIA,38.266205,-77.49507,VA,Virginia,State Police: Spotsylvania County,State Police,TRUE,1994-01-01
VA1270000,SUFFOLK CITY,36.697157,-76.634781,VA,Virginia,Suffolk Police Department,City,TRUE,1997-04-01
VA095SP00,WESTMORELAND,38.109238,-76.804073,VA,Virginia,State Police: Westmoreland County,State Police,TRUE,1994-01-01
VA0950100,WESTMORELAND,38.262787,-76.98172,VA,Virginia,Colonial Beach Police Department,City,TRUE,1998-11-01
VA0950000,WESTMORELAND,38.109238,-76.804073,VA,Virginia,Westmoreland County Sheriff's Office,County,TRUE,1996-01-01
VA1070000,DANVILLE CITY,36.583334,-79.408071,VA,Virginia,Danville Police Department,City,TRUE,2000-01-01
VA1085000,FRANKLIN CITY,36.662148,-76.91937,VA,Virginia,Franklin Police Department,City,TRUE,1995-01-01
VA1130000,HOPEWELL CITY,37.29101,-77.298944,VA,Virginia,Hopewell Police Department,City,TRUE,1998-07-01
VA0460200,ISLE OF WIGHT,36.901418,-76.707569,VA,Virginia,Windsor Police Department,City,TRUE,2011-01-01
VA0460000,ISLE OF WIGHT,36.901418,-76.707569,VA,Virginia,Isle of Wight County Sheriff's Office,County,TRUE,1998-11-01
VA0460100,ISLE OF WIGHT,36.901418,-76.707569,VA,Virginia,Smithfield Police Department,City,TRUE,1997-10-01
VA046SP00,ISLE OF WIGHT,36.685932,-76.99701,VA,Virginia,State Police: Isle of Wight County,State Police,TRUE,1994-01-01
VA0750100,MANASSAS CITY,38.748627,-77.46407,VA,Virginia,Manassas Police Department,City,TRUE,1996-11-01
VA1300700,NOT SPECIFIED,36.88793,-76.30282,VA,Virginia,Old Dominion University,University or College,TRUE,1996-07-01
VA0740200,NOT SPECIFIED,37.20473,-77.392368,VA,Virginia,Richard Bland College,University or College,TRUE,2009-04-01
VA1300500,NOT SPECIFIED,36.916115,-76.30871,VA,Virginia,Port Authority Norfolk,Other,TRUE,1999-04-01
VADMVRH00,NOT SPECIFIED,37.531399,-77.476009,VA,Virginia,Department of Motor Vehicles,Other State Agency,TRUE,2008-01-01
VA1300400,NOT SPECIFIED,37.269524,-76.708165,VA,Virginia,University of Richmond,University or College,TRUE,1998-01-01
VA1300300,NOT SPECIFIED,37.549675,-77.45314,VA,Virginia,Virginia Commonwealth University,University or College,TRUE,1999-01-01
VA1300200,NOT SPECIFIED,37.120036,-80.557048,VA,Virginia,Radford University,University or College,TRUE,1999-05-01
VA1300100,NOT SPECIFIED,37.269524,-76.708165,VA,Virginia,College of William and Mary,University or College,TRUE,1998-11-01
VA129SP00,NOT SPECIFIED,38.067157,-78.90142,VA,Virginia,State Police: Waynesboro,State Police,TRUE,1994-01-01
VA075S100,NOT SPECIFIED,38.643726,-77.4441,VA,Virginia,State Police: Manassas,State Police,TRUE,1994-01-01
VA075S200,NOT SPECIFIED,38.768991,-77.44868,VA,Virginia,State Police: Manassas Park,State Police,TRUE,1994-01-01
VA128SP00,NOT SPECIFIED,36.779322,-76.02402,VA,Virginia,State Police: Virginia Beach,State Police,TRUE,1994-01-01
VA127SP00,NOT SPECIFIED,36.77123,-76.259834,VA,Virginia,State Police: Suffolk,State Police,TRUE,1994-01-01
VA126SP00,NOT SPECIFIED,38.158056,-79.061501,VA,Virginia,State Police: Staunton,State Police,TRUE,1994-01-01
VA123SP00,NOT SPECIFIED,37.278458,-79.958174,VA,Virginia,State Police: Roanoke,State Police,TRUE,1994-01-01
VA131SP00,NOT SPECIFIED,39.173869,-78.176356,VA,Virginia,State Police: Winchester,State Police,TRUE,1994-01-01
VA122SP00,NOT SPECIFIED,37.542297,-77.38501,VA,Virginia,State Police: Richmond,State Police,TRUE,1994-01-01
VA1221000,NOT SPECIFIED,37.537823,-77.43201,VA,Virginia,Department of Conservation and Recreation,Other State Agency,TRUE,2001-02-01
VA122095Y,NOT SPECIFIED,NA,NA,VA,Virginia,Office of the State Inspector General,NA,TRUE,2020-01-01
VA1220500,NOT SPECIFIED,37.531399,-77.476009,VA,Virginia,Department of Game and Inland Fisheries Enforcement Division,Other State Agency,TRUE,2009-10-01
VA1220400,NOT SPECIFIED,37.50814,-77.33682,VA,Virginia,Richmond International Airport,Other,TRUE,1996-12-01
VA1220300,NOT SPECIFIED,37.53912,-77.43547,VA,Virginia,Virginia State Capitol,Other State Agency,TRUE,2001-03-01
VA121SP00,NOT SPECIFIED,37.131813,-80.57882,VA,Virginia,State Police: Radford,State Police,TRUE,1994-01-01
VA080S100,NOT SPECIFIED,37.277058,-80.12723,VA,Virginia,State Police: Salem,State Police,TRUE,1994-01-01
VA120SP00,NOT SPECIFIED,36.77123,-76.259834,VA,Virginia,State Police: Portsmouth,State Police,TRUE,1994-01-01
VA119SP00,NOT SPECIFIED,37.20473,-77.392368,VA,Virginia,State Police: Petersburg,State Police,TRUE,1994-01-01
VA1190200,NOT SPECIFIED,37.20473,-77.392368,VA,Virginia,Virginia State University,University or College,TRUE,1999-06-01
VA1230200,NOT SPECIFIED,37.278458,-79.958174,VA,Virginia,Virginia Western Community College,University or College,TRUE,1997-10-01
VA130SP00,NOT SPECIFIED,37.269524,-76.708165,VA,Virginia,State Police: Williamsburg,State Police,TRUE,1994-01-01
VA1300900,NOT SPECIFIED,36.923015,-76.244641,VA,Virginia,Norfolk Airport Authority,Other,TRUE,1999-06-01
VA1110300,NOT SPECIFIED,37.04803,-76.297149,VA,Virginia,Thomas Nelson Community College,University or College,TRUE,1999-03-01
VA110SP00,NOT SPECIFIED,36.66564,-80.914308,VA,Virginia,State Police: Galax,State Police,TRUE,1994-01-01
VA109SP00,NOT SPECIFIED,38.299272,-77.486658,VA,Virginia,State Police: Fredericksburg,State Police,TRUE,1994-01-01
VA1090100,NOT SPECIFIED,38.299272,-77.486658,VA,Virginia,University of Mary Washington,University or College,TRUE,1998-05-01
VA108SP00,NOT SPECIFIED,38.883787,-77.174639,VA,Virginia,State Police: Falls Church,State Police,TRUE,1994-01-01
VA1085S00,NOT SPECIFIED,36.684014,-76.941396,VA,Virginia,State Police: Franklin,State Police,TRUE,1994-01-01
VA107SP00,NOT SPECIFIED,36.583334,-79.408071,VA,Virginia,State Police: Danville,State Police,TRUE,1994-01-01
VA1075S00,NOT SPECIFIED,38.853183,-77.299025,VA,Virginia,State Police: Fairfax City,State Police,TRUE,1994-01-01
VA106SP00,NOT SPECIFIED,37.778143,-79.986039,VA,Virginia,State Police: Covington,State Police,TRUE,1994-01-01
VA105SP00,NOT SPECIFIED,37.261685,-77.396804,VA,Virginia,State Police: Colonial Heights,State Police,TRUE,1994-01-01
VA100SP00,NOT SPECIFIED,36.616954,-82.157564,VA,Virginia,State Police: Bristol,State Police,TRUE,1994-01-01
VA103SP00,NOT SPECIFIED,36.77123,-76.259834,VA,Virginia,State Police: Chesapeake,State Police,TRUE,1994-01-01
VA040S100,NOT SPECIFIED,36.741623,-77.507034,VA,Virginia,State Police: Emporia,State Police,TRUE,1994-01-01
VA102SP00,NOT SPECIFIED,38.037658,-78.485381,VA,Virginia,State Police: Charlottesville,State Police,TRUE,1994-01-01
VA098S100,NOT SPECIFIED,37.12836,-76.303534,VA,Virginia,State Police: Poquoson,State Police,TRUE,2000-03-01
VA101SP00,NOT SPECIFIED,37.731663,-79.356375,VA,Virginia,State Police: Buena Vista,State Police,TRUE,1994-01-01
VA099SP00,NOT SPECIFIED,38.868576,-77.06532,VA,Virginia,State Police: Alexandria,State Police,TRUE,1994-01-01
VA081S200,NOT SPECIFIED,37.782332,-79.44432,VA,Virginia,State Police: Lexington,State Police,TRUE,1994-01-01
VA118SP00,NOT SPECIFIED,36.931549,-82.625996,VA,Virginia,State Police: Norton,State Police,TRUE,1995-05-01
VA117SP00,NOT SPECIFIED,36.923015,-76.244641,VA,Virginia,State Police: Norfolk,State Police,TRUE,1994-01-01
VA1170800,NOT SPECIFIED,36.86053,-76.30004,VA,Virginia,Eastern Virginia Medical School,University or College,TRUE,2012-05-01
VA1170400,NOT SPECIFIED,36.8498,-76.26747,VA,Virginia,Norfolk State University,University or College,TRUE,1997-09-01
VA116SP00,NOT SPECIFIED,37.075978,-76.521719,VA,Virginia,State Police: Newport News,State Police,TRUE,1994-01-01
VA1160400,NOT SPECIFIED,37.075978,-76.521719,VA,Virginia,Christopher Newport University,University or College,TRUE,1998-07-01
VA1160300,NOT SPECIFIED,NA,NA,VA,Virginia,Virginia Marine Resources Commission Law Enforcement Division,NA,TRUE,2018-11-01
VA115SP00,NOT SPECIFIED,36.683527,-79.863647,VA,Virginia,State Police: Martinsville,State Police,TRUE,1994-01-01
VA114SP00,NOT SPECIFIED,37.399016,-79.195458,VA,Virginia,State Police: Lynchburg,State Police,TRUE,1994-01-01
VA113SP00,NOT SPECIFIED,37.29101,-77.298944,VA,Virginia,State Police: Hopewell,State Police,TRUE,1994-01-01
VA112SP00,NOT SPECIFIED,38.431669,-78.876027,VA,Virginia,State Police: Harrisonburg,State Police,TRUE,1994-01-01
VA111SP00,NOT SPECIFIED,37.04803,-76.297149,VA,Virginia,State Police: Hampton,State Police,TRUE,1994-01-01
VA1110400,NOT SPECIFIED,37.04803,-76.297149,VA,Virginia,Hampton University,University or College,TRUE,1998-11-01
VA0980100,POQUOSON CITY,37.132324,-76.38017,VA,Virginia,Poquoson Police Department,City,TRUE,1997-03-01
VA073SP00,PRINCE EDWARD,37.224881,-78.432957,VA,Virginia,State Police: Prince Edward County,State Police,TRUE,1994-01-01
VA0730200,PRINCE EDWARD,37.301605,-78.39429,VA,Virginia,Longwood University,University or College,TRUE,1996-07-01
VA0730000,PRINCE EDWARD,37.224881,-78.432957,VA,Virginia,Prince Edward County Sheriff's Office,County,TRUE,1996-06-01
VA0740100,PRINCE GEORGE,37.222153,-77.28561,VA,Virginia,Prince George County Police Department,County,TRUE,1997-12-01
VA074SP00,PRINCE GEORGE,37.187325,-77.220993000000007,VA,Virginia,State Police: Prince George County,State Police,TRUE,1994-01-01
VA1220000,RICHMOND CITY,37.545868,-77.44456,VA,Virginia,Richmond Police Department,City,TRUE,2000-01-01
VA0960500,"RUSSELL, WISE",36.974561,-82.62156,VA,Virginia,St. Paul Police Department,City,TRUE,1996-11-01
VA1260000,STAUNTON CITY,38.158056,-79.061501,VA,Virginia,Staunton Police Department,City,TRUE,1998-06-01
VA1060000,COVINGTON CITY,37.79127,-79.99537,VA,Virginia,Covington Police Department,City,TRUE,1996-11-01
VA0480000,KING AND QUEEN,37.71437,-76.901863,VA,Virginia,King and Queen County Sheriff's Office,County,TRUE,2005-01-01
VA048SP00,KING AND QUEEN,37.71437,-76.901863,VA,Virginia,State Police: King and Queen County,State Police,TRUE,1994-01-01
VA0810200,LEXINGTON CITY,37.782332,-79.44432,VA,Virginia,Lexington Police Department,City,TRUE,1997-11-01
VA1140000,LYNCHBURG CITY,37.399016,-79.195458,VA,Virginia,Lynchburg Police Department,City,TRUE,2000-01-01
VA066SP00,NORTHUMBERLAND,37.856974,-76.379687,VA,Virginia,State Police: Northumberland County,State Police,TRUE,1994-01-01
VA0660000,NORTHUMBERLAND,37.856974,-76.379687,VA,Virginia,Northumberland County Sheriff's Office,County,TRUE,1999-04-01
VA0750400,PRINCE WILLIAM,38.52235,-77.29069,VA,Virginia,Quantico Police Department,City,TRUE,1996-12-01
VA0750300,PRINCE WILLIAM,38.701119,-77.479579,VA,Virginia,Prince William County Police Department,County,TRUE,2000-01-01
VA0750500,PRINCE WILLIAM,38.701119,-77.479579,VA,Virginia,Haymarket Police Department,City,TRUE,1999-01-01
VA0750600,PRINCE WILLIAM,38.567284,-77.32712,VA,Virginia,Dumfries Police Department,City,TRUE,1998-04-01
VA0750700,PRINCE WILLIAM,38.684734,-77.26132,VA,Virginia,Occoquan Police Department,City,TRUE,1998-07-01
VA075SP00,PRINCE WILLIAM,38.701119,-77.479579,VA,Virginia,State Police: Prince William County,State Police,TRUE,1994-01-01
VA0990000,ALEXANDRIA CITY,38.818343,-77.082026,VA,Virginia,Alexandria Police Department,City,TRUE,2000-01-01
