date,year,wreck_name,wreck_no,classification,description,descriptive_date,place_of_loss,latitude,longitude,source_of_co_ordinate
1894-01-07,1894,William Herford,W15360,Boat,We regret that we are unable to supply descriptive details for this record at present.,07/01/1894,"Wicklow Head, off",NA,NA,NA
1920-11-12,1920,Unknown,W15361,Unknown,We regret that we are unable to supply descriptive details for this record at present.,12/11/1920,"Cape Clear, c. 175 miles SW of",49.51667,-12.13333,Lloyd's List (floating wreck)
1854-01-07,1854,Emperor,W15362,Unknown,We regret that we are unable to supply descriptive details for this record at present.,07/01/1854,"Kish, off",NA,NA,NA
1854-03-03,1854,Holyhead Trader,W15363,Unknown,We regret that we are unable to supply descriptive details for this record at present.,03/03/1854,"Soldierâs Point, Co Louth, below",NA,NA,NA
1854-03-06,1854,Elizabeth and Jane,W15364,Unknown,We regret that we are unable to supply descriptive details for this record at present.,06/03/1854,Newry Bar,NA,NA,NA
1854-03-06,1854,Susanna,W15365,Unknown,We regret that we are unable to supply descriptive details for this record at present.,06/03/1854,"Dundalk, North bull",NA,NA,NA
1854-07-02,1854,Belinda,W15366,Boat,We regret that we are unable to supply descriptive details for this record at present.,02/07/1854,"Tuskar, Co Wexford, off",NA,NA,NA
1920-11-14,1920,Unknown,W15367,Unknown,We regret that we are unable to supply descriptive details for this record at present.,14/11/1920,"Cape Clear, c. 105 miles S. of",NA,NA,NA
1854-09-12,1854,Olive,W15368,Longboat,We regret that we are unable to supply descriptive details for this record at present.,12/09/1854,"Drogheda Bar, 5M off",NA,NA,NA
1920-11-23,1920,Unknown,W15369,Unknown,We regret that we are unable to supply descriptive details for this record at present.,23/11/1920,"Ring Head, Clonakilty Bay, 500m N. of",NA,NA,NA
1854-11-19,1854,Clara,W15370,Unknown,We regret that we are unable to supply descriptive details for this record at present.,19/11/1854,Greenore Point,NA,NA,NA
1920-11-21,1920,Unknown,W15371,Unknown,We regret that we are unable to supply descriptive details for this record at present.,21/11/1920,"Galley Head, 10 miles SSE of",NA,NA,NA
1854-12-05,1854,John Clifton,W15372,Schooner,We regret that we are unable to supply descriptive details for this record at present.,05/12/1854,"Dundalk River, Mud on N Side of",NA,NA,NA
1854-12-05,1854,Nancy,W15373,Schooner,We regret that we are unable to supply descriptive details for this record at present.,05/12/1854,Dundalk,NA,NA,NA
1920-12-05,1920,Unknown,W15374,Pilot boat,We regret that we are unable to supply descriptive details for this record at present.,05/12/1920,"Roche's Point, two miles S. of",NA,NA,NA
1854-01-28,1854,Queen,W15375,Brig,We regret that we are unable to supply descriptive details for this record at present.,28/01/1854,North Bull,NA,NA,NA
1854-01-04,1854,Scylla,W15376,Unknown,We regret that we are unable to supply descriptive details for this record at present.,04/01/1854,Canning rock,NA,NA,NA
1854-01-04,1854,Fingal,W15377,Unknown,We regret that we are unable to supply descriptive details for this record at present.,04/01/1854,Unknown,NA,NA,NA
1853-11-02,1853,Patriot,W15378,Unknown,We regret that we are unable to supply descriptive details for this record at present.,02/11/1853,Unknown,NA,NA,NA
1921-10-18,1921,Three Sisters,W15379,Ketch,We regret that we are unable to supply descriptive details for this record at present.,18/10/1921,Unknown,NA,NA,NA
1854-01-19,1854,J. W. Whipple,W15380,Brig,We regret that we are unable to supply descriptive details for this record at present.,19/01/1854,Unknown,NA,NA,NA
1854-01-16,1854,Ocean,W15381,Unknown,We regret that we are unable to supply descriptive details for this record at present.,16/01/1854,Tralee Banks,NA,NA,NA
1853-12-26,1853,Commerce,W15382,Unknown,We regret that we are unable to supply descriptive details for this record at present.,26/12/1853,Unknown,NA,NA,NA
1853-12-29,1853,Priscilla,W15383,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/12/1853,Unknown,NA,NA,NA
1854-02-17,1854,Columbus,W15384,Schooner,We regret that we are unable to supply descriptive details for this record at present.,17/02/1854,North Atlantic,NA,NA,NA
1854-01-27,1854,Columbiana,W15385,Unknown,We regret that we are unable to supply descriptive details for this record at present.,27/01/1854,Unknown,NA,NA,NA
1854-03-16,1854,Russell Sturgess,W15386,Unknown,We regret that we are unable to supply descriptive details for this record at present.,16/03/1854,Unknown,NA,NA,NA
1854-02-15,1854,Mary,W15387,Unknown,We regret that we are unable to supply descriptive details for this record at present.,15/02/1854,Unknown,NA,NA,NA
1854-04-15,1854,Emma Fields,W15388,Barque,We regret that we are unable to supply descriptive details for this record at present.,15/04/1854,Unknown,NA,NA,NA
1854-04-15,1854,William Thompson,W15389,Unknown,We regret that we are unable to supply descriptive details for this record at present.,15/04/1854,Unknown,NA,NA,NA
1854-04-15,1854,Agnes,W15390,Unknown,We regret that we are unable to supply descriptive details for this record at present.,15/04/1854,Unknown,NA,NA,NA
1854-04-15,1854,Rapid,W15391,Unknown,We regret that we are unable to supply descriptive details for this record at present.,15/04/1854,Unknown,NA,NA,NA
1854-04-19,1854,Secret (SS),W15392,Steamship,We regret that we are unable to supply descriptive details for this record at present.,19/04/1854,Limerick,NA,NA,NA
1854-02-28,1854,Sanum Joseph,W15393,Unknown,We regret that we are unable to supply descriptive details for this record at present.,28/02/1854,Unknown,NA,NA,NA
1854-05-01,1854,Midas,W15394,Brig,We regret that we are unable to supply descriptive details for this record at present.,01/05/1854,Unknown,NA,NA,NA
1922-01-19,1922,Unknown,W15395,Unknown,We regret that we are unable to supply descriptive details for this record at present.,19/01/1922,"Inishowen Light, 5 miles E. of",NA,NA,NA
1854-04-14,1854,Lena,W15396,Brig,We regret that we are unable to supply descriptive details for this record at present.,14/04/1854,Unknown,NA,NA,NA
1854-05-09,1854,Arendal,W15397,Brig,We regret that we are unable to supply descriptive details for this record at present.,09/05/1854,Unknown,NA,NA,NA
1922-01-15,1922,Lunesdale (SS),W15398,Steamship,We regret that we are unable to supply descriptive details for this record at present.,15/01/1922,Wexford Bar,NA,NA,NA
1854-04-20,1854,Broom,W15399,Unknown,We regret that we are unable to supply descriptive details for this record at present.,20/04/1854,Unknown,NA,NA,NA
1854-04-19,1854,London,W15400,Unknown,We regret that we are unable to supply descriptive details for this record at present.,19/04/1854,unknown,NA,NA,NA
1854-06-16,1854,Mayflower,W15401,Unknown,We regret that we are unable to supply descriptive details for this record at present.,16/06/1854,Unknown,NA,NA,NA
1854-06-30,1854,Alpine,W15402,Unknown,We regret that we are unable to supply descriptive details for this record at present.,30/06/1854,Unknown,NA,NA,NA
1854-06-25,1854,Olympus,W15403,Unknown,We regret that we are unable to supply descriptive details for this record at present.,25/06/1854,Unknown,NA,NA,NA
1854-08-05,1854,Mary Caroline,W15404,Unknown,We regret that we are unable to supply descriptive details for this record at present.,05/08/1854,Unknown,NA,NA,NA
1922-02-09,1922,Unknown,W15405,Unknown,We regret that we are unable to supply descriptive details for this record at present.,09/02/1922,"Inishowen Head, 10 miles W. of",NA,NA,NA
1854-08-28,1854,Pumgustuck,W15406,Unknown,We regret that we are unable to supply descriptive details for this record at present.,28/08/1854,Unknown,NA,NA,NA
1922-03-05,1922,Alabama (MV),W15407,Motor Boat,We regret that we are unable to supply descriptive details for this record at present.,05/03/1922,"(Co. Leitrim) River Shannon, Curryglish, near Carrick-on-Shannon.",NA,NA,NA
1854-08-29,1854,Henry,W15408,Schooner,We regret that we are unable to supply descriptive details for this record at present.,29/08/1854,"Wexford, N Bar",NA,NA,NA
1854-08-25,1854,John Francis,W15409,Unknown,We regret that we are unable to supply descriptive details for this record at present.,25/08/1854,unknown,NA,NA,NA
1854-09-10,1854,Shenandoah,W15410,Unknown,We regret that we are unable to supply descriptive details for this record at present.,10/09/1854,unknown,NA,NA,NA
1922-03-02,1922,Unknown,W15412,Unknown,We regret that we are unable to supply descriptive details for this record at present.,02/03/1922,"Codling Lighthouse, 10 miles SSE of",NA,NA,NA
1854-09-08,1854,Alexina,W15413,Barque,We regret that we are unable to supply descriptive details for this record at present.,08/09/1854,Unknown,NA,NA,NA
1922-03-07,1922,Unknown,W15414,Unknown,We regret that we are unable to supply descriptive details for this record at present.,07/03/1922,"Cahore Point, 38km east (last reported position)",52.59167,-5.65833,Lloyd's List (last recorded position)
1853-12-21,1853,Anne,W15415,Unknown,We regret that we are unable to supply descriptive details for this record at present.,21/12/1853,"Arklow Bar, 0.25M S of",NA,NA,NA
1854-12-29,1854,Broad Oak,W15416,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/12/1854,"Crookhaven, near",NA,NA,NA
1853-12-29,1853,Josina Henriette,W15417,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/12/1853,"Ballyteague, Co Wexford",NA,NA,NA
1853-12-24,1853,St. George,W15418,Unknown,We regret that we are unable to supply descriptive details for this record at present.,24/12/1853,Unknown,NA,NA,NA
NA,NA,Unknown,W15419,Unknown,We regret that we are unable to supply descriptive details for this record at present.,Unknown,"Bardsey Island, 13 Miles NW of",NA,NA,NA
1854-01-14,1854,Hannah,W15420,Schooner,We regret that we are unable to supply descriptive details for this record at present.,14/01/1854,"Limerick, near",NA,NA,NA
1854-01-18,1854,Shelah,W15421,Unknown,We regret that we are unable to supply descriptive details for this record at present.,18/01/1854,Wexford Bay,NA,NA,NA
1854-01-31,1854,Felicity,W15422,Unknown,We regret that we are unable to supply descriptive details for this record at present.,31/01/1854,Cork,NA,NA,NA
1854-01-31,1854,Father Mathew,W15423,Unknown,We regret that we are unable to supply descriptive details for this record at present.,31/01/1854,Galway,NA,NA,NA
1922-04-03,1922,Dispatch,W15424,Schooner,We regret that we are unable to supply descriptive details for this record at present.,03/04/1922,"Irish Sea, 65 SW of the Smalls",NA,NA,NA
1854-01-29,1854,Armida,W15425,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/01/1854,Unknown,NA,NA,NA
1853-03-05,1853,Albatross (SS),W15426,Steamship,We regret that we are unable to supply descriptive details for this record at present.,05/03/1853,"River Lee / Blackwall Castle, near",NA,NA,NA
1854-03-09,1854,Triscida,W15427,Unknown,We regret that we are unable to supply descriptive details for this record at present.,09/03/1854,"Youghal, Co Cork, E of",NA,NA,NA
1922-04-13,1922,Unknown,W15428,Lighter,We regret that we are unable to supply descriptive details for this record at present.,13/04/1922,"Cape Clear, c. 230 miles SW of",48.45,-11.7,Lloyd's List (floating derelict)
1854-04-01,1854,Acor,W15429,Brigantine,We regret that we are unable to supply descriptive details for this record at present.,01/04/1854,"Kilmore, Co Wexford",NA,NA,NA
1854-04-19,1854,Conte Alessandro Branick,W15430,Unknown,We regret that we are unable to supply descriptive details for this record at present.,19/04/1854,Unknown,NA,NA,NA
1854-03-29,1854,St. George,W15431,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/03/1854,Unknown,NA,NA,NA
1854-05-20,1854,Aurora,W15432,Unknown,We regret that we are unable to supply descriptive details for this record at present.,20/05/1854,Unknown,NA,NA,NA
1854-08-20,1854,Countess of Eglington,W15433,Unknown,We regret that we are unable to supply descriptive details for this record at present.,20/08/1854,Unknown,NA,NA,NA
1854-08-29,1854,Collector,W15434,Unknown,We regret that we are unable to supply descriptive details for this record at present.,29/08/1854,"Cape Clear, W of",NA,NA,NA
1854-09-13,1854,Charles Hamerton,W15435,Unknown,We regret that we are unable to supply descriptive details for this record at present.,13/09/1854,unknown,NA,NA,NA
1854-09-22,1854,Ann & Kate,W15436,Schooner,We regret that we are unable to supply descriptive details for this record at present.,22/09/1854,"Wexford, aground",NA,NA,NA
1854-09-30,1854,Clarence,W15437,Unknown,We regret that we are unable to supply descriptive details for this record at present.,30/09/1854,Unknown,NA,NA,NA
1922-04-24,1922,Unknown,W15438,Unknown,We regret that we are unable to supply descriptive details for this record at present.,24/04/1922,"Cape Clear, c. 8 Miles SW of",51.33333,-9.61667,Lloyd's List (submerged wreck)
1854-09-16,1854,Challenge,W15439,Unknown,We regret that we are unable to supply descriptive details for this record at present.,16/09/1854,Hog Island,NA,NA,NA
1854-09-08,1854,Haabet,W15440,Unknown,We regret that we are unable to supply descriptive details for this record at present.,08/09/1854,Unknown,NA,NA,NA
1854-10-28,1854,Mary,W15441,Unknown,We regret that we are unable to supply descriptive details for this record at present.,28/10/1854,"Dungarven, Co Waterford",NA,NA,NA
1854-10-30,1854,Ellen,W15442,Unknown,We regret that we are unable to supply descriptive details for this record at present.,30/10/1854,Duncannon,NA,NA,NA
1922-05-07,1922,Unknown,W15443,Unknown,We regret that we are unable to supply descriptive details for this record at present.,07/05/1922,"Hook Head, 6 nautical (?) miles off",NA,NA,NA
1854-10-30,1854,Regia,W15444,Unknown,We regret that we are unable to supply descriptive details for this record at present.,30/10/1854,"Waterford, near",NA,NA,NA
1854-11-07,1854,Rapid,W15445,Unknown,We regret that we are unable to supply descriptive details for this record at present.,07/11/1854,unknown,NA,NA,NA
1922-05-08,1922,Rapid,W15446,Ketch,We regret that we are unable to supply descriptive details for this record at present.,08/05/1922,"Whitstable to Limerick, en route from",NA,NA,NA
